country,sector,eval_year,observation_year_last,period,top_k,n_regions,n_possible_pairs,n_edges_valid,density,mean_weight,median_weight,std_weight,p10_weight,p25_weight,p75_weight,p90_weight,frac_positive,frac_negative,frac_near_zero,mean_abs_weight,turnover,jaccard_consecutive,pair_resample_mean_weight_p025,pair_resample_mean_weight_p975,pair_resample_density_p025,pair_resample_density_p975,pair_resample_n,pair_resample_frac,pair_resample_seed,mean_weight_abs_change,mean_weight_rel_change,median_weight_abs_change,median_weight_rel_change,density_abs_change,density_rel_change,mean_abs_weight_abs_change,mean_abs_weight_rel_change
FR,FZ,2018,2017,pre-2020,5,280,39060,888,0.02273425499231951,0.9391990082862489,0.956604579348598,0.0543106009906963,0.8655818845237263,0.9194568361332801,0.9748508849172002,0.9865379950756519,1.0,0.0,0.0,0.9391990082862489,0.7553342816500711,0.24466571834992887,0.9352452460441886,0.9431142014147395,0.021279761904761905,0.02480478750640041,200,0.8,42,-0.03754936745229709,-0.03844323511048072,-0.030437825521532402,-0.030837404118962086,0.0006656426011264725,0.030162412993039463,-0.03754936745229709,-0.03844323511048072
FR,FZ,2019,2018,pre-2020,5,280,39060,881,0.022555043522785458,0.9468403770737603,0.9609562985445211,0.047919466566950376,0.8897683019858402,0.9354125796008885,0.9766086920335855,0.9878816812508205,1.0,0.0,0.0,0.9468403770737603,0.8111559139784946,0.18884408602150538,0.9434068347347098,0.9498179603783666,0.021076548899129542,0.024453565028161803,200,0.8,42,0.007641368787511427,0.00813604861173628,0.004351719195923143,0.004549130633355796,-0.00017921146953405256,-0.007882882882882988,0.007641368787511427,0.00813604861173628
FR,FZ,2020,2019,pre-2020,5,280,39060,904,0.02314388120839734,0.9546510393864602,0.969094574186425,0.049149131030068086,0.9072694767424263,0.9472036582968152,0.9822369010384506,0.9898621733553447,1.0,0.0,0.0,0.9546510393864602,0.8107928047968022,0.18920719520319787,0.9511319509607032,0.9577844907254436,0.02128136200716846,0.024707981310803893,200,0.8,42,0.00781066231269989,0.008249185925973061,0.008138275641903836,0.008468934179660605,0.0005888376856118815,0.0261066969353009,0.00781066231269989,0.008249185925973061
FR,FZ,2021,2020,2020,5,280,39060,904,0.02314388120839734,0.9380897125754057,0.9537080471111566,0.056143073114307086,0.8660229235256298,0.9230664062979347,0.9745671442173258,0.9873439034020687,1.0,0.0,0.0,0.9380897125754057,0.8026490066225166,0.19735099337748344,0.9336259419529753,0.9418433574795813,0.021597382232462877,0.024513568868407578,200,0.8,42,-0.01656132681105449,-0.017348042507446704,-0.01538652707526833,-0.01587721929842156,0.0,0.0,-0.01656132681105449,-0.017348042507446704
FR,FZ,2022,2021,post-2020,5,280,39060,877,0.022452636968766,0.9388689061738816,0.9547742506873566,0.05421745331288222,0.8732899920717513,0.9250194629915887,0.9726038788082892,0.9854261647749215,1.0,0.0,0.0,0.9388689061738816,0.7859577368779823,0.2140422631220177,0.9349093049714053,0.9424231579124669,0.020896537378392217,0.024129544290834613,200,0.8,42,0.0007791935984758913,0.0008306173578395979,0.001066203576199909,0.0011179559399016382,-0.0006912442396313397,-0.029867256637168278,0.0007791935984758913,0.0008306173578395979
FR,FZ,2023,2022,post-2020,5,280,39060,879,0.02250384024577573,0.9372036144716698,0.9521453458537558,0.04980939245819089,0.8673397863474133,0.9147792865139173,0.9729300100588151,0.9861064131108759,1.0,0.0,0.0,0.9372036144716698,0.7537260468417317,0.24627395315826828,0.9331854358395942,0.9412833086076046,0.0209285394265233,0.023939132104454683,200,0.8,42,-0.0016652917022118574,-0.0017737212205677624,-0.002628904833600787,-0.002753430804934463,5.120327700973079e-05,0.0022805017103763796,-0.0016652917022118574,-0.0017737212205677624
FR,FZ,2024,2023,post-2020,5,280,39060,885,0.022657450076804916,0.9469445840828478,0.9609628678020089,0.04566802337352477,0.8887195277175604,0.9308949898400003,0.9768317283906465,0.9878554915190969,1.0,0.0,0.0,0.9469445840828478,0.8016304347826086,0.1983695652173913,0.9437710981878851,0.9499494992780717,0.021248559907834103,0.024003136200716844,200,0.8,42,0.009740969611177985,0.010393653482300393,0.008817521948253138,0.009260689018383818,0.00015360983102918543,0.006825938566552881,0.009740969611177985,0.010393653482300393
FR,FZ,2025,2024,post-2020,5,280,39060,875,0.022401433691756272,0.94008153486136,0.9539951098596088,0.050117799527329476,0.8836714135029284,0.9223247414419347,0.9721795956944486,0.9852211201910538,1.0,0.0,0.0,0.94008153486136,0.8258839226150767,0.1741160773849233,0.936690591269595,0.9441216116565019,0.021054947516641068,0.023939132104454683,200,0.8,42,-0.006863049221487727,-0.007247572177768833,-0.006967757942400121,-0.007250808720983501,-0.00025601638504864355,-0.011299435028248607,-0.006863049221487727,-0.007247572177768833
FR,FZ,2026,2025,post-2020,5,280,39060,877,0.022452636968766,0.9429047618300084,0.9591091602076005,0.051813762240896566,0.8826071231485789,0.9263807139425975,0.9770763941770364,0.9877024432611922,1.0,0.0,0.0,0.9429047618300084,0.7983539094650206,0.20164609053497942,0.9389659237700915,0.9462449723426634,0.02089253712237583,0.02393753200204813,200,0.8,42,0.0028232269686483402,0.003003172452551895,0.005114050347991728,0.005360667256192035,5.120327700972732e-05,0.0022857142857142278,0.0028232269686483402,0.003003172452551895
FR,GI,2017,2016,pre-2020,5,280,39060,852,0.021812596006144394,0.9765338470665642,0.9852960687242409,0.026355916477106167,0.9463401227847483,0.9706281653582908,0.9931176928665219,0.9974543353809794,1.0,0.0,0.0,0.9765338470665642,,,0.974860022693378,0.9785192510358036,0.02048131080389145,0.023521505376344086,200,0.8,42,,,,,,,,
FR,GI,2018,2017,pre-2020,5,280,39060,861,0.02204301075268817,0.9369281967679567,0.9491373631903661,0.049895229261067556,0.8764779707198284,0.9197742137777386,0.9706962106850402,0.9853373922021665,1.0,0.0,0.0,0.9369281967679567,0.7432134996331621,0.25678650036683787,0.9333163222586968,0.9407202211638328,0.02064132104454685,0.02368391577060932,200,0.8,42,-0.03960565029860752,-0.04055737588367262,-0.03615870553387479,-0.03669831503610179,0.00023041474654377642,0.010563380281690031,-0.03960565029860752,-0.04055737588367262
FR,GI,2019,2018,pre-2020,5,280,39060,865,0.02214541730670763,0.9449894797943295,0.9545018756052075,0.03894083786549201,0.8961135881048297,0.9278288464825032,0.9714994849166936,0.984091507967465,1.0,0.0,0.0,0.9449894797943295,0.8112947658402204,0.1887052341597796,0.9420559209573016,0.9478225473761622,0.02044930875576037,0.023906330005120328,200,0.8,42,0.008061283026372768,0.008603949645427584,0.005364512414841371,0.005651987397071233,0.00010240655401945811,0.004645760743321759,0.008061283026372768,0.008603949645427584
FR,GI,2020,2019,pre-2020,5,280,39060,881,0.022555043522785458,0.9418341287924764,0.9521697948406942,0.04670357030168552,0.8965675382375278,0.9265789544495289,0.9713459614451261,0.983942609004893,1.0,0.0,0.0,0.9418341287924764,0.8130523453433038,0.18694765465669613,0.9383911918695563,0.9448459151900156,0.020865335381464414,0.024195148489503326,200,0.8,42,-0.003155351001853046,-0.0033390329409167465,-0.0023320807645133,-0.0024432437736538032,0.000409626216077829,0.018497109826589597,-0.003155351001853046,-0.0033390329409167465
FR,GI,2021,2020,2020,5,280,39060,853,0.021838197644649258,0.929630004140222,0.9311443785273326,0.0383743857018582,0.8794661302629304,0.905011180430292,0.9595872992525428,0.9772072806313878,1.0,0.0,0.0,0.929630004140222,0.7840112201963534,0.21598877980364656,0.92709667292706,0.9327718417688929,0.020223694316436253,0.023554307475678445,200,0.8,42,-0.0122041246522544,-0.012957828007253553,-0.021025416313361633,-0.022081582956408902,-0.0007168458781361998,-0.03178206583427919,-0.0122041246522544,-0.012957828007253553
FR,GI,2022,2021,post-2020,5,280,39060,846,0.02165898617511521,0.9301371564397479,0.9331399170449782,0.03929368057811949,0.8820642859698643,0.9072590884142615,0.9596948192725089,0.9785415653409897,1.0,0.0,0.0,0.9301371564397479,0.8209576682859125,0.17904233171408743,0.9270850275338182,0.9330344993638813,0.020225294418842805,0.02313748079877112,200,0.8,42,0.0005071522995259148,0.0005455420944539757,0.0019955385176456675,0.002143103221867425,-0.0001792114695340491,-0.008206330597889751,0.0005071522995259148,0.0005455420944539757
FR,GI,2023,2022,post-2020,5,280,39060,911,0.023323092677931388,0.9539645167910507,0.9767796855886121,0.0704537057671568,0.8998787006596313,0.9559490301163006,0.9864846981165696,0.9928797176963381,1.0,0.0,0.0,0.9539645167910507,0.7857636489288182,0.21423635107118175,0.9489372085527072,0.9586004119462341,0.021659786226318485,0.024899193548387096,200,0.8,42,0.02382736035130273,0.02561703957995383,0.04363976854363383,0.04676658638913456,0.0016641065028161796,0.07683215130023638,0.02382736035130273,0.02561703957995383
FR,GI,2024,2023,post-2020,5,280,39060,916,0.02345110087045571,0.9630742792250216,0.9787314084168721,0.045482105196082014,0.9086446397903156,0.9571213332694679,0.9883096572163758,0.9943712451252711,1.0,0.0,0.0,0.9630742792250216,0.7980263157894737,0.2019736842105263,0.959436391368143,0.9663255767526079,0.021598982334869433,0.02505840373783922,200,0.8,42,0.009109762433970992,0.009549372407072796,0.0019517228282600607,0.0019981197982060234,0.00012800819252432177,0.0054884742041712495,0.009109762433970992,0.009549372407072796
FR,GI,2025,2024,post-2020,5,280,39060,929,0.023783922171018945,0.9637311332493516,0.9814296042799212,0.055034476052173056,0.9191049124852575,0.9598190970829579,0.9900276776534956,0.9944066614377016,1.0,0.0,0.0,0.9637311332493516,0.8188220230473752,0.18117797695262483,0.960109071231233,0.9673849803594857,0.022336629544290835,0.025448828725038404,200,0.8,42,0.0006568540243299115,0.0006820387985633639,0.002698195863049091,0.002756829749045762,0.00033282130056323453,0.0141921397379912,0.0006568540243299115,0.0006820387985633639
FR,GI,2026,2025,post-2020,5,280,39060,912,0.023348694316436252,0.9600497942161176,0.9803345512908908,0.07300058993340115,0.9234110960339058,0.960455614150447,0.9902242148400257,0.994260573973292,1.0,0.0,0.0,0.9600497942161176,0.8160771704180064,0.18392282958199357,0.9543459144604594,0.9654559613390962,0.021983806963645675,0.02499439964157706,200,0.8,42,-0.003681339033233977,-0.0038198818178902636,-0.001095052989030454,-0.0011157733415163267,-0.00043522785458269264,-0.018299246501614613,-0.003681339033233977,-0.0038198818178902636
FR,JZ,2017,2016,pre-2020,5,280,39060,860,0.022017409114183307,0.9761967688619286,0.9852348117535537,0.025704678010438926,0.9410187717340526,0.9671188408845495,0.9936392009697302,0.9976422570948535,1.0,0.0,0.0,0.9761967688619286,,,0.9745062186421999,0.9779793139168259,0.02051251280081925,0.02381192396313364,200,0.8,42,,,,,,,,
FR,JZ,2018,2017,pre-2020,5,280,39060,875,0.022401433691756272,0.9391747324313234,0.9527817833504516,0.04717549036246221,0.8783077218480766,0.9190621915206417,0.9719029162706078,0.9846841171524315,1.0,0.0,0.0,0.9391747324313234,0.7409288824383164,0.2590711175616836,0.9356757499351744,0.9420548950085085,0.0207997311827957,0.024226350486431132,200,0.8,42,-0.0370220364306052,-0.03792476846011925,-0.03245302840310205,-0.032939384617704556,0.0003840245775729653,0.01744186046511631,-0.0370220364306052,-0.03792476846011925
FR,JZ,2019,2018,pre-2020,5,280,39060,881,0.022555043522785458,0.9403330874813994,0.9530287512904986,0.0504348815711311,0.8826372225080394,0.9244211372990692,0.9736513569554298,0.9871111867516985,1.0,0.0,0.0,0.9403330874813994,0.7881297446514838,0.21187025534851622,0.9355937478898133,0.9435254448236451,0.020766929083461342,0.024067140296979005,200,0.8,42,0.0011583550500759987,0.0012333754413060753,0.00024696794004697153,0.00025920724384392635,0.00015360983102918543,0.006857142857142838,0.0011583550500759987,0.0012333754413060753
FR,JZ,2020,2019,pre-2020,5,280,39060,883,0.02260624679979519,0.9426056478009226,0.9552368468028157,0.05025181516068862,0.8804370657220618,0.9299592379754225,0.975335540302093,0.9861112301931163,1.0,0.0,0.0,0.9426056478009226,0.7859600825877495,0.2140399174122505,0.9383712797027061,0.9460274750283019,0.020800531233998977,0.02422795058883769,200,0.8,42,0.0022725603195231647,0.0024167609858438783,0.002208095512317154,0.0023169243418177748,5.120327700973079e-05,0.0022701475595914697,0.0022725603195231647,0.0024167609858438783
FR,JZ,2021,2020,2020,5,280,39060,878,0.022478238607270867,0.9400063930923247,0.9505414871557034,0.047375379242200436,0.8810179845404333,0.9206590224149117,0.9732301085724099,0.9848931678201028,1.0,0.0,0.0,0.9400063930923247,0.7728222996515679,0.22717770034843204,0.936360962640212,0.9433395698683139,0.020990943420378907,0.024002336149513567,200,0.8,42,-0.002599254708597898,-0.0027575208303301595,-0.004695359647112318,-0.004915387909111462,-0.00012800819252432177,-0.0056625141562854,-0.002599254708597898,-0.0027575208303301595
FR,JZ,2022,2021,post-2020,5,280,39060,896,0.022939068100358423,0.9424519645446213,0.9576946821628399,0.049014912773743,0.8767998050855612,0.9241106761636553,0.9753489652283802,0.9873222491963342,1.0,0.0,0.0,0.9424519645446213,0.8013513513513514,0.19864864864864865,0.9396626221347743,0.9455717097998242,0.021408570148489504,0.02464477726574501,200,0.8,42,0.0024455714522966243,0.0026016540634914887,0.007153195007136515,0.0075253895845629575,0.0004608294930875563,0.02050113895216395,0.0024455714522966243,0.0026016540634914887
FR,JZ,2023,2022,post-2020,5,280,39060,888,0.02273425499231951,0.9404222249970098,0.9546173122545518,0.049391167475639,0.875773992946964,0.9181554683958915,0.975757387821103,0.9888550972467649,1.0,0.0,0.0,0.9404222249970098,0.7814207650273224,0.2185792349726776,0.9368193021274187,0.9437996005196403,0.02102454557091654,0.02451516897081413,200,0.8,42,-0.002029739547611542,-0.002153679576223582,-0.003077369908288108,-0.0032133100095515124,-0.00020481310803891276,-0.008928571428571353,-0.002029739547611542,-0.002153679576223582
FR,JZ,2024,2023,post-2020,5,280,39060,882,0.02258064516129032,0.9432662934466812,0.9554913784551284,0.04753329744903774,0.8859421833661255,0.9242319868621376,0.9759105269715473,0.9873648324716964,1.0,0.0,0.0,0.9432662934466812,0.8032454361054766,0.19675456389452334,0.94006575436967,0.9462149683975372,0.021121351766513058,0.02397033410138249,200,0.8,42,0.002844068449671444,0.0030242463162549007,0.0008740662005766175,0.0009156194732235748,-0.0001536098310291889,-0.00675675675675689,0.002844068449671444,0.0030242463162549007
FR,JZ,2025,2024,post-2020,5,280,39060,881,0.022555043522785458,0.9393739683920713,0.9490643949662954,0.046801891480648596,0.883254886971027,0.9150029070620036,0.9738149418693152,0.987983433054565,1.0,0.0,0.0,0.9393739683920713,0.7949419002050581,0.2050580997949419,0.9355156536420142,0.9427662694826618,0.02099254352278546,0.024354358678955454,200,0.8,42,-0.003892325054609902,-0.004126432887140919,-0.006426983488833082,-0.00672636471008713,-2.560163850486366e-05,-0.0011337868480725335,-0.003892325054609902,-0.004126432887140919
FR,JZ,2026,2025,post-2020,5,280,39060,898,0.02299027137736815,0.9387476514131304,0.9500356939942989,0.04780440025910969,0.8739205950718039,0.918361562417685,0.973555856675203,0.9861579640965523,1.0,0.0,0.0,0.9387476514131304,0.8036314727639543,0.19636852723604573,0.9351792843431399,0.9422915993157989,0.02128136200716846,0.02470558115719406,200,0.8,42,-0.0006263169789408884,-0.0006667387004697998,0.000971299028003525,0.00102342794983687,0.00043522785458269264,0.019296254256526646,-0.0006263169789408884,-0.0006667387004697998
FR,KZ,2017,2016,pre-2020,5,280,39060,869,0.022247823860727087,0.9748046077887441,0.9806809173238169,0.021615531897799963,0.9454080520532642,0.9643259690419961,0.9915035265687591,0.9969597172722184,1.0,0.0,0.0,0.9748046077887441,,,0.9732266695398119,0.9766625327533809,0.020257296466973888,0.02368391577060932,200,0.8,42,,,,,,,,
FR,KZ,2018,2017,pre-2020,5,280,39060,898,0.02299027137736815,0.9355066276760501,0.9454848910240956,0.041692764413007746,0.8775142259531048,0.91489258486872,0.9663135736930236,0.9802515409282287,1.0,0.0,0.0,0.9355066276760501,0.7414529914529915,0.25854700854700857,0.932662199335874,0.9388625045604565,0.021438972094214033,0.024482366871479776,200,0.8,42,-0.03929798011269403,-0.040313699585230664,-0.035196026299721295,-0.03588937612426255,0.0007424475166410635,0.033371691599539635,-0.03929798011269403,-0.040313699585230664
FR,KZ,2019,2018,pre-2020,5,280,39060,882,0.02258064516129032,0.9343904860269158,0.9422537347777531,0.04149409604702505,0.8787843668679245,0.9139174031919004,0.964526013051269,0.9789745122890932,1.0,0.0,0.0,0.9343904860269158,0.8227513227513228,0.17724867724867724,0.9313246860170797,0.9374448674929583,0.02057731694828469,0.02397033410138249,200,0.8,42,-0.0011161416491343168,-0.0011930879120621448,-0.0032311562463425147,-0.003417459418989456,-0.000409626216077829,-0.0178173719376392,-0.0011161416491343168,-0.0011930879120621448
FR,KZ,2020,2019,pre-2020,5,280,39060,885,0.022657450076804916,0.9325801807624484,0.940873359487945,0.04208955937413915,0.8757570795655059,0.9115805445807591,0.9636320646642994,0.9786268650856242,1.0,0.0,0.0,0.9325801807624484,0.8020338983050848,0.19796610169491524,0.9301234584213395,0.9361668860042791,0.020832533282130056,0.024322356630824372,200,0.8,42,-0.001810305264467349,-0.001937418340125524,-0.0013803752898080557,-0.001464971948488632,7.680491551459445e-05,0.0034013605442177546,-0.001810305264467349,-0.001937418340125524
FR,KZ,2021,2020,2020,5,280,39060,882,0.02258064516129032,0.9348091593264374,0.9413723568609782,0.043868518112193784,0.8762796338119146,0.9098802985438097,0.968317818339326,0.9839867866993292,1.0,0.0,0.0,0.9348091593264374,0.7669225401256106,0.23307745987438938,0.9315542335708645,0.9384059698003542,0.02118535586277522,0.02397033410138249,200,0.8,42,0.002228978563988959,0.0023901200239604234,0.0004989973730331609,0.0005303555127809465,-7.680491551459445e-05,-0.0033898305084746434,0.002228978563988959,0.0023901200239604234
FR,KZ,2022,2021,post-2020,5,280,39060,884,0.022631848438300052,0.9434475232065238,0.9554783446702315,0.04587815861666663,0.8860320352194353,0.9218104966294706,0.9757187228787115,0.9883943068346058,1.0,0.0,0.0,0.9434475232065238,0.8027118644067797,0.19728813559322034,0.9397545780867911,0.9463615826823996,0.02118535586277522,0.024067140296979005,200,0.8,42,0.00863836388008643,0.009240777964039926,0.014105987809253318,0.014984493337248578,5.120327700973079e-05,0.002267573696145221,0.00863836388008643,0.009240777964039926
FR,KZ,2023,2022,post-2020,5,280,39060,894,0.022887864823348696,0.9392507633969264,0.9523326321996408,0.05184014411228226,0.8766760080382023,0.916525220711981,0.9739709123200285,0.988501979632012,1.0,0.0,0.0,0.9392507633969264,0.7669902912621359,0.23300970873786409,0.9348595880615307,0.9426814462072121,0.02140136968766001,0.024738383256528416,200,0.8,42,-0.004196759809597439,-0.0044483235223659115,-0.0031457124705907002,-0.0032922907024924715,0.00025601638504864355,0.011312217194570155,-0.004196759809597439,-0.0044483235223659115
FR,KZ,2024,2023,post-2020,5,280,39060,896,0.022939068100358423,0.9380689134271021,0.9556499288267595,0.05648694005597488,0.8665074470796912,0.9160207774561775,0.9769315672489304,0.9876076330289885,1.0,0.0,0.0,0.9380689134271021,0.7847929395790902,0.2152070604209097,0.9341197150367833,0.9424097222742195,0.021470174091141832,0.024514368919610854,200,0.8,42,-0.001181849969824289,-0.00125829013494753,0.00331729662711866,0.003483338189784138,5.120327700972732e-05,0.002237136465324328,-0.001181849969824289,-0.00125829013494753
FR,KZ,2025,2024,post-2020,5,280,39060,895,0.02291346646185356,0.9434592035250876,0.9623781260524683,0.058299462367479356,0.8770467968988255,0.9239748052844663,0.9815165177660103,0.9897028117380766,1.0,0.0,0.0,0.9434592035250876,0.7716049382716049,0.22839506172839505,0.9387880939691325,0.9480777876336585,0.021214957757296468,0.024353558627752177,200,0.8,42,0.005390290097985528,0.005746155768335683,0.006728197225708832,0.007040441298383146,-2.560163850486366e-05,-0.0011160714285714003,0.005390290097985528,0.005746155768335683
FR,KZ,2026,2025,post-2020,5,280,39060,897,0.022964669738863287,0.9525910721635877,0.9672900350291418,0.04487637655209407,0.8952099091014302,0.9379423720478386,0.9829747864243682,0.9910831798521853,1.0,0.0,0.0,0.9525910721635877,0.7932659932659932,0.20673400673400674,0.9489453532874276,0.9562096438471398,0.021279761904761905,0.024354358678955454,200,0.8,42,0.009131868638500129,0.009679134619049061,0.004911908976673485,0.0051039283247442495,5.120327700972732e-05,0.002234636871508323,0.009131868638500129,0.009679134619049061
FR,LZ,2017,2016,pre-2020,5,280,39060,855,0.021889400921658985,0.9759373707394031,0.9852631192558058,0.028221382105707446,0.9440787559394345,0.9713338227346217,0.9927447136252672,0.9969991288591666,1.0,0.0,0.0,0.9759373707394031,,,0.9737335688916255,0.9779441039323176,0.020255696364567335,0.023588709677419356,200,0.8,42,,,,,,,,
