country,sector,eval_year,density_k3,mean_weight_k3,n_edges_k3,density_k5,mean_weight_k5,n_edges_k5,density_k10,mean_weight_k10,n_edges_k10
FR,KZ,2026,0.014439324116743472,0.9634879636498933,564,0.022964669738863287,0.9525910721635877,897,0.045110087045570915,0.9279135690731458,1762
FR,LZ,2017,0.01354326676907322,0.9830265433756915,529,0.021889400921658985,0.9759373707394031,855,0.04267793138760881,0.9568212320620003,1667
FR,LZ,2018,0.013927291346646185,0.9557329128289588,544,0.02232462877624168,0.9415910259422999,872,0.0441884280593958,0.9092496912572418,1726
FR,LZ,2019,0.014004096262160778,0.9513899802652418,547,0.022708653353814643,0.9361781116824357,887,0.04372759856630824,0.90725714013504,1708
FR,LZ,2020,0.014029697900665643,0.950458361888223,548,0.023015873015873017,0.9354756751820487,899,0.04408602150537634,0.9039488304832236,1722
FR,LZ,2021,0.013927291346646185,0.9490680953571982,544,0.02268305171530978,0.9336338297363941,886,0.04423963133640553,0.9014245511664959,1728
FR,LZ,2022,0.013620071684587814,0.9508126305133339,532,0.02258064516129032,0.9335034849637812,882,0.04295954941116231,0.9016155428648269,1678
FR,LZ,2023,0.013568868407578085,0.9540370057494922,530,0.02237583205325141,0.9382157742256156,874,0.043983614951356886,0.9071644626075456,1718
FR,LZ,2024,0.014208909370199693,0.9563365118172826,555,0.022887864823348696,0.9418921872276008,894,0.04554531490015361,0.9139137183983537,1779
FR,LZ,2025,0.014336917562724014,0.9569791541167288,560,0.023118279569892472,0.9435213276642842,903,0.04536610343061956,0.9146106902967859,1772
FR,LZ,2026,0.01408090117767537,0.957375516966218,550,0.0228110599078341,0.9448748203106436,891,0.045878136200716846,0.9168016372839735,1792
FR,MN,2017,0.013338453661034306,0.9851317880605723,521,0.021761392729134663,0.9769782111993024,850,0.042729134664618536,0.9569626572009603,1669
FR,MN,2018,0.013927291346646185,0.9577319292906256,544,0.02250384024577573,0.944310027881358,879,0.04421402969790066,0.916349851318931,1727
FR,MN,2019,0.01408090117767537,0.9580526153145539,550,0.02219662058371736,0.9455220667158241,867,0.043215565796210956,0.91832290960729,1688
FR,MN,2020,0.014208909370199693,0.9623096259286182,555,0.023015873015873017,0.9514876074790792,899,0.04406041986687148,0.9267974080172238,1721
FR,MN,2021,0.013799283154121864,0.9553470011295812,539,0.022887864823348696,0.9396564893727304,894,0.04439324116743472,0.9085681581537827,1734
FR,MN,2022,0.014285714285714285,0.9500010383716022,558,0.02322068612391193,0.9370585085547286,907,0.045110087045570915,0.9090747952766551,1762
FR,MN,2023,0.013850486431131593,0.9535948618287227,541,0.022939068100358423,0.9378776895454587,896,0.04498207885304659,0.9065560618338331,1757
FR,MN,2024,0.014592933947772658,0.9556449653564602,570,0.023476702508960574,0.9431487851411843,917,0.04590373783922171,0.9180811404840643,1793
FR,MN,2025,0.013978494623655914,0.9624375988001732,546,0.022759856630824374,0.9493933781952643,889,0.04595494111623144,0.9245409014808508,1795
FR,MN,2026,0.014260112647209422,0.9617265530238263,557,0.02304147465437788,0.9500659036720746,900,0.04523809523809524,0.92575356225688,1767
FR,OQ,2017,0.013466461853558627,0.9835822261591275,526,0.021684587813620072,0.9763483205172967,847,0.04206349206349207,0.9572613449124527,1643
FR,OQ,2018,0.013978494623655914,0.9509214090001252,546,0.022299027137736814,0.9349920915835157,871,0.04313876088069636,0.901375184005001,1685
FR,OQ,2019,0.013901689708141322,0.9456391909933219,543,0.022299027137736814,0.9302719052966852,871,0.04331797235023042,0.8977004983058839,1692
FR,OQ,2020,0.014029697900665643,0.9509594840724033,548,0.022350230414746545,0.9356545834948502,873,0.04316436251920123,0.9033963532903615,1686
FR,OQ,2021,0.013799283154121864,0.9536155963393849,539,0.02232462877624168,0.9375538592726967,872,0.0445468509984639,0.9045580159529834,1740
FR,OQ,2022,0.01431131592421915,0.955659376943622,559,0.022657450076804916,0.944159822049848,885,0.04595494111623144,0.9137155888404043,1795
FR,OQ,2023,0.014004096262160778,0.9585119488808022,547,0.02304147465437788,0.944389443029744,900,0.045596518177163335,0.9154429998465541,1781
FR,OQ,2024,0.014029697900665643,0.9597607683735979,548,0.023502304147465437,0.946458064694402,918,0.04667178699436764,0.9188457537639081,1823
FR,OQ,2025,0.01408090117767537,0.9577719762543314,550,0.023425499231950846,0.9438404314042484,915,0.04662058371735791,0.9177519369385692,1821
FR,OQ,2026,0.014260112647209422,0.9576482438849092,557,0.023195084485407066,0.9444248134573241,906,0.0456989247311828,0.9179284980116861,1785
FR,RU,2017,0.013492063492063493,0.9833508733642622,527,0.022017409114183307,0.9757643949977425,860,0.04285714285714286,0.9573456044284446,1674
FR,RU,2018,0.013824884792626729,0.9572973576441154,540,0.02237583205325141,0.9419077954639808,874,0.04487967229902714,0.9102149529089083,1753
FR,RU,2019,0.013799283154121864,0.956932090642328,539,0.022836661546338965,0.9447697079454277,892,0.04487967229902714,0.9170660144179086,1753
FR,RU,2020,0.013952892985151049,0.9694349355727048,545,0.02304147465437788,0.9598819920581146,900,0.044930875576036866,0.9401114880656268,1755
FR,RU,2021,0.014234511008704558,0.9678764922067358,556,0.023169482846902203,0.9577819134369773,905,0.045878136200716846,0.9351914423655427,1792
FR,RU,2022,0.014362519201228878,0.9674145634417478,561,0.02339989759344598,0.9565498111403008,914,0.04723502304147465,0.9351998700805518,1845
FR,RU,2023,0.014157706093189963,0.9628446311253253,553,0.023732718894009217,0.9532732975703867,927,0.04751664106502816,0.9322443272570938,1856
FR,RU,2024,0.014567332309267792,0.9665800814951591,569,0.023809523809523808,0.957302590364278,930,0.04782386072708653,0.9398903108870369,1868
FR,RU,2025,0.014695340501792114,0.9689154748211651,574,0.02375832053251408,0.9613089034019243,928,0.04754224270353303,0.9433156847950998,1857
FR,RU,2026,0.014592933947772658,0.9713841603277105,570,0.023911930363543266,0.9633983461153458,934,0.04687660010240655,0.946876065163472,1831
