country,sector,eval_year,density_with_2020,density_without_2020,mean_weight_with_2020,mean_weight_without_2020,mean_abs_weight_with_2020,mean_abs_weight_without_2020,density_delta,mean_weight_delta,mean_abs_weight_delta
NL,BE,2022,0.17435897435897435,0.16025641025641027,0.7866407234150566,0.8488943219838924,0.7866407234150566,0.8488943219838924,-0.01410256410256408,0.06225359856883572,0.06225359856883572
NL,BE,2023,0.17051282051282052,0.16025641025641027,0.8171669881363999,0.8658353813666463,0.8171669881363999,0.8658353813666463,-0.010256410256410248,0.04866839323024641,0.04866839323024641
NL,BE,2024,0.1782051282051282,0.16923076923076924,0.8152476955670124,0.856629391827073,0.8152476955670124,0.856629391827073,-0.00897435897435897,0.04138169626006061,0.04138169626006061
NL,BE,2025,0.1794871794871795,0.17435897435897435,0.8634769725239061,0.9084186271535517,0.8634769725239061,0.9084186271535517,-0.005128205128205138,0.04494165462964561,0.04494165462964561
NL,BE,2026,0.1782051282051282,0.1782051282051282,0.868611440325335,0.868611440325335,0.868611440325335,0.868611440325335,0.0,0.0,0.0
NL,FZ,2012,0.17307692307692307,0.17307692307692307,0.9315147084072379,0.9315147084072379,0.9315147084072379,0.9315147084072379,0.0,0.0,0.0
NL,FZ,2013,0.1782051282051282,0.1782051282051282,0.8906461425623944,0.8906461425623944,0.8906461425623944,0.8906461425623944,0.0,0.0,0.0
NL,FZ,2014,0.18461538461538463,0.18461538461538463,0.8887662804892089,0.8887662804892089,0.8887662804892089,0.8887662804892089,0.0,0.0,0.0
NL,FZ,2015,0.17564102564102563,0.17564102564102563,0.8625792577737357,0.8625792577737357,0.8625792577737357,0.8625792577737357,0.0,0.0,0.0
NL,FZ,2016,0.17435897435897435,0.17435897435897435,0.841620811143504,0.841620811143504,0.841620811143504,0.841620811143504,0.0,0.0,0.0
NL,FZ,2017,0.16025641025641027,0.16025641025641027,0.836716626684429,0.836716626684429,0.836716626684429,0.836716626684429,0.0,0.0,0.0
NL,FZ,2018,0.1576923076923077,0.1576923076923077,0.8113237461663859,0.8113237461663859,0.8113237461663859,0.8113237461663859,0.0,0.0,0.0
NL,FZ,2019,0.17051282051282052,0.17051282051282052,0.8788921638085383,0.8788921638085383,0.8788921638085383,0.8788921638085383,0.0,0.0,0.0
NL,FZ,2020,0.17564102564102563,0.17564102564102563,0.8872926902196715,0.8872926902196715,0.8872926902196715,0.8872926902196715,0.0,0.0,0.0
NL,FZ,2021,0.17692307692307693,0.17435897435897435,0.8679591313231922,0.9249816783109296,0.8679591313231922,0.9249816783109296,-0.0025641025641025827,0.057022546987737344,0.057022546987737344
NL,FZ,2022,0.17051282051282052,0.16666666666666666,0.8525767020370171,0.866631384708598,0.8525767020370171,0.866631384708598,-0.0038461538461538602,0.014054682671580943,0.014054682671580943
NL,FZ,2023,0.1858974358974359,0.16923076923076924,0.8291345749894213,0.8670530514903082,0.8291345749894213,0.8670530514903082,-0.016666666666666663,0.037918476500886866,0.037918476500886866
NL,FZ,2024,0.18076923076923077,0.1641025641025641,0.8012654237380799,0.8643617220514572,0.8012654237380799,0.8643617220514572,-0.016666666666666663,0.06309629831337737,0.06309629831337737
NL,FZ,2025,0.17435897435897435,0.16666666666666666,0.9106403084829097,0.9590694545856423,0.9106403084829097,0.9590694545856423,-0.007692307692307693,0.048429146102732634,0.048429146102732634
