codgeo,ze2020,bpe_facilities_2024_total
59353,3217,14
59162,3213,19
57625,4419,4
57468,4419,20
59202,3216,135
58269,0060,13
59378,3216,1425
59383,3222,329
59399,3216,37
57452,4410,44
59055,3217,14
59293,3205,39
57723,4416,8
59107,3213,164
59338,3213,15
59064,3222,38
57656,4410,10
59158,3216,105
59141,3208,12
59142,3217,14
58299,0056,3
59215,3222,23
57593,4410,30
57577,4420,12
58125,2701,2
58181,2703,2
57464,4424,19
59023,3212,20
57509,4419,22
57559,4410,5
58051,0060,51
58075,2703,7
58080,0060,9
57427,4419,51
59252,3216,65
59255,3208,14
58195,2708,12
59379,3212,12
59108,3208,21
59243,3208,35
57741,4420,14
57664,4419,2
58283,0056,1
58278,0060,49
59343,3216,447
58153,2703,3
58146,0060,45
59148,3217,13
57554,4410,14
59100,3222,7
57486,4410,4
58021,0060,3
59058,3217,26
57745,4420,26
57726,4410,25
57507,4416,9
57576,4424,44
58174,0060,3
59300,3208,18
59314,3222,81
59014,3222,435
58103,2703,20
58273,0060,35
57635,4419,15
57764,4424,19
58008,2703,5
58020,0060,6
58142,0060,11
57669,4408,62
57446,4419,2
59052,3216,118
59051,3216,255
57536,4420,2
59182,3213,13
59308,3219,27
59112,3222,274
59024,3212,79
58173,0060,2
57595,4419,1
59226,3217,40
59394,3208,8
59109,3222,25
59415,3222,4
59279,3218,497
59275,3216,41
58271,2703,5
58124,0060,15
58009,0060,2
58016,2703,4
57587,4416,7
58074,2708,11
57540,4419,262
58214,0060,86
57444,4416,13
59406,3217,12
59137,3217,22
59145,3216,14
58208,2703,6
58209,0056,4
57514,4420,25
58263,0056,4
58277,0060,5
58307,0056,5
59130,3213,29
59177,3217,21
58144,0060,17
58159,2703,6
58099,2703,8
58101,0060,4
57548,4410,18
57619,4420,11
59102,3208,10
59078,3217,33
59082,3213,39
59090,3218,388
59258,3216,87
57443,4410,186
57451,4416,6
59375,3212,153
59230,3217,132
59219,3222,14
59368,3216,769
57753,4419,1
59077,3217,5
59054,3219,30
57496,4419,17
59022,3216,82
59036,3217,222
59419,3216,53
59021,3217,41
59121,3208,17
59307,3213,23
59317,3216,212
57655,4410,58
57645,4410,117
58168,2701,14
58185,2703,40
57564,4419,16
58063,2703,16
59256,3216,143
59259,3222,10
58013,0056,2
57467,4410,13
57456,4420,20
57628,4420,219
57607,4410,19
57636,4420,7
57706,4419,13
57687,4416,7
59389,3208,59
58110,0060,8
59374,3217,11
58242,0056,4
58241,0060,9
57737,4410,1
58303,0060,292
58285,0060,6
57529,4424,60
59401,3216,108
59061,3217,8
57649,4410,14
58311,0060,6
59031,3217,9
59359,3213,174
59262,3216,61
57558,4419,4
57563,4410,9
57482,4410,74
59120,3216,76
57603,4424,18
58170,2703,9
58188,0060,3
58071,0056,3
58060,0060,13
59216,3208,9
59319,3213,70
57618,4419,15
59205,3222,217
58225,0060,9
58230,2703,1
57555,4410,1
58122,0056,18
57491,4410,190
57526,4420,13
59296,3222,6
57465,4424,90
58191,2703,6
57597,4410,60
58036,0056,18
59366,3219,23
57686,4416,8
59034,3216,113
57727,4410,3
58234,0060,2
57520,4419,1
59425,3222,8
59128,3216,102
59391,3222,18
57448,4419,12
57441,4424,87
58262,0060,12
58284,0056,2
58040,0060,3
59098,3218,123
59358,3213,29
59360,3216,641
57481,4410,60
57470,4419,1
58237,2703,2
57469,4419,36
57484,4408,111
59527,3216,377
59469,3216,13
59585,3216,140
59584,3217,15
60196,0054,34
60200,3211,8
60033,3211,26
60036,3211,17
60305,3210,8
60278,3210,15
59610,3222,21
59515,3222,45
60170,3211,12
60175,3211,1207
60657,3210,11
60370,0054,34
60307,0054,23
60060,0054,21
60021,3210,13
60499,3210,3
59616,3222,224
60669,3211,14
60206,3210,31
60216,3211,5
61055,2801,20
61072,2814,3
60487,0054,9
60329,3210,8
60331,0054,11
59643,3218,21
59615,3216,75
60586,0054,29
60252,3211,14
60257,0054,17
60386,3210,9
60401,0054,20
59656,3218,123
59668,3213,46
60651,3211,57
61102,2809,7
60426,0054,3
61067,0051,4
61089,2814,2
60503,3211,2
60211,0054,12
60163,0054,12
61130,0051,8
60238,3211,63
60472,0054,4
59660,3218,86
61278,2809,48
60624,0054,3
59646,3216,677
60358,3221,20
59512,3218,3538
59507,3216,463
59487,3216,46
60338,3210,197
60272,3221,14
60057,0054,2403
60064,3210,30
61118,0051,5
61129,0051,8
60450,3211,139
61049,2801,3
59590,3219,24
60250,0054,12
60133,0054,13
60149,3210,57
60138,3211,105
60144,0054,2
60165,0054,20
60610,3210,17
60595,3211,12
60371,0054,5
59502,3208,39
59641,3213,53
60213,3221,41
59569,3212,397
61034,2812,6
59454,3213,12
59455,3208,31
59456,3212,153
59526,3222,665
60071,3210,2
59573,3217,1
59476,3208,122
61081,0051,29
61141,0051,11
60088,0054,158
61182,0051,8
60334,0054,20
60174,3210,8
60598,0054,30
60298,0054,18
60130,3211,24
59628,3213,19
59633,3217,11
59649,3217,7
61281,2809,13
61276,2801,6
60253,0054,16
60015,3211,33
60485,0054,7
60053,3210,23
59475,3222,87
60321,0054,25
60345,3211,9
60372,0054,23
60350,3210,68
60354,0054,1
60112,3211,8
61190,2801,2
60446,3221,135
60425,0054,24
60194,0054,9
61007,2809,138
60473,3221,8
59521,3208,5
59667,3213,7
60263,3210,8
61262,2809,6
60127,3210,17
60617,3210,13
60527,3221,6
59625,3208,14
59631,3208,66
61085,2809,3
59462,3216,150
59578,3219,63
59595,3208,14
60421,3211,16
60403,0054,61
60097,0054,4
60281,3210,26
61020,2801,6
59563,3217,9
61123,2801,9
59542,3217,15
60662,0054,9
60479,3221,19
60443,3210,15
61263,0051,8
61257,2809,2
61269,2809,12
60629,0054,6
60520,0054,5
61086,2814,3
60588,0054,15
60387,0054,59
60406,3211,28
60314,0054,4
60646,0054,55
59647,3219,101
61164,0051,12
61160,0051,9
60120,3211,24
59477,3216,107
59468,3222,10
59472,3222,21
60184,3210,7
60569,3210,5
59489,3212,115
59500,3208,9
60471,3210,596
60490,0054,6
60066,3221,2
60083,3221,30
60601,3211,33
59434,3222,41
59435,3216,65
61149,2809,10
61153,2801,104
60195,0054,15
60016,3211,6
60032,3210,22
59597,3208,22
59618,3217,13
60340,3210,19
60290,0054,14
60274,3221,10
61165,0051,17
59670,3216,45
59653,3216,224
60695,3211,70
59492,3208,6
61256,2801,5
60428,0054,15
59541,3222,35
60404,3211,120
60399,0054,7
60678,0054,45
60652,0054,27
60077,0054,8
60075,0054,2
60052,3210,2
60218,0054,36
59605,3213,45
60289,0054,6
60585,3210,12
61143,0051,81
61124,2809,8
60628,0054,36
60631,3211,37
59645,3208,17
61171,2801,1
59525,3217,94
60498,3211,15
60517,0054,21
60157,3211,385
61283,2801,6
61268,2812,3
60442,0054,6
60391,3211,2
59497,3219,57
60267,0054,1
59607,3222,11
60660,0054,9
60688,0054,2
60679,3221,6
60291,3210,72
60375,3211,13
60605,0054,5
60584,3211,160
59442,3217,8
60619,3221,24
60117,3210,11
59559,3222,46
60526,3211,25
61193,2812,9
61208,2812,12
59587,3213,25
60332,3211,21
60562,3211,51
60574,3211,18
60447,3210,14
61244,2812,4
60056,3211,1
60050,3211,11
60047,3221,30
60415,3211,4
60405,0054,33
61066,0051,3
61056,0051,4
60653,3211,7
60203,3221,9
61101,2801,7
60355,0054,33
60303,0054,4
60309,0054,38
59531,3208,5
59516,3213,32
60633,0054,9
61203,0051,22
60140,0054,8
60139,0054,429
59601,3217,107
59651,3222,40
60658,3221,7
60457,0054,7
60226,3221,10
60343,0054,19
60076,0054,13
61043,0061,53
60182,0054,12
60537,3210,130
61140,2812,36
60093,3210,11
60113,0054,4
60395,0054,467
60359,0054,4
60362,3210,4
60622,0054,10
60237,0054,3
60240,0054,6
61163,2809,65
61215,0051,6
60582,3210,23
59548,3217,17
60151,3210,105
59609,3216,58
59608,3222,34
59638,3216,27
60065,0054,44
60445,3210,9
60462,0054,106
61075,2809,48
59593,3208,16
59571,3208,181
60477,0054,57
61012,2812,5
60702,3211,7
60167,3210,13
60283,0054,1
59551,3222,47
60410,3210,9
60390,0054,10
61167,2812,111
61209,2809,7
59650,3218,1073
60014,3211,4
60675,3210,16
60638,3211,23
60514,0054,7
60531,3210,60
60444,0054,1
61069,2809,6
61070,2809,26
59479,3222,74
60145,3210,10
60048,3210,8
60682,3211,17
60382,3210,265
60378,3210,12
59550,3216,66
59566,3216,119
60573,0054,6
59657,3213,14
59655,3213,7
59627,3217,26
60095,0054,12
60275,0054,3
61265,2801,3
60448,3221,14
60339,0054,12
60256,0054,43
60251,0054,8
60636,3210,175
60639,0054,70
60478,3221,7
60155,3211,105
60680,3210,29
60597,3210,54
60616,0054,85
60693,3210,5
61021,2809,2
60335,0054,3
60295,0054,20
61241,0061,8
61228,0051,6
61286,0051,3
60001,0054,20
60411,0054,21
59596,3222,20
60025,3210,63
59458,3216,21
60643,3210,48
60143,0054,160
60510,0054,26
60500,3221,190
60492,3210,24
61044,2809,9
61176,2801,3
61166,0051,7
60067,3210,20
60615,0054,5
60549,0054,2
60554,3221,9
61151,2812,8
60656,3221,3
60672,3221,9
59555,3217,43
60396,3210,23
60420,0054,12
59604,3208,14
61248,2809,18
61266,0051,4
61261,0051,6
59648,3216,397
60292,3210,2
60293,0054,12
60279,3221,4
60323,3210,14
60123,0054,16
60114,0054,3
60262,3210,5
60248,0054,8
60352,0054,4
60153,0054,3
60150,3210,33
60210,3211,13
60225,3211,18
59519,3222,50
60438,3210,3
59465,3217,28
61146,2809,7
60547,3211,16
61284,0051,11
60689,3210,26
59452,3216,109
60247,3211,4
60243,0054,8
60235,0054,19
60156,3210,101
59635,3208,13
61194,2801,18
61217,2801,2
61198,2814,3
59586,3216,214
60012,0054,90
60023,3210,19
60019,3210,13
60465,0054,3
60491,3210,88
60208,0054,5
60192,3210,4
61053,2812,6
59511,3222,101
60049,0054,2
60351,3210,3
60367,0054,7
59568,3219,15
60541,3210,8
60441,3210,38
60515,3211,10
60609,0054,27
60118,3210,11
61120,2801,5
61108,2812,6
60254,3210,12
61218,2809,32
60178,0054,152
60180,0054,17
60346,3211,346
60287,3210,9
61180,2814,2
61196,0061,66
60190,3221,9
60006,3211,31
59665,3213,8
60008,3211,20
61080,0051,3
61076,0051,2
59613,3222,33
59622,3208,28
60413,3221,11
59530,3222,13
59529,3217,8
60681,0054,18
60533,3210,118
60521,0054,11
60502,3210,3
60369,3210,91
60363,0054,17
61255,0051,21
61152,2801,3
61139,2814,8
61036,0051,5
60310,0054,12
61181,2812,103
60022,3211,20
60132,3210,6
60147,3210,15
60152,3211,10
60191,3210,20
60581,3211,211
60418,3210,17
59619,3222,34
61054,2814,4
61062,2801,1
60513,3211,103
59539,3213,26
60592,0054,13
61267,2801,8
61240,0051,10
61103,2812,4
60294,3210,2
60286,0054,166
61005,0061,4
60186,3211,8
60162,0054,17
60481,3221,10
60482,3211,87
60011,3210,13
60427,0054,9
61195,2809,4
61183,0051,5
59498,3208,6
59494,3217,5
60258,3210,2
59448,3213,14
59433,3219,20
60129,3210,33
60212,3211,33
60199,0054,8
60654,3210,6
60563,3211,14
60059,3210,3
60539,3211,55
61273,2801,3
60414,3211,438
60103,0054,170
59620,3212,16
59509,3212,156
59486,3212,70
59496,3217,9
59669,3219,18
60041,0054,65
60583,0054,16
60181,3210,25
60484,0054,5
61037,0051,6
60433,0054,24
60229,3210,4
59431,3216,249
59449,3216,442
59579,3213,40
60570,0054,65
60579,3210,11
61224,0051,12
61232,2809,33
61242,0061,10
59528,3208,39
60079,3221,23
60074,3211,32
60193,0054,6
59464,3222,57
59481,3222,274
59658,3216,12
59666,3213,38
60009,0054,92
60422,3221,8
60412,0054,21
60121,3210,4
61071,2814,4
61084,2801,3
60366,0054,11
60360,3211,190
61116,0061,75
61121,0051,8
61011,2809,12
61026,0051,8
60692,0054,10
59436,3219,24
59556,3217,8
60435,0054,15
60260,3221,13
60268,0054,7
60627,0054,4
60663,0054,5
60668,0054,13
61214,2812,440
61275,2812,74
61227,2809,2
60227,3210,6
60217,0054,6
59592,3216,126
60512,0054,4
60523,0054,31
59484,3222,169
61052,2812,6
61094,2809,8
61117,0051,111
61158,2809,2
61113,0051,1
60086,3211,79
60122,0054,10
60304,0054,8
60379,3210,19
60556,3211,12
60169,0054,30
60434,3210,2
61030,2809,3
60013,3211,29
60042,3211,40
59440,3222,19
59457,3216,254
61287,2809,13
60241,3211,18
60261,3211,14
59537,3222,8
59534,3217,31
60670,3211,132
60684,3211,158
60666,3221,30
60697,0054,1
59659,3217,101
59662,3213,22
60525,3210,4
60072,3210,7
60596,0054,7
59617,3217,14
60166,3210,49
60317,3211,21
59552,3208,14
60187,0054,23
60223,3210,156
60207,3221,8
60136,0054,13
60494,3211,66
60495,3211,9
59466,3216,142
61170,2801,8
59535,3216,48
60028,3211,8
60017,0054,37
60037,3210,8
61264,2812,2
60673,0054,8
60565,0054,17
60551,3211,9
60501,3210,38
60590,0054,39
60602,0054,3
60107,3211,102
60319,0054,16
60659,0054,3
60685,0054,33
60159,3210,1664
60160,3210,22
60365,0054,8
59543,3217,21
60214,0054,6
60644,0054,92
61079,0061,52
61095,2809,8
60489,3221,29
60234,3211,105
59505,3222,24
59513,3212,9
61279,0051,8
59471,3222,66
60700,0054,52
60667,3210,138
60677,0054,7
61216,2801,4
61169,2809,664
60546,3221,2
60043,3210,17
60027,3221,10
60046,3221,5
60068,3210,91
59629,3212,27
59444,3222,21
59447,3222,212
60519,3210,3
60296,0054,4
60106,3211,81
60102,3211,59
59538,3219,8
60324,3210,19
60322,0054,6
60315,0054,14
60618,3221,6
60353,0054,6
60356,0054,16
60364,3211,23
61061,0061,64
61087,0051,6
60400,3211,5
59602,3216,43
60005,3221,28
61014,2801,6
61040,2809,28
60224,3221,6
60204,3210,8
60168,3210,7
59517,3208,30
61199,2801,10
61063,2809,75
60548,3221,17
60542,0054,37
60560,3211,26
59508,3218,578
59506,3208,6
60505,3211,34
60116,3211,84
60376,0054,4
61148,2809,8
61107,0051,11
60084,0054,8
60676,3210,23
60665,3210,159
60205,0054,2
61002,2801,26
61221,2809,4
61230,0061,118
60233,0054,48
60232,3211,24
60468,0054,11
60336,0054,8
60330,0054,41
61082,0051,4
61091,2809,27
61064,0051,2
59606,3222,2062
61212,2801,3
59450,3217,21
60297,0054,1
60555,0054,1
60115,0054,28
60409,3211,51
60407,0054,7
60650,3221,7
59639,3222,40
60536,3211,5
60600,3210,21
59554,3222,25
59546,3213,35
60220,0054,16
60007,3211,81
61289,2801,2
61225,2812,1
60134,3211,90
60161,0054,2
60173,3211,14
59594,3222,19
59533,3208,51
60098,0054,5
60316,0054,5
61138,2812,5
60470,0054,33
60480,0054,9
59495,3217,47
59557,3222,79
60308,3210,12
60311,3211,8
60641,3210,56
60701,0054,33
61288,2801,12
60361,0054,21
59624,3208,78
60239,0054,26
60265,0054,51
59654,3212,166
61093,2809,38
59523,3216,95
59518,3222,10
60449,3210,7
60454,0054,38
61142,0061,2
61098,0051,19
59575,3222,2
60063,0054,16
60320,3221,4
60466,3211,6
60110,0054,7
61189,2801,20
60393,3211,18
60642,3210,22
60626,0054,18
60231,3221,17
61133,0051,43
60694,0054,14
61010,2814,5
60373,3210,20
60374,3211,98
60381,3210,8
61051,0051,11
60228,0054,10
61260,2809,11
59640,3222,20
60474,3210,10
60183,0054,5
60177,3210,10
59474,3217,31
59611,3216,78
60146,0054,8
60342,3211,132
60344,0054,12
59493,3217,9
60553,3210,5
59663,3213,198
60104,0054,229
60090,0054,15
60051,0054,7
60288,0054,8
61202,0051,11
60603,3210,22
60179,3211,5
60158,3210,4
60630,0054,8
60026,0054,15
60044,3211,52
61048,0051,6
60469,0054,15
60463,3211,632
59570,3213,74
60348,3210,17
60081,0054,11
59514,3217,108
60004,0054,10
59589,3222,102
60575,0054,149
60572,3210,15
59614,3208,27
60430,3221,52
60312,0054,4
60276,3211,11
61251,0051,4
61234,0051,23
61252,2812,3
60604,0054,7
60031,3221,9
60189,3210,21
59451,3222,21
61150,2812,23
61018,2814,1
59544,3222,328
60476,0054,3
60634,0054,8
60259,0054,21
60255,3210,6
60552,3221,7
60558,3210,13
59478,3213,79
59664,3219,8
59637,3222,36
59623,3208,15
60522,3211,5
60135,0054,42
59576,3213,67
60440,3210,20
60439,3211,195
60424,3210,9
59483,3217,5
59485,3208,42
61096,2809,102
59558,3222,47
59567,3208,15
60388,0054,4
60357,3211,12
60540,3210,18
60640,0054,4
60302,0054,24
60528,0054,7
60506,3210,22
60185,3211,29
60062,3210,8
60024,3210,17
60280,0054,3
60284,3210,38
61137,2809,5
60111,0054,4
60092,3221,10
60125,3210,22
60429,3211,11
60437,0054,3
61238,2801,2
61015,0051,8
61024,2809,12
60699,0054,3
61028,2801,8
59463,3213,30
59461,3217,3
61178,2812,2
60589,3211,358
60559,0054,22
59441,3217,19
60377,0054,8
60164,0054,36
61237,2801,10
61233,2809,5
60504,0054,28
60397,0054,3
60333,0054,52
60326,3210,18
61088,2812,3
60273,3210,7
59473,3222,5
60483,3210,16
61041,0061,12
61187,2812,6
59652,3222,10
60100,3211,3
60087,3211,17
60039,0054,13
59562,3217,15
59439,3217,7
59438,3208,22
60380,3221,55
60587,3211,61
60647,3210,60
60635,3211,30
59524,3216,145
60070,3210,9
60687,0054,8
61258,0051,66
61038,0061,149
60578,3210,20
60299,0054,14
60244,0054,3
60242,0054,10
60236,3210,6
60431,3210,13
60222,0054,15
61105,0051,6
61243,2809,26
61006,2801,570
59600,3216,29
59503,3217,5
60518,0054,8
60507,3210,8
60385,3221,16
60686,3211,64
60671,3221,19
60045,3211,16
60698,3210,6
60691,0054,10
60389,3210,5
60201,3211,5
60221,0054,16
61099,0061,10
61104,2809,1
60452,0054,18
60003,0054,8
61050,0061,17
61077,0051,44
60094,3221,9
60497,0054,7
60648,0054,8
61211,2809,61
60593,3210,4
60172,3211,104
60054,0054,15
60408,3210,17
60544,0054,4
60571,0054,3
60282,3211,340
61272,2812,1
61222,2809,24
59499,3213,57
61074,0051,51
61078,2809,19
60215,3211,10
60460,0054,3
60456,3210,47
60458,0054,10
60137,3211,5
60511,3210,11
59583,3217,13
59582,3216,30
60091,3221,10
59459,3222,221
61023,2801,11
61035,2809,5
60264,0054,11
60486,0054,19
61122,2812,4
61111,0051,8
61156,0051,28
60270,3210,14
60085,0054,9
60568,3211,7
60567,0054,35
60594,0054,9
60664,0054,14
59522,3218,40
61271,2801,2
60131,0054,4
60002,0054,26
59603,3222,171
59612,3222,18
59453,3213,18
60459,3210,8
60347,0054,3
59490,3217,3
59580,3213,174
59626,3222,34
59636,3216,376
59634,3219,32
60105,3210,8
60124,3210,6
60089,0054,10
60119,3210,45
60524,3211,92
60516,0054,4
60534,3210,16
60621,3210,1
60645,0054,9
60632,3210,21
60496,0054,7
60269,0054,7
61126,0051,13
60703,0054,23
60683,3221,11
60040,3210,25
59565,3222,14
59564,3222,123
59560,3216,736
59536,3213,18
61060,2812,3
60148,3221,18
60141,3211,623
59642,3222,18
60277,0054,53
60451,3211,38
59577,3219,23
60535,0054,11
60508,3211,87
61259,2812,2
60599,0054,8
60614,0054,8
60069,3221,53
60550,0054,6
60171,3210,9
59446,3222,9
59437,3216,39
60394,3210,2
60398,0054,101
59504,3222,73
59501,3212,42
60337,3210,24
59467,3217,68
61210,2801,3
61197,2801,4
61207,0061,17
60368,3210,75
60128,0054,11
60608,0054,1
61274,0061,6
61229,0051,1
61277,0051,4
60436,0054,1
60432,3211,30
60073,0054,15
60055,3210,9
60058,0054,7
60109,0054,11
60577,0054,70
59632,3222,169
60392,3210,20
61008,2812,51
59443,3213,13
59445,3217,30
60655,3210,9
59549,3222,13
59488,3208,71
60318,3211,14
60313,0054,83
59581,3216,107
59588,3213,221
60306,0054,4
60271,0054,11
61168,2809,243
59661,3217,3
59480,3222,23
60538,3210,2
59630,3216,81
60488,3210,11
61145,2809,201
60010,0054,75
60034,3211,24
60341,3221,89
60325,3210,110
59545,3208,34
59591,3222,15
59574,3212,454
60661,3221,31
60674,3210,22
60591,0054,36
60613,0054,12
60612,3211,689
59520,3208,40
60101,3221,20
60285,3210,6
60154,3211,50
60509,3211,404
61068,0051,4
61046,0061,5
61219,2809,6
60637,3221,12
60623,0054,76
60461,0054,11
59598,3218,92
60230,0054,15
60561,3221,7
60576,0054,16
61013,0051,3
61029,0051,45
61001,0051,1166
59572,3217,72
60029,0054,98
60108,0054,9
60099,3210,8
60383,3210,14
60301,0054,1
60126,3210,10
60402,3210,75
59553,3216,157
59547,3208,16
59482,3216,212
60530,0054,4
59532,3213,9
60197,0054,32
61162,2812,4
61114,2801,6
61097,0051,32
60566,0054,2
60545,0054,21
60249,3211,5
59432,3208,15
61032,2812,6
60493,0054,13
60061,3210,2
60078,3210,2
60625,3210,11
59599,3218,3032
60142,3211,128
60327,0054,35
60328,0054,9
60188,3210,94
60209,0054,22
60198,3210,6
60219,0054,4
60416,3210,6
59470,3216,45
60176,3221,546
60529,3211,3
61213,0051,11
61159,2812,4
60423,3210,15
60611,0054,21
60464,3211,25
60543,3221,4
60082,0054,26
61039,2801,3
60030,0054,23
60020,3221,10
60035,3210,8
59491,3222,301
61206,0061,10
61100,2812,8
60557,0054,8
60564,3211,6
60245,0054,125
60620,0054,18
61092,2812,32
61436,2809,5
62032,3215,100
62077,3205,11
62217,3205,51
62199,3203,18
61433,0051,5
62072,3203,4
61290,2801,5
62351,3215,123
62369,3203,27
62354,3204,27
61408,2809,9
61363,2812,3
62019,3215,108
61425,2812,3
62615,3207,2
62562,3219,2
62442,3204,10
62817,3203,50
62737,3215,163
63012,8408,20
62322,3203,4
62099,3203,195
62109,3204,3
62503,3206,10
62432,3207,8
62441,3205,5
62684,3219,63
62721,3219,52
62710,3204,3
62272,3203,5
62751,3207,27
63103,8408,215
63085,8408,44
63086,8417,16
62403,3219,32
62381,3203,5
62537,3203,1
62846,3215,135
62907,3215,199
62211,3203,6
62208,3203,2
62797,3204,3
62785,3203,31
63023,8417,16
62666,3215,85
62033,3215,109
62018,3204,8
61426,0061,13
61452,2809,3
62154,3203,12
62107,3215,18
62519,3219,18
62497,3212,181
62506,3207,77
62400,3205,101
62240,3212,43
62255,3206,20
62556,3204,8
62638,3212,38
62673,3203,26
62776,3203,4
63067,8423,4
62212,3204,15
63008,8417,15
61329,0051,24
62731,3203,6
62703,3203,6
62396,3204,1
62430,3203,4
62415,3203,24
62448,3206,45
62087,3219,22
62528,3215,205
61420,2801,1
62281,3206,13
62264,3204,31
62547,3204,1
61507,0051,10
62606,3216,24
62757,3219,186
62752,3204,34
62184,3208,10
62209,3219,4
63071,8408,23
61450,0051,3
61456,2812,62
61300,0061,19
61367,0051,8
61402,2809,9
61407,2809,13
62397,3207,182
62436,3204,17
62088,3219,11
62607,3203,3
62602,3204,8
62554,3204,4
62130,3203,31
62245,3219,18
62290,3203,13
62011,3203,22
61481,0051,2
62766,3213,18
62761,3203,3
62866,3204,8
63116,8408,117
62511,3203,2
62705,3206,42
62720,3205,4
62835,3205,13
63046,8410,16
63007,8410,6
62654,3207,36
62324,3203,15
62552,3204,36
62096,3203,11
62585,3204,8
62020,3207,11
62027,3203,2
62243,3203,1
62239,3207,402
62151,3203,11
62628,3215,141
62849,3204,87
62357,3204,1
62338,3216,111
63043,8408,17
62200,3205,48
62516,3205,335
62908,3206,60
62408,3207,34
62376,3205,50
62404,3203,5
62314,3203,13
62536,3204,25
62034,3205,63
62599,3206,5
62578,3203,2
62124,3204,13
62128,3203,125
62278,3205,10
62082,3203,6
62081,3208,59
61457,2812,10
62195,3205,41
62629,3203,4
62342,3204,2
62729,3219,4
63114,8410,3
62382,3204,14
62532,3205,21
63041,8423,13
63022,8410,67
63029,8410,7
63004,8408,86
62694,3203,6
62317,3212,11
62806,3206,6
62117,3203,33
62126,3205,358
62172,3203,13
62188,3205,78
62234,3204,8
62671,3203,8
62040,3219,293
62612,3203,17
62048,3205,303
62058,3205,2
61443,2809,10
62373,3205,18
62393,3207,27
62386,3215,154
63094,8423,21
63074,8410,4
63112,8408,17
62155,3207,13
61490,2801,6
63034,8408,51
62760,3219,21
62316,3203,5
62811,3219,70
62794,3219,22
62425,3203,6
62140,3206,8
62689,3203,8
62683,3204,3
62614,3207,9
61293,0051,279
61397,0051,89
61390,2809,3
61463,2809,47
62412,3206,41
63040,8408,244
63035,8408,34
62161,3207,15
62177,3204,24
62158,3204,24
62740,3205,6
62876,3203,3
62894,3206,132
62889,3206,18
62332,3203,15
62337,3204,6
62427,3215,914
62307,3207,14
62803,3206,16
62223,3203,5
62191,3207,7
63013,8408,30
63011,8423,5
62039,3215,37
63123,8408,7
62285,3203,20
61309,0061,76
61327,0051,19
61324,2809,51
62135,3203,5
62142,3204,2
62134,3204,6
62046,3204,22
61384,0051,5
61411,0051,13
62377,3205,32
62368,3203,2
62006,3203,6
62454,3205,78
62510,3215,943
62520,3205,53
62215,3215,569
62854,3203,19
63025,8423,10
62825,3212,13
62834,3204,5
61323,0061,2
62276,3215,133
62551,3204,4
61454,0051,25
61418,0051,15
62176,3204,16
62174,3207,19
62627,3212,6
62115,3203,12
62121,3203,3
62146,3203,13
62004,3203,192
62708,3203,3
62288,3219,48
62842,3215,277
62438,3203,13
63107,8408,18
63108,8408,32
61336,0061,3
62900,3219,13
62902,3219,89
62895,3215,273
62828,3219,1
62543,3219,54
62545,3204,14
62750,3205,24
62643,3206,350
62632,3205,3
62668,3204,2
62653,3206,11
62672,3203,9
62780,3212,9
62770,3205,108
61461,2812,4
61467,0051,18
63054,8410,43
61482,2809,1
62455,3207,3
62712,3203,39
62717,3204,15
62213,3215,18
62104,3206,12
62343,3203,7
62064,3203,3
62063,3203,87
62241,3204,9
62815,3204,2
62901,3219,20
62851,3205,22
62865,3212,181
62840,3203,3
62132,3215,121
62676,3205,7
62677,3204,7
62399,3203,25
62384,3208,13
62016,3204,4
62321,3215,84
62185,3203,7
62145,3203,13
61298,2801,8
61374,2809,3
61373,0051,11
62704,3219,12
62693,3205,29
62594,3203,9
62498,3215,1329
62428,3203,8
62451,3204,20
62192,3203,9
62219,3204,3
62885,3205,5
62075,3206,47
62078,3207,25
62274,3215,138
62557,3203,93
62372,3203,4
62367,3204,29
63049,8408,15
63048,0063,53
62014,3219,441
62045,3203,108
61388,0051,1
61499,0051,4
61498,0051,2
63009,8410,54
61474,2801,116
62335,3204,22
62355,3203,30
61453,2801,6
62771,3215,249
62500,3205,14
62424,3203,4
63104,8417,4
63099,8408,111
61396,0051,5
62674,3219,13
62869,3203,21
62060,3204,127
62050,3204,47
62423,3219,56
62696,3219,4
62701,3205,16
62182,3204,2
62178,3205,797
63055,8408,48
62116,3204,3
62023,3205,76
62026,3219,6
62867,3206,11
63028,0063,27
62827,3207,39
61360,0051,4
61291,2801,2
61333,2814,3
61302,2801,5
62546,3206,8
62568,3203,20
62787,3204,9
63125,8417,222
62282,3204,3
62070,3203,6
62892,3215,11
62364,3219,150
62370,3204,3
62348,3204,4
62517,3205,10
62080,3203,244
63010,8417,106
63021,8408,25
62224,3205,73
62591,3203,2
63053,8408,8
62296,3206,10
62659,3219,3
62680,3212,27
62150,3204,11
62809,3203,5
62820,3203,65
63083,8408,26
63109,8410,33
63110,8408,14
62429,3206,10
62713,3205,35
61321,0051,11
62157,3204,1
61389,2812,47
61351,2814,4
61375,2801,27
62250,3215,307
61480,0051,9
62616,3204,4
62742,3204,8
63036,8410,8
62681,3219,15
62667,3206,232
62220,3204,9
62216,3203,6
62387,3203,5
62410,3203,4
62025,3206,67
62101,3204,2
62010,3219,3
62446,3206,20
62714,3203,26
62269,3205,14
62767,3204,291
62617,3205,370
62641,3204,6
62609,3203,45
62623,3207,21
62231,3204,1
61415,0051,12
