codgeo,ze2020,active_15_64_2021_total,employed_15_64_2021_total,unemployed_15_64_2021_total,unemployment_rate_est_2021,jobs_lt_2021_total
28158,2403,559.522983,534.634082,24.888901,0.044482,734.851712
28159,0061,145.463453,129.76363,15.699823,0.10793,25.1908
28160,2403,458.774315,421.263848,37.510467,0.081762,86.451176
28161,2404,217.622124,196.359843,21.262281,0.097703,90.031732
28162,2403,141.440624,134.623134,6.817491,0.0482,62.076676
28163,2403,119.746479,112.58216,7.164319,0.059829,14.104888
28164,2403,371.006762,335.726373,35.280389,0.095094,198.227552
28166,2403,124.860188,111.626122,13.234066,0.105991,19.289823
28167,2403,181.918766,165.24626,16.672506,0.091648,31.127826
28168,2403,1755.383715,1622.695361,132.688354,0.075589,1194.630089
28169,2403,120.90583,106.040359,14.865471,0.122951,567.862223
28170,0057,128.688742,122.599221,6.089521,0.04732,31.650707
28171,0057,403.630808,366.444345,37.186463,0.09213,145.960288
28172,2403,395.618928,375.100208,20.51872,0.051865,115.266271
28173,2403,697.784334,645.327809,52.456524,0.075176,439.9112
28175,0061,76.55683,72.580574,3.976256,0.051939,18.899324
28176,2403,327.08438,292.612878,34.471502,0.10539,69.799254
28177,2403,357.390249,326.292492,31.097757,0.087013,1974.949247
28178,0057,153.687923,146.235912,7.452011,0.048488,242.8274
28180,0057,227.44861,211.766673,15.681938,0.068947,74.748859
28182,2404,157.504324,149.478904,8.02542,0.050954,27.148277
28183,2403,342.885969,314.551862,28.334107,0.082634,58.471368
28184,2403,175.632444,164.58627,11.046174,0.062894,24.777631
28185,0057,703.169822,649.114939,54.054883,0.076873,137.967847
28187,0057,341.136866,318.92166,22.215207,0.065121,125.648685
28188,2403,508.288172,454.63647,53.651702,0.105554,112.442384
28189,2410,93.173077,87.692308,5.480769,0.058824,29.945948
28190,2410,236.697015,225.619501,11.077514,0.0468,53.448499
28191,2403,1345.152568,1250.005585,95.146983,0.070733,470.80761
28192,0061,144.235448,132.084456,12.150992,0.084244,35.130132
28193,0057,71.740458,65.923664,5.816794,0.081081,10.917205
28194,2403,229.940146,210.397313,19.542833,0.084991,101.572209
28195,2403,387.403063,365.410438,21.992625,0.056769,39.988004
28196,2403,1374.531258,1221.275781,153.255477,0.111497,1233.93524
28197,2403,66.61157,62.31405,4.297521,0.064516,11.675756
28198,2404,328.106087,305.025551,23.080536,0.070345,58.003401
28199,2410,1174.470736,1068.307303,106.163433,0.090393,1131.813974
28200,0057,207.192093,182.915685,24.276409,0.117169,24.363954
28201,2403,932.078812,868.371751,63.707061,0.068349,314.244812
28202,0061,136.888538,124.777167,12.111371,0.088476,87.940158
28203,2403,310.471781,277.761884,32.709897,0.105355,43.46072
28206,0057,330.914341,296.515683,34.398658,0.10395,96.207678
28207,2403,135.2875,130.35,4.9375,0.036496,15.779786
28208,2403,207.931818,191.755053,16.176765,0.077798,37.105514
28209,2403,2549.058423,2327.589566,221.468857,0.086883,1309.919709
28210,2403,94.090909,88.977273,5.113636,0.054348,16.367213
28211,2404,274.164202,253.214687,20.949515,0.076412,58.862666
28212,2410,109.846512,104.986047,4.860465,0.044248,23.749657
28213,0057,335.639127,316.249169,19.389958,0.05777,71.729061
28214,0061,1256.322935,1056.764177,199.558759,0.158844,1598.664657
28215,2403,124.012063,119.117593,4.89447,0.039468,65.428203
28216,0057,88.486957,78.347826,10.13913,0.114583,12.584667
28217,0057,89.004831,83.555556,5.449275,0.061224,16.789125
28218,2403,7009.568576,5813.429777,1196.138799,0.170644,5288.366637
28219,0061,182.828419,150.485005,32.343414,0.176906,127.600457
28220,2403,2977.945663,2662.343311,315.602351,0.10598,1915.474018
28221,2410,74.898551,65.043478,9.855072,0.131579,16.913649
28222,2403,229.941155,216.885925,13.05523,0.056776,30.711731
28223,0057,656.779575,568.565312,88.214263,0.134313,108.14073
28225,2403,335.023616,312.388527,22.635089,0.067563,44.607018
28226,0057,459.194877,425.25987,33.935007,0.073901,106.336259
28227,2403,2102.020773,1867.873399,234.147374,0.111392,1169.340936
28229,2403,5238.838336,4231.079307,1007.75903,0.192363,3277.155558
28230,2403,223.381233,201.958407,21.422825,0.095903,62.347963
28231,0057,84.736842,79.440789,5.296053,0.0625,7.323042
28232,0061,260.569898,229.014542,31.555356,0.121101,150.328724
28233,2404,524.992927,467.532388,57.46054,0.10945,415.475743
28234,2403,262.805731,249.049902,13.75583,0.052342,26.148815
28235,0057,233.37058,220.879708,12.490872,0.053524,44.239357
28236,0061,933.578683,857.276545,76.302137,0.081731,624.78704
28237,0061,90.0,89.0,1.0,0.011111,33.818104
28239,0057,485.099647,431.085472,54.014174,0.111347,97.948904
28240,0061,213.211923,190.500198,22.711724,0.106522,91.213681
28242,2403,49.556604,49.556604,0.0,0.0,9.835284
28243,2403,105.495283,97.457547,8.037736,0.07619,28.938677
28245,2403,193.545643,177.296838,16.248805,0.083953,14.009267
28246,2403,290.404533,274.836856,15.567677,0.053607,24.318828
28247,0057,307.944865,285.897293,22.047572,0.071596,125.785847
28248,0061,158.525909,141.700237,16.825672,0.106138,41.575792
28249,2403,292.637733,272.785972,19.851761,0.067837,24.961487
28251,0057,510.63041,455.766148,54.864262,0.107444,326.593072
28252,0061,72.310976,65.835366,6.47561,0.089552,47.927743
28253,2403,554.040478,524.900544,29.139934,0.052595,733.262944
28254,2403,422.712059,396.74249,25.969569,0.061436,41.039607
28255,2403,90.66875,84.55625,6.1125,0.067416,10.782625
28256,2404,189.723805,173.772619,15.951186,0.084076,40.424524
28257,2403,44.0625,42.1875,1.875,0.042553,3.825958
28259,2404,153.347418,146.266004,7.081414,0.046179,33.550711
28260,2404,46.464646,38.383838,8.080808,0.173913,9.043387
28261,2403,275.66746,255.454958,20.212502,0.073322,57.289133
28263,0061,113.302444,100.439565,12.86288,0.113527,18.857587
28264,0061,67.492647,60.441176,7.051471,0.104478,8.846619
28265,0061,121.809505,106.001294,15.808212,0.129778,18.545018
28267,0057,229.01119,208.616878,20.394312,0.089054,62.130039
28268,2403,7.5,5.833333,1.666667,0.222222,3.766643
28269,2403,867.359183,814.730168,52.629015,0.060677,396.150043
28270,2404,111.0,104.0,7.0,0.063063,23.782555
28271,0061,65.421429,61.735714,3.685714,0.056338,13.487265
28272,2404,73.584906,68.867925,4.716981,0.064103,8.614939
28273,2404,68.014286,64.071429,3.942857,0.057971,33.84946
28274,2403,114.713733,105.92972,8.784013,0.076573,23.717654
28275,2403,315.685977,297.407917,18.27806,0.057899,72.712659
28277,2404,153.572037,143.697879,9.874158,0.064297,36.401372
28278,2403,619.143105,590.358221,28.784883,0.046491,1232.442554
28279,0057,1885.93715,1642.632747,243.304403,0.12901,1417.548256
28280,0061,3906.631985,3394.400349,512.231636,0.131118,6797.958084
28281,2403,238.585106,225.318552,13.266553,0.055605,126.169198
28282,2403,218.879752,194.951809,23.927943,0.10932,25.263859
28283,2404,130.461136,119.830956,10.63018,0.081482,75.859648
28284,2410,151.078934,137.095327,13.983607,0.092558,49.851016
28285,2403,186.71243,172.190498,14.521932,0.077777,29.622527
28286,2403,322.702584,307.738105,14.964479,0.046372,30.837442
28287,2404,419.56777,366.662666,52.905105,0.126094,337.848782
28289,0057,115.554545,107.445455,8.109091,0.070175,19.303577
28290,2403,149.912924,141.129902,8.783022,0.058587,20.891913
28291,2403,278.624928,245.140265,33.484663,0.120178,173.118552
28292,0057,395.323926,369.878006,25.44592,0.064367,54.64275
28293,0057,594.753841,544.937003,49.816839,0.08376,148.639676
28294,2403,272.512419,250.627391,21.885028,0.080308,31.828041
28296,2410,132.197444,121.39698,10.800464,0.081699,28.894623
28298,2403,1317.683969,1201.143641,116.540328,0.088443,626.889856
28299,0057,88.502924,83.795322,4.707602,0.053191,10.418809
28300,2410,80.48125,74.36875,6.1125,0.075949,16.328796
28301,2403,225.747576,210.623937,15.123639,0.066994,60.764413
28302,2403,529.663273,481.805797,47.857476,0.090355,191.236948
28303,2410,51.458333,49.479167,1.979167,0.038462,557.017554
28304,2403,209.846618,196.001882,13.844737,0.065976,87.313206
28305,2404,133.20954,123.978419,9.23112,0.069298,25.192275
28306,2404,89.420455,81.102273,8.318182,0.093023,11.352045
28308,0057,141.0,129.0,12.0,0.085106,31.699196
28309,2403,531.783726,478.903845,52.879881,0.099439,134.740969
28310,0061,103.916818,93.506119,10.410699,0.100183,39.560231
28312,0057,63.088235,58.308824,4.779412,0.075758,9.175286
28313,2403,92.0,88.0,4.0,0.043478,45.261032
28314,0061,68.196078,61.745098,6.45098,0.094595,19.425077
28315,0057,12.384615,10.615385,1.769231,0.142857,5.436238
28316,0061,66.031746,60.952381,5.079365,0.076923,12.072212
28317,2403,311.424187,293.617444,17.806743,0.057178,42.848819
28319,2410,163.995348,150.153243,13.842104,0.084405,103.35207
28321,0057,405.965086,374.354438,31.610649,0.077865,87.363757
28322,0061,209.021328,197.870059,11.151269,0.05335,48.172919
28323,0057,140.208111,124.505449,15.702661,0.111995,24.094733
28324,2403,436.154679,407.948038,28.20664,0.064671,62.079491
28325,2403,557.821734,523.374851,34.446883,0.061752,66.083502
28326,2403,173.92728,159.813557,14.113723,0.081147,25.82073
28327,0061,104.907216,97.979381,6.927835,0.066038,30.665669
28329,2404,51.356643,48.146853,3.20979,0.0625,6.368047
28330,2404,684.394145,635.027694,49.366451,0.072132,263.084734
28331,0061,422.335342,379.554584,42.780758,0.101296,113.634074
28332,0057,511.909296,456.714814,55.194481,0.107821,342.739069
28333,2403,74.48,69.58,4.9,0.065789,7.8416
28334,2404,899.202681,828.725705,70.476976,0.078377,612.080084
28335,0061,393.598067,373.229544,20.368522,0.05175,58.329584
28336,2403,42.744681,40.659574,2.085106,0.04878,5.105348
28337,2403,1271.980041,1206.891226,65.088814,0.051171,485.798745
28339,2403,209.566991,201.09996,8.467031,0.040403,23.797217
28341,0057,124.983871,112.790323,12.193548,0.097561,11.143626
28342,0061,104.497224,99.514334,4.98289,0.047684,48.204429
28343,0057,223.876959,216.099838,7.77712,0.034738,44.144564
28344,2403,114.303571,102.366641,11.936931,0.104432,21.725856
28346,0057,30.074074,28.0,2.074074,0.068966,6.222222
28347,0057,506.134589,473.293553,32.841036,0.064886,278.688961
28348,0057,1735.317992,1460.952372,274.36562,0.158107,951.416056
28349,0057,132.540316,126.452123,6.088193,0.045935,41.257441
28350,2403,471.228143,449.66468,21.563463,0.04576,151.138212
28351,0057,182.46169,165.960769,16.500921,0.090435,48.021854
28352,2403,796.440471,740.875616,55.564855,0.069766,106.560139
28353,2404,187.89199,175.729698,12.162292,0.06473,27.228758
28354,0061,185.603431,166.069006,19.534425,0.105248,382.121814
28355,0057,136.466124,123.400671,13.065453,0.095741,38.273813
28357,2403,522.325856,476.993376,45.332481,0.08679,214.559385
28358,2403,991.323644,927.578725,63.744919,0.064303,283.352416
28359,0057,1900.814738,1615.750324,285.064414,0.14997,690.774748
28360,0057,465.871004,440.076043,25.794962,0.055369,50.290884
28362,0061,225.14307,208.268616,16.874454,0.07495,76.40154
28363,2403,516.250938,482.994571,33.256367,0.064419,268.284829
28364,2404,349.019618,307.539721,41.479897,0.118847,222.885164
28365,2403,235.426475,222.763115,12.66336,0.053789,52.74389
28366,2403,165.513597,150.463136,15.050461,0.090932,20.006675
28367,2410,155.147826,126.348517,28.799308,0.185625,41.468002
28368,0057,102.517766,94.233503,8.284264,0.080808,20.647899
28369,0057,402.322461,364.209343,38.113118,0.094733,48.448249
28370,2404,231.64534,216.270321,15.375019,0.066373,40.90669
28371,0057,534.42832,469.526545,64.901775,0.121441,265.902453
28372,0057,281.829725,254.998994,26.830731,0.095202,43.161821
28373,0061,1110.639183,949.682427,160.956756,0.144923,1288.455259
28374,0057,276.178765,264.091057,12.087708,0.043768,77.750604
28375,0057,197.055941,183.166475,13.889466,0.070485,106.360287
28377,0057,819.573902,740.288183,79.285719,0.09674,131.839396
28378,0061,231.963302,219.908277,12.055025,0.05197,52.311098
28379,2403,241.38168,225.810993,15.570687,0.064506,22.568741
28380,2403,980.767469,908.618861,72.148609,0.073563,392.871505
28382,2410,458.008766,419.837621,38.171146,0.083342,300.731448
28383,2403,367.210964,343.211059,23.999905,0.065357,63.199395
28385,2403,229.356913,206.768759,22.588154,0.098485,60.420338
28386,0057,625.570732,576.231811,49.338921,0.07887,236.106344
28387,0061,380.076558,316.486311,63.590247,0.167309,522.377147
28388,2403,480.722555,453.681046,27.041509,0.056252,226.352368
28389,2404,149.543851,134.82341,14.720441,0.098436,46.675932
28390,2410,162.952132,147.234624,15.717507,0.096455,28.584432
28391,2410,1206.984208,1118.989764,87.994444,0.072904,1022.738169
28392,2410,84.0,79.0,5.0,0.059524,33.089009
28393,0057,1208.190026,1101.586304,106.603721,0.088234,589.230683
28394,0057,656.467094,591.247616,65.219477,0.099349,126.30319
28395,0061,178.590764,164.837595,13.753169,0.077009,19.767402
28396,2404,153.228435,144.48997,8.738464,0.057029,16.70608
28397,2403,223.599256,208.852902,14.746355,0.06595,22.140411
28398,2404,570.362363,525.955368,44.406995,0.077858,145.868367
28400,2404,93.035897,84.128205,8.907692,0.095745,76.358917
28401,0061,219.71633,196.84549,22.87084,0.104093,50.98031
28403,2403,338.292238,313.594572,24.697666,0.073007,87.470111
28404,0057,4974.815768,3978.637971,996.177797,0.200244,4630.545975
28405,0057,541.416847,497.865625,43.551222,0.080439,117.134666
28406,2403,629.105229,596.05155,33.053679,0.052541,291.675201
28407,0061,130.190889,116.575007,13.615882,0.104584,34.497878
28408,2403,56.5,48.706897,7.793103,0.137931,13.816149
28409,2404,223.482176,206.76159,16.720585,0.074818,45.801878
28410,2404,150.526328,132.041479,18.484849,0.122801,75.994735
28411,2403,89.520468,81.473684,8.046784,0.089888,5.031738
28414,2403,32.271186,27.525424,4.745763,0.147059,48.542633
28415,0057,830.608955,745.453516,85.155438,0.102522,217.403306
28417,2403,648.893713,610.736082,38.157631,0.058804,109.559585
28418,2404,85.0,80.0,5.0,0.058824,14.822061
28419,2403,185.288651,169.469702,15.818949,0.085375,17.575159
28421,2403,159.911933,154.664577,5.247355,0.032814,19.644616
28422,2403,1837.236418,1595.577215,241.659203,0.131534,1221.569773
28423,2403,296.780153,274.450629,22.329524,0.075239,87.820571
28424,2404,659.039425,609.648197,49.391228,0.074944,253.378732
28425,2403,287.561205,265.096226,22.464978,0.078122,122.902546
28426,2403,233.248756,207.659631,25.589125,0.109707,75.01842
29001,5302,453.258662,399.723544,53.535118,0.118112,115.517239
29002,5314,610.639306,551.546173,59.093134,0.096773,269.748508
29003,5313,1225.100939,1043.372875,181.728064,0.148337,1220.470069
29004,5314,2632.514606,2354.126408,278.388198,0.10575,1471.242281
29005,5314,600.850248,568.810077,32.04017,0.053325,157.505712
29006,5313,1317.531984,1183.990833,133.541152,0.101357,1130.749778
29007,5303,351.187063,298.362353,52.82471,0.150418,124.655683
29008,5313,436.587965,396.841573,39.746392,0.091039,189.924546
29010,5310,924.897715,883.21351,41.684206,0.045069,576.255785
29011,5302,1471.084126,1384.033698,87.050428,0.059174,1025.389764
29012,5303,63.41369,53.582053,9.831638,0.15504,35.171111
29013,5303,96.597637,75.074817,21.52282,0.222809,23.708821
29014,5310,191.018492,156.137187,34.881305,0.182607,43.576542
29015,5302,1624.199729,1536.252103,87.947626,0.054148,830.423487
29016,5303,450.279448,395.320637,54.958811,0.122055,217.826856
29017,5302,399.596617,367.616986,31.979632,0.08003,131.210007
29018,5303,187.556712,156.287925,31.268787,0.166716,177.401157
29019,5302,65233.989429,55902.208178,9331.781251,0.143051,83115.523091
29020,5313,2761.605022,2473.633967,287.971055,0.104277,3074.192658
29021,5302,718.219323,656.661593,61.55773,0.085709,370.167176
29022,5302,806.063483,670.405377,135.658105,0.168297,452.831558
29023,5310,1149.651441,1038.16952,111.48192,0.09697,692.023474
29024,5303,2864.769129,2477.175002,387.594126,0.135297,5840.115247
29025,5313,748.065018,682.103832,65.961186,0.088176,172.185334
29026,5313,2321.279579,2032.625479,288.6541,0.124351,4402.172109
29027,5303,1477.488646,1344.560858,132.927788,0.089969,2240.335257
29028,5313,274.289658,229.196012,45.093647,0.164402,167.258343
29029,5303,537.8843,494.11278,43.771519,0.081377,444.186317
29030,5310,1612.510845,1467.019837,145.491008,0.090226,1245.181707
29031,5314,1812.272456,1617.061085,195.211371,0.107716,870.901839
29032,5313,893.393532,807.441153,85.952379,0.096209,330.227196
29033,5303,233.810234,207.307699,26.502535,0.113351,115.456948
29034,5310,277.821224,242.433768,35.387456,0.127375,110.621885
29035,5302,584.899755,543.371838,41.527917,0.071,100.969537
29036,5303,259.793741,219.225978,40.567763,0.156154,67.471167
29037,5313,1762.147562,1608.807927,153.339635,0.087019,852.864445
29038,5310,460.485443,387.775002,72.71044,0.1579,158.042398
29039,5313,8481.410486,7279.769103,1201.641383,0.141679,8953.556061
29040,5302,1047.90434,935.68708,112.21726,0.107087,636.752669
29041,5313,904.420475,829.956114,74.464361,0.082334,438.902584
29042,5302,2902.505287,2525.095293,377.409994,0.130029,3671.410354
29043,5302,817.728655,773.489834,44.238821,0.0541,661.158057
29044,5313,1112.188501,1043.383524,68.804976,0.061864,1022.67332
29045,5302,1027.01564,940.571649,86.443991,0.08417,628.790774
29046,5313,5790.599473,4821.922101,968.677372,0.167284,6898.569497
29047,5302,927.158812,852.433555,74.725258,0.080596,165.047853
29048,5313,1108.60654,1047.100722,61.505818,0.05548,299.063777
29049,5313,1634.426654,1490.993323,143.433331,0.087758,476.429466
29051,5313,3911.312943,3587.351289,323.961654,0.082827,3275.100661
29053,5302,881.111185,819.073151,62.038033,0.070409,607.866138
29054,5303,278.534187,239.761559,38.772628,0.139202,82.33921
29055,5302,1428.046931,1324.455521,103.591409,0.072541,786.079816
29056,5302,919.091006,859.073203,60.017803,0.065301,207.859092
29057,5313,1447.814131,1294.081285,153.732845,0.106183,915.395891
29058,5313,3915.830177,3530.859626,384.97055,0.098311,2902.695312
29059,5310,508.389583,468.162373,40.22721,0.079127,193.762681
29060,5313,1239.797406,1126.116734,113.680672,0.091693,202.18387
29061,5302,2838.391386,2661.537814,176.853572,0.062308,3618.927043
29062,5313,535.318306,486.920301,48.398006,0.09041,96.76765
29063,5313,176.803874,170.926705,5.877169,0.033241,42.696594
29064,5302,214.511022,191.542868,22.968154,0.107072,104.569991
29065,5313,448.235933,419.562081,28.673851,0.06397,131.116358
29066,5313,856.214476,784.191387,72.023089,0.084118,224.670117
29067,5310,510.602906,419.478156,91.12475,0.178465,412.612782
29068,5310,1228.843765,1105.359249,123.484516,0.100488,584.771976
29069,5302,3693.792708,3438.292509,255.500199,0.06917,1862.527998
29070,5313,251.666158,227.785235,23.880923,0.094891,44.365467
29071,5314,392.530353,348.95109,43.579263,0.111021,82.53752
29072,5313,904.713571,776.298695,128.414876,0.14194,1333.293514
29073,5310,387.257959,344.727199,42.53076,0.109825,149.030887
29074,5310,527.191082,488.847614,38.343468,0.072732,90.341246
29075,5302,7113.257507,6611.168956,502.088551,0.070585,10328.415242
29076,5302,2211.329151,2063.214518,148.114633,0.06698,980.777677
29077,5302,798.708903,726.741282,71.967621,0.090105,311.428251
29078,5302,1018.459309,946.766353,71.692956,0.070394,483.68097
29079,5310,519.791882,474.205088,45.586795,0.087702,171.137663
29080,5302,1062.386893,960.807243,101.57965,0.095615,201.956291
29081,5303,419.605989,362.597681,57.008308,0.135862,551.147475
29082,5310,162.472162,140.530468,21.941694,0.135049,161.244423
29083,5313,104.768992,93.616344,11.152648,0.10645,63.91478
29084,5302,46.125,35.875,10.25,0.222222,42.68988
29085,5313,247.15223,220.369756,26.782475,0.108364,148.2351
29086,5302,707.352557,670.254001,37.098556,0.052447,211.330496
29087,5313,352.430125,316.191206,36.238919,0.102826,106.010788
29089,5303,398.100864,363.689997,34.410867,0.086438,98.163303
29090,5313,339.273761,305.752124,33.521637,0.098804,120.666747
29091,5302,770.719779,698.235472,72.484307,0.094048,381.614463
29093,5302,698.06776,639.642237,58.425524,0.083696,213.564307
29094,5302,323.61436,305.043304,18.571056,0.057386,43.849086
29095,5302,781.014966,744.259575,36.755391,0.047061,304.474826
29097,5310,923.125419,841.370719,81.7547,0.088563,839.954179
29098,5302,850.486603,753.874086,96.612516,0.113597,180.888867
29099,5302,382.311518,356.299046,26.012472,0.06804,85.781748
29100,5302,206.456581,197.413867,9.042713,0.0438,24.850295
29101,5302,1608.796649,1476.373809,132.42284,0.082312,594.86198
29102,5303,400.593067,343.25266,57.340407,0.143139,199.199978
29103,5302,7284.212638,6503.062992,781.149646,0.107239,8097.68943
29104,5302,136.638332,119.722908,16.915423,0.123797,76.710892
29105,5310,4265.175574,3755.507611,509.667962,0.119495,6669.27466
29106,5313,942.179404,877.763786,64.415618,0.068369,285.312158
29107,5313,471.399343,430.414574,40.984769,0.086943,65.994566
29108,5313,727.131971,660.235647,66.896324,0.092,431.897816
29109,5302,581.659181,529.699962,51.959219,0.089329,230.556661
29110,5313,451.033897,413.2082,37.825697,0.083864,67.287938
29111,5310,623.915939,586.101415,37.814524,0.060608,170.896689
29112,5302,352.78321,318.901367,33.881843,0.096042,112.970683
29113,5310,886.326591,800.305661,86.02093,0.097053,995.983021
29114,5310,163.795276,130.313331,33.481945,0.204413,36.816298
29115,5303,129.651683,107.596362,22.055321,0.170112,33.820844
29116,5302,79.87013,75.974026,3.896104,0.04878,6.799631
29117,5302,2586.048153,2354.180735,231.867418,0.089661,2037.025517
29119,5302,721.133098,678.891453,42.241645,0.058577,297.563872
29120,5302,917.391671,822.841097,94.550574,0.103065,1885.240059
29122,5313,295.846348,260.727873,35.118475,0.118705,83.618451
29123,5303,418.887214,382.899833,35.987381,0.085912,101.424343
29124,5302,3304.969074,3032.440234,272.528841,0.08246,3050.510441
29125,5313,376.584118,338.706544,37.877574,0.100582,182.183611
29126,5302,105.5,94.23301,11.26699,0.106796,30.388914
29128,5310,192.246284,175.867824,16.37846,0.085195,48.187137
29130,5302,2385.105082,2264.826259,120.278823,0.050429,621.237356
29131,5310,251.39013,227.391418,23.998711,0.095464,48.5297
29132,5310,339.330529,309.428656,29.901873,0.08812,59.591077
29133,5310,519.866647,447.047897,72.818749,0.140072,242.631347
29134,5313,347.006079,309.723552,37.282527,0.107441,722.160494
29135,5313,1160.51353,1072.556467,87.957062,0.075792,883.003178
29136,5314,542.16775,482.606978,59.560772,0.109857,126.075162
29137,5302,1005.21949,932.152234,73.067255,0.072688,161.075535
29139,5303,400.811106,353.046018,47.765088,0.119171,204.99311
29140,5302,1842.742175,1704.246229,138.495946,0.075158,1358.784032
29141,5303,128.5414,106.727349,21.814051,0.169704,77.982006
29142,5313,233.212975,210.665333,22.547642,0.096683,159.627895
29143,5313,469.213776,439.43783,29.775946,0.063459,133.18866
29144,5302,376.682295,342.089573,34.592723,0.091835,151.355538
29145,5313,414.921341,383.017418,31.903923,0.076891,171.956771
29146,5313,1540.538367,1445.609832,94.928534,0.06162,558.507727
29147,5314,1635.854711,1493.852071,142.002641,0.086806,933.881689
29148,5310,463.009713,420.903744,42.105969,0.09094,248.884902
29150,5314,2387.51555,2158.724716,228.790834,0.095828,1269.391892
29151,5310,6499.745737,5292.396822,1207.348915,0.185753,11297.831037
29152,5303,327.652635,294.533357,33.119278,0.10108,81.275368
29153,5313,938.283643,800.046071,138.237572,0.14733,493.363318
29155,5302,311.083963,268.866227,42.217737,0.135712,256.905124
29156,5302,999.744451,938.987661,60.75679,0.060772,506.930019
29158,5313,1778.751949,1505.640698,273.111251,0.153541,1232.578453
29159,5313,405.771971,367.155725,38.616246,0.095167,89.800829
29160,5302,4084.057206,3856.968229,227.088977,0.055604,3052.096966
29161,5313,1464.467037,1322.652281,141.814756,0.096837,804.825339
29162,5303,1669.413439,1552.00929,117.404149,0.070327,1401.57609
29163,5310,1381.998538,1219.576438,162.422101,0.117527,792.986375
29165,5313,1411.824103,1247.048603,164.7755,0.116711,547.806913
29166,5313,233.927552,210.341104,23.586448,0.100828,49.555422
29167,5313,978.296056,892.710693,85.585364,0.087484,335.554315
29168,5313,347.973771,304.309752,43.664018,0.125481,192.155725
29169,5313,1408.636149,1322.217096,86.419053,0.061349,673.365055
29170,5313,1781.729541,1633.64545,148.084091,0.083113,1107.86905
29171,5313,1610.474078,1459.25842,151.215659,0.093895,722.935302
29172,5313,965.36634,841.803477,123.562863,0.127996,447.610964
29173,5313,1220.852286,1125.985572,94.866714,0.077705,340.311726
29174,5313,2920.221994,2631.771742,288.450253,0.098777,1531.928393
29175,5303,883.205924,778.23413,104.971794,0.118853,572.542811
29176,5313,822.259336,751.679967,70.579369,0.085836,354.971355
29177,5302,1788.255581,1644.638997,143.616584,0.080311,758.734405
29178,5302,2623.334152,2393.617866,229.716285,0.087567,1909.029549
29179,5302,1776.807399,1647.780745,129.026653,0.072617,2803.3441
29180,5302,456.106809,421.294222,34.812587,0.076326,134.319966
29181,5302,1484.027886,1381.785299,102.242587,0.068895,2280.323698
29182,5310,505.668752,473.328248,32.340504,0.063956,161.970114
29183,5310,357.167859,333.268144,23.899714,0.066915,68.590314
29184,5310,1192.157693,1052.427303,139.730389,0.117208,762.037891
29185,5310,1323.369187,1162.110793,161.258395,0.121854,1124.237873
29186,5310,656.092231,612.39457,43.697661,0.066603,245.77209
29187,5310,399.008321,363.1014,35.906921,0.08999,149.966425
29188,5310,913.141546,828.441065,84.70048,0.092757,825.705559
29189,5302,5913.440952,5376.023454,537.417498,0.090881,3386.024183
29190,5302,1812.858121,1682.378516,130.479605,0.071975,703.712222
29191,5310,1465.281249,1299.211574,166.069675,0.113336,585.041675
29192,5310,850.635264,786.420525,64.214739,0.07549,326.388739
29193,5310,725.836322,697.225049,28.611273,0.039418,347.234799
29195,5302,2825.823769,2566.92357,258.900199,0.091619,1236.651119
29196,5302,1055.632918,986.83833,68.794588,0.065169,293.503925
29197,5313,1347.238125,1189.790279,157.447846,0.116867,735.401009
29198,5302,858.403816,779.610258,78.793557,0.091791,302.778112
29199,5310,2247.498856,2059.701794,187.797062,0.083558,1508.232608
29201,5302,1003.695727,935.476122,68.219605,0.067968,327.663062
29202,5310,592.536893,527.558952,64.977941,0.109661,249.701417
29204,5302,1102.760861,1040.614394,62.146468,0.056355,324.218003
29205,5303,518.981276,477.46638,41.514896,0.079993,124.258679
29206,5310,1050.542085,957.304712,93.237373,0.088752,437.216413
29207,5310,1890.560446,1705.21127,185.349176,0.098039,977.150255
29208,5302,604.573946,567.448911,37.125036,0.061407,215.501088
29209,5302,2012.345793,1870.158573,142.187219,0.070657,743.43051
29210,5310,1354.191162,1234.258822,119.93234,0.088564,948.962865
29211,5303,263.774704,230.147468,33.627236,0.127485,74.275404
29212,5302,5742.815535,5238.005404,504.810131,0.087903,4409.441603
29213,5310,916.569147,863.038717,53.530431,0.058403,418.789595
29214,5313,281.253354,254.265936,26.987418,0.095954,101.470608
29215,5313,1131.01308,1007.229932,123.783148,0.109444,759.85815
29216,5313,2001.424046,1848.196509,153.227538,0.076559,1117.942606
29217,5313,1058.628829,934.882004,123.746824,0.116893,1018.312494
29218,5313,574.721253,527.828662,46.892591,0.081592,766.039366
29220,5313,3544.628991,3061.037401,483.59159,0.136429,4115.104597
29221,5302,636.996731,580.266415,56.730316,0.089059,322.349038
29222,5302,205.214775,177.224562,27.990213,0.136395,44.536093
29224,5313,558.058388,507.803064,50.255323,0.090054,136.120729
29225,5313,954.775999,880.240611,74.535388,0.078066,657.277458
29226,5313,599.099105,540.659826,58.439279,0.097545,234.208965
29227,5303,626.902653,559.105529,67.797124,0.108146,315.2541
29228,5313,192.099002,166.110331,25.988671,0.135288,61.401132
29229,5313,516.827683,450.804547,66.023136,0.127747,147.257006
29230,5314,727.971787,643.272292,84.699494,0.11635,218.394273
29232,5313,29722.860049,25773.118652,3949.741397,0.132886,45247.372318
