codgeo,ze2020,filosofi_measure,obs_value
38509,8406,S_HH_TAX,41
39367,2716,S_HH_TAX,70
38422,8409,S_DIR_TAX_DI,-22.8
38389,8421,S_HH_TAX,60
38547,8409,S_DIR_TAX_DI,-15.1
38557,8421,S_HH_TAX,72
38383,8435,S_DIR_TAX_DI,-17.8
38075,8409,S_HH_TAX,62
38176,8421,S_DIR_TAX_DI,-18.2
38565,8409,S_DIR_TAX_DI,-17.3
38185,8409,S_HH_TAX,54
38543,8406,S_DIR_TAX_DI,-14
39013,2713,S_HH_TAX,47
38151,8409,S_DIR_TAX_DI,-12.8
38081,8421,S_HH_TAX,62
38485,8409,S_HH_TAX,61
38517,8435,S_HH_TAX,53
38399,8406,S_HH_TAX,56
38386,8435,S_HH_TAX,55
38247,8405,S_DIR_TAX_DI,-13
38133,8435,S_HH_TAX,71
38194,8435,S_HH_TAX,54
38317,8409,S_DIR_TAX_DI,-12.2
38170,8409,S_HH_TAX,70
38179,8409,S_HH_TAX,62
38439,8409,S_DIR_TAX_DI,-14.6
38100,8409,S_HH_TAX,62
38169,8409,S_HH_TAX,48
31533,7625,S_HH_TAX,70
38247,8405,S_HH_TAX,47
38378,8433,S_DIR_TAX_DI,-14.9
38157,8421,S_DIR_TAX_DI,-15.3
38544,8433,S_HH_TAX,49
38439,8409,S_HH_TAX,57
38261,8406,S_HH_TAX,49
38181,8409,S_DIR_TAX_DI,-15.7
38126,8409,S_HH_TAX,77
38071,8409,S_DIR_TAX_DI,-14.8
38100,8409,S_DIR_TAX_DI,-15.3
38545,8409,S_DIR_TAX_DI,-16.6
38384,8435,S_DIR_TAX_DI,-13.6
33065,7505,S_DIR_TAX_DI,-23.1
33114,7505,S_HH_TAX,43
33140,7505,S_HH_TAX,48
33125,7515,S_DIR_TAX_DI,-13.7
33123,7505,S_HH_TAX,47
32249,7604,S_HH_TAX,44
31592,7625,S_HH_TAX,65
33012,7505,S_DIR_TAX_DI,-16.6
22176,5316,S_HH_TAX,52
33032,7505,S_HH_TAX,49
31488,7625,S_DIR_TAX_DI,-17.8
22215,5316,S_DIR_TAX_DI,-13.4
22147,5307,S_DIR_TAX_DI,-12.5
22162,5308,S_DIR_TAX_DI,-16
21295,2711,S_DIR_TAX_DI,-20.2
26235,0055,S_HH_TAX,44
25237,2714,S_HH_TAX,53
26006,8431,S_HH_TAX,60
26057,8427,S_DIR_TAX_DI,-13.3
26169,8422,S_DIR_TAX_DI,-15.7
26064,8431,S_HH_TAX,57
26220,0064,S_DIR_TAX_DI,-14
26324,0055,S_HH_TAX,56
25539,2714,S_HH_TAX,54
26088,8427,S_DIR_TAX_DI,-15.3
25318,2715,S_DIR_TAX_DI,-22.2
26108,8431,S_HH_TAX,41
26197,8431,S_DIR_TAX_DI,-18.8
26206,8431,S_DIR_TAX_DI,-17.5
25284,2714,S_DIR_TAX_DI,-11.3
25237,2714,S_DIR_TAX_DI,-14.3
25578,2706,S_HH_TAX,54
26197,8431,S_HH_TAX,63
25560,2706,S_HH_TAX,65
26096,8427,S_DIR_TAX_DI,-15.1
26235,0055,S_DIR_TAX_DI,-13.1
26165,8431,S_DIR_TAX_DI,-14.1
26271,8431,S_DIR_TAX_DI,-15.4
25381,2706,S_DIR_TAX_DI,-17.6
26084,8431,S_HH_TAX,55
25432,2715,S_DIR_TAX_DI,-18.4
25356,2715,S_DIR_TAX_DI,-19
26198,8422,S_HH_TAX,47
26330,8433,S_HH_TAX,47
26301,8427,S_DIR_TAX_DI,-14.3
25512,2715,S_DIR_TAX_DI,-19.8
26281,8427,S_HH_TAX,44
26307,8427,S_DIR_TAX_DI,-13.7
26010,8433,S_DIR_TAX_DI,-14.4
25367,2714,S_DIR_TAX_DI,-12.5
26084,8431,S_DIR_TAX_DI,-15.3
25560,2706,S_DIR_TAX_DI,-16.1
26057,8427,S_HH_TAX,44
26058,8431,S_HH_TAX,50
26108,8431,S_DIR_TAX_DI,-13.6
25614,2714,S_HH_TAX,54
25434,2706,S_DIR_TAX_DI,-14.9
25527,2706,S_HH_TAX,56
25397,2706,S_DIR_TAX_DI,-16.3
25204,2715,S_DIR_TAX_DI,-19.7
25240,2715,S_DIR_TAX_DI,-21.4
26231,8427,S_HH_TAX,55
26063,0064,S_DIR_TAX_DI,-14.2
25321,2715,S_DIR_TAX_DI,-22.7
26325,8433,S_HH_TAX,41
26325,8433,S_DIR_TAX_DI,-11.9
25454,2706,S_HH_TAX,68
25432,2715,S_HH_TAX,63
26231,8427,S_DIR_TAX_DI,-17.4
26010,8433,S_HH_TAX,52
25127,2715,S_DIR_TAX_DI,-20.4
25321,2715,S_HH_TAX,76
25212,2706,S_HH_TAX,64
25527,2706,S_DIR_TAX_DI,-15.6
25495,2706,S_HH_TAX,54
26166,8431,S_DIR_TAX_DI,-13.5
26139,8427,S_DIR_TAX_DI,-18.9
26330,8433,S_DIR_TAX_DI,-12.8
25318,2715,S_HH_TAX,77
26004,8431,S_DIR_TAX_DI,-17.6
25403,2715,S_DIR_TAX_DI,-21.2
26281,8427,S_DIR_TAX_DI,-14
26011,8431,S_HH_TAX,45
26250,8431,S_DIR_TAX_DI,-13.9
25228,2714,S_HH_TAX,54
25463,2714,S_HH_TAX,48
26170,8431,S_HH_TAX,66
25462,2715,S_DIR_TAX_DI,-18.1
25532,2706,S_HH_TAX,62
25147,2706,S_HH_TAX,64
25547,2714,S_HH_TAX,34
26313,8431,S_HH_TAX,56
25388,2714,S_DIR_TAX_DI,-14.3
26206,8431,S_HH_TAX,60
25228,2714,S_DIR_TAX_DI,-15.4
26191,8422,S_HH_TAX,60
25539,2714,S_DIR_TAX_DI,-15.3
25127,2715,S_HH_TAX,69
26085,8422,S_HH_TAX,50
26307,8427,S_HH_TAX,47
26271,8431,S_HH_TAX,57
25467,2706,S_HH_TAX,64
25370,2714,S_HH_TAX,58
25304,2714,S_DIR_TAX_DI,-13.8
26169,8422,S_HH_TAX,61
26113,8431,S_DIR_TAX_DI,-13.8
26124,8431,S_HH_TAX,56
26113,8431,S_HH_TAX,43
25580,2714,S_HH_TAX,43
26124,8431,S_DIR_TAX_DI,-16.4
25614,2714,S_DIR_TAX_DI,-14.1
26250,8431,S_HH_TAX,53
26116,0055,S_DIR_TAX_DI,-13.3
26096,8427,S_HH_TAX,51
25454,2706,S_DIR_TAX_DI,-18.3
25388,2714,S_HH_TAX,42
25403,2715,S_HH_TAX,78
25367,2714,S_HH_TAX,44
25258,2706,S_DIR_TAX_DI,-18.1
26165,8431,S_HH_TAX,49
25240,2715,S_HH_TAX,73
26058,8431,S_DIR_TAX_DI,-14.7
25212,2706,S_DIR_TAX_DI,-17.4
25304,2714,S_HH_TAX,48
25356,2715,S_HH_TAX,60
25315,2714,S_HH_TAX,42
26170,8431,S_DIR_TAX_DI,-16.8
25397,2706,S_HH_TAX,62
26166,8431,S_HH_TAX,46
26252,8431,S_HH_TAX,48
26114,8422,S_HH_TAX,44
26220,0064,S_HH_TAX,44
26037,8431,S_HH_TAX,61
25463,2714,S_DIR_TAX_DI,-13.4
26088,8427,S_HH_TAX,57
25204,2715,S_HH_TAX,73
26064,8431,S_DIR_TAX_DI,-16.4
26116,0055,S_HH_TAX,48
26218,8427,S_DIR_TAX_DI,-17
25632,2714,S_HH_TAX,57
25334,2715,S_HH_TAX,56
25370,2714,S_DIR_TAX_DI,-15.4
25512,2715,S_HH_TAX,68
25547,2714,S_DIR_TAX_DI,-9.9
26011,8431,S_DIR_TAX_DI,-13.6
25495,2706,S_DIR_TAX_DI,-15.4
26313,8431,S_DIR_TAX_DI,-15.1
25258,2706,S_HH_TAX,60
26301,8427,S_HH_TAX,50
26179,8431,S_DIR_TAX_DI,-17.7
26004,8431,S_HH_TAX,56
26179,8431,S_HH_TAX,60
25434,2706,S_HH_TAX,53
26252,8431,S_DIR_TAX_DI,-13.2
25230,2714,S_DIR_TAX_DI,-13.9
26114,8422,S_DIR_TAX_DI,-14.4
26037,8431,S_DIR_TAX_DI,-16.8
26139,8427,S_HH_TAX,65
26198,8422,S_DIR_TAX_DI,-15.6
25315,2714,S_DIR_TAX_DI,-11.9
25284,2714,S_HH_TAX,38
26324,0055,S_DIR_TAX_DI,-15.9
25578,2706,S_DIR_TAX_DI,-15.1
26063,0064,S_HH_TAX,44
26006,8431,S_DIR_TAX_DI,-16.1
26085,8422,S_DIR_TAX_DI,-14.7
26191,8422,S_DIR_TAX_DI,-16.9
25147,2706,S_DIR_TAX_DI,-17.2
25411,2715,S_DIR_TAX_DI,-21.1
25462,2715,S_HH_TAX,57
25532,2706,S_DIR_TAX_DI,-16.9
38457,8435,S_HH_TAX,42
38468,8433,S_DIR_TAX_DI,-13.5
38337,8435,S_DIR_TAX_DI,-14.1
38348,8406,S_HH_TAX,65
38185,8409,S_DIR_TAX_DI,-16.9
38565,8409,S_HH_TAX,64
39300,2713,S_DIR_TAX_DI,-14.8
38357,8406,S_DIR_TAX_DI,-13.9
38537,8406,S_DIR_TAX_DI,-14.2
38298,8433,S_HH_TAX,41
38558,8421,S_DIR_TAX_DI,-19.1
38276,8406,S_DIR_TAX_DI,-16.2
38281,8409,S_DIR_TAX_DI,-17.1
39367,2716,S_DIR_TAX_DI,-19
38480,8421,S_DIR_TAX_DI,-16.7
38309,8409,S_DIR_TAX_DI,-18.1
38464,8406,S_HH_TAX,56
38543,8406,S_HH_TAX,49
38151,8409,S_HH_TAX,46
39013,2713,S_DIR_TAX_DI,-15.1
38515,8406,S_DIR_TAX_DI,-15.7
38431,8409,S_DIR_TAX_DI,-23.5
38314,8409,S_DIR_TAX_DI,-15.2
39097,2713,S_HH_TAX,44
38479,8435,S_DIR_TAX_DI,-14.1
38451,8421,S_HH_TAX,67
38292,8435,S_HH_TAX,59
38349,8433,S_HH_TAX,54
38475,8406,S_DIR_TAX_DI,-16.7
38087,8421,S_HH_TAX,53
38511,8409,S_DIR_TAX_DI,-18.5
38545,8409,S_HH_TAX,65
38408,8421,S_DIR_TAX_DI,-18.5
38399,8406,S_DIR_TAX_DI,-14.7
38182,8435,S_HH_TAX,54
38501,8409,S_HH_TAX,63
38097,8421,S_HH_TAX,53
38065,8435,S_HH_TAX,51
38423,8409,S_DIR_TAX_DI,-18.2
38449,8406,S_HH_TAX,52
38474,8409,S_HH_TAX,64
38479,8435,S_HH_TAX,54
38316,8421,S_HH_TAX,45
38205,8409,S_DIR_TAX_DI,-18.4
38225,8409,S_HH_TAX,57
38352,8406,S_DIR_TAX_DI,-20.1
38158,8409,S_HH_TAX,63
38487,8421,S_HH_TAX,73
39300,2713,S_HH_TAX,46
38087,8421,S_DIR_TAX_DI,-13.9
38225,8409,S_DIR_TAX_DI,-15.4
38480,8421,S_HH_TAX,63
38097,8421,S_DIR_TAX_DI,-13.9
38377,8406,S_DIR_TAX_DI,-13.7
38475,8406,S_HH_TAX,67
38451,8421,S_DIR_TAX_DI,-16
38558,8421,S_HH_TAX,71
38064,8406,S_HH_TAX,59
38182,8435,S_DIR_TAX_DI,-14.3
38339,8421,S_HH_TAX,67
38529,8409,S_DIR_TAX_DI,-20
38416,8435,S_DIR_TAX_DI,-12.8
38457,8435,S_DIR_TAX_DI,-12.4
38150,8409,S_HH_TAX,58
39362,2713,S_HH_TAX,54
38381,8406,S_DIR_TAX_DI,-15.6
38486,8409,S_HH_TAX,71
38464,8406,S_DIR_TAX_DI,-14.3
38094,8406,S_DIR_TAX_DI,-13.4
38131,8433,S_DIR_TAX_DI,-17.9
38344,8433,S_HH_TAX,46
38081,8421,S_DIR_TAX_DI,-15.8
38377,8406,S_HH_TAX,51
38075,8409,S_DIR_TAX_DI,-16.9
38425,8433,S_DIR_TAX_DI,-13.4
38144,8421,S_DIR_TAX_DI,-16.1
38339,8421,S_DIR_TAX_DI,-17.5
38516,8409,S_DIR_TAX_DI,-23.7
38487,8421,S_DIR_TAX_DI,-19.4
38095,8435,S_HH_TAX,51
38239,8435,S_DIR_TAX_DI,-15.2
38193,8406,S_DIR_TAX_DI,-14.5
38094,8406,S_HH_TAX,53
38126,8409,S_DIR_TAX_DI,-27.1
38176,8421,S_HH_TAX,71
38261,8406,S_DIR_TAX_DI,-14.1
38105,8435,S_HH_TAX,63
38214,8409,S_DIR_TAX_DI,-19.8
38349,8433,S_DIR_TAX_DI,-14.5
38169,8409,S_DIR_TAX_DI,-13.3
39233,2712,S_DIR_TAX_DI,-14.8
38386,8435,S_DIR_TAX_DI,-14.3
38509,8406,S_DIR_TAX_DI,-14.1
38189,8421,S_DIR_TAX_DI,-16.4
38412,8435,S_DIR_TAX_DI,-13.2
38515,8406,S_HH_TAX,60
38382,8409,S_HH_TAX,63
39198,2712,S_DIR_TAX_DI,-15.1
38158,8409,S_DIR_TAX_DI,-16.8
38468,8433,S_HH_TAX,50
38537,8406,S_HH_TAX,56
38215,8421,S_HH_TAX,71
38544,8433,S_DIR_TAX_DI,-16.1
38292,8435,S_DIR_TAX_DI,-15.6
38318,8433,S_DIR_TAX_DI,-13.6
38374,8406,S_HH_TAX,61
38194,8435,S_DIR_TAX_DI,-14
39286,2716,S_HH_TAX,53
38316,8421,S_DIR_TAX_DI,-12.3
38061,8435,S_HH_TAX,69
38314,8409,S_HH_TAX,55
38175,8409,S_HH_TAX,61
38249,8409,S_DIR_TAX_DI,-22.5
38170,8409,S_DIR_TAX_DI,-18.2
38150,8409,S_DIR_TAX_DI,-15.4
39362,2713,S_DIR_TAX_DI,-14.3
38357,8406,S_HH_TAX,55
38160,8421,S_HH_TAX,63
38381,8406,S_HH_TAX,62
38199,8421,S_HH_TAX,69
38214,8409,S_HH_TAX,74
38501,8409,S_DIR_TAX_DI,-15.9
38085,8421,S_DIR_TAX_DI,-13.5
38130,8435,S_DIR_TAX_DI,-14.5
38309,8409,S_HH_TAX,71
38140,8409,S_HH_TAX,68
38175,8409,S_DIR_TAX_DI,-15.6
38085,8421,S_HH_TAX,53
38412,8435,S_HH_TAX,53
38110,8421,S_DIR_TAX_DI,-18.6
38193,8406,S_HH_TAX,51
38507,8421,S_DIR_TAX_DI,-15.1
38397,8409,S_DIR_TAX_DI,-25
38348,8406,S_DIR_TAX_DI,-19
38559,8435,S_DIR_TAX_DI,-14.1
38547,8409,S_HH_TAX,59
38110,8421,S_HH_TAX,72
39233,2712,S_HH_TAX,58
38562,8409,S_DIR_TAX_DI,-13.7
38382,8409,S_DIR_TAX_DI,-17.5
38485,8409,S_DIR_TAX_DI,-16.9
38148,8406,S_HH_TAX,62
38538,8409,S_HH_TAX,67
38269,8409,S_HH_TAX,45
38111,8409,S_HH_TAX,71
38111,8409,S_DIR_TAX_DI,-20
38507,8421,S_HH_TAX,58
38124,8406,S_HH_TAX,56
38189,8421,S_HH_TAX,65
38200,8409,S_DIR_TAX_DI,-19.1
38276,8406,S_HH_TAX,56
38315,8406,S_HH_TAX,48
38416,8435,S_HH_TAX,44
39189,2712,S_DIR_TAX_DI,-13.8
38269,8409,S_DIR_TAX_DI,-12.7
38133,8435,S_DIR_TAX_DI,-19.8
38511,8409,S_HH_TAX,67
38378,8433,S_HH_TAX,57
38065,8435,S_DIR_TAX_DI,-14
38395,8409,S_HH_TAX,64
38249,8409,S_HH_TAX,78
38383,8435,S_HH_TAX,70
38317,8409,S_HH_TAX,46
38229,8409,S_DIR_TAX_DI,-22.6
38397,8409,S_HH_TAX,77
38408,8421,S_HH_TAX,70
38131,8433,S_HH_TAX,69
38374,8406,S_DIR_TAX_DI,-16.1
38529,8409,S_HH_TAX,71
39189,2712,S_HH_TAX,50
38061,8435,S_DIR_TAX_DI,-18.6
38105,8435,S_DIR_TAX_DI,-15.2
38388,8409,S_DIR_TAX_DI,-16.5
38388,8409,S_HH_TAX,73
38064,8406,S_DIR_TAX_DI,-15.1
38548,8409,S_HH_TAX,59
38072,8433,S_HH_TAX,57
38205,8409,S_HH_TAX,68
38503,8409,S_HH_TAX,71
38298,8433,S_DIR_TAX_DI,-12
38563,8435,S_HH_TAX,52
38400,8435,S_DIR_TAX_DI,-18.2
38181,8409,S_HH_TAX,62
38421,8409,S_HH_TAX,49
38486,8409,S_DIR_TAX_DI,-20.1
38395,8409,S_DIR_TAX_DI,-18
38553,8406,S_DIR_TAX_DI,-12.5
38281,8409,S_HH_TAX,70
38239,8435,S_HH_TAX,56
38144,8421,S_HH_TAX,65
38072,8433,S_DIR_TAX_DI,-14.2
38422,8409,S_HH_TAX,76
38431,8409,S_HH_TAX,77
38332,8435,S_HH_TAX,48
38384,8435,S_HH_TAX,48
38071,8409,S_HH_TAX,60
38138,8421,S_DIR_TAX_DI,-16.7
38553,8406,S_HH_TAX,44
38519,8421,S_HH_TAX,69
38524,8409,S_HH_TAX,66
39198,2712,S_HH_TAX,46
38455,8406,S_DIR_TAX_DI,-17.3
38559,8435,S_HH_TAX,49
38519,8421,S_DIR_TAX_DI,-18.6
38200,8409,S_HH_TAX,71
38400,8435,S_HH_TAX,65
38148,8406,S_DIR_TAX_DI,-15.6
38455,8406,S_HH_TAX,62
38095,8435,S_DIR_TAX_DI,-14.8
38344,8433,S_DIR_TAX_DI,-13.4
38229,8409,S_HH_TAX,70
38140,8409,S_DIR_TAX_DI,-19.1
39368,2716,S_HH_TAX,50
38337,8435,S_HH_TAX,52
72231,5212,S_HH_TAX,59
74104,8401,S_DIR_TAX_DI,-17.7
73157,8411,S_DIR_TAX_DI,-14.3
74267,8401,S_DIR_TAX_DI,-21.7
74272,8401,S_DIR_TAX_DI,-16.5
74208,8418,S_HH_TAX,62
73181,8413,S_DIR_TAX_DI,-13.9
72344,5212,S_DIR_TAX_DI,-15.2
74250,8416,S_HH_TAX,60
72241,5212,S_HH_TAX,53
74005,8415,S_HH_TAX,67
73285,8413,S_HH_TAX,58
74104,8401,S_HH_TAX,64
74031,8416,S_DIR_TAX_DI,-14.5
74010,8401,S_DIR_TAX_DI,-17.1
73225,8407,S_DIR_TAX_DI,-19
74208,8418,S_DIR_TAX_DI,-16.2
74169,8414,S_HH_TAX,59
74220,8416,S_HH_TAX,52
72231,5212,S_DIR_TAX_DI,-15.3
74255,8401,S_DIR_TAX_DI,-15.9
72280,5212,S_DIR_TAX_DI,-15.2
73031,8407,S_DIR_TAX_DI,-17.4
73328,8407,S_HH_TAX,67
73029,8407,S_HH_TAX,62
76005,2815,S_HH_TAX,52
74128,8416,S_DIR_TAX_DI,-15.9
73065,8407,S_HH_TAX,51
74280,8401,S_HH_TAX,62
74311,8416,S_DIR_TAX_DI,-14.7
74019,8401,S_DIR_TAX_DI,-18.1
74026,8401,S_DIR_TAX_DI,-15.5
73261,8411,S_DIR_TAX_DI,-13.6
74275,8401,S_DIR_TAX_DI,-20.3
72350,5212,S_HH_TAX,57
72180,0051,S_HH_TAX,36
73130,8413,S_HH_TAX,56
76026,2807,S_DIR_TAX_DI,-13.3
74056,8418,S_HH_TAX,58
73187,8413,S_DIR_TAX_DI,-13.9
74241,8414,S_DIR_TAX_DI,-14.2
74112,8401,S_HH_TAX,65
72198,5212,S_DIR_TAX_DI,-16.3
74016,8416,S_HH_TAX,44
74043,8416,S_DIR_TAX_DI,-14.9
74220,8416,S_DIR_TAX_DI,-15.1
74024,8414,S_DIR_TAX_DI,-17.9
74012,8416,S_HH_TAX,40
72200,5212,S_HH_TAX,59
74143,8418,S_HH_TAX,60
74276,8414,S_DIR_TAX_DI,-15.9
74311,8416,S_HH_TAX,58
74007,8416,S_HH_TAX,63
74180,8416,S_HH_TAX,51
74137,8401,S_HH_TAX,66
74012,8416,S_DIR_TAX_DI,-13.4
73051,8407,S_HH_TAX,66
72328,5212,S_DIR_TAX_DI,-17.5
74269,8401,S_DIR_TAX_DI,-14
73213,8407,S_HH_TAX,61
74013,8415,S_DIR_TAX_DI,-22.2
73011,8413,S_HH_TAX,48
74164,8414,S_DIR_TAX_DI,-16
72253,5212,S_DIR_TAX_DI,-14.3
73010,8401,S_HH_TAX,64
72386,5212,S_DIR_TAX_DI,-17.9
74105,8416,S_DIR_TAX_DI,-14.1
74280,8401,S_DIR_TAX_DI,-16.1
74258,8414,S_DIR_TAX_DI,-17.9
73103,8407,S_DIR_TAX_DI,-18.6
73087,8407,S_DIR_TAX_DI,-13.6
74272,8401,S_HH_TAX,66
74040,8416,S_HH_TAX,56
73290,8411,S_HH_TAX,56
74183,8414,S_HH_TAX,69
74263,8415,S_HH_TAX,54
74191,8415,S_DIR_TAX_DI,-20.4
73303,8413,S_HH_TAX,52
26345,0055,S_DIR_TAX_DI,-16.7
28110,2403,S_HH_TAX,66
27438,0057,S_HH_TAX,41
27056,2803,S_HH_TAX,44
28103,2404,S_DIR_TAX_DI,-14.4
27679,2808,S_HH_TAX,43
27056,2803,S_DIR_TAX_DI,-14.5
27103,2811,S_DIR_TAX_DI,-14.7
27022,2817,S_DIR_TAX_DI,-13.3
27602,2808,S_HH_TAX,59
27105,2815,S_HH_TAX,58
27065,2811,S_HH_TAX,49
27103,2811,S_HH_TAX,53
28191,2403,S_HH_TAX,74
28001,0057,S_HH_TAX,68
27562,2817,S_HH_TAX,60
27112,2808,S_HH_TAX,44
26332,8433,S_DIR_TAX_DI,-13.1
28116,2403,S_DIR_TAX_DI,-14
28089,0057,S_DIR_TAX_DI,-12.2
28191,2403,S_DIR_TAX_DI,-17.6
27517,2817,S_DIR_TAX_DI,-16.2
27180,2817,S_HH_TAX,59
27448,2808,S_DIR_TAX_DI,-15.9
28140,2403,S_DIR_TAX_DI,-15.9
27554,2817,S_DIR_TAX_DI,-17.6
28134,0057,S_DIR_TAX_DI,-12.9
27284,2817,S_DIR_TAX_DI,-13.1
27580,2815,S_DIR_TAX_DI,-16.5
27428,2803,S_HH_TAX,49
27229,2808,S_HH_TAX,44
27467,2811,S_DIR_TAX_DI,-12.5
27191,2808,S_HH_TAX,63
28168,2403,S_HH_TAX,61
27469,2815,S_HH_TAX,56
27016,2817,S_DIR_TAX_DI,-13
27507,2808,S_DIR_TAX_DI,-13.2
26333,8433,S_HH_TAX,39
27191,2808,S_DIR_TAX_DI,-16.9
27681,2817,S_HH_TAX,51
27180,2817,S_DIR_TAX_DI,-14.3
28015,2403,S_DIR_TAX_DI,-14.7
27493,2815,S_DIR_TAX_DI,-13.8
27275,2817,S_DIR_TAX_DI,-12.5
27183,2808,S_HH_TAX,60
28070,2403,S_DIR_TAX_DI,-17.6
27375,2815,S_DIR_TAX_DI,-13.9
28015,2403,S_HH_TAX,58
27165,2808,S_HH_TAX,41
28140,2403,S_HH_TAX,60
28001,0057,S_DIR_TAX_DI,-17
27279,2817,S_HH_TAX,56
27049,2803,S_DIR_TAX_DI,-13.9
28012,2404,S_HH_TAX,45
27638,2815,S_DIR_TAX_DI,-15.5
27375,2815,S_HH_TAX,44
27681,2817,S_DIR_TAX_DI,-15.9
28089,0057,S_HH_TAX,45
27469,2815,S_DIR_TAX_DI,-15
27517,2817,S_HH_TAX,66
26362,8431,S_DIR_TAX_DI,-15.7
27090,2815,S_HH_TAX,64
27116,2803,S_DIR_TAX_DI,-12
28007,0057,S_HH_TAX,57
27306,2808,S_DIR_TAX_DI,-16.9
27502,2812,S_DIR_TAX_DI,-12
27638,2815,S_HH_TAX,63
27299,2808,S_HH_TAX,51
27458,2815,S_HH_TAX,50
27082,2808,S_HH_TAX,50
27355,0057,S_HH_TAX,52
27229,2808,S_DIR_TAX_DI,-14.1
28196,2403,S_DIR_TAX_DI,-13.3
27580,2815,S_HH_TAX,61
28070,2403,S_HH_TAX,69
27355,0057,S_DIR_TAX_DI,-14.5
27679,2808,S_DIR_TAX_DI,-13.5
27226,2817,S_HH_TAX,49
27049,2803,S_HH_TAX,49
27284,2817,S_HH_TAX,46
27562,2817,S_DIR_TAX_DI,-15.4
28088,2404,S_HH_TAX,41
27090,2815,S_DIR_TAX_DI,-15.4
27198,2808,S_HH_TAX,51
27279,2817,S_DIR_TAX_DI,-14.2
27105,2815,S_DIR_TAX_DI,-14.9
28103,2404,S_HH_TAX,53
26333,8433,S_DIR_TAX_DI,-12.5
28116,2403,S_HH_TAX,51
27230,0057,S_DIR_TAX_DI,-14
28012,2404,S_DIR_TAX_DI,-12.8
27299,2808,S_DIR_TAX_DI,-13.7
28196,2403,S_HH_TAX,47
26362,8431,S_HH_TAX,47
27165,2808,S_DIR_TAX_DI,-13.1
28064,0057,S_DIR_TAX_DI,-16.7
27528,2815,S_HH_TAX,67
27425,2803,S_DIR_TAX_DI,-14
28085,2403,S_DIR_TAX_DI,-17.6
26347,8431,S_HH_TAX,50
27213,2817,S_HH_TAX,62
27701,2815,S_HH_TAX,35
27507,2808,S_HH_TAX,47
27065,2811,S_DIR_TAX_DI,-14.1
27602,2808,S_DIR_TAX_DI,-14.6
27458,2815,S_DIR_TAX_DI,-12.9
28051,2404,S_HH_TAX,50
27051,2803,S_DIR_TAX_DI,-13.5
27016,2817,S_HH_TAX,45
27528,2815,S_DIR_TAX_DI,-18.1
27022,2817,S_HH_TAX,50
27183,2808,S_DIR_TAX_DI,-14.4
27502,2812,S_HH_TAX,43
27428,2803,S_DIR_TAX_DI,-14.4
27116,2803,S_HH_TAX,40
27082,2808,S_DIR_TAX_DI,-13.1
27112,2808,S_DIR_TAX_DI,-12.6
27493,2815,S_HH_TAX,53
28061,2404,S_DIR_TAX_DI,-13
28051,2404,S_DIR_TAX_DI,-13.8
27051,2803,S_HH_TAX,46
28064,0057,S_HH_TAX,66
27425,2803,S_HH_TAX,56
27198,2808,S_DIR_TAX_DI,-14.9
26347,8431,S_DIR_TAX_DI,-15.1
27467,2811,S_HH_TAX,37
28085,2403,S_HH_TAX,56
27701,2815,S_DIR_TAX_DI,-10.6
27213,2817,S_DIR_TAX_DI,-17.1
27230,0057,S_HH_TAX,50
27275,2817,S_HH_TAX,44
26332,8433,S_HH_TAX,48
28061,2404,S_HH_TAX,42
27448,2808,S_HH_TAX,57
27554,2817,S_HH_TAX,64
27438,0057,S_DIR_TAX_DI,-12.6
26345,0055,S_HH_TAX,55
28088,2404,S_DIR_TAX_DI,-13
28168,2403,S_DIR_TAX_DI,-15.1
28007,0057,S_DIR_TAX_DI,-16.6
28134,0057,S_HH_TAX,40
27226,2817,S_DIR_TAX_DI,-13.1
27306,2808,S_HH_TAX,65
28110,2403,S_DIR_TAX_DI,-17.4
74105,8416,S_HH_TAX,46
72213,5212,S_DIR_TAX_DI,-13.5
72257,5212,S_HH_TAX,74
74002,8401,S_HH_TAX,59
74183,8414,S_DIR_TAX_DI,-16.9
73011,8413,S_DIR_TAX_DI,-13.9
73064,8407,S_HH_TAX,64
74031,8416,S_HH_TAX,47
74159,8414,S_HH_TAX,60
74116,8416,S_DIR_TAX_DI,-16.4
72181,5212,S_HH_TAX,49
73154,8413,S_HH_TAX,68
72260,5212,S_HH_TAX,61
73330,8404,S_DIR_TAX_DI,-14.1
72344,5212,S_HH_TAX,67
72253,5212,S_HH_TAX,59
75056,1109,S_HH_TAX,69
73236,8406,S_HH_TAX,53
73003,8413,S_HH_TAX,60
74070,8416,S_HH_TAX,45
74256,8418,S_DIR_TAX_DI,-16.5
73303,8413,S_DIR_TAX_DI,-13.9
74164,8414,S_HH_TAX,64
72180,0051,S_DIR_TAX_DI,-11.2
73257,8413,S_HH_TAX,62
74288,8416,S_DIR_TAX_DI,-13.8
74282,8401,S_DIR_TAX_DI,-16.9
74278,8414,S_DIR_TAX_DI,-16.9
72213,5212,S_HH_TAX,52
74133,8416,S_HH_TAX,36
74006,8401,S_DIR_TAX_DI,-14.7
76005,2815,S_DIR_TAX_DI,-14
76026,2807,S_HH_TAX,43
73130,8413,S_DIR_TAX_DI,-13.9
74026,8401,S_HH_TAX,61
49126,5201,S_HH_TAX,50
50236,2806,S_DIR_TAX_DI,-13.6
49378,5220,S_DIR_TAX_DI,-13.1
62032,3215,S_HH_TAX,44
