codgeo,ze2020,filosofi_measure,obs_value
54197,4412,S_HH_TAX,72
54116,4412,S_HH_TAX,61
52353,4404,S_HH_TAX,43
54136,4410,S_HH_TAX,46
54215,4412,S_HH_TAX,48
52448,4427,S_HH_TAX,39
54115,4412,S_DIR_TAX_DI,-14
54197,4412,S_DIR_TAX_DI,-18.4
52269,4404,S_HH_TAX,44
53062,5204,S_DIR_TAX_DI,-13.7
54157,4412,S_DIR_TAX_DI,-13
54257,4412,S_DIR_TAX_DI,-17.7
53119,5211,S_DIR_TAX_DI,-15.7
54215,4412,S_DIR_TAX_DI,-13.7
53140,5211,S_DIR_TAX_DI,-13.6
54136,4410,S_DIR_TAX_DI,-12.6
54205,4412,S_HH_TAX,41
53127,5215,S_HH_TAX,48
54152,4412,S_HH_TAX,53
54159,4412,S_DIR_TAX_DI,-13.9
54263,4410,S_HH_TAX,36
53107,5215,S_HH_TAX,35
53130,5211,S_HH_TAX,49
52250,4427,S_DIR_TAX_DI,-11.1
53271,5215,S_HH_TAX,41
52353,4404,S_DIR_TAX_DI,-12.6
53007,5211,S_HH_TAX,57
53034,5211,S_DIR_TAX_DI,-16
53005,5211,S_DIR_TAX_DI,-13.2
54254,4424,S_DIR_TAX_DI,-6.9
53054,5211,S_DIR_TAX_DI,-16.8
53140,5211,S_HH_TAX,57
54028,4410,S_DIR_TAX_DI,-10.8
54159,4412,S_HH_TAX,52
53107,5215,S_DIR_TAX_DI,-10.9
54265,4412,S_HH_TAX,72
53119,5211,S_HH_TAX,61
54174,4412,S_DIR_TAX_DI,-14.5
54090,4412,S_HH_TAX,63
54257,4412,S_HH_TAX,67
53161,5215,S_DIR_TAX_DI,-12.4
53147,5215,S_HH_TAX,49
53188,5221,S_DIR_TAX_DI,-11
53054,5211,S_HH_TAX,63
54099,4410,S_HH_TAX,45
54234,4424,S_HH_TAX,35
53152,5211,S_DIR_TAX_DI,-11.9
52448,4427,S_DIR_TAX_DI,-12.3
54184,4412,S_DIR_TAX_DI,-15.9
54234,4424,S_DIR_TAX_DI,-7.8
53097,5215,S_DIR_TAX_DI,-12.5
53034,5211,S_HH_TAX,63
54263,4410,S_DIR_TAX_DI,-10.4
54157,4412,S_HH_TAX,48
54076,4412,S_HH_TAX,48
53247,5211,S_DIR_TAX_DI,-12
54232,4412,S_HH_TAX,70
53137,5211,S_DIR_TAX_DI,-13.6
54138,4424,S_HH_TAX,42
52269,4404,S_DIR_TAX_DI,-14.3
53147,5215,S_DIR_TAX_DI,-14.3
53103,5211,S_DIR_TAX_DI,-13.3
53096,5211,S_HH_TAX,41
54116,4412,S_DIR_TAX_DI,-15.5
54261,4424,S_HH_TAX,24
53127,5215,S_DIR_TAX_DI,-13.8
54174,4412,S_HH_TAX,57
54150,4412,S_DIR_TAX_DI,-15
54039,4417,S_HH_TAX,44
52250,4427,S_HH_TAX,35
53094,5211,S_DIR_TAX_DI,-13.9
62321,3215,S_DIR_TAX_DI,-11
62774,3207,S_DIR_TAX_DI,-16.7
62706,3205,S_HH_TAX,60
62555,3205,S_HH_TAX,26
62270,3205,S_HH_TAX,32
63014,8408,S_DIR_TAX_DI,-17
62736,3216,S_HH_TAX,62
62491,3216,S_HH_TAX,56
62194,3205,S_HH_TAX,31
62624,3215,S_HH_TAX,37
62249,3215,S_DIR_TAX_DI,-10.9
62617,3205,S_DIR_TAX_DI,-11.1
62711,3206,S_DIR_TAX_DI,-13.4
62667,3206,S_HH_TAX,36
62244,3207,S_HH_TAX,53
62240,3212,S_HH_TAX,49
62711,3206,S_HH_TAX,40
62705,3206,S_DIR_TAX_DI,-12.7
62252,3205,S_HH_TAX,58
62250,3215,S_HH_TAX,42
62563,3215,S_HH_TAX,34
62770,3205,S_HH_TAX,50
62724,3215,S_HH_TAX,33
76270,2813,S_HH_TAX,75
62235,3206,S_DIR_TAX_DI,-21.7
62637,3215,S_DIR_TAX_DI,-11.6
62397,3207,S_HH_TAX,37
76711,0058,S_DIR_TAX_DI,-11.2
76270,2813,S_DIR_TAX_DI,-20.8
77042,1102,S_DIR_TAX_DI,-16
76648,2815,S_HH_TAX,40
76711,0058,S_HH_TAX,37
76157,2815,S_HH_TAX,41
76281,2819,S_HH_TAX,57
76276,2815,S_DIR_TAX_DI,-13.2
76319,2815,S_DIR_TAX_DI,-13.5
77085,1106,S_HH_TAX,70
76258,2819,S_HH_TAX,52
76482,2807,S_HH_TAX,58
77114,1106,S_HH_TAX,75
76116,2815,S_DIR_TAX_DI,-15.9
76391,2815,S_HH_TAX,70
76618,2807,S_HH_TAX,55
76164,2819,S_HH_TAX,49
76259,2813,S_DIR_TAX_DI,-12.9
76599,2815,S_DIR_TAX_DI,-15.1
76474,2815,S_DIR_TAX_DI,-14.4
76384,2819,S_HH_TAX,41
76159,2807,S_DIR_TAX_DI,-12.9
76302,2813,S_DIR_TAX_DI,-13.6
76474,2815,S_HH_TAX,53
76231,2815,S_HH_TAX,34
77014,1105,S_HH_TAX,62
76101,0058,S_HH_TAX,37
77055,1106,S_DIR_TAX_DI,-15
77132,1106,S_DIR_TAX_DI,-20.3
77132,1106,S_HH_TAX,78
76608,2815,S_HH_TAX,61
77067,1104,S_HH_TAX,70
77018,1106,S_HH_TAX,70
76636,2815,S_DIR_TAX_DI,-14.9
76351,2813,S_HH_TAX,46
76540,2815,S_DIR_TAX_DI,-17.9
76101,0058,S_DIR_TAX_DI,-12.4
76705,2815,S_DIR_TAX_DI,-14.1
77042,1102,S_HH_TAX,65
76216,2815,S_DIR_TAX_DI,-12.7
76402,2815,S_DIR_TAX_DI,-13.9
76255,0058,S_HH_TAX,51
77051,1110,S_DIR_TAX_DI,-12.7
77118,1112,S_HH_TAX,71
77139,1106,S_DIR_TAX_DI,-17.7
76429,2815,S_HH_TAX,68
76192,0058,S_HH_TAX,54
76561,2815,S_HH_TAX,50
77099,1105,S_DIR_TAX_DI,-14.3
77005,1107,S_DIR_TAX_DI,-21.2
76464,2815,S_DIR_TAX_DI,-18.7
77079,1105,S_DIR_TAX_DI,-13.5
76178,2815,S_DIR_TAX_DI,-11.1
77061,1105,S_DIR_TAX_DI,-14.9
77083,1106,S_HH_TAX,60
76302,2813,S_HH_TAX,52
76476,2819,S_DIR_TAX_DI,-14.6
76475,2815,S_HH_TAX,69
77051,1110,S_HH_TAX,44
76238,2813,S_DIR_TAX_DI,-15.7
77111,1106,S_DIR_TAX_DI,-20.2
76475,2815,S_DIR_TAX_DI,-19.7
76758,2819,S_DIR_TAX_DI,-14
76552,2813,S_DIR_TAX_DI,-25.6
77107,1108,S_HH_TAX,66
76464,2815,S_HH_TAX,68
76495,2815,S_DIR_TAX_DI,-13.6
77040,1108,S_HH_TAX,75
76384,2819,S_DIR_TAX_DI,-12.7
76114,2819,S_DIR_TAX_DI,-11.3
76624,2807,S_DIR_TAX_DI,-12.6
76276,2815,S_HH_TAX,41
76057,2815,S_DIR_TAX_DI,-12.8
76231,2815,S_DIR_TAX_DI,-11.2
76222,2815,S_HH_TAX,52
76495,2815,S_HH_TAX,44
77122,1104,S_DIR_TAX_DI,-16.4
77088,1105,S_HH_TAX,61
77088,1105,S_DIR_TAX_DI,-15.4
77079,1105,S_HH_TAX,49
76377,2815,S_HH_TAX,75
76165,2815,S_HH_TAX,43
77142,1107,S_DIR_TAX_DI,-18.2
76624,2807,S_HH_TAX,46
76351,2813,S_DIR_TAX_DI,-14.3
77061,1105,S_HH_TAX,62
77069,1105,S_HH_TAX,69
76217,2807,S_DIR_TAX_DI,-13
77053,1106,S_DIR_TAX_DI,-16.8
76647,2813,S_DIR_TAX_DI,-16.8
76103,2815,S_DIR_TAX_DI,-18.9
76322,2815,S_HH_TAX,46
77121,1106,S_DIR_TAX_DI,-17.5
76552,2813,S_HH_TAX,74
76222,2815,S_DIR_TAX_DI,-14.5
76108,2815,S_DIR_TAX_DI,-24.2
76709,2815,S_DIR_TAX_DI,-11.6
76391,2815,S_DIR_TAX_DI,-16.1
76447,2813,S_DIR_TAX_DI,-14.2
76312,0054,S_HH_TAX,40
77100,1108,S_DIR_TAX_DI,-16.5
76164,2819,S_DIR_TAX_DI,-15.2
76057,2815,S_HH_TAX,46
76481,2813,S_HH_TAX,71
77005,1107,S_HH_TAX,75
76452,2815,S_DIR_TAX_DI,-14.8
77108,1106,S_DIR_TAX_DI,-17
76255,0058,S_DIR_TAX_DI,-14.9
77118,1112,S_DIR_TAX_DI,-18.8
77099,1105,S_HH_TAX,51
76159,2807,S_HH_TAX,44
76476,2819,S_HH_TAX,54
76212,2815,S_HH_TAX,42
77053,1106,S_HH_TAX,66
76366,2815,S_DIR_TAX_DI,-12.2
77048,1105,S_HH_TAX,69
76640,2815,S_HH_TAX,52
76196,2813,S_DIR_TAX_DI,-15.3
76165,2815,S_DIR_TAX_DI,-11.9
76705,2815,S_HH_TAX,57
77121,1106,S_HH_TAX,70
76329,2819,S_DIR_TAX_DI,-13.3
76655,2807,S_DIR_TAX_DI,-14.1
76540,2815,S_HH_TAX,51
77100,1108,S_HH_TAX,69
76116,2815,S_HH_TAX,64
76212,2815,S_DIR_TAX_DI,-13
76484,2815,S_HH_TAX,45
76462,2807,S_HH_TAX,39
76401,2819,S_DIR_TAX_DI,-14.4
77139,1106,S_HH_TAX,69
76709,2815,S_HH_TAX,42
76216,2815,S_HH_TAX,45
76219,2819,S_DIR_TAX_DI,-13.3
76591,2815,S_DIR_TAX_DI,-18.2
76108,2815,S_HH_TAX,72
77085,1106,S_DIR_TAX_DI,-18
76146,2815,S_HH_TAX,52
76599,2815,S_HH_TAX,60
76146,2815,S_DIR_TAX_DI,-13.8
76498,2815,S_DIR_TAX_DI,-12.1
76451,2815,S_HH_TAX,66
76401,2819,S_HH_TAX,52
77122,1104,S_HH_TAX,64
76410,2815,S_DIR_TAX_DI,-10.9
77037,1105,S_DIR_TAX_DI,-23.5
76367,2815,S_HH_TAX,75
76561,2815,S_DIR_TAX_DI,-12.8
76400,2807,S_HH_TAX,49
76157,2815,S_DIR_TAX_DI,-11.7
76452,2815,S_HH_TAX,51
77114,1106,S_DIR_TAX_DI,-19.4
77107,1108,S_DIR_TAX_DI,-17.6
76517,2815,S_DIR_TAX_DI,-20.2
76069,2815,S_DIR_TAX_DI,-21.9
76103,2815,S_HH_TAX,64
63125,8417,S_DIR_TAX_DI,-12.9
54339,4412,S_HH_TAX,55
54459,4412,S_DIR_TAX_DI,-17.3
55463,4426,S_DIR_TAX_DI,-12.6
54425,4424,S_HH_TAX,27
55427,4401,S_HH_TAX,46
54580,4424,S_DIR_TAX_DI,-5.2
55291,4401,S_DIR_TAX_DI,-12.6
54495,4412,S_DIR_TAX_DI,-16
54366,4412,S_DIR_TAX_DI,-17.9
54425,4424,S_DIR_TAX_DI,-7.9
54482,4412,S_DIR_TAX_DI,-16.3
54329,4412,S_DIR_TAX_DI,-13.8
54430,4412,S_DIR_TAX_DI,-12.8
54580,4424,S_HH_TAX,21
54395,4412,S_DIR_TAX_DI,-19.9
54451,4424,S_DIR_TAX_DI,-7.9
54357,4412,S_DIR_TAX_DI,-12.6
54431,4412,S_HH_TAX,48
54382,4424,S_DIR_TAX_DI,-6.8
54498,4412,S_DIR_TAX_DI,-15.8
54536,4424,S_DIR_TAX_DI,-9.3
55427,4401,S_DIR_TAX_DI,-13.6
55181,4426,S_DIR_TAX_DI,-11.1
54280,4410,S_HH_TAX,32
55122,4401,S_DIR_TAX_DI,-12.1
54328,4412,S_HH_TAX,69
54542,4410,S_HH_TAX,52
54322,4424,S_DIR_TAX_DI,-9.9
54549,4412,S_DIR_TAX_DI,-13.8
54322,4424,S_HH_TAX,35
54493,4424,S_DIR_TAX_DI,-6.1
54549,4412,S_HH_TAX,52
54533,4424,S_DIR_TAX_DI,-8.5
54483,4412,S_HH_TAX,53
54274,4412,S_HH_TAX,44
54305,4412,S_HH_TAX,71
54439,4412,S_DIR_TAX_DI,-15.9
54526,4412,S_HH_TAX,50
55043,4426,S_DIR_TAX_DI,-14.3
54339,4412,S_DIR_TAX_DI,-17.8
54382,4424,S_HH_TAX,23
55181,4426,S_HH_TAX,36
54274,4412,S_DIR_TAX_DI,-13.4
54397,4412,S_DIR_TAX_DI,-13.9
55505,4426,S_DIR_TAX_DI,-13.1
54300,4412,S_HH_TAX,55
55502,4421,S_DIR_TAX_DI,-13.5
54547,4412,S_HH_TAX,43
55463,4426,S_HH_TAX,42
54557,4412,S_DIR_TAX_DI,-21.5
54270,4424,S_HH_TAX,26
55043,4426,S_HH_TAX,52
54366,4412,S_HH_TAX,64
54483,4412,S_DIR_TAX_DI,-13.8
54498,4412,S_HH_TAX,61
54493,4424,S_HH_TAX,28
54528,4412,S_DIR_TAX_DI,-13.3
55122,4401,S_HH_TAX,39
54526,4412,S_DIR_TAX_DI,-14.4
54318,4412,S_DIR_TAX_DI,-15
54536,4424,S_HH_TAX,34
54367,4424,S_HH_TAX,37
54395,4412,S_HH_TAX,52
55545,4426,S_DIR_TAX_DI,-14.7
54304,4412,S_DIR_TAX_DI,-19.6
54578,4412,S_DIR_TAX_DI,-18.9
54397,4412,S_HH_TAX,52
54270,4424,S_DIR_TAX_DI,-5.6
55063,4424,S_DIR_TAX_DI,-9.6
54280,4410,S_DIR_TAX_DI,-9.4
54357,4412,S_HH_TAX,39
54314,4424,S_HH_TAX,38
54415,4412,S_DIR_TAX_DI,-14.4
54318,4412,S_HH_TAX,58
54462,4412,S_HH_TAX,55
54557,4412,S_HH_TAX,76
55505,4426,S_HH_TAX,51
54542,4410,S_DIR_TAX_DI,-14.3
55010,4427,S_HH_TAX,55
55029,4401,S_HH_TAX,48
54578,4412,S_HH_TAX,65
54273,4410,S_DIR_TAX_DI,-12.5
54304,4412,S_HH_TAX,57
54528,4412,S_HH_TAX,42
54439,4412,S_HH_TAX,60
54300,4412,S_DIR_TAX_DI,-15.7
55010,4427,S_DIR_TAX_DI,-13.7
54415,4412,S_HH_TAX,53
54547,4412,S_DIR_TAX_DI,-15
55545,4426,S_HH_TAX,43
54328,4412,S_DIR_TAX_DI,-18.5
55063,4424,S_HH_TAX,30
54314,4424,S_DIR_TAX_DI,-8
55291,4401,S_HH_TAX,44
54482,4412,S_HH_TAX,54
54323,4424,S_DIR_TAX_DI,-8.2
54451,4424,S_HH_TAX,33
54367,4424,S_DIR_TAX_DI,-9.4
54329,4412,S_HH_TAX,40
54495,4412,S_HH_TAX,61
54459,4412,S_HH_TAX,71
54430,4412,S_HH_TAX,45
55502,4421,S_HH_TAX,40
54273,4410,S_HH_TAX,44
54533,4424,S_HH_TAX,34
54462,4412,S_DIR_TAX_DI,-15.2
54305,4412,S_DIR_TAX_DI,-21.1
54431,4412,S_DIR_TAX_DI,-14.3
55029,4401,S_DIR_TAX_DI,-14.9
54323,4424,S_HH_TAX,27
64279,7503,S_HH_TAX,56
63291,8417,S_HH_TAX,43
63213,8408,S_DIR_TAX_DI,-15.2
64237,7522,S_DIR_TAX_DI,-17.1
64407,7503,S_DIR_TAX_DI,-16.3
64445,7522,S_HH_TAX,47
64417,7522,S_DIR_TAX_DI,-14.7
63103,8408,S_HH_TAX,59
63226,8408,S_DIR_TAX_DI,-17.2
64102,7503,S_HH_TAX,49
63322,8408,S_HH_TAX,64
64348,7522,S_HH_TAX,58
64160,7503,S_HH_TAX,50
63291,8417,S_DIR_TAX_DI,-12.8
63453,8408,S_HH_TAX,53
64417,7522,S_HH_TAX,47
63470,8408,S_DIR_TAX_DI,-14.9
63254,8408,S_DIR_TAX_DI,-19.3
64129,7522,S_HH_TAX,49
64269,7522,S_HH_TAX,71
63338,8423,S_HH_TAX,35
63308,8408,S_DIR_TAX_DI,-22.9
64065,7503,S_DIR_TAX_DI,-17.7
64213,7503,S_DIR_TAX_DI,-14.1
64445,7522,S_DIR_TAX_DI,-16.1
63124,8408,S_HH_TAX,56
63178,8410,S_HH_TAX,47
64393,7522,S_DIR_TAX_DI,-15
64348,7522,S_DIR_TAX_DI,-16.6
64191,7522,S_HH_TAX,49
63148,8408,S_HH_TAX,60
63455,8408,S_DIR_TAX_DI,-18.6
64191,7522,S_DIR_TAX_DI,-14.2
63265,8417,S_HH_TAX,59
64279,7503,S_DIR_TAX_DI,-15.6
63430,8417,S_DIR_TAX_DI,-12.4
64152,7522,S_DIR_TAX_DI,-20.7
64371,7521,S_DIR_TAX_DI,-12.7
64062,7521,S_HH_TAX,42
64410,7522,S_HH_TAX,37
64024,7503,S_HH_TAX,57
64132,7522,S_DIR_TAX_DI,-18.8
64038,7503,S_DIR_TAX_DI,-21.2
64068,7522,S_HH_TAX,53
64399,7522,S_DIR_TAX_DI,-18.1
64189,7503,S_HH_TAX,53
64147,7503,S_HH_TAX,58
64138,7522,S_HH_TAX,59
64269,7522,S_DIR_TAX_DI,-20.8
63113,8408,S_HH_TAX,48
64260,7503,S_DIR_TAX_DI,-14.8
63457,8408,S_HH_TAX,58
63322,8408,S_DIR_TAX_DI,-15.6
64160,7503,S_DIR_TAX_DI,-14.9
64230,7522,S_DIR_TAX_DI,-15.5
63164,8408,S_DIR_TAX_DI,-13.6
64061,7522,S_DIR_TAX_DI,-13.8
64304,7503,S_DIR_TAX_DI,-15.3
64213,7503,S_HH_TAX,52
63262,8408,S_HH_TAX,65
64238,7522,S_DIR_TAX_DI,-16.1
64024,7503,S_DIR_TAX_DI,-18.4
64009,7503,S_DIR_TAX_DI,-18
64122,7503,S_HH_TAX,57
64230,7522,S_HH_TAX,58
63113,8408,S_DIR_TAX_DI,-16
64129,7522,S_DIR_TAX_DI,-14.5
64125,7503,S_HH_TAX,58
63210,8408,S_DIR_TAX_DI,-13.4
64147,7503,S_DIR_TAX_DI,-16.2
64122,7503,S_DIR_TAX_DI,-20.9
64140,7503,S_DIR_TAX_DI,-13.9
63178,8410,S_DIR_TAX_DI,-14.2
63345,8408,S_DIR_TAX_DI,-18.2
63300,8408,S_DIR_TAX_DI,-15.6
63417,8408,S_HH_TAX,68
64304,7503,S_HH_TAX,60
64125,7503,S_DIR_TAX_DI,-19.7
64399,7522,S_HH_TAX,68
63193,8408,S_DIR_TAX_DI,-14.6
64068,7522,S_DIR_TAX_DI,-15.1
63308,8408,S_HH_TAX,58
64062,7521,S_DIR_TAX_DI,-12
63338,8423,S_DIR_TAX_DI,-10.8
64405,7522,S_DIR_TAX_DI,-16.2
64238,7522,S_HH_TAX,61
64035,7503,S_HH_TAX,62
63263,8408,S_DIR_TAX_DI,-19.9
64317,7503,S_DIR_TAX_DI,-15.4
63226,8408,S_HH_TAX,64
63307,8408,S_HH_TAX,62
63430,8417,S_HH_TAX,38
64335,7522,S_HH_TAX,63
63455,8408,S_HH_TAX,70
63457,8408,S_DIR_TAX_DI,-15.3
64405,7522,S_HH_TAX,55
63284,8408,S_HH_TAX,56
63265,8417,S_DIR_TAX_DI,-16.5
64430,7522,S_DIR_TAX_DI,-14
64100,7503,S_DIR_TAX_DI,-19.5
63327,8408,S_DIR_TAX_DI,-16.7
64317,7503,S_HH_TAX,58
63302,8408,S_DIR_TAX_DI,-18.8
64102,7503,S_DIR_TAX_DI,-15.7
64335,7522,S_DIR_TAX_DI,-18
63327,8408,S_HH_TAX,67
64256,7503,S_HH_TAX,47
64284,7522,S_HH_TAX,51
63272,8408,S_HH_TAX,68
63302,8408,S_HH_TAX,69
64256,7503,S_DIR_TAX_DI,-14.5
63262,8408,S_DIR_TAX_DI,-17.1
63213,8408,S_HH_TAX,62
64132,7522,S_HH_TAX,60
63245,8408,S_HH_TAX,64
63245,8408,S_DIR_TAX_DI,-16.7
64260,7503,S_HH_TAX,48
64100,7503,S_HH_TAX,64
63276,8417,S_DIR_TAX_DI,-13.6
63214,8408,S_DIR_TAX_DI,-14.6
64035,7503,S_DIR_TAX_DI,-19.6
63210,8408,S_HH_TAX,46
64284,7522,S_DIR_TAX_DI,-16
64237,7522,S_HH_TAX,58
64422,7521,S_HH_TAX,45
64140,7503,S_HH_TAX,51
63417,8408,S_DIR_TAX_DI,-17.5
64065,7503,S_HH_TAX,56
64152,7522,S_HH_TAX,75
63254,8408,S_HH_TAX,67
63124,8408,S_DIR_TAX_DI,-15
64189,7503,S_DIR_TAX_DI,-17.8
64410,7522,S_DIR_TAX_DI,-11
64061,7522,S_HH_TAX,52
57153,4410,S_HH_TAX,62
63300,8408,S_HH_TAX,52
64430,7522,S_HH_TAX,46
64009,7503,S_HH_TAX,60
64393,7522,S_HH_TAX,57
63284,8408,S_DIR_TAX_DI,-15.6
56168,5301,S_HH_TAX,55
56179,5309,S_HH_TAX,54
56161,5301,S_HH_TAX,53
57370,4424,S_DIR_TAX_DI,-9.8
63164,8408,S_HH_TAX,52
57144,4408,S_DIR_TAX_DI,-11.2
57205,4416,S_DIR_TAX_DI,-13.2
63116,8408,S_DIR_TAX_DI,-13.9
63103,8408,S_DIR_TAX_DI,-16.9
63345,8408,S_HH_TAX,67
63227,8408,S_HH_TAX,65
63307,8408,S_DIR_TAX_DI,-17.3
64060,7522,S_HH_TAX,62
64038,7503,S_HH_TAX,64
57498,4424,S_DIR_TAX_DI,-10.8
64138,7522,S_DIR_TAX_DI,-14.9
63227,8408,S_DIR_TAX_DI,-16.9
63272,8408,S_DIR_TAX_DI,-20
63195,8417,S_HH_TAX,49
63263,8408,S_HH_TAX,71
63470,8408,S_HH_TAX,61
64422,7521,S_DIR_TAX_DI,-12.6
56078,5309,S_HH_TAX,62
56178,5312,S_DIR_TAX_DI,-14.7
56023,5301,S_HH_TAX,56
56089,5309,S_DIR_TAX_DI,-12.2
57096,4424,S_DIR_TAX_DI,-7.3
57102,4424,S_HH_TAX,54
56031,5301,S_DIR_TAX_DI,-12.2
57155,4410,S_DIR_TAX_DI,-15.1
57289,4420,S_HH_TAX,58
56013,5301,S_HH_TAX,51
56075,5311,S_DIR_TAX_DI,-14.3
56247,5318,S_DIR_TAX_DI,-14
57529,4424,S_DIR_TAX_DI,-5.7
57283,4410,S_HH_TAX,41
56054,5301,S_HH_TAX,56
56130,5309,S_HH_TAX,53
56036,5309,S_DIR_TAX_DI,-14.9
57096,4424,S_HH_TAX,29
57447,4410,S_DIR_TAX_DI,-20.4
57441,4424,S_DIR_TAX_DI,-11.1
57049,4410,S_DIR_TAX_DI,-17.1
56206,5318,S_DIR_TAX_DI,-15.3
56001,0062,S_HH_TAX,47
56173,5312,S_HH_TAX,45
56097,5301,S_HH_TAX,50
56152,5301,S_DIR_TAX_DI,-15.5
56118,5309,S_HH_TAX,55
57491,4410,S_HH_TAX,36
57032,4410,S_DIR_TAX_DI,-12.5
56234,5301,S_DIR_TAX_DI,-16.8
56001,0062,S_DIR_TAX_DI,-13
57224,4416,S_DIR_TAX_DI,-11.2
57032,4410,S_HH_TAX,47
56255,5318,S_DIR_TAX_DI,-15
57508,4424,S_DIR_TAX_DI,-8.4
57447,4410,S_HH_TAX,63
57332,4408,S_HH_TAX,41
57017,4410,S_HH_TAX,60
57132,4419,S_HH_TAX,44
57443,4410,S_HH_TAX,49
57537,4408,S_HH_TAX,42
56186,5301,S_HH_TAX,57
56121,5309,S_DIR_TAX_DI,-14.4
56166,5309,S_DIR_TAX_DI,-13.9
56066,5303,S_HH_TAX,40
56246,5312,S_DIR_TAX_DI,-14.1
57428,4416,S_DIR_TAX_DI,-15.8
57336,4416,S_HH_TAX,41
57177,4419,S_DIR_TAX_DI,-13.5
57550,4416,S_DIR_TAX_DI,-13.8
56214,5318,S_HH_TAX,65
56222,5312,S_HH_TAX,50
56194,0062,S_DIR_TAX_DI,-13
56089,5309,S_HH_TAX,45
56177,5301,S_DIR_TAX_DI,-13.6
57038,4424,S_DIR_TAX_DI,-6.1
56149,5318,S_DIR_TAX_DI,-12.9
56066,5303,S_DIR_TAX_DI,-11.7
57540,4419,S_HH_TAX,50
57153,4410,S_DIR_TAX_DI,-17.8
56003,5318,S_DIR_TAX_DI,-20.3
57289,4420,S_DIR_TAX_DI,-16.3
56117,5312,S_HH_TAX,46
57370,4424,S_HH_TAX,41
56008,5318,S_DIR_TAX_DI,-19.8
56127,5311,S_DIR_TAX_DI,-11.6
56249,5311,S_DIR_TAX_DI,-14.4
57240,4408,S_DIR_TAX_DI,-11.6
57287,4424,S_HH_TAX,45
57288,4416,S_HH_TAX,53
56246,5312,S_HH_TAX,53
57039,4410,S_HH_TAX,65
56091,5311,S_DIR_TAX_DI,-13.4
56172,5318,S_HH_TAX,46
56097,5301,S_DIR_TAX_DI,-12.8
57019,4410,S_DIR_TAX_DI,-11.1
57058,4408,S_HH_TAX,24
56040,5309,S_HH_TAX,53
56166,5309,S_HH_TAX,50
56003,5318,S_HH_TAX,69
56262,5318,S_HH_TAX,57
57521,4408,S_DIR_TAX_DI,-20.1
56034,5301,S_DIR_TAX_DI,-19.4
56026,5309,S_HH_TAX,40
57443,4410,S_DIR_TAX_DI,-11.9
57433,4410,S_HH_TAX,42
56118,5309,S_DIR_TAX_DI,-14.4
56248,5318,S_HH_TAX,59
57260,4408,S_HH_TAX,58
57221,4424,S_DIR_TAX_DI,-9.2
57428,4416,S_HH_TAX,56
57193,4410,S_HH_TAX,56
57226,4424,S_DIR_TAX_DI,-9.6
57041,4424,S_DIR_TAX_DI,-7.6
56157,5318,S_HH_TAX,51
56094,5309,S_HH_TAX,59
57123,4416,S_DIR_TAX_DI,-12.5
57207,4408,S_HH_TAX,25
57336,4416,S_DIR_TAX_DI,-11
56162,5309,S_DIR_TAX_DI,-18.1
57102,4424,S_DIR_TAX_DI,-11.6
56179,5309,S_DIR_TAX_DI,-13.8
56132,5318,S_HH_TAX,64
57143,4410,S_DIR_TAX_DI,-11.2
56102,5311,S_HH_TAX,42
56040,5309,S_DIR_TAX_DI,-13.4
56015,5318,S_DIR_TAX_DI,-13.9
56017,5312,S_DIR_TAX_DI,-13
56263,5301,S_DIR_TAX_DI,-14.4
56248,5318,S_DIR_TAX_DI,-15.3
57159,4416,S_HH_TAX,48
57155,4410,S_HH_TAX,61
56124,5311,S_DIR_TAX_DI,-14.3
56098,5309,S_DIR_TAX_DI,-12.5
56126,5318,S_DIR_TAX_DI,-13.3
56008,5318,S_HH_TAX,65
57240,4408,S_HH_TAX,37
57465,4424,S_DIR_TAX_DI,-10.6
57041,4424,S_HH_TAX,26
56007,5301,S_HH_TAX,48
56169,5309,S_HH_TAX,56
57484,4408,S_DIR_TAX_DI,-13.5
57480,4410,S_HH_TAX,49
56255,5318,S_HH_TAX,57
56251,5318,S_DIR_TAX_DI,-16.2
56055,5301,S_HH_TAX,54
56251,5318,S_HH_TAX,59
57012,4424,S_HH_TAX,30
56147,5318,S_HH_TAX,47
57463,4410,S_HH_TAX,47
57227,4408,S_HH_TAX,38
56184,5318,S_HH_TAX,51
56119,5301,S_HH_TAX,55
56096,5301,S_HH_TAX,48
56185,5309,S_HH_TAX,57
56055,5301,S_DIR_TAX_DI,-15.6
56193,5309,S_HH_TAX,52
57106,4416,S_DIR_TAX_DI,-11.4
56178,5312,S_HH_TAX,47
56164,5318,S_DIR_TAX_DI,-17
56151,5312,S_DIR_TAX_DI,-13.9
56181,5309,S_DIR_TAX_DI,-14.8
56067,5318,S_HH_TAX,56
57242,4410,S_HH_TAX,44
57491,4410,S_DIR_TAX_DI,-10.3
57144,4408,S_HH_TAX,44
57089,4420,S_HH_TAX,42
57483,4416,S_DIR_TAX_DI,-12.5
56126,5318,S_HH_TAX,49
56057,5303,S_HH_TAX,42
56069,5309,S_HH_TAX,50
56002,5318,S_DIR_TAX_DI,-15.6
56017,5312,S_HH_TAX,50
56033,0062,S_HH_TAX,42
57550,4416,S_HH_TAX,58
56222,5312,S_DIR_TAX_DI,-12.3
56164,5318,S_HH_TAX,62
56041,5312,S_DIR_TAX_DI,-13.8
57537,4408,S_DIR_TAX_DI,-12.5
