ZE2020,year,stock
5312,2023,8167.0
5313,2017,9926.0
5313,2018,9870.0
5313,2019,9975.0
5313,2020,9902.0
5313,2021,10175.0
5313,2022,25404.0
5313,2023,26074.0
5314,2017,1588.0
5314,2018,1587.0
5314,2019,1618.0
5314,2020,1606.0
5314,2021,1649.0
5314,2022,4445.0
5314,2023,4534.0
5315,2017,20985.0
5315,2018,21240.0
5315,2019,22081.0
5315,2020,22250.0
5315,2021,23370.0
5315,2022,64220.0
5315,2023,65983.0
5316,2017,5847.0
5316,2018,5891.0
5316,2019,6054.0
5316,2020,6032.0
5316,2021,6255.0
5316,2022,15047.0
5316,2023,15317.0
5317,2017,5327.0
5317,2018,5447.0
5317,2019,5548.0
5317,2020,5612.0
5317,2021,5923.0
5317,2022,15953.0
5317,2023,16123.0
5318,2017,7843.0
5318,2018,7887.0
5318,2019,8179.0
5318,2020,8201.0
5318,2021,8632.0
5318,2022,22804.0
5318,2023,23372.0
5319,2017,2706.0
5319,2018,2693.0
5319,2019,2798.0
5319,2020,2825.0
5319,2021,2943.0
5319,2022,6956.0
5319,2023,6963.0
7501,2017,5096.0
7501,2018,5056.0
7501,2019,5198.0
7501,2020,5226.0
7501,2021,5392.0
7501,2022,12472.0
7501,2023,12648.0
7502,2017,7462.0
7502,2018,7507.0
7502,2019,7696.0
7502,2020,7741.0
7502,2021,7934.0
7502,2022,19058.0
7502,2023,19204.0
7503,2017,14545.0
7503,2018,14752.0
7503,2019,15197.0
7503,2020,15320.0
7503,2021,15998.0
7503,2022,49500.0
7503,2023,50621.0
7504,2017,4229.0
7504,2018,4203.0
7504,2019,4275.0
7504,2020,4267.0
7504,2021,4403.0
7504,2022,11138.0
7504,2023,11114.0
7505,2017,38968.0
7505,2018,39411.0
7505,2019,41164.0
7505,2020,42015.0
7505,2021,43958.0
7505,2022,139243.0
7505,2023,142567.0
7506,2017,3602.0
7506,2018,3602.0
7506,2019,3751.0
7506,2020,3726.0
7506,2021,3789.0
7506,2022,7610.0
7506,2023,7635.0
7507,2017,4636.0
7507,2018,4611.0
7507,2019,4689.0
7507,2020,4723.0
7507,2021,4925.0
7507,2022,12237.0
7507,2023,12276.0
7508,2017,2261.0
7508,2018,2241.0
7508,2019,2271.0
7508,2020,2231.0
7508,2021,2282.0
7508,2022,5513.0
7508,2023,5507.0
7509,2017,5564.0
7509,2018,5552.0
7509,2019,5752.0
7509,2020,5775.0
7509,2021,5839.0
7509,2022,11523.0
7509,2023,11165.0
7510,2017,5714.0
7510,2018,5732.0
7510,2019,5862.0
7510,2020,5849.0
7510,2021,6041.0
7510,2022,17121.0
7510,2023,17631.0
7511,2017,4115.0
7511,2018,4070.0
7511,2019,4120.0
7511,2020,4099.0
7511,2021,4176.0
7511,2022,8723.0
7511,2023,8461.0
7512,2017,9258.0
7512,2018,9299.0
7512,2019,9580.0
7512,2020,9738.0
7512,2021,10169.0
7512,2022,29642.0
7512,2023,30091.0
7513,2017,5612.0
7513,2018,5689.0
7513,2019,5961.0
7513,2020,5980.0
7513,2021,6365.0
7513,2022,19973.0
7513,2023,20618.0
7514,2017,4161.0
7514,2018,4175.0
7514,2019,4271.0
7514,2020,4303.0
7514,2021,4463.0
7514,2022,11537.0
7514,2023,11624.0
7515,2017,2568.0
7515,2018,2595.0
7515,2019,2680.0
7515,2020,2661.0
7515,2021,2819.0
7515,2022,6978.0
7515,2023,7086.0
7516,2017,5571.0
7516,2018,5547.0
7516,2019,5769.0
7516,2020,5742.0
7516,2021,5975.0
7516,2022,14527.0
7516,2023,14760.0
7517,2017,9085.0
7517,2018,9079.0
7517,2019,9281.0
7517,2020,9285.0
7517,2021,9568.0
7517,2022,23634.0
7517,2023,23976.0
7518,2017,3701.0
7518,2018,3678.0
7518,2019,3755.0
7518,2020,3782.0
7518,2021,3895.0
7518,2022,8517.0
7518,2023,8441.0
7519,2017,4692.0
7519,2018,4724.0
7519,2019,4728.0
7519,2020,4694.0
7519,2021,4821.0
7519,2022,10570.0
7519,2023,10653.0
7520,2017,6226.0
7520,2018,6381.0
7520,2019,6470.0
7520,2020,6473.0
7520,2021,6592.0
7520,2022,14927.0
7520,2023,15245.0
7521,2017,2661.0
7521,2018,2634.0
7521,2019,2695.0
7521,2020,2683.0
7521,2021,2785.0
7521,2022,6588.0
7521,2023,6461.0
7522,2017,10806.0
7522,2018,10732.0
7522,2019,10939.0
7522,2020,10874.0
7522,2021,11177.0
7522,2022,29302.0
7522,2023,29814.0
7523,2017,7254.0
7523,2018,7231.0
7523,2019,7348.0
7523,2020,7330.0
7523,2021,7581.0
7523,2022,19469.0
7523,2023,19558.0
7524,2017,9233.0
7524,2018,9199.0
7524,2019,9375.0
7524,2020,9375.0
7524,2021,9635.0
7524,2022,24344.0
7524,2023,24679.0
7525,2017,2282.0
7525,2018,2278.0
7525,2019,2308.0
7525,2020,2324.0
7525,2021,2385.0
7525,2022,6455.0
7525,2023,6522.0
7526,2017,5751.0
7526,2018,5719.0
7526,2019,5865.0
7526,2020,5859.0
7526,2021,6078.0
7526,2022,14967.0
7526,2023,15102.0
7527,2017,2512.0
7527,2018,2543.0
7527,2019,2593.0
7527,2020,2562.0
7527,2021,2636.0
7527,2022,6946.0
7527,2023,6884.0
7528,2017,4545.0
7528,2018,4543.0
7528,2019,4661.0
7528,2020,4626.0
7528,2021,4740.0
7528,2022,11084.0
7528,2023,11019.0
7529,2017,2956.0
7529,2018,2938.0
7529,2019,3061.0
7529,2020,3010.0
7529,2021,3154.0
7529,2022,8267.0
7529,2023,8142.0
7530,2017,1783.0
7530,2018,1911.0
7530,2019,1963.0
7530,2020,1944.0
7530,2021,2016.0
7530,2022,4169.0
7530,2023,4159.0
7531,2017,2818.0
7531,2018,2784.0
7531,2019,2855.0
7531,2020,2824.0
7531,2021,2904.0
7531,2022,6469.0
7531,2023,6530.0
7532,2017,3066.0
7532,2018,3011.0
7532,2019,3098.0
7532,2020,3111.0
7532,2021,3184.0
7532,2022,7987.0
7532,2023,8014.0
7601,2017,3627.0
7601,2018,3581.0
7601,2019,3752.0
7601,2020,3695.0
7601,2021,3962.0
7601,2022,10575.0
7601,2023,10667.0
7602,2017,7876.0
7602,2018,7876.0
7602,2019,8121.0
7602,2020,8199.0
7602,2021,8566.0
7602,2022,23682.0
7602,2023,23925.0
7603,2017,6149.0
7603,2018,6164.0
7603,2019,6332.0
7603,2020,6317.0
7603,2021,6538.0
7603,2022,17968.0
7603,2023,18477.0
7604,2017,6366.0
7604,2018,6375.0
7604,2019,6466.0
7604,2020,6492.0
7604,2021,6647.0
7604,2022,15472.0
7604,2023,15457.0
7605,2017,2259.0
7605,2018,2251.0
7605,2019,2311.0
7605,2020,2279.0
7605,2021,2360.0
7605,2022,6183.0
7605,2023,6298.0
7606,2017,7676.0
7606,2018,7691.0
7606,2019,8067.0
7606,2020,8074.0
7606,2021,8380.0
7606,2022,23697.0
7606,2023,24393.0
7607,2017,3217.0
7607,2018,3275.0
7607,2019,3292.0
7607,2020,3288.0
7607,2021,3410.0
7607,2022,8723.0
7607,2023,8742.0
7608,2017,6623.0
7608,2018,6599.0
7608,2019,6757.0
7608,2020,6791.0
7608,2021,7004.0
7608,2022,17116.0
7608,2023,17247.0
7609,2017,2441.0
7609,2018,2405.0
7609,2019,2426.0
7609,2020,2413.0
7609,2021,2468.0
7609,2022,5763.0
7609,2023,5768.0
7610,2017,5284.0
7610,2018,5228.0
7610,2019,5335.0
7610,2020,5362.0
7610,2021,5533.0
7610,2022,14135.0
7610,2023,14311.0
7611,2017,3260.0
7611,2018,3221.0
7611,2019,3258.0
7611,2020,3218.0
7611,2021,3301.0
7611,2022,8616.0
7611,2023,8494.0
7612,2017,4502.0
7612,2018,4469.0
7612,2019,4566.0
7612,2020,4558.0
7612,2021,4765.0
7612,2022,12634.0
7612,2023,12672.0
7613,2017,3226.0
7613,2018,3262.0
7613,2019,3255.0
7613,2020,3252.0
7613,2021,3369.0
7613,2022,6275.0
7613,2023,6177.0
7614,2017,2742.0
7614,2018,2732.0
7614,2019,2834.0
7614,2020,2822.0
7614,2021,2928.0
7614,2022,6484.0
7614,2023,6468.0
7615,2017,5965.0
7615,2018,5942.0
7615,2019,6097.0
7615,2020,6113.0
7615,2021,6410.0
7615,2022,17094.0
7615,2023,17401.0
7616,2017,26281.0
7616,2018,26581.0
7616,2019,27894.0
7616,2020,28438.0
7616,2021,30155.0
7616,2022,95847.0
7616,2023,98050.0
7617,2017,5811.0
7617,2018,5836.0
7617,2019,5963.0
7617,2020,5989.0
7617,2021,6193.0
7617,2022,16405.0
7617,2023,16826.0
7618,2017,12585.0
7618,2018,12614.0
7618,2019,13072.0
7618,2020,13127.0
7618,2021,13773.0
7618,2022,37896.0
7618,2023,39009.0
7619,2017,2094.0
7619,2018,2104.0
7619,2019,2107.0
7619,2020,2092.0
7619,2021,2169.0
7619,2022,5227.0
7619,2023,5126.0
7620,2017,17015.0
7620,2018,16805.0
7620,2019,17445.0
7620,2020,17568.0
7620,2021,18400.0
7620,2022,49313.0
7620,2023,50407.0
7621,2017,6139.0
7621,2018,6161.0
7621,2019,6250.0
7621,2020,6340.0
7621,2021,6497.0
7621,2022,14611.0
7621,2023,14354.0
7622,2017,4413.0
7622,2018,4369.0
7622,2019,4455.0
7622,2020,4419.0
7622,2021,4564.0
7622,2022,12184.0
7622,2023,12418.0
7623,2017,3705.0
7623,2018,3694.0
7623,2019,3783.0
7623,2020,3794.0
7623,2021,3990.0
7623,2022,11440.0
7623,2023,11806.0
7624,2017,8958.0
7624,2018,8784.0
7624,2019,8892.0
7624,2020,8766.0
7624,2021,8988.0
7624,2022,23106.0
7624,2023,22814.0
7625,2017,40318.0
7625,2018,40340.0
7625,2019,42105.0
7625,2020,42696.0
7625,2021,44718.0
7625,2022,137063.0
7625,2023,139791.0
8401,2017,11666.0
8401,2018,11725.0
8401,2019,12191.0
8401,2020,12294.0
8401,2021,12786.0
8401,2022,39407.0
8401,2023,40048.0
8402,2017,4984.0
8402,2018,4967.0
8402,2019,5053.0
8402,2020,5050.0
8402,2021,5324.0
8402,2022,14295.0
8402,2023,14421.0
8403,2017,3128.0
8403,2018,3134.0
8403,2019,3138.0
8403,2020,3131.0
8403,2021,3215.0
8403,2022,6596.0
8403,2023,6372.0
8404,2017,1467.0
8404,2018,1536.0
8404,2019,1578.0
8404,2020,1604.0
8404,2021,1648.0
8404,2022,4351.0
8404,2023,4429.0
8405,2017,7996.0
8405,2018,7994.0
8405,2019,8274.0
8405,2020,8284.0
8405,2021,8565.0
8405,2022,21350.0
8405,2023,21559.0
8406,2017,6664.0
8406,2018,6825.0
8406,2019,7155.0
8406,2020,7212.0
8406,2021,7504.0
8406,2022,20817.0
8406,2023,21375.0
8407,2017,8841.0
8407,2018,8932.0
8407,2019,9203.0
8407,2020,9247.0
8407,2021,9617.0
8407,2022,27751.0
8407,2023,28198.0
8408,2017,14845.0
8408,2018,14761.0
8408,2019,15059.0
8408,2020,15115.0
8408,2021,15734.0
8408,2022,40406.0
8408,2023,41296.0
8409,2017,20301.0
8409,2018,20099.0
8409,2019,20754.0
8409,2020,20634.0
8409,2021,21215.0
8409,2022,60804.0
8409,2023,61282.0
8410,2017,2966.0
8410,2018,2992.0
8410,2019,3010.0
8410,2020,3034.0
8410,2021,3173.0
8410,2022,7423.0
8410,2023,7254.0
8411,2017,2189.0
8411,2018,2217.0
8411,2019,2264.0
8411,2020,2257.0
8411,2021,2269.0
8411,2022,7467.0
8411,2023,6005.0
8412,2017,2941.0
8412,2018,2927.0
8412,2019,3038.0
8412,2020,3045.0
8412,2021,3128.0
8412,2022,7668.0
8412,2023,7735.0
8413,2017,7236.0
8413,2018,7284.0
8413,2019,7507.0
8413,2020,7456.0
8413,2021,7660.0
8413,2022,22502.0
8413,2023,22505.0
8414,2017,3336.0
8414,2018,3323.0
8414,2019,3401.0
8414,2020,3445.0
8414,2021,3502.0
8414,2022,9305.0
8414,2023,9448.0
8415,2017,4605.0
8415,2018,4615.0
8415,2019,4692.0
8415,2020,4661.0
8415,2021,4761.0
8415,2022,13928.0
8415,2023,14069.0
8416,2017,8741.0
8416,2018,8923.0
8416,2019,9174.0
8416,2020,9201.0
8416,2021,9594.0
8416,2022,26724.0
8416,2023,27062.0
8417,2017,2751.0
8417,2018,2753.0
8417,2019,2800.0
8417,2020,2782.0
8417,2021,2877.0
8417,2022,6812.0
8417,2023,6926.0
8418,2017,3762.0
8418,2018,3705.0
8418,2019,3823.0
8418,2020,3808.0
8418,2021,3917.0
8418,2022,13263.0
8418,2023,13472.0
8419,2017,4469.0
8419,2018,4430.0
8419,2019,4548.0
8419,2020,4508.0
8419,2021,4626.0
8419,2022,10104.0
8419,2023,10124.0
8420,2017,2875.0
8420,2018,2837.0
8420,2019,2945.0
8420,2020,2960.0
8420,2021,3040.0
8420,2022,7376.0
8420,2023,7577.0
8421,2017,40579.0
8421,2018,40696.0
8421,2019,42818.0
8421,2020,43438.0
8421,2021,45653.0
8421,2022,215226.0
8421,2023,218875.0
8422,2017,3634.0
8422,2018,3612.0
8422,2019,3704.0
8422,2020,3745.0
8422,2021,3917.0
8422,2022,10601.0
8422,2023,10763.0
8423,2017,3393.0
8423,2018,3295.0
8423,2019,3332.0
8423,2020,3304.0
8423,2021,3384.0
8423,2022,7562.0
8423,2023,7442.0
8424,2017,3121.0
8424,2018,3062.0
8424,2019,3157.0
8424,2020,3127.0
8424,2021,3170.0
8424,2022,6551.0
8424,2023,6383.0
8425,2017,2049.0
8425,2018,2044.0
8425,2019,2078.0
8425,2020,2099.0
8425,2021,2131.0
8425,2022,4609.0
8425,2023,4713.0
8426,2017,4143.0
8426,2018,4084.0
8426,2019,4134.0
8426,2020,4132.0
8426,2021,4282.0
8426,2022,10975.0
8426,2023,11060.0
8427,2017,3259.0
8427,2018,3285.0
8427,2019,3338.0
8427,2020,3410.0
8427,2021,3468.0
8427,2022,9512.0
8427,2023,9573.0
8428,2017,16307.0
8428,2018,16098.0
8428,2019,16647.0
8428,2020,16771.0
8428,2021,17316.0
8428,2022,44617.0
8428,2023,45438.0
8429,2017,1486.0
8429,2018,1494.0
8429,2019,1496.0
8429,2020,1473.0
8429,2021,1518.0
8429,2022,3023.0
8429,2023,2824.0
8430,2017,1696.0
8430,2018,1734.0
8430,2019,1749.0
8430,2020,1739.0
8430,2021,1821.0
8430,2022,4496.0
8430,2023,4528.0
8431,2017,10664.0
8431,2018,10610.0
8431,2019,10907.0
8431,2020,10995.0
8431,2021,11392.0
8431,2022,29616.0
8431,2023,30074.0
8432,2017,4653.0
8432,2018,4556.0
8432,2019,4619.0
8432,2020,4586.0
8432,2021,4743.0
8432,2022,11236.0
8432,2023,11348.0
8433,2017,7687.0
8433,2018,7687.0
8433,2019,7924.0
8433,2020,7972.0
8433,2021,8272.0
8433,2022,21058.0
8433,2023,21393.0
8434,2017,6081.0
8434,2018,6244.0
8434,2019,6504.0
8434,2020,6606.0
8434,2021,6866.0
8434,2022,17911.0
8434,2023,18537.0
8435,2017,5835.0
8435,2018,5880.0
8435,2019,6115.0
8435,2020,6110.0
8435,2021,6333.0
8435,2022,18586.0
8435,2023,18893.0
9301,2017,16174.0
9301,2018,16200.0
9301,2019,16974.0
9301,2020,17252.0
9301,2021,18042.0
9301,2022,55819.0
9301,2023,57226.0
9302,2017,2275.0
9302,2018,2227.0
9302,2019,2323.0
9302,2020,2299.0
9302,2021,2347.0
9302,2022,7059.0
9302,2023,6902.0
9303,2017,3830.0
9303,2018,3967.0
9303,2019,4144.0
9303,2020,4246.0
9303,2021,4532.0
9303,2022,14417.0
9303,2023,14854.0
9304,2017,19692.0
9304,2018,19657.0
9304,2019,20284.0
9304,2020,20104.0
9304,2021,20803.0
9304,2022,67372.0
9304,2023,69531.0
9305,2017,3301.0
9305,2018,3283.0
9305,2019,3607.0
9305,2020,3636.0
9305,2021,3814.0
9305,2022,10447.0
9305,2023,10595.0
9306,2017,5180.0
9306,2018,5123.0
9306,2019,5477.0
9306,2020,5487.0
9306,2021,5721.0
9306,2022,15699.0
9306,2023,16062.0
9307,2017,3495.0
9307,2018,3505.0
9307,2019,3667.0
9307,2020,3688.0
9307,2021,3781.0
9307,2022,8755.0
9307,2023,8722.0
9308,2017,3863.0
9308,2018,3886.0
9308,2019,4039.0
9308,2020,4015.0
9308,2021,4235.0
9308,2022,13299.0
9308,2023,13788.0
9309,2017,5104.0
9309,2018,5123.0
9309,2019,5288.0
9309,2020,5355.0
9309,2021,5598.0
9309,2022,17187.0
9309,2023,17650.0
9310,2017,4671.0
9310,2018,4724.0
9310,2019,4903.0
9310,2020,4924.0
9310,2021,5093.0
9310,2022,13795.0
9310,2023,13403.0
9311,2017,3582.0
9311,2018,3598.0
9311,2019,3721.0
9311,2020,3745.0
9311,2021,3883.0
9311,2022,10372.0
9311,2023,10531.0
9312,2017,12794.0
9312,2018,12872.0
9312,2019,13423.0
9312,2020,13635.0
9312,2021,14282.0
9312,2022,132860.0
9312,2023,136567.0
9313,2017,8557.0
9313,2018,8598.0
9313,2019,8966.0
9313,2020,9093.0
9313,2021,9477.0
9313,2022,26782.0
9313,2023,27431.0
9314,2017,2760.0
9314,2018,2719.0
9314,2019,2740.0
9314,2020,2716.0
9314,2021,2823.0
9314,2022,8548.0
9314,2023,8803.0
9315,2017,24596.0
9315,2018,24664.0
9315,2019,25475.0
9315,2020,25496.0
9315,2021,26439.0
9315,2022,82601.0
9315,2023,84182.0
9316,2017,2561.0
9316,2018,2548.0
9316,2019,2773.0
9316,2020,2787.0
9316,2021,2902.0
9316,2022,6802.0
9316,2023,6802.0
9317,2017,4557.0
9317,2018,4586.0
9317,2019,4808.0
9317,2020,4784.0
9317,2021,4979.0
9317,2022,13092.0
9317,2023,13490.0
9318,2017,18993.0
9318,2018,19104.0
9318,2019,19726.0
9318,2020,19744.0
9318,2021,20675.0
9318,2022,62354.0
9318,2023,63828.0
9401,2017,5134.0
9401,2018,5190.0
9401,2019,5335.0
9401,2020,5208.0
9401,2021,5458.0
9401,2022,14013.0
9401,2023,14352.0
9402,2017,5246.0
9402,2018,5303.0
9402,2019,5605.0
9402,2020,5610.0
9402,2021,5821.0
9402,2022,14087.0
9402,2023,14512.0
9403,2017,1467.0
9403,2018,1471.0
9403,2019,1539.0
9403,2020,1474.0
9403,2021,1577.0
9403,2022,3929.0
9403,2023,4045.0
9404,2017,678.0
9404,2018,705.0
9404,2019,748.0
9404,2020,719.0
9404,2021,754.0
9404,2022,1618.0
9404,2023,1675.0
9405,2017,910.0
9405,2018,920.0
9405,2019,964.0
9405,2020,974.0
9405,2021,1019.0
9405,2022,2315.0
9405,2023,2358.0
9406,2017,2140.0
9406,2018,2205.0
9406,2019,2338.0
9406,2020,2336.0
9406,2021,2523.0
9406,2022,6513.0
9406,2023,6809.0
9407,2017,790.0
9407,2018,822.0
9407,2019,872.0
9407,2020,851.0
9407,2021,915.0
9407,2022,2020.0
9407,2023,2036.0
