ZE2020,year,stock
1114,2021,21059.0
1114,2022,65181.0
1114,2023,66644.0
1115,2017,16998.0
1115,2018,17059.0
1115,2019,17720.0
1115,2020,17866.0
1115,2021,18453.0
1115,2022,54075.0
1115,2023,54226.0
2401,2017,5245.0
2401,2018,5292.0
2401,2019,5478.0
2401,2020,5501.0
2401,2021,5684.0
2401,2022,12896.0
2401,2023,13077.0
2402,2017,6048.0
2402,2018,5949.0
2402,2019,6107.0
2402,2020,6051.0
2402,2021,6174.0
2402,2022,13808.0
2402,2023,13805.0
2403,2017,5949.0
2403,2018,5877.0
2403,2019,6105.0
2403,2020,6098.0
2403,2021,6277.0
2403,2022,14842.0
2403,2023,15168.0
2404,2017,1729.0
2404,2018,1745.0
2404,2019,1830.0
2404,2020,1827.0
2404,2021,1852.0
2404,2022,3425.0
2404,2023,3504.0
2405,2017,6604.0
2405,2018,6486.0
2405,2019,6619.0
2405,2020,6617.0
2405,2021,6738.0
2405,2022,13155.0
2405,2023,13136.0
2406,2017,1520.0
2406,2018,1503.0
2406,2019,1523.0
2406,2020,1514.0
2406,2021,1539.0
2406,2022,3518.0
2406,2023,3397.0
2407,2017,2452.0
2407,2018,2406.0
2407,2019,2460.0
2407,2020,2455.0
2407,2021,2506.0
2407,2022,5050.0
2407,2023,5053.0
2408,2017,1959.0
2408,2018,1921.0
2408,2019,1987.0
2408,2020,1972.0
2408,2021,2041.0
2408,2022,4320.0
2408,2023,4145.0
2409,2017,3421.0
2409,2018,3462.0
2409,2019,3579.0
2409,2020,3587.0
2409,2021,3690.0
2409,2022,8642.0
2409,2023,8755.0
2410,2017,12457.0
2410,2018,12502.0
2410,2019,12893.0
2410,2020,13055.0
2410,2021,13374.0
2410,2022,32767.0
2410,2023,33412.0
2411,2017,1718.0
2411,2018,1690.0
2411,2019,1784.0
2411,2020,1747.0
2411,2021,1806.0
2411,2022,4052.0
2411,2023,4087.0
2412,2017,2900.0
2412,2018,2905.0
2412,2019,2982.0
2412,2020,2954.0
2412,2021,2974.0
2412,2022,6448.0
2412,2023,6537.0
2413,2017,15375.0
2413,2018,15306.0
2413,2019,15790.0
2413,2020,15822.0
2413,2021,16358.0
2413,2022,42885.0
2413,2023,43614.0
2414,2017,2082.0
2414,2018,2096.0
2414,2019,2167.0
2414,2020,2130.0
2414,2021,2188.0
2414,2022,4541.0
