codgeo,ze2020,jobs_lt_2022_total
17344,7528,377.97561
25580,2714,2267.08227
72054,5212,3905.08423
17457,7512,232.73041
28233,2404,387.64571
17429,7525,844.38721
28062,0057,271.14323
29130,5302,600.757
35241,5317,942.49606
41025,2401,598.80508
64250,7503,171.10711
66148,7620,1237.70981
18037,2407,253.67803
34288,7616,136.01877
50562,2805,961.99426
40192,7519,23596.1739
35107,5315,180.13521
42338,8426,396.61368
50076,2810,932.18262
62502,3205,4182.93961
69299,8421,5634.0568
77096,1105,598.09878
60029,0054,1219.18466
22369,5304,295.51666
44072,5219,2488.74946
76475,2815,2487.21928
35266,5315,741.51719
38544,8433,15653.49309
49323,5202,5479.65592
11322,7617,102.05634
95211,1101,2220.14741
52269,4404,5672.00052
03138,8432,1993.95571
59256,3216,4169.91483
03018,8432,484.61591
60325,3210,1231.39514
03094,8432,1384.2352
91573,1104,3025.52214
06025,9315,409.20348
10343,4425,1798.28375
45087,2407,538.298
18011,2407,799.39156
35154,5319,209.28486
33065,7505,2155.80105
34243,7616,275.98077
37049,2408,229.12393
33384,7516,228.20845
85280,5203,957.57998
37085,2413,69.73404
34024,7623,1188.5438
31371,7610,41.42231
27599,2817,383.88159
29085,5313,148.63692
2A209,9401,254.09328
25390,2715,269.93079
45046,2410,1362.78054
21617,2711,2246.46387
2B050,9403,3645.51695
22160,5307,212.73231
15083,8403,265.34959
61218,2809,379.69013
17413,7512,392.36027
94033,1109,30515.55919
74242,8401,1606.78831
74190,8414,309.17115
62531,3207,110.04916
95210,1112,5088.94969
77419,1105,393.58481
78015,1114,1931.47558
59654,3212,1544.57457
53062,5204,10095.57802
49048,5202,272.42381
50417,2805,481.88697
30352,7618,312.13739
36042,2405,198.28898
47271,7518,78.70293
31159,7622,120.2694
24398,7523,105.40686
43224,8420,2609.86936
43205,8428,1285.74249
40202,7510,1083.33075
35307,5315,149.03031
10341,4415,205.58266
34145,7616,9602.20978
08346,4403,764.15427
13018,0053,1178.4546
07316,8431,565.59195
39068,2716,81.34538
02287,3220,192.05257
04226,9307,463.00201
05079,9302,533.28154
13053,9313,1996.30074
44104,5201,84.02838
15012,8403,1294.04651
15088,8403,49.19426
27226,2817,1881.99085
45081,2410,96.77007
28281,2403,133.97625
67474,4409,1606.65809
41154,2414,620.09289
14248,2804,12.73124
26149,8427,179.57877
29169,5313,650.64723
29262,5310,78.8173
69117,8421,1781.98339
24299,7523,1214.84992
27482,2815,14.46878
78133,1114,3752.60734
27051,2803,1218.69992
50582,2818,815.71639
04136,9307,58.10039
22246,5316,470.29003
61232,2809,484.00716
12238,7614,201.10567
60286,0054,1709.31912
07343,8402,174.87161
11330,7608,66.45356
11053,7608,70.62505
03013,8424,2545.41639
91386,1104,3756.98324
77108,1106,14425.18421
31418,7625,272.97972
52306,4404,65.9221
10224,4415,526.57989
42311,8428,207.3293
33165,7505,838.54673
47093,7518,56.08101
42094,8412,5869.7604
42222,8428,2175.72847
45326,2410,61.50223
42095,8428,7685.46212
30324,7618,130.06477
82123,7615,1479.32431
88428,4417,910.37511
64010,7521,460.99515
16058,7509,163.11671
17194,7512,568.90614
2B239,9402,40.85335
41067,2401,765.02967
21404,2709,68.14713
25634,2715,385.37504
25307,2715,223.59139
34022,7616,3601.51719
17380,7526,813.7519
28383,2403,65.95414
78501,1114,1187.10799
78551,1114,18609.16027
14437,2804,9992.94955
90010,2705,25912.78775
59646,3216,12730.36154
69157,8430,1609.87558
01173,8416,2958.57166
34189,7617,721.33325
22049,5304,1013.9814
57463,4410,81857.30431
05029,9310,251.21512
89407,2702,225.83642
80542,3220,627.91333
60667,3210,1540.11303
91645,1113,3409.87446
03132,8432,173.29317
26313,8431,2690.88015
33376,7505,1101.80172
50031,2805,837.43737
31324,7622,1003.77514
42060,8428,41.46651
42134,8412,207.4129
69288,8421,2264.14059
34147,7606,894.54641
34097,7608,88.69468
53161,5215,1083.19471
47175,7532,941.66151
38069,8435,300.04967
31446,7625,6574.9603
26324,0055,5468.81127
05132,9310,803.01896
04070,9307,9606.47901
38425,8433,2990.40693
91421,1104,5526.79543
53197,5221,253.49726
54395,4412,69736.06858
16134,7527,637.80055
25315,2714,826.29077
07309,8433,335.34281
14039,2804,55.82129
28332,0057,336.53709
16291,7502,2514.60293
2B207,9402,1504.55079
56057,5303,1586.24171
25212,2706,2428.65342
19273,7507,111.74458
29106,5313,282.6065
18166,2402,122.23285
28154,2403,376.66485
19073,0063,2781.87242
35123,5315,668.39225
22185,5307,841.61223
94011,1109,9826.59213
77506,1105,228.18986
72154,5209,7623.58745
59165,3212,3237.15078
59271,3213,12408.47284
59033,3217,3719.3688
50610,2805,36.02769
14061,2818,1441.26964
31145,7612,573.91315
38378,8433,1273.26943
73023,8411,362.46823
64260,7503,6457.50711
49352,5206,146.62605
47216,7518,138.06727
33534,7505,176.80692
35015,5319,274.29474
01038,8405,95.1532
36155,2405,302.08203
56042,5318,364.63609
13039,9313,14156.51728
34289,7601,1385.93814
66172,7620,3852.63095
05006,9302,968.62197
13107,9301,799.618
26002,8433,1038.87864
11295,7617,241.42235
13117,9312,25792.78576
84141,0053,4560.41047
21317,2711,3164.82792
78688,1115,4159.02401
21086,2704,194.19319
26083,8433,791.30319
25434,2706,2451.61187
36004,2412,83.72245
26019,8431,117.59773
86078,7524,1579.39154
29254,5310,3021.83606
29273,5310,276.07783
48193,7613,62.06454
25204,2715,1421.03235
33544,7515,438.29707
69063,8421,1076.33277
69100,8421,4154.96003
14562,2804,285.11657
01275,8421,1100.9581
97352,0302,251.86482
59576,3213,417.68506
01166,8434,354.37875
33049,7516,2717.80391
77284,1107,23224.45579
42184,8426,4047.06314
35347,5319,656.48391
67112,4423,1820.5645
35170,5319,37.32028
38107,8433,328.93395
44100,5216,285.85068
71342,2708,5542.83011
34287,7616,70.67827
41207,2401,160.6631
64495,7503,1626.70556
33466,7516,340.5822
78048,1115,870.88486
29005,5314,171.20283
2A133,9401,27.95856
60591,0054,276.22479
29250,5303,139.98268
46185,7619,869.6245
14287,2804,295.54845
14364,2804,74.77989
25265,2706,325.27567
29160,5302,3142.53904
25527,2706,2401.56498
2B313,9402,774.6876
13113,9301,3885.9467
34166,7606,748.53589
30141,7605,3777.47155
13088,9312,929.44184
45232,2410,11194.56868
30155,7618,1119.90166
31451,7610,4956.20381
13046,9301,1018.49476
13043,9312,1896.43696
11152,7617,41.89802
59457,3216,2330.3645
38239,8435,5466.77583
97415,0402,33610.84575
35051,5315,25777.18559
44213,5201,1955.13939
93078,1112,16624.13961
76391,2815,286.74801
62907,3215,3490.84199
59660,3218,806.06913
36044,2405,23733.0662
27593,2815,190.03786
41230,2401,211.80063
37172,2413,1564.00808
41060,2414,558.61019
42180,8428,202.91743
71077,2708,118.38955
69118,8421,705.44259
42183,8428,2390.91869
45281,2409,326.57128
38288,8421,429.57467
38172,8406,202.50309
37091,2413,282.31021
51588,4402,119.19723
22282,5304,1019.54084
86194,7524,62224.22974
16281,7502,1642.87212
19255,7531,670.98357
16132,7527,422.92911
42234,8428,1191.15901
29269,5314,536.22915
29275,5303,185.35585
26323,8427,959.49518
30030,7618,75.59538
83090,9318,8263.61508
08284,4403,186.79878
54125,4412,110.14736
45154,2410,1799.50122
38072,8433,1276.49239
05164,9310,417.51697
71378,2707,322.63962
11355,7608,68.65136
19272,7531,11693.23502
30356,7618,515.52532
66136,7620,71191.661
92064,1109,16245.52302
24509,7523,104.05923
62139,3219,1794.76379
24102,7523,1203.26184
79001,7506,384.81662
77070,1102,305.07415
89387,2717,16309.46264
38200,8409,1633.75486
77016,1105,749.39506
56241,5301,262.08719
62241,3204,67.31929
04111,9311,532.4461
54339,4412,1809.29209
35022,5315,394.3003
33478,7516,1101.48496
76457,2815,115.48782
30095,7603,119.98685
40207,7510,288.97836
32016,7625,61.12901
42089,8412,71.17845
30146,7603,439.98946
28173,2403,435.02497
24177,7504,69.17355
33351,7505,448.22648
29191,5310,583.43629
21297,2711,279.04753
80688,3201,1482.53773
42207,8428,12071.35953
15175,8403,416.43691
86293,7524,1972.55493
76103,2815,888.06178
33090,7505,5361.64477
01189,8416,137.49975
06066,9315,306.34116
81060,7602,3410.41717
12197,7602,971.15365
31483,7622,8322.94569
26208,8431,294.49007
30344,7618,3085.78251
26114,8422,1429.44422
91191,1104,2098.73103
69024,8421,996.86926
77445,1104,6931.40815
62360,3207,359.80127
44002,5216,1550.02111
24026,7523,575.11173
69287,8421,3702.10774
72008,5212,3635.02975
46033,7607,128.79202
43216,8419,952.53866
43030,8419,35.00912
56034,5301,1976.19606
47159,7518,377.59148
45245,2407,139.52292
38075,8409,649.65933
05057,9310,26.99927
57433,4410,3398.43734
65106,7624,85.56077
32347,7604,75.08963
16206,7502,1221.42842
29142,5313,163.66448
39331,2715,246.28708
18141,2402,1768.75076
18140,2415,268.1443
17050,7528,136.03695
28330,2404,274.33459
25078,2706,159.51046
56081,5314,821.5921
19188,7507,86.094
17385,7526,2996.25003
85081,5210,1864.81594
26339,8422,229.96963
13067,9306,977.82773
01303,8405,642.82202
07272,8402,127.71817
80685,3202,4771.09876
44057,0062,402.08349
10363,4425,486.29434
11131,7608,89.70508
28088,2404,6885.54423
97120,0104,10817.84504
35177,5315,2977.26692
91461,1113,1684.42946
35257,5305,2670.27705
91634,1113,158.55252
06088,9315,155766.22703
44137,5219,653.11169
61145,2809,2164.49498
69259,8421,28887.43295
49241,5202,535.3061
47157,7518,11469.97466
18036,2415,83.39092
26039,8427,105.55987
14218,2804,50.79285
39426,2713,37.3095
28243,2403,30.43019
48119,7603,89.62774
24421,7523,30.75351
29040,5302,637.48614
26231,8427,621.95999
28253,2403,743.82253
33046,7514,341.59379
31366,7625,70.52688
44132,5219,3303.51529
47065,7518,840.56562
35322,5315,194.50026
32296,7604,1630.68973
49361,5220,278.25434
38451,8421,521.44547
45119,2411,583.62874
72035,5208,666.63522
43236,8428,409.6017
36097,2405,83.75194
10437,4425,124.99109
26057,8427,4301.26171
11145,7617,715.81916
05068,9310,79.92204
59122,3208,18370.35515
01159,0059,1607.47747
03314,8423,117.75373
02153,3214,54.5445
81289,7610,1455.71301
05168,9310,129.09038
92049,1109,31241.77983
08105,4403,27376.29929
94016,1109,7682.07985
77001,1105,184.50358
57089,4420,3267.46044
72095,5212,2413.50377
37072,2406,5524.98187
61324,2809,372.98838
59554,3222,930.42123
26173,8427,269.56215
17240,7509,1291.6463
2B148,9402,2974.33225
30209,0053,718.89002
14643,2804,79.03692
15221,8403,429.29672
22379,5308,368.73602
70026,2706,2008.98423
66233,7620,22.53005
27339,2808,587.68288
30207,7605,127.91444
67313,4423,2078.48132
07259,0055,214.8143
69231,8421,376.38688
50604,2805,85.18475
44145,5216,561.13556
46201,7607,709.13906
34116,7616,2505.90512
37273,2413,2199.11579
54099,4410,4192.86064
33080,7505,1777.61123
37084,2413,86.99129
07339,8402,287.84473
08336,4421,22.28767
11188,7617,268.23144
60610,3210,63.99023
45284,2410,11146.6758
02459,3220,50.24534
63349,8408,640.47327
01419,8416,1545.00778
13013,9301,353.0573
10005,4425,44.81752
83092,9303,893.69384
69182,8434,92.57316
59461,3217,237.22765
06004,9304,31974.82119
50003,2806,989.8933
59021,3217,236.14904
29266,5310,935.91791
17396,7512,541.71051
19010,7531,1623.81514
39526,2712,3516.14617
30210,7603,1250.7177
14215,2804,219.49055
31299,7625,676.30144
22265,5308,229.11562
61214,2812,4978.15547
17414,7512,571.65632
14202,2811,574.08337
31459,7625,80.65761
22214,5308,444.75606
64348,7522,6962.10816
44118,5201,201.52071
49326,5202,53.02445
34309,7616,954.74796
64125,7503,4298.86811
45332,2409,362.49242
43025,8420,1060.83916
45263,2411,38.60877
82025,7615,1632.80746
30003,7616,2761.44416
13060,9301,3369.81014
39056,2713,1103.9454
08199,4403,99.26079
78108,1111,139.60133
91099,1104,297.6901
11040,7617,281.87317
10323,4415,5936.44431
39339,2716,787.90342
04166,9311,692.38572
38081,8421,265.91047
95127,1101,34019.83715
59340,3213,825.11117
78498,1114,23593.34113
44087,5203,5170.09385
69094,8421,1165.02
62516,3205,3415.8831
22147,5307,1546.62063
59291,3217,3391.18716
22046,5307,4121.50392
78605,1115,130.02563
73087,8407,1503.68497
71445,2707,3019.39942
34131,7616,130.38512
38001,8406,2313.84533
32334,7625,592.74504
38362,8435,100.8989
41159,2412,515.07022
32312,7604,73.52091
31259,7625,315.6028
35183,5319,106.84607
44038,5217,581.87382
27266,2803,38.97947
30346,7618,438.66683
86041,7524,1638.03943
27442,2803,51.35079
76728,2815,514.28476
76621,2815,135.93629
21490,2709,49.601
30123,7618,2381.85819
64122,7503,14685.15041
41044,2412,184.85412
52550,4427,1057.34079
02062,3209,22.00431
45075,2410,3431.70964
84014,9301,133.9892
54547,4412,18352.65062
02626,3214,31.16022
12066,7621,343.19809
60402,3210,2377.4342
84072,9305,1330.07369
60291,3210,631.69611
08083,4421,52.00241
59477,3216,592.45836
42011,8412,948.96238
40156,7513,543.16998
35306,5317,393.18334
33157,7516,125.20896
33084,7505,410.02798
45145,2409,1155.18247
31541,7625,643.60494
31495,7625,127.31718
93032,1109,5596.87441
33268,7515,1119.50986
40066,7510,193.24717
53034,5211,2396.23111
76116,2815,1258.06051
77517,1107,716.87494
91340,1104,8979.8019
44033,5219,380.70866
22012,5307,111.62425
24038,7523,192.82605
22193,5307,679.49293
64335,7522,6316.40669
71257,2707,60.93483
87188,7517,58.61171
21030,2704,20.31613
22099,5316,468.71113
30055,7603,78.16518
50260,2802,590.92975
29006,5313,1081.9773
16244,7502,1348.67449
16384,7509,246.44148
25508,2706,455.35756
49135,5202,326.85647
01396,8405,286.03805
89464,2717,1476.22537
12224,7621,927.28703
01213,8405,332.20102
84107,9306,394.22057
13005,9312,28278.23095
13027,0053,6165.0363
45147,2410,10892.84992
06115,9315,8.06912
10271,4415,68.46445
48137,7613,79.65046
33214,7505,1961.61657
30005,7605,44.82822
42256,8428,1035.2301
42304,8428,1302.66287
42065,8412,484.77987
42061,8426,78.12452
38100,8409,704.20149
17312,7528,253.5284
40065,7503,3733.11481
47249,7501,67.7865
03218,8424,147.5836
83036,9317,2147.9463
07152,8431,354.4831
60471,3210,6508.04381
51242,4402,1410.07377
18205,2402,5988.44412
01114,8416,138.24426
13119,9312,1825.64228
12138,7621,876.72183
03026,8424,132.08929
06006,9315,223.06534
27248,2803,12.21446
40088,7510,15444.95972
27386,2815,168.89605
16138,7502,1026.71233
17418,7509,79.47754
25542,2706,787.03497
21171,2711,4964.11918
30081,7605,3168.96611
14266,2804,187.10352
17421,7526,2188.61359
78118,1114,3658.78447
76114,2819,4065.02223
27365,2815,286.38536
97307,0301,8380.39654
01160,8416,3313.57826
49123,5220,898.71598
44156,5216,748.18229
53186,5211,464.61214
69163,8421,1051.63081
85003,5210,4360.21005
37011,2406,4444.55464
37150,2413,306.56102
41145,2401,99.22936
48081,7613,78.65165
42122,8412,167.40683
45194,2410,421.43232
37002,2413,374.55839
40031,7510,273.09904
45297,2407,343.43053
82037,7615,3430.65673
33260,7513,116.26693
25248,2715,132.59109
07042,0055,2152.42083
15204,8403,200.00234
57430,4416,56.423
27332,2817,1840.46402
22143,5304,691.46011
85159,5207,505.86062
29008,5313,196.58829
56105,5314,199.92304
23052,7511,88.40747
18138,2402,241.57689
06084,9304,5527.6361
51352,4427,1014.48169
12047,7621,154.781
01369,8405,636.65996
13064,9306,618.13423
78043,1115,1117.99073
71350,0059,245.75344
07055,8431,686.55973
05170,9310,1162.97903
08188,4403,231.3811
11273,7617,82.71949
24037,7504,15598.57264
44039,5216,220.09313
59570,3213,939.74388
49278,5202,2477.22262
49064,5221,87.55387
49269,5206,832.44764
69282,8421,14522.38132
59648,3216,2668.34169
59043,3216,6207.12366
92035,1109,10199.65377
45271,2407,107.84963
45238,2407,47.59501
38384,8435,2642.08381
86039,7524,123.09732
73184,8407,186.20439
56246,5312,816.73938
38105,8435,316.93482
43020,8420,1086.61957
82150,7615,152.1545
71110,2708,83.33265
34181,7601,130.39589
03033,8432,13.39188
93047,1109,6677.2205
29174,5313,1557.0199
13078,9313,3752.18394
27230,0057,690.37263
81235,7610,91.25787
29217,5313,993.75913
83138,9304,1087.2293
95459,1101,402.51504
30263,7603,1412.46247
22219,5312,684.21711
30328,0053,131.93774
41269,2414,10892.48627
17411,7526,825.22358
21412,2704,1386.0766
17387,7528,666.70873
17207,7512,235.92361
21535,2711,359.14888
14397,2804,116.44988
83001,9304,463.05021
02820,3220,566.20242
03262,8423,983.87148
56130,5309,528.98052
68304,4411,501.24271
02461,3220,59.52773
63178,8410,12900.40378
08311,4421,1187.04224
68135,4418,2300.59784
02575,3220,836.81742
12174,7621,1711.71228
06079,9304,7941.21896
78297,1115,35957.23443
38314,8409,2956.95954
91249,1113,475.89002
49050,5202,3177.79046
59011,3216,2383.04831
62756,3213,169.04959
59220,3216,3960.23619
97101,0104,23832.64707
47263,7518,199.28491
47168,7518,1398.34936
21142,2711,47.02277
44010,5219,577.57873
34255,7616,2763.74618
38504,8409,356.83051
35135,5315,258.47037
49121,5220,80.52008
35019,5305,639.85955
47233,7518,954.9352
33448,7505,1324.09446
28348,0057,964.15532
25495,2706,763.24901
17064,7526,589.93777
71383,0059,229.93467
76095,2815,2039.72102
23051,7511,22.25877
17395,7528,82.75657
18126,2402,233.24524
25462,2715,10939.79966
33243,7516,18670.333
33352,7514,2761.53082
71491,2708,267.9146
60641,3210,370.95958
07177,8431,141.83747
31237,7622,67.37395
91186,1113,56.63497
01345,8405,212.50528
07014,8431,108.35949
10081,4425,6745.55668
11404,7608,105.8993
03258,8432,427.07867
22182,5316,1131.99791
35210,5315,5591.83053
59317,3216,1847.15684
77180,1106,797.90144
77306,1108,1455.57211
85039,5213,1294.91425
16166,7502,4611.34163
01165,8434,167.9607
21585,2711,448.69182
17376,7512,267.08386
41185,2412,752.95425
36045,2408,1136.43587
87154,7527,6131.22318
68018,4411,83.56774
28187,0057,146.04103
33240,7515,3421.32615
17306,7526,10090.49667
64483,7503,8645.22277
29173,5313,331.78553
31487,7622,81.74239
42327,8433,49.43589
36089,2405,52.42174
16280,7502,528.10258
57193,4410,4048.5868
34158,7617,63.8484
34023,7623,2257.10203
33253,7514,192.40647
33088,7516,93.22924
34272,7616,506.52376
44062,5216,224.68308
68224,4411,56072.80061
03159,8423,363.53636
10296,4425,86.39164
78571,1114,970.84012
03136,8423,51.5199
06018,9304,8575.96576
10102,4425,69.69303
03093,8432,583.68522
04116,9307,1056.47105
02237,3214,559.08313
56121,5309,36739.0516
28220,2403,1949.46561
27697,2817,431.43827
26011,8431,1074.07446
29091,5302,388.44601
25101,2706,35.195
24234,7504,159.83744
33119,7505,8779.20617
89236,2717,421.94214
60169,0054,106.89446
21154,2709,3310.4339
90072,2705,519.11522
77079,1105,1057.33182
22176,5316,962.176
01262,8421,3068.0505
49367,5221,1007.1511
35024,5315,3376.40956
35069,5315,2673.80841
10268,4415,4802.34713
78640,1115,39109.50926
49080,5202,2402.03472
66210,7620,3666.18545
07027,8431,673.93188
34327,7616,5496.05614
10314,4425,116.03979
60589,3211,4632.96651
80679,3220,93.76373
11379,7617,1570.28105
80261,3202,2017.78094
63432,8408,124.98333
02180,3214,80.9626
29026,5313,4407.33334
35118,5315,137.51702
91390,1103,879.6311
33104,7515,1202.97208
44197,5205,302.88981
43012,8428,1196.82289
38386,8435,621.3701
36141,2405,538.69951
47015,7501,506.43305
81038,7602,584.19722
77114,1106,947.312
16175,7502,363.21958
22166,5308,607.10328
28160,2403,91.47725
16304,7509,131.76237
54418,4412,48.59594
21485,2711,441.38646
25539,2714,1252.22442
15160,8403,135.74633
31421,7625,963.37764
27322,2815,164.27633
14715,2811,2472.92718
28061,2404,1597.66918
91330,1103,2487.38223
62191,3207,246.97197
44110,5216,3044.97953
49109,5206,326.92531
85076,5216,1869.03418
44071,5216,2129.79226
69140,8421,520.72826
85047,5203,12628.07397
92025,1109,31374.64648
38150,8409,2223.47613
06042,9315,139.77631
85025,5213,550.8958
10051,4425,383.30574
83081,9304,1794.40563
11215,7608,125.17088
34301,7623,17575.07006
11183,7608,46.4432
17264,7512,982.52873
68066,4405,46267.8889
08076,4403,170.64598
2A154,9401,27.4518
31080,7622,866.84467
89046,0056,339.83869
31355,7625,253.6017
33533,7514,687.94125
33284,7513,2528.48316
40191,7519,227.67945
41173,2410,894.8063
39042,2712,87.4067
45346,2410,365.31298
33535,7505,3063.37094
39470,2716,1107.75278
25394,2714,150.23195
24276,7504,173.67196
89025,2703,4982.1566
29235,5302,5053.8397
60195,0054,29.61538
21506,2704,133.52622
14587,2804,179.76994
76192,0058,396.39285
84091,9316,1051.78064
46309,7619,2224.66438
95625,1101,235.28047
05046,9310,2931.06887
31587,7625,1594.23242
51573,4413,3256.37412
15122,8403,925.37031
84054,9306,7352.51509
91553,1104,1211.89547
07323,8431,283.61278
02085,3209,309.08058
91179,1104,2057.19102
12291,7614,139.42176
11390,7617,124.51508
30276,7616,718.55378
30211,7618,529.44891
60414,3211,4395.05312
32268,7604,340.32603
47051,7501,1159.76194
40184,7513,3464.47714
40291,7510,232.58559
44122,5216,463.95785
31585,7622,582.90372
43165,8419,694.63643
31276,7622,44.396
29234,5314,568.21528
14581,2804,240.11535
32256,7604,2109.56286
89324,0056,141.56261
14102,2814,310.88488
16150,7509,1062.40744
29281,5313,292.73219
16292,7502,3403.66578
28039,2403,226.75601
24331,7504,216.52769
84064,0055,665.31204
44030,5219,514.41911
44129,5219,4923.60932
92048,1109,18427.16421
49120,5202,176.028
95680,1112,5170.68015
87187,7517,3712.67218
72262,5208,487.61618
26235,0055,11165.6579
33203,7515,833.70976
42132,8433,102.93355
57032,4410,1092.27338
64300,7522,2208.36277
32132,7604,3181.71113
64304,7503,925.12839
85240,5206,386.56273
47101,7518,286.58648
42270,8428,145.28997
45062,2410,490.17585
85046,5210,1624.51421
08363,4403,1703.92615
03271,8432,70.35453
63454,8417,970.69044
13082,9301,996.48524
17297,7512,594.89859
16261,7502,84.68663
74215,8418,458.51106
03309,8424,77.23486
11081,7608,347.31483
06090,9304,2177.09101
05154,9310,25.72877
95523,1101,359.46458
16216,7509,393.93639
26284,0055,149.31405
56023,5301,1827.62249
92077,1109,1791.85127
29140,5302,1376.5189
16154,7502,3130.38961
14396,2804,128.93027
15255,8403,163.58205
29120,5302,1882.93693
27439,2808,453.0207
44201,5216,1252.9476
22081,5316,1587.07151
44205,5216,593.30431
30007,7603,23523.37648
91315,1104,1066.16633
28015,2403,2384.78529
37202,2406,249.1525
91477,1113,17468.57327
33063,7505,210898.45119
91069,1104,236.94183
33422,7505,3704.57152
43233,8419,187.26145
42081,8428,175.85137
36093,2405,929.74266
37096,2413,85.8598
40055,7519,332.20556
31053,7625,309.84296
67267,4423,4407.72409
53091,5215,268.43049
37079,2413,398.17345
31358,7625,1025.10171
86160,7524,1355.56488
48132,7613,564.41461
25193,2715,722.10473
24222,7504,1187.96531
56162,5309,6311.27518
76594,2815,1161.86155
79083,7520,1000.27701
42071,8426,3855.85544
76476,2819,6702.49921
26065,8431,95.93558
26007,8431,43.83871
13072,9301,933.5402
12217,7611,150.51854
03180,8424,133.66575
10123,4425,248.89809
43213,8420,841.70759
77067,1104,3463.70234
44176,5219,272.9318
01344,8405,1452.87361
08490,4421,2446.0806
09245,7612,116.05804
06031,9315,301.97083
28158,2403,749.4624
2B009,9405,1117.01326
21370,2711,65.49315
22198,5308,662.88212
31283,7625,31.94517
38409,8435,572.17213
25611,2706,106.40788
37254,2408,1263.22512
19274,7507,1741.02567
30251,7605,92.93579
88209,4407,5277.07902
33439,7505,381.06307
37014,2413,1391.23852
35215,5305,279.87984
36199,2405,182.85992
48013,7613,115.02177
21161,2709,24.2643
69184,8421,128.4191
50444,2816,683.45777
79289,7506,445.09998
45148,2409,586.22859
88304,4407,2881.82387
59022,3216,476.83977
62624,3215,3865.07024
49022,5202,708.95799
44143,5216,16652.48486
29232,5313,45936.72831
69018,8434,957.69508
69007,8433,1087.16904
04141,9311,57.87392
07228,8433,865.04523
02064,3221,612.58731
05037,9310,162.79664
13099,9311,8858.71015
26004,8431,2627.6759
01265,8425,1880.36029
14728,2804,107.8772
05061,9310,22007.28793
08354,4421,219.68287
02497,3214,111.96597
18103,2415,294.42565
18133,2402,230.25436
07178,8402,119.22841
26379,8427,519.7913
33013,7505,5498.28835
70279,2706,4124.36564
16393,7502,812.33096
23117,7511,170.59653
14621,2814,95.20364
31588,7625,2121.0572
17326,7509,97.32815
38484,8421,200.93081
43089,8419,815.96125
37266,2413,1299.09387
40157,7510,505.70325
34079,7616,5443.49847
45006,2410,887.23599
39199,2713,794.15853
41034,2401,373.28784
31484,7625,237.05368
89195,2717,1065.58637
34159,7616,687.87702
29239,5310,3321.53079
92009,1109,13039.43469
69046,8421,648.12582
47001,7501,25085.92417
77258,1106,8654.22238
62826,3204,3741.67409
97313,0301,488.12234
84099,9306,1123.9083
06161,9315,8110.39838
11202,7620,1553.37317
01392,8425,34.16803
93064,1109,15811.36266
17291,7512,4016.47132
06163,9314,699.4308
13101,9301,337.35674
26009,8433,423.96629
09023,7612,40.08598
02662,3209,94.72787
16225,7502,327.73683
61293,0051,3206.73883
18150,2415,114.42323
71194,2707,152.90427
21227,2711,334.09325
14371,2814,1817.91226
27198,2808,1571.32677
70473,2718,1227.11925
29302,5302,1711.78164
34169,7616,1644.4045
2B016,9405,149.44897
56264,5309,101.01579
72377,5209,260.06557
34307,7616,276.85425
86169,7530,448.32085
47133,7501,117.51682
45289,2410,86.81927
35350,5319,75.80598
37263,2413,538.82113
34254,7616,488.95635
39154,2713,626.30877
43234,8419,952.69392
44074,5216,1194.78047
50139,2816,2241.46388
14312,2816,578.29999
49266,5202,166.77675
22050,5304,9673.54446
91540,1103,816.88645
76165,2815,2580.08292
49235,5220,119.38156
77215,1106,2917.22173
14752,2804,2960.21518
70310,2705,5172.41895
27330,2817,147.51265
31574,7625,511.01028
25321,2715,865.2005
30147,7603,300.72514
22203,5316,896.27508
21540,2711,3950.81686
56101,5309,2085.36545
21458,2711,126.52732
29056,5302,217.99858
27031,2808,87.5766
69068,8421,854.86056
63210,8408,722.49971
13002,9312,3697.16103
54304,4412,8078.95482
34037,7606,1454.65094
19275,0063,5772.99443
80557,3220,1451.54436
12033,7621,1651.35045
74256,8418,8208.05046
41136,2401,3557.11704
33494,7505,774.93362
08427,4413,40.87789
34138,7616,31.96747
55181,4426,1560.20793
35127,5315,615.75632
36148,2405,61.4452
81171,7602,631.27312
34237,7606,595.90775
38064,8406,862.1047
36200,2405,312.0446
33543,7514,379.52778
78384,1114,170.43369
14143,2804,664.41414
44047,5216,7472.63618
44141,5216,147.97014
94068,1109,20320.37276
33069,7505,6139.3728
30085,7618,166.41591
45093,2410,798.02276
26212,8431,183.4618
29060,5313,211.4258
16374,7502,4476.00004
30321,7618,2196.69029
25426,2714,248.04829
19061,7531,431.86175
32155,7604,549.34188
15147,8403,112.70478
89257,2702,3613.6331
70561,2718,931.02045
54197,4412,2101.07491
25614,2714,536.2481
62101,3204,35.82801
57663,4410,2013.17114
63224,8408,633.27987
65369,7624,150.39574
54327,4412,58.9011
59308,3219,202.38069
59668,3213,954.2462
63070,8408,1021.83424
51506,4402,1607.8924
56188,5309,237.72698
59555,3217,235.18625
53144,5215,205.77937
04033,9307,246.44305
77339,1105,225.84597
71218,2708,144.83673
28308,0057,32.29196
95154,1112,100.62428
27502,2812,994.34005
86261,7524,456.027
81078,7610,208.37977
73018,8407,350.41103
97102,0102,833.42805
85111,5207,440.70071
10211,4425,57.00313
88491,4407,21.66076
17121,7512,495.27933
21037,2704,123.62631
01252,8434,63.25679
17127,7512,443.23682
69004,8421,142.01848
78597,1114,110.32009
91130,1103,134.92778
