codgeo,ze2020,jobs_lt_2022_total
59479,3222,321.21679
59002,3222,337.57399
57443,4410,1313.8881
56031,5301,391.23402
57370,4424,317.57671
54138,4424,450.4903
17140,7526,1139.67909
53001,5211,187.35691
17455,7525,192.95705
88447,4414,839.23295
62866,3204,29.98555
55494,4427,18.17726
74046,8401,52.54452
88289,4407,139.06486
67069,4409,99.56078
60586,0054,87.33469
55167,4421,277.46093
39051,2712,33.84782
54344,4412,10.61353
55160,4426,5.94035
38173,8409,64.98651
60526,3211,66.93724
72156,5208,134.23686
19226,0063,27.74323
61203,0051,74.70629
33354,7504,29.67526
57410,4419,17.43195
60305,3210,33.84703
47190,7532,166.93524
32051,7604,144.41794
73070,8406,89.43677
59530,3222,27.43777
68111,4405,109.75496
65385,7624,8.24572
63465,8417,151.19
16404,7502,19.49967
71291,2708,122.30868
76710,2819,21.89348
70308,2718,75.75687
61294,2801,252.78311
17365,7509,154.62069
61316,2801,27.07415
87028,7527,360.46486
69126,8421,141.54849
77361,1107,69.96714
74210,8415,832.91806
85113,5203,1806.36813
85080,5207,230.52275
91244,1104,306.3817
71390,2710,134.71828
68226,4405,2270.56948
72257,5212,693.82893
76670,2813,54.90332
37155,2413,107.92176
97356,0301,423.89782
85022,5214,164.90873
05128,9310,99.77105
16194,7509,35.57569
25565,2715,47.77668
22349,5308,175.44991
29205,5303,129.48147
73052,8407,257.43532
80488,3202,257.19302
03209,8432,10.08852
88440,4407,59.32873
02320,3220,16.44328
81089,7602,15.12287
89328,2702,64.80712
03096,8432,83.17417
18089,2402,69.12964
08329,4413,101.66969
50276,2802,91.92055
80538,3220,71.71392
89007,2702,43.86122
14299,2811,86.54432
65205,7624,7.99252
09141,7622,6.8334
67280,4422,56.07855
08333,4421,37.34068
04028,9307,23.74986
14032,2811,36.95791
25229,2715,84.378
18004,2402,84.90915
14131,2811,29.79276
19097,7531,7.9937
03016,8432,17.00018
37110,2413,124.63055
29249,5303,147.37444
12007,7611,27.33483
09277,7612,96.46934
24242,7504,28.95293
36016,2405,247.98388
22025,5303,914.55828
27179,2803,154.46993
73095,8407,280.12792
33170,7514,124.39269
34107,7610,71.35798
52237,4404,17.18898
50349,2806,364.70032
54390,4412,17.99045
42001,8428,53.49654
32131,7604,15.10036
83083,9303,213.7154
80555,3220,81.56978
57419,4420,56.3404
51547,4402,26.81199
60302,0054,62.18901
62451,3204,156.89015
47096,7532,30.3766
67081,4423,76.96747
31529,7622,9.81158
63095,8417,13.03657
34193,7606,30.06113
70084,2706,76.9015
61267,2801,16.60998
32144,7604,12.32081
46086,7619,74.26115
62008,3219,107.76439
71356,2710,73.54025
77115,1105,44.00755
19013,7531,149.01093
74106,8415,57.29994
01238,8434,696.52781
87063,7517,187.2822
87011,7527,2262.05801
67192,4422,89.69261
88012,4407,97.45024
83087,9303,944.1191
68274,4411,70.74065
81202,7602,121.72578
64418,7522,217.7713
51268,4406,33.78542
62300,3206,202.31853
62767,3204,4959.35212
62080,3203,3299.34659
59416,3216,385.48798
62724,3215,2310.77065
59262,3216,320.08097
54184,4412,3922.4682
77038,1108,79.6492
61505,2801,58.26549
65280,7624,55.8519
18254,2402,52.85363
69082,8434,39.41687
05008,9310,42.01271
25616,2706,30.62899
72130,5212,58.35984
17295,7509,191.34288
95554,1101,56.59303
71496,2704,38.71722
36244,2412,125.42224
19020,7531,7.27162
16364,7502,11.46733
17476,7509,76.92223
09080,7612,16.93396
15250,0063,125.79812
17327,7512,40.77954
18105,2402,36.83628
82184,7615,154.03107
08331,4421,77.01186
62231,3204,36.8553
02040,3217,28.99055
11070,7608,29.12764
51532,4413,106.80467
54192,4412,32.48071
66150,7620,347.86989
57756,4419,14.59555
56236,5311,92.8496
56099,5312,65.62277
63318,8408,48.81055
46262,7607,154.64361
47290,7518,71.42261
47059,7518,31.31502
42282,8417,64.25487
09224,7612,93.51136
02600,3214,54.35373
83095,9303,149.20015
10161,4425,20.72135
88183,4404,22.62598
80048,3201,5.20425
77398,1102,60.78657
03069,8424,65.57298
15207,8429,86.23349
46200,7607,64.20365
04211,9307,10.02923
40178,7519,63.72015
62649,3203,301.90304
28129,2403,51.89669
47080,7532,19.96493
64141,7522,73.29193
89469,2717,162.60246
64157,7521,112.51504
63219,8408,97.30826
74192,8401,65.26848
62189,3203,65.12946
30232,7605,54.64538
72129,5212,84.59546
87108,7527,183.82985
69003,8421,953.87493
80588,3201,25.1818
77433,1102,196.91554
83053,9318,314.82324
76754,2813,147.15126
31094,7625,380.80971
72061,5218,253.92993
85199,5207,129.33934
27089,2815,77.73199
45162,2411,54.33722
36119,2405,172.75655
69062,8428,98.57635
2B252,9402,26.38111
56211,5311,77.64068
51414,4406,26.69218
27282,2808,93.09878
29252,5313,96.16813
31085,7622,96.76171
41176,2412,164.34885
39334,2713,25.39653
72083,5218,44.94056
97201,0203,211.24735
95353,1112,192.26075
71349,2701,11.23324
48099,7613,507.36043
18204,2402,58.41209
71217,0059,28.19057
68097,4405,162.23246
42108,8428,111.44032
08078,4403,142.00511
72382,5212,183.69039
59224,3212,579.03949
55490,4426,42.39159
61459,2809,37.71154
77420,1112,1045.74294
54061,4412,136.2004
51453,4402,575.14391
40303,7513,194.58334
65025,7624,1663.93038
57554,4410,65.93742
08111,4413,181.50838
51158,4406,164.82041
17320,7525,51.3357
51092,4415,57.96678
07065,8402,57.48221
17450,7528,25.50522
37114,2408,28.95541
16307,7502,44.48802
80496,3201,25.70627
02728,3217,27.28145
18083,2402,177.58345
09161,7612,154.27388
11047,7608,17.01739
60343,0054,45.43477
18176,2402,44.99958
71225,2707,78.99875
66091,7620,12.55497
67555,4423,17.14666
67412,4422,71.10749
58075,2703,28.57622
62821,3206,44.93461
16030,7509,249.28876
56035,5311,248.81798
68378,4411,24.89335
62391,3205,177.91635
87186,7517,50.43648
66084,7620,190.18709
53256,5215,47.92474
71345,0059,203.24119
12154,7614,175.1764
48141,7613,25.04054
46106,7619,37.65107
58082,2703,39.75436
38285,8409,24.35914
71048,2708,20.56165
29182,5310,173.23201
60511,3210,46.01
79345,7506,192.56727
03131,8432,89.11597
63130,8423,47.2088
15146,8403,57.4124
08077,4421,13.0107
15127,8429,29.00478
26060,8422,31.38892
54242,4412,57.42893
35172,5317,233.86967
39405,2712,193.97198
97214,0203,1731.23256
45329,2409,156.10528
22174,5304,94.30453
48146,7613,258.06104
22348,5304,48.41143
01264,8405,80.02815
71061,0059,35.9041
85143,5207,205.87015
27091,2815,210.36381
01062,8421,204.986
87050,7517,2476.19169
80316,3202,199.45608
68271,4411,1963.92723
80630,3202,1669.9457
81067,7602,62.08613
19131,7531,93.3206
82117,7609,522.44411
67409,4409,782.28308
91080,1103,273.00037
74020,8415,100.8296
68041,4411,285.26744
55445,4424,53.88105
32293,7604,44.6284
2B320,9405,98.36484
26203,0064,33.71585
24535,7529,33.14237
31262,7625,32.15444
35335,5315,106.50534
25503,2714,26.43046
28191,2403,474.53099
60153,0054,14.75319
43079,8419,178.7298
59160,3222,2988.85997
57566,4419,1043.5153
59084,3219,618.45151
56172,5318,693.91672
51418,4413,400.89764
53067,5211,68.85813
63050,8410,985.07687
62639,3203,79.36069
78146,1114,6628.81711
65120,7624,10.39722
59575,3222,41.19358
76601,2815,24.6196
19079,7531,61.58998
17046,7528,81.53147
18278,2402,225.57048
01180,8416,83.19223
21691,2711,19.16892
14211,2804,21.09983
10421,4415,7.04357
03178,8432,34.04517
21268,2711,54.38411
14103,2804,39.03516
66085,7620,68.41642
32158,7604,23.90294
66062,7620,23.95555
85255,5207,423.57118
77075,1106,115.83874
71388,2708,125.19536
67163,4423,30.78485
64369,7522,42.61508
68377,4411,96.2658
63035,8408,93.19735
73255,8411,242.93926
89420,0056,237.02831
22013,5306,542.52313
03245,8424,41.25033
91639,1104,108.84639
85174,5207,114.82589
89096,2702,307.69156
19227,7531,154.05589
77137,1110,47.26561
04066,9310,62.95874
21667,2711,43.1334
46095,7607,168.21481
65069,7624,297.25995
59573,3217,9.12893
87037,7527,85.58131
64078,7522,92.4154
28272,2404,8.7024
54316,4412,50.55125
86242,7524,58.23154
54069,4424,73.78545
43052,8410,48.95126
44221,5216,170.88448
54406,4412,46.6058
57527,4410,37.07632
33291,7514,37.07662
26162,8433,165.31313
80205,3202,157.22304
41292,2401,16.22213
47113,7501,11.91577
81151,7610,23.60639
80423,3202,37.06621
34007,7617,104.89467
03232,8432,18.61881
88526,4417,60.46306
43258,8410,408.63033
51118,4413,707.09239
61494,2801,460.80834
59401,3216,713.98656
61103,2812,77.72089
51246,4427,28.92629
60463,3211,5423.12473
54077,4419,587.81465
62356,3205,64.20257
59146,3216,403.5956
57066,4419,176.09621
33305,7514,63.67732
38480,8421,294.80689
33386,7516,84.82221
26033,0055,179.15483
58213,0056,64.48874
41139,2412,209.27754
24287,7504,21.03621
2B023,9404,39.33439
34266,7616,39.02432
31586,7624,46.50793
30054,7603,33.43171
71421,2708,20.93307
72378,5218,148.98048
62608,3203,144.92131
73026,8411,213.16163
38398,8406,122.78921
72219,5212,173.9756
65415,7624,18.37875
21618,2711,93.72406
56207,5312,121.65861
78031,1114,51.15479
66228,7620,82.17435
71414,2701,113.43908
82171,7609,142.09623
69049,8421,583.87719
76378,2815,221.4958
79010,7520,103.41893
76271,2815,341.1923
80799,3202,1624.91531
73058,8406,350.77459
76720,2807,186.12838
76123,2815,117.08403
71501,2707,27.78403
03149,8432,47.87316
02714,3221,28.29699
10310,4425,31.89514
02716,3220,17.81352
18030,2407,328.02452
07274,8402,21.14828
03257,8432,85.52793
80740,3202,36.63602
46168,7611,18.00282
14149,2804,34.799
02327,3220,52.14928
44091,5205,229.38042
89091,2703,148.02856
27363,2815,47.89088
53184,5211,42.87738
07293,8431,101.92987
50585,2805,156.83928
03175,8432,28.54817
02564,3221,89.63735
80484,3202,167.37125
07333,8433,110.04283
31060,7625,21.54984
61491,2812,733.33248
59521,3208,407.14071
61116,0061,510.93391
02067,3217,26.47613
57199,4424,26.25314
64186,7521,53.99114
59528,3208,128.72844
59595,3208,53.28302
59091,3219,388.82641
57382,4419,95.92027
64109,7522,475.22948
97401,0404,1876.10179
39021,2713,85.96439
53190,5215,71.1902
97233,0204,285.2588
21026,2709,34.93935
2B347,9404,68.1882
85129,5210,917.68796
17011,7528,36.95188
03320,8424,200.21281
95594,1112,69.06284
19002,0063,87.93204
31311,7625,337.98523
24029,7523,71.67807
36086,2405,92.01971
51049,4406,176.36939
35078,5317,220.73137
24584,7516,149.58747
34009,7606,204.52008
2B140,9402,18.12735
27570,2808,4.04
26171,8422,18.67179
24216,7523,22.62004
55433,4412,75.61836
10393,4425,28.19285
66147,7620,79.36413
66098,7620,120.38532
51039,4427,36.57663
52108,4404,8.0687
02053,3209,91.00141
67407,4409,122.65525
63106,8408,109.19627
57635,4419,46.07965
76555,2815,142.11594
64241,7521,40.16123
60447,3210,34.59208
62102,3206,42.57627
52223,4404,13.17462
32104,7604,30.49439
67213,4409,84.07186
07193,8402,64.01376
63212,8408,106.34487
64390,7522,16.63249
79255,7506,64.6742
41132,2401,50.66761
79024,7520,799.38318
67106,4409,1307.16825
72044,5209,56.4896
71151,2704,8.0278
82169,7609,512.3461
66012,7620,367.18866
61394,0061,189.90652
76275,2813,113.88593
87126,7527,1325.83608
77224,1102,336.40796
81297,7602,795.20962
31285,7625,123.30721
01367,8405,161.13637
37020,2408,333.55654
02268,3209,91.86592
02376,3220,15.74713
81264,7602,12.56133
30297,7614,42.63386
16016,7527,155.8936
52271,4404,19.93577
03223,8432,48.71649
39106,2716,77.95627
31365,7612,123.69319
18001,2402,51.9418
60693,3210,27.93458
46228,7619,127.31661
17462,7528,96.0835
08314,4413,106.48331
01124,8405,67.01283
06052,9315,11.17526
09334,7612,143.15704
10425,4425,24.05944
17013,7528,45.92215
73249,8407,369.68372
26255,8431,25.3742
21564,2704,125.43984
97360,0302,504.65286
21128,2709,85.63328
33458,7505,135.43393
89245,2717,69.24217
11169,7608,17.33729
03014,8432,25.54953
21346,2711,137.68202
27311,2803,295.07723
63381,8408,412.49742
56237,5312,653.29653
59536,3213,225.63982
59533,3208,272.25809
50239,2816,274.72425
60575,0054,814.2097
56070,5311,537.5352
53111,5215,59.76244
59467,3217,358.44601
59210,3213,496.35177
77126,1107,340.22971
30108,7603,49.17395
40256,7510,130.55104
24366,7529,110.66775
57253,4419,43.91965
37044,2408,120.33385
2B046,9402,35.77845
27403,2808,13.42318
27077,2815,115.0616
51258,4415,33.26731
78147,1114,78.02386
30178,7605,152.98116
48015,7603,63.00642
86167,7530,299.20391
95024,1101,31.94164
33365,7516,58.83264
77386,1105,75.64593
80037,3202,23.53937
62562,3219,30.07143
23132,7511,51.25873
82024,7609,48.94755
46101,7611,50.78918
01298,8416,12.07132
46229,7619,159.83976
62665,3204,35.49398
36078,2405,68.70428
62825,3212,51.09051
72255,5212,77.68824
60373,3210,40.80193
64046,7503,87.36054
77402,1102,34.92978
76324,2807,68.01587
91441,1104,50.90345
79160,7520,42.93853
76467,2807,142.18526
74089,8418,215.18942
81182,7610,573.41032
84051,9306,345.57272
01005,8434,249.5073
72165,5212,147.24875
76186,2807,140.66082
72029,5212,807.62134
77448,1107,461.00893
91679,1113,317.3296
08276,4421,106.98023
58229,2703,38.18628
71509,2701,56.29478
67092,4422,57.03581
56006,5311,264.48213
66129,7620,152.68576
02289,3209,18.38745
89144,2717,102.73711
57201,4420,33.57833
57577,4420,34.42291
54200,4412,22.72446
67079,4409,7.04029
02737,3214,105.09759
23127,7511,40.4033
38047,8406,33.09888
86119,7524,192.14298
03086,8424,80.33586
45110,2411,31.15689
21183,2711,88.07255
32449,7604,64.49505
34067,7603,120.67742
36118,2405,32.58145
10164,4415,31.6676
53178,5204,45.34804
61014,2801,31.6577
08403,4413,616.59253
60369,3210,2443.50144
80245,3202,45.94088
60509,3211,3234.78902
95574,1112,995.67056
64249,7503,396.73372
62078,3207,275.94599
51548,4402,116.68464
62277,3215,560.56181
10320,4425,20.97054
19090,7531,9.87859
18116,0056,79.3254
46057,7611,80.59085
18261,2402,64.56101
10058,4425,103.90389
17470,7528,49.89586
09342,7625,34.49059
10053,4425,41.41031
89414,2717,153.15253
17298,7528,103.07208
02029,3220,18.84539
38505,8435,87.42725
01040,8405,42.71164
82001,7615,96.22966
27464,2808,66.23758
80183,3201,43.13012
01136,0059,60.15252
18052,2402,187.39729
74100,8416,78.55612
01017,8405,39.73227
31456,7622,32.35896
85042,5207,427.44558
74109,8416,76.39866
87115,7527,49.8618
09223,7622,175.07976
97132,0105,1125.72755
77165,1108,70.61907
80778,3202,19.44288
08203,4403,26.75676
53085,5215,11.05695
97227,0206,2257.62006
13115,9313,315.58535
71305,0059,125.87199
76211,0058,25.1321
27241,2808,16.2983
62766,3213,70.40966
72236,5218,11.74072
76244,2807,126.88015
71213,0059,335.16291
51015,4402,15.19125
76126,2815,74.78909
19110,0063,43.99824
60316,0054,17.36807
59205,3222,1445.5454
52045,4427,579.26993
52479,4427,559.6758
60439,3211,1133.38923
63141,8408,571.67623
51284,4427,42.3695
51529,4413,58.21309
57683,4424,1191.34271
22075,5312,84.98413
57106,4416,1809.26616
55497,4426,106.71965
69107,8430,554.55991
67176,4409,1465.33697
68040,4411,525.29101
77171,1107,1039.07434
67246,4422,237.72671
72314,5212,69.16957
74036,8401,70.31849
82179,7615,420.24451
76223,2819,114.59867
73121,8413,943.88638
21616,2704,134.149
48123,7613,54.72053
19248,7531,293.91355
24471,7529,90.75939
26342,0055,28.73338
34110,7616,129.80124
39552,2713,49.73589
35105,5319,771.07095
09148,7622,5.6129
28369,0057,51.20242
39201,2713,130.12661
33255,7514,19.49653
80182,3201,787.22468
66067,7620,298.18602
76586,2813,37.19008
33136,7514,40.7596
70176,2718,64.35663
43186,8419,94.16632
41083,2412,77.14385
46034,7611,55.10387
58186,0060,100.61918
16317,7502,173.0859
25004,2714,73.78658
21713,2711,119.79953
89391,2717,195.92134
10230,4425,46.54097
60621,3210,35.64055
11193,7608,32.96414
01198,8405,37.06065
17432,7509,54.99602
18070,2407,17.02586
09025,7622,8.73362
11231,7612,22.7123
02832,3220,15.1062
14159,2804,24.90242
36147,2415,12.18297
01036,8404,115.00266
12031,7621,43.19632
03034,8432,65.37707
08273,4403,21.13822
08113,4413,160.21142
80654,3201,80.7861
03205,8432,97.49726
55434,4412,19.16435
63128,8417,83.2144
67005,4409,74.50635
76631,2815,106.88898
77387,1105,52.60686
65314,7624,27.03429
71493,2701,23.27294
88015,4404,25.46278
68087,4418,94.91638
80563,3202,5.94998
71426,2707,95.15349
77465,1105,57.76779
71063,2710,62.82071
77124,1106,241.13219
76409,2813,130.06856
73106,8401,79.09356
79005,7530,1970.27193
68295,4405,2046.52363
76717,2815,76.37218
80443,3202,442.71358
67282,4423,1737.36425
77182,1102,1915.04085
68209,4405,169.97419
76550,2815,157.88846
89242,2702,256.74816
18268,2402,27.53748
16372,7502,42.30147
19207,7531,176.02184
46283,7619,54.17429
46318,7619,27.43243
14578,2811,469.92558
97406,0401,1369.95883
88177,4414,65.31585
79031,7520,374.37409
86079,7530,100.95621
55348,4401,119.0512
57629,4419,96.84648
62337,3204,52.95028
64471,7522,46.55763
51367,4406,442.12403
54495,4412,493.8361
53136,5204,147.03904
62259,3203,472.02516
64059,7522,84.5342
59281,3216,190.26657
57677,4410,2286.67884
44178,5216,377.21661
36224,2405,443.98339
31425,7622,35.66583
28137,2403,55.49308
38213,8435,46.53975
33296,7516,202.39155
51499,4406,18.54614
30330,7603,130.75889
31102,7625,28.44366
73141,8407,118.05037
31461,7622,27.05678
15084,8403,95.87518
72057,5208,8.55556
62007,3203,119.11007
45275,2409,33.92033
72316,0051,116.92168
60180,0054,52.80254
12189,7621,49.7941
76228,2819,33.66414
68306,4411,71.92033
64536,7522,188.66572
11256,7617,96.6589
51448,4413,126.19519
77293,1105,87.44246
48010,7613,117.07441
58035,0060,28.02725
42254,8426,185.46478
47077,7532,127.04575
57244,4419,43.60964
77338,1105,33.59962
74273,8414,204.90203
46020,7611,41.20489
53203,5218,23.06196
24450,7529,113.1051
02526,3214,15.12178
15004,8429,206.50009
36122,2405,32.93727
80546,3201,76.63514
07085,8420,121.51653
77193,1107,28.73605
24457,7523,7.05916
07303,8402,25.05217
02074,3214,34.76024
02253,3221,26.90966
31073,7615,269.89513
38037,8433,140.15669
90098,2705,11.97346
05052,9302,263.7329
18019,2402,60.83416
21512,2704,307.94239
54286,4410,230.22852
72161,5208,115.72807
64259,7503,260.4365
36070,2405,441.66841
14357,2818,103.12849
08031,4421,14.60777
14230,2814,26.87078
10061,4425,91.34843
16034,7516,24.04231
10062,4425,48.35322
14680,2804,22.56536
17276,7509,10.42803
08245,4421,3.04348
34215,7616,78.87405
16152,7509,82.53961
18252,2405,46.15097
67087,4409,272.57249
95637,1101,2009.53187
81070,7602,635.39453
76658,2813,61.30441
70257,2706,187.70478
83019,9318,2558.33719
67328,4409,686.17788
88124,4407,688.46366
76219,2819,715.76164
82167,7615,355.396
67289,4409,57.88126
62520,3205,260.4166
59222,3216,197.39183
08024,4413,308.16409
59141,3208,195.39674
59327,3212,1420.20138
62464,3215,313.48698
51117,4402,57.42232
62044,3204,509.20678
57067,4424,529.05194
59509,3212,1211.20875
02309,3214,39.21495
62024,3219,174.05275
47041,7501,114.18243
32415,7604,17.4
24345,7504,24.07326
38402,8409,30.37577
53123,5211,255.76266
24458,7523,42.11655
10360,4425,260.58745
31372,7622,45.84656
31176,7622,11.52731
26233,0064,60.24238
02124,3220,30.51966
09048,7612,20.99531
76513,2815,42.22344
08028,4403,231.26825
23138,7511,46.21364
60379,3210,47.68826
16264,7527,71.92388
36190,2405,24.84904
86001,7527,309.87704
24095,7523,76.57098
17078,7528,116.26345
85156,5210,904.73257
88358,4414,485.73087
72363,5208,664.76722
72026,5212,165.23417
68153,4405,172.63008
84102,9306,417.21328
68163,4418,637.51902
82017,7615,251.31542
68001,4405,329.2854
66088,7620,1640.45603
68076,4405,55.83876
67141,4409,59.19651
55312,4426,230.43912
45084,2409,46.64687
60199,0054,47.68755
16117,7502,17.63582
73219,8407,173.33245
61467,0051,89.11685
89479,2702,34.3772
59078,3217,88.41014
59254,3212,60.14074
48079,7613,24.6454
68240,4418,100.38386
61472,2801,29.17511
34008,7606,177.76954
76285,2815,41.32439
39086,2716,54.34875
10014,4425,36.52114
24393,7504,10.65909
17087,7525,60.08242
76755,2813,66.92392
62787,3204,32.62127
72234,5212,23.78987
43240,8420,13.68027
21076,2711,123.26466
21435,2709,42.65521
34004,7617,61.48185
01145,8405,166.09909
27233,2811,60.03415
08016,4403,36.02042
01346,8405,88.47998
89304,2702,59.0777
02194,3214,15.37923
08318,4403,16.92571
10007,4425,29.10115
10031,4415,46.99975
16260,7523,48.70334
70152,2706,69.88713
79154,7520,66.87407
18237,2402,43.79143
51527,4413,26.33439
09293,7612,107.73928
10304,4425,19.22699
02827,3214,28.34226
16345,7527,28.05068
61194,2801,111.48146
54596,4412,152.93708
54152,4412,408.11194
62863,3216,975.57612
63126,8408,88.45249
54273,4410,2642.44075
59502,3208,196.48219
63372,8408,52.14445
40286,7519,330.13486
62628,3215,2034.25453
52310,4404,52.60728
50550,2806,531.27363
36060,2405,135.47903
33168,7516,90.97003
28144,0061,26.98652
27109,2808,15.97231
29228,5313,61.12413
33325,7505,111.40651
36189,2405,135.79365
32234,7625,19.62425
10264,4425,79.79883
59445,3217,92.08925
77344,1107,293.10655
72170,0051,23.82016
77106,1102,85.2371
73129,8413,229.73307
08185,4403,1158.34117
89373,2717,173.83903
33401,7516,31.88903
22345,5307,79.29195
57746,4420,96.33711
89031,2702,41.49449
24303,7523,40.43624
89234,2703,21.17506
43073,8419,19.21238
77474,1107,91.15922
56080,5311,296.62602
90027,2705,3.89224
46161,7611,57.98138
44044,0062,122.4447
73269,8407,65.92479
54537,4424,39.17174
62733,3203,35.60433
46138,7619,401.46091
11424,7612,9.10588
70520,2718,22.4178
02727,3214,167.24531
51403,4413,130.46585
08147,4421,52.5872
85134,5213,18.51396
03248,8432,32.13206
25330,2706,51.65583
68370,4411,24.65312
05011,9310,50.23615
48130,7613,36.11919
87113,7517,1001.01284
67239,4422,291.56851
72189,0051,1252.18917
86272,7508,278.82428
77082,1108,155.28368
66171,7620,2878.0994
68129,4411,562.71602
69171,8421,739.13825
67463,4409,1107.44718
83017,9318,218.2104
76008,2807,40.20598
59478,3213,994.59025
65105,7624,73.95646
51504,4402,2222.31485
59581,3216,777.71548
64423,7522,20.49796
60601,3211,77.50972
53151,5211,260.90523
50475,2816,133.319
54045,4412,39.27633
59197,3216,944.03546
77259,1112,392.98737
65455,7624,28.54386
66106,7620,313.8733
31304,7625,49.26981
30204,7603,57.76821
88512,4407,22.8652
60111,0054,14.17111
68067,4418,23.07164
67295,4423,190.93758
74216,8416,115.95728
72229,5212,56.72403
80440,3201,9.95339
24396,7529,775.54887
68107,4411,76.74328
57442,4416,40.60794
63282,8408,165.88509
17223,7509,20.96555
03289,8432,137.44906
23004,7511,39.1549
10267,4425,93.98766
77524,1110,57.68181
22074,5303,195.6586
04129,9311,20.95368
36134,2405,87.501
10095,4425,145.79204
31296,7622,59.88359
17096,7509,5.24943
03059,8432,42.96499
19003,7507,19.03012
15019,0063,30.74728
14499,2804,69.58973
61426,0061,129.34163
17226,7528,86.64235
11035,7608,24.373
24014,7529,127.31861
2A348,9401,508.47003
25224,2714,35.56449
36236,2405,74.71162
33339,7505,143.23916
29017,5302,128.44254
25249,2706,4.13115
30216,7603,70.13049
29263,5302,171.84963
54049,4424,30.77854
26368,8431,226.39896
77059,1106,1029.58068
87019,7517,1201.24223
72167,5218,249.46652
74184,8416,103.22287
73182,8407,242.08128
84017,9305,829.22633
72047,5212,253.11254
70426,2718,25.81303
77500,1105,51.05439
69056,8421,452.35703
88132,4407,219.35848
46324,7607,31.3833
66119,7620,72.94487
40264,7510,227.66161
45037,2411,76.67442
67498,4409,106.54876
69252,8421,53.1247
62122,3203,86.28984
74183,8414,390.68341
24470,7529,47.77732
46005,7607,64.67686
88362,4417,14.3707
02211,3214,50.06992
85099,5214,89.99856
89347,2703,52.69487
72218,5212,21.72664
15015,0063,41.97916
02629,3220,47.83901
03015,8424,16.32884
57603,4424,53.86043
31114,7622,26.18724
88184,4407,26.88401
36174,2405,61.86954
67458,4409,2979.78783
55335,4401,45.59178
62225,3219,99.90974
59572,3217,410.66824
80815,3201,647.83077
67004,4423,238.1231
60695,3211,389.88207
76344,0058,89.95217
72139,0051,162.92315
51515,4402,128.3887
64104,7521,296.72416
77423,1102,48.35925
71023,2707,128.85588
76677,2807,56.07814
02058,3214,221.14266
01299,8405,77.85887
72366,5208,65.84354
60092,3221,20.28532
66071,7620,389.10659
35342,5315,42.92974
64190,7522,42.76501
71437,2708,49.89866
02197,3217,156.81621
68123,4405,143.97688
53168,5211,213.35499
97232,0205,1552.52246
01257,8416,88.3738
02318,3221,175.24413
88257,4407,234.16009
21065,2704,9.41442
55366,4401,152.39719
11046,7608,11
63107,8408,44.82153
21115,2709,38.8319
65336,7624,6.98612
02136,3217,19.78715
61084,2801,26.06949
61451,2809,21.46613
31062,7625,10.21863
16002,7502,70.42765
12236,7614,38.40193
01141,8404,20.87586
12035,7602,52.51372
15108,8429,170.79894
28118,0057,46.70316
38405,8435,163.11362
52423,4404,131.95614
38180,8435,119.75611
53248,5215,32.49934
37121,2413,62.92334
2B077,9402,100.69754
34214,7606,248.74153
33355,7514,190.25578
59310,3217,63.80206
35316,5315,157.23834
64493,7521,2286.9193
52353,4404,2074.13235
51200,4406,115.75422
62504,3219,480.4384
62752,3204,189.16373
63180,8408,253.7571
55229,4426,149.00769
50641,2816,117.35511
80785,3202,232.3128
59280,3212,61.96078
54408,4410,20.55183
62410,3203,15.04945
32425,7625,130.44064
41127,2412,78.40415
76149,2815,33.98834
74308,8415,253.78062
68293,4411,7.88804
70418,2718,52.74651
80039,0058,320.27077
62432,3207,44.19954
76058,0058,62.89408
67340,4409,325.99888
69186,8434,55.60882
60270,3210,83.44517
61211,2809,443.53458
41180,2401,464.80067
56254,5318,154.60559
68216,4418,65.45228
83007,9308,806.06139
53202,5215,142.6776
45340,2407,60.07358
44019,5216,94.19201
50159,2816,101.77625
17417,7509,47.36991
54301,4412,13.50889
07024,8402,97.54938
10226,4425,4.28571
02710,3220,82.4358
07073,8420,51.66942
28194,2403,107.17381
36188,2408,82.06788
02104,3214,7.08096
79350,7520,125.99997
27002,0057,42.64585
83028,9308,447.53433
87046,7517,136.9005
71287,0059,385.33715
67434,4420,2737.65081
68348,4411,1666.91796
67382,4423,97.87091
72276,5208,884.91964
27062,2815,141.81773
77042,1102,364.01753
81042,7610,286.84655
77143,1107,597.4809
07047,8402,27.52289
14554,2804,509.14192
91578,1103,34.06926
55125,4401,516.19394
02439,3221,138.14602
19144,7531,53.33282
97409,0401,13564.3004
22347,5308,145.79995
95177,1101,252.92542
27260,2811,61.99649
97121,0101,1434.47377
64426,7521,122.47781
68139,4411,125.26756
72283,5209,71.67156
74055,8416,80.01751
23134,7511,73.84758
32290,7604,410.05004
38287,8435,121.57901
76464,2815,197.00954
35355,5315,198.6745
39266,2712,23.91818
24489,7523,66.90022
05060,9310,21.03678
11388,7608,15.89297
16122,7502,31.56954
12247,7621,72.85608
06053,9315,21.43305
17117,7520,28.66178
67521,4409,39.86626
16183,7527,53.36315
29299,5302,47.56409
19241,0063,91.17651
86138,7527,92.75025
51248,4415,799.97418
54311,4412,58.42275
53072,5215,109.6657
60155,3211,1047.50104
51361,4427,165.05873
52432,4404,362.70974
61165,0051,227.15217
62270,3205,1701.10826
62603,3206,229.65154
58187,0056,143.68295
62684,3219,211.92175
53116,5215,211.98872
27001,2803,23.65639
