codgeo,ze2020,empsta_enq,obs_value
46266,7611,1T2,249.17903
49220,5218,1T2,1685.7875
42232,8426,1T2,315.99801
44129,5219,1T2,5366.0695
45195,2411,1T2,284.91582
45187,2409,1T2,1095.99896
43017,8410,1T2,160.08897
42205,8412,1T2,294.59285
46164,7607,1T2,101.8971
45147,2410,1T2,9956.21602
23012,7517,1T2,45.17785
22015,5307,1T2,836.53449
17102,7528,1T2,574.28981
19024,7531,1T2,194.03778
21651,2711,1T2,125.39466
17165,7528,1T2,203.82388
18078,2402,1T2,15.5
21164,2709,1T2,56.58824
21067,2711,1T2,352.1064
18143,0060,1T2,123.13827
17127,7512,1T2,1016.45652
25485,2714,1T2,110.18605
24513,7523,1T2,168.64247
25054,2714,1T2,250.7229
27158,2808,1T2,371.9238
25284,2714,1T2,2265.04203
24156,7523,1T2,608.04783
25471,2714,1T2,72.28
27369,2817,1T2,28.46154
25470,2714,1T2,85
24153,7507,1T2,213.0027
27368,0057,1T2,196.73684
14390,2804,1T2,112.7561
16100,7527,1T2,336.35475
16229,7502,1T2,96.65336
14495,2804,1T2,229.40796
14538,2804,1T2,842.18598
12027,7621,1T2,99.11111
14745,2804,1T2,78.00181
14346,2804,1T2,363.35766
12183,7602,1T2,75.46341
16307,7502,1T2,136.9375
15269,8403,1T2,60.04167
48068,7613,1T2,68.03483
45208,2409,1T2,6508.13762
44069,5219,1T2,7412.62698
46101,7611,1T2,236.11552
46296,7607,1T2,170.90531
42084,8412,1T2,220.03153
44170,5205,1T2,436.69163
43265,8420,1T2,757.86207
43145,8419,1T2,30.33333
47221,7501,1T2,267.78689
46157,7611,1T2,52.8
33024,7514,1T2,128.65517
35135,5315,1T2,1128.1212
33498,7513,1T2,4065.49723
35355,5315,1T2,617.84458
32337,7604,1T2,44.92308
33262,7505,1T2,2440.54749
32157,7604,1T2,65.7027
35018,5305,1T2,455.56572
32359,7604,1T2,62.96875
32322,7604,1T2,101.09302
32262,7625,1T2,191.09354
08178,4413,1T2,55.16129
08191,4421,1T2,489.94642
07033,8402,1T2,119.6
11059,7608,1T2,67.74194
04234,9310,1T2,115.66393
07205,8433,1T2,736.17722
09116,7612,1T2,164.07215
08218,4403,1T2,493.81673
10429,4425,1T2,131.13154
10020,4415,1T2,215.10074
08094,4403,1T2,16.2
38245,8435,1T2,123.11805
39511,2712,1T2,29.53846
38533,8409,1T2,372.6747
41191,2401,1T2,29.86667
40032,7513,1T2,113.5814
37170,2413,1T2,545.27663
40035,7510,1T2,252.27799
37237,2413,1T2,679.90706
37203,2413,1T2,1527.14963
41190,2414,1T2,155.60976
38256,8435,1T2,958.33425
2A160,9407,1T2,94.33798
2A181,9401,1T2,308.10383
31300,7622,1T2,50.4
30275,7603,1T2,110.1172
30331,7605,1T2,742.88579
28270,2404,1T2,82.41304
30208,7603,1T2,20
2B134,9403,1T2,1269.63466
30229,7603,1T2,220.03094
2B148,9402,1T2,3103.7867
27446,2808,1T2,251.00659
24502,7523,1T2,25.27778
24094,7523,1T2,229.76253
24215,7529,1T2,64.19512
26274,8431,1T2,2
23152,7511,1T2,38.25
24382,7504,1T2,234.09867
25105,2706,1T2,266.71184
24528,7523,1T2,53.30769
25247,2706,1T2,40.5
23064,7511,1T2,256.096
24082,7529,1T2,619.43559
15124,0063,1T2,263.32909
17020,7509,1T2,180.88896
16107,7502,1T2,244.7088
13017,0052,1T2,802.9605
16341,7502,1T2,1414.82118
14172,2804,1T2,225
14397,2804,1T2,117.2069
16064,7527,1T2,521.37619
11114,7608,1T2,21.5
15222,8403,1T2,84.13953
11312,7608,1T2,36.36533
47269,7501,1T2,433.32425
46072,7607,1T2,95.94594
47178,7532,1T2,195.12195
49326,5202,1T2,457.06323
47182,7532,1T2,99.02971
45041,2411,1T2,37.21739
44176,5219,1T2,1477.30467
45104,2409,1T2,1377.08963
44083,5216,1T2,1304.36306
45240,2411,1T2,647.35294
46084,7619,1T2,127.23108
17149,7520,1T2,8.92308
21636,2704,1T2,77.97502
21074,2712,1T2,123.9805
21044,2709,1T2,66.42857
21149,2709,1T2,60.88889
18024,2405,1T2,39.375
18109,2402,1T2,725.81006
17472,7512,1T2,1178.41551
22033,5312,1T2,115.86856
17390,7528,1T2,32.57143
21669,2711,1T2,33.88235
32215,7604,1T2,68.30303
31504,7622,1T2,96.65454
33373,7516,1T2,256.10346
34027,7616,1T2,1020.93281
33399,7514,1T2,165.86806
34295,7616,1T2,941.90567
32239,7604,1T2,256.53583
33248,7515,1T2,1480.81541
33030,7514,1T2,930.26631
35131,5315,1T2,2257.82433
33220,7515,1T2,584.59412
31080,7622,1T2,594.5599
2B177,9404,1T2,25.15068
31366,7625,1T2,339.65873
27533,2817,1T2,243.01845
28045,0057,1T2,117.16279
29067,5310,1T2,469.48254
29147,5314,1T2,1640.8959
28254,2403,1T2,415.06525
2A090,9401,1T2,289
28323,0057,1T2,151.97692
27635,2817,1T2,81.71429
04202,9315,1T2,52.55556
08196,4403,1T2,29.66667
08389,4403,1T2,164.24952
05007,9302,1T2,133.39133
10365,4415,1T2,29.53846
10096,4425,1T2,204.78261
10259,4415,1T2,145.60054
10401,4425,1T2,891.79822
10418,4425,1T2,116.725
04161,9307,1T2,143.9262
09034,7622,1T2,26.85714
40133,7503,1T2,3438.69974
38048,8421,1T2,549.28193
38072,8433,1T2,1347.52918
42014,8430,1T2,112.13424
36217,2412,1T2,41.31818
42025,8426,1T2,96.99979
40015,7501,1T2,13.90909
39568,2713,1T2,11.33333
41234,2401,1T2,152.29398
41040,2401,1T2,383.4486
36238,2405,1T2,24.75
48169,7613,1T2,73.85
47271,7518,1T2,168.88105
47218,7518,1T2,108.30456
48092,7613,1T2,1895.83376
45320,2411,1T2,178.23248
46233,7619,1T2,53
44125,5219,1T2,839.53906
45245,2407,1T2,457.7326
45015,2411,1T2,313.29581
45185,2409,1T2,133.64286
48106,7613,1T2,63.33333
25454,2706,1T2,1057.93056
25382,2706,1T2,303.23159
27144,2808,1T2,118.30505
23034,7511,1T2,8.85714
26002,8433,1T2,879.09898
24452,7523,1T2,84.54054
27070,2817,1T2,777.52632
24455,7523,1T2,355.74406
26355,8427,1T2,265.77272
26128,8431,1T2,13.84615
26111,8422,1T2,51.05263
11296,7617,1T2,263.91803
16084,7502,1T2,139.09091
17083,7525,1T2,326.14552
11245,7617,1T2,18.5
17002,7509,1T2,38.79167
15019,0063,1T2,86.42302
12121,7611,1T2,370.83304
16398,7527,1T2,29.375
17028,7512,1T2,4716.87937
11079,7608,1T2,82.5
15236,8403,1T2,283.60684
33018,7505,1T2,1922.85673
33100,7505,1T2,531.35444
32025,7604,1T2,88.85294
34074,7606,1T2,1057.13924
33383,7515,1T2,102.78333
35340,5315,1T2,728.79389
34227,7616,1T2,1348.25339
34205,7616,1T2,150.95238
34256,7616,1T2,991.56306
35237,0062,1T2,513.90257
35094,5315,1T2,810.69106
18165,2415,1T2,464.63107
22186,5307,1T2,1352.19034
21313,2711,1T2,19.28571
21611,2711,1T2,488.58649
22177,5316,1T2,684.52613
21260,2709,1T2,66.34396
18161,0060,1T2,81.64639
21015,2704,1T2,43.5
21607,2704,1T2,937.65355
19190,0063,1T2,87.12195
22056,5304,1T2,769.90272
28004,2403,1T2,197.50226
29252,5313,1T2,466.37958
31163,7625,1T2,1326.04486
31095,7622,1T2,77.03704
31278,7622,1T2,105.60449
28343,0057,1T2,229.33175
2A154,9401,1T2,32.71698
27690,2817,1T2,121.16129
27426,2817,1T2,507.83075
31274,7622,1T2,85.26316
2A141,9401,1T2,57.64706
45068,2409,1T2,4986.13921
47280,7532,1T2,850.35227
47326,7518,1T2,710.43427
43245,8419,1T2,92.00361
43067,8419,1T2,106.98113
47047,7518,1T2,70.4
45218,2409,1T2,71.68
45200,2410,1T2,678.67046
43157,8419,1T2,8567.03409
43177,8428,1T2,1609.61552
43036,8419,1T2,203.97128
06122,9315,1T2,2078.77512
10136,4425,1T2,20.72727
09293,7612,1T2,320.02619
10430,4425,1T2,46.125
07001,8420,1T2,188.82236
09131,7612,1T2,73
09060,7612,1T2,319.1122
08250,4421,1T2,77.53846
09104,7612,1T2,372.64198
08165,4413,1T2,31.5
08247,4403,1T2,53.75
40053,7519,1T2,128.35036
39227,2716,1T2,74.78947
40068,7510,1T2,285.81478
38040,8409,1T2,69.09677
38331,8435,1T2,467.27041
38255,8435,1T2,68.61905
39246,2706,1T2,163.46931
38353,8433,1T2,502.38342
38102,8406,1T2,352.82279
39387,2712,1T2,137.43628
38010,8421,1T2,397.67987
15027,8403,1T2,249.55434
11185,7617,1T2,208.70725
17006,7509,1T2,159.76539
14104,2814,1T2,96.425
15173,0063,1T2,44.21739
12155,7614,1T2,129.94846
11184,7612,1T2,35.99971
14563,2811,1T2,205.91636
14478,2814,1T2,795.63011
12243,7614,1T2,429.95734
14498,2804,1T2,110.46809
24167,7504,1T2,973.33489
25336,2706,1T2,204.7714
23190,7511,1T2,83.45455
27405,2817,1T2,26.57895
24410,7523,1T2,202.83577
26212,8431,1T2,671.80709
27229,2808,1T2,21381.57428
24097,7523,1T2,94.74919
23084,7511,1T2,36.90323
27072,2817,1T2,306.08226
25271,2715,1T2,930.49589
33159,7505,1T2,655.65517
34245,7606,1T2,674.66203
36069,2408,1T2,502.74141
33028,7516,1T2,594.50622
34206,7606,1T2,231.06625
35311,0062,1T2,311.82868
35361,5317,1T2,429.30918
35256,5317,1T2,780.20622
35302,5315,1T2,572.85605
32230,7604,1T2,20
36036,2405,1T2,52.06897
45173,2410,1T2,2254.06717
45184,2407,1T2,191.35994
46181,7619,1T2,46.49778
43040,8410,1T2,2575.61341
43175,8419,1T2,89.93548
43147,8410,1T2,280.96934
42289,8426,1T2,992.86096
48054,7613,1T2,35
44182,5217,1T2,2333.22071
45265,2409,1T2,186.625
42265,8433,1T2,419.06799
29041,5313,1T2,877.65755
2A028,9401,1T2,55.31538
30050,7603,1T2,78.75
30260,7618,1T2,536.75249
27507,2808,1T2,1652.72379
29257,5302,1T2,875.02908
2B030,9402,1T2,47.81609
29229,5313,1T2,508.59315
30219,7603,1T2,45.00074
28016,2404,1T2,47.14286
28417,2403,1T2,601.39098
08016,4403,1T2,106.31579
07143,8433,1T2,354.66605
07302,8402,1T2,331.95867
10131,4425,1T2,183.04225
09021,7612,1T2,71.14815
10434,4425,1T2,31.63636
07182,8402,1T2,540.34536
07281,8431,1T2,3479.69208
08428,4403,1T2,70.96552
05086,9310,1T2,28.88889
05110,9302,1T2,132.54545
18090,2402,1T2,189.30607
19180,0063,1T2,339.09191
22003,5304,1T2,438.13461
21065,2704,1T2,77.6087
22105,5304,1T2,578.84202
21305,2709,1T2,64.63889
19280,7531,1T2,72.14634
18132,0056,1T2,70
17443,7512,1T2,1005.43741
19276,7531,1T2,982.96471
21710,2709,1T2,388.57162
43135,8419,1T2,760.99232
48005,7613,1T2,117.29412
47193,7532,1T2,65.66667
46086,7619,1T2,313.1529
42130,8428,1T2,309.68461
47162,7532,1T2,58.18421
49067,5221,1T2,157.5
43172,8420,1T2,129.42222
45066,2409,1T2,360.06765
43246,8420,1T2,205.78357
47128,7501,1T2,566.24529
40187,7510,1T2,572.9144
39301,2713,1T2,98.18919
38454,8435,1T2,774.87479
41174,2414,1T2,57.75
39233,2712,1T2,1067.89796
37108,2408,1T2,322.34673
40130,7519,1T2,73.5
39543,2713,1T2,89.20466
39191,2713,1T2,36.45
37119,2413,1T2,528.73987
40242,7519,1T2,54.47619
25018,2714,1T2,237.90084
26124,8431,1T2,2636.9799
25515,2715,1T2,243.53684
26083,8433,1T2,694.66881
26031,8422,1T2,561.67581
24563,7529,1T2,122.56893
23176,7511,1T2,1770.75085
24116,7507,1T2,63.59459
23169,7511,1T2,297.24474
23046,7511,1T2,29.625
27325,2803,1T2,101.02564
12071,7611,1T2,140.32241
17032,7512,1T2,442.64028
11252,7625,1T2,189.58333
12215,7621,1T2,533.09228
12089,7611,1T2,1795
11214,7608,1T2,214.48749
15022,8429,1T2,85
11320,7608,1T2,134.80769
14685,2804,1T2,940.72901
13052,0052,1T2,1410.98513
16157,7502,1T2,79.33333
10425,4425,1T2,114.46163
08132,4413,1T2,106.13423
10349,4425,1T2,1310.21892
07210,8402,1T2,202.21547
10392,4415,1T2,178.12781
08244,4403,1T2,40.92308
11001,7608,1T2,269.68119
07232,8402,1T2,160.25852
07155,8402,1T2,607.30916
07203,8419,1T2,41.3913
04164,9311,1T2,46.85714
32134,7604,1T2,176.37888
32298,7604,1T2,189.93333
32038,7625,1T2,98.60465
33528,7505,1T2,293.11343
34342,7616,1T2,77.53846
34110,7616,1T2,421.12988
32314,7609,1T2,11.66667
31577,7625,1T2,59.55172
34161,7606,1T2,1730
35075,5305,1T2,378.59296
33080,7505,1T2,3581.7449
19086,7531,1T2,162.90464
21656,2711,1T2,340.05567
22028,5308,1T2,418.90768
21086,2704,1T2,590.25839
21574,2711,1T2,175.43929
17241,7509,1T2,633.70251
22064,5303,1T2,227.01876
21343,2709,1T2,33.6
18233,0056,1T2,569.96629
21648,2711,1T2,74.25641
17226,7528,1T2,453.49495
48119,7603,1T2,51.25532
43043,8419,1T2,252.08333
42310,8433,1T2,76.60714
42113,8412,1T2,110.34338
42097,8428,1T2,2191.34686
46239,7619,1T2,91.31707
47170,7532,1T2,263.75595
45271,2407,1T2,410.14467
45155,2407,1T2,5424.10112
42290,8412,1T2,272.74576
47074,7518,1T2,194.78888
2B303,9405,1T2,383.44483
2B180,9403,1T2,26.66667
29058,5313,1T2,3913.84554
29056,5302,1T2,1043.77256
28371,0057,1T2,600.73714
30044,7603,1T2,35.93333
31288,7625,1T2,131.33964
31355,7625,1T2,908.99169
27485,2811,1T2,384.20467
28193,0057,1T2,75.57692
31040,7622,1T2,22
38099,8435,1T2,383.59499
37121,2413,1T2,119.18065
37107,2408,1T2,101.55401
40257,7513,1T2,578.73868
40261,7510,1T2,1390.58807
40219,7519,1T2,39.75
39237,2715,1T2,21.45455
39038,2716,1T2,66
37274,2413,1T2,182.93663
38250,8406,1T2,297.69434
40276,7510,1T2,100.32468
10237,4425,1T2,253.45992
07134,8402,1T2,445.15972
09269,7612,1T2,163.63886
08412,4421,1T2,50.66667
05077,9302,1T2,133.03333
08274,4421,1T2,28.10526
08280,4421,1T2,28
06017,9315,1T2,132.54902
05096,9310,1T2,313.86202
11039,7608,1T2,11.75
10309,4425,1T2,30.8
27044,2808,1T2,301.24706
24329,7516,1T2,633.21127
24191,7504,1T2,83.87879
25486,2715,1T2,235.68539
25197,2706,1T2,265.848
27313,2815,1T2,296.54233
25119,2706,1T2,160.41756
27095,2803,1T2,331.4247
27187,2815,1T2,206.20931
23048,7511,1T2,179.13051
23114,7511,1T2,162.5743
14050,2804,1T2,82.10526
11094,7608,1T2,5
14251,2804,1T2,305.73227
16354,7509,1T2,32.85831
15194,8403,1T2,43.71429
11264,7617,1T2,607.58256
16360,7509,1T2,183.88795
14491,2804,1T2,103.68421
16049,7523,1T2,146.39106
16141,7502,1T2,150.87538
32431,7604,1T2,26.25
32389,7604,1T2,216.86644
32226,7604,1T2,38.73333
32115,7604,1T2,145.43204
32076,7604,1T2,244.29469
34024,7623,1T2,1388.44112
36150,2405,1T2,170.33333
31583,7615,1T2,514.45644
32088,7604,1T2,121.03788
33144,7514,1T2,390.35778
33085,7505,1T2,1410.05158
43018,8419,1T2,689.85337
48155,7603,1T2,205.19258
49012,5206,1T2,165.21127
42256,8428,1T2,2536.5509
42076,8412,1T2,438.39534
45182,2410,1T2,622.43952
42131,8426,1T2,170.593
47111,7532,1T2,238.6047
43098,8419,1T2,72.96
48091,7613,1T2,10
46304,7619,1T2,69.33333
21353,2711,1T2,610.14894
21587,2711,1T2,103.95331
21380,2709,1T2,25.66667
17260,7509,1T2,192.33796
21201,2709,1T2,93.74214
19026,7531,1T2,83.7682
19093,7507,1T2,501.53768
17435,7528,1T2,117.20455
19178,7507,1T2,549.69244
21153,2709,1T2,89.3871
19205,7531,1T2,39.8125
29192,5310,1T2,904.28208
2B306,9404,1T2,45.3913
30341,7618,1T2,5102.58212
29292,5313,1T2,123.73161
31111,7625,1T2,168.09375
28396,2404,1T2,148.8184
28411,2403,1T2,111.89189
28308,0057,1T2,134.58824
31350,7622,1T2,28.92857
2B051,9404,1T2,24.70175
28189,2410,1T2,110.26471
39100,2713,1T2,37.33333
38341,8406,1T2,520.94545
39169,2713,1T2,237.87985
40028,7510,1T2,117.08732
40208,7510,1T2,183.10211
39151,2716,1T2,47.07692
41038,2412,1T2,157.95772
39573,2712,1T2,347.37501
40207,7510,1T2,759.2323
38473,8435,1T2,525.55829
39255,2713,1T2,82.3562
06001,9315,1T2,59.4
08161,4421,1T2,8.25
08369,4403,1T2,57.77778
07300,8422,1T2,225.13489
05154,9310,1T2,48.125
11029,7608,1T2,27.27273
10375,4425,1T2,166.67856
06026,9304,1T2,602.37506
05094,9310,1T2,5.5
07327,8402,1T2,180.61728
04155,9307,1T2,77.47471
42161,8426,1T2,279.1098
48115,7613,1T2,71.84211
42139,8428,1T2,557.73672
45224,2411,1T2,2227.77765
43180,8419,1T2,36
46191,7607,1T2,456.56075
44090,5203,1T2,882.69375
42283,8428,1T2,635.46146
47296,7518,1T2,80.68966
42118,8426,1T2,343.85049
46051,7611,1T2,158.19118
25541,2715,1T2,188.95065
26329,0064,1T2,113.05556
24348,7504,1T2,115.96077
23224,0063,1T2,27.30769
26338,8422,1T2,943.06637
24042,7523,1T2,355.5162
25289,2715,1T2,43.8
26353,8422,1T2,534.84958
24494,7504,1T2,217.53431
24370,7504,1T2,752.77803
26087,8427,1T2,620.51642
33348,7515,1T2,611.1005
32320,7604,1T2,74.2
32181,7604,1T2,108.66252
33224,7514,1T2,41.31751
35204,5315,1T2,1854.50219
33111,7514,1T2,508.95329
32336,7604,1T2,57.81818
34298,7606,1T2,2164.17324
32283,7624,1T2,96.53868
32057,7604,1T2,50.28571
32198,7604,1T2,80.41026
16269,7502,1T2,455.25748
14266,2804,1T2,681.32382
11089,7608,1T2,183.21687
16047,7502,1T2,80.88889
12084,7614,1T2,697.85006
15078,8429,1T2,57.40741
12128,7611,1T2,73.69561
12305,7611,1T2,495.55225
15235,8429,1T2,302.26507
12066,7621,1T2,551.62797
16283,7502,1T2,211.63478
28162,2403,1T2,122.36075
29083,5313,1T2,129.50717
30328,0053,1T2,466.75871
2A198,9401,1T2,228
28218,2403,1T2,6850.89082
2A247,9406,1T2,5669.26634
29179,5302,1T2,1796.50242
28140,2403,1T2,2964.28343
2B184,9402,1T2,40.86022
30003,7616,1T2,4008.67913
30257,7618,1T2,965.60621
39198,2712,1T2,9878.07198
40128,7519,1T2,362.79049
39517,2713,1T2,267.43119
41236,2414,1T2,47.64706
40104,7510,1T2,757.55746
40095,7510,1T2,325.5325
40273,7503,1T2,2868.183
41294,2414,1T2,569.69266
41224,2414,1T2,91.5
41029,2401,1T2,766.9586
40013,7519,1T2,53.26316
21494,2711,1T2,17.57143
22103,5317,1T2,415.75988
19194,7531,1T2,639.07581
22195,5308,1T2,680.72827
21437,2711,1T2,104.39216
22226,5308,1T2,954.38631
21652,2704,1T2,129.07931
18121,2402,1T2,55.88235
18228,2415,1T2,71.00122
18263,2415,1T2,257.47236
21059,2711,1T2,393.10894
24232,7529,1T2,42.88235
25259,2715,1T2,1028.67305
26034,8427,1T2,324.78119
25624,2706,1T2,66.53661
24509,7523,1T2,313.52633
24159,7523,1T2,137.97784
26033,0055,1T2,380.87401
25579,2706,1T2,92.84095
25180,2715,1T2,83.57143
24309,7523,1T2,1375.4939
25566,2706,1T2,133.0157
44033,5219,1T2,1726.83368
47198,7532,1T2,151.76667
48025,7613,1T2,205.49963
47238,7501,1T2,693.88818
45150,2409,1T2,103.83333
43226,8410,1T2,49.09091
46270,7611,1T2,106.63546
45198,2411,1T2,163.55498
42066,8412,1T2,225.86485
43127,8420,1T2,453.18232
44092,0062,1T2,290
32463,7624,1T2,199.28875
33508,7514,1T2,323.0138
34087,7616,1T2,1848.40289
31483,7622,1T2,4457.29897
33149,7514,1T2,78.09375
36013,2405,1T2,154.21687
34328,7616,1T2,626.87275
32108,7624,1T2,75.31034
31535,7622,1T2,294.62978
36146,2405,1T2,190.52824
33357,7514,1T2,877.89889
09219,7622,1T2,87.46667
06014,9315,1T2,444.21656
10400,4425,1T2,51.74074
10091,4425,1T2,50
10264,4425,1T2,38.31579
10215,4425,1T2,120.46154
10124,4425,1T2,147.14815
10406,4425,1T2,842.47362
08018,4421,1T2,13.94118
09005,7622,1T2,38.03226
08142,4421,1T2,919.65788
16136,7502,1T2,254.38617
14396,2804,1T2,564.46909
12103,7621,1T2,108.37083
12122,7614,1T2,51.85714
16074,7502,1T2,155.4436
14455,2804,1T2,108.56604
14248,2804,1T2,109.91489
12241,7621,1T2,808.68986
14175,2804,1T2,200.04767
12078,7614,1T2,50.625
16085,7502,1T2,1282.50556
47202,7532,1T2,142.24203
42326,8433,1T2,427.21055
43061,8419,1T2,431.30089
47265,7532,1T2,160.1028
46228,7619,1T2,380
46172,7607,1T2,479.92609
46200,7607,1T2,87.60478
42125,8412,1T2,81.18519
46091,7607,1T2,70.81753
42106,8412,1T2,99.717
42096,8428,1T2,369.8026
28357,2403,1T2,557.89435
2B095,9404,1T2,41.00787
2B050,9403,1T2,3074.37926
28283,2404,1T2,121.40177
29027,5303,1T2,1376.23496
31422,7622,1T2,41.5625
2A099,9401,1T2,99
2B182,9403,1T2,95.03913
31022,7625,1T2,5224.35848
31172,7622,1T2,21
28398,2404,1T2,521.55738
41081,2414,1T2,131.06383
41083,2412,1T2,212.42649
37105,2413,1T2,116.57143
40108,7513,1T2,460.02674
39266,2712,1T2,140.41094
39375,2713,1T2,54.57692
40119,7519,1T2,1921.99702
39529,2713,1T2,26.66667
41016,2412,1T2,543.38249
39551,2713,1T2,53.08696
41155,2401,1T2,492.78205
33022,7505,1T2,1726.22028
34121,7616,1T2,132.4644
34150,7601,1T2,2863.875
32051,7604,1T2,58.3
34274,7616,1T2,1341.99262
36009,2405,1T2,658.09886
36173,2405,1T2,322.06612
35196,5315,1T2,3726.5013
33093,7514,1T2,361.62039
33434,7505,1T2,1097.00276
32429,7604,1T2,151.31956
18140,2415,1T2,572.0128
21198,2709,1T2,121
18124,2415,1T2,137.30355
22109,5316,1T2,74.76596
19070,0063,1T2,157.9713
17184,7525,1T2,306.54284
17300,7512,1T2,35110.70302
21205,2709,1T2,86.13333
21693,2709,1T2,26.92308
22088,5306,1T2,118.75701
19279,7507,1T2,194.49509
24004,7523,1T2,123.88274
27045,2817,1T2,448.26616
26317,0064,1T2,310.51661
23120,7511,1T2,51.16439
27240,2803,1T2,84.52499
25535,2706,1T2,103.65957
24152,7529,1T2,339.42976
24132,7504,1T2,124.8718
24459,7523,1T2,90.53912
25380,2715,1T2,922.93083
24053,7523,1T2,4867.2679
09027,7622,1T2,44.00143
07263,8402,1T2,54
08427,4413,1T2,119.53846
08483,4403,1T2,216.5441
07337,8433,1T2,1131.05696
10140,4425,1T2,431.08235
07002,8402,1T2,223.57302
09204,7622,1T2,112.27728
09041,7622,1T2,106.07078
05047,9307,1T2,68.36364
08040,4403,1T2,344.28313
47289,7501,1T2,285.26531
43258,8410,1T2,806.21207
46015,7611,1T2,666.0636
42228,8412,1T2,697.60403
47037,7532,1T2,84.37461
46062,7607,1T2,171.03659
45317,2410,1T2,580.64151
45231,2410,1T2,65.69231
44183,5219,1T2,1497.81517
49127,5209,1T2,1487.84846
49219,5220,1T2,157.69506
14134,2804,1T2,79.57895
15157,8403,1T2,156.00862
16321,7502,1T2,14.66667
14366,2814,1T2,8201.28072
12202,7621,1T2,11031.8673
12130,7611,1T2,516.44128
11268,7612,1T2,51.35294
11230,7608,1T2,30
14284,2804,1T2,99.35484
11174,7608,1T2,27.11111
31576,7625,1T2,159.58587
33133,7504,1T2,30
36008,2408,1T2,103.47826
33358,7516,1T2,229.10625
34047,7616,1T2,303.89084
35003,5315,1T2,533.92335
33471,7515,1T2,575.04161
32100,7604,1T2,82.7027
31561,7625,1T2,5167.14672
33015,7516,1T2,953.70732
35093,5317,1T2,3721.03812
27621,2808,1T2,103.82143
27478,2808,1T2,434.27665
29295,5302,1T2,289.97467
29131,5310,1T2,237.68402
30096,7605,1T2,401.61818
27670,2815,1T2,518.01286
30241,7618,1T2,966.15019
30166,7618,1T2,1140.89321
29100,5302,1T2,210.36311
28401,0061,1T2,206.80683
2B243,9402,1T2,16.93548
37097,2408,1T2,362.50628
38368,8435,1T2,534.54545
38172,8406,1T2,881.3253
42032,8428,1T2,812.68959
39352,2706,1T2,83.25
39571,2712,1T2,101.33333
39471,2713,1T2,365.02401
37018,2413,1T2,3653.48217
40285,7519,1T2,291.97716
38009,8433,1T2,456.2234
37104,2413,1T2,3013.10886
18170,2407,1T2,304.07353
17277,7528,1T2,516.34511
21510,2709,1T2,90.66667
17132,7512,1T2,318.27254
18086,2402,1T2,208.14281
21111,2711,1T2,165.56909
21292,2711,1T2,2563.76077
22129,5306,1T2,34.15385
18257,0056,1T2,324.8886
17265,7526,1T2,678.87264
17302,7525,1T2,300.29883
49113,5220,1T2,254.95814
47214,7518,1T2,305.57143
42311,8428,1T2,646.61263
47156,7518,1T2,391.52153
46288,7611,1T2,79.73684
46040,7607,1T2,87.09284
44197,5205,1T2,717.49385
44111,5216,1T2,1150.29474
46273,7619,1T2,382.13973
45103,2409,1T2,675.66676
43086,8419,1T2,86.5
04144,9311,1T2,169.4722
05178,9310,1T2,254.30563
04241,9311,1T2,96.5
06057,9315,1T2,1048.28772
10134,4425,1T2,44.8
09183,7622,1T2,54
07303,8402,1T2,148.54658
11045,7608,1T2,90.6
08272,4403,1T2,21.6
07286,8402,1T2,180.77693
08222,4403,1T2,800.94942
30009,7614,1T2,79.05459
31400,7610,1T2,43.55556
2B073,9404,1T2,39
2B002,9405,1T2,128.51488
29291,5313,1T2,436.9042
27560,2808,1T2,73.1307
2A360,9401,1T2,54
31223,7622,1T2,20
27470,2815,1T2,557.08734
27434,2811,1T2,24.4
29160,5302,1T2,4103.7114
27079,2803,1T2,173.32499
24524,7529,1T2,92.11765
24537,7523,1T2,112.71415
26146,0064,1T2,677.93546
27241,2808,1T2,94.44118
26220,0064,1T2,2362.66208
25451,2715,1T2,70.6875
25425,2715,1T2,252.73853
26172,8433,1T2,342.49409
26102,8422,1T2,46.03846
26001,8431,1T2,221.76662
13034,9306,1T2,684.16305
17018,7512,1T2,451.79117
11418,7608,1T2,545.2236
15257,8403,1T2,57.64
13043,9312,1T2,4723.37757
16090,7502,1T2,1640.46256
12208,7614,1T2,3403.63346
14308,2804,1T2,142.76681
11084,7608,1T2,436.06258
14249,2804,1T2,771.39721
16050,7509,1T2,115.96577
41105,2410,1T2,414.10344
37084,2413,1T2,291.08871
38468,8433,1T2,1924.6295
40178,7519,1T2,266.99248
39110,2713,1T2,32.5
41014,2414,1T2,65.13158
41066,2401,1T2,224.47059
39308,2712,1T2,121.47471
37081,2413,1T2,715.49204
38511,8409,1T2,1449.31812
40206,7510,1T2,164.80193
19184,7531,1T2,86.25926
22287,5316,1T2,668.42024
21093,2709,1T2,83.31034
19098,7531,1T2,420.50265
19169,7531,1T2,107.94737
21383,2711,1T2,822.16403
17424,7528,1T2,170.58246
21457,2709,1T2,38.66667
18031,2402,1T2,285.53647
17201,7512,1T2,273.89481
19064,0063,1T2,23.66667
43253,8420,1T2,87.75676
44013,5219,1T2,1824.65891
42068,8426,1T2,233.22705
43129,8420,1T2,78.5
44061,5217,1T2,1493.26823
46258,7607,1T2,72.12903
45260,2411,1T2,113.82558
45332,2409,1T2,691.89733
47127,7518,1T2,308.6183
45322,2409,1T2,115.31707
48157,7613,1T2,58.2
35266,5315,1T2,1881.05304
