codgeo,ze2020,empsta_enq,obs_value
22114,5304,1T2,348.54519
21568,2709,1T2,290.09935
21271,2709,1T2,114.38904
21154,2709,1T2,2018.263
21527,2704,1T2,152.27136
11357,7608,1T2,67.37687
15015,0063,1T2,73.74365
17023,7509,1T2,170.57094
13041,9301,1T2,10278.32586
16060,7509,1T2,177.02286
15043,8429,1T2,27.69231
16121,7502,1T2,202.79048
14177,2814,1T2,393.97884
15234,8403,1T2,138.06067
12257,7611,1T2,355.73722
12141,7602,1T2,102.96585
31142,7622,1T2,101.28877
31386,7622,1T2,70.70732
30284,7603,1T2,1798.36482
2B297,9402,1T2,17.67273
2A056,9401,1T2,49.48039
31264,7625,1T2,281.09336
31390,7622,1T2,912.22018
30158,7603,1T2,229.28826
28171,0057,1T2,404.37611
2B251,9405,1T2,1557.36923
29022,5302,1T2,758.93084
08277,4403,1T2,67.70833
09241,7612,1T2,172.23681
10213,4425,1T2,54.33333
10112,4425,1T2,80.75
09040,7612,1T2,182.33505
07170,8433,1T2,102.94119
06137,9304,1T2,476.45391
08167,4403,1T2,32.66667
09081,7612,1T2,126.67091
06105,9304,1T2,3328.21866
05163,9310,1T2,84.26667
32234,7625,1T2,154.14615
36044,2405,1T2,18057.51649
35176,5315,1T2,3386.5111
33020,7504,1T2,86.25926
31466,7625,1T2,387.30769
32045,7604,1T2,237.58299
33118,7505,1T2,1002.0518
35321,5315,1T2,417.98087
34319,7606,1T2,56.8
33073,7505,1T2,635.0519
36048,2405,1T2,120.31951
45136,2409,1T2,220.47273
42162,8426,1T2,495.54346
45315,2407,1T2,2131.88482
46162,7607,1T2,68.41588
45025,2411,1T2,773.65424
49114,5220,1T2,90
43013,8419,1T2,131.12646
45251,2407,1T2,145.42373
45241,2410,1T2,264.79382
42284,8426,1T2,621.09104
49301,5206,1T2,13068.38261
26319,8427,1T2,278.76212
25386,2714,1T2,61.88
25560,2706,1T2,1157.52151
27001,2803,1T2,154.63592
27125,2803,1T2,348.24376
24247,7523,1T2,61.82759
25511,2706,1T2,161.51247
27054,2808,1T2,252.49743
26335,0064,1T2,93.75
24587,7529,1T2,438.32802
26275,0055,1T2,810.63246
2A004,9401,1T2,33016.30197
28168,2403,1T2,1675.78705
30182,7618,1T2,637.18643
30295,7618,1T2,1253.90436
31423,7625,1T2,185.67112
28259,2404,1T2,139.82581
28236,0061,1T2,909.53531
2B188,9402,1T2,257.68421
30246,7603,1T2,34.75729
29249,5303,1T2,333.91002
28315,0057,1T2,20
39170,2713,1T2,394.65732
37134,2413,1T2,363.9213
41067,2401,1T2,1313.72814
38209,8433,1T2,126.24444
39485,2713,1T2,296.74216
38425,8433,1T2,2913.29511
41047,2401,1T2,2047.52212
40170,7519,1T2,107.65957
40291,7510,1T2,846.49591
38103,8409,1T2,125.25794
39179,2716,1T2,110.6875
08407,4421,1T2,33.9159
07126,8402,1T2,551.3327
08011,4403,1T2,94.39024
10075,4415,1T2,68.84211
06054,9315,1T2,2248.07534
08302,4403,1T2,936.47332
09070,7612,1T2,169.94779
10297,4425,1T2,2104.72082
09094,7622,1T2,67.25806
05001,9302,1T2,171.09779
10302,4425,1T2,39.56522
49235,5220,1T2,170.90667
42207,8428,1T2,14950.18478
42301,8412,1T2,350.57622
46064,7607,1T2,360.77087
43197,8419,1T2,146.29851
46127,7607,1T2,1397.36887
43103,8410,1T2,19.30435
47311,7532,1T2,67.40741
48136,7613,1T2,59.76667
46224,7607,1T2,1493.73222
48051,7603,1T2,227.46221
17176,7509,1T2,29.42857
21665,2711,1T2,43.875
22248,5306,1T2,776.96376
17433,7509,1T2,101.7403
21338,2711,1T2,93.21429
21090,2709,1T2,30
17098,7526,1T2,205.97948
22218,5308,1T2,495.45506
21610,2711,1T2,178.12046
21047,2709,1T2,32.72727
19164,0063,1T2,239.16871
14391,2804,1T2,187.81609
14588,2804,1T2,160.2548
12182,7621,1T2,109.30816
16185,7502,1T2,47.09677
16205,7527,1T2,179.59019
14207,2804,1T2,341.63341
14088,2804,1T2,208.09877
13083,0053,1T2,1842.851
16284,7523,1T2,56.66667
14064,2804,1T2,111.04762
14406,2804,1T2,528.94928
35343,5315,1T2,677.71663
33142,7505,1T2,1000.76249
32019,7604,1T2,232.11335
32468,7604,1T2,40.72727
35265,5315,1T2,1334.42222
35008,5319,1T2,313.9323
33010,7515,1T2,316.47485
35230,5305,1T2,197.85572
32164,7604,1T2,30.26087
35015,5319,1T2,1145.14848
34301,7623,1T2,16419.48886
28215,2403,1T2,146.59177
28415,0057,1T2,888.73672
31196,7622,1T2,93.26252
27697,2817,1T2,171.61281
30193,7618,1T2,258.05608
31012,7622,1T2,24.73684
27528,2815,1T2,1688.2711
29216,5313,1T2,2144.55928
31250,7625,1T2,370.16917
29008,5313,1T2,440.48077
30312,0053,1T2,976.15327
08133,4413,1T2,249.62828
10154,4415,1T2,4.375
10118,4425,1T2,38.4
07087,8402,1T2,200.95615
10190,4425,1T2,267.73381
04244,9307,1T2,723.09202
06094,9315,1T2,438.49772
05107,9302,1T2,208.79381
08462,4421,1T2,75.53571
07128,8433,1T2,107.88969
08010,4413,1T2,49.99592
25580,2714,1T2,4369.83927
23249,7511,1T2,83.48889
23118,7511,1T2,70
26025,8431,1T2,115.09091
25433,2715,1T2,14.54545
27324,2817,1T2,314.40913
27295,2803,1T2,221.51779
25073,2706,1T2,375.41562
25339,2715,1T2,124.50892
23238,7511,1T2,148.73722
23026,7511,1T2,163.24
48181,7613,1T2,24.16667
44054,5205,1T2,1480.20284
46039,7611,1T2,114.05263
47048,7532,1T2,535.37734
42140,8428,1T2,228.75528
45188,2410,1T2,1340.20917
44169,5216,1T2,3776.27306
43202,8419,1T2,10.8
44175,5219,1T2,2454.75267
46142,7607,1T2,75.25
46155,7611,1T2,43.87097
39465,2712,1T2,85.6
36235,2412,1T2,141.12
41275,2414,1T2,605.31552
40329,7519,1T2,252.06103
36176,2405,1T2,239.55963
38357,8406,1T2,1277.6842
37197,2406,1T2,198.32218
37027,2413,1T2,2280.00821
39436,2713,1T2,90.91429
41223,2401,1T2,346.81888
39366,2713,1T2,114.28571
19051,7531,1T2,44.86486
21348,2711,1T2,29.16667
21599,2711,1T2,1097.17327
21209,2711,1T2,824.84141
17282,7509,1T2,95.90476
17404,7528,1T2,387.26593
21598,2709,1T2,76.5
17321,7525,1T2,199.80282
21556,2711,1T2,150.66015
22146,5303,1T2,141.64392
22135,5306,1T2,1070.49153
08138,4421,1T2,116.55319
06067,9314,1T2,731.44368
06079,9304,1T2,8780.88266
08365,4403,1T2,679.64016
08487,4403,1T2,920.22979
07324,8431,1T2,5116.92575
05142,9310,1T2,220.1816
10211,4425,1T2,466.78135
05095,9310,1T2,102.00806
10318,4415,1T2,87.17241
07062,8402,1T2,59.55556
27542,2811,1T2,424.52841
28183,2403,1T2,358.76515
27620,2811,1T2,212.77897
2B077,9402,1T2,307.28955
31039,7622,1T2,50.0625
31190,7622,1T2,99.68349
31230,7625,1T2,2433.80792
2B187,9402,1T2,44.61654
31096,7625,1T2,106.88902
30324,7618,1T2,480.70836
31217,7622,1T2,22.8125
11262,7617,1T2,23067.41505
14733,2804,1T2,161.2876
16169,7509,1T2,285.40351
11368,7608,1T2,32.85786
14100,2804,1T2,1018.40133
11283,7608,1T2,23.75
13091,9301,1T2,2699.12919
14082,2814,1T2,66.05405
14111,2804,1T2,224.78887
11362,7608,1T2,101.5
14587,2804,1T2,1124.85036
36142,2405,1T2,738.61806
31435,7625,1T2,446.31471
32340,7604,1T2,97.50496
33036,7514,1T2,1992.41723
31433,7625,1T2,4568.32687
31455,7625,1T2,1235.83043
33283,7514,1T2,89.2
36074,2408,1T2,249.45566
35014,5319,1T2,1261.00629
32054,7604,1T2,142.56181
32399,7604,1T2,46.31579
23111,7511,1T2,126.15619
23031,7511,1T2,422.54009
27412,2815,1T2,783.47771
27190,2808,1T2,115.62335
24417,7523,1T2,183.89898
23107,7511,1T2,45.33333
24158,7517,1T2,182.57143
25605,2706,1T2,213.22667
25343,2715,1T2,89.3871
23132,7511,1T2,165.33333
23266,7511,1T2,56.91429
37263,2413,1T2,1286.82911
39432,2712,1T2,60.26087
37126,2406,1T2,139.88062
41229,2412,1T2,605.20432
39223,2713,1T2,126.35135
38135,8406,1T2,677.12353
40232,7519,1T2,85.69565
37041,2413,1T2,144.31472
42040,8417,1T2,17.6
37148,2413,1T2,228.79076
37098,2413,1T2,394.07407
45111,2411,1T2,192.61304
42095,8428,1T2,6635.79022
45276,2407,1T2,221.91098
43113,8419,1T2,922.03389
43249,8420,1T2,248.87134
47135,7518,1T2,207.80251
47126,7518,1T2,59.41176
46134,7607,1T2,116.30769
45091,2409,1T2,126.17839
49347,5202,1T2,1938.83161
43122,8419,1T2,143.78544
09134,7612,1T2,10.28571
10409,4425,1T2,272.47022
10099,4425,1T2,205.28059
10047,4425,1T2,14.33333
07106,8419,1T2,57.69231
08481,4421,1T2,141.76183
09118,7622,1T2,92.82857
09106,7612,1T2,164.99239
08406,4421,1T2,174.9239
08111,4413,1T2,380.68093
07328,8402,1T2,302.65464
19087,0063,1T2,28.33333
21565,2711,1T2,268.46729
17275,7528,1T2,397.48372
18162,2402,1T2,95.38776
21077,2709,1T2,48.88889
17379,7528,1T2,95.11111
17439,7512,1T2,348.68518
21272,2709,1T2,92.23835
19179,7507,1T2,105
17395,7528,1T2,306.6
18267,2402,1T2,1901.69926
2B120,9402,1T2,2896.27235
29177,5302,1T2,1742.7536
2B239,9402,1T2,99.47448
31140,7622,1T2,113.85
2A174,9401,1T2,48.0297
2B137,9404,1T2,3.65217
31070,7622,1T2,190.02723
2B317,9402,1T2,17.73333
29123,5303,1T2,425.24792
27610,2808,1T2,35
29109,5302,1T2,563.5375
25590,2706,1T2,53.625
24580,7507,1T2,130.41235
25251,2706,1T2,72.70968
27036,2808,1T2,253.9914
24077,7504,1T2,131.2255
24223,7504,1T2,1040.96473
27014,2808,1T2,450.8
24429,7523,1T2,112.21849
25020,2714,1T2,370.90767
24020,7507,1T2,397.77778
27251,2803,1T2,244.22875
31499,7625,1T2,4737.78007
33476,7515,1T2,281.92597
32458,7604,1T2,122.24582
33127,7516,1T2,116.05
33405,7505,1T2,262.58698
34310,7606,1T2,1472.12144
36130,2405,1T2,47.7
31556,7622,1T2,185.84957
31567,7625,1T2,234.23005
36126,2405,1T2,161.48837
36080,2405,1T2,29.23077
38390,8435,1T2,299.73759
39081,2713,1T2,204.53209
41154,2414,1T2,446.37116
40112,7510,1T2,39.2
37205,2413,1T2,728.46557
41130,2401,1T2,348.57274
41086,2401,1T2,257.67438
41042,2412,1T2,225.04303
39522,2713,1T2,44.18182
38383,8435,1T2,1218.1148
38452,8433,1T2,222.96629
12067,7614,1T2,39.11111
14336,2804,1T2,275.96943
15063,0063,1T2,134.00567
14732,2804,1T2,115.39098
14456,2804,1T2,1642.42701
14656,2804,1T2,506.11362
17011,7528,1T2,192.13099
12011,7621,1T2,329.85197
15260,8403,1T2,39.61905
12054,7611,1T2,161.08516
12111,7621,1T2,220.9717
22223,5306,1T2,963.83012
22052,5303,1T2,150.02667
19054,7531,1T2,71.84696
19261,0063,1T2,277.22523
21006,2709,1T2,54.07695
19287,7531,1T2,134.12853
17217,7509,1T2,181.68298
18232,2405,1T2,81.26863
18114,2402,1T2,71.58193
17185,7526,1T2,903.66795
18120,0060,1T2,312.89272
10232,4425,1T2,154.7619
06066,9315,1T2,816.46409
06045,9315,1T2,24.94787
08491,4421,1T2,1581.93723
09142,7612,1T2,64.69565
09092,7612,1T2,22.18182
07297,8431,1T2,267.08515
04152,9311,1T2,1726.07401
08123,4421,1T2,28.88889
11058,7608,1T2,74.4227
10263,4425,1T2,196.67742
46272,7611,1T2,132.68003
42241,8426,1T2,149.59474
45123,2410,1T2,908.46253
47079,7532,1T2,249.64088
44180,5201,1T2,3035.12616
46234,7607,1T2,76.5
45119,2411,1T2,1052.06067
42288,8412,1T2,332.1815
45257,2409,1T2,222.09524
46136,7607,1T2,110.29285
47089,7518,1T2,94.64516
30138,7618,1T2,1025.2207
28303,2410,1T2,52.41176
2A127,9407,1T2,42.87736
31262,7625,1T2,240.05079
28349,0057,1T2,192.60424
28293,0057,1T2,636.8122
31305,7622,1T2,73.40541
31261,7625,1T2,608.42105
31153,7622,1T2,168.54256
31195,7622,1T2,14
31334,7625,1T2,725.49822
25513,2715,1T2,19.5
24209,7523,1T2,45.71429
26078,8422,1T2,419.14004
23179,7511,1T2,147.71541
26122,8431,1T2,73.18585
24491,7507,1T2,243.02618
25026,2715,1T2,139.04704
25362,2715,1T2,158.85922
26193,0064,1T2,224.94382
24008,7517,1T2,293.55918
27038,2808,1T2,135
38104,8406,1T2,697.70046
40029,7519,1T2,165
38060,8435,1T2,90.88
37122,2413,1T2,16910.34774
38033,8435,1T2,277.86114
41258,2401,1T2,531.38359
37091,2413,1T2,1227.94625
40063,7510,1T2,380.79775
38469,8409,1T2,51.6
41221,2401,1T2,291.64065
38013,8435,1T2,1759.78431
21426,2709,1T2,108.17381
21622,2711,1T2,141.75
19019,7531,1T2,497.54867
21529,2709,1T2,23.11111
21140,2704,1T2,38.99745
17148,7528,1T2,193.18489
21600,2711,1T2,67.6
22065,5306,1T2,810.4226
17173,7516,1T2,85
17318,7512,1T2,202.93807
17464,7528,1T2,78
05173,9310,1T2,159.20692
08066,4413,1T2,45.69231
11026,7608,1T2,111.09677
10067,4425,1T2,859.34425
07028,8402,1T2,219.6241
10128,4425,1T2,24.33333
04180,9307,1T2,31.5
07035,8431,1T2,260.24342
06080,9315,1T2,49.04762
04154,9310,1T2,39.11765
07299,8433,1T2,45
32037,7604,1T2,72.11538
35189,5315,1T2,1712.46811
36093,2405,1T2,1134.83582
32026,7604,1T2,44.18182
36081,2405,1T2,90.08915
32461,7624,1T2,61
35228,5317,1T2,3212.96026
35324,5305,1T2,309.94944
31570,7625,1T2,149.24173
35352,5315,1T2,3988.06499
34334,7606,1T2,141.97106
31160,7625,1T2,1398.57658
27571,2811,1T2,166.00648
28190,2410,1T2,270.90426
28129,2403,1T2,434.68872
2B034,9403,1T2,373.04447
30040,7603,1T2,57.63333
28030,0061,1T2,120.33898
31054,7625,1T2,96.81081
28123,2404,1T2,185
31258,7625,1T2,111.3913
30263,7603,1T2,1458.1218
14379,2804,1T2,175.56164
14405,2804,1T2,139.66756
16016,7527,1T2,329.59509
11413,7608,1T2,217.97912
14646,2804,1T2,181.59443
16303,7502,1T2,152.63035
12108,7611,1T2,188.65288
14764,2804,1T2,430.62256
14070,2804,1T2,95.55974
12204,7614,1T2,77.875
12152,7602,1T2,83.2
47131,7518,1T2,313.59014
42077,8426,1T2,138.17204
49155,5221,1T2,789.03488
45214,2411,1T2,132.06522
47011,7532,1T2,90.47619
49216,5202,1T2,335.48276
48121,7613,1T2,110.46086
45215,2411,1T2,107.33333
48098,7613,1T2,24.00022
42230,8412,1T2,713.10505
43178,8419,1T2,87.11111
09115,7612,1T2,50.41667
08182,4403,1T2,18.3
08025,4421,1T2,428.78279
09260,7612,1T2,5
09043,7612,1T2,252.89209
08362,4413,1T2,3199.06638
04227,9311,1T2,127.30075
08332,4421,1T2,5.66667
09247,7622,1T2,83.05111
08278,4403,1T2,27.75
08450,4403,1T2,129.25532
26199,0064,1T2,7.71429
24438,7529,1T2,90.68607
25570,2718,1T2,23.33333
27105,2815,1T2,1832.62171
23045,7511,1T2,305.34141
26226,0064,1T2,150.85574
26116,0055,1T2,2901.44055
25411,2715,1T2,3583.78552
26198,8422,1T2,17543.34992
25293,2715,1T2,727.91549
24282,7504,1T2,45
39586,2713,1T2,20.25
39561,2716,1T2,172.89541
38182,8435,1T2,1434.26396
38535,8421,1T2,138.24664
41241,2412,1T2,572.24409
40263,7510,1T2,175.16456
37062,2413,1T2,662.33041
42056,8433,1T2,1520.03642
38459,8421,1T2,457.84211
42020,8428,1T2,632.29167
39328,2716,1T2,197.79121
35123,5315,1T2,2255.96796
35105,5319,1T2,820.65161
32439,7624,1T2,50.96774
34333,7623,1T2,1745.55838
32383,7624,1T2,56.57143
33014,7516,1T2,597.56795
34003,7601,1T2,10677.4621
34207,7601,1T2,836.43829
33271,7514,1T2,70.33333
35304,5305,1T2,667.31143
36052,2405,1T2,78.07692
28151,0057,1T2,99.87097
28360,0057,1T2,458.62105
31229,7625,1T2,431.06419
31104,7625,1T2,311.08794
31139,7622,1T2,49.25
30254,7605,1T2,988.15124
27500,2811,1T2,795.9673
27587,2811,1T2,401.09191
2B235,9403,1T2,34.77123
2A117,9401,1T2,38.70968
28394,0057,1T2,652.7861
18181,2402,1T2,223.88054
19220,7531,1T2,214.70119
21146,2711,1T2,61.88
18290,2415,1T2,349.51563
19257,7507,1T2,105.36842
17246,7525,1T2,261.08933
21567,2704,1T2,93.95407
21424,2711,1T2,43.125
22117,5316,1T2,869.34916
21028,2711,1T2,329.96746
21563,2711,1T2,71.04
12003,7611,1T2,135.14955
14087,2804,1T2,50.89655
12187,7621,1T2,119.56419
12064,7621,1T2,127.95713
17076,7509,1T2,139.49998
15008,0063,1T2,86.0339
14137,2804,1T2,1669.98274
11286,7608,1T2,471.3094
11384,7620,1T2,71.36858
11434,7608,1T2,625.08979
11188,7617,1T2,683.31351
44208,5205,1T2,527.86142
46204,7619,1T2,215.66165
46271,7619,1T2,204.93962
47239,7532,1T2,387.19735
44027,5216,1T2,1364.25856
46178,7619,1T2,100.6217
49246,5202,1T2,5848.94124
43044,8419,1T2,89.81681
46259,7607,1T2,63.2069
45244,2407,1T2,1207.95874
48030,7613,1T2,186.37747
07107,8402,1T2,556.80004
07004,8402,1T2,31.2
10078,4425,1T2,19.5
06081,9315,1T2,16.33333
09030,7612,1T2,219.41593
08171,4421,1T2,37.2
09129,7622,1T2,53.80952
07333,8433,1T2,430.47141
09023,7612,1T2,50
07181,8402,1T2,1329.91562
04143,9311,1T2,2609.84794
38313,8409,1T2,117.55932
38467,8406,1T2,771.38379
38483,8406,1T2,911.17719
40137,7519,1T2,169.90184
39378,2713,1T2,337.07046
39355,2713,1T2,128.76093
36215,2405,1T2,235.32372
39019,2713,1T2,127.29878
40252,7519,1T2,290.68845
42011,8412,1T2,1154.28265
36237,2412,1T2,307.21805
27389,2803,1T2,215.89583
24273,7504,1T2,144.56213
24154,7523,1T2,190.77273
23095,7511,1T2,488.35193
27184,2815,1T2,46.53846
25222,2706,1T2,790.30332
23144,7511,1T2,89.02267
23225,7511,1T2,49.54545
26014,8427,1T2,311.74284
23041,7511,1T2,54.93565
23056,7511,1T2,138.96646
33445,7516,1T2,444.32488
36154,2405,1T2,757.14807
36161,2405,1T2,364.5519
32307,7604,1T2,1092.55586
33541,7515,1T2,498.32838
33033,7505,1T2,444.72832
33511,7514,1T2,161.28169
36134,2405,1T2,157.73186
32068,7604,1T2,50.19231
34095,7616,1T2,3520.89518
33075,7505,1T2,11440.88602
17361,7528,1T2,52.6087
21673,2711,1T2,81.90476
21643,2711,1T2,271.63858
21523,2711,1T2,67.44828
17211,7528,1T2,235.63359
17339,7509,1T2,510.19714
17462,7528,1T2,356.80921
17330,7526,1T2,684.69231
21096,2711,1T2,74.82353
21590,2704,1T2,529.91298
21009,2704,1T2,72.91667
30218,7603,1T2,115.46939
28201,2403,1T2,821.65239
2A362,9406,1T2,1289.27277
29176,5313,1T2,765.8013
29089,5303,1T2,373.37398
31133,7622,1T2,36.16667
31218,7622,1T2,29.84615
31309,7622,1T2,75.95745
2A358,9401,1T2,26.48077
28099,2403,1T2,581.98047
27447,2808,1T2,446.42505
47098,7501,1T2,139.45588
45333,2410,1T2,1035.87638
44030,5219,1T2,1901.00362
45326,2410,1T2,193.27534
43260,8419,1T2,5.5
45291,2407,1T2,545.50657
48099,7613,1T2,827.08177
46073,7607,1T2,173.77486
46311,7619,1T2,489.53537
42226,8412,1T2,236.05035
46165,7619,1T2,242.74392
09176,7612,1T2,214.04249
08435,4413,1T2,456.17307
07346,8422,1T2,1700.94858
09141,7622,1T2,42.58333
07262,8402,1T2,70.55263
11015,7608,1T2,83.51238
08497,4403,1T2,574.50593
08437,4421,1T2,84.23529
11055,7608,1T2,85.79644
05062,9310,1T2,50.28571
07103,8420,1T2,137.30667
39094,2713,1T2,67.09677
38277,8409,1T2,282.98048
40082,7519,1T2,124.47665
38430,8409,1T2,194.30894
40140,7519,1T2,80.32565
36248,2405,1T2,135.2831
38184,8421,1T2,864.30077
37143,2408,1T2,703.35971
38173,8409,1T2,124.79554
39431,2713,1T2,142.99984
41220,2401,1T2,1981.65174
25478,2714,1T2,52.57895
24371,7523,1T2,198.04485
26165,8431,1T2,4452.0144
24542,7532,1T2,29.16667
24515,7507,1T2,382.72708
24229,7507,1T2,734.23434
24290,7529,1T2,85
25089,2706,1T2,48.31579
26213,8433,1T2,311.60568
27076,2808,1T2,277.27943
25049,2715,1T2,56.95652
16213,7502,1T2,107.46557
12139,7614,1T2,52.66263
15083,8403,1T2,927.60697
15059,8429,1T2,49.09091
14103,2804,1T2,239.25245
13010,0053,1T2,1849.92773
12163,7614,1T2,91.28571
17046,7528,1T2,191.36527
11120,7608,1T2,276.86744
15029,8403,1T2,144.62512
16423,7502,1T2,90.71184
30146,7603,1T2,616.16804
31253,7625,1T2,1648.95563
29073,5310,1T2,358.45798
31064,7622,1T2,8.28571
30354,7618,1T2,131.56772
30114,7618,1T2,384.9541
30321,7618,1T2,2242.2931
28164,2403,1T2,366.27789
31187,7625,1T2,6804.73687
2B167,9403,1T2,152.49842
30280,7603,1T2,116.44916
32266,7604,1T2,44.1
32089,7604,1T2,88.95349
35238,5315,1T2,110737.32295
35110,5315,1T2,549.85216
33003,7505,1T2,8552.4221
33337,7514,1T2,1088.43274
33475,7505,1T2,191.95403
33056,7505,1T2,8203.00653
31514,7625,1T2,19.33333
32083,7604,1T2,392.49491
32292,7604,1T2,174.53333
19085,7531,1T2,326.73756
21421,2711,1T2,104.94705
21160,2709,1T2,63
17163,7509,1T2,218.44582
23007,7511,1T2,93.24021
22009,5316,1T2,66.11429
17164,7528,1T2,1011.5212
21415,2711,1T2,83.55556
17324,7528,1T2,62.15
21152,2711,1T2,35.4375
22363,5308,1T2,352.625
45274,2410,1T2,3604.79163
43060,8419,1T2,43.07143
49362,5220,1T2,560.43922
47077,7532,1T2,328.37661
47143,7501,1T2,935.16582
45186,2409,1T2,273.11217
47321,7504,1T2,139.92981
45334,2409,1T2,268.77719
45246,2411,1T2,90.78261
43114,8420,1T2,824.49829
48147,7613,1T2,345.7622
05183,9302,1T2,691.48913
09334,7612,1T2,204.92066
07179,8402,1T2,55.81481
11010,7608,1T2,97.33333
09235,7622,1T2,344.29821
08215,4421,1T2,16.36364
06096,9315,1T2,28.28571
07096,8402,1T2,171.07136
09133,7612,1T2,14.4
09090,7612,1T2,20.45455
08046,4413,1T2,95.88235
37096,2413,1T2,365.90141
40161,7518,1T2,40
37278,2413,1T2,618.25428
38554,8421,1T2,925.14802
41208,2401,1T2,62.72727
38076,8406,1T2,876.00202
38276,8406,1T2,1323.80606
37050,2413,1T2,5572.34338
42012,8412,1T2,336.89533
38532,8406,1T2,512.57359
38426,8409,1T2,323.99965
25499,2706,1T2,72.43478
24129,7523,1T2,222.34949
24271,7523,1T2,186.48805
23215,0063,1T2,83.31034
25574,2718,1T2,79.475
26300,8431,1T2,20.44444
27097,2817,1T2,282.91167
25019,2714,1T2,161.28565
24025,7523,1T2,98.18184
26110,8431,1T2,345.99254
25112,2706,1T2,731.8606
2B343,9402,1T2,793.42932
27598,2817,1T2,638.51837
29091,5302,1T2,757.10834
29115,5303,1T2,157.86885
31136,7625,1T2,1154.87578
29270,5302,1T2,824.35978
28424,2404,1T2,658.96471
30033,7618,1T2,2889.0469
28049,2403,1T2,114.21951
30022,7603,1T2,64.96552
31056,7625,1T2,3986.37026
11330,7608,1T2,242.05
16280,7502,1T2,772.47129
17071,7509,1T2,196.08
11166,7608,1T2,36.8
12060,7621,1T2,48.27273
16158,7502,1T2,170.40741
11369,7617,1T2,1404.66354
11396,7608,1T2,261.53126
12093,7621,1T2,83.02703
16143,7502,1T2,360.67126
16057,7509,1T2,164.99317
09250,7612,1T2,38.73333
10083,4425,1T2,172.76471
09228,7612,1T2,111.93769
06114,9315,1T2,2697.32538
10203,4425,1T2,186.57803
05022,9310,1T2,86.35803
08461,4421,1T2,79.78294
07314,8431,1T2,197.68693
08416,4413,1T2,91
06128,9315,1T2,1356.3116
10363,4425,1T2,207.93664
42330,8428,1T2,3307.85156
45038,2411,1T2,151.94642
43070,8419,1T2,71.03868
47246,7501,1T2,692.00991
42170,8426,1T2,994.52992
49171,5220,1T2,47.6
43015,8419,1T2,24
42322,8428,1T2,601.24308
43006,8419,1T2,56.83333
45145,2409,1T2,1656.80282
47014,7518,1T2,81.83721
18218,2402,1T2,313.21212
17401,7520,1T2,32.55
21641,2709,1T2,222.73034
21092,2704,1T2,140.2509
21695,2709,1T2,27.27273
22016,5308,1T2,165.49383
22034,5308,1T2,663.47862
21417,2709,1T2,36.75
18072,2402,1T2,106.82353
22124,5303,1T2,95.11112
22302,5304,1T2,264.10674
34123,7616,1T2,6539.86792
33102,7514,1T2,124.34498
35201,5315,1T2,487.02646
36027,2405,1T2,134.61182
34341,7623,1T2,1951.5335
36010,2408,1T2,284.86873
33513,7514,1T2,38.08
34038,7606,1T2,589.61637
31551,7625,1T2,353.01366
35283,5319,1T2,720.18073
33240,7515,1T2,2272.96637
41030,2414,1T2,88.86615
37194,2413,1T2,902.32749
38278,8435,1T2,223.73555
41049,2401,1T2,441.46045
38131,8433,1T2,973.48905
38316,8421,1T2,2931.29544
40037,7519,1T2,989.95552
38564,8435,1T2,112.08897
38126,8409,1T2,1876.949
40316,7510,1T2,380.92508
41037,2414,1T2,89.675
2B233,9402,1T2,56.18919
28018,0061,1T2,616.99633
30106,7603,1T2,347.47752
27554,2817,1T2,1534.94974
29113,5310,1T2,900.81216
31015,7622,1T2,3.66667
2B010,9403,1T2,162
29042,5302,1T2,2830.28303
31130,7622,1T2,29.75
31038,7625,1T2,330.11068
2B361,9403,1T2,128
26179,8431,1T2,1386.76719
25562,2714,1T2,122.61905
24338,7504,1T2,179.6044
25192,2714,1T2,117.14286
25143,2706,1T2,111.12821
24327,7504,1T2,61.80952
23072,7511,1T2,88.33057
27340,2815,1T2,301.56338
23138,7511,1T2,102.45455
24186,7504,1T2,162.75602
24319,7523,1T2,163.72515
10087,4425,1T2,30.66667
09299,7622,1T2,193.21403
08377,4421,1T2,73.21212
05068,9310,1T2,228.61168
07293,8431,1T2,523.3972
10015,4425,1T2,235.86708
08153,4421,1T2,143.49252
06038,9304,1T2,1660.28665
08187,4403,1T2,169.87572
08306,4413,1T2,28.33333
06042,9315,1T2,291.09505
42093,8428,1T2,598.61022
43189,8419,1T2,169.334
42104,8430,1T2,381.87156
46208,7619,1T2,136.77049
46199,7607,1T2,135.59247
48123,7613,1T2,74.70252
42194,8426,1T2,93.05263
47038,7518,1T2,273.74945
44218,5205,1T2,376.01589
46240,7619,1T2,250.67581
49194,5202,1T2,2860
12289,7611,1T2,70.1862
14461,2804,1T2,299.32143
11155,7608,1T2,22.49103
16240,7523,1T2,23.57143
14486,2804,1T2,245.54255
14030,2804,1T2,819.3747
16395,7509,1T2,162.16713
15077,8429,1T2,41.84615
11393,7617,1T2,213.95038
14678,2804,1T2,288.00416
14744,2804,1T2,97.19231
21532,2711,1T2,629.45083
21588,2704,1T2,33.6
19075,7531,1T2,153.23315
21193,2704,1T2,181.54198
21212,2709,1T2,192.27869
21210,2709,1T2,278.23529
17253,7525,1T2,615.74919
22087,5303,1T2,250.75889
21042,2704,1T2,75.31034
21404,2709,1T2,160.05
21679,2711,1T2,82.5
33522,7505,1T2,22670.54143
