TIME_PERIOD,ZE2020,regime_leading_signal
2001-01,2702,0.014057829145319506
2001-01,2703,0.014749566368195776
2001-01,2704,0.009984047799931138
2001-01,2705,0.01581482158119498
2001-01,2706,0.015215270120208336
2001-01,2707,0.012346003570543104
2001-01,2708,0.01256349294717456
2001-01,2709,0.018749078657045455
2001-01,2710,0.0096000272721158
2001-01,2711,0.01775424521917026
2001-01,2712,0.014347016933087903
2001-01,2713,0.01205054754432847
2001-01,2714,0.012983599436210223
2001-01,2715,0.009574361112674384
2001-01,2716,0.007801636781381169
2001-01,2717,0.014368882208523621
2001-01,2718,0.01604882304259579
2001-01,2801,0.01234239426975832
2001-01,2802,0.009518931472274911
2001-01,2803,0.014119293323186965
2001-01,2804,0.015317237995480862
2001-01,2805,0.010683404052779719
2001-01,2806,0.011055738739546316
2001-01,2807,0.0127246288355064
2001-01,2808,0.016427635097377147
2001-01,2809,0.010214468448349893
2001-01,2810,0.006577810358009797
2001-01,2811,0.009173961273502902
2001-01,2812,0.012171707487040506
2001-01,2813,0.011413555217652388
2001-01,2814,0.013398976026764257
2001-01,2815,0.015614483331433684
2001-01,2816,0.0116746092049253
2001-01,2817,0.014273727630045394
2001-01,2818,0.010187242462109763
2001-01,2819,0.01315609227522118
2001-01,3201,0.009148756282829257
2001-01,3202,0.016243855294297
2001-01,3203,0.019284169928707254
2001-01,3204,0.01021460577937983
2001-01,3205,0.012662765283827471
2001-01,3206,0.014137473946156187
2001-01,3207,0.00836598887327596
2001-01,3208,0.010600933485655436
2001-01,3209,0.01690548428919384
2001-01,3210,0.016244617346803616
2001-01,3211,0.012473157569618056
2001-01,3212,0.012755779150056823
2001-01,3213,0.009308594123262084
2001-01,3214,0.017661665752953217
2001-01,3215,0.010977440501712888
2001-01,3216,0.0240681817695452
2001-01,3217,0.012928907730179746
2001-01,3218,0.01644892739980168
2001-01,3219,0.012306973160120497
2001-01,3220,0.013071595773999946
2001-01,3221,0.014224703572197146
2001-01,3222,0.01348497497658602
2001-01,4401,0.018305764583029932
2001-01,4402,0.015153672081316644
2001-01,4403,0.011994595190731847
2001-01,4404,0.016960175438493968
2001-01,4405,0.011124239730775184
2001-01,4406,0.012434091500793523
2001-01,4407,0.014357254017175405
2001-01,4408,0.010583488597945955
2001-01,4409,0.013075086576378413
2001-01,4410,0.016551235654443965
2001-01,4411,0.014452000962047575
2001-01,4412,0.016699824106224524
2001-01,4413,0.016027124572132356
2001-01,4414,0.0033956378086457814
2001-01,4415,0.01613735026708591
2001-01,4416,0.012821557964986123
2001-01,4417,0.012628271080303897
2001-01,4418,0.010312929279897217
2001-01,4419,0.01722711739634292
2001-01,4420,0.010721008531236632
2001-01,4421,0.014071039660356298
2001-01,4422,0.011979255206074069
2001-01,4423,0.020581434011662965
2001-01,4424,0.008684535692592718
2001-01,4425,0.015072068832752302
2001-01,4426,0.017088150837160643
2001-01,4427,0.012203188703201872
2001-01,5201,0.013825462462605059
2001-01,5202,0.01625194975485508
2001-01,5203,0.007858206563577845
2001-01,5204,0.013686813165239644
2001-01,5205,0.016856429627073444
2001-01,5206,0.011200510009235415
2001-01,5207,0.010372102041933694
2001-01,5208,0.012723124450686808
2001-01,5209,0.009100733518079294
2001-01,5210,0.016909295847723868
2001-01,5211,0.019227419536712843
2001-01,5212,0.015000573739177965
2001-01,5213,0.012161767554634797
2001-01,5214,0.011425878793105644
2001-01,5215,0.012465646833445022
2001-01,5216,0.024934408752871787
2001-01,5217,0.012445469525266234
2001-01,5218,0.00952537663984782
2001-01,5219,0.009810082622326074
2001-01,5220,0.00954256365134324
2001-01,5221,0.01235752541576238
2001-01,5301,0.009010238889281597
2001-01,5302,0.01515084497725549
2001-01,5303,0.01415578165987206
2001-01,5304,0.011559499814918795
2001-01,5305,0.011859772194507366
2001-01,5306,0.012569138041168073
2001-01,5307,0.011670173105073777
2001-01,5308,0.012133640647425548
2001-01,5309,0.011254910123203433
2001-01,5310,0.009736696288231914
2001-01,5311,0.013662199729332494
2001-01,5312,0.012253261183102087
2001-01,5313,0.009495117911774903
2001-01,5314,0.006984457070786632
2001-01,5315,0.022596877076074412
2001-01,5316,0.013090855726786296
2001-01,5317,0.00956010808730243
2001-01,5318,0.01439105607786173
2001-01,5319,0.01259722938552238
2001-01,7501,0.012123337111709395
2001-01,7502,0.01574043166718187
2001-01,7503,0.014091875217131906
2001-01,7504,0.01235782198656519
2001-01,7505,0.02159242581182706
2001-01,7506,0.012783886350145445
2001-01,7507,0.010671700291411557
2001-01,7508,0.01178945102892199
2001-01,7509,0.012726693836877011
2001-01,7510,0.009866502518682489
2001-01,7511,0.016795419426435983
2001-01,7512,0.013911210773942397
2001-01,7513,0.007832916225981246
2001-01,7514,0.014398134862750718
2001-01,7515,0.007012997554623438
2001-01,7516,0.014590834230023718
2001-01,7517,0.013146839726166128
2001-01,7518,0.012437935577822658
2001-01,7519,0.015361366772154016
2001-01,7520,0.01580408015780045
2001-01,7521,0.013634281495864778
2001-01,7522,0.017364893551818694
2001-01,7523,0.011754526685194127
2001-01,7524,0.013424674542666565
2001-01,7525,0.010785012717278292
2001-01,7526,0.004882245572059599
2001-01,7527,0.01166808321317683
2001-01,7528,0.015803052777023693
2001-01,7529,0.002798429626882124
2001-01,7530,0.011621840579287243
2001-01,7531,0.012918929236468993
2001-01,7532,0.011459474438289652
2001-01,7601,0.0007277657839504809
2001-01,7602,0.012875048348846736
2001-01,7603,0.010818949708417206
2001-01,7604,0.01600420394493377
2001-01,7605,0.012904600722033897
2001-01,7606,0.010449604562133407
2001-01,7607,0.011761515639763975
2001-01,7608,0.012492803854773317
2001-01,7609,0.012615723719442803
2001-01,7610,0.010652978768720317
2001-01,7611,0.011685154484747606
2001-01,7612,0.012682338900022743
2001-01,7613,0.010324846080004182
2001-01,7614,0.010861766948620327
2001-01,7615,0.012865860237325107
2001-01,7616,0.021328752733218288
2001-01,7617,0.00894860975881924
2001-01,7618,0.01444380173158865
2001-01,7619,0.0094105277448802
2001-01,7620,0.009724084637580892
2001-01,7621,0.012897631448861704
2001-01,7622,0.015862620292405805
2001-01,7623,0.004713830718239882
2001-01,7624,0.011439680451287028
2001-01,7625,0.023148925543211806
2001-01,8401,0.017640523360580553
2001-01,8402,0.008003746999944349
2001-01,8403,0.011644587235160759
2001-01,8404,0.012317151964029976
2001-01,8405,0.012445363409064422
2001-01,8406,0.012399580339673734
2001-01,8407,0.01753965903176339
2001-01,8408,0.016041323884389336
2001-01,8409,0.019815157653363728
2001-01,8410,0.008821176024039179
2001-01,8411,0.001542410085965494
2001-01,8412,0.010169407407445522
2001-01,8413,0.006186215305677666
2001-01,8414,0.006615152966424882
2001-01,8415,0.007452954873657123
2001-01,8416,0.010463451415925806
2001-01,8417,0.009763387947231665
2001-01,8418,0.008270865224048204
2001-01,8419,0.011690023672419603
2001-01,8420,0.009358060487693994
2001-01,8421,0.025178881343546674
2001-01,8422,0.011489941386559434
2001-01,8423,0.012977117463627688
2001-01,8424,0.014487082625469924
2001-01,8425,0.005696121522873862
2001-01,8426,0.01168947183396934
2001-01,8427,0.009043758100778506
2001-01,8428,0.014624592043977768
2001-01,8429,0.008547879663916125
2001-01,8430,0.014259883166113901
2001-01,8431,0.012776065220502213
2001-01,8432,0.01207718106459536
2001-01,8433,0.012221158879104563
2001-01,8434,0.015006229019013634
2001-01,8435,0.014597341577636196
2001-01,9301,0.024030282255661513
2001-01,9302,0.0021040937892135778
2001-01,9303,0.013572320108404232
2001-01,9304,0.020530906077445076
2001-01,9305,0.012971141783140346
2001-01,9306,0.010467726903917778
2001-01,9307,0.009816626101788285
2001-01,9308,0.013061576212595637
2001-01,9309,0.011968987434328747
2001-01,9310,0.01074062477111243
2001-01,9311,0.012869510132710918
2001-01,9312,0.018474034295386965
2001-01,9313,0.00923278918814912
2001-01,9314,0.009315902556896086
2001-01,9315,0.01804497220368464
2001-01,9316,0.01039200279844901
2001-01,9317,0.009494630173028944
2001-01,9318,0.012508687828564034
2001-01,9401,0.013745849341402112
2001-01,9402,0.012152413627523218
2001-01,9403,0.0003300024838485882
2001-01,9404,0.011303741049183094
2001-01,9405,0.01163047831723515
2001-01,9406,0.004581904560155479
2001-01,9407,0.0072818641663320895
2001-02,0051,-0.01652976281879027
2001-02,0052,-0.019596221086718556
2001-02,0053,-0.020106069649330323
2001-02,0054,-0.017594273410963618
2001-02,0055,-0.020828471566951067
2001-02,0056,-0.017376315689150573
2001-02,0057,-0.01820005828059193
2001-02,0058,-0.018785089603271233
2001-02,0059,-0.019471406059040186
2001-02,0060,-0.016677364943424672
2001-02,0061,-0.01796860631682
2001-02,0062,-0.017930621124243356
2001-02,0063,-0.01623998461509485
2001-02,0064,-0.017814172225762363
2001-02,0101,-0.016542416284010743
2001-02,0102,-0.02016010394336776
2001-02,0103,-0.020406357114435517
2001-02,0104,-0.02338074718168833
2001-02,0105,-0.01858557793675251
2001-02,0201,-0.018408945733495625
2001-02,0202,-0.02252701820398323
2001-02,0203,-0.016926065178238577
2001-02,0204,-0.016692194495805
2001-02,0205,-0.018073985370630437
2001-02,0206,-0.020894780557642236
2001-02,0301,-0.021559095721107865
2001-02,0302,-0.014716784077591747
2001-02,0303,-0.02017582200069417
2001-02,0401,-0.015351824413080428
2001-02,0402,-0.02027137077652331
2001-02,0403,-0.02139771117821332
2001-02,0404,-0.017532282555233872
2001-02,0601,-0.01885355840766861
2001-02,1101,-0.020422078461835195
2001-02,1102,-0.016627493381880142
2001-02,1103,-0.017541077917686165
2001-02,1104,-0.01963589964637479
2001-02,1105,-0.018975257976114688
2001-02,1106,-0.021188485114525403
2001-02,1107,-0.018362727841753978
2001-02,1108,-0.01804923193484281
2001-02,1109,-0.0286963376457474
2001-02,1110,-0.01719654338881382
2001-02,1111,-0.021693579602071897
2001-02,1112,-0.01780653629066335
2001-02,1113,-0.021846971255020754
2001-02,1114,-0.021600700342486977
2001-02,1115,-0.023830035279705425
2001-02,2401,-0.018516092563188462
2001-02,2402,-0.01812122840620919
2001-02,2403,-0.019667005865093106
2001-02,2404,-0.01764005289537469
2001-02,2405,-0.017388985303476306
2001-02,2406,-0.019618503601278044
2001-02,2407,-0.017385473149566365
2001-02,2408,-0.017862775938619915
2001-02,2409,-0.01740054973405906
2001-02,2410,-0.019166556727422027
2001-02,2411,-0.017602315749849037
2001-02,2412,-0.016281540215226497
2001-02,2413,-0.01997855988798745
2001-02,2414,-0.017792786945587044
2001-02,2415,-0.01765853697477592
2001-02,2701,-0.01717614844464801
2001-02,2702,-0.017639001837771257
2001-02,2703,-0.01565889019231007
2001-02,2704,-0.020576865709831634
2001-02,2705,-0.01761315263653987
2001-02,2706,-0.018266777168968337
2001-02,2707,-0.019359085348155967
2001-02,2708,-0.01788318234718759
2001-02,2709,-0.0156438743330652
2001-02,2710,-0.017673641341337393
2001-02,2711,-0.019617338535249617
2001-02,2712,-0.01733970603405431
2001-02,2713,-0.018059896860369434
2001-02,2714,-0.017469825614214972
2001-02,2715,-0.01748427116340819
2001-02,2716,-0.018176671840022977
2001-02,2717,-0.018700437959708986
2001-02,2718,-0.01604239218291838
2001-02,2801,-0.01720138465943208
2001-02,2802,-0.018509431572708436
2001-02,2803,-0.017310079019376687
2001-02,2804,-0.019273362252165572
2001-02,2805,-0.018217510379171856
2001-02,2806,-0.017999040039045077
2001-02,2807,-0.01727074173211578
2001-02,2808,-0.017843169086899386
2001-02,2809,-0.017473186838214368
2001-02,2810,-0.017838387091137074
2001-02,2811,-0.019302264501660216
2001-02,2812,-0.01604379447433825
2001-02,2813,-0.019932005733497377
2001-02,2814,-0.019111399573805605
2001-02,2815,-0.01915028453463053
2001-02,2816,-0.018354419162791173
2001-02,2817,-0.018703635592572786
2001-02,2818,-0.018748418461725806
2001-02,2819,-0.017693816239402145
2001-02,3201,-0.016626277270629427
2001-02,3202,-0.017516463478620074
2001-02,3203,-0.018009575619556628
2001-02,3204,-0.016705511407236345
2001-02,3205,-0.016580009205378263
2001-02,3206,-0.019012736993817683
2001-02,3207,-0.01797920512766905
2001-02,3208,-0.016749872136885925
2001-02,3209,-0.01765370363138512
2001-02,3210,-0.018760487964027257
2001-02,3211,-0.017871459529232976
2001-02,3212,-0.017557168191209775
2001-02,3213,-0.01816131451500518
2001-02,3214,-0.015325801116749405
2001-02,3215,-0.01713725394799624
2001-02,3216,-0.022698663533564492
2001-02,3217,-0.015898508912834303
2001-02,3218,-0.020112605420090156
2001-02,3219,-0.017156066934210942
2001-02,3220,-0.017308704622304036
2001-02,3221,-0.017912318284008567
2001-02,3222,-0.017909422369833703
2001-02,4401,-0.014639847625865716
2001-02,4402,-0.018522500129895994
2001-02,4403,-0.01693492297808594
2001-02,4404,-0.015797338916685947
2001-02,4405,-0.020031698057331838
2001-02,4406,-0.020344545017400968
2001-02,4407,-0.016876852464645636
2001-02,4408,-0.01595775266079176
2001-02,4409,-0.017131988221515633
2001-02,4410,-0.01813143238113863
2001-02,4411,-0.01954552269399816
2001-02,4412,-0.01819178929435666
2001-02,4413,-0.020546895086180288
2001-02,4414,-0.017895634763199157
2001-02,4415,-0.01804495379415543
2001-02,4416,-0.015749415535947484
2001-02,4417,-0.017257683592830413
2001-02,4418,-0.01653113524807611
2001-02,4419,-0.016465883010540344
2001-02,4420,-0.016293806442053513
2001-02,4421,-0.016859986483170646
2001-02,4422,-0.017571219279544498
2001-02,4423,-0.020791193197169537
2001-02,4424,-0.01520158278998218
2001-02,4425,-0.01887481598474841
2001-02,4426,-0.01512342562420003
2001-02,4427,-0.01538415001445307
2001-02,5201,-0.01920866624283511
2001-02,5202,-0.019948408794304123
2001-02,5203,-0.019140778187739772
2001-02,5204,-0.019016034034717317
2001-02,5205,-0.018535172602374375
2001-02,5206,-0.020241466243443758
2001-02,5207,-0.01799955255009213
2001-02,5208,-0.018035507406211196
2001-02,5209,-0.01924738559137641
2001-02,5210,-0.019999713630618577
2001-02,5211,-0.022466800057112664
2001-02,5212,-0.019174516997249747
2001-02,5213,-0.020112745695974626
2001-02,5214,-0.019682117536438067
2001-02,5215,-0.018000201155765293
2001-02,5216,-0.0233001363437058
2001-02,5217,-0.019118797736142275
2001-02,5218,-0.018166711403537667
2001-02,5219,-0.020126621621106316
2001-02,5220,-0.01859930134908252
2001-02,5221,-0.01659764305484806
2001-02,5301,-0.02047302973691346
2001-02,5302,-0.019685225930989803
2001-02,5303,-0.01834471312327826
2001-02,5304,-0.019342700911339137
2001-02,5305,-0.019013971588735627
2001-02,5306,-0.01835272859849095
2001-02,5307,-0.019641811278370037
2001-02,5308,-0.01994042480754902
2001-02,5309,-0.01876440092222251
2001-02,5310,-0.020007875962940812
2001-02,5311,-0.019480527105027876
2001-02,5312,-0.019865632935929654
2001-02,5313,-0.019761707547995805
2001-02,5314,-0.018573031080806525
2001-02,5315,-0.022603629952421
2001-02,5316,-0.01892597282965479
2001-02,5317,-0.020821232150001
2001-02,5318,-0.020397950544296387
2001-02,5319,-0.020350555094260363
2001-02,7501,-0.01905935679285399
2001-02,7502,-0.017987722297934116
2001-02,7503,-0.021280399558103548
2001-02,7504,-0.01745072775708737
2001-02,7505,-0.021893683499623173
2001-02,7506,-0.019390935178196983
2001-02,7507,-0.019988814809339107
2001-02,7508,-0.01815854074798217
2001-02,7509,-0.018731531829605002
2001-02,7510,-0.017516147165052186
2001-02,7511,-0.015867067454579872
2001-02,7512,-0.020708274851091335
2001-02,7513,-0.018482926745597265
2001-02,7514,-0.016804149213584547
2001-02,7515,-0.018172140584285772
2001-02,7516,-0.01861118775888882
2001-02,7517,-0.018954308181961508
2001-02,7518,-0.018282265638649663
2001-02,7519,-0.01702970074016927
2001-02,7520,-0.017616635885636965
2001-02,7521,-0.016773032216356863
2001-02,7522,-0.019737553518093292
2001-02,7523,-0.017534212240565547
2001-02,7524,-0.017716360049860165
2001-02,7525,-0.017686175332750728
2001-02,7526,-0.018605545358735993
2001-02,7527,-0.01677818402639523
2001-02,7528,-0.018055896639310263
2001-02,7529,-0.01694301208357309
2001-02,7530,-0.017406093972776458
2001-02,7531,-0.016002910201209825
2001-02,7532,-0.017771662470348268
2001-02,7601,-0.018927507122133022
2001-02,7602,-0.01791102531390886
2001-02,7603,-0.016180091655519542
2001-02,7604,-0.017120938974456698
2001-02,7605,-0.019271566248497733
2001-02,7606,-0.018341631522008742
2001-02,7607,-0.016865536396851198
2001-02,7608,-0.01650580247766168
2001-02,7609,-0.017432750500666706
2001-02,7610,-0.018898123038188802
2001-02,7611,-0.017357953332915906
2001-02,7612,-0.016330373356746666
2001-02,7613,-0.015535936943766596
2001-02,7614,-0.018282276398613066
2001-02,7615,-0.018439779161182362
2001-02,7616,-0.021288924488551436
2001-02,7617,-0.018576787024275187
2001-02,7618,-0.01927521770258142
2001-02,7619,-0.018007039110805017
2001-02,7620,-0.018508077427922834
2001-02,7621,-0.019343638930887357
2001-02,7622,-0.01587069233972712
2001-02,7623,-0.018679010839650394
2001-02,7624,-0.017652359897394877
2001-02,7625,-0.0222724078087937
2001-02,8401,-0.022665337000719984
2001-02,8402,-0.016384304032665588
2001-02,8403,-0.017167066522560125
2001-02,8404,-0.017346944164762335
2001-02,8405,-0.019382854807618227
2001-02,8406,-0.020249279627118196
2001-02,8407,-0.021677254089571784
2001-02,8408,-0.020165842989399205
2001-02,8409,-0.021896935025739
2001-02,8410,-0.017660170482617293
2001-02,8411,-0.01967888581272695
2001-02,8412,-0.01904102171551621
2001-02,8413,-0.0215871892981334
2001-02,8414,-0.021752815376235156
2001-02,8415,-0.018363418253424243
2001-02,8416,-0.017634509151161736
2001-02,8417,-0.018358987714064717
2001-02,8418,-0.021296148135138117
2001-02,8419,-0.017240753918237164
2001-02,8420,-0.018955190744109344
2001-02,8421,-0.02524555960039406
2001-02,8422,-0.019417195795445236
2001-02,8423,-0.017486759296341945
2001-02,8424,-0.016815873697382227
2001-02,8425,-0.022592317709894456
2001-02,8426,-0.019321745163865416
2001-02,8427,-0.018677130822062148
2001-02,8428,-0.020651801339738783
2001-02,8429,-0.016487861357646617
2001-02,8430,-0.018719622502510448
2001-02,8431,-0.0197245940910002
2001-02,8432,-0.017703699250060087
2001-02,8433,-0.0182453696924046
2001-02,8434,-0.021191058207474186
2001-02,8435,-0.02012702024086121
2001-02,9301,-0.02403103544170725
2001-02,9302,-0.018719616286253276
2001-02,9303,-0.018656450216554963
2001-02,9304,-0.021859498722711992
2001-02,9305,-0.019184021929836984
2001-02,9306,-0.02075033257640735
2001-02,9307,-0.017403698091406357
2001-02,9308,-0.018204685103917723
2001-02,9309,-0.02080408296142952
2001-02,9310,-0.018149497077026747
2001-02,9311,-0.020838925121810053
2001-02,9312,-0.021322269860241265
2001-02,9313,-0.019113377836092352
2001-02,9314,-0.017401189662403033
2001-02,9315,-0.020753152094729308
2001-02,9316,-0.02022910347779133
2001-02,9317,-0.02024508976332826
2001-02,9318,-0.019520261663949108
2001-02,9401,-0.02037299456149315
2001-02,9402,-0.01894156277138556
2001-02,9403,-0.018571203836157492
2001-02,9404,-0.016151118531832393
2001-02,9405,-0.01846909893307914
2001-02,9406,-0.01867126166073074
2001-02,9407,-0.018660326608325128
2001-03,0051,0.04226461754664628
2001-03,0052,0.027703757006030984
2001-03,0053,0.03043312336478594
2001-03,0054,0.039910187510299434
2001-03,0055,0.03363303870856406
2001-03,0056,0.04051007975793191
2001-03,0057,0.03461625393043576
2001-03,0058,0.0408426992044517
2001-03,0059,0.03577151142508463
2001-03,0060,0.042966162759757974
2001-03,0061,0.03856623726879505
2001-03,0062,0.03369283528446241
2001-03,0063,0.04261425413998784
2001-03,0064,0.03185651721866741
2001-03,0101,0.03141530137529086
2001-03,0102,0.03340331550395644
2001-03,0103,0.036794605533238524
2001-03,0104,0.037725623939074915
2001-03,0105,0.043002813072001066
2001-03,0201,0.03816273813738277
2001-03,0202,0.038084772578634095
2001-03,0203,0.042562489980173174
2001-03,0204,0.04228897570155216
2001-03,0205,0.03554020319691349
2001-03,0206,0.031545435904758244
2001-03,0301,0.03588345568789735
2001-03,0302,0.04497926346575415
2001-03,0303,0.03792665689513139
2001-03,0401,0.03405106652076878
2001-03,0402,0.037734921956753535
2001-03,0403,0.03929898741647398
2001-03,0404,0.03402943833540871
2001-03,0601,0.043357908691308344
2001-03,1101,0.03074564366757007
2001-03,1102,0.03442528335037507
2001-03,1103,0.03627193065131869
2001-03,1104,0.030223882396827315
2001-03,1105,0.035837126779099955
2001-03,1106,0.028813935286774964
2001-03,1107,0.03403303496182933
2001-03,1108,0.033462431029072336
2001-03,1109,0.03520555494039254
2001-03,1110,0.04265251681851358
2001-03,1111,0.03901266512660023
2001-03,1112,0.022148892009123577
2001-03,1113,0.029721012879468184
2001-03,1114,0.03311307102116167
2001-03,1115,0.03697821049770477
2001-03,2401,0.03697988361095453
2001-03,2402,0.04026513697811535
2001-03,2403,0.03880545188128928
2001-03,2404,0.03823582040824992
2001-03,2405,0.04129478012016215
2001-03,2406,0.03819823797169765
2001-03,2407,0.03520843196365614
2001-03,2408,0.03849684717835057
2001-03,2409,0.03372947373467445
2001-03,2410,0.03542228490186921
2001-03,2411,0.039971538700921815
2001-03,2412,0.03551361815398975
2001-03,2413,0.035802438199681076
2001-03,2414,0.03883128027821526
2001-03,2415,0.03573714314346259
2001-03,2701,0.04201740379395199
2001-03,2702,0.039394861878952206
2001-03,2703,0.042928574215397634
2001-03,2704,0.03410592687857464
2001-03,2705,0.04376528464008402
2001-03,2706,0.04248029997487123
2001-03,2707,0.03840682156805847
2001-03,2708,0.039410241518088154
2001-03,2709,0.04877786471464735
2001-03,2710,0.03916099768962465
2001-03,2711,0.039815325749129396
2001-03,2712,0.04222972649259885
2001-03,2713,0.04115296429611606
2001-03,2714,0.044297919466461125
2001-03,2715,0.03855297257296658
2001-03,2716,0.04247549465957733
2001-03,2717,0.03981776846571822
2001-03,2718,0.04929622251099227
2001-03,2801,0.038818348458709614
2001-03,2802,0.03408677457832425
2001-03,2803,0.03634722470193735
2001-03,2804,0.03499745872658227
2001-03,2805,0.03527969716360084
2001-03,2806,0.03391831083433575
2001-03,2807,0.039381575851402624
2001-03,2808,0.040487298677830776
2001-03,2809,0.03706084122067236
2001-03,2810,0.03007990392656506
2001-03,2811,0.030925961130460394
2001-03,2812,0.036843266896183106
2001-03,2813,0.03784727951772562
2001-03,2814,0.03469603638833043
2001-03,2815,0.03761546932482677
2001-03,2816,0.03564461575654689
2001-03,2817,0.03568230024273482
2001-03,2818,0.03741536800614554
2001-03,2819,0.03820525556908802
2001-03,3201,0.03526563933772268
2001-03,3202,0.04128185589676619
2001-03,3203,0.04437141349238492
2001-03,3204,0.03739256471486699
2001-03,3205,0.039422263146292186
2001-03,3206,0.040103761352925385
2001-03,3207,0.03631875141992202
2001-03,3208,0.04081414078875307
2001-03,3209,0.040762490778358224
2001-03,3210,0.04109731931899924
2001-03,3211,0.034495104019397954
2001-03,3212,0.041591540954720035
2001-03,3213,0.038025997819253164
2001-03,3214,0.04714290762201176
2001-03,3215,0.03736446594859025
2001-03,3216,0.03674516447052494
2001-03,3217,0.04461765391905482
2001-03,3218,0.035400208857210104
2001-03,3219,0.03943440501225874
2001-03,3220,0.043006131727790164
2001-03,3221,0.04117275223118283
2001-03,3222,0.04184916303116323
2001-03,4401,0.05110975834922788
2001-03,4402,0.04293982813530839
2001-03,4403,0.04452996256949669
2001-03,4404,0.045876624095661296
2001-03,4405,0.034748781406342424
2001-03,4406,0.03480622282035201
2001-03,4407,0.04376135858990627
2001-03,4408,0.03947756074909381
2001-03,4409,0.03943037394717466
2001-03,4410,0.038219855455134774
2001-03,4411,0.037008510270938974
2001-03,4412,0.04061996509188798
2001-03,4413,0.03755994837595866
2001-03,4414,0.03123201252175991
2001-03,4415,0.04117982012791087
2001-03,4416,0.042642684039724696
2001-03,4417,0.040280129982708544
2001-03,4418,0.03892477130874893
2001-03,4419,0.046734294752634076
2001-03,4420,0.04156367367549589
2001-03,4421,0.04822170852874195
2001-03,4422,0.03594902938525218
2001-03,4423,0.03842031889711227
2001-03,4424,0.0400184084928958
2001-03,4425,0.03925689919967302
2001-03,4426,0.04858190237503879
2001-03,4427,0.041147523800219556
2001-03,5201,0.03378325913844022
2001-03,5202,0.0369567415168408
2001-03,5203,0.026753955739503493
2001-03,5204,0.03526936124044368
2001-03,5205,0.03786917325519076
2001-03,5206,0.03513999556836138
2001-03,5207,0.03467982298802952
2001-03,5208,0.041125110144047336
2001-03,5209,0.036882491481669125
2001-03,5210,0.03797030257369064
2001-03,5211,0.04190793152826643
2001-03,5212,0.03837534169289983
2001-03,5213,0.03471724032736701
2001-03,5214,0.030925084032824568
2001-03,5215,0.03818027071148
2001-03,5216,0.036671675478449184
2001-03,5217,0.03009484941964131
2001-03,5218,0.037709348278710475
2001-03,5219,0.032238259631949824
2001-03,5220,0.03581754077753663
2001-03,5221,0.03617813662687469
2001-03,5301,0.029040390042086698
2001-03,5302,0.03352373352203774
2001-03,5303,0.03740104670254919
2001-03,5304,0.0330339083112699
2001-03,5305,0.03611192331187215
2001-03,5306,0.03779020387026784
2001-03,5307,0.03231646814333898
2001-03,5308,0.032274091393330206
2001-03,5309,0.03136437630275979
2001-03,5310,0.03238468606561258
2001-03,5311,0.03851286404396765
2001-03,5312,0.03873375897017854
2001-03,5313,0.03253086715681964
2001-03,5314,0.030081804192806413
2001-03,5315,0.03610031357902974
2001-03,5316,0.03300329950087387
2001-03,5317,0.031096581931404826
2001-03,5318,0.031926442428294996
2001-03,5319,0.03512600797817744
2001-03,7501,0.03676950959528265
