ZE2020,year,energy_electricity_conso_nonres,energy_gas_conso_nonres,energy_heat_cold_conso_nonres,energy_electricity_pdl_nonres,energy_gas_pdl_nonres,energy_heat_cold_pdl_nonres
7608,2012,381447.23,694252.02,,1395.0,238.0,
7609,2012,179615.97,132414.9,,695.0,75.0,
7610,2012,418682.04,457244.7,17583.0,1386.0,288.0,30.0
7611,2012,262486.7,171857.0,6035.0,663.0,109.0,154.0
7612,2012,328586.19,8375.0,,876.0,4.0,
7613,2012,167813.0,,5858.0,645.0,,60.0
7614,2012,128244.65,71514.0,,560.0,80.0,
7615,2012,407831.46,232760.49,21173.0,1391.0,185.0,8.0
7616,2012,1323040.97,737025.12,95233.0,3993.0,434.0,220.0
7617,2012,385494.84,145398.0,1278.0,1211.0,86.0,27.0
7618,2012,898551.61,1725830.5,21335.0,2307.0,259.0,117.0
7619,2012,186565.37,,324.0,501.0,,318.0
7620,2012,934624.34,449514.58,,3829.0,246.0,
7621,2012,329560.02999999997,259411.81,,1288.0,162.0,
7622,2012,315856.28,537161.1,,892.0,115.0,
7623,2012,243100.52000000002,440775.0,,649.0,67.0,
7624,2012,734499.5,953237.67,,2304.0,376.0,
7625,2012,3089519.01,1952076.8699999999,68691.0,8206.0,1283.0,140.0
8401,2012,472639.38,580323.33,19767.0,1323.0,260.0,126.0
8402,2012,288458.89999999997,,11427.0,1084.0,,53.0
8403,2012,166115.77,83316.0,,592.0,114.0,
8404,2012,118583.78,,,381.0,,
8405,2012,1013862.79,,0.0,1979.0,,63.0
8406,2012,869202.62,506237.44,0.0,1534.0,277.0,9.0
8407,2012,751445.58,944834.6,113523.0,1834.0,500.0,481.0
8408,2012,1472254.02,1679436.87,12131.0,3240.0,716.0,59.0
8409,2012,3215615.0700000003,3101727.5900000003,396275.0,3399.0,552.0,1057.0
8410,2012,420382.62,501830.41,,660.0,97.0,
8411,2012,2061324.5,204663.9,194.0,455.0,25.0,13.0
8412,2012,188005.61,189175.39,,587.0,124.0,
8413,2012,1858787.72,321305.0,0.0,2951.0,126.0,14.0
8414,2012,450462.33,173303.0,4065.0,1249.0,157.0,83.0
8415,2012,477440.05,248120.0,2728.0,1472.0,160.0,29.0
8416,2012,2268822.36,341202.0,,2392.0,352.0,
8417,2012,346876.76,428435.65,,673.0,138.0,
8418,2012,253502.16,88675.0,,1404.0,67.0,
8419,2012,261456.72,332411.16000000003,,880.0,149.0,
8420,2012,488582.7,122631.0,9832.0,639.0,71.0,51.0
8421,2012,4925313.64,6227865.78,135691.0,9183.0,1819.0,569.0
8422,2012,359524.69,77093.0,642.0,757.0,79.0,12.0
8423,2012,508842.42,115108.9,17145.0,809.0,14.0,41.0
8424,2012,277415.77,,0.0,916.0,,25.0
8425,2012,473293.95,,4826.0,754.0,,54.0
8426,2012,398436.44,533063.0,615.0,902.0,215.0,22.0
8427,2012,254635.49999999997,179144.0,,774.0,129.0,
8428,2012,1756826.6400000001,2760755.63,43512.0,3814.0,958.0,265.0
8429,2012,72989.99,,,360.0,,
8430,2012,156198.36,217987.46,,405.0,96.0,
8431,2012,942356.4,783204.0,17557.0,2317.0,343.0,68.0
8432,2012,440252.51,,,1161.0,,
8433,2012,1365696.66,3687475.7,,1700.0,206.0,
8434,2012,494556.15,272667.62,11269.0,1121.0,140.0,58.0
8435,2012,480749.94,446123.97000000003,,1207.0,172.0,
9301,2012,1246424.12,2032900.52,,2645.0,317.0,
9302,2012,139514.4,,,845.0,,
9303,2012,154697.26,127648.36,,673.0,38.0,
9304,2012,1218879.96,12044.0,,4312.0,3.0,
9305,2012,166899.05,375688.1,,581.0,93.0,
9306,2012,464674.09,336876.12,,1067.0,97.0,
9307,2012,344643.55,,,1096.0,,
9308,2012,171597.49,79511.0,,698.0,68.0,
9309,2012,248628.74,128729.0,,1027.0,63.0,
9310,2012,248184.79,,1520.0,1418.0,,30.0
9311,2012,284150.52,69903.8,6052.0,713.0,3.0,3.0
9312,2012,1442331.8399999999,589635.17,0.0,2412.0,338.0,18.0
9313,2012,5260643.92,16469203.14,10793.0,2035.0,293.0,59.0
9314,2012,140296.94,,,743.0,,
9315,2012,1383421.33,,26645.0,4434.0,,127.0
9316,2012,328097.7,251074.32,,532.0,52.0,
9317,2012,204420.36000000002,,,1065.0,,
9318,2012,1038643.46,382359.0,,3236.0,358.0,
9404,2012,,,5777.0,,,33.0
0051,2013,319989.79,376507.15,3602.0,919.0,165.0,32.0
0052,2013,577425.9,327011.95,,1625.0,138.0,
0053,2013,915766.63,789713.01,0.0,2473.0,293.0,8.0
0054,2013,1000080.08,1551265.64,10287.0,1689.0,598.0,39.0
0055,2013,825972.2200000001,170819.37,136580.0,646.0,73.0,34.0
0056,2013,176307.68,158956.0,,669.0,63.0,
0057,2013,199353.88999999998,135196.0,,666.0,83.0,
0058,2013,513711.59,1120621.6,,622.0,117.0,
0059,2013,586142.4,504767.08,50399.0,1356.0,158.0,303.0
0060,2013,517433.12,553511.5,,1158.0,227.0,
0061,2013,261798.47,258171.0,0.0,440.0,98.0,14.0
0062,2013,267344.24,238026.0,,505.0,37.0,
0063,2013,251934.85,134243.0,20898.0,693.0,53.0,43.0
0064,2013,109741.07,34523.58,,449.0,27.0,
1101,2013,1273048.87,1034955.83,125612.0,3357.0,811.0,450.0
1102,2013,157742.88,197501.14,13751.0,385.0,74.0,20.0
1103,2013,177920.0,207385.0,5411.0,609.0,139.0,17.0
1104,2013,1666546.91,1574001.34,108781.0,3577.0,761.0,546.0
1105,2013,1108376.02,1022278.13,14822.0,1266.0,264.0,75.0
1106,2013,1526546.04,958470.76,18187.0,3433.0,694.0,165.0
1107,2013,533704.26,844717.37,59064.0,1179.0,223.0,155.0
1108,2013,914126.83,4805460.5,26996.0,1276.0,254.0,198.0
1109,2013,12915558.79,14125433.55,1067520.0,31802.0,5493.0,3353.0
1110,2013,105000.7,82877.48999999999,,397.0,67.0,
1111,2013,185144.91999999998,97302.0,,536.0,89.0,
1112,2013,2357093.25,2620318.1,112490.0,5287.0,1223.0,746.0
1113,2013,1934497.86,1630273.67,150304.0,3770.0,774.0,334.0
1114,2013,2806507.85,2506116.12,49751.0,4167.0,975.0,168.0
1115,2013,1967515.88,1792615.93,149046.0,4263.0,879.0,280.0
2401,2013,579058.67,395049.12,7085.0,1586.0,252.0,194.0
2402,2013,568749.99,448374.6,8664.0,1725.0,304.0,73.0
2403,2013,616151.51,664010.0,3505.0,1220.0,296.0,46.0
2404,2013,158545.16999999998,92596.0,,809.0,69.0,
2405,2013,722212.3200000001,810924.41,,1763.0,310.0,
2406,2013,99322.24,46143.0,4822.0,355.0,28.0,1.0
2407,2013,537218.19,1017850.27,,859.0,119.0,
2408,2013,179151.72999999998,422417.7,,605.0,54.0,
2409,2013,453462.54,409870.68,4866.0,1211.0,163.0,31.0
2410,2013,1412350.12,2512437.1,88913.0,3930.0,690.0,248.0
2411,2013,163372.95,408025.63,26763.0,259.0,78.0,1.0
2412,2013,251595.79,171528.51,,807.0,123.0,
2413,2013,1496026.89,1491055.55,122127.0,3852.0,639.0,264.0
2414,2013,304814.31,681408.19,947.0,591.0,125.0,14.0
2415,2013,132449.84,107989.8,,369.0,64.0,
2701,2013,206085.8,105903.0,11987.0,283.0,65.0,38.0
2702,2013,660968.01,514557.15,1442.0,1412.0,305.0,14.0
2703,2013,222521.77,50783.0,,387.0,30.0,
2704,2013,298136.19,339086.02999999997,,794.0,169.0,
2705,2013,571417.75,662627.82,3887.0,1068.0,314.0,34.0
2706,2013,861512.78,783843.3,79621.0,2180.0,511.0,135.0
2707,2013,693221.79,1270017.26,53817.0,1220.0,257.0,205.0
2708,2013,353047.27,584031.87,,660.0,152.0,
2709,2013,238478.32,289826.55,,538.0,91.0,
2710,2013,502197.38,801155.24,58626.0,647.0,182.0,134.0
2711,2013,1237205.36,1782684.2,28984.0,2900.0,647.0,247.0
2712,2013,1041039.11,1571285.79,51359.0,496.0,94.0,52.0
2713,2013,536428.4199999999,442154.16000000003,4493.0,1208.0,203.0,53.0
2714,2013,619674.27,1109725.48,18232.0,929.0,287.0,126.0
2715,2013,263204.79,245828.86,4248.0,767.0,73.0,38.0
2716,2013,194498.35,71199.0,5007.0,564.0,65.0,21.0
2717,2013,503771.58999999997,250248.74,17236.0,785.0,160.0,38.0
2718,2013,405706.74,453646.82,0.0,689.0,205.0,6.0
2801,2013,117197.35,94681.0,14461.0,259.0,53.0,47.0
2802,2013,295277.92,192627.4,,634.0,65.0,
2803,2013,199888.97,237225.46,,389.0,109.0,
2804,2013,1354081.74,1574580.17,44643.0,3692.0,551.0,183.0
2805,2013,312025.88,285180.87,6097.0,833.0,172.0,80.0
2806,2013,141381.69,96983.0,,387.0,46.0,
2807,2013,506558.45,621785.4,4894.0,1066.0,180.0,20.0
2808,2013,615429.72,708175.94,54106.0,1155.0,274.0,90.0
2809,2013,335711.82,302062.1,1263.0,583.0,125.0,10.0
2810,2013,87965.98,134255.0,,319.0,30.0,
2811,2013,323756.37,275435.0,7058.0,979.0,103.0,6.0
2812,2013,241996.99,140389.38,,278.0,40.0,
2813,2013,2570432.94,17710688.5,27487.0,2170.0,398.0,2870.0
2814,2013,215708.96,323065.0,2013.0,546.0,122.0,32.0
2815,2013,2998987.83,5667627.0200000005,116701.0,4515.0,1040.0,393.0
2816,2013,302886.94,431023.0,,661.0,88.0,
2817,2013,395812.42,536041.54,5546.0,768.0,158.0,19.0
2818,2013,111066.15,152645.0,,207.0,30.0,
2819,2013,1372319.72,6352181.18,,689.0,111.0,
3201,2013,217880.57,172359.0,6231.0,795.0,98.0,15.0
3202,2013,1427735.76,2795045.48,10128.0,2272.0,481.0,30.0
3203,2013,631943.68,981816.26,28785.0,1330.0,240.0,51.0
3204,2013,384766.89,358957.47,,910.0,137.0,
3205,2013,1274715.25,4353944.72,15553.0,1358.0,261.0,107.0
3206,2013,547308.94,982168.8,,1000.0,194.0,
3207,2013,1012809.62,1470573.1,18213.0,898.0,169.0,79.0
3208,2013,486527.49,680345.3300000001,,944.0,242.0,
3209,2013,371908.28,,,425.0,,
3210,2013,693965.25,1727884.93,18912.0,676.0,465.0,59.0
3211,2013,840803.9199999999,1404059.28,12031.0,1444.0,504.0,130.0
3212,2013,1656254.95,999791.1599999999,16777.0,1251.0,247.0,21.0
3213,2013,7019719.43,4429107.46,80160.0,1708.0,254.0,173.0
3214,2013,258024.49,,,766.0,,
3215,2013,1255806.5,1529180.8,41305.0,1926.0,378.0,81.0
3216,2013,2760353.56,3589264.69,26940.0,6204.0,1083.0,399.0
3217,2013,864061.72,3299304.18,1086.0,1161.0,318.0,7.0
3218,2013,1026395.13,1255652.77,0.0,2035.0,483.0,174.0
3219,2013,1013674.9900000001,2878920.81,4017.0,957.0,179.0,14.0
3220,2013,1113167.3,2580683.96,7621.0,1465.0,41.0,37.0
3221,2013,493220.95,93513.14,5418.0,830.0,57.0,48.0
3222,2013,1655282.27,1998248.21,,1932.0,535.0,
4401,2013,323441.31,391708.43,19435.0,474.0,114.0,49.0
4402,2013,567083.01,525135.61,,1012.0,162.0,
4403,2013,690793.5,,13256.0,989.0,,82.0
4404,2013,476870.08999999997,340832.0,6324.0,982.0,156.0,62.0
4405,2013,756388.01,1111275.02,107746.0,924.0,104.0,145.0
4406,2013,329201.95,509022.8,5597.0,899.0,100.0,21.0
4407,2013,1883373.91,1496155.8599999999,3867.0,1274.0,322.0,25.0
4408,2013,245817.91,801123.09,15907.0,511.0,112.0,143.0
4409,2013,,1485331.65,7803.0,,243.0,9.0
4410,2013,965478.46,1355613.98,286316.0,502.0,547.0,443.0
4411,2013,1988236.06,9448768.97,38531.0,3033.0,546.0,274.0
4412,2013,2849894.66,5939752.04,128527.0,3409.0,852.0,243.0
4413,2013,1293825.94,2577302.1,88193.0,2598.0,470.0,105.0
4414,2013,290942.43,291776.0,727.0,754.0,143.0,12.0
4415,2013,460560.25,761025.0,,856.0,101.0,
4416,2013,735992.5700000001,5447686.6,0.0,379.0,122.0,19.0
4417,2013,344296.97,837025.2,20703.0,544.0,130.0,49.0
4418,2013,147759.51,248628.22999999998,12566.0,351.0,38.0,50.0
4419,2013,396451.35000000003,403883.06,,539.0,125.0,
4420,2013,483422.94999999995,514870.10000000003,4519.0,641.0,156.0,16.0
4421,2013,608116.03,59408.88,26888.0,652.0,11.0,197.0
4422,2013,556374.02,988980.36,,642.0,108.0,
4423,2013,103633.54000000001,491487.15,198023.0,79.0,25.0,320.0
4424,2013,1436930.1,2283432.69,,1590.0,403.0,
4425,2013,750359.15,1877702.1600000001,35449.0,2114.0,458.0,55.0
4426,2013,341987.08,1023506.13,13428.0,502.0,124.0,23.0
4427,2013,707213.71,930706.54,,890.0,154.0,
5201,2013,205555.18,252967.94,,397.0,41.0,
5202,2013,957386.67,715601.0,86045.0,2626.0,487.0,147.0
5203,2013,313869.58,195148.0,,1260.0,97.0,
5204,2013,121882.34,209803.5,,269.0,45.0,
5205,2013,175716.13,61355.93,,394.0,35.0,
5206,2013,644593.2100000001,555890.0,78.0,1312.0,178.0,10.0
5207,2013,371156.32,458828.56,,1310.0,112.0,
5208,2013,395685.45,266349.04,,599.0,111.0,
5209,2013,189319.27,273365.0,,560.0,110.0,
5210,2013,405268.82,374146.71,0.0,1313.0,195.0,1.0
5211,2013,718941.12,406065.27,8443.0,1282.0,190.0,32.0
5212,2013,1273929.93,1705771.3,39848.0,2604.0,534.0,162.0
5213,2013,566946.41,414749.71,1247.0,1027.0,149.0,7.0
5214,2013,115989.58,37488.0,,472.0,42.0,
5215,2013,387868.71,497734.3,,572.0,84.0,
5216,2013,2329186.58,2329317.81,113533.0,5848.0,885.0,235.0
5217,2013,171399.97,87587.0,,465.0,43.0,
5218,2013,332714.86,272611.72000000003,,497.0,71.0,
5219,2013,1101490.15,3938340.0,,1727.0,248.0,
5220,2013,277938.74,152995.36,3365.0,825.0,73.0,26.0
5221,2013,151853.55,65919.14,,270.0,32.0,
5301,2013,172822.88,100238.41,,726.0,82.0,
5302,2013,1016744.99,1305800.93,87765.0,2569.0,336.0,122.0
5303,2013,319093.97,239836.47,,694.0,44.0,
5304,2013,189885.6,195693.44,,661.0,82.0,
5305,2013,265845.65,238996.0,,519.0,61.0,
5306,2013,148293.75999999998,190322.16,,427.0,57.0,
5307,2013,358313.49,182628.0,,647.0,41.0,
5308,2013,214293.51,301635.0,,840.0,139.0,
5309,2013,596959.68,485056.27,1806.0,1398.0,242.0,13.0
5310,2013,379208.85,276416.0,,1094.0,130.0,
5311,2013,307388.86,185350.74,,630.0,41.0,
5312,2013,738264.05,713316.54,,1106.0,124.0,
5313,2013,819323.59,647609.2,,2155.0,289.0,
5314,2013,313982.18,429325.54,,343.0,42.0,
5315,2013,1686381.74,1699018.8,142117.0,4500.0,680.0,430.0
5316,2013,483395.08,373332.45999999996,3567.0,1297.0,217.0,8.0
5317,2013,325486.18,280075.66000000003,,1085.0,143.0,
5318,2013,506073.61,253058.0,,1599.0,200.0,
5319,2013,501000.88,406962.54000000004,,692.0,92.0,
7501,2013,389388.10000000003,300709.41,22600.0,1299.0,231.0,1.0
7502,2013,793552.47,755173.46,280.0,2072.0,253.0,54.0
7503,2013,1060273.61,381308.94,,2713.0,309.0,
7504,2013,267575.74,800471.5,157.0,863.0,211.0,7.0
7505,2013,3071333.46,1074312.15,25556.0,7916.0,278.0,143.0
7506,2013,50286.73,137148.39,,153.0,80.0,
7507,2013,593514.23,1454477.02,29572.0,1074.0,179.0,2.0
7508,2013,353626.54000000004,236216.18,,478.0,90.0,
7509,2013,528670.75,659463.73,13520.0,1274.0,163.0,355.0
7510,2013,745550.94,608884.66,,1580.0,130.0,
7511,2013,211606.1,182652.58,5355.0,707.0,121.0,12.0
7512,2013,524285.1,435810.03,7545.0,2031.0,264.0,129.0
7513,2013,673139.28,354013.77,,1474.0,112.0,
7514,2013,175412.74,94807.98,2281.0,701.0,51.0,86.0
7515,2013,130920.45,4533.0,,680.0,1.0,
7516,2013,360031.3,482356.4,,1067.0,118.0,
7517,2013,752810.78,669840.62,76086.0,1979.0,477.0,110.0
7518,2013,262788.15,317883.06,,978.0,123.0,
7519,2013,505705.85,242930.1,,1766.0,118.0,
7520,2013,199065.12,368505.0,1555.0,628.0,180.0,25.0
7521,2013,237914.31,106684.57,,582.0,45.0,
7522,2013,1425198.01,933351.55,,2448.0,415.0,
7523,2013,457979.54,414333.58999999997,1194.0,1571.0,200.0,21.0
7524,2013,482862.05,531294.85,20432.0,1370.0,259.0,83.0
7525,2013,145816.81,110647.0,,633.0,70.0,
7526,2013,213062.81,41316.47,,1151.0,59.0,
7527,2013,401338.86,1340758.3,,484.0,105.0,
7528,2013,222593.58,147409.0,5142.0,1290.0,118.0,12.0
7529,2013,112365.14,32125.0,,671.0,28.0,
7530,2013,194045.37,116252.0,,184.0,46.0,
7531,2013,184012.55,62204.0,,655.0,54.0,
7532,2013,231803.47,273925.46,,788.0,109.0,
7601,2013,168088.89,52774.0,,778.0,31.0,
7602,2013,468092.16,735085.11,3464.0,1569.0,181.0,37.0
7603,2013,307469.02,406548.2,5502.0,1105.0,149.0,48.0
7604,2013,344000.3,169778.83000000002,,1927.0,161.0,
7605,2013,731516.57,314293.53,,408.0,64.0,
7606,2013,445241.48,324616.4,,1544.0,113.0,
7607,2013,142687.86,57886.0,634.0,645.0,72.0,296.0
7608,2013,385181.65,681595.5,,1443.0,234.0,
7609,2013,174414.27,128641.2,,715.0,72.0,
7610,2013,419560.15,441931.34,16951.0,1411.0,277.0,31.0
7611,2013,276619.23,170230.0,651.0,678.0,109.0,157.0
7612,2013,334183.96,9562.0,,899.0,4.0,
7613,2013,173909.87,,7129.0,658.0,,60.0
7614,2013,129993.47,74191.0,,577.0,80.0,
7615,2013,398832.28,235520.31,16186.0,1426.0,177.0,13.0
7616,2013,1344149.64,695353.89,106394.86,4168.0,443.0,240.0
7617,2013,386810.16000000003,147090.0,1225.0,1254.0,87.0,27.0
7618,2013,813843.02,1136563.1,20846.0,2391.0,260.0,117.0
7619,2013,193775.19,,304.0,503.0,,368.0
7620,2013,952962.18,439380.88,,3927.0,250.0,
7621,2013,334471.23,266908.63,4193.0,1313.0,156.0,33.0
7622,2013,332304.15,542769.8,,905.0,116.0,
7623,2013,239025.26,401340.0,,664.0,66.0,
7624,2013,709393.81,945615.32,,2364.0,363.0,
7625,2013,3121991.4899999998,1939738.76,55789.0,8478.0,1257.0,185.0
8401,2013,480960.89,603479.61,22562.0,1374.0,260.0,126.0
8402,2013,300869.93,,13256.0,1107.0,,60.0
8403,2013,162478.48,83823.0,,594.0,117.0,
8404,2013,115549.89,,962.0,390.0,,11.0
8405,2013,1015698.03,,0.0,2040.0,,63.0
8406,2013,873730.71,508476.49,0.0,1593.0,271.0,9.0
8407,2013,792753.93,1013102.5,119385.0,1913.0,494.0,469.0
8408,2013,1499404.45,1704838.14,14489.0,3347.0,691.0,59.0
8409,2013,3154848.56,3141522.87,394328.0,3505.0,536.0,1081.0
8410,2013,445302.97,519575.3,,680.0,95.0,
8411,2013,2043423.82,302265.99,210.0,458.0,26.0,14.0
8412,2013,192538.30000000002,194836.38,,608.0,120.0,
8413,2013,1872648.91,341259.5,1982.0,3012.0,122.0,86.0
8414,2013,455368.54,179459.0,4083.0,1270.0,151.0,118.0
8415,2013,486970.35,205550.0,5028.0,1511.0,156.0,40.0
8416,2013,1539030.76,359083.0,204.0,2494.0,344.0,3.0
8417,2013,336247.29,454897.99,,693.0,127.0,
8418,2013,255711.72,96277.0,,1446.0,70.0,
8419,2013,261937.6,330428.83999999997,5324.0,902.0,147.0,28.0
8420,2013,493259.10000000003,132949.0,13869.0,641.0,69.0,58.0
8421,2013,4940761.32,6175486.12,143497.0,9518.0,1778.0,557.0
8422,2013,348525.48,80136.0,721.0,785.0,79.0,12.0
8423,2013,505832.14,119314.6,18263.0,822.0,14.0,52.0
8424,2013,277683.87,,4573.0,934.0,,25.0
8425,2013,472690.5,,10703.0,771.0,,58.0
8426,2013,396778.22,540592.0,569.0,911.0,209.0,22.0
8427,2013,253698.1,170515.0,,788.0,126.0,
8428,2013,1775810.15,2738050.14,47967.0,3851.0,923.0,270.0
8429,2013,74538.89,,1792.0,363.0,,22.0
8430,2013,161506.97,215109.71,,416.0,99.0,
8431,2013,964167.9400000001,768219.0,19666.0,2393.0,337.0,68.0
8432,2013,439556.75,,,1197.0,,
8433,2013,1478301.24,3456538.9,,1746.0,200.0,
8434,2013,502327.12,284169.19,12816.0,1149.0,138.0,58.0
8435,2013,480431.23,482531.88,2700.0,1230.0,168.0,10.0
9301,2013,1244476.86,1921125.06,30527.0,2774.0,319.0,68.0
9302,2013,141737.6,,,853.0,,
9303,2013,158172.46,135037.71000000002,,718.0,38.0,
9304,2013,1234374.56,11638.0,,4471.0,3.0,
9305,2013,167403.88,415122.6,,602.0,92.0,
9306,2013,468162.34,328821.46,,1104.0,94.0,
9307,2013,332418.11,,,1111.0,,
9308,2013,173787.38,80517.0,,719.0,68.0,
9309,2013,267174.16,129176.0,,1069.0,66.0,
9310,2013,252448.48,,1726.0,1444.0,,34.0
9311,2013,300108.69,71848.0,6262.0,743.0,5.0,3.0
9312,2013,1419921.2100000002,591882.31,0.0,2497.0,334.0,18.0
9313,2013,5392579.45,15416851.66,15075.0,2122.0,289.0,59.0
9314,2013,144989.52,,,779.0,,
9315,2013,1348069.21,,27407.0,4586.0,,127.0
9316,2013,354605.83,262303.57,,548.0,48.0,
9317,2013,208620.04,,,1110.0,,
9318,2013,1048461.08,391011.0,0.0,3342.0,361.0,16.0
9404,2013,,,5750.0,,,33.0
0051,2014,313348.22000000003,340069.67,3305.0,937.0,165.0,32.0
0052,2014,562858.41,301184.4,,1643.0,137.0,
0053,2014,873440.28,680350.25,109.0,2499.0,289.0,8.0
0054,2014,966255.32,1445605.65,12848.0,1710.0,575.0,86.0
0055,2014,888870.1,111296.46,104416.0,647.0,69.0,34.0
0056,2014,178427.96,136690.0,,674.0,61.0,
0057,2014,185703.2,107253.0,,667.0,82.0,
0058,2014,520839.7,1204444.2000000002,,635.0,114.0,
0059,2014,578843.25,515701.98,34254.0,1366.0,160.0,302.0
0060,2014,499813.79,459449.2,1119.0,1151.0,221.0,35.0
0061,2014,246053.71,223612.2,0.0,445.0,95.0,15.0
0062,2014,261019.97,249525.32,,521.0,35.0,
0063,2014,252564.12,120078.0,22158.0,719.0,52.0,69.0
0064,2014,106707.09,29727.61,,457.0,26.0,
1101,2014,1209026.29,867164.22,135772.0,3415.0,786.0,487.0
1102,2014,145242.07,173884.13,12791.0,401.0,72.0,30.0
1103,2014,173016.29,185561.0,2646.0,622.0,143.0,17.0
1104,2014,1623683.03,1248168.23,94825.0,3624.0,735.0,503.0
1105,2014,1083693.46,979559.78,12997.0,1274.0,266.0,74.0
1106,2014,1452691.37,774542.77,16616.0,3467.0,676.0,164.0
1107,2014,525243.49,727342.38,57144.0,1205.0,222.0,155.0
1108,2014,879329.12,4336737.9,21917.0,1294.0,249.0,198.0
1109,2014,12191186.28,10382734.61,1082104.0,32486.0,5157.0,3642.0
1110,2014,106948.56,72034.95999999999,,399.0,65.0,
1111,2014,176386.67,74132.0,,545.0,85.0,
1112,2014,2258458.0,1898546.28,377698.0,5429.0,1174.0,809.0
1113,2014,1859752.58,1135278.9,84986.0,3794.0,737.0,336.0
1114,2014,2710943.47,1825697.07,38158.0,4246.0,932.0,173.0
1115,2014,1845374.5999999999,1475184.94,109758.0,4318.0,869.0,280.0
2401,2014,551409.01,336152.65,7170.0,1597.0,241.0,198.0
2402,2014,540230.77,365083.46,6791.0,1739.0,292.0,73.0
2403,2014,595802.4,549143.0,3161.0,1244.0,295.0,51.0
2404,2014,150631.31,76903.0,6183.0,827.0,69.0,47.0
2405,2014,725011.01,682744.71,12969.0,1771.0,295.0,11.0
2406,2014,93674.42,38850.0,3866.0,361.0,28.0,1.0
2407,2014,515782.75,986485.66,,858.0,120.0,
2408,2014,174425.84,416288.6,,601.0,54.0,
2409,2014,454931.96,544378.12,4126.0,1247.0,161.0,31.0
2410,2014,1371150.55,2217971.38,67204.0,3976.0,664.0,249.0
2411,2014,158401.91999999998,392709.46,18170.0,259.0,74.0,1.0
2412,2014,246938.79,149363.69,,820.0,121.0,
2413,2014,1443628.84,1186936.05,92600.0,3905.0,628.0,264.0
2414,2014,302308.77999999997,652237.4,1233.0,597.0,127.0,14.0
2415,2014,124539.41,93018.5,,370.0,53.0,
2701,2014,209502.19,85357.0,9133.0,290.0,67.0,38.0
2702,2014,641680.78,446979.28,1123.0,1432.0,293.0,14.0
2703,2014,212792.68,41852.0,,391.0,28.0,
2704,2014,295249.96,300494.41,,803.0,158.0,
2705,2014,559268.15,551439.37,5464.0,1091.0,306.0,45.0
2706,2014,853816.79,773947.7,63673.0,2214.0,494.0,156.0
2707,2014,660020.45,1174486.45,28814.0,1246.0,253.0,205.0
2708,2014,360757.12,597158.69,,659.0,147.0,
2709,2014,239059.00999999998,262630.07,,543.0,90.0,
2710,2014,523729.89,717732.11,30266.0,653.0,169.0,134.0
2711,2014,1182236.52,1632406.23,24314.0,2917.0,614.0,424.0
2712,2014,1147646.12,1191096.65,25603.0,508.0,89.0,51.0
2713,2014,535315.99,440868.54,4406.0,1227.0,204.0,53.0
2714,2014,618919.82,823538.09,18100.0,937.0,274.0,156.0
2715,2014,258857.51,231890.16999999998,55465.0,785.0,71.0,67.0
2716,2014,185337.06,58913.0,3706.0,560.0,61.0,21.0
2717,2014,480535.63,215196.09,14666.0,792.0,156.0,38.0
2718,2014,391276.03,385938.67,,680.0,200.0,
2801,2014,114066.05,86769.0,12725.0,254.0,53.0,49.0
2802,2014,291592.19,189355.57,0.0,647.0,64.0,11.0
2803,2014,197878.68,208720.66,,394.0,106.0,
2804,2014,1322032.1099999999,1441474.34,36922.0,3790.0,561.0,199.0
2805,2014,301116.81,259100.33000000002,5077.0,857.0,172.0,80.0
2806,2014,140193.68,88302.0,,389.0,44.0,
2807,2014,489524.59,605216.5,3418.0,1094.0,169.0,47.0
2808,2014,575503.76,618112.39,47632.0,1151.0,261.0,90.0
2809,2014,329991.78,282815.7,895.0,592.0,124.0,10.0
2810,2014,90084.4,131361.0,,321.0,31.0,
2811,2014,312288.58,261755.0,6463.0,1000.0,102.0,6.0
2812,2014,232753.6,119332.6,8589.0,285.0,35.0,48.0
2813,2014,2697310.52,16109512.19,27611.0,2234.0,389.0,2904.0
2814,2014,213074.66,338025.0,1779.0,561.0,117.0,37.0
2815,2014,2943426.84,4989898.9399999995,99542.0,4569.0,1008.0,415.0
2816,2014,301579.94,450973.0,,672.0,86.0,
2817,2014,383359.47,469749.95999999996,4539.0,789.0,157.0,19.0
2818,2014,113547.95999999999,136478.0,0.0,207.0,30.0,12.0
2819,2014,1336131.09,7169994.38,7375.0,705.0,108.0,36.0
3201,2014,215486.63999999998,156260.0,10130.0,801.0,86.0,21.0
3202,2014,1364498.77,2283059.83,14736.0,2285.0,454.0,75.0
3203,2014,615638.58,1048315.1,22741.0,1361.0,238.0,58.0
3204,2014,365968.41,356476.36,,909.0,138.0,
3205,2014,1282968.2200000002,4216010.66,12081.0,1379.0,260.0,107.0
3206,2014,537569.72,1014592.3,5384.0,1025.0,191.0,61.0
3207,2014,997862.77,1250930.29,14272.0,912.0,163.0,79.0
3208,2014,483499.74,628364.15,,954.0,235.0,
3209,2014,365662.0,,,427.0,,
3210,2014,695061.11,1575121.32,13961.0,701.0,453.0,62.0
3211,2014,804983.36,1247251.45,16321.0,1460.0,480.0,182.0
3212,2014,1334495.14,697826.8099999999,13861.0,1266.0,247.0,21.0
3213,2014,7169501.14,3420286.73,77278.0,1722.0,253.0,173.0
3214,2014,249993.46,,1458.0,763.0,,9.0
