ZE2020,year,sitadel_surface_autorisee,sitadel_surface_commencee
2710,2019,7544.0,13748.0
2710,2020,1643.0,39641.0
2710,2021,8108.0,20382.0
2710,2022,5626.0,11505.0
2710,2023,7144.0,16667.0
2710,2024,17639.0,0.0
2711,2013,46263.0,165956.0
2711,2014,54448.0,155594.0
2711,2015,36952.0,96141.0
2711,2016,48279.0,117430.0
2711,2017,48036.0,118809.0
2711,2018,62538.0,110630.0
2711,2019,63377.0,131557.0
2711,2020,24598.0,128009.0
2711,2021,52924.0,234826.0
2711,2022,58242.0,120687.0
2711,2023,77728.0,83126.0
2711,2024,77814.0,0.0
2712,2013,6518.0,38638.0
2712,2014,9015.0,36063.0
2712,2015,5222.0,24375.0
2712,2016,4353.0,35801.0
2712,2017,11994.0,22146.0
2712,2018,17962.0,36249.0
2712,2019,14449.0,30682.0
2712,2020,78726.0,21625.0
2712,2021,13309.0,44867.0
2712,2022,27061.0,74431.0
2712,2023,18185.0,27466.0
2712,2024,16384.0,0.0
2713,2013,26584.0,112901.0
2713,2014,24720.0,79194.0
2713,2015,20434.0,66631.0
2713,2016,30033.0,80891.0
2713,2017,28667.0,60753.0
2713,2018,26010.0,56105.0
2713,2019,24823.0,60036.0
2713,2020,36946.0,91058.0
2713,2021,32208.0,83222.0
2713,2022,54587.0,71324.0
2713,2023,35825.0,118512.0
2713,2024,44501.0,0.0
2714,2013,18271.0,56406.0
2714,2014,71006.0,46665.0
2714,2015,8666.0,22120.0
2714,2016,11403.0,43687.0
2714,2017,15468.0,45221.0
2714,2018,15051.0,46294.0
2714,2019,23664.0,46393.0
2714,2020,27910.0,47169.0
2714,2021,12699.0,78202.0
2714,2022,17488.0,32466.0
2714,2023,15921.0,32869.0
2714,2024,89608.0,0.0
2715,2013,19769.0,89075.0
2715,2014,23705.0,92800.0
2715,2015,31780.0,69146.0
2715,2016,26231.0,85758.0
2715,2017,23264.0,97628.0
2715,2018,26692.0,108125.0
2715,2019,32943.0,92262.0
2715,2020,28775.0,72823.0
2715,2021,30535.0,65288.0
2715,2022,34234.0,74158.0
2715,2023,35547.0,57472.0
2715,2024,56703.0,0.0
2716,2013,6667.0,47057.0
2716,2014,3798.0,10703.0
2716,2015,5467.0,22640.0
2716,2016,10199.0,13085.0
2716,2017,5254.0,11168.0
2716,2018,3438.0,16612.0
2716,2019,4513.0,23391.0
2716,2020,5050.0,26543.0
2716,2021,3855.0,16345.0
2716,2022,16129.0,12099.0
2716,2023,8042.0,9407.0
2716,2024,20172.0,0.0
2717,2013,15789.0,17065.0
2717,2014,85822.0,15327.0
2717,2015,21766.0,25421.0
2717,2016,21785.0,9887.0
2717,2017,8739.0,86480.0
2717,2018,5214.0,18308.0
2717,2019,23914.0,17185.0
2717,2020,17506.0,37207.0
2717,2021,159552.0,17092.0
2717,2022,12952.0,16042.0
2717,2023,110987.0,12321.0
2717,2024,115906.0,0.0
2718,2013,26062.0,55783.0
2718,2014,19089.0,56245.0
2718,2015,16175.0,46840.0
2718,2016,15033.0,46121.0
2718,2017,29213.0,29237.0
2718,2018,25615.0,60366.0
2718,2019,18928.0,51096.0
2718,2020,33232.0,26594.0
2718,2021,33066.0,82483.0
2718,2022,27597.0,42352.0
2718,2023,35592.0,43551.0
2718,2024,44367.0,0.0
2801,2013,7474.0,30339.0
2801,2014,3938.0,21316.0
2801,2015,4626.0,13953.0
2801,2016,5473.0,24134.0
2801,2017,8925.0,15979.0
2801,2018,5147.0,22280.0
2801,2019,4462.0,30072.0
2801,2020,12745.0,21235.0
2801,2021,8254.0,46720.0
2801,2022,8232.0,18495.0
2801,2023,17016.0,130316.0
2801,2024,8614.0,0.0
2802,2013,16770.0,79096.0
2802,2014,29480.0,69784.0
2802,2015,27879.0,69120.0
2802,2016,23401.0,64126.0
2802,2017,23702.0,83015.0
2802,2018,14948.0,253402.0
2802,2019,14700.0,90520.0
2802,2020,19014.0,189201.0
2802,2021,21981.0,40490.0
2802,2022,13090.0,45341.0
2802,2023,21389.0,50237.0
2802,2024,18865.0,0.0
2803,2013,11838.0,43166.0
2803,2014,6018.0,14417.0
2803,2015,7708.0,12666.0
2803,2016,5859.0,37485.0
2803,2017,25700.0,17476.0
2803,2018,7934.0,10520.0
2803,2019,7160.0,26222.0
2803,2020,7618.0,39955.0
2803,2021,7716.0,22931.0
2803,2022,13289.0,13608.0
2803,2023,15471.0,22828.0
2803,2024,32104.0,0.0
2804,2013,90255.0,175871.0
2804,2014,75945.0,157620.0
2804,2015,53559.0,156070.0
2804,2016,82933.0,127471.0
2804,2017,72427.0,177108.0
2804,2018,97227.0,173601.0
2804,2019,66768.0,180366.0
2804,2020,71153.0,213103.0
2804,2021,82231.0,232150.0
2804,2022,113033.0,305654.0
2804,2023,172397.0,220763.0
2804,2024,145866.0,0.0
2805,2013,24758.0,86451.0
2805,2014,25436.0,43938.0
2805,2015,45293.0,60295.0
2805,2016,22742.0,58465.0
2805,2017,44237.0,119421.0
2805,2018,32452.0,58704.0
2805,2019,41431.0,83494.0
2805,2020,24128.0,49446.0
2805,2021,48073.0,39678.0
2805,2022,39357.0,60226.0
2805,2023,35239.0,48220.0
2805,2024,35062.0,0.0
2806,2013,25204.0,51221.0
2806,2014,11474.0,30659.0
2806,2015,12837.0,25861.0
2806,2016,11167.0,46836.0
2806,2017,14821.0,32667.0
2806,2018,16239.0,28564.0
2806,2019,6176.0,28585.0
2806,2020,9059.0,25810.0
2806,2021,21255.0,31844.0
2806,2022,14607.0,40397.0
2806,2023,24228.0,15754.0
2806,2024,20258.0,0.0
2807,2013,19491.0,59266.0
2807,2014,24698.0,88285.0
2807,2015,27695.0,46760.0
2807,2016,38427.0,37740.0
2807,2017,17256.0,43425.0
2807,2018,19548.0,31252.0
2807,2019,20895.0,42679.0
2807,2020,11570.0,47860.0
2807,2021,18858.0,23925.0
2807,2022,35280.0,24180.0
2807,2023,33586.0,22453.0
2807,2024,50974.0,0.0
2808,2013,14183.0,47738.0
2808,2014,13320.0,49496.0
2808,2015,28736.0,64398.0
2808,2016,37670.0,64101.0
2808,2017,11438.0,34203.0
2808,2018,13358.0,35052.0
2808,2019,20844.0,35075.0
2808,2020,10487.0,62231.0
2808,2021,32179.0,32448.0
2808,2022,34480.0,46948.0
2808,2023,33353.0,47336.0
2808,2024,36687.0,0.0
2809,2013,25319.0,63759.0
2809,2014,19589.0,73536.0
2809,2015,16770.0,29393.0
2809,2016,25842.0,57758.0
2809,2017,24401.0,76199.0
2809,2018,22245.0,70164.0
2809,2019,17370.0,86717.0
2809,2020,13967.0,66613.0
2809,2021,13068.0,38597.0
2809,2022,14135.0,22488.0
2809,2023,22345.0,27100.0
2809,2024,26733.0,0.0
2810,2013,10465.0,25982.0
2810,2014,17923.0,28124.0
2810,2015,5175.0,21087.0
2810,2016,7905.0,31151.0
2810,2017,7650.0,16707.0
2810,2018,3047.0,29804.0
2810,2019,4844.0,15474.0
2810,2020,7878.0,19054.0
2810,2021,4118.0,28570.0
2810,2022,6920.0,18951.0
2810,2023,12099.0,17678.0
2810,2024,14284.0,0.0
2811,2013,16874.0,46013.0
2811,2014,132576.0,26641.0
2811,2015,16699.0,30926.0
2811,2016,7329.0,55266.0
2811,2017,11771.0,40939.0
2811,2018,15084.0,63612.0
2811,2019,15866.0,26640.0
2811,2020,7891.0,39343.0
2811,2021,41241.0,68144.0
2811,2022,64846.0,36835.0
2811,2023,20472.0,29216.0
2811,2024,28740.0,0.0
2812,2013,6048.0,21444.0
2812,2014,11360.0,13907.0
2812,2015,7709.0,14150.0
2812,2016,10590.0,18387.0
2812,2017,6486.0,29190.0
2812,2018,7274.0,26239.0
2812,2019,7187.0,45590.0
2812,2020,4450.0,15480.0
2812,2021,3769.0,9558.0
2812,2022,7919.0,16345.0
2812,2023,3508.0,7471.0
2812,2024,7959.0,0.0
2813,2013,15334.0,91172.0
2813,2014,38656.0,88766.0
2813,2015,22142.0,158344.0
2813,2016,15611.0,129699.0
2813,2017,22559.0,72246.0
2813,2018,25461.0,136733.0
2813,2019,35299.0,187321.0
2813,2020,17157.0,370377.0
2813,2021,228927.0,129440.0
2813,2022,39136.0,117366.0
2813,2023,36181.0,75830.0
2813,2024,53897.0,0.0
2814,2013,23564.0,29048.0
2814,2014,7299.0,16581.0
2814,2015,19507.0,29668.0
2814,2016,19795.0,44624.0
2814,2017,13224.0,34395.0
2814,2018,15675.0,92897.0
2814,2019,10479.0,31794.0
2814,2020,15862.0,21420.0
2814,2021,25218.0,31365.0
2814,2022,13536.0,32395.0
2814,2023,23465.0,32502.0
2814,2024,19397.0,0.0
2815,2013,39348.0,171615.0
2815,2014,49463.0,195478.0
2815,2015,45255.0,281931.0
2815,2016,51031.0,168241.0
2815,2017,75286.0,187695.0
2815,2018,50945.0,195144.0
2815,2019,43322.0,246402.0
2815,2020,213544.0,240716.0
2815,2021,64443.0,204470.0
2815,2022,99285.0,239964.0
2815,2023,183327.0,193197.0
2815,2024,206332.0,0.0
2816,2013,18254.0,89399.0
2816,2014,11038.0,54563.0
2816,2015,26859.0,54265.0
2816,2016,19547.0,40497.0
2816,2017,34965.0,37614.0
2816,2018,13089.0,68487.0
2816,2019,21737.0,83077.0
2816,2020,22048.0,53447.0
2816,2021,32167.0,33068.0
2816,2022,15220.0,36459.0
2816,2023,27560.0,31285.0
2816,2024,38375.0,0.0
2817,2013,15372.0,76579.0
2817,2014,15455.0,23883.0
2817,2015,39586.0,15859.0
2817,2016,10864.0,46943.0
2817,2017,8582.0,37943.0
2817,2018,22320.0,20532.0
2817,2019,9740.0,106459.0
2817,2020,7531.0,105584.0
2817,2021,16289.0,34724.0
2817,2022,44019.0,51394.0
2817,2023,83460.0,30065.0
2817,2024,44595.0,0.0
2818,2013,3104.0,17721.0
2818,2014,3804.0,10758.0
2818,2015,2643.0,12972.0
2818,2016,4814.0,28618.0
2818,2017,10369.0,45121.0
2818,2018,15845.0,41153.0
2818,2019,11653.0,17844.0
2818,2020,4340.0,19117.0
2818,2021,5459.0,25585.0
2818,2022,12824.0,34265.0
2818,2023,7680.0,19066.0
2818,2024,13870.0,0.0
2819,2013,77120.0,53086.0
2819,2014,10515.0,62932.0
2819,2015,8292.0,27753.0
2819,2016,19697.0,37462.0
2819,2017,18233.0,57239.0
2819,2018,13368.0,89800.0
2819,2019,10900.0,16708.0
2819,2020,13773.0,34940.0
2819,2021,17880.0,41521.0
2819,2022,11303.0,34778.0
2819,2023,17282.0,32159.0
2819,2024,95467.0,0.0
3201,2013,15760.0,58990.0
3201,2014,25414.0,35187.0
3201,2015,18503.0,49374.0
3201,2016,18735.0,37456.0
3201,2017,29815.0,23961.0
3201,2018,14617.0,36452.0
3201,2019,12520.0,38740.0
3201,2020,23603.0,28772.0
3201,2021,235996.0,20903.0
3201,2022,10543.0,26482.0
3201,2023,34819.0,19589.0
3201,2024,23533.0,0.0
3202,2013,58304.0,107099.0
3202,2014,44216.0,130208.0
3202,2015,42873.0,143529.0
3202,2016,55118.0,236039.0
3202,2017,74908.0,154105.0
3202,2018,38126.0,140313.0
3202,2019,47761.0,207024.0
3202,2020,54304.0,151054.0
3202,2021,65206.0,495534.0
3202,2022,113526.0,101950.0
3202,2023,104432.0,152418.0
3202,2024,369576.0,0.0
3203,2013,14295.0,78412.0
3203,2014,24877.0,86508.0
3203,2015,45908.0,102681.0
3203,2016,53714.0,132063.0
3203,2017,46771.0,108109.0
3203,2018,23149.0,121835.0
3203,2019,47276.0,77130.0
3203,2020,42880.0,146613.0
3203,2021,44396.0,154597.0
3203,2022,43524.0,116589.0
3203,2023,30249.0,74826.0
3203,2024,89647.0,0.0
3204,2013,17266.0,63151.0
3204,2014,28713.0,53244.0
3204,2015,24184.0,47103.0
3204,2016,32011.0,43535.0
3204,2017,29002.0,29372.0
3204,2018,16910.0,50367.0
3204,2019,45212.0,37785.0
3204,2020,20686.0,38957.0
3204,2021,29619.0,67220.0
3204,2022,47143.0,27034.0
3204,2023,24779.0,26691.0
3204,2024,40610.0,0.0
3205,2013,24611.0,72647.0
3205,2014,29056.0,49534.0
3205,2015,33905.0,62766.0
3205,2016,37150.0,83387.0
3205,2017,31879.0,68529.0
3205,2018,25687.0,87894.0
3205,2019,25365.0,49703.0
3205,2020,25151.0,47101.0
3205,2021,37201.0,61024.0
3205,2022,49996.0,165160.0
3205,2023,60032.0,42952.0
3205,2024,57865.0,0.0
3206,2013,9920.0,36077.0
3206,2014,18282.0,30780.0
3206,2015,13771.0,21039.0
3206,2016,29472.0,59331.0
3206,2017,63797.0,31905.0
3206,2018,17235.0,33315.0
3206,2019,31985.0,52418.0
3206,2020,15726.0,54616.0
3206,2021,24291.0,34879.0
3206,2022,20759.0,39439.0
3206,2023,71273.0,38339.0
3206,2024,33747.0,0.0
3207,2013,18202.0,47159.0
3207,2014,22082.0,41560.0
3207,2015,21002.0,33703.0
3207,2016,29602.0,30586.0
3207,2017,51066.0,29464.0
3207,2018,7300.0,41668.0
3207,2019,35498.0,36467.0
3207,2020,22301.0,42090.0
3207,2021,19639.0,136765.0
3207,2022,18189.0,38466.0
3207,2023,60510.0,11099.0
3207,2024,177954.0,0.0
3208,2013,37797.0,30803.0
3208,2014,60760.0,46688.0
3208,2015,38346.0,31760.0
3208,2016,16537.0,29410.0
3208,2017,60446.0,58918.0
3208,2018,15290.0,99388.0
3208,2019,21793.0,570675.0
3208,2020,27184.0,25309.0
3208,2021,17019.0,19834.0
3208,2022,15185.0,40055.0
3208,2023,26928.0,31727.0
3208,2024,35023.0,0.0
3209,2013,12101.0,19325.0
3209,2014,22784.0,27942.0
3209,2015,14148.0,34656.0
3209,2016,6113.0,25497.0
3209,2017,6485.0,15685.0
3209,2018,8281.0,15003.0
3209,2019,15405.0,18053.0
3209,2020,5660.0,10572.0
3209,2021,4735.0,3937.0
3209,2022,76632.0,3438.0
3209,2023,10696.0,4356.0
3209,2024,95275.0,0.0
3210,2013,21858.0,63344.0
3210,2014,20105.0,61661.0
3210,2015,25790.0,33907.0
3210,2016,28955.0,37767.0
3210,2017,18308.0,28666.0
3210,2018,14871.0,66094.0
3210,2019,12943.0,107004.0
3210,2020,22526.0,47104.0
3210,2021,21559.0,126423.0
3210,2022,187241.0,105811.0
3210,2023,35917.0,58454.0
3210,2024,39358.0,0.0
3211,2013,25051.0,53850.0
3211,2014,17348.0,38844.0
3211,2015,22755.0,82107.0
3211,2016,37185.0,50620.0
3211,2017,19791.0,133933.0
3211,2018,43717.0,38557.0
3211,2019,38962.0,73215.0
3211,2020,26909.0,45958.0
3211,2021,11150.0,29694.0
3211,2022,78990.0,132316.0
3211,2023,30491.0,46131.0
3211,2024,88468.0,0.0
3212,2013,24482.0,163711.0
3212,2014,13993.0,71471.0
3212,2015,34456.0,45320.0
3212,2016,150577.0,83488.0
3212,2017,59982.0,72540.0
3212,2018,21248.0,36880.0
3212,2019,69160.0,140309.0
3212,2020,99279.0,45602.0
3212,2021,66536.0,51875.0
3212,2022,179780.0,202232.0
3212,2023,47261.0,83462.0
3212,2024,38093.0,0.0
3213,2013,23202.0,109604.0
3213,2014,38389.0,82377.0
3213,2015,32153.0,95557.0
3213,2016,43251.0,105948.0
3213,2017,98557.0,95318.0
3213,2018,38786.0,96714.0
3213,2019,77050.0,122739.0
3213,2020,38011.0,95258.0
3213,2021,48422.0,155986.0
3213,2022,55499.0,219602.0
3213,2023,76783.0,263914.0
3213,2024,989392.0,0.0
3214,2013,7390.0,27770.0
3214,2014,13415.0,32262.0
3214,2015,12416.0,8878.0
3214,2016,13274.0,25092.0
3214,2017,11415.0,12700.0
3214,2018,48132.0,14316.0
3214,2019,18502.0,35017.0
3214,2020,15434.0,38304.0
3214,2021,24017.0,14620.0
3214,2022,20227.0,18814.0
3214,2023,14606.0,17518.0
3214,2024,115361.0,0.0
3215,2013,37421.0,83328.0
3215,2014,47571.0,79866.0
3215,2015,138423.0,174865.0
3215,2016,29125.0,181176.0
3215,2017,17545.0,143159.0
3215,2018,103424.0,378145.0
3215,2019,191235.0,139934.0
3215,2020,31148.0,153489.0
3215,2021,41503.0,120057.0
3215,2022,112515.0,201504.0
3215,2023,300995.0,84866.0
3215,2024,109293.0,0.0
3216,2013,116785.0,289411.0
3216,2014,69762.0,336924.0
3216,2015,163783.0,223254.0
3216,2016,90178.0,368300.0
3216,2017,145443.0,380572.0
3216,2018,168925.0,513234.0
3216,2019,100037.0,490078.0
3216,2020,101129.0,332053.0
3216,2021,101107.0,437134.0
3216,2022,142763.0,466854.0
3216,2023,149641.0,382798.0
3216,2024,192743.0,0.0
3217,2013,72861.0,84422.0
3217,2014,60703.0,55710.0
3217,2015,63445.0,90577.0
3217,2016,43739.0,37478.0
3217,2017,46131.0,33395.0
3217,2018,63450.0,93470.0
3217,2019,82021.0,59532.0
3217,2020,51831.0,41034.0
3217,2021,66179.0,48009.0
3217,2022,44870.0,30206.0
3217,2023,41672.0,27284.0
3217,2024,73818.0,0.0
3218,2013,40592.0,105004.0
3218,2014,25061.0,84880.0
3218,2015,38991.0,72671.0
3218,2016,23679.0,213170.0
3218,2017,24469.0,79474.0
3218,2018,37700.0,81996.0
3218,2019,19821.0,124319.0
3218,2020,93101.0,171233.0
3218,2021,41755.0,98151.0
3218,2022,42342.0,62700.0
3218,2023,47509.0,129395.0
3218,2024,46595.0,0.0
3219,2013,18436.0,98745.0
3219,2014,45863.0,48753.0
3219,2015,29860.0,110083.0
3219,2016,31116.0,147893.0
3219,2017,31483.0,48327.0
3219,2018,73183.0,54440.0
3219,2019,34088.0,63622.0
3219,2020,49819.0,83982.0
3219,2021,47665.0,136664.0
3219,2022,55807.0,59701.0
3219,2023,37653.0,36693.0
3219,2024,63138.0,0.0
3220,2013,28122.0,75154.0
3220,2014,31655.0,76576.0
3220,2015,28080.0,59744.0
3220,2016,33825.0,73655.0
3220,2017,30218.0,100410.0
3220,2018,24925.0,98864.0
3220,2019,62322.0,70720.0
3220,2020,25106.0,67274.0
3220,2021,22381.0,166981.0
3220,2022,60695.0,148033.0
3220,2023,70738.0,62012.0
3220,2024,54110.0,0.0
3221,2013,21027.0,54799.0
3221,2014,25569.0,39528.0
3221,2015,26134.0,41179.0
3221,2016,16192.0,91716.0
3221,2017,11543.0,125919.0
3221,2018,13211.0,81389.0
3221,2019,20980.0,127528.0
3221,2020,12614.0,33776.0
3221,2021,20124.0,141829.0
3221,2022,14075.0,39460.0
3221,2023,66605.0,73226.0
3221,2024,62905.0,0.0
3222,2013,34096.0,83679.0
3222,2014,57532.0,83757.0
3222,2015,125064.0,106944.0
3222,2016,56178.0,94105.0
3222,2017,34849.0,112132.0
3222,2018,45177.0,150107.0
3222,2019,29024.0,140912.0
3222,2020,31725.0,70334.0
3222,2021,140108.0,220842.0
3222,2022,55987.0,137638.0
3222,2023,42508.0,121590.0
3222,2024,63959.0,0.0
4401,2013,10213.0,53002.0
4401,2014,14727.0,19400.0
4401,2015,6242.0,33243.0
4401,2016,3707.0,17758.0
4401,2017,8386.0,12126.0
4401,2018,6450.0,35590.0
4401,2019,9019.0,24487.0
4401,2020,6383.0,21531.0
4401,2021,7237.0,21925.0
4401,2022,4085.0,12486.0
4401,2023,19521.0,32571.0
4401,2024,20111.0,0.0
4402,2013,19511.0,113357.0
4402,2014,13602.0,37762.0
4402,2015,26100.0,44958.0
4402,2016,12875.0,48022.0
4402,2017,27643.0,40293.0
4402,2018,13956.0,25087.0
4402,2019,31375.0,43493.0
4402,2020,23955.0,49712.0
4402,2021,18224.0,66704.0
4402,2022,120814.0,43157.0
4402,2023,72063.0,120937.0
4402,2024,28409.0,0.0
4403,2013,37565.0,38809.0
4403,2014,19589.0,54033.0
4403,2015,27621.0,41068.0
4403,2016,32597.0,55186.0
4403,2017,29809.0,38667.0
4403,2018,21512.0,46077.0
4403,2019,28071.0,30533.0
4403,2020,18872.0,26588.0
4403,2021,31009.0,46123.0
4403,2022,26265.0,22843.0
4403,2023,35287.0,25394.0
4403,2024,29120.0,0.0
4404,2013,31190.0,66326.0
4404,2014,22364.0,73167.0
4404,2015,54880.0,56809.0
4404,2016,32392.0,68528.0
4404,2017,31154.0,73889.0
4404,2018,20729.0,84355.0
4404,2019,17599.0,49302.0
4404,2020,22156.0,39999.0
4404,2021,30542.0,69657.0
4404,2022,20453.0,51550.0
4404,2023,25003.0,14889.0
4404,2024,27994.0,0.0
4405,2013,35154.0,61221.0
4405,2014,15639.0,93766.0
4405,2015,32576.0,51354.0
4405,2016,8641.0,88812.0
4405,2017,24970.0,54621.0
4405,2018,33015.0,51850.0
4405,2019,33243.0,57768.0
4405,2020,27974.0,71718.0
4405,2021,38570.0,59369.0
4405,2022,39241.0,56686.0
4405,2023,59178.0,58822.0
4405,2024,71558.0,0.0
4406,2013,21296.0,58164.0
4406,2014,14613.0,46830.0
4406,2015,17986.0,59629.0
4406,2016,16501.0,54076.0
4406,2017,21787.0,80449.0
4406,2018,12285.0,56081.0
4406,2019,16901.0,62906.0
4406,2020,9776.0,38200.0
4406,2021,16058.0,47780.0
4406,2022,29411.0,35581.0
4406,2023,15474.0,50100.0
4406,2024,39583.0,0.0
4407,2013,48592.0,145573.0
4407,2014,42671.0,78189.0
4407,2015,39428.0,64487.0
4407,2016,23520.0,134306.0
4407,2017,31146.0,71087.0
4407,2018,49880.0,90477.0
4407,2019,35656.0,95787.0
4407,2020,44017.0,62100.0
4407,2021,37012.0,65801.0
4407,2022,50780.0,109866.0
4407,2023,56264.0,58917.0
4407,2024,58816.0,0.0
4408,2013,3154.0,12875.0
4408,2014,4694.0,19750.0
4408,2015,2451.0,5167.0
4408,2016,1901.0,65867.0
4408,2017,9176.0,22746.0
4408,2018,5723.0,11648.0
4408,2019,10879.0,17253.0
4408,2020,4026.0,17584.0
4408,2021,16526.0,13052.0
4408,2022,31611.0,22438.0
4408,2023,12186.0,19659.0
4408,2024,27141.0,0.0
4409,2013,37080.0,121625.0
4409,2014,43665.0,100228.0
4409,2015,21929.0,74879.0
4409,2016,28949.0,75001.0
4409,2017,25589.0,109662.0
4409,2018,55472.0,74565.0
4409,2019,24369.0,164770.0
4409,2020,38374.0,111874.0
4409,2021,27637.0,103490.0
4409,2022,42586.0,124823.0
4409,2023,64441.0,322795.0
4409,2024,62164.0,0.0
4410,2013,46379.0,184469.0
4410,2014,34011.0,227902.0
4410,2015,25055.0,103062.0
4410,2016,27003.0,87585.0
4410,2017,21830.0,83844.0
4410,2018,21131.0,129578.0
4410,2019,35096.0,283217.0
4410,2020,39559.0,80346.0
4410,2021,101498.0,84986.0
4410,2022,114129.0,166742.0
4410,2023,152584.0,89297.0
4410,2024,73918.0,0.0
4411,2013,24628.0,111980.0
4411,2014,50370.0,133961.0
4411,2015,36297.0,104538.0
4411,2016,49545.0,96945.0
4411,2017,28433.0,83687.0
4411,2018,34679.0,138315.0
4411,2019,28895.0,142002.0
4411,2020,228987.0,79821.0
4411,2021,50863.0,154124.0
4411,2022,76814.0,183107.0
4411,2023,50533.0,121554.0
4411,2024,76040.0,0.0
4412,2013,80665.0,134178.0
4412,2014,58220.0,109605.0
4412,2015,54944.0,157386.0
4412,2016,59459.0,96534.0
4412,2017,48441.0,145935.0
4412,2018,84604.0,80714.0
4412,2019,148220.0,132758.0
4412,2020,72550.0,143513.0
4412,2021,123352.0,110937.0
4412,2022,84122.0,143134.0
4412,2023,89321.0,157061.0
4412,2024,137523.0,0.0
4413,2013,59351.0,138238.0
4413,2014,43043.0,101145.0
4413,2015,51854.0,225637.0
4413,2016,39441.0,286027.0
4413,2017,41846.0,106784.0
4413,2018,101561.0,148132.0
4413,2019,31679.0,128917.0
4413,2020,75621.0,144242.0
4413,2021,79549.0,148972.0
4413,2022,112110.0,142216.0
4413,2023,86719.0,119769.0
4413,2024,102798.0,0.0
4414,2013,11115.0,37719.0
4414,2014,8434.0,23765.0
4414,2015,23311.0,15074.0
4414,2016,13918.0,12903.0
4414,2017,7034.0,20753.0
4414,2018,19263.0,11169.0
4414,2019,7493.0,19065.0
4414,2020,8168.0,18621.0
4414,2021,10028.0,37533.0
4414,2022,23078.0,24462.0
4414,2023,14350.0,27137.0
4414,2024,19668.0,0.0
4415,2013,12150.0,36501.0
4415,2014,9452.0,37311.0
4415,2015,9132.0,40484.0
4415,2016,24353.0,27476.0
4415,2017,14210.0,133717.0
4415,2018,22984.0,62066.0
4415,2019,27816.0,37327.0
4415,2020,25299.0,47432.0
4415,2021,14303.0,41790.0
4415,2022,70363.0,15390.0
4415,2023,19791.0,15857.0
4415,2024,11033.0,0.0
4416,2013,24233.0,34937.0
4416,2014,12991.0,63564.0
4416,2015,15003.0,23285.0
4416,2016,16761.0,10815.0
4416,2017,6914.0,30286.0
4416,2018,17237.0,31434.0
4416,2019,12055.0,50356.0
4416,2020,17894.0,24793.0
4416,2021,13531.0,30054.0
4416,2022,46120.0,25439.0
4416,2023,24797.0,31679.0
4416,2024,56381.0,0.0
4417,2013,7829.0,27768.0
4417,2014,14615.0,22133.0
4417,2015,7117.0,12877.0
4417,2016,7344.0,16578.0
4417,2017,9366.0,11053.0
4417,2018,10243.0,32627.0
4417,2019,7973.0,27175.0
4417,2020,7405.0,23310.0
4417,2021,11162.0,37003.0
4417,2022,5183.0,17017.0
4417,2023,14575.0,24760.0
4417,2024,20386.0,0.0
4418,2013,9518.0,50724.0
4418,2014,6328.0,22281.0
4418,2015,32665.0,41212.0
4418,2016,19311.0,23071.0
4418,2017,9018.0,80231.0
4418,2018,11081.0,44266.0
4418,2019,13918.0,71956.0
4418,2020,12457.0,40116.0
4418,2021,11425.0,31105.0
4418,2022,21756.0,29825.0
4418,2023,17148.0,19684.0
4418,2024,92601.0,0.0
4419,2013,32018.0,45032.0
4419,2014,24227.0,55748.0
4419,2015,16687.0,26709.0
4419,2016,23795.0,47101.0
4419,2017,20207.0,32170.0
4419,2018,40393.0,66231.0
4419,2019,24073.0,21455.0
4419,2020,13269.0,30636.0
4419,2021,21165.0,54018.0
4419,2022,22483.0,45455.0
4419,2023,20214.0,44827.0
4419,2024,21027.0,0.0
4420,2013,33609.0,54402.0
4420,2014,15086.0,72161.0
4420,2015,9369.0,19564.0
4420,2016,9358.0,35168.0
4420,2017,10828.0,30674.0
4420,2018,11913.0,47166.0
4420,2019,17025.0,178732.0
4420,2020,18873.0,44739.0
4420,2021,12365.0,35525.0
4420,2022,24589.0,45063.0
4420,2023,24391.0,49882.0
4420,2024,15654.0,0.0
4421,2013,16923.0,69652.0
4421,2014,15502.0,39524.0
4421,2015,28405.0,44075.0
4421,2016,18099.0,42473.0
4421,2017,30133.0,43498.0
4421,2018,7699.0,54416.0
4421,2019,11756.0,22027.0
4421,2020,11782.0,22343.0
4421,2021,22693.0,32759.0
4421,2022,19223.0,43542.0
4421,2023,12351.0,40518.0
4421,2024,26065.0,0.0
4422,2013,18393.0,66214.0
4422,2014,13097.0,50494.0
4422,2015,10217.0,28590.0
4422,2016,8952.0,50465.0
4422,2017,6860.0,41392.0
4422,2018,16359.0,72160.0
4422,2019,13088.0,35688.0
4422,2020,11675.0,28015.0
4422,2021,24766.0,52725.0
4422,2022,26649.0,40820.0
4422,2023,31866.0,84406.0
4422,2024,22608.0,0.0
4423,2013,76167.0,242834.0
4423,2014,61504.0,276676.0
4423,2015,42656.0,183575.0
4423,2016,53723.0,320995.0
4423,2017,115328.0,262500.0
4423,2018,138741.0,265737.0
4423,2019,72663.0,422057.0
4423,2020,77033.0,253558.0
4423,2021,77990.0,292694.0
4423,2022,108406.0,345457.0
4423,2023,120328.0,283762.0
4423,2024,151593.0,0.0
4424,2013,28803.0,106418.0
4424,2014,23936.0,40485.0
4424,2015,31255.0,61104.0
4424,2016,21621.0,45959.0
4424,2017,41239.0,57837.0
4424,2018,28947.0,70483.0
4424,2019,28631.0,62929.0
