ZE2020,weight_a17_AZ,weight_a17_C1,weight_a17_C2,weight_a17_C3,weight_a17_C4,weight_a17_C5,weight_a17_DE,weight_a17_FZ,weight_a17_GZ,weight_a17_HZ,weight_a17_IZ,weight_a17_JZ,weight_a17_KZ,weight_a17_LZ,weight_a17_MN,weight_a17_OQ,weight_a17_RU,total_establishments
1107,0.02421090387374462,0.019906743185078908,0.0,0.004124820659971305,0.000896700143472023,0.03048780487804878,0.009863701578192252,0.15835724533715925,0.19637733142037303,0.043041606886657105,0.0746054519368723,0.020624103299856526,0.03407460545193687,0.023134863701578193,0.13360832137733142,0.14167862266857964,0.08500717360114778,5576.0
1108,0.02432096573761761,0.017042428546067814,0.00017752529735487306,0.002485354162968223,0.0015977276761938576,0.03000177525297355,0.007633587786259542,0.17379726611042073,0.17202201313687202,0.03532753417361974,0.0758033019705308,0.021125510385229897,0.03941061601278182,0.020770459790520147,0.14060003550505948,0.1377596307473815,0.10012426770814842,5633.0
1109,0.0005959104533366539,0.012176140456983271,2.0753100364958094e-05,0.0016306007429609931,0.00028461394786228245,0.014476769868870053,0.0029617638949418763,0.08314877897651639,0.15879086507816506,0.02967396879326651,0.0985208968897032,0.08307762548955082,0.044924532832887144,0.03344213887381819,0.2648629257720895,0.0801959092674452,0.09121580556123796,337299.0
1110,0.08832425892316999,0.021778584392014518,0.0,0.004839685420447671,0.0,0.03145795523290986,0.014519056261343012,0.14035087719298245,0.1705989110707804,0.043557168784029036,0.06896551724137931,0.007259528130671506,0.030248033877797943,0.009679370840895343,0.10707803992740472,0.191167574107683,0.07017543859649122,1653.0
1111,0.03498779495524817,0.021562245728234338,0.0,0.0040683482506102524,0.0012205044751830757,0.02888527257933279,0.007323026851098454,0.11838893409275834,0.18795768917819367,0.024003254678600486,0.06672091131000814,0.035394629780309196,0.03824247355573637,0.027664768104149716,0.17819365337672904,0.1383238405207486,0.0870626525630594,2458.0
1112,0.003360809424417165,0.014539922878267945,0.0,0.0027594014221530407,0.0007782927088123961,0.019563448544238866,0.00420985601584887,0.22354689213570594,0.1914246294265398,0.09834789684083914,0.07390243039586797,0.025895921038666996,0.02738175257367248,0.018997417483284394,0.1231117557575972,0.09841865072345846,0.07376092263062936,28267.0
1113,0.005158907075982422,0.015476721227947264,0.0,0.008152346984268519,0.0007642825297751735,0.02401120947710337,0.004649385389465639,0.1383351378893064,0.20667473409336984,0.048404560219094325,0.07254315011782689,0.0492325329596841,0.03643080058594994,0.022673715049996816,0.16909750971275714,0.1043245653143112,0.09407044137316095,15701.0
1114,0.007627274398088586,0.01755192060283036,0.0,0.003859584635177357,0.0014703179562580407,0.019665502664951297,0.005100165410770079,0.13287998529682044,0.18787906634809778,0.03142804631501562,0.08086748759419224,0.05513692335967653,0.037033633523249405,0.028763095019297923,0.17602462782576733,0.12272560191141334,0.09198676713839368,21764.0
1115,0.007572121793846318,0.014024422759025223,0.0,0.005865728150162641,0.002399616061430171,0.01626406441636005,0.0032528128832720097,0.09390497520396736,0.19399562736628806,0.029435290353543433,0.0840398869514211,0.05321815176238469,0.04329973870847331,0.028795392737162053,0.20578040846797846,0.12152722231109689,0.09662454007358823,18753.0
2401,0.062051282051282054,0.026324786324786326,0.0,0.004615384615384616,0.0020512820512820513,0.03128205128205128,0.008547008547008548,0.11452991452991453,0.1741880341880342,0.025811965811965813,0.09641025641025641,0.0105982905982906,0.046153846153846156,0.017435897435897435,0.12803418803418803,0.14478632478632478,0.10717948717948718,5850.0
