codgeo,ze2020,side_stocks_et_2023_total
28227,2403,343
28265,0061,9
28275,2403,45
28289,0057,9
28336,2403,2
28300,2410,7
28326,2403,14
28222,2403,19
28351,0057,33
28211,2404,23
28240,0061,31
28339,2403,24
28317,2403,32
28271,0061,4
28347,0057,107
28286,2403,24
28260,2404,4
28310,0061,18
28193,0057,10
28264,0061,6
28308,0057,23
28296,2410,6
28357,2403,89
28324,2403,41
28314,0061,11
28267,0057,45
28251,0057,79
28233,2404,85
28270,2404,16
28221,2410,10
18261,2402,19
28349,0057,34
28346,0057,4
28190,2410,27
28321,0057,72
28180,0057,36
28185,0057,74
28316,0061,10
28212,2410,7
28208,2403,36
18267,2402,175
28187,0057,54
18254,2402,28
28213,0057,41
28319,2410,36
18273,2402,24
19007,7531,55
18221,2402,6
18193,2402,20
18280,2402,32
18242,0060,205
18230,2402,16
19018,7531,9
18250,2402,4
18206,2402,110
18194,2402,56
18265,0060,34
19011,7531,140
18219,2415,32
18218,2402,33
19029,7507,26
18208,0056,27
19027,0063,7
18279,2415,1527
19024,7531,29
18183,2402,5
18290,2415,27
19002,0063,22
19003,7507,15
19033,0063,63
18285,2402,19
18257,0056,27
19009,7531,3
19015,7507,54
18276,2402,12
18235,2402,61
18199,2402,17
18284,2407,17
19012,7531,17
18278,2402,37
18271,2402,91
19055,0063,13
19040,7531,6
19037,7531,89
19004,7531,51
18197,2402,734
18195,0060,16
18236,2402,5
18214,2415,13
18228,2415,16
18256,0056,24
28239,0057,51
28302,2403,68
28293,0057,67
28333,2403,9
28248,0061,28
28247,0057,46
28263,0061,16
36011,2412,12
36057,2405,38
35273,5305,130
22242,5307,154
35345,5315,66
36032,2405,54
28341,0057,5
28315,0057,0
36043,2405,31
35311,0062,24
36034,2412,204
35320,5315,26
36049,2405,8
35289,5315,42
35305,5315,28
28332,0057,97
35328,0062,117
35339,5317,37
36018,2405,447
35332,5315,49
36022,2405,15
36005,2405,211
36030,2405,12
35354,5317,17
35353,5315,430
36051,2405,12
36055,2408,53
22278,5316,3658
35338,5319,110
36062,2405,25
22237,5304,156
35312,5315,116
36050,2405,28
36002,2405,2
36052,2405,12
36038,2405,6
28380,2403,119
35334,5315,584
35327,5315,289
36013,2405,17
36009,2405,60
35351,5315,61
36064,2405,52
35287,5317,362
36033,2405,27
36036,2405,15
35285,0062,55
35288,5317,6117
36042,2405,35
28372,0057,40
35336,5305,7
36028,2405,6
36066,2405,23
35363,5315,272
35286,5315,27
36065,2405,18
36016,2405,77
35299,5317,461
36054,2408,9
35262,5315,22
35362,5317,68
35357,5305,17
35355,5315,76
35319,5315,132
35278,5315,2473
35329,5317,24
28411,2403,5
35274,5315,62
35356,5315,147
36044,2405,3086
35331,5315,144
35272,5319,44
35265,5315,177
35309,5305,35
35314,5317,92
35321,5315,36
35359,5319,46
35304,5305,100
35317,5315,38
35315,5315,106
35295,5315,22
35307,5315,58
36046,2405,368
36048,2405,20
35264,5319,116
35325,5319,12
35346,5315,12
22321,5303,114
35326,5315,135
36058,2405,21
35343,5315,62
35342,5315,19
35276,5315,36
36029,2412,14
36067,2405,7
35283,5319,73
35358,5317,81
36012,2405,12
36003,2405,32
22360,5316,793
36020,2405,6
36047,2405,37
36060,2405,48
36025,2405,23
35360,5319,2020
35277,5315,27
35296,5315,87
35350,5319,29
36040,2405,2
35330,5319,53
22380,5304,36
36008,2408,7
28422,2403,275
36037,2405,19
35282,5305,140
22376,5312,61
22288,5312,14
22249,5306,32
22338,5306,27
22386,5316,35
23003,7511,9
22390,5308,41
22348,5304,23
22363,5308,67
23008,7511,412
22340,5308,81
22240,5304,44
22257,5308,17
22281,5316,70
22349,5308,90
22364,5304,136
22307,5316,102
22345,5307,43
22238,5308,36
22263,5304,16
22320,5303,15
23006,7511,15
22371,5307,72
22262,5316,186
22325,5316,350
22346,5307,55
22323,5304,44
22239,5304,104
22250,5306,107
22304,5306,28
22344,5303,36
23015,7511,64
22274,5304,34
22289,5306,12
22296,5307,28
22300,5316,28
22308,5304,48
22328,5303,19
23002,7511,48
22248,5306,96
22337,5304,50
22261,5307,15
22317,5304,13
22318,5304,21
22268,5304,25
23013,7511,123
22359,5306,21
22379,5308,111
22388,5304,81
22243,5303,43
22305,5304,22
22351,5303,28
22383,5308,16
22343,5308,333
22280,5304,69
22229,5303,42
22273,5307,240
22284,5303,19
22267,5304,18
23011,7511,7
22362,5308,216
22377,5316,64
22378,5308,12
22282,5304,457
22389,5316,459
22331,5303,14
22314,5312,9
22306,5304,28
22385,5304,103
22256,5308,75
22327,5304,119
22330,5312,27
22233,5308,130
22232,5316,134
22269,5308,22
22353,5308,233
22332,5307,27
23001,7511,102
22358,5306,22
22313,5316,28
22326,5307,21
22228,5306,80
22365,5303,31
22322,5306,20
22373,5303,4
22302,5304,105
22294,5303,20
22295,5312,16
22255,5312,33
22369,5304,64
22384,5316,67
22354,5306,67
22293,5306,13
22299,5304,94
22241,5312,75
23009,7511,8
22234,5316,44
22244,5303,36
23005,7511,3
22279,5312,60
22361,5316,39
22370,5308,22
22285,5312,9
22387,5308,89
22315,5304,20
22368,5317,59
22341,5307,37
22342,5304,25
22311,5304,63
23007,7511,16
22264,5308,171
22356,5316,59
22277,5316,135
22312,5304,13
22375,5316,32
22291,5316,7
22287,5316,73
22381,5308,23
22265,5308,96
22231,5303,31
22339,5304,457
22334,5303,12
22286,5307,35
22266,5303,293
22236,5316,42
22260,5312,30
23010,7511,4
22258,5316,242
22235,5308,21
22319,5308,52
22251,5316,546
22372,5316,218
22310,5306,15
22366,5308,17
22259,5304,425
22275,5312,44
22335,5316,11
22352,5304,17
22347,5308,58
22271,5306,8
22391,5304,50
22283,5306,36
22316,5303,26
22276,5316,11
22246,5316,139
22254,5308,44
23014,7511,7
22245,5308,60
22333,5307,39
22324,5308,184
23004,7511,24
22350,5308,15
22272,5306,202
61342,2812,59
61419,0051,9
61414,0051,92
61352,2801,10
61307,2814,9
61452,2809,6
61448,0061,24
61348,0051,24
61482,2809,9
61457,2812,27
61494,2801,84
61462,2801,60
61435,2812,17
61308,2801,10
61389,2812,67
61443,2809,17
62001,3215,92
36070,2405,120
61416,0051,6
61400,0051,9
61447,2809,54
61508,2814,248
61322,0051,4
61411,0051,26
61425,2812,7
61498,0051,5
61386,2812,25
61427,2801,9
61367,0051,10
61362,2809,24
61424,0051,12
61404,0051,58
61408,2809,20
50510,2806,24
50507,2805,15
50509,2816,64
61488,2812,4
61491,2812,227
50388,2806,76
61376,2809,31
61422,2812,39
50399,2802,7
62004,3203,364
62003,3215,27
61461,2812,11
61384,0051,8
50448,2802,35
50368,2806,3
61440,2812,55
50473,2816,15
50369,2805,35
61401,2809,9
61351,2814,11
29046,5313,1336
29084,5302,14
61314,2801,27
61371,2801,6
28417,2403,92
29033,5303,23
29093,5302,72
29058,5313,1074
29001,5302,75
29037,5313,377
29039,5313,2032
29053,5302,186
29045,5302,146
29047,5302,94
29086,5302,91
29051,5313,653
29007,5303,51
29030,5310,292
29008,5313,74
29060,5313,192
29079,5310,91
29073,5310,79
29013,5303,18
28418,2404,7
29036,5303,41
29106,5313,99
29109,5302,91
29029,5303,69
29004,5314,381
28394,0057,64
29075,5302,1497
29055,5302,206
23086,7511,10
28414,2403,3
29038,5310,79
28389,2404,14
29019,5302,10329
29064,5302,43
29069,5302,408
28373,0061,227
29072,5313,268
29067,5310,98
28404,0057,746
28368,0057,10
29100,5302,21
29015,5302,208
28396,2404,11
28409,2404,27
29065,5313,45
28362,0061,24
29094,5302,24
29110,5313,49
29071,5314,36
29054,5303,64
23106,7511,17
28367,2410,16
29016,5303,78
29031,5314,460
29026,5313,471
29085,5313,60
29057,5313,363
29062,5313,54
28386,0057,75
28423,2403,37
29035,5302,51
29090,5313,53
28388,2403,80
29018,5303,27
29005,5314,70
29056,5302,106
29024,5303,731
28374,0057,28
28377,0057,125
28385,2403,19
29017,5302,58
29042,5302,770
28425,2403,50
28363,2403,72
29063,5313,25
29020,5313,434
28366,2403,19
29074,5310,32
29081,5303,157
29049,5313,183
29105,5310,815
29068,5310,153
28365,2403,29
29022,5302,210
28406,2403,118
28405,0057,70
28364,2404,41
28391,2410,149
29089,5303,39
23073,7511,31
23028,7511,5
23012,7517,9
23077,7511,54
23095,7511,99
23171,7511,7
23149,7511,38
23102,7511,15
23048,7511,33
29028,5313,62
29044,5313,83
29078,5302,137
23033,7511,18
28382,2410,53
23066,7511,15
23174,7511,52
23172,7511,6
23027,7511,9
23148,7511,20
23130,7511,13
23060,7511,11
23108,7511,7
23089,7511,56
23078,7511,9
28392,2410,14
29048,5313,137
23177,7511,58
23151,7511,32
29006,5313,420
28408,2403,5
23127,7511,12
23050,7511,10
23175,7511,3
23076,7511,130
23024,7511,19
23022,7511,17
23133,7511,23
23068,7511,25
23070,7511,42
23074,7511,9
23087,7511,31
23168,7511,51
23058,7511,4
23019,0063,4
23054,7511,11
23030,7511,223
23104,7511,9
23053,7511,6
23142,7511,12
23088,7511,3
23124,7511,58
23159,7511,10
23155,7511,34
23157,7511,2
23016,7511,6
23067,0063,48
23123,7511,14
23038,7511,17
23152,7511,2
23111,7511,13
23182,7511,9
23180,7511,18
23052,7511,23
23018,7511,7
23093,7511,147
23167,7511,19
23120,7511,15
23040,7511,16
23156,7511,5
23184,7511,5
23083,7511,14
23118,7511,11
23100,7511,53
23032,7511,46
23026,7511,20
23119,0063,0
23079,7511,139
23176,7511,483
23117,7511,19
23059,7511,6
23057,7511,39
23138,7511,14
23090,7511,34
23017,0063,7
23128,7511,4
23098,7511,0
23096,7511,1178
23069,7511,55
23165,7511,65
23112,7511,27
23179,7511,14
23145,7511,19
23139,7511,23
23144,7511,16
23051,7511,3
23047,7511,11
23045,7511,60
23091,7511,8
23115,7511,22
23071,7511,9
23107,7511,8
23046,7511,7
23164,7511,31
23136,7511,15
23072,7511,19
23034,7511,1
23137,7511,27
23122,7511,2
23042,7511,4
23166,7511,11
23140,7511,22
23116,7511,42
23173,7511,7
23043,7511,3
23114,7511,32
23154,7511,27
23162,7511,15
23099,7511,19
23055,7511,1
23141,7511,31
23183,7511,5
23092,7511,25
23125,7511,3
23132,7511,22
23109,7511,18
23131,0063,54
23037,7511,4
23044,7511,4
23049,7511,12
23146,7511,18
23169,7511,29
23021,7511,70
23036,7511,56
23062,7511,40
23170,7511,8
23150,7511,7
23113,7511,17
23063,0063,8
23064,7511,30
23101,7511,19
23129,0063,1
23029,7511,11
23075,7511,108
23097,7511,21
23080,7511,4
23103,7511,13
23110,7511,5
23084,7511,7
23056,7511,42
23147,7511,12
23035,7511,26
23061,7511,60
23039,7511,50
23134,7511,10
23143,7511,23
23020,7511,24
23041,7511,17
23105,7511,57
23178,7511,7
23158,7511,6
23160,7511,10
23025,7511,107
23082,7511,9
23031,7511,147
23081,0063,12
23065,7511,17
28398,2404,67
28378,0061,33
29099,5302,43
28371,0057,114
29102,5303,57
29034,5310,36
29025,5313,88
29097,5310,105
29101,5302,282
28383,2403,43
29061,5302,670
29021,5302,157
28369,0057,30
28415,0057,149
28421,2403,10
28387,0061,79
28397,2403,23
29066,5313,109
29002,5314,71
28390,2410,13
29087,5313,54
28370,2404,28
28407,0061,28
29107,5313,54
28393,0057,167
28400,2404,15
28426,2403,33
28403,2403,63
29023,5310,337
29032,5313,200
29059,5310,83
29082,5310,58
28410,2404,20
28419,2403,18
28395,0061,18
29012,5303,10
29077,5302,135
29070,5313,28
29108,5313,85
29083,5313,25
28401,0061,23
28379,2403,29
29041,5313,142
29098,5302,111
29080,5302,135
29095,5302,83
29040,5302,248
28424,2404,81
29011,5302,197
29014,5310,19
29103,5302,1212
29104,5302,33
29091,5302,136
29043,5302,180
29027,5303,289
29003,5313,414
29076,5302,326
28375,0057,16
29010,5310,91
36077,2412,14
36180,2405,47
36097,2405,18
36155,2405,45
36136,2408,7
36190,2405,15
50420,2816,49
50345,2806,26
50312,2802,6
50428,2802,25
50476,2816,9
50430,2805,1
50511,2805,14
50483,2816,73
50423,2816,9
50356,2816,28
50453,2802,57
50456,2802,29
50360,2805,6
50361,2810,12
50521,2802,5
50403,2806,96
50407,2802,69
50327,2810,5
50382,2805,14
50387,2805,18
50517,2816,11
50340,2806,13
50472,2802,6
50300,2802,10
50302,2816,8
50363,2816,88
50484,2802,495
50490,2805,27
50479,2816,6
50431,2816,62
50492,2816,120
50519,2805,19
50489,2802,28
50397,2818,12
23221,0063,8
50362,2802,8
23259,7511,9
50321,2816,17
50469,2805,28
29131,5310,31
50391,2802,148
23198,7511,9
50353,2802,62
50305,2805,24
50417,2805,117
50421,2805,29
50522,2805,18
50379,2802,4
50400,2805,154
50338,2802,22
50429,2806,62
50442,2805,21
23181,7511,19
50457,2805,9
50491,2816,13
50482,2806,6
50462,2802,31
50464,2806,29
50347,2802,10
50374,2805,0
50401,2805,39
50398,2816,4
50384,2805,9
50352,2816,19
50336,2802,13
50435,2805,18
50411,2802,49
50454,2805,6
50359,2802,220
50408,2802,46
50390,2805,13
50531,2802,35
50506,2806,16
36104,2405,13
50481,2806,61
50502,2816,1807
50394,2806,226
50496,2810,47
50475,2816,44
50500,2802,26
50513,2806,9
50468,2816,43
50342,2805,39
50487,2802,310
50443,2802,24
50446,2816,28
50461,2805,18
50495,2802,2
50452,2802,31
23232,7511,14
50532,2810,473
50512,2816,16
50493,2810,95
23264,7511,6
24034,7504,22
24053,7523,1095
24035,7529,200
23191,7511,10
24011,7523,85
23222,7511,13
23224,0063,4
24069,7523,25
23188,7511,14
24076,7529,47
23212,7511,10
23235,7511,40
24046,7507,10
23227,7511,9
23190,7511,15
24045,7504,20
23200,7517,13
23226,7511,14
24039,7529,12
24018,7529,39
23230,7511,11
24002,7523,121
23228,7511,8
24038,7523,38
23197,7511,27
23233,7511,6
23247,7511,89
24029,7523,37
24087,7529,95
23236,7511,17
23265,7511,2
23262,7511,6
24010,7523,107
24024,7504,8
23238,7511,17
24074,7529,51
24043,7532,20
23248,7511,14
24014,7529,49
23225,7511,6
23199,7511,14
24037,7504,2862
23204,7511,9
23209,7511,6
23215,0063,6
24022,7504,24
24006,7529,24
23242,7511,11
24063,7529,30
23192,7511,96
24019,7529,41
24027,7504,26
24062,7523,13
23203,7511,11
24055,7523,63
24054,7504,57
24036,7529,16
23205,7511,5
24021,7507,28
24084,7529,10
23214,7511,8
23196,7511,12
23258,7511,12
24042,7523,55
24077,7504,44
24009,7507,22
24059,7523,22
23253,7511,9
23241,7511,12
23216,7511,15
23210,7511,9
23234,7511,5
24057,7523,8
23245,7511,105
24012,7529,31
23239,7511,42
24058,7523,15
23208,7511,18
24081,7529,67
24001,7523,72
24080,7504,39
24007,7523,45
24061,7523,13
23186,7511,7
23207,7511,4
24095,7523,38
24068,7529,254
24050,7529,32
24075,7529,38
23211,7511,17
24015,7529,46
24005,7529,33
23218,7511,8
23266,7511,6
23195,7511,66
23193,7511,141
23246,7511,23
24090,7523,30
24032,7523,30
24070,7523,56
23194,7511,3
24085,7529,12
24083,7516,25
23201,7511,12
24030,7507,27
24066,7523,13
23251,7511,5
24086,7529,88
24051,7504,11
23250,7511,9
24020,7507,71
23206,7511,20
24073,7504,41
23254,7511,19
24082,7529,191
24040,7529,83
24052,7529,13
24004,7523,25
24016,7523,72
24064,7523,435
24008,7517,45
23223,7511,23
24056,7523,16
24025,7523,23
24028,7504,215
23243,7511,8
23261,7511,14
24067,7529,387
23219,7511,81
23189,7511,70
23213,7511,10
23249,7511,13
23229,7511,13
24023,7504,20
24060,7504,4
24048,7504,20
24031,7523,26
23255,7511,9
24091,7529,147
24071,7523,47
23263,7511,20
23260,7511,9
23220,7511,38
24088,7504,23
23185,7511,15
23244,7511,44
24094,7523,42
23237,7511,1
23217,7517,16
23202,7511,13
23257,7511,57
50402,2805,272
23240,7511,22
24026,7523,314
23252,7511,9
23187,7511,11
50471,2805,15
50334,2816,14
50378,2806,25
29152,5303,30
50445,2816,13
50349,2806,121
36169,2405,27
50455,2816,78
50326,2810,14
50447,2810,23
50351,2816,3
36208,2405,74
36228,2412,179
36222,2405,7
36153,2405,17
36119,2405,29
36229,2412,55
36083,2405,14
36203,2408,2
36194,2405,46
36123,2405,71
36197,2405,24
36144,2405,14
36086,2405,19
36187,2405,10
36114,2405,20
36121,2405,11
36146,2405,41
36174,2405,17
36210,2405,23
36079,2405,3
36213,2405,8
36179,2405,23
36100,2405,7
36078,2405,21
36202,2405,429
36177,2405,19
36158,2405,40
36096,2405,11
36215,2405,31
36134,2405,27
36085,2405,9
36193,2405,13
36195,2405,24
36122,2405,8
36226,2405,32
36127,2405,108
36071,2405,39
36069,2408,98
36075,2405,4
36124,2405,17
36157,2405,21
36154,2405,86
36175,2405,14
36135,2405,17
36137,2405,12
36140,2405,67
36178,2405,11
36111,2405,9
36162,2412,56
36199,2405,38
36182,2405,66
36163,2405,47
36231,2405,62
29256,5313,57
36221,2405,18
36220,2405,66
36189,2405,61
36087,2405,19
36129,2405,36
36156,2405,18
36106,2405,13
36103,2412,94
29168,5313,92
29281,5313,47
29213,5310,138
29192,5310,111
29113,5310,172
29173,5313,126
29124,5302,644
29262,5310,35
29137,5302,117
29170,5313,353
29163,5310,214
29177,5302,255
29178,5302,424
29199,5310,345
29228,5313,46
29155,5302,121
29179,5302,319
29218,5313,181
29222,5302,34
29280,5302,172
29146,5313,205
29183,5310,35
29245,5302,84
29159,5313,60
29279,5310,209
29249,5303,31
29269,5314,67
29117,5302,491
29144,5302,34
29186,5310,103
29263,5302,64
29166,5313,26
29116,5302,1
29145,5313,44
29190,5302,307
29230,5314,117
29226,5313,90
29143,5313,54
29234,5314,209
29209,5302,177
29134,5313,148
29123,5303,42
29224,5313,56
29274,5314,298
29193,5310,51
29265,5310,103
29165,5313,308
29141,5303,30
29229,5313,58
29135,5313,311
29268,5302,137
29264,5310,31
29271,5310,46
29232,5313,6911
29205,5303,58
29161,5313,268
29160,5302,583
29171,5313,324
29236,5314,348
29275,5303,65
24167,7504,359
29272,5313,179
29125,5313,43
29132,5310,50
29208,5302,68
29257,5302,106
29210,5310,196
29201,5302,132
29202,5310,91
29240,5302,67
29115,5303,20
29167,5313,145
29255,5302,28
29128,5310,18
29182,5310,85
29187,5310,48
29140,5302,272
29239,5310,380
29204,5302,103
29195,5302,419
29169,5313,199
29278,5303,95
29211,5303,44
29216,5313,288
29114,5310,8
24172,7529,206
29282,5302,20
29139,5303,67
29221,5302,141
29184,5310,182
24104,7523,40
29172,5313,194
29156,5302,87
24138,7523,618
24221,7523,13
24225,7504,212
24192,7523,7
24180,7527,24
24159,7523,28
24208,7523,24
24246,7504,27
24176,7532,3
24096,7523,59
24098,7523,243
24274,7504,68
24153,7507,29
24168,7504,39
24202,7507,8
24241,7523,31
24240,7529,50
24097,7523,33
24139,7523,150
24120,7507,60
24186,7504,31
24142,7529,117
24154,7523,32
24108,7523,65
24150,7529,70
24262,7523,18
24209,7523,6
24124,7523,19
24117,7507,56
24144,7523,9
24284,7523,2
24251,7523,51
24115,7523,124
24128,7523,9
24255,7529,53
24210,7507,138
24212,7504,143
24136,7507,13
24114,7523,8
24171,7523,48
24182,7504,107
24161,7504,5
24263,7529,27
24148,7504,27
24177,7504,51
24140,7504,82
24130,7507,54
24226,7516,130
24216,7523,20
24100,7523,54
24106,7529,63
24281,7504,28
24238,7523,17
24256,7523,487
24259,7504,144
24267,7504,17
24137,7523,50
24280,7504,111
24164,7523,129
24147,7523,101
24214,7523,61
24253,7523,232
24196,7507,32
24269,7523,54
24236,7523,64
24266,7523,92
24194,7504,115
24227,7517,86
24116,7507,10
24189,7504,39
24257,7504,28
24160,7523,53
24222,7504,131
