codgeo,ze2020,filosofi_measure,weight_households_2020,obs_value
31079,7625,S_DIR_TAX_DI,1880.0,-17.4
31088,7625,S_HH_TAX,1132.0,88.6
31088,7625,S_DIR_TAX_DI,1132.0,-21.0
31091,7625,S_HH_TAX,2551.0,80.0
31091,7625,S_DIR_TAX_DI,2551.0,-17.1
31094,7625,S_HH_TAX,1168.0,84.1
31094,7625,S_DIR_TAX_DI,1168.0,-16.0
31100,7612,S_HH_TAX,984.0,76.4
31100,7612,S_DIR_TAX_DI,984.0,-13.7
31106,7625,S_HH_TAX,1085.0,76.9
31106,7625,S_DIR_TAX_DI,1085.0,-14.9
31107,7625,S_HH_TAX,2609.0,70.2
31107,7625,S_DIR_TAX_DI,2609.0,-14.0
31113,7625,S_HH_TAX,6931.0,75.0
31113,7625,S_DIR_TAX_DI,6931.0,-16.7
31116,7625,S_HH_TAX,4896.0,75.4
31116,7625,S_DIR_TAX_DI,4896.0,-15.2
31117,7625,S_HH_TAX,1642.0,76.3
31117,7625,S_DIR_TAX_DI,1642.0,-19.0
31118,7625,S_HH_TAX,2709.0,89.1
31118,7625,S_DIR_TAX_DI,2709.0,-16.1
31135,7622,S_HH_TAX,2289.0,62.8
31135,7622,S_DIR_TAX_DI,2289.0,-12.7
31136,7625,S_HH_TAX,814.0,83.2
31136,7625,S_DIR_TAX_DI,814.0,-15.3
31145,7612,S_HH_TAX,1233.0,73.1
31145,7612,S_DIR_TAX_DI,1233.0,-14.0
31149,7625,S_HH_TAX,16912.0,80.6
31149,7625,S_DIR_TAX_DI,16912.0,-16.8
31150,7625,S_HH_TAX,3579.0,88.3
31150,7625,S_DIR_TAX_DI,3579.0,-18.0
31157,7625,S_HH_TAX,8502.0,78.9
31157,7625,S_DIR_TAX_DI,8502.0,-16.8
31160,7625,S_HH_TAX,1018.0,90.4
31160,7625,S_DIR_TAX_DI,1018.0,-17.5
31163,7625,S_HH_TAX,1070.0,81.6
31163,7625,S_DIR_TAX_DI,1070.0,-20.8
31165,7625,S_HH_TAX,2657.0,79.2
31165,7625,S_DIR_TAX_DI,2657.0,-15.3
31169,7625,S_HH_TAX,3067.0,79.4
31169,7625,S_DIR_TAX_DI,3067.0,-18.4
31181,7625,S_HH_TAX,847.0,82.5
31181,7625,S_DIR_TAX_DI,847.0,-14.7
31182,7625,S_HH_TAX,2378.0,76.3
31182,7625,S_DIR_TAX_DI,2378.0,-15.5
31186,7625,S_HH_TAX,1409.0,77.0
31186,7625,S_DIR_TAX_DI,1409.0,-15.3
31187,7625,S_HH_TAX,5088.0,86.8
31187,7625,S_DIR_TAX_DI,5088.0,-16.8
31188,7625,S_HH_TAX,2128.0,90.3
31188,7625,S_DIR_TAX_DI,2128.0,-18.6
31202,7625,S_HH_TAX,2592.0,81.5
31202,7625,S_DIR_TAX_DI,2592.0,-15.8
31203,7625,S_HH_TAX,3897.0,82.0
31203,7625,S_DIR_TAX_DI,3897.0,-16.3
31205,7625,S_HH_TAX,1438.0,82.9
31205,7625,S_DIR_TAX_DI,1438.0,-16.7
31228,7625,S_HH_TAX,892.0,86.6
31228,7625,S_DIR_TAX_DI,892.0,-17.5
31230,7625,S_HH_TAX,1961.0,80.1
31230,7625,S_DIR_TAX_DI,1961.0,-16.1
31232,7625,S_HH_TAX,3863.0,81.0
31232,7625,S_DIR_TAX_DI,3863.0,-15.1
31248,7625,S_HH_TAX,2509.0,77.5
31248,7625,S_DIR_TAX_DI,2509.0,-15.3
31253,7625,S_HH_TAX,1118.0,85.6
31253,7625,S_DIR_TAX_DI,1118.0,-14.7
31254,7625,S_HH_TAX,1631.0,78.3
31254,7625,S_DIR_TAX_DI,1631.0,-17.5
31259,7625,S_HH_TAX,879.0,76.6
31259,7625,S_DIR_TAX_DI,879.0,-22.2
31263,7625,S_HH_TAX,1253.0,82.3
31263,7625,S_DIR_TAX_DI,1253.0,-15.5
31271,7625,S_HH_TAX,861.0,86.4
31271,7625,S_DIR_TAX_DI,861.0,-16.7
31273,7625,S_HH_TAX,1155.0,84.0
31273,7625,S_DIR_TAX_DI,1155.0,-20.8
31282,7625,S_HH_TAX,3816.0,80.8
31282,7625,S_DIR_TAX_DI,3816.0,-15.9
31287,7625,S_HH_TAX,1407.0,82.8
31287,7625,S_DIR_TAX_DI,1407.0,-15.0
31291,7625,S_HH_TAX,4162.0,88.2
31291,7625,S_DIR_TAX_DI,4162.0,-17.3
31293,7625,S_HH_TAX,1163.0,86.0
31293,7625,S_DIR_TAX_DI,1163.0,-15.4
31297,7625,S_HH_TAX,905.0,85.8
31297,7625,S_DIR_TAX_DI,905.0,-18.9
31299,7625,S_HH_TAX,1471.0,79.8
31299,7625,S_DIR_TAX_DI,1471.0,-12.7
31303,7625,S_HH_TAX,1246.0,80.0
31303,7625,S_DIR_TAX_DI,1246.0,-14.0
31324,7622,S_HH_TAX,1080.0,61.5
31324,7622,S_DIR_TAX_DI,1080.0,-12.3
31341,7625,S_HH_TAX,2549.0,88.4
31341,7625,S_DIR_TAX_DI,2549.0,-17.0
31345,7625,S_HH_TAX,987.0,79.7
31345,7625,S_DIR_TAX_DI,987.0,-14.7
31351,7625,S_HH_TAX,2622.0,86.0
31351,7625,S_DIR_TAX_DI,2622.0,-16.8
31356,7625,S_HH_TAX,733.0,90.9
31356,7625,S_DIR_TAX_DI,733.0,-19.0
31358,7625,S_HH_TAX,1532.0,80.5
31358,7625,S_DIR_TAX_DI,1532.0,-18.5
31364,7625,S_HH_TAX,1205.0,84.2
31364,7625,S_DIR_TAX_DI,1205.0,-17.5
31375,7625,S_HH_TAX,1427.0,62.3
31375,7625,S_DIR_TAX_DI,1427.0,-12.3
31381,7625,S_HH_TAX,1051.0,81.3
31381,7625,S_DIR_TAX_DI,1051.0,-16.6
31389,7625,S_HH_TAX,1852.0,79.5
31389,7625,S_DIR_TAX_DI,1852.0,-19.7
31390,7622,S_HH_TAX,1394.0,49.9
31390,7622,S_DIR_TAX_DI,1394.0,-11.8
31395,7625,S_HH_TAX,11158.0,69.4
31395,7625,S_DIR_TAX_DI,11158.0,-15.0
31396,7625,S_HH_TAX,1631.0,87.3
31396,7625,S_DIR_TAX_DI,1631.0,-14.8
31399,7625,S_HH_TAX,1192.0,75.8
31399,7625,S_DIR_TAX_DI,1192.0,-13.4
31409,7625,S_HH_TAX,1023.0,85.8
31409,7625,S_DIR_TAX_DI,1023.0,-20.5
31410,7625,S_HH_TAX,1804.0,85.7
31410,7625,S_DIR_TAX_DI,1804.0,-17.7
31417,7625,S_HH_TAX,3553.0,87.0
31417,7625,S_DIR_TAX_DI,3553.0,-22.2
31420,7625,S_HH_TAX,1262.0,71.6
31420,7625,S_DIR_TAX_DI,1262.0,-16.7
31421,7625,S_HH_TAX,1819.0,75.9
31421,7625,S_DIR_TAX_DI,1819.0,-15.6
31424,7625,S_HH_TAX,8183.0,82.4
31424,7625,S_DIR_TAX_DI,8183.0,-17.4
31429,7625,S_HH_TAX,876.0,86.9
31429,7625,S_DIR_TAX_DI,876.0,-19.3
31433,7625,S_HH_TAX,3941.0,70.9
31433,7625,S_DIR_TAX_DI,3941.0,-16.0
31445,7625,S_HH_TAX,2598.0,75.7
31445,7625,S_DIR_TAX_DI,2598.0,-19.8
31446,7625,S_HH_TAX,6723.0,72.3
31446,7625,S_DIR_TAX_DI,6723.0,-17.8
31451,7610,S_HH_TAX,4704.0,55.2
31451,7610,S_DIR_TAX_DI,4704.0,-13.2
31454,7625,S_HH_TAX,1515.0,69.4
31454,7625,S_DIR_TAX_DI,1515.0,-13.9
31455,7625,S_HH_TAX,1127.0,68.8
31455,7625,S_DIR_TAX_DI,1127.0,-13.1
31458,7625,S_HH_TAX,2023.0,69.8
31458,7625,S_DIR_TAX_DI,2023.0,-16.4
31460,7625,S_HH_TAX,1897.0,70.7
31460,7625,S_DIR_TAX_DI,1897.0,-15.9
31462,7625,S_HH_TAX,959.0,81.5
31462,7625,S_DIR_TAX_DI,959.0,-23.7
31467,7625,S_HH_TAX,2754.0,75.2
31467,7625,S_DIR_TAX_DI,2754.0,-14.7
31480,7625,S_HH_TAX,993.0,89.9
31480,7625,S_DIR_TAX_DI,993.0,-19.1
31481,7625,S_HH_TAX,803.0,81.3
31481,7625,S_DIR_TAX_DI,803.0,-16.4
31483,7622,S_HH_TAX,5811.0,52.2
31483,7622,S_DIR_TAX_DI,5811.0,-13.0
31484,7625,S_HH_TAX,1058.0,76.8
31484,7625,S_DIR_TAX_DI,1058.0,-19.8
31488,7625,S_HH_TAX,5265.0,76.0
31488,7625,S_DIR_TAX_DI,5265.0,-17.5
31490,7625,S_HH_TAX,3138.0,82.2
31490,7625,S_DIR_TAX_DI,3138.0,-14.1
31497,7625,S_HH_TAX,883.0,81.9
31497,7625,S_DIR_TAX_DI,883.0,-18.3
31499,7625,S_HH_TAX,4027.0,79.8
31499,7625,S_DIR_TAX_DI,4027.0,-15.1
31506,7625,S_HH_TAX,6345.0,74.6
31506,7625,S_DIR_TAX_DI,6345.0,-17.9
31517,7625,S_HH_TAX,967.0,74.4
31517,7625,S_DIR_TAX_DI,967.0,-14.1
31526,7625,S_HH_TAX,3522.0,85.5
31526,7625,S_DIR_TAX_DI,3522.0,-17.0
31533,7625,S_HH_TAX,883.0,83.3
31533,7625,S_DIR_TAX_DI,883.0,-19.0
31541,7625,S_HH_TAX,1470.0,90.8
31541,7625,S_DIR_TAX_DI,1470.0,-22.8
31547,7625,S_HH_TAX,3735.0,78.0
31547,7625,S_DIR_TAX_DI,3735.0,-15.5
31555,7625,S_HH_TAX,223744.0,81.5
31555,7625,S_DIR_TAX_DI,223744.0,-18.5
31557,7625,S_HH_TAX,12749.0,84.7
31557,7625,S_DIR_TAX_DI,12749.0,-21.2
31561,7625,S_HH_TAX,5701.0,67.5
31561,7625,S_DIR_TAX_DI,5701.0,-17.7
31572,7625,S_HH_TAX,1221.0,79.8
31572,7625,S_DIR_TAX_DI,1221.0,-18.1
31573,7625,S_HH_TAX,1457.0,84.1
31573,7625,S_DIR_TAX_DI,1457.0,-16.6
31574,7625,S_HH_TAX,1240.0,77.9
31574,7625,S_DIR_TAX_DI,1240.0,-14.3
31582,7625,S_HH_TAX,2152.0,76.0
31582,7625,S_DIR_TAX_DI,2152.0,-14.5
31584,7615,S_HH_TAX,2702.0,68.5
31584,7615,S_DIR_TAX_DI,2702.0,-12.5
31588,7625,S_HH_TAX,4458.0,73.9
31588,7625,S_DIR_TAX_DI,4458.0,-15.2
31592,7625,S_HH_TAX,785.0,91.4
31592,7625,S_DIR_TAX_DI,785.0,-16.3
32013,7604,S_HH_TAX,10906.0,60.7
32013,7604,S_DIR_TAX_DI,10906.0,-14.9
32107,7604,S_HH_TAX,3178.0,51.8
32107,7604,S_DIR_TAX_DI,3178.0,-12.7
32119,7604,S_HH_TAX,1905.0,54.8
32119,7604,S_DIR_TAX_DI,1905.0,-12.1
32132,7604,S_HH_TAX,3117.0,54.6
32132,7604,S_DIR_TAX_DI,3117.0,-12.1
32147,7604,S_HH_TAX,1385.0,69.7
32147,7604,S_DIR_TAX_DI,1385.0,-13.0
32160,7625,S_HH_TAX,4106.0,77.6
32160,7625,S_DIR_TAX_DI,4106.0,-15.7
32208,7604,S_HH_TAX,1716.0,54.7
32208,7604,S_DIR_TAX_DI,1716.0,-12.9
32213,7604,S_HH_TAX,1007.0,63.7
32213,7604,S_DIR_TAX_DI,1007.0,-13.4
32249,7604,S_HH_TAX,1072.0,63.1
32249,7604,S_DIR_TAX_DI,1072.0,-12.6
32256,7604,S_HH_TAX,1721.0,53.7
32256,7604,S_DIR_TAX_DI,1721.0,-12.3
32307,7604,S_HH_TAX,1124.0,58.2
32307,7604,S_DIR_TAX_DI,1124.0,-15.0
32410,7604,S_HH_TAX,1113.0,63.8
32410,7604,S_DIR_TAX_DI,1113.0,-13.7
32462,7604,S_HH_TAX,1670.0,57.3
32462,7604,S_DIR_TAX_DI,1670.0,-12.8
33003,7505,S_HH_TAX,6963.0,75.0
33003,7505,S_DIR_TAX_DI,6963.0,-13.1
33004,7505,S_HH_TAX,1332.0,72.2
33004,7505,S_DIR_TAX_DI,1332.0,-11.7
33005,7505,S_HH_TAX,6727.0,54.9
33005,7505,S_DIR_TAX_DI,6727.0,-18.9
33009,7513,S_HH_TAX,7079.0,39.2
33009,7513,S_DIR_TAX_DI,7079.0,-21.9
33011,7505,S_HH_TAX,3435.0,55.8
33011,7505,S_DIR_TAX_DI,3435.0,-16.0
33012,7505,S_HH_TAX,1479.0,77.7
33012,7505,S_DIR_TAX_DI,1479.0,-16.6
33013,7505,S_HH_TAX,3724.0,74.2
33013,7505,S_DIR_TAX_DI,3724.0,-15.7
33018,7505,S_HH_TAX,1443.0,79.1
33018,7505,S_DIR_TAX_DI,1443.0,-13.2
33019,7513,S_HH_TAX,4299.0,70.9
33019,7513,S_DIR_TAX_DI,4299.0,-14.2
33022,7505,S_HH_TAX,1159.0,80.6
33022,7505,S_DIR_TAX_DI,1159.0,-13.4
33029,7505,S_HH_TAX,2216.0,84.2
33029,7505,S_DIR_TAX_DI,2216.0,-14.7
33030,7514,S_HH_TAX,916.0,73.1
33030,7514,S_DIR_TAX_DI,916.0,-14.0
33032,7505,S_HH_TAX,3324.0,71.6
33032,7505,S_DIR_TAX_DI,3324.0,-12.4
33036,7514,S_HH_TAX,2287.0,58.3
33036,7514,S_DIR_TAX_DI,2287.0,-12.6
33037,7505,S_HH_TAX,966.0,79.0
33037,7505,S_DIR_TAX_DI,966.0,-14.8
33039,7505,S_HH_TAX,14042.0,80.9
33039,7505,S_DIR_TAX_DI,14042.0,-15.6
33042,7513,S_HH_TAX,2541.0,79.2
33042,7513,S_DIR_TAX_DI,2541.0,-13.5
33049,7516,S_HH_TAX,1001.0,78.4
33049,7516,S_DIR_TAX_DI,1001.0,-15.4
33051,7513,S_HH_TAX,4665.0,72.2
33051,7513,S_DIR_TAX_DI,4665.0,-13.8
33056,7505,S_HH_TAX,7236.0,74.3
33056,7505,S_DIR_TAX_DI,7236.0,-16.3
33058,7505,S_HH_TAX,2362.0,64.5
33058,7505,S_DIR_TAX_DI,2362.0,-13.5
33063,7505,S_HH_TAX,120675.0,81.7
33063,7505,S_DIR_TAX_DI,120675.0,-20.9
33065,7505,S_HH_TAX,1460.0,78.8
33065,7505,S_DIR_TAX_DI,1460.0,-22.4
33067,7505,S_HH_TAX,1014.0,67.2
33067,7505,S_DIR_TAX_DI,1014.0,-13.1
33069,7505,S_HH_TAX,11888.0,78.6
33069,7505,S_DIR_TAX_DI,11888.0,-21.5
33075,7505,S_HH_TAX,9422.0,85.7
33075,7505,S_DIR_TAX_DI,9422.0,-18.3
33077,7505,S_HH_TAX,903.0,85.8
33077,7505,S_DIR_TAX_DI,903.0,-14.3
33080,7505,S_HH_TAX,2735.0,79.0
33080,7505,S_DIR_TAX_DI,2735.0,-14.8
33081,7514,S_HH_TAX,1208.0,65.3
33081,7514,S_DIR_TAX_DI,1208.0,-11.2
33085,7505,S_HH_TAX,1201.0,78.7
33085,7505,S_DIR_TAX_DI,1201.0,-19.2
33090,7505,S_HH_TAX,2638.0,75.8
33090,7505,S_DIR_TAX_DI,2638.0,-16.1
33096,7505,S_HH_TAX,3408.0,71.2
33096,7505,S_DIR_TAX_DI,3408.0,-13.9
33097,7515,S_HH_TAX,1345.0,63.0
33097,7515,S_DIR_TAX_DI,1345.0,-15.1
33099,7505,S_HH_TAX,1648.0,75.2
33099,7505,S_DIR_TAX_DI,1648.0,-20.3
33104,7515,S_HH_TAX,2016.0,74.2
33104,7515,S_DIR_TAX_DI,2016.0,-14.0
33108,7516,S_HH_TAX,1543.0,51.5
33108,7516,S_DIR_TAX_DI,1543.0,-9.8
33109,7505,S_HH_TAX,1001.0,81.3
33109,7505,S_DIR_TAX_DI,1001.0,-14.6
33114,7505,S_HH_TAX,960.0,70.2
33114,7505,S_DIR_TAX_DI,960.0,-12.1
33118,7505,S_HH_TAX,882.0,75.5
33118,7505,S_DIR_TAX_DI,882.0,-18.7
33119,7505,S_HH_TAX,11755.0,71.8
33119,7505,S_DIR_TAX_DI,11755.0,-12.2
33120,7514,S_HH_TAX,853.0,76.0
33120,7514,S_DIR_TAX_DI,853.0,-13.2
33122,7505,S_HH_TAX,7371.0,70.8
33122,7505,S_DIR_TAX_DI,7371.0,-18.3
33123,7505,S_HH_TAX,987.0,77.3
33123,7505,S_DIR_TAX_DI,987.0,-12.1
33125,7515,S_HH_TAX,918.0,73.6
33125,7515,S_DIR_TAX_DI,918.0,-13.4
33138,7516,S_HH_TAX,3986.0,60.4
33138,7516,S_DIR_TAX_DI,3986.0,-12.5
33140,7505,S_HH_TAX,2241.0,70.8
33140,7505,S_DIR_TAX_DI,2241.0,-13.0
33143,7505,S_HH_TAX,1061.0,78.0
33143,7505,S_DIR_TAX_DI,1061.0,-13.5
33146,7515,S_HH_TAX,859.0,76.8
33146,7515,S_DIR_TAX_DI,859.0,-12.3
33162,7505,S_HH_TAX,10861.0,78.2
33162,7505,S_DIR_TAX_DI,10861.0,-16.2
33165,7505,S_HH_TAX,1549.0,79.8
33165,7505,S_DIR_TAX_DI,1549.0,-16.9
33167,7505,S_HH_TAX,7779.0,74.3
33167,7505,S_DIR_TAX_DI,7779.0,-13.1
33177,7515,S_HH_TAX,1080.0,56.9
33177,7515,S_DIR_TAX_DI,1080.0,-13.8
33179,7516,S_HH_TAX,1348.0,68.9
33179,7516,S_DIR_TAX_DI,1348.0,-13.9
33185,7516,S_HH_TAX,802.0,78.9
33185,7516,S_DIR_TAX_DI,802.0,-15.0
33192,7505,S_HH_TAX,11006.0,72.4
33192,7505,S_DIR_TAX_DI,11006.0,-19.0
33199,7513,S_HH_TAX,10634.0,63.2
33199,7513,S_DIR_TAX_DI,10634.0,-17.5
33200,7505,S_HH_TAX,5322.0,79.5
33200,7505,S_DIR_TAX_DI,5322.0,-17.2
33203,7515,S_HH_TAX,1981.0,53.6
33203,7515,S_DIR_TAX_DI,1981.0,-14.0
33207,7505,S_HH_TAX,2414.0,82.4
33207,7505,S_DIR_TAX_DI,2414.0,-14.6
33213,7505,S_HH_TAX,1850.0,76.3
33213,7505,S_DIR_TAX_DI,1850.0,-19.6
33214,7505,S_HH_TAX,3033.0,64.2
33214,7505,S_DIR_TAX_DI,3033.0,-18.0
33219,7516,S_HH_TAX,993.0,78.0
33219,7516,S_DIR_TAX_DI,993.0,-14.1
33225,7514,S_HH_TAX,935.0,75.7
33225,7514,S_DIR_TAX_DI,935.0,-13.1
33226,7514,S_HH_TAX,980.0,73.7
33226,7514,S_DIR_TAX_DI,980.0,-13.8
33227,7514,S_HH_TAX,3962.0,61.6
33227,7514,S_DIR_TAX_DI,3962.0,-13.6
33229,7505,S_HH_TAX,3673.0,58.1
33229,7505,S_DIR_TAX_DI,3673.0,-16.7
33233,7505,S_HH_TAX,1022.0,77.6
33233,7505,S_DIR_TAX_DI,1022.0,-12.5
33234,7505,S_HH_TAX,1509.0,75.1
33234,7505,S_DIR_TAX_DI,1509.0,-22.4
33236,7505,S_HH_TAX,4763.0,59.9
33236,7505,S_DIR_TAX_DI,4763.0,-22.1
33238,7505,S_HH_TAX,4570.0,76.2
33238,7505,S_DIR_TAX_DI,4570.0,-18.0
33240,7515,S_HH_TAX,2807.0,56.2
33240,7515,S_DIR_TAX_DI,2807.0,-12.2
33243,7516,S_HH_TAX,11771.0,65.8
33243,7516,S_DIR_TAX_DI,11771.0,-15.0
33248,7515,S_HH_TAX,1080.0,82.4
33248,7515,S_DIR_TAX_DI,1080.0,-13.2
33249,7505,S_HH_TAX,10075.0,68.8
33249,7505,S_DIR_TAX_DI,10075.0,-11.0
33256,7505,S_HH_TAX,2124.0,83.7
33256,7505,S_DIR_TAX_DI,2124.0,-15.4
33262,7505,S_HH_TAX,1786.0,81.0
33262,7505,S_DIR_TAX_DI,1786.0,-14.3
33268,7515,S_HH_TAX,1233.0,78.8
33268,7515,S_DIR_TAX_DI,1233.0,-13.9
33273,7505,S_HH_TAX,3102.0,80.4
33273,7505,S_DIR_TAX_DI,3102.0,-18.3
33274,7505,S_HH_TAX,1312.0,86.1
33274,7505,S_DIR_TAX_DI,1312.0,-18.1
33281,7505,S_HH_TAX,35030.0,79.8
33281,7505,S_DIR_TAX_DI,35030.0,-17.6
33284,7513,S_HH_TAX,4353.0,83.9
33284,7513,S_DIR_TAX_DI,4353.0,-15.1
33293,7505,S_HH_TAX,1419.0,80.8
33293,7505,S_DIR_TAX_DI,1419.0,-16.2
33312,7505,S_HH_TAX,4487.0,80.5
33312,7505,S_DIR_TAX_DI,4487.0,-15.1
33314,7515,S_HH_TAX,2166.0,60.5
33314,7515,S_DIR_TAX_DI,2166.0,-12.3
33318,7505,S_HH_TAX,26156.0,78.0
33318,7505,S_DIR_TAX_DI,26156.0,-18.2
33321,7505,S_HH_TAX,795.0,83.8
33321,7505,S_DIR_TAX_DI,795.0,-12.9
33322,7505,S_HH_TAX,2755.0,78.0
33322,7505,S_DIR_TAX_DI,2755.0,-17.3
33324,7504,S_HH_TAX,2046.0,51.7
33324,7504,S_DIR_TAX_DI,2046.0,-12.0
33327,7514,S_HH_TAX,1215.0,70.4
33327,7514,S_DIR_TAX_DI,1215.0,-12.8
33330,7505,S_HH_TAX,1415.0,75.3
33330,7505,S_DIR_TAX_DI,1415.0,-18.0
33333,7505,S_HH_TAX,1452.0,73.9
33333,7505,S_DIR_TAX_DI,1452.0,-14.0
33334,7514,S_HH_TAX,1107.0,79.6
33334,7514,S_DIR_TAX_DI,1107.0,-15.3
33337,7514,S_HH_TAX,940.0,67.5
33337,7514,S_DIR_TAX_DI,940.0,-13.0
33341,7505,S_HH_TAX,980.0,69.7
33341,7505,S_DIR_TAX_DI,980.0,-12.3
33349,7505,S_HH_TAX,857.0,80.8
33349,7505,S_DIR_TAX_DI,857.0,-18.4
33352,7514,S_HH_TAX,1970.0,58.6
33352,7514,S_DIR_TAX_DI,1970.0,-11.5
33363,7505,S_HH_TAX,1828.0,81.6
33363,7505,S_DIR_TAX_DI,1828.0,-15.3
33366,7505,S_HH_TAX,5362.0,77.5
33366,7505,S_DIR_TAX_DI,5362.0,-13.2
33376,7505,S_HH_TAX,2932.0,85.3
33376,7505,S_DIR_TAX_DI,2932.0,-22.4
33381,7505,S_HH_TAX,1390.0,77.7
33381,7505,S_DIR_TAX_DI,1390.0,-15.8
33389,7505,S_HH_TAX,1357.0,59.4
33389,7505,S_DIR_TAX_DI,1357.0,-12.5
33393,7516,S_HH_TAX,2275.0,67.3
33393,7516,S_DIR_TAX_DI,2275.0,-12.6
33397,7505,S_HH_TAX,1952.0,70.9
33397,7505,S_DIR_TAX_DI,1952.0,-14.9
33402,7504,S_HH_TAX,1173.0,41.4
33402,7504,S_DIR_TAX_DI,1173.0,-9.2
33413,7516,S_HH_TAX,926.0,74.7
33413,7516,S_DIR_TAX_DI,926.0,-16.1
33417,7505,S_HH_TAX,1135.0,84.1
33417,7505,S_DIR_TAX_DI,1135.0,-14.5
33422,7505,S_HH_TAX,3574.0,86.9
33422,7505,S_DIR_TAX_DI,3574.0,-18.2
33424,7515,S_HH_TAX,2025.0,73.4
33424,7515,S_DIR_TAX_DI,2025.0,-13.4
33433,7505,S_HH_TAX,4026.0,77.2
33433,7505,S_DIR_TAX_DI,4026.0,-14.9
33434,7505,S_HH_TAX,861.0,71.9
33434,7505,S_DIR_TAX_DI,861.0,-12.5
33437,7516,S_HH_TAX,887.0,60.6
33437,7516,S_DIR_TAX_DI,887.0,-12.7
33438,7514,S_HH_TAX,803.0,70.5
33438,7514,S_DIR_TAX_DI,803.0,-13.1
33447,7516,S_HH_TAX,1119.0,61.4
33447,7516,S_DIR_TAX_DI,1119.0,-11.5
33448,7505,S_HH_TAX,1244.0,83.8
33448,7505,S_DIR_TAX_DI,1244.0,-16.7
33449,7505,S_HH_TAX,13767.0,78.1
33449,7505,S_DIR_TAX_DI,13767.0,-17.5
33466,7516,S_HH_TAX,1116.0,87.4
33466,7516,S_DIR_TAX_DI,1116.0,-12.4
33473,7505,S_HH_TAX,1319.0,75.6
33473,7505,S_DIR_TAX_DI,1319.0,-12.7
33474,7505,S_HH_TAX,1275.0,90.3
33474,7505,S_DIR_TAX_DI,1275.0,-16.5
33478,7516,S_HH_TAX,1544.0,52.2
33478,7516,S_DIR_TAX_DI,1544.0,-10.1
33483,7505,S_HH_TAX,2020.0,68.2
33483,7505,S_DIR_TAX_DI,2020.0,-17.8
33492,7505,S_HH_TAX,1041.0,72.7
33492,7505,S_DIR_TAX_DI,1041.0,-10.5
33496,7505,S_HH_TAX,1095.0,79.5
33496,7505,S_DIR_TAX_DI,1095.0,-16.2
33498,7513,S_HH_TAX,3246.0,78.8
33498,7513,S_DIR_TAX_DI,3246.0,-15.1
33501,7505,S_HH_TAX,1284.0,82.5
33501,7505,S_DIR_TAX_DI,1284.0,-15.9
33514,7515,S_HH_TAX,1562.0,40.7
33514,7515,S_DIR_TAX_DI,1562.0,-14.8
33519,7505,S_HH_TAX,4383.0,80.5
33519,7505,S_DIR_TAX_DI,4383.0,-18.6
33522,7505,S_HH_TAX,18642.0,79.6
33522,7505,S_DIR_TAX_DI,18642.0,-17.7
33527,7513,S_HH_TAX,4032.0,75.2
33527,7513,S_DIR_TAX_DI,4032.0,-14.9
33529,7513,S_HH_TAX,14172.0,60.1
33529,7513,S_DIR_TAX_DI,14172.0,-18.7
33533,7514,S_HH_TAX,1190.0,62.7
33533,7514,S_DIR_TAX_DI,1190.0,-11.8
33535,7505,S_HH_TAX,2137.0,75.2
33535,7505,S_DIR_TAX_DI,2137.0,-16.3
33539,7516,S_HH_TAX,1723.0,77.5
33539,7516,S_DIR_TAX_DI,1723.0,-13.8
33540,7515,S_HH_TAX,1415.0,51.6
33540,7515,S_DIR_TAX_DI,1415.0,-13.6
33550,7505,S_HH_TAX,18093.0,79.8
33550,7505,S_DIR_TAX_DI,18093.0,-15.3
33554,7505,S_HH_TAX,1219.0,76.9
33554,7505,S_DIR_TAX_DI,1219.0,-19.2
33555,7505,S_HH_TAX,2060.0,85.3
33555,7505,S_DIR_TAX_DI,2060.0,-14.6
34003,7601,S_HH_TAX,16749.0,47.3
34003,7601,S_DIR_TAX_DI,16749.0,-14.8
34010,7616,S_HH_TAX,1285.0,69.0
34010,7616,S_DIR_TAX_DI,1285.0,-14.2
34022,7616,S_HH_TAX,3159.0,80.3
34022,7616,S_DIR_TAX_DI,3159.0,-18.7
34023,7623,S_HH_TAX,3592.0,59.4
34023,7623,S_DIR_TAX_DI,3592.0,-15.1
34024,7623,S_HH_TAX,1133.0,70.9
34024,7623,S_DIR_TAX_DI,1133.0,-16.6
34025,7606,S_HH_TAX,1021.0,63.1
34025,7606,S_DIR_TAX_DI,1021.0,-13.0
34027,7616,S_HH_TAX,898.0,82.9
34027,7616,S_DIR_TAX_DI,898.0,-17.2
34028,7606,S_HH_TAX,2848.0,47.4
34028,7606,S_DIR_TAX_DI,2848.0,-11.4
34031,7601,S_HH_TAX,2304.0,64.9
34031,7601,S_DIR_TAX_DI,2304.0,-12.9
34032,7606,S_HH_TAX,37294.0,55.4
34032,7606,S_DIR_TAX_DI,37294.0,-13.2
34033,7616,S_HH_TAX,811.0,78.4
34033,7616,S_DIR_TAX_DI,811.0,-17.7
34037,7606,S_HH_TAX,1592.0,64.2
34037,7606,S_DIR_TAX_DI,1592.0,-16.2
34050,7616,S_HH_TAX,796.0,89.0
34050,7616,S_DIR_TAX_DI,796.0,-17.5
34051,7616,S_HH_TAX,1377.0,72.5
34051,7616,S_DIR_TAX_DI,1377.0,-13.4
34052,7606,S_HH_TAX,1464.0,61.0
34052,7606,S_DIR_TAX_DI,1464.0,-13.0
34057,7616,S_HH_TAX,11266.0,65.6
