codgeo,ze2020,libze2020,population_2022_total
13071,9312,Marseille,22423
97129,0104,Région Pointoise,17494
91312,1113,Saclay,10571
68014,4405,Colmar,357
78517,1111,Rambouillet,27145
18051,2407,Gien,130
22294,5303,Carhaix-Plouguer,304
22160,5307,Lamballe-Armor,981
38415,8406,Bourgoin-Jallieu,1507
28275,2403,Chartres,699
12273,7621,Rodez,302
18045,2402,Bourges,380
31430,7622,Saint-Gaudens,622
66024,7620,Perpignan,5396
61484,0061,Nogent-le-Rotrou,3324
42322,8428,Saint-Étienne,1118
86177,7524,Poitiers,5465
02824,3214,Laon,383
02080,3214,Laon,314
06046,9315,Nice,3507
38019,8433,Vienne-Annonay,1465
39405,2712,Dole,1023
78036,1115,Versailles-Saint-Quentin,655
54507,4412,Nancy,99
05132,9310,Gap,2081
55362,4421,Sedan,186
31363,7622,Saint-Gaudens,211
50222,2805,Cherbourg-en-Cotentin,804
48043,7613,Mende,518
51499,4406,Épernay,152
62579,3203,Arras,546
62854,3203,Arras,610
63230,8417,Le Livradois,239
51484,4413,Reims,274
57762,4416,Saint-Avold,711
60577,0054,Beauvais,1680
27520,2803,Bernay,142
62316,3203,Arras,218
62586,3203,Arras,444
60551,3211,Creil,283
88062,4407,Épinal,91
27085,2815,Rouen,1586
71295,2707,Chalon-sur-Saône,1488
28105,0061,Nogent-le-Rotrou,553
25513,2715,Pontarlier,52
26231,8427,Romans-sur-Isère,2630
24515,7507,Brive-la-Gaillarde,717
40151,7510,Dax,425
30023,7618,Nîmes,769
16320,7502,Angoulême,915
22391,5304,Dinan,1106
28033,0061,Nogent-le-Rotrou,811
38132,8409,Grenoble,73
28116,2403,Chartres,2802
79217,7520,Niort,936
35223,5311,Ploërmel,4063
67143,4422,Sélestat,641
60623,0054,Beauvais,939
47317,7518,Marmande,544
67313,4423,Strasbourg,6101
71202,2707,Chalon-sur-Saône,1845
97103,0104,Région Pointoise,30943
49331,5221,Segré-en-Anjou Bleu,17617
67447,4423,Strasbourg,34382
76322,2815,Rouen,25954
30189,7618,Nîmes,150444
17204,7509,Cognac,301
03305,8423,Montluçon,577
16204,7502,Angoulême,1274
89364,2703,Avallon,287
65378,7624,Tarbes-Lourdes,65
76356,2807,Dieppe-Caux maritime,116
88019,4404,Chaumont,136
08057,4421,Sedan,241
05063,9302,Briançon,479
80656,3202,Amiens,1106
83040,9308,Draguignan,73
95331,1112,Roissy,194
46317,7619,Nord-du-Lot,488
39291,2713,Lons-le-Saunier,239
57598,4420,Sarreguemines,1965
53015,5211,Laval,1964
68042,4418,Saint-Louis,5077
39086,2716,Saint-Claude,234
38480,8421,Lyon,2153
17142,7512,La Rochelle,6084
88258,4407,Épinal,814
08461,4421,Sedan,200
08363,4403,Charleville-Mézières,5795
08123,4421,Sedan,65
73318,8411,La Maurienne,245
60200,3211,Creil,317
54190,4412,Nancy,106
49221,5220,Saumur,800
73096,8407,Chambéry,1042
70505,2706,Besançon,156
71409,2701,Autun,307
60506,3210,Compiègne,671
61436,2809,Flers,243
60413,3221,Soissons,431
62766,3213,Dunkerque,1100
59661,3217,Maubeuge,128
31379,7625,Toulouse,166
57623,4419,Sarrebourg,693
46057,7611,Figeac-Villefranche,621
54566,4412,Nancy,147
49368,5220,Saumur,2006
79083,7520,Niort,2387
63354,8423,Montluçon,1226
30256,7605,Bagnols-sur-Cèze,792
65417,7624,Tarbes-Lourdes,5202
35299,5317,Saint-Malo,4666
60560,3211,Creil,751
14427,2804,Caen,284
80546,3201,Abbeville,602
86016,7524,Poitiers,2227
51448,4413,Reims,549
35080,5315,Rennes,2614
74071,8416,Le Genevois Français,241
36003,2405,Châteauroux,887
32467,7604,Auch,146
27394,2815,Rouen,458
80033,3220,Saint-Quentin,310
76313,2815,Rouen,893
61124,2809,Flers,498
85259,5213,Les Herbiers-Montaigu,1382
21041,2711,Dijon,189
31138,7622,Saint-Gaudens,253
18268,2402,Bourges,410
24464,7507,Brive-la-Gaillarde,334
27608,2803,Bernay,439
15087,8403,Aurillac,402
25582,2706,Besançon,144
34081,7606,Béziers,2755
21346,2711,Dijon,294
26177,8427,Romans-sur-Isère,690
31358,7625,Toulouse,3719
34042,7603,Alès-Le Vigan,592
11062,7608,Carcassonne-Limoux,19
80225,3202,Amiens,193
88139,4407,Épinal,124
82118,7609,Castelsarrasin-Moissac,92
09197,7612,Foix-Pamiers,17
38003,8433,Vienne-Annonay,1240
16424,7502,Angoulême,536
51442,4402,Châlons-en-Champagne,124
22364,5304,Dinan,2875
07056,8433,Vienne-Annonay,918
84134,9316,Orange,721
82071,7609,Castelsarrasin-Moissac,37
09231,7622,Saint-Gaudens,167
70027,2706,Besançon,72
54171,4410,Metz,1120
58228,0056,Cosne-Cours-sur-Loire,609
59184,3219,Saint-Omer,658
58071,0056,Cosne-Cours-sur-Loire,136
66208,7620,Perpignan,2181
74142,8401,Annecy,973
57720,4416,Saint-Avold,514
50285,2805,Cherbourg-en-Cotentin,311
34158,7617,Narbonne,96
59600,3216,Lille,950
92035,1109,Paris,29828
26235,0055,Bollène-Pierrelatte,13909
34129,7616,Montpellier,17592
66171,7620,Perpignan,11995
13028,9312,Marseille,37599
78358,1114,Seine-Yvelinoise,22855
54395,4412,Nancy,104387
13063,9313,Martigues-Salon,25891
40192,7519,Mont-de-Marsan,31455
10156,4425,Troyes,715
41080,2401,Blois,1426
09114,7622,Saint-Gaudens,132
88369,4414,Remiremont,1817
72084,5209,La Flèche,1276
81069,7602,Albi,847
38357,8406,Bourgoin-Jallieu,2726
85215,5213,Les Herbiers-Montaigu,3924
88140,4407,Épinal,358
62126,3205,Béthune,9078
03066,8432,Vichy,321
57647,4424,Thionville,4188
14251,2804,Caen,570
14393,2804,Caen,364
47233,7518,Marmande,3183
62046,3204,Berck,735
39477,2712,Dole,255
32249,7604,Auch,2275
16101,7502,Angoulême,1058
60440,3210,Compiègne,584
14127,2818,Vire Normandie,555
70163,2718,Vesoul,438
97357,0302,Ouest-Guyanais,9390
33102,7514,Langon,369
52201,4427,Vitry-le-François Saint-Dizier,71
89273,0056,Cosne-Cours-sur-Loire,270
66026,7620,Perpignan,1586
53072,5215,Mayenne,1289
60023,3210,Compiègne,531
33129,7514,Langon,150
60510,0054,Beauvais,675
70268,2706,Besançon,217
84117,0064,Valréas,339
49100,5220,Saumur,473
68189,4405,Colmar,950
79263,7520,Niort,614
30008,7603,Alès-Le Vigan,1013
25542,2706,Besançon,1921
23106,7511,Guéret,371
40138,7519,Mont-de-Marsan,286
22379,5308,Lannion,1581
23154,7511,Guéret,715
14269,2814,Lisieux,236
12178,7614,Millau,365
23239,7511,Guéret,629
27035,2811,Honfleur Pont-Audemer,97
31586,7624,Tarbes-Lourdes,570
38418,8409,Grenoble,233
89083,2702,Auxerre,1870
09265,7612,Foix-Pamiers,2864
54152,4412,Nancy,3094
61316,2801,Argentan,109
05066,9310,Gap,7
73221,8411,La Maurienne,88
89248,2703,Avallon,37
02219,3221,Soissons,195
82143,7609,Castelsarrasin-Moissac,88
01342,8421,Lyon,548
88464,4414,Remiremont,504
06119,9307,Digne-les-Bains,102
45049,2407,Gien,1231
57389,4416,Saint-Avold,460
61483,2809,Flers,2698
50468,2816,Saint-Lô,749
59501,3212,Douai,1226
76132,2815,Rouen,476
50101,2805,Cherbourg-en-Cotentin,240
57147,4410,Metz,334
46190,7607,Cahors,126
51068,4427,Vitry-le-François Saint-Dizier,197
39031,2712,Dole,200
50429,2806,Coutances,731
59295,3219,Saint-Omer,21785
76108,2815,Rouen,14497
42186,8428,Saint-Étienne,15457
78029,1114,Seine-Yvelinoise,12540
06123,9315,Nice,31645
78005,1114,Seine-Yvelinoise,21663
62250,3215,Lens,10160
97408,0402,L'Ouest,36390
06085,9304,Cannes,19481
59426,3218,Roubaix-Tourcoing,10125
70312,2705,Belfort,831
32127,7604,Auch,664
37110,2413,Tours,1453
57155,4410,Metz,3005
91122,1113,Saclay,9481
77519,1110,Provins,1159
63276,8417,Le Livradois,2103
34070,7606,Béziers,637
14399,2814,Lisieux,262
49110,5202,Angers,1982
85163,5203,Challans,4502
12129,7621,Rodez,442
60497,0054,Beauvais,211
35326,5315,Rennes,2620
38378,8433,Vienne-Annonay,3678
87107,7517,Limoges,1594
01023,0059,Mâcon,77
77405,1102,Coulommiers,1943
78220,1111,Rambouillet,6772
76710,2819,Yvetot-Vallée du Commerce,100
51030,4406,Épernay,5148
50111,2806,Coutances,1026
57447,4410,Metz,9937
02401,3217,Maubeuge,184
47264,7518,Marmande,1101
25290,2714,Montbéliard,97
38106,8409,Grenoble,344
53086,5211,Laval,633
40275,7519,Mont-de-Marsan,623
25561,2706,Besançon,336
08450,4403,Charleville-Mézières,225
31317,7622,Saint-Gaudens,476
84015,0064,Valréas,307
64415,7522,Pau,1547
23260,7511,Guéret,201
62220,3204,Berck,432
81272,7615,Montauban,225
14456,2804,Caen,3404
88178,4407,Épinal,1779
51336,4402,Châlons-en-Champagne,57
54512,4419,Sarrebourg,106
80647,3202,Amiens,279
63070,8408,Clermont-Ferrand,6548
88030,4407,Épinal,160
55556,4426,Verdun,49
95554,1101,Cergy-Vexin,883
60237,0054,Beauvais,87
01244,8405,Bourg-en-Bresse,8198
58151,0060,Nevers,3213
46052,7611,Figeac-Villefranche,254
71035,0059,Mâcon,203
64217,7521,Oloron-Sainte-Marie,531
68194,4418,Saint-Louis,295
43065,8419,Le Puy-en-Velay,116
45213,2409,Montargis,644
81124,7610,Castres-Mazamet,2469
71178,0059,Mâcon,883
59619,3222,Valenciennes,1062
78567,1114,Seine-Yvelinoise,947
71182,2707,Chalon-sur-Saône,1471
40133,7503,Bayonne,7095
79202,7506,Bressuire,10121
06104,9314,Menton,12419
24053,7523,Périgueux,10628
83073,9303,Brignoles,11124
74225,8401,Annecy,16082
26183,8431,Valence,1202
12223,7621,Rodez,1597
28227,2403,Chartres,4532
25141,2706,Besançon,121
27227,2811,Honfleur Pont-Audemer,669
39559,2712,Dole,395
64406,7522,Pau,613
21376,2711,Dijon,97
31569,7610,Castres-Mazamet,385
41099,2412,Romorantin-Lanthenay,496
35153,5317,Saint-Malo,383
31450,7625,Toulouse,539
63162,8417,Le Livradois,315
62555,3205,Béthune,5437
25336,2706,Besançon,558
85255,5207,Fontenay-le-Comte,2347
38099,8435,Voiron,737
51629,4413,Reims,934
15111,0063,Ussel,204
49038,5221,Segré-en-Anjou Bleu,236
73232,8413,La Tarentaise,690
45179,2410,Orléans,3100
86078,7524,Poitiers,2543
59312,3208,Cambrai,722
09113,7622,Saint-Gaudens,580
07152,8431,Valence,1192
57644,4408,Forbach,1695
69064,8433,Vienne-Annonay,3945
34285,7616,Montpellier,641
86157,7524,Poitiers,5224
61463,2809,Flers,1727
09177,7612,Foix-Pamiers,272
76258,2819,Yvetot-Vallée du Commerce,4247
07200,8402,Aubenas,64
81157,7602,Albi,311
56220,5309,Lorient,1298
28071,0061,Nogent-le-Rotrou,733
95088,1112,Roissy,1179
89442,2717,Sens,244
55302,4401,Bar-le-Duc,1092
65293,7624,Tarbes-Lourdes,97
67265,4409,Haguenau,531
38282,8421,Lyon,877
67058,4423,Strasbourg,383
88340,4407,Épinal,492
55013,4424,Thionville,458
51199,4406,Épernay,414
87100,7527,Saint-Junien,253
64445,7522,Pau,78620
97410,0401,L'Est,37585
37063,2413,Tours,4560
62108,3204,Berck,12967
97128,0104,Région Pointoise,24415
59512,3218,Roubaix-Tourcoing,99507
62178,3205,Béthune,21997
63305,8408,Clermont-Ferrand,846
25580,2714,Montbéliard,10624
88372,4417,Saint-Dié-des-Vosges,6011
89351,2703,Avallon,480
17340,7512,La Rochelle,1498
81059,7602,Albi,659
95445,1101,Cergy-Vexin,779
76536,2815,Rouen,1255
24117,7507,Brive-la-Gaillarde,551
25092,2706,Besançon,70
95509,1112,Roissy,3755
80250,3201,Abbeville,341
91273,1104,Évry-Courcouronnes,762
21200,2711,Dijon,1108
50143,2810,Granville,873
56196,5318,Vannes,636
62163,3204,Berck,245
41079,2414,Vendôme,98
71277,2707,Chalon-sur-Saône,683
58129,2703,Avallon,161
42267,8426,Roanne,1689
71489,2707,Chalon-sur-Saône,581
62718,3203,Arras,1393
67078,4423,Strasbourg,291
70487,2705,Belfort,284
62858,3203,Arras,254
37150,2413,Tours,1463
63011,8423,Montluçon,221
74242,8401,Annecy,6344
31163,7625,Toulouse,2622
47091,7501,Agen,2392
62239,3207,Calais,2625
2B102,9402,Bastia,81
74158,8416,Le Genevois Français,1139
56052,5318,Vannes,1930
44113,5205,Châteaubriant,4280
36153,2405,Châteauroux,349
57310,4419,Sarrebourg,188
37138,2413,Tours,890
50455,2816,Saint-Lô,973
07134,8402,Aubenas,1045
48045,7613,Mende,288
04036,9307,Digne-les-Bains,967
83081,9304,Cannes,6787
08381,4413,Reims,813
62767,3204,Berck,4759
01282,8425,Oyonnax,258
47060,7501,Agen,1133
06150,9314,Menton,3012
55177,4401,Bar-le-Duc,43
31502,7622,Saint-Gaudens,370
21673,2711,Dijon,215
17281,7509,Cognac,161
28293,0057,Dreux,1221
29238,5302,Brest,825
21089,2711,Dijon,441
14732,2804,Caen,284
23223,7511,Guéret,218
30316,7603,Alès-Le Vigan,241
31458,7625,Toulouse,5295
33205,7514,Langon,1403
41136,2401,Blois,6294
43046,8419,Le Puy-en-Velay,2502
92048,1109,Paris,46722
77379,1110,Provins,11824
97304,0303,Savanes,24470
93070,1109,Paris,53041
73179,8407,Chambéry,12167
76217,2807,Dieppe-Caux maritime,28599
97124,0105,Sud Basse-Terre,10432
41072,2414,Vendôme,422
67379,4409,Haguenau,891
42128,8430,Tarare,401
27219,2803,Bernay,529
65451,7624,Tarbes-Lourdes,757
80017,3220,Saint-Quentin,419
80495,3202,Amiens,521
90070,2714,Montbéliard,425
72195,5218,Sablé-sur-Sarthe,1853
31544,7622,Saint-Gaudens,225
25150,2706,Besançon,294
57198,4416,Saint-Avold,189
65431,7622,Saint-Gaudens,99
66164,7620,Perpignan,9151
78077,1111,Rambouillet,748
03277,8432,Vichy,247
63057,8417,Le Livradois,242
77396,1110,Provins,102
26003,8422,Montélimar,53
88388,4407,Épinal,120
72037,0051,Alençon,129
02496,3221,Soissons,94
86007,7508,Châtellerault,1156
22248,5306,Guingamp,1842
63376,8410,Issoire,146
52082,4404,Chaumont,157
51293,4413,Reims,504
70093,2718,Vesoul,643
65093,7624,Tarbes-Lourdes,208
2B224,9402,Bastia,656
59309,3213,Dunkerque,4010
59552,3208,Cambrai,197
63231,8417,Le Livradois,1624
46059,7619,Nord-du-Lot,224
35242,5305,Fougères,350
42213,8412,La Plaine du Forez,311
67168,4423,Strasbourg,1677
57651,4420,Sarreguemines,644
08197,4421,Sedan,36
62214,3206,Boulogne-sur-Mer,633
30278,7605,Bagnols-sur-Cèze,2984
62300,3206,Boulogne-sur-Mer,2596
58085,0056,Cosne-Cours-sur-Loire,725
2A363,9407,Propriano,66
33203,7515,Lesparre-Médoc,4028
36222,2405,Châteauroux,229
15173,0063,Ussel,113
55245,4426,Verdun,169
59653,3216,Lille,7777
02306,3214,Laon,521
02697,3214,Laon,387
14657,2804,Caen,313
03015,8424,Moulins,339
88500,4414,Remiremont,839
60282,3211,Creil,8934
81275,7602,Albi,196
42242,8428,Saint-Étienne,1978
97310,0301,Est-littoral,3382
37081,2413,Tours,1398
37221,2408,Loches,620
31076,7622,Saint-Gaudens,460
25411,2715,Pontarlier,6905
78423,1115,Versailles-Saint-Quentin,32150
59291,3217,Maubeuge,14197
76732,2813,Le Havre,237
84028,9316,Orange,1121
91145,1103,Étampes,71
27109,2808,Évreux,400
21642,2709,Châtillon-Montbard,408
34229,7606,Béziers,714
80073,3202,Amiens,154
01040,8405,Bourg-en-Bresse,481
55373,4401,Bar-le-Duc,82
78160,1115,Versailles-Saint-Quentin,5531
18140,2415,Vierzon,1347
45187,2409,Montargis,3002
81035,7602,Albi,237
22163,5303,Carhaix-Plouguer,674
24200,7523,Périgueux,538
30254,7605,Bagnols-sur-Cèze,2013
24419,7504,Bergerac,893
22370,5308,Lannion,355
36060,2405,Châteauroux,706
17411,7526,Royan,1118
21562,2711,Dijon,198
27158,2808,Évreux,808
13046,9301,Aix-en-Provence,4469
2B078,9404,Corte,28
73025,8406,Bourgoin-Jallieu,534
55197,4426,Verdun,164
58053,0056,Cosne-Cours-sur-Loire,326
55058,4401,Bar-le-Duc,319
53273,5204,Château-Gontier-sur-Mayenne,1080
56262,5318,Vannes,2594
62048,3205,Béthune,10124
66037,7620,Perpignan,13005
94055,1109,Paris,10589
27229,2808,Évreux,48335
21231,2711,Dijon,159941
76017,2813,Le Havre,674
43224,8420,Les Sources de la Loire,6060
35120,5315,Rennes,5987
66020,7620,Perpignan,805
62364,3219,Saint-Omer,2349
03165,8432,Vichy,1388
97121,0101,Côte sous le vent,5813
45203,2410,Orléans,6621
11434,7608,Carcassonne-Limoux,1252
42271,8428,Saint-Étienne,4758
03249,8423,Montluçon,157
38239,8435,Voiron,7573
88111,4417,Saint-Dié-des-Vosges,349
60579,3210,Compiègne,341
34149,7606,Béziers,775
58198,0056,Cosne-Cours-sur-Loire,304
67301,4409,Haguenau,2251
30122,7618,Nîmes,747
89430,2702,Auxerre,330
37232,2406,Chinon,1872
54251,4419,Sarrebourg,134
24445,7504,Bergerac,138
45056,2411,Pithiviers,321
59201,3216,Lille,624
69113,8421,Lyon,907
52541,4404,Chaumont,217
61193,2812,L'Aigle,274
54200,4412,Nancy,163
63385,8408,Clermont-Ferrand,453
45001,2407,Gien,192
71005,2707,Chalon-sur-Saône,244
60187,0054,Beauvais,966
67195,4422,Sélestat,614
60464,3211,Creil,1156
63092,8408,Clermont-Ferrand,1914
43152,8419,Le Puy-en-Velay,2827
79229,7520,Niort,526
40224,7510,Dax,3693
91115,1113,Saclay,3738
70455,2705,Belfort,1486
87002,7517,Limoges,5565
08004,4413,Reims,247
76474,2815,Rouen,7004
28061,2404,Châteaudun,3245
61248,2809,Flers,511
34241,7616,Montpellier,938
81276,7602,Albi,1236
21525,2709,Châtillon-Montbard,909
24226,7516,Libourne,1430
14146,2804,Caen,170
15245,8429,Saint-Flour,251
69279,8421,Lyon,6109
69057,8421,Lyon,586
30082,7618,Nîmes,4257
14726,2818,Vire Normandie,5692
30215,7603,Alès-Le Vigan,424
85134,5213,Les Herbiers-Montaigu,240
30160,7603,Alès-Le Vigan,275
21025,2709,Châtillon-Montbard,63
40099,7519,Mont-de-Marsan,314
52448,4427,Vitry-le-François Saint-Dizier,22811
74081,8414,La Vallée de l'Arve,17366
95427,1112,Roissy,14632
26252,8431,Valence,10369
95058,1101,Cergy-Vexin,2703
39255,2713,Lons-le-Saunier,201
06030,9304,Cannes,40198
80489,3202,Amiens,5726
80609,3201,Abbeville,445
11190,7608,Carcassonne-Limoux,1275
38292,8435,Voiron,2614
41043,2412,Romorantin-Lanthenay,1661
10260,4425,Troyes,661
88465,4407,Épinal,8433
61284,0051,Alençon,233
85114,5214,Les Sables-d'Olonne,3046
77513,1107,Meaux,5073
09323,7612,Foix-Pamiers,87
02176,3221,Soissons,210
19279,7507,Brive-la-Gaillarde,409
64364,7503,Bayonne,594
08339,4413,Reims,303
78062,1115,Versailles-Saint-Quentin,7635
69231,8421,Lyon,2586
70514,2706,Besançon,650
29110,5313,Quimper,839
2B049,9403,Calvi,2571
68036,4405,Colmar,2519
62330,3205,Béthune,1253
48094,7613,Mende,936
76666,2815,Rouen,413
25504,2715,Pontarlier,80
82180,7609,Castelsarrasin-Moissac,521
67059,4423,Strasbourg,380
59411,3216,Lille,2077
25325,2715,Pontarlier,238
57508,4424,Thionville,4375
62658,3206,Boulogne-sur-Mer,115
23168,7511,Guéret,758
52089,4404,Chaumont,72
67249,4423,Strasbourg,225
27144,2808,Évreux,272
27203,2817,Vernon-Gisors,456
47056,7518,Marmande,914
70572,2718,Vesoul,297
64538,7503,Bayonne,795
60375,3211,Creil,385
76188,2815,Rouen,474
74228,8416,Le Genevois Français,378
2B187,9402,Bastia,129
70450,2718,Vesoul,45
54574,4424,Thionville,568
60083,3221,Soissons,976
62356,3205,Béthune,808
43102,8420,Les Sources de la Loire,1126
77152,1108,Melun,23252
62041,3203,Arras,42621
88160,4407,Épinal,32296
81140,7602,Albi,10884
59179,3222,Valenciennes,10112
91692,1113,Saclay,25633
69019,8434,Villefranche-sur-Saône,13767
21180,2711,Dijon,160
11322,7617,Narbonne,1021
30175,7605,Bagnols-sur-Cèze,177
31174,7622,Saint-Gaudens,526
22208,5304,Dinan,1749
44070,5216,Nantes,4734
24563,7529,Sarlat-la-Canéda,286
68126,4418,Saint-Louis,3403
31278,7622,Saint-Gaudens,306
39403,2713,Lons-le-Saunier,217
16037,7523,Périgueux,136
28240,0061,Nogent-le-Rotrou,499
02376,3220,Saint-Quentin,184
86052,7524,Poitiers,994
55532,4401,Bar-le-Duc,314
02737,3214,Laon,549
38146,8421,Lyon,818
02652,3214,Laon,100
54085,4412,Nancy,86
07226,8420,Les Sources de la Loire,93
50246,2816,Saint-Lô,72
83091,9318,Toulon,6084
72300,5212,Le Mans,2712
38389,8421,Lyon,3500
2B309,9402,Bastia,1970
46329,7607,Cahors,327
28196,2403,Chartres,3228
59098,3218,Roubaix-Tourcoing,4956
65315,7624,Tarbes-Lourdes,408
07328,8402,Aubenas,628
34064,7614,Millau,462
30106,7603,Alès-Le Vigan,757
31246,7622,Saint-Gaudens,872
49030,5220,Saumur,938
48025,7613,Mende,424
60001,0054,Beauvais,581
76291,2813,Le Havre,1157
47275,7501,Agen,200
53200,5215,Mayenne,1181
18227,2407,Gien,167
85276,5213,Les Herbiers-Montaigu,753
23173,7511,Guéret,139
21334,2704,Beaune,477
36200,2405,Châteauroux,1510
47064,7532,Villeneuve-sur-Lot,246
53074,5215,Mayenne,840
62183,3204,Berck,752
67454,4419,Sarrebourg,371
67322,4419,Sarrebourg,1099
67187,4422,Sélestat,572
50593,2805,Cherbourg-en-Cotentin,594
65168,7624,Tarbes-Lourdes,417
51258,4415,Romilly-sur-Seine,206
57131,4416,Saint-Avold,297
11321,7608,Carcassonne-Limoux,82
68172,4405,Colmar,1857
63074,8410,Issoire,181
47213,7501,Agen,995
74130,8416,Le Genevois Français,549
71531,2701,Autun,207
53062,5204,Château-Gontier-sur-Mayenne,16539
54273,4410,Metz,8090
33119,7505,Bordeaux,26784
97221,0206,Le Sud-Caraibe,11818
31149,7625,Toulouse,40916
35115,5305,Fougères,20602
92036,1109,Paris,50874
25132,2706,Besançon,141
40003,7510,Dax,266
67247,4423,Strasbourg,997
33309,7515,Lesparre-Médoc,487
50472,2802,Avranches,205
34185,7616,Montpellier,523
88130,4407,Épinal,238
79087,7520,Niort,547
68242,4405,Colmar,1307
22008,5304,Dinan,1143
90041,2705,Belfort,1395
45291,2407,Gien,1225
02664,3209,Château-Thierry,120
09241,7612,Foix-Pamiers,368
11332,7617,Narbonne,1400
08380,4413,Reims,217
10422,4425,Troyes,196
91479,1109,Paris,7956
34337,7616,Montpellier,10406
10258,4425,Troyes,270
08295,4403,Charleville-Mézières,193
05040,9310,Gap,3106
82126,7615,Montauban,1354
53036,5204,Château-Gontier-sur-Mayenne,1066
54041,4412,Nancy,130
59497,3219,Saint-Omer,2130
62128,3203,Arras,4519
09310,7612,Foix-Pamiers,40
57085,4410,Metz,393
15190,0063,Ussel,98
15129,0063,Ussel,163
11226,7608,Carcassonne-Limoux,86
50483,2816,Saint-Lô,987
71435,2710,Creusot-Montceau,230
15234,8403,Aurillac,339
74014,8414,La Vallée de l'Arve,1777
16220,7509,Cognac,714
2B274,9402,Bastia,84
31137,7625,Toulouse,161
25286,2715,Pontarlier,122
19017,7531,Tulle,82
21425,2709,Châtillon-Montbard,4751
33133,7504,Bergerac,70
21635,2709,Châtillon-Montbard,101
25160,2715,Pontarlier,770
28208,2403,Chartres,377
25489,2715,Pontarlier,269
16009,7527,Saint-Junien,377
93006,1109,Paris,41776
95199,1112,Roissy,16075
22215,5316,Saint-Brieuc,11347
67130,4423,Strasbourg,11076
13015,9301,Aix-en-Provence,15367
54329,4412,Nancy,17920
64232,7522,Pau,219
35261,5305,Fougères,230
55153,4426,Verdun,193
59076,3217,Maubeuge,355
62030,3203,Arras,303
09291,7622,Saint-Gaudens,105
52535,4404,Chaumont,739
55165,4421,Sedan,422
59209,3208,Cambrai,673
65396,7624,Tarbes-Lourdes,366
70448,2706,Besançon,154
67206,4409,Haguenau,1141
74056,8418,Le Mont Blanc,8673
14228,2804,Caen,5123
01136,0059,Mâcon,951
06121,9315,Nice,1476
04202,9315,Nice,129
80415,3202,Amiens,1024
59481,3222,Valenciennes,4859
73213,8407,Chambéry,9154
78513,1115,Versailles-Saint-Quentin,2505
63294,8408,Clermont-Ferrand,282
84011,9305,Carpentras,381
38200,8409,Grenoble,3925
27682,2817,Vernon-Gisors,621
91547,1103,Étampes,465
81244,7602,Albi,2059
55254,4426,Verdun,121
35272,5319,Vitré,1007
63362,8408,Clermont-Ferrand,917
85147,5213,Les Herbiers-Montaigu,1626
23201,7511,Guéret,211
90006,2705,Belfort,287
62051,3215,Lens,4642
69061,8434,Villefranche-sur-Saône,1198
76218,0054,Beauvais,110
25116,2706,Besançon,250
57168,4419,Sarrebourg,671
58304,0056,Cosne-Cours-sur-Loire,1066
43163,8420,Les Sources de la Loire,1185
29263,5302,Brest,1183
62793,3215,Lens,1146
59489,3212,Douai,4012
46138,7619,Nord-du-Lot,890
30356,7618,Nîmes,2810
74264,8414,La Vallée de l'Arve,9074
17102,7528,Saintes,1274
47225,7501,Agen,2091
33297,7515,Lesparre-Médoc,1917
24478,7529,Sarlat-la-Canéda,187
14383,2804,Caen,2627
25528,2706,Besançon,70
46070,7607,Cahors,647
29066,5313,Quimper,1836
34016,7616,Montpellier,582
14557,2811,Honfleur Pont-Audemer,1103
35075,5305,Fougères,807
77531,1105,Fontainebleau-Nemours,1622
31145,7612,Foix-Pamiers,2994
32242,7604,Auch,1525
61169,2809,Flers,14308
94019,1109,Paris,18295
38384,8435,Voiron,3352
53130,5211,Laval,49474
62510,3215,Lens,30113
33056,7505,Bordeaux,16786
52303,4404,Chaumont,97
61413,2801,Argentan,133
67268,4423,Strasbourg,2692
71460,0059,Mâcon,484
57355,4420,Sarreguemines,779
64227,7522,Pau,676
60666,3221,Soissons,1155
88516,4407,Épinal,4766
64424,7521,Oloron-Sainte-Marie,552
74088,8416,Le Genevois Français,1287
09328,7612,Foix-Pamiers,208
35342,5315,Rennes,349
01109,8416,Le Genevois Français,2260
08150,4413,Reims,169
72196,5212,Le Mans,735
36240,2405,Châteauroux,289
85035,5203,Challans,5139
04023,9307,Digne-les-Bains,202
86248,7524,Poitiers,531
37152,2413,Tours,2079
85145,5213,Les Herbiers-Montaigu,989
38083,8405,Bourg-en-Bresse,435
56120,5318,Vannes,1980
77268,1106,Marne-la-Vallée,9058
77197,1110,Provins,173
57537,4408,Forbach,6176
50078,2806,Coutances,436
51555,4402,Châlons-en-Champagne,152
24135,7523,Périgueux,688
28162,2403,Chartres,286
21047,2709,Châtillon-Montbard,72
87160,7511,Guéret,489
70347,2705,Belfort,366
76403,2807,Dieppe-Caux maritime,205
25263,2715,Pontarlier,264
31008,7604,Auch,265
23166,7511,Guéret,195
08444,4421,Sedan,131
76690,2807,Dieppe-Caux maritime,659
80697,3202,Amiens,36
76330,2807,Dieppe-Caux maritime,687
73145,8407,Chambéry,466
34296,7616,Montpellier,992
68160,4418,Saint-Louis,571
31030,7622,Saint-Gaudens,87
97417,0404,Le Sud,5093
45152,2410,Orléans,218
66108,7620,Perpignan,4325
72307,5218,Sablé-sur-Sarthe,238
29257,5302,Brest,2078
34249,7616,Montpellier,2952
30352,7618,Nîmes,1874
09338,7612,Foix-Pamiers,154
