codgeo,ze2020,libze2020,population_2022_total
78362,1114,Seine-Yvelinoise,21874
11069,7608,Carcassonne-Limoux,46429
47078,7518,Marmande,1353
48095,7613,Mende,12322
11055,7608,Carcassonne-Limoux,242
05112,9310,Gap,90
14303,2814,Lisieux,924
21096,2711,Dijon,106
27027,2808,Évreux,292
18232,2405,Châteauroux,249
12107,7621,Rodez,326
2B077,9402,Bastia,722
34261,7616,Montpellier,243
25149,2706,Besançon,496
25493,2715,Pontarlier,927
21325,2704,Beaune,190
89091,2703,Avallon,565
71579,2710,Creusot-Montceau,174
72022,5218,Sablé-sur-Sarthe,1217
45292,2409,Montargis,842
42246,8433,Vienne-Annonay,1143
68068,4411,Mulhouse,2258
53016,5215,Mayenne,1220
31263,7625,Toulouse,3304
58232,0060,Nevers,1257
60503,3211,Creil,112
59585,3216,Lille,3630
63188,8408,Clermont-Ferrand,597
47087,7501,Agen,159
45022,2411,Pithiviers,447
63419,8423,Montluçon,559
54117,4412,Nancy,113
21639,2711,Dijon,744
55271,4401,Bar-le-Duc,354
40332,7513,La Teste-de-Buch,2342
80380,3201,Abbeville,236
21230,2711,Dijon,383
29290,5302,Brest,689
31003,7625,Toulouse,1326
48028,7613,Mende,141
38398,8406,Bourgoin-Jallieu,979
65467,7624,Tarbes-Lourdes,94
85247,5213,Les Herbiers-Montaigu,1144
88128,4417,Saint-Dié-des-Vosges,250
14282,2804,Caen,217
02004,3214,Laon,188
54367,4424,Thionville,2303
80135,3201,Abbeville,250
01101,8425,Oyonnax,149
55350,4412,Nancy,77
52378,4427,Vitry-le-François Saint-Dizier,44
65038,7624,Tarbes-Lourdes,13
60241,3211,Creil,326
73178,8401,Annecy,514
77008,1107,Meaux,1196
51101,4413,Reims,696
64087,7522,Pau,867
62719,3204,Berck,273
11406,7608,Carcassonne-Limoux,32
77051,1110,Provins,2378
55188,4421,Sedan,45
70575,2706,Besançon,867
69105,8434,Villefranche-sur-Saône,1029
60272,3221,Soissons,629
36209,2405,Châteauroux,263
39394,2716,Saint-Claude,71
25362,2715,Pontarlier,287
16157,7502,Angoulême,154
41259,2414,Vendôme,817
71387,0059,Mâcon,245
07264,0055,Bollène-Pierrelatte,2357
38031,8409,Grenoble,20
51070,4415,Romilly-sur-Seine,233
26283,0064,Valréas,25
69118,8421,Lyon,2736
21149,2709,Châtillon-Montbard,137
13103,9313,Martigues-Salon,44553
76216,2815,Rouen,10690
69283,8421,Lyon,13716
74243,8416,Le Genevois Français,15925
07159,8402,Aubenas,777
53042,5215,Mayenne,833
08095,4403,Charleville-Mézières,172
07115,8402,Aubenas,684
89287,2717,Sens,4855
38156,8406,Bourgoin-Jallieu,976
37159,2413,Tours,8031
38048,8421,Lyon,1094
08212,4403,Charleville-Mézières,503
95039,1101,Cergy-Vexin,6820
48104,7613,Mende,576
07196,8402,Aubenas,263
16162,7502,Angoulême,184
81160,7610,Castres-Mazamet,346
27026,2817,Vernon-Gisors,466
39535,2713,Lons-le-Saunier,445
40064,7519,Mont-de-Marsan,172
35067,5315,Rennes,1702
51290,4427,Vitry-le-François Saint-Dizier,278
62176,3204,Berck,639
62036,3204,Berck,709
39408,2713,Lons-le-Saunier,154
62450,3204,Berck,219
47150,7518,Marmande,375
24535,7529,Sarlat-la-Canéda,256
40147,7510,Dax,367
28271,0061,Nogent-le-Rotrou,127
30199,7603,Alès-Le Vigan,57
27256,2808,Évreux,636
21185,2704,Beaune,539
32190,7604,Auch,532
16117,7502,Angoulême,116
14019,2804,Caen,216
32224,7604,Auch,215
29067,5310,Morlaix,1259
42175,8412,La Plaine du Forez,1197
72035,5208,La Ferté-Bernard,2025
68089,4411,Mulhouse,1585
29155,5302,Brest,854
31396,7625,Toulouse,4146
62038,3207,Calais,4393
68163,4418,Saint-Louis,5694
54479,4412,Nancy,102
57281,4416,Saint-Avold,231
14060,2804,Caen,2001
69071,8421,Lyon,1186
25293,2715,Pontarlier,1355
51431,4406,Épernay,1254
68060,4411,Mulhouse,1753
66160,7620,Perpignan,1234
46010,7607,Cahors,376
63378,8408,Clermont-Ferrand,990
32326,7604,Auch,147
60392,3210,Compiègne,791
51284,4427,Vitry-le-François Saint-Dizier,311
50045,2805,Cherbourg-en-Cotentin,612
11271,7617,Narbonne,31
72009,5218,Sablé-sur-Sarthe,351
47239,7532,Villeneuve-sur-Lot,862
66041,7620,Perpignan,978
80154,3220,Saint-Quentin,217
84049,9316,Orange,435
31022,7625,Toulouse,9578
54064,4419,Sarrebourg,318
21526,2711,Dijon,42
01124,8405,Bourg-en-Bresse,704
24221,7523,Périgueux,154
08184,4421,Sedan,85
02549,3220,Saint-Quentin,857
31559,7622,Saint-Gaudens,8
76024,2807,Dieppe-Caux maritime,154
85287,5213,Les Herbiers-Montaigu,447
91045,1104,Évry-Courcouronnes,7795
59253,3222,Valenciennes,7473
69271,8421,Lyon,11214
52237,4404,Chaumont,267
15093,8403,Aurillac,94
62083,3205,Béthune,7330
84127,9316,Orange,2896
63036,8410,Issoire,316
34247,7616,Montpellier,5140
06032,9314,Menton,4491
44195,5219,Saint-Nazaire,9465
57162,4410,Metz,1040
65175,7622,Saint-Gaudens,38
63027,8417,Le Livradois,111
39525,2712,Dole,396
64247,7521,Oloron-Sainte-Marie,473
16325,7502,Angoulême,131
34112,7616,Montpellier,232
55434,4412,Nancy,50
2A279,9401,Ajaccio,115
36104,2405,Châteauroux,227
44001,5205,Châteaubriant,2052
54261,4424,Thionville,4176
69157,8430,Tarare,5283
17299,7525,Rochefort,23188
64260,7503,Bayonne,18074
13097,0052,Arles,13962
69266,8421,Lyon,162207
97220,0205,Le Sud,11797
87020,7517,Limoges,1644
32161,7624,Tarbes-Lourdes,86
24123,7523,Périgueux,123
45139,2411,Pithiviers,512
21302,2709,Châtillon-Montbard,116
24189,7504,Bergerac,454
40288,7519,Mont-de-Marsan,1151
38372,8435,Voiron,707
15169,0063,Ussel,821
15192,8403,Aurillac,292
21464,2704,Beaune,5263
21011,2709,Châtillon-Montbard,81
88428,4417,Saint-Dié-des-Vosges,1794
31460,7625,Toulouse,4292
54250,4412,Nancy,732
62703,3203,Arras,386
27622,2803,Bernay,1772
86213,7524,Poitiers,2521
76677,2807,Dieppe-Caux maritime,364
51389,4402,Châlons-en-Champagne,806
85252,5207,Fontenay-le-Comte,598
60700,0054,Beauvais,1220
62386,3215,Lens,6674
15085,8403,Aurillac,480
88032,4417,Saint-Dié-des-Vosges,1163
27304,2817,Vernon-Gisors,155
53028,5215,Mayenne,560
24451,7523,Périgueux,801
80738,3202,Amiens,125
53058,5204,Château-Gontier-sur-Mayenne,315
77203,1107,Meaux,1350
68386,4411,Mulhouse,1069
78616,1115,Versailles-Saint-Quentin,1432
27329,2817,Vernon-Gisors,749
36091,2405,Châteauroux,655
41124,2414,Vendôme,323
68372,4411,Mulhouse,1758
65304,7624,Tarbes-Lourdes,2232
39084,2713,Lons-le-Saunier,142
62452,3219,Saint-Omer,1389
63201,8408,Clermont-Ferrand,1157
43250,8419,Le Puy-en-Velay,39
54335,4412,Nancy,405
52450,4404,Chaumont,129
43136,8419,Le Puy-en-Velay,219
72239,5218,Sablé-sur-Sarthe,597
63158,8417,Le Livradois,107
71576,0059,Mâcon,285
02715,3221,Soissons,42
82032,7609,Castelsarrasin-Moissac,540
43018,8419,Le Puy-en-Velay,1387
04018,9311,Manosque,1070
16236,7502,Angoulême,2358
02798,3209,Château-Thierry,1199
01313,8416,Le Genevois Français,9081
77508,1106,Marne-la-Vallée,1869
80188,3202,Amiens,587
11433,7608,Carcassonne-Limoux,980
79284,7520,Niort,772
27659,2808,Évreux,128
2A266,9401,Ajaccio,88
40022,7519,Mont-de-Marsan,393
30266,7603,Alès-Le Vigan,856
29281,5313,Quimper,1004
30061,7618,Nîmes,2572
17075,7525,Rochefort,1470
30150,7603,Alès-Le Vigan,263
16011,7502,Angoulême,566
29116,5302,Brest,150
25075,2715,Pontarlier,420
30209,0053,Avignon,3911
11366,7617,Narbonne,524
53212,5211,Laval,456
69255,8421,Lyon,6198
81010,7602,Albi,470
31085,7622,Saint-Gaudens,253
04150,9310,Gap,208
02290,3209,Château-Thierry,2698
02419,3217,Maubeuge,269
03301,8423,Montluçon,1164
95488,1101,Cergy-Vexin,10230
12006,7621,Rodez,333
11178,7608,Carcassonne-Limoux,1261
08356,4413,Reims,173
36215,2405,Châteauroux,487
69047,8421,Lyon,1031
57751,4410,Metz,14394
57480,4410,Metz,21869
62427,3215,Lens,25764
62121,3203,Arras,181
62782,3212,Douai,421
24076,7529,Sarlat-la-Canéda,418
80097,3220,Saint-Quentin,126
52516,4404,Chaumont,48
19180,0063,Ussel,705
40170,7519,Mont-de-Marsan,230
21652,2704,Beaune,294
33390,7516,Libourne,424
51244,4402,Châlons-en-Champagne,239
53069,5215,Mayenne,152
33399,7514,Langon,291
76462,2807,Dieppe-Caux maritime,4671
38128,8409,Grenoble,424
12050,7621,Rodez,450
50369,2805,Cherbourg-en-Cotentin,844
22023,5303,Carhaix-Plouguer,409
44170,5205,Châteaubriant,963
29082,5310,Morlaix,457
30004,7618,Nîmes,3340
69153,8421,Lyon,1394
39557,2716,Saint-Claude,183
89124,2717,Sens,1191
15168,8429,Saint-Flour,715
76187,2813,Le Havre,167
63344,8408,Clermont-Ferrand,148
25101,2706,Besançon,568
57381,4410,Metz,285
65463,7624,Tarbes-Lourdes,83
81216,7610,Castres-Mazamet,215
76589,2807,Dieppe-Caux maritime,199
51367,4406,Épernay,1001
62524,3206,Boulogne-sur-Mer,1515
59222,3216,Lille,2255
48148,7603,Alès-Le Vigan,494
80571,3202,Amiens,475
27466,2808,Évreux,355
12297,7621,Rodez,524
34078,7616,Montpellier,1697
29028,5313,Quimper,912
27337,2817,Vernon-Gisors,347
31404,7622,Saint-Gaudens,103
18226,2402,Bourges,466
31293,7625,Toulouse,3032
39421,2713,Lons-le-Saunier,237
24104,7523,Périgueux,647
32320,7604,Auch,159
36097,2405,Châteauroux,324
17194,7512,La Rochelle,3447
81313,7602,Albi,227
69141,8421,Lyon,6261
06061,9315,Nice,93
79114,7520,Niort,1562
02340,3220,Saint-Quentin,5197
67205,4409,Haguenau,4557
77343,1107,Meaux,376
81037,7610,Castres-Mazamet,1293
35352,5315,Rennes,8272
12218,7621,Rodez,1555
23234,7511,Guéret,150
26166,8431,Valence,6584
77347,1110,Provins,862
09019,7612,Foix-Pamiers,555
02095,3220,Saint-Quentin,5724
08230,4403,Charleville-Mézières,404
02316,3221,Soissons,126
03012,8424,Moulins,309
10345,4425,Troyes,386
37130,2408,Loches,2113
11259,7608,Carcassonne-Limoux,988
52406,4404,Chaumont,200
02086,3220,Saint-Quentin,989
68226,4405,Colmar,4709
64170,7522,Pau,200
69192,8434,Villefranche-sur-Saône,156
60294,3210,Compiègne,87
55264,4426,Verdun,254
55479,4401,Bar-le-Duc,154
64049,7521,Oloron-Sainte-Marie,231
72221,5212,Le Mans,361
45091,2409,Montargis,319
71218,2708,Charolais,569
57717,4416,Saint-Avold,173
60284,3210,Compiègne,1826
33081,7514,Langon,2727
17415,7528,Saintes,25312
82112,7609,Castelsarrasin-Moissac,13652
77407,1108,Melun,15117
50041,2805,Cherbourg-en-Cotentin,11444
54578,4412,Nancy,14938
47323,7532,Villeneuve-sur-Lot,22004
12251,7614,Millau,313
85071,5203,Challans,3708
2B095,9404,Corte,124
71374,2707,Chalon-sur-Saône,160
11236,7612,Foix-Pamiers,251
72337,0051,Alençon,832
67065,4423,Strasbourg,1345
09206,7612,Foix-Pamiers,544
66018,7620,Perpignan,62
32192,7624,Tarbes-Lourdes,220
59034,3216,Lille,2575
30259,7603,Alès-Le Vigan,4643
51513,4427,Vitry-le-François Saint-Dizier,474
31348,7622,Saint-Gaudens,36
60563,3211,Creil,633
66157,7620,Perpignan,23
39225,2713,Lons-le-Saunier,189
11066,7608,Carcassonne-Limoux,108
60636,3210,Compiègne,4460
65368,7622,Saint-Gaudens,40
25273,2706,Besançon,196
24009,7507,Brive-la-Gaillarde,266
45012,2411,Pithiviers,180
82035,7609,Castelsarrasin-Moissac,346
33325,7505,Bordeaux,942
23181,7511,Guéret,152
16232,7502,Angoulême,2115
14754,2804,Caen,2437
17292,7525,Rochefort,521
41051,2401,Blois,1076
33538,7515,Lesparre-Médoc,544
28211,2404,Châteaudun,587
28309,2403,Chartres,1155
26341,8433,Vienne-Annonay,737
18146,0056,Cosne-Cours-sur-Loire,296
24023,7504,Bergerac,316
51048,4406,Épernay,171
42333,8426,Roanne,599
69233,8421,Lyon,1241
76684,2819,Yvetot-Vallée du Commerce,1226
28094,0057,Dreux,1689
77071,1105,Fontainebleau-Nemours,831
62475,3203,Arras,240
95254,1101,Cergy-Vexin,535
71257,2707,Chalon-sur-Saône,662
63190,0063,Ussel,290
79242,7506,Bressuire,1131
71172,2701,Autun,88
88374,4407,Épinal,24
51635,4427,Vitry-le-François Saint-Dizier,109
88486,4414,Remiremont,3873
88151,4407,Épinal,1079
57238,4412,Nancy,197
23192,7511,Guéret,1433
65215,7624,Tarbes-Lourdes,42
10107,4425,Troyes,103
60354,0054,Beauvais,28
24328,7523,Périgueux,1178
80090,3220,Saint-Quentin,151
01180,8416,Le Genevois Français,873
11141,7608,Carcassonne-Limoux,132
45162,2411,Pithiviers,541
33519,7505,Bordeaux,10966
71555,2707,Chalon-sur-Saône,2287
04242,9311,Manosque,4386
04096,9307,Digne-les-Bains,1142
81315,7610,Castres-Mazamet,1377
41149,2414,Vendôme,3678
85045,5203,Challans,1103
10353,4425,Troyes,907
01454,8404,Belley,1122
68320,4411,Mulhouse,1380
39004,2713,Lons-le-Saunier,50
50048,2802,Avranches,550
48152,7603,Alès-Le Vigan,258
60479,3221,Soissons,795
38264,8409,Grenoble,139
70546,2706,Besançon,204
73262,8418,Le Mont Blanc,490
43192,8419,Le Puy-en-Velay,277
74167,8401,Annecy,1401
50512,2816,Saint-Lô,536
70290,2718,Vesoul,186
48173,7603,Alès-Le Vigan,227
39300,2713,Lons-le-Saunier,16942
78498,1114,Seine-Yvelinoise,40792
31069,7625,Toulouse,27314
45028,2410,Orléans,7811
93007,1112,Roissy,59912
60612,3211,Creil,15238
95268,1112,Roissy,42388
57306,4424,Thionville,16013
08487,4403,Charleville-Mézières,1849
66007,7620,Perpignan,130
52120,4404,Chaumont,181
52452,4404,Chaumont,106
50028,2810,Granville,106
74296,8416,Le Genevois Français,962
80473,3202,Amiens,292
42073,8412,La Plaine du Forez,753
67435,4420,Sarreguemines,820
65019,7624,Tarbes-Lourdes,600
2B307,9402,Bastia,1517
43264,8419,Le Puy-en-Velay,281
38216,8435,Voiron,56
36024,2405,Châteauroux,122
10047,4425,Troyes,43
33068,7514,Langon,100
25315,2714,Montbéliard,2812
25359,2706,Besançon,151
19069,7531,Tulle,144
29255,5302,Brest,941
27555,0057,Dreux,245
34307,7616,Montpellier,2817
2A197,9401,Ajaccio,95
14516,2804,Caen,2076
86295,7502,Angoulême,394
27089,2815,Rouen,1016
33460,7516,Libourne,595
80067,3202,Amiens,189
59193,3216,Lille,3026
33314,7515,Lesparre-Médoc,5165
57231,4410,Metz,103
07044,8433,Vienne-Annonay,261
15201,8403,Aurillac,219
38344,8433,Vienne-Annonay,8584
89158,0056,Cosne-Cours-sur-Loire,629
57643,4410,Metz,202
12272,7611,Figeac-Villefranche,517
78650,1114,Seine-Yvelinoise,15712
24322,7523,Périgueux,29876
44172,5216,Nantes,16227
21171,2711,Dijon,10895
68278,4411,Mulhouse,14125
42115,8428,Saint-Étienne,1229
47037,7532,Villeneuve-sur-Lot,252
76062,2815,Rouen,259
71364,2707,Chalon-sur-Saône,172
54169,4424,Thionville,99
64355,7522,Pau,136
74050,8416,Le Genevois Français,688
76141,2813,Le Havre,1363
48077,7613,Mende,48
52196,4404,Chaumont,96
62244,3207,Calais,5403
62445,3205,Béthune,842
22334,5303,Carhaix-Plouguer,124
21630,2709,Châtillon-Montbard,215
73100,8406,Bourgoin-Jallieu,1999
41110,2412,Romorantin-Lanthenay,826
67325,4423,Strasbourg,1382
76050,2807,Dieppe-Caux maritime,1000
37271,2413,Tours,1043
88033,4417,Saint-Dié-des-Vosges,358
30318,7603,Alès-Le Vigan,221
52336,4427,Vitry-le-François Saint-Dizier,132
51322,4427,Vitry-le-François Saint-Dizier,119
21330,2711,Dijon,379
04179,9307,Digne-les-Bains,107
55073,4426,Verdun,669
69031,8421,Lyon,1378
03236,8432,Vichy,3600
35098,5315,Rennes,1414
95052,1101,Cergy-Vexin,9931
76443,2815,Rouen,883
03028,8432,Vichy,361
68043,4411,Mulhouse,4104
01007,8405,Bourg-en-Bresse,2828
01390,8405,Bourg-en-Bresse,1229
52411,4427,Vitry-le-François Saint-Dizier,1306
86299,7524,Poitiers,563
56093,5312,Pontivy-Loudéac,713
01128,8405,Bourg-en-Bresse,293
19275,0063,Ussel,9174
11028,7608,Carcassonne-Limoux,369
22084,5307,Lamballe-Armor,2528
03067,8424,Moulins,132
80293,3202,Amiens,352
33268,7515,Lesparre-Médoc,2844
80358,3202,Amiens,140
50144,2802,Avranches,529
88193,4417,Saint-Dié-des-Vosges,152
22046,5307,Lamballe-Armor,6420
25557,2706,Besançon,437
31400,7610,Castres-Mazamet,98
32016,7625,Toulouse,676
13038,0052,Arles,3555
38471,8409,Grenoble,1154
21125,2709,Châtillon-Montbard,214
32272,7604,Auch,162
17276,7509,Cognac,71
22347,5308,Lannion,1069
2B261,9402,Bastia,540
69201,8428,Saint-Étienne,1292
52197,4404,Chaumont,1290
38157,8421,Lyon,3682
77415,1107,Meaux,1294
21009,2704,Beaune,175
63062,8423,Montluçon,242
85026,5210,La Roche-sur-Yon,1465
11373,7608,Carcassonne-Limoux,70
07263,8402,Aubenas,120
14528,2811,Honfleur Pont-Audemer,398
60173,3211,Creil,804
72089,5212,Le Mans,1828
34074,7606,Béziers,2390
46088,7607,Cahors,834
09227,7612,Foix-Pamiers,186
73075,8407,Chambéry,591
81050,7610,Castres-Mazamet,355
57043,4410,Metz,1614
64184,7522,Pau,624
33395,7515,Lesparre-Médoc,1629
67444,4423,Strasbourg,114
60165,0054,Beauvais,555
25154,2706,Besançon,253
10043,4415,Romilly-sur-Seine,114
25114,2714,Montbéliard,386
06033,9315,Nice,13729
06088,9315,Nice,353701
89024,2702,Auxerre,35236
26144,8431,Valence,2136
60400,3211,Creil,266
79116,7506,Bressuire,1126
65373,7624,Tarbes-Lourdes,158
62382,3204,Berck,661
62191,3207,Calais,726
61181,2812,L'Aigle,1771
45243,2409,Montargis,314
63080,8410,Issoire,1416
42325,8426,Roanne,390
51049,4406,Épernay,580
58134,0060,Nevers,3175
62275,3204,Berck,291
53071,5215,Mayenne,477
63066,8417,Le Livradois,1635
60353,0054,Beauvais,185
83088,9303,Brignoles,2956
60456,3210,Compiègne,906
44100,5216,Nantes,2341
72028,5212,Le Mans,476
85306,5207,Fontenay-le-Comte,743
25120,2706,Besançon,385
22385,5304,Dinan,1142
82004,7609,Castelsarrasin-Moissac,132
80523,3202,Amiens,1276
04195,9307,Digne-les-Bains,613
76734,2813,Le Havre,440
69284,8421,Lyon,3270
40281,7519,Mont-de-Marsan,9996
59131,3213,Dunkerque,7865
45046,2410,Orléans,1061
54357,4412,Nancy,10014
37090,2413,Tours,113
50442,2805,Cherbourg-en-Cotentin,244
03209,8432,Vichy,152
35324,5305,Fougères,618
11369,7617,Narbonne,3104
90052,2705,Belfort,2897
33097,7515,Lesparre-Médoc,2415
90074,2705,Belfort,309
80197,3220,Saint-Quentin,26
77500,1105,Fontainebleau-Nemours,464
03002,8424,Moulins,304
31433,7625,Toulouse,9798
02457,3214,Laon,391
89038,2702,Auxerre,116
26353,8422,Montélimar,1084
44022,5216,Nantes,2814
95580,1112,Roissy,2511
70006,2718,Vesoul,1440
24568,7504,Bergerac,1058
16133,7502,Angoulême,200
34089,7606,Béziers,1404
17358,7520,Niort,298
69044,8421,Lyon,5272
16049,7523,Périgueux,360
18074,0056,Cosne-Cours-sur-Loire,197
34258,7606,Béziers,1695
24324,7507,Brive-la-Gaillarde,594
34030,7606,Béziers,222
31461,7622,Saint-Gaudens,289
29217,5313,Quimper,2796
56256,5311,Ploërmel,112
35079,5315,Rennes,2396
47094,7518,Marmande,827
17191,7528,Saintes,427
14085,2811,Honfleur Pont-Audemer,822
12303,7621,Rodez,249
59268,3205,Béthune,5553
40086,7519,Mont-de-Marsan,558
86222,7524,Poitiers,4345
49259,5202,Angers,2332
48075,7613,Mende,897
76654,2815,Rouen,463
42025,8426,Roanne,196
76009,2819,Yvetot-Vallée du Commerce,353
46238,7619,Nord-du-Lot,292
65453,7622,Saint-Gaudens,75
43265,8420,Les Sources de la Loire,1455
46112,7607,Cahors,262
63156,8410,Issoire,55
41224,2414,Vendôme,183
42050,8428,Saint-Étienne,137
31546,7625,Toulouse,127
61084,2801,Argentan,177
85146,5213,Les Herbiers-Montaigu,20754
97125,0102,Est Grande Terre,13249
06149,9315,Nice,10485
97222,0201,Le Centre-Atlantique,21490
02054,3221,Soissons,517
81065,7610,Castres-Mazamet,42700
06027,9315,Nice,52852
77186,1105,Fontainebleau-Nemours,15787
57118,4424,Thionville,160
76435,0058,La Vallée de la Bresle-Vimeu,802
74073,8415,Le Chablais,701
49114,5220,Saumur,140
60559,0054,Beauvais,860
71048,2708,Charolais,171
59418,3222,Valenciennes,1581
51425,4406,Épernay,373
51569,4413,Reims,519
60540,3210,Compiègne,627
51581,4413,Reims,262
54199,4417,Saint-Dié-des-Vosges,385
10172,4425,Troyes,150
81086,7610,Castres-Mazamet,155
85101,5210,La Roche-sur-Yon,484
07063,8431,Valence,413
02378,3217,Maubeuge,121
59126,3212,Douai,1755
88292,4407,Épinal,801
71186,2704,Beaune,255
08248,4403,Charleville-Mézières,686
66180,7620,Perpignan,9941
54322,4424,Thionville,5141
80204,3220,Saint-Quentin,751
62564,3205,Béthune,458
91435,1104,Évry-Courcouronnes,584
68116,4405,Colmar,728
57731,4424,Thionville,2284
85067,5207,Fontenay-le-Comte,1002
67299,4423,Strasbourg,881
50356,2816,Saint-Lô,779
34191,7606,Béziers,608
77082,1108,Melun,814
55509,4421,Sedan,276
89428,2717,Sens,579
16298,7502,Angoulême,350
21140,2704,Beaune,79
24577,7529,Sarlat-la-Canéda,512
33302,7516,Libourne,324
35192,5319,Vitré,235
18059,2402,Bourges,920
40018,7510,Dax,410
33088,7516,Libourne,620
28279,0057,Dreux,4023
33423,7515,Lesparre-Médoc,621
38104,8406,Bourgoin-Jallieu,1396
22048,5304,Dinan,2270
15189,8403,Aurillac,229
86285,7524,Poitiers,930
35304,5305,Fougères,1308
37092,2413,Tours,651
95392,1101,Cergy-Vexin,5337
56129,5307,Lamballe-Armor,1478
31162,7625,Toulouse,1138
29072,5313,Quimper,2677
08144,4413,Reims,102
16285,7502,Angoulême,398
39043,2713,Lons-le-Saunier,1466
59211,3212,Douai,902
80251,3201,Abbeville,378
77164,1108,Melun,557
73272,8411,La Maurienne,176
76668,2815,Rouen,379
09162,7612,Foix-Pamiers,14
02323,3220,Saint-Quentin,135
27114,2808,Évreux,1212
03056,8432,Vichy,396
04134,9307,Digne-les-Bains,544
76604,2807,Dieppe-Caux maritime,171
80409,3202,Amiens,140
10315,4425,Troyes,46
21712,2704,Beaune,225
67479,4409,Haguenau,612
60537,3210,Compiègne,3809
65140,7624,Tarbes-Lourdes,33
70231,2706,Besançon,39
17361,7528,Saintes,110
30280,7603,Alès-Le Vigan,371
61114,2801,Argentan,149
80700,0058,La Vallée de la Bresle-Vimeu,884
54333,4412,Nancy,244
73159,8407,Chambéry,870
60099,3210,Compiègne,175
95563,1101,Cergy-Vexin,16047
85226,5203,Challans,12923
59368,3216,Lille,22161
63369,8423,Montluçon,120
54539,4417,Saint-Dié-des-Vosges,222
73092,8407,Chambéry,155
67125,4422,Sélestat,2239
57401,4416,Saint-Avold,83
73243,8407,Chambéry,1704
41159,2412,Romorantin-Lanthenay,1263
64381,7521,Oloron-Sainte-Marie,279
43153,8428,Saint-Étienne,1861
73218,8404,Belley,808
63265,8417,Le Livradois,2236
48136,7613,Mende,163
83083,9303,Brignoles,1464
10417,4425,Troyes,204
44157,5203,Challans,1764
42120,8426,Roanne,1794
61332,2809,Flers,305
07261,8431,Valence,1617
27589,2817,Vernon-Gisors,975
2A001,9401,Ajaccio,3350
59088,3216,Lille,1784
59545,3208,Cambrai,1197
14495,2804,Caen,581
60091,3221,Soissons,425
47052,7518,Marmande,4639
71118,2707,Chalon-sur-Saône,6205
80253,3202,Amiens,5814
01445,8405,Bourg-en-Bresse,607
03087,8424,Moulins,592
02036,3221,Soissons,68
86042,7508,Châtellerault,901
09066,7612,Foix-Pamiers,621
78571,1114,Seine-Yvelinoise,4877
01079,8404,Belley,826
86133,7524,Poitiers,3429
12018,7611,Figeac-Villefranche,175
33422,7505,Bordeaux,9702
36056,2405,Châteauroux,979
32417,7604,Auch,418
27275,2817,Vernon-Gisors,6785
19164,0063,Ussel,831
24429,7523,Périgueux,239
33062,7516,Libourne,802
32030,7604,Auch,124
27156,2812,L'Aigle,457
17128,7528,Saintes,717
39326,2713,Lons-le-Saunier,168
26299,8431,Valence,101
63220,8410,Issoire,95
14689,2804,Caen,3593
81215,7602,Albi,646
76603,2813,Le Havre,470
01320,0059,Mâcon,3929
95116,1101,Cergy-Vexin,4907
62047,3204,Berck,142
01357,8416,Le Genevois Français,505
25441,2706,Besançon,68
87186,7517,Limoges,323
27151,2815,Rouen,1703
63103,8408,Clermont-Ferrand,6294
76540,2815,Rouen,116331
97415,0402,L'Ouest,106220
06155,9304,Cannes,28579
63300,8408,Clermont-Ferrand,18680
35238,5315,Rennes,227830
92073,1109,Paris,48932
31044,7625,Toulouse,17431
14501,2804,Caen,237
55222,4426,Verdun,34
34115,7603,Alès-Le Vigan,107
51012,4406,Épernay,71
47029,7532,Villeneuve-sur-Lot,517
10139,4425,Troyes,154
43090,8419,Le Puy-en-Velay,127
28408,2403,Chartres,110
64412,7521,Oloron-Sainte-Marie,84
83152,9317,Sainte-Maxime,644
24247,7523,Périgueux,163
77263,1110,Provins,231
46249,7611,Figeac-Villefranche,122
35030,5315,Rennes,691
54375,4412,Nancy,1089
39099,2712,Dole,445
63398,8417,Le Livradois,83
51346,4406,Épernay,1151
64091,7522,Pau,504
53098,5211,Laval,423
32390,7624,Tarbes-Lourdes,231
82079,7615,Montauban,3763
66039,7620,Perpignan,130
56149,5318,Vannes,2548
15211,8403,Aurillac,285
31227,7625,Toulouse,847
60311,3211,Creil,238
67421,4423,Strasbourg,827
10238,4425,Troyes,438
46244,7611,Figeac-Villefranche,93
46029,7619,Nord-du-Lot,1968
40313,7510,Dax,3174
77226,1105,Fontainebleau-Nemours,2511
85155,5210,La Roche-sur-Yon,5209
68218,4411,Mulhouse,3666
91671,1103,Étampes,595
38129,8409,Grenoble,368
64344,7522,Pau,364
72286,5208,La Ferté-Bernard,392
67068,4409,Haguenau,288
60207,3221,Soissons,285
59374,3217,Maubeuge,468
55572,4426,Verdun,91
70063,2705,Belfort,207
42033,8430,Tarare,614
67488,4420,Sarreguemines,189
57151,4416,Saint-Avold,136
58270,0056,Cosne-Cours-sur-Loire,369
27209,2811,Honfleur Pont-Audemer,608
22237,5304,Dinan,2814
2A259,9401,Ajaccio,70
58079,0056,Cosne-Cours-sur-Loire,3597
25119,2706,Besançon,317
12073,7621,Rodez,637
17265,7526,Royan,1224
62016,3204,Berck,189
25419,2718,Vesoul,92
73031,8407,Chambéry,5118
15058,8403,Aurillac,147
18087,2402,Bourges,3566
21271,2709,Châtillon-Montbard,274
88016,4407,Épinal,202
26098,8431,Valence,168
24542,7532,Villeneuve-sur-Lot,70
65180,7624,Tarbes-Lourdes,16
55232,4426,Verdun,112
