ZE2020,year,sitadel_monthly_total_autorisee,sitadel_monthly_total_commencee,sitadel_monthly_q1_autorisee,sitadel_monthly_q1_commencee,sitadel_monthly_h1_autorisee,sitadel_monthly_h1_commencee
4417,2018,57367,16505,9688,4105,34154,7275
4418,2018,54540,47706,11819,4203,23299,10401
4419,2018,95168,71697,13546,20214,48493,35296
4420,2018,111898,45192,13985,12501,60619,29196
4421,2018,72927,42953,15244,7702,32082,15504
4422,2018,61530,70459,23802,41671,33523,51922
4423,2018,470674,259638,109725,60833,198871,150804
4424,2018,83614,74581,12121,19619,40841,36513
4425,2018,240784,118827,54506,16937,73221,52142
4426,2018,32611,19614,4949,7598,14200,13424
4427,2018,47628,24975,5827,3073,20519,9661
5201,2018,85168,96160,24217,28039,45467,38922
5202,2018,250468,169033,81790,25952,154891,59287
5203,2018,237909,66704,145338,13294,165337,29931
5204,2018,30165,25945,6227,4056,12816,8059
5205,2018,52360,38232,20075,16055,30695,26256
5206,2018,182380,144183,58476,40393,89591,79609
5207,2018,100603,94763,19155,21129,52287,52083
5208,2018,43432,40097,14514,13257,23680,23459
5209,2018,84251,29184,12849,12517,28212,20944
5210,2018,216512,237519,81662,42652,141922,111929
5211,2018,153239,135950,24239,39207,61399,71184
5212,2018,249843,192469,47373,26095,117059,51962
5213,2018,162704,99085,49860,34589,76416,49995
5214,2018,75108,71243,19837,7050,37458,22552
5215,2018,82595,66856,29007,14686,48519,38557
5216,2018,835709,775025,174533,243433,333946,466168
5217,2018,122345,73780,85197,3886,98928,27414
5218,2018,52243,41793,8911,7874,25282,16002
5219,2018,122840,109407,26734,19849,55612,55890
5220,2018,160650,39309,71180,12253,121112,23292
5221,2018,48006,17498,11849,4293,24731,8013
5301,2018,37695,27295,5828,4731,18829,13969
5302,2018,246639,165001,49105,57458,126468,83067
5303,2018,115193,63299,31571,11584,61141,24265
5304,2018,75423,38935,19241,11002,33867,15338
5305,2018,48456,26978,13724,6398,18879,12373
5306,2018,50092,30487,7408,5238,19708,7802
5307,2018,106669,81112,28481,12230,48583,31879
5308,2018,80500,70800,14201,24345,35263,33527
5309,2018,102284,99051,26385,15609,45382,57267
5310,2018,199335,200771,26141,71120,97069,106614
5311,2018,94426,43230,18512,11792,34861,20978
5312,2018,140838,105889,59208,27861,82922,66691
5313,2018,237233,133079,33885,43375,93720,76532
5314,2018,44129,19257,3854,5061,18647,8799
5315,2018,558298,426493,109665,79829,273609,160139
5316,2018,129195,91796,30738,17885,67596,53749
5317,2018,107728,65927,13026,10698,45105,26919
5318,2018,175350,120089,35866,47145,71974,72046
5319,2018,90334,46368,24304,15366,42231,32637
7501,2018,126714,73518,57074,30470,75936,48788
7502,2018,119351,65603,16408,12685,49202,32143
7503,2018,189723,112133,27236,40516,66528,66118
7504,2018,93990,32611,5936,4423,13599,10473
7505,2018,760911,428301,193165,122922,343627,210384
7506,2018,149161,95938,23551,19095,50902,47321
7507,2018,106051,52019,18433,22946,75420,32327
7508,2018,33315,23955,2807,5448,21707,6014
7509,2018,119578,69957,13420,18471,49250,44739
7510,2018,126768,77015,30250,13913,51213,41040
7511,2018,68496,49271,18197,14684,33460,35099
7512,2018,114617,138231,9699,30806,42347,57921
7513,2018,98092,63744,35986,13626,51979,40541
7514,2018,71175,38930,10542,15221,21551,19873
7515,2018,33823,32588,5218,8503,19296,13444
7516,2018,90540,81510,32522,20988,42393,47259
7517,2018,147121,111625,38182,28052,71422,46944
7518,2018,185736,253204,18282,94352,44064,109839
7519,2018,88818,49106,15144,16497,26130,29574
7520,2018,163432,105302,24836,24016,41741,42046
7521,2018,51936,25828,15050,4287,23297,8549
7522,2018,157520,77732,29450,19206,70667,33683
7523,2018,69930,25903,8111,5679,19341,8208
7524,2018,116022,63638,18345,12665,42099,27117
7525,2018,29298,8716,9621,1736,19232,2434
7526,2018,52494,31478,8267,4857,18885,15297
7527,2018,76978,26183,4097,7438,48188,14312
7528,2018,256738,33260,170109,11889,184709,17466
7529,2018,31919,22219,12011,1312,18829,5656
7530,2018,44990,30104,6925,5068,18442,19360
7531,2018,67253,51445,18676,10116,39636,16038
7532,2018,84760,36851,13086,2841,49465,17338
7601,2018,34559,15593,3275,4373,18496,7964
7602,2018,165482,154797,52228,39715,88398,63209
7603,2018,58907,29349,11836,10142,23610,17584
7604,2018,144830,87180,39771,29946,72153,44533
7605,2018,24175,19370,6280,819,16266,2983
7606,2018,101649,61450,27795,17399,51682,26691
7607,2018,60955,44107,10199,14604,38498,25471
7608,2018,84903,40935,15723,10358,38631,23916
7609,2018,28929,34190,4951,2681,18001,16949
7610,2018,96223,71190,31087,16250,55582,28465
7611,2018,75256,52862,22851,14347,40246,36291
7612,2018,62499,46364,12216,6238,37020,24058
7613,2018,104031,87011,30938,26469,58527,50438
7614,2018,62804,46257,10540,18321,23826,29608
7615,2018,190470,206107,28027,145197,46876,162313
7616,2018,384858,190571,124949,52642,179097,93526
7617,2018,57637,51330,15004,6787,31577,9008
7618,2018,148369,121145,33022,19802,54901,43965
7619,2018,47511,42457,14644,27186,27833,33918
7620,2018,238802,145649,90063,34805,139145,53282
7621,2018,178561,134059,27603,40254,78131,71632
7622,2018,88054,40263,9743,4979,38071,9162
7623,2018,36000,23615,6900,3395,7708,8863
7624,2018,118788,92279,32185,24722,63805,42318
7625,2018,670939,522966,174470,128895,321192,245977
8401,2018,183864,85600,31630,12271,73767,43729
8402,2018,100922,49110,14458,11381,40655,26229
8403,2018,92183,69080,18958,14907,55966,33180
8404,2018,71227,44497,60524,1615,64290,31134
8405,2018,179982,101032,47278,42690,75025,58255
8406,2018,175813,108908,51840,21358,99228,72896
8407,2018,138487,119952,36828,28728,55470,56458
8408,2018,209311,184561,46061,45555,86205,67818
8409,2018,258114,223865,51441,28538,155529,126748
8410,2018,62252,35791,14407,8648,26099,15935
8411,2018,41101,17545,9533,3195,29722,12038
8412,2018,62375,32820,17196,4468,37282,15207
8413,2018,178098,156036,50356,13837,80588,61574
8414,2018,85485,41166,27235,2599,49740,8666
8415,2018,54669,29688,15152,3954,27791,12025
8416,2018,213949,107212,52458,21592,104915,38419
8417,2018,48985,21169,10142,5415,20551,10550
8418,2018,40499,37545,7145,3602,15555,24862
8419,2018,145776,84223,33426,19853,74864,36444
8420,2018,67536,57869,15417,10069,30085,31289
8421,2018,1244789,909504,427072,226329,676244,438589
8422,2018,53298,27451,11306,10463,23186,16206
8423,2018,41306,26584,7128,8487,20786,14874
8424,2018,64649,47067,23671,11395,37172,21719
8425,2018,58230,41058,20147,9363,31475,21888
8426,2018,66521,35374,14613,8761,30611,12993
8427,2018,63645,54280,9121,10817,21911,22366
8428,2018,445312,307663,132350,44987,205140,95724
8429,2018,63333,61589,18117,15629,34816,32205
8430,2018,23804,19929,9112,3760,17006,10987
8431,2018,309308,181257,64838,42680,156396,95201
8432,2018,48577,44222,9317,11883,19450,24819
8433,2018,217717,162148,47823,10918,84513,79763
8434,2018,189591,59058,43911,17693,58013,31108
8435,2018,89417,81085,27780,44315,46789,55645
9301,2018,292043,151089,44882,14587,104397,81812
9302,2018,8308,4826,819,941,4875,3073
9303,2018,94312,37225,24853,6144,60232,16432
9304,2018,196281,110125,87988,20100,102689,52586
9305,2018,80025,51876,12375,17352,34263,20204
9306,2018,59147,31658,7426,6022,21395,12318
9307,2018,50719,21272,16527,5034,25537,8845
9308,2018,51151,22133,2224,2420,29720,4539
9309,2018,45187,42155,10303,8123,22678,16188
9310,2018,80265,44855,13989,12158,44793,19332
9311,2018,40763,30150,14224,6188,24560,11673
9312,2018,399091,218880,76668,53663,167337,113147
9313,2018,259995,67005,45248,17212,182665,36789
9314,2018,12558,13642,3279,135,4377,1113
9315,2018,193347,178337,26478,60880,89009,107765
9316,2018,25243,11170,4889,1699,8306,5130
9317,2018,39784,19642,5242,6527,15951,13185
9318,2018,96683,112152,30382,23515,56202,55174
9401,2018,40525,22341,2479,2086,17778,8921
9402,2018,58001,13367,12409,809,31974,3880
9403,2018,21330,4613,5306,571,9484,1663
9404,2018,7804,9766,1536,72,4071,3075
9405,2018,51815,25432,5435,503,29282,11760
9406,2018,31283,15323,4234,1055,12273,3919
9407,2018,2279,958,981,82,2172,747
0051,2019,70860,60844,16209,19223,37770,39185
0052,2019,316260,101914,25574,55161,155182,66066
0053,2019,214875,159581,39252,35244,98867,62803
0054,2019,224028,90283,46873,14713,70408,30322
0055,2019,234309,40102,13321,14940,51400,17291
0056,2019,38337,23670,9695,9189,20342,17134
0057,2019,43483,58333,9873,1663,15662,19593
0058,2019,31814,19963,16748,6184,22553,14809
0059,2019,79479,58563,21737,15297,38353,33869
0060,2019,65555,37705,14255,11253,40716,16203
0061,2019,29823,22998,6499,7227,16100,9497
0062,2019,50600,40497,14021,8610,26766,17522
0063,2019,102278,80748,23941,25581,42318,46070
0064,2019,35489,22140,8465,6306,16250,14160
0101,2019,365,385,124,0,145,351
0102,2019,12609,19318,1593,1217,4959,2516
0103,2019,945,99,0,0,83,0
0104,2019,53935,26000,4040,6119,24587,13664
0105,2019,7050,1203,582,54,885,988
0201,2019,8259,11945,2930,5779,5869,5885
0202,2019,69472,22815,15383,8603,33251,12031
0203,2019,1126,1660,17,0,36,0
0204,2019,3263,729,238,0,1220,666
0205,2019,13984,2989,3722,487,8401,2741
0206,2019,9214,4058,1716,352,1832,3486
0301,2019,65628,9832,10248,4402,14488,4702
0302,2019,14062,621,752,0,7778,58
0303,2019,5214,0,1475,0,4703,0
0401,2019,44452,15557,11850,7023,21619,8499
0402,2019,100023,43801,27575,15930,50997,25755
0403,2019,50516,17947,16472,1440,30476,6085
0404,2019,175932,86116,36644,26577,87985,37540
0601,2019,55774,19305,10892,5005,28503,8113
1101,2019,191153,123870,62989,42621,92391,56895
1102,2019,46930,31658,19817,9930,28296,24188
1103,2019,21501,16686,4823,2837,9924,6816
1104,2019,392187,254988,147416,62312,206657,80299
1105,2019,67958,30625,7980,12877,28190,24312
1106,2019,336553,235403,139304,48053,205185,118408
1107,2019,144899,32468,67590,7272,77900,14849
1108,2019,52427,152253,12276,122058,26157,122985
1109,2019,2290551,1866695,546489,406936,1052780,802530
1110,2019,36212,24278,7108,13634,27184,19462
1111,2019,17541,18387,2730,5441,9616,9999
1112,2019,669227,442583,117118,193968,336137,246334
1113,2019,353251,330767,131219,160693,210737,172248
1114,2019,291097,105827,24710,44017,91772,64365
1115,2019,333273,116531,85770,42846,124594,76215
2401,2019,98718,106090,20730,72668,39317,86214
2402,2019,103805,85627,18853,24129,53158,58845
2403,2019,126943,62795,11714,25924,39646,31611
2404,2019,36089,19498,4265,639,13780,5933
2405,2019,123275,69783,25689,14324,44340,29270
2406,2019,44795,45185,3955,9113,17583,32283
2407,2019,24143,13246,7158,1574,12960,8531
2408,2019,44871,29336,11931,6035,27010,16270
2409,2019,47229,34446,8777,7325,23835,12321
2410,2019,474928,277561,133669,70306,248752,119842
2411,2019,115340,7762,2394,179,8987,179
2412,2019,120228,22919,16666,6134,23917,8952
2413,2019,206162,203736,58832,68445,97620,117010
2414,2019,29841,15700,7551,4935,17313,8308
2415,2019,13496,18772,697,821,4208,6536
2701,2019,16718,5418,1158,623,4836,2948
2702,2019,106993,59917,19936,13992,56340,24951
2703,2019,37064,16842,5612,1966,27654,8350
2704,2019,92900,40718,17165,4745,40142,22786
2705,2019,95277,64291,19633,5377,34386,22463
2706,2019,151632,113650,28621,28063,61415,55019
2707,2019,221407,126756,33854,28138,154644,83048
2708,2019,56041,39120,15031,9936,26841,26009
2709,2019,69983,42444,9615,11081,42843,24886
2710,2019,45414,20120,5607,6397,9766,10704
2711,2019,234988,125303,29539,17196,89446,51249
2712,2019,65888,25795,12257,3026,29369,8229
2713,2019,95558,63512,14683,16766,41116,30936
2714,2019,94631,43528,14933,9780,48483,19817
2715,2019,150929,100369,32702,25182,72471,49699
2716,2019,33529,24729,5549,1512,24977,10101
2717,2019,53056,13502,17321,4088,28114,5322
2718,2019,61234,51041,15076,8324,32642,21233
2801,2019,33518,36660,9684,14844,18202,22023
2802,2019,98160,74427,31450,27057,44012,35285
2803,2019,48070,23602,6391,10374,19276,11189
2804,2019,282855,182547,113757,59728,165721,104811
2805,2019,109105,59898,16671,11876,39178,26135
2806,2019,49355,33394,18743,9037,29751,18179
2807,2019,82847,46161,16864,9382,29327,21414
2808,2019,60042,61466,10856,14118,25268,44253
2809,2019,77663,90999,24544,17252,41529,49102
2810,2019,25243,19769,2864,7391,11846,9500
2811,2019,53988,28895,6462,5923,23840,18621
2812,2019,44643,45229,14355,3434,19055,27698
2813,2019,441589,118011,158199,68658,274405,98945
2814,2019,50472,33065,10147,6033,23187,14669
2815,2019,335784,204655,70490,69439,147612,105611
2816,2019,109771,85573,48272,38997,65876,53025
2817,2019,60390,103162,8300,63208,18735,73236
2818,2019,35301,28729,12383,6762,23076,16901
2819,2019,53903,12764,23777,4957,28201,5965
3201,2019,49650,45168,10783,12206,20615,20777
3202,2019,354854,170489,127891,97499,163651,124046
3203,2019,119899,80969,50001,26205,75916,42462
3204,2019,95171,38999,15809,11371,49446,16628
3205,2019,88506,63014,19317,13677,45500,32702
3206,2019,97123,48754,33950,6209,68628,11720
3207,2019,165515,47256,7820,14627,135093,19394
3208,2019,598437,641049,565128,58315,578881,80209
3209,2019,37921,27325,15355,8192,22650,9540
3210,2019,177555,38038,11491,14644,94450,19557
3211,2019,115868,92707,22798,40068,33646,60442
3212,2019,142751,154143,46572,32974,71348,48443
3213,2019,260032,100832,45853,15433,80729,35325
3214,2019,50564,26197,8848,2630,25237,6813
3215,2019,564463,227115,171010,122395,386675,141135
3216,2019,729227,523807,229959,161961,350076,217174
3217,2019,127835,58272,20042,8989,77522,23979
3218,2019,185224,105243,17896,19373,41094,34788
3219,2019,95516,62730,29309,9080,53757,23151
3220,2019,152160,70771,55248,23843,82583,37472
3221,2019,129740,130965,44823,14349,86087,24137
3222,2019,379327,148851,88698,25411,224637,56198
4401,2019,40317,35310,19024,12095,29520,21968
4402,2019,85525,40876,18402,7883,55148,22163
4403,2019,58647,26003,15891,12346,24467,19514
4404,2019,70074,56187,11618,19117,26186,26101
4405,2019,83872,56300,17259,13580,35594,35756
4406,2019,80226,46593,18944,2985,61025,13168
4407,2019,110408,98720,37434,40318,75230,56964
4408,2019,31783,14045,5159,501,9490,1854
4409,2019,179523,135866,42628,41869,118210,71201
4410,2019,330738,95738,223021,19327,258221,40303
4411,2019,152559,128694,40103,46203,68937,69631
4412,2019,159402,82390,55917,20734,100480,41252
4413,2019,240380,139385,107404,31696,173156,78417
4414,2019,31572,19580,8783,1503,15085,9052
4415,2019,74801,35807,24627,13303,41985,18047
4416,2019,65607,46036,14772,14725,42090,31524
4417,2019,36167,44441,4729,15692,24736,25689
4418,2019,102430,62710,8292,2245,57192,10316
4419,2019,60067,21194,9115,6212,24978,10953
4420,2019,142013,176044,110802,34971,117319,139448
4421,2019,38655,25706,12652,3966,23233,12605
4422,2019,58760,40834,10624,12557,37931,29332
4423,2019,502491,384620,110193,82861,285326,196474
4424,2019,93816,58856,21778,18342,48275,29528
4425,2019,197867,127971,50503,30317,90284,45925
4426,2019,69718,61089,45941,10180,54818,15650
4427,2019,60038,38168,10010,8509,28285,14267
5201,2019,93421,62592,21018,18035,33328,36310
5202,2019,423458,213306,190556,27769,264782,48966
5203,2019,124411,203110,24905,15673,47724,169011
5204,2019,56781,27027,2912,7490,13042,11077
5205,2019,57734,33208,13193,14746,29110,19662
5206,2019,177375,167805,51631,51815,88801,90296
5207,2019,184820,102900,27118,27866,49205,39323
5208,2019,34631,31267,5990,15100,15829,19463
5209,2019,31689,33466,4696,4564,14853,16832
5210,2019,166689,82656,31662,16117,67334,44023
5211,2019,145843,112413,22210,20655,51756,40841
5212,2019,167727,161702,47207,39767,91112,83210
5213,2019,187718,135612,22118,33853,75788,68526
5214,2019,72299,44240,10776,4853,27592,16050
5215,2019,62296,38171,15789,9575,31532,21758
5216,2019,1169428,915160,155139,233861,518967,385382
5217,2019,111648,21121,4566,4813,21407,8331
5218,2019,41496,30647,10828,6725,21627,15680
5219,2019,144911,99635,39697,31812,72795,52645
5220,2019,68662,59707,6273,18784,50806,23665
5221,2019,73929,67897,34261,10062,43969,39278
5301,2019,44332,31457,18449,16282,26851,24751
5302,2019,284265,206763,71313,46641,176796,79984
5303,2019,126919,89058,54556,22557,77144,41262
5304,2019,82848,56798,29508,15919,54558,25929
5305,2019,89131,65764,13015,3196,63997,35021
5306,2019,58254,42516,17279,8281,35584,16633
5307,2019,115392,80576,32940,32574,65305,47228
5308,2019,106310,47931,11397,17492,35520,27405
5309,2019,111960,110585,35701,21896,71784,40558
5310,2019,242730,169826,33701,36830,96573,80285
5311,2019,84048,66468,35795,34075,48611,51205
5312,2019,218241,109328,63642,31921,95066,65145
5313,2019,158916,190283,39307,62725,75183,106769
5314,2019,46416,25176,5154,7840,22020,14330
5315,2019,559809,437665,138627,80891,275379,188844
5316,2019,122088,80827,28104,9442,61443,28336
5317,2019,113057,79033,28634,30581,53743,55210
5318,2019,131584,94562,26414,21410,59488,44119
5319,2019,120356,80339,29405,33171,56812,55006
7501,2019,118715,70130,21637,9399,37827,31790
7502,2019,209789,165047,30754,40206,71621,66594
7503,2019,215140,157860,76804,46201,120131,90771
7504,2019,54991,59239,13116,7646,28653,24556
7505,2019,739602,695540,136472,114198,270821,278830
7506,2019,123170,130407,45864,47750,70787,71132
7507,2019,67972,84088,16784,13596,35358,35651
7508,2019,28517,24845,8975,6777,13269,10319
7509,2019,136602,93539,29252,24714,88304,55603
7510,2019,149454,90609,53260,25512,98650,45691
7511,2019,83140,44900,14126,11843,35469,22543
7512,2019,134516,85455,26253,25496,46904,59940
7513,2019,147561,62790,39883,15916,67693,27385
7514,2019,77783,39446,23426,17577,38716,29747
7515,2019,72480,24960,18327,3714,28796,5317
7516,2019,86324,52863,13466,12381,45050,19986
7517,2019,128203,93745,17410,21228,72976,57587
7518,2019,239091,154909,96265,47441,141065,59654
7519,2019,111758,78649,38920,27115,71591,47769
7520,2019,125444,120513,22942,41642,52387,72848
7521,2019,44215,37886,10283,8800,22807,19008
7522,2019,224912,132747,52759,41567,117018,78290
7523,2019,85875,59944,35229,23678,50986,31372
7524,2019,156585,118460,23870,27627,52047,55797
7525,2019,27962,22197,5681,5514,9657,8020
7526,2019,59408,38116,9475,6089,33451,9187
7527,2019,75397,69593,6357,3783,39398,45333
7528,2019,57696,70561,12833,19920,34414,48492
7529,2019,29765,17785,6283,4510,13667,6448
7530,2019,57895,23334,25369,9109,33338,11125
7531,2019,41173,21568,6295,5302,18082,9004
7532,2019,129953,83421,19771,30261,54248,44381
7601,2019,34097,31124,4965,2975,6957,17285
7602,2019,148605,110139,37926,22992,70939,39300
7603,2019,93665,38990,17544,11439,25319,21608
7604,2019,144314,93040,32069,23893,78612,47184
7605,2019,18599,10369,2060,723,7716,7511
7606,2019,103752,59995,32601,11878,47513,40893
7607,2019,39275,26285,6536,3680,13190,11099
7608,2019,80409,61277,21284,15670,39118,29590
7609,2019,107466,21840,44471,5973,53620,12362
7610,2019,108783,61546,33678,4738,57618,21742
7611,2019,78963,46316,25216,16022,40784,24998
7612,2019,77981,37932,16883,9782,34500,22129
7613,2019,104921,76872,24104,15441,47041,41061
7614,2019,60352,41789,19095,9366,30290,18822
7615,2019,168587,198330,33178,12761,111871,72965
7616,2019,345365,207865,61007,55561,140517,105196
