ZE2020,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
4425,252570.0,253385.0,253948.0,255432.0,255411.0,255646.0,256779.0,257306.0,258776.0,259440.0,259378.0,260510.0,260690.0,260838.0,261975.0,261959.0,261872.0,261262.0
4426,80237.0,80394.0,80849.0,80556.0,80686.0,80493.0,80252.0,79637.0,79961.0,79599.0,79205.0,78512.0,77921.0,77398.0,77076.0,76609.0,76241.0,76211.0
4427,125916.0,125681.0,124546.0,123939.0,123146.0,122298.0,122624.0,122971.0,122491.0,121430.0,120308.0,118337.0,116750.0,115324.0,114935.0,114475.0,113587.0,112731.0
5201,103641.0,105695.0,107600.0,109324.0,110838.0,112112.0,113212.0,114081.0,114586.0,115112.0,115589.0,115827.0,115787.0,115788.0,116275.0,116956.0,117801.0,118899.0
5202,374147.0,375599.0,375783.0,377144.0,379501.0,382337.0,385321.0,388525.0,392110.0,395158.0,396670.0,399596.0,402827.0,406025.0,407267.0,410441.0,412945.0,417022.0
5203,129548.0,132174.0,134752.0,137083.0,138344.0,139762.0,141346.0,143522.0,145161.0,146440.0,147329.0,148861.0,150317.0,151881.0,154358.0,156616.0,159078.0,161144.0
5204,40762.0,41284.0,41803.0,42191.0,42328.0,42554.0,42729.0,42657.0,42728.0,43104.0,43236.0,43091.0,43140.0,43085.0,42922.0,42806.0,42658.0,42738.0
5205,51825.0,52663.0,53119.0,53754.0,54329.0,54748.0,55124.0,55425.0,55769.0,56153.0,56096.0,56346.0,56441.0,56532.0,56519.0,56728.0,57028.0,57251.0
5206,178247.0,179180.0,180368.0,181510.0,182695.0,184148.0,185039.0,185755.0,186702.0,187669.0,188340.0,188402.0,188535.0,188360.0,189631.0,189814.0,190354.0,191329.0
5207,117072.0,118343.0,119590.0,120774.0,121696.0,122328.0,123015.0,123180.0,123606.0,123944.0,123881.0,123709.0,123800.0,123841.0,124000.0,124515.0,125313.0,126101.0
5208,69839.0,70396.0,70920.0,71140.0,71236.0,71144.0,71144.0,71069.0,70750.0,70506.0,70284.0,70064.0,69817.0,69579.0,69139.0,68758.0,68589.0,68370.0
5209,59137.0,59508.0,59959.0,60217.0,60305.0,60516.0,60493.0,60492.0,60483.0,60515.0,60311.0,59945.0,59602.0,59434.0,59476.0,59247.0,59360.0,59164.0
5210,147467.0,150535.0,153682.0,156983.0,159933.0,162131.0,164108.0,165982.0,168138.0,169976.0,171306.0,172905.0,174388.0,176002.0,177406.0,178357.0,179602.0,181323.0
5211,154752.0,155417.0,156973.0,158304.0,159257.0,159706.0,159976.0,160139.0,160366.0,160771.0,160897.0,161391.0,161464.0,161835.0,161736.0,161700.0,161795.0,162114.0
5212,362248.0,364320.0,365677.0,366114.0,368132.0,370282.0,371947.0,373613.0,373679.0,373653.0,373528.0,373571.0,374043.0,375285.0,376539.0,376470.0,376709.0,377849.0
5213,126438.0,128479.0,130307.0,132453.0,134323.0,136043.0,137892.0,139364.0,140502.0,141577.0,142298.0,142876.0,143668.0,144667.0,145432.0,146245.0,147347.0,148251.0
5214,72634.0,73981.0,74851.0,75355.0,76721.0,77584.0,78679.0,79648.0,80884.0,80882.0,81944.0,83194.0,84115.0,85246.0,87686.0,90028.0,91383.0,93335.0
5215,84052.0,84377.0,84607.0,85035.0,85126.0,85105.0,85092.0,85076.0,84834.0,84573.0,84098.0,83506.0,83160.0,82933.0,82765.0,82335.0,81865.0,81557.0
5216,818999.0,825379.0,830724.0,837475.0,847873.0,858365.0,871216.0,881620.0,895588.0,910421.0,922343.0,933434.0,946943.0,960308.0,971520.0,980332.0,989828.0,998361.0
5217,65231.0,66961.0,68371.0,69221.0,70076.0,71086.0,72059.0,73077.0,74133.0,75256.0,75967.0,76836.0,78184.0,79004.0,80922.0,82360.0,83963.0,85377.0
5218,55266.0,55891.0,56328.0,57142.0,57588.0,57648.0,57896.0,58041.0,57990.0,57922.0,57647.0,57328.0,57022.0,56806.0,56640.0,56410.0,56376.0,56348.0
5219,227924.0,230271.0,230855.0,232123.0,234885.0,236485.0,238365.0,241124.0,244166.0,246095.0,247555.0,249004.0,251250.0,253594.0,256119.0,258126.0,261617.0,265254.0
5220,98102.0,98299.0,99092.0,99913.0,99666.0,99850.0,100361.0,100424.0,100263.0,100424.0,99961.0,99529.0,99236.0,98862.0,98377.0,98301.0,98152.0,98005.0
5221,51985.0,52355.0,52966.0,53627.0,54201.0,54506.0,54842.0,55161.0,55512.0,55579.0,55753.0,55816.0,55723.0,55744.0,56051.0,56164.0,56240.0,56430.0
5301,82338.0,83801.0,85368.0,86008.0,87014.0,87964.0,88816.0,89719.0,90581.0,91437.0,91697.0,92118.0,92989.0,93888.0,94761.0,95546.0,96628.0,96860.0
5302,388633.0,389240.0,391171.0,393118.0,394881.0,395518.0,396352.0,397726.0,399091.0,400866.0,402016.0,403156.0,403954.0,405619.0,406500.0,408461.0,411295.0,414565.0
5303,82346.0,82521.0,82571.0,82573.0,82450.0,82175.0,81803.0,81525.0,81216.0,80540.0,79793.0,79191.0,78809.0,78485.0,78422.0,78911.0,79555.0,80201.0
5304,89358.0,90561.0,92321.0,93547.0,94313.0,95169.0,95740.0,96540.0,97104.0,97854.0,98511.0,98706.0,99256.0,100051.0,100978.0,101517.0,102478.0,103091.0
5305,78723.0,79148.0,79304.0,79852.0,80422.0,80840.0,81581.0,82174.0,82491.0,82754.0,82882.0,83249.0,83416.0,83630.0,83622.0,83902.0,84053.0,84041.0
5306,56994.0,57489.0,57709.0,58097.0,58387.0,58795.0,59092.0,59116.0,59019.0,58969.0,59049.0,58979.0,58887.0,58819.0,58874.0,59032.0,59275.0,59519.0
5307,64927.0,65814.0,66899.0,67861.0,68713.0,69530.0,69817.0,69958.0,70317.0,70750.0,70964.0,70958.0,71213.0,71294.0,71451.0,71917.0,72406.0,73180.0
5308,116477.0,117419.0,118072.0,118982.0,119563.0,119097.0,118219.0,118238.0,118263.0,118121.0,117821.0,117448.0,117346.0,117588.0,117988.0,118093.0,118755.0,118909.0
5309,216529.0,217418.0,218689.0,219465.0,219544.0,220424.0,221931.0,223353.0,223558.0,224285.0,225059.0,225943.0,226806.0,227927.0,228783.0,229742.0,231454.0,232471.0
5310,124997.0,125843.0,126786.0,127366.0,127333.0,127617.0,127708.0,127643.0,127149.0,126927.0,126935.0,126902.0,127228.0,127587.0,127556.0,128002.0,128911.0,129624.0
5311,71581.0,72395.0,72890.0,73517.0,74089.0,74778.0,75459.0,75954.0,76123.0,76312.0,76272.0,76243.0,76314.0,76486.0,76885.0,77263.0,77964.0,78712.0
5312,113208.0,114366.0,115601.0,116968.0,117720.0,118223.0,118440.0,118720.0,118967.0,119175.0,119689.0,119851.0,120186.0,120397.0,120500.0,120518.0,120892.0,121841.0
5313,282588.0,283388.0,284241.0,284140.0,285280.0,285979.0,286449.0,287612.0,288458.0,288899.0,288462.0,288326.0,289821.0,291135.0,292374.0,293765.0,295673.0,296781.0
5314,54449.0,55028.0,55838.0,56674.0,57448.0,58171.0,58357.0,58453.0,58583.0,58709.0,58766.0,58837.0,59071.0,59220.0,59288.0,59790.0,60163.0,60323.0
5315,608198.0,615270.0,623759.0,631857.0,639860.0,647217.0,657219.0,666640.0,675676.0,684467.0,691468.0,698243.0,704933.0,713070.0,720678.0,728132.0,737298.0,746002.0
5316,176909.0,178312.0,179899.0,182045.0,183698.0,184857.0,185828.0,186539.0,186399.0,186689.0,186854.0,187057.0,187250.0,187231.0,188571.0,189245.0,190238.0,190449.0
5317,141700.0,141979.0,143613.0,143607.0,144314.0,143568.0,143633.0,144484.0,146565.0,147323.0,148489.0,149178.0,150550.0,151798.0,152969.0,153995.0,155127.0,156602.0
5318,196316.0,199600.0,202406.0,205221.0,208108.0,210490.0,212549.0,215144.0,216855.0,218774.0,220150.0,222379.0,224525.0,227107.0,229438.0,231635.0,234819.0,238630.0
5319,84039.0,85763.0,87000.0,87943.0,88919.0,89957.0,90657.0,91801.0,92728.0,93441.0,93916.0,94260.0,94839.0,95380.0,95935.0,96587.0,96851.0,97755.0
7501,134224.0,135442.0,135557.0,137399.0,138177.0,138181.0,138768.0,139925.0,140163.0,140502.0,140277.0,140495.0,139858.0,139415.0,139114.0,139454.0,139425.0,140350.0
7502,236966.0,239263.0,240887.0,240908.0,241010.0,242114.0,243127.0,242976.0,243333.0,243364.0,243165.0,242569.0,242543.0,242788.0,242692.0,242166.0,242804.0,243635.0
7503,305839.0,308719.0,312724.0,315790.0,318935.0,322465.0,328050.0,331734.0,334900.0,338862.0,342715.0,346520.0,350527.0,354698.0,359110.0,362916.0,367422.0,372621.0
7504,115338.0,115780.0,116677.0,117184.0,117855.0,118259.0,118793.0,119142.0,118916.0,118841.0,118780.0,118394.0,118449.0,118342.0,118252.0,118240.0,118904.0,119379.0
7505,988493.0,998018.0,1002712.0,1009277.0,1018912.0,1029362.0,1044803.0,1062218.0,1077624.0,1095039.0,1110037.0,1123398.0,1138465.0,1157218.0,1167022.0,1182327.0,1198378.0,1211269.0
7506,114049.0,114854.0,115538.0,116121.0,116724.0,117219.0,117706.0,117798.0,118336.0,118397.0,118411.0,118237.0,118255.0,118162.0,118159.0,118123.0,118161.0,118173.0
7507,133213.0,134782.0,135465.0,136105.0,136837.0,136724.0,136154.0,135825.0,136339.0,137015.0,136782.0,136632.0,136281.0,135949.0,135781.0,136708.0,137372.0,138224.0
7508,89008.0,89332.0,89451.0,89076.0,89161.0,88886.0,88777.0,88705.0,89275.0,89319.0,89473.0,89011.0,88573.0,88057.0,88008.0,87594.0,87361.0,87063.0
7509,131787.0,132244.0,132994.0,133382.0,133758.0,134120.0,134534.0,134797.0,134932.0,134740.0,134603.0,134344.0,133897.0,134031.0,134039.0,133923.0,134392.0,134848.0
7510,143716.0,146147.0,148580.0,151324.0,153157.0,154461.0,156573.0,157965.0,158937.0,159838.0,161214.0,162509.0,163749.0,164971.0,167275.0,169115.0,170846.0,173163.0
7511,126283.0,126804.0,126875.0,126550.0,126008.0,125592.0,124615.0,124021.0,123758.0,123472.0,122570.0,121600.0,120380.0,119418.0,118749.0,118485.0,118338.0,118392.0
7512,227732.0,229815.0,231616.0,233183.0,236229.0,237670.0,239163.0,241510.0,244301.0,246134.0,247474.0,248945.0,251522.0,254724.0,257077.0,260824.0,264790.0,266985.0
7513,132606.0,134018.0,136852.0,138666.0,140556.0,142864.0,146292.0,148707.0,151155.0,154260.0,156303.0,158642.0,161518.0,163804.0,165820.0,169262.0,172883.0,174831.0
7514,110446.0,112610.0,114420.0,116452.0,117843.0,119008.0,120248.0,121374.0,122342.0,123112.0,123696.0,124230.0,124694.0,125256.0,125620.0,125856.0,126555.0,127128.0
7515,60566.0,61676.0,62809.0,64176.0,65227.0,66013.0,66500.0,67208.0,67954.0,68877.0,69414.0,70094.0,70638.0,71151.0,71795.0,72340.0,73021.0,73434.0
7516,141451.0,143669.0,146001.0,148131.0,149697.0,150575.0,151388.0,152653.0,154090.0,154924.0,155381.0,155720.0,155857.0,156314.0,157020.0,157561.0,158470.0,159445.0
7517,307571.0,311402.0,314510.0,315440.0,316953.0,316698.0,316631.0,316600.0,317237.0,317056.0,316654.0,316437.0,315652.0,315051.0,315004.0,314539.0,315194.0,315737.0
7518,96684.0,97050.0,98458.0,99827.0,100511.0,100743.0,101457.0,101346.0,101445.0,101929.0,101766.0,101789.0,101579.0,101463.0,101129.0,101130.0,101681.0,101908.0
7519,129783.0,130893.0,132149.0,134026.0,135461.0,135946.0,136319.0,137293.0,137636.0,137545.0,137006.0,136757.0,137068.0,137337.0,137685.0,138710.0,139784.0,140309.0
7520,207949.0,210532.0,211875.0,212432.0,214587.0,215736.0,215924.0,215920.0,217375.0,218250.0,218663.0,218546.0,219068.0,219305.0,218977.0,219130.0,220114.0,220095.0
7521,70443.0,70814.0,71136.0,71280.0,71297.0,71543.0,71400.0,71488.0,71405.0,71204.0,71066.0,70785.0,70635.0,70593.0,70719.0,70829.0,71015.0,71054.0
7522,307484.0,310905.0,312091.0,312844.0,313811.0,314002.0,314173.0,314492.0,316013.0,316270.0,317044.0,317682.0,317289.0,317288.0,318405.0,320940.0,323533.0,326492.0
7523,211415.0,213190.0,214368.0,216134.0,217004.0,217318.0,217961.0,218255.0,218235.0,217769.0,217641.0,217199.0,217131.0,217162.0,216769.0,217364.0,218683.0,218981.0
7524,300732.0,303930.0,306115.0,308134.0,309225.0,310889.0,312644.0,313954.0,315370.0,317011.0,318074.0,319365.0,320601.0,322019.0,323057.0,323583.0,322991.0,323477.0
7525,71638.0,72812.0,73729.0,73977.0,74454.0,74846.0,74933.0,75485.0,75378.0,75406.0,75590.0,75904.0,75552.0,75832.0,76354.0,76642.0,77427.0,77494.0
7526,114358.0,116130.0,117931.0,119098.0,120087.0,120800.0,121380.0,122817.0,123969.0,124421.0,124777.0,124893.0,125516.0,125963.0,126826.0,127942.0,129238.0,130248.0
7527,89536.0,89661.0,89523.0,89529.0,89270.0,89313.0,88991.0,88816.0,88384.0,88068.0,87580.0,87167.0,86663.0,86389.0,86087.0,85983.0,86034.0,86225.0
7528,122117.0,123144.0,124396.0,125713.0,126446.0,126891.0,127473.0,127735.0,127609.0,128172.0,128650.0,128950.0,128802.0,129256.0,129778.0,130221.0,130600.0,131175.0
7529,62202.0,62598.0,63094.0,63633.0,63977.0,64020.0,63868.0,63732.0,63501.0,63305.0,63026.0,62710.0,62508.0,62456.0,62563.0,62744.0,63075.0,63452.0
7530,67109.0,66893.0,67091.0,67305.0,67444.0,67386.0,67261.0,67200.0,67075.0,67045.0,66893.0,66792.0,66591.0,66468.0,66331.0,66297.0,66259.0,66140.0
7531,85323.0,85498.0,85688.0,85680.0,85279.0,84814.0,84372.0,84366.0,84432.0,84347.0,84222.0,84382.0,84019.0,84003.0,83473.0,83262.0,82984.0,82839.0
7532,93314.0,93587.0,94276.0,94365.0,94379.0,93920.0,93908.0,93972.0,93718.0,93104.0,92869.0,92635.0,92526.0,92312.0,92465.0,92487.0,92991.0,93252.0
7601,68889.0,69502.0,71609.0,73604.0,74600.0,74496.0,75499.0,76575.0,77893.0,79233.0,80474.0,82052.0,82630.0,83159.0,82968.0,83259.0,84748.0,85952.0
7602,223198.0,226091.0,228383.0,229969.0,231001.0,232740.0,234405.0,236675.0,239004.0,240821.0,240972.0,242166.0,242924.0,244050.0,244906.0,246774.0,249009.0,250226.0
7603,180959.0,182447.0,184262.0,186584.0,187921.0,188746.0,190238.0,190994.0,191082.0,190734.0,191226.0,191584.0,192167.0,193610.0,195009.0,196311.0,198201.0,200255.0
7604,153959.0,155645.0,156698.0,157952.0,158626.0,159222.0,159441.0,159705.0,159618.0,159615.0,159072.0,159273.0,159290.0,159234.0,159630.0,160165.0,160174.0,159996.0
7605,69688.0,70493.0,71257.0,71580.0,72541.0,73514.0,74017.0,74151.0,74258.0,74792.0,75256.0,75628.0,75681.0,75855.0,76000.0,76784.0,77265.0,77897.0
7606,205595.0,208022.0,209498.0,211306.0,213390.0,215875.0,219448.0,223048.0,225161.0,225956.0,227408.0,229474.0,230981.0,232880.0,234059.0,236699.0,239094.0,241862.0
7607,84529.0,85434.0,86252.0,86790.0,87522.0,87667.0,87451.0,87013.0,87070.0,86830.0,86766.0,87321.0,87445.0,87639.0,88062.0,88220.0,88493.0,89096.0
7608,189053.0,191210.0,192776.0,194916.0,195719.0,197060.0,198086.0,198440.0,198005.0,198311.0,198693.0,199443.0,200531.0,201076.0,201602.0,201834.0,202600.0,202951.0
7609,72062.0,72697.0,73321.0,73728.0,73917.0,74613.0,75049.0,75766.0,75791.0,76214.0,76352.0,76681.0,76867.0,77317.0,77748.0,77812.0,77879.0,77687.0
7610,158439.0,159450.0,159726.0,160339.0,160591.0,161034.0,160551.0,161210.0,161344.0,161652.0,161327.0,161503.0,161387.0,161428.0,161736.0,162290.0,162580.0,162507.0
7611,95452.0,95544.0,95797.0,96057.0,96022.0,95613.0,95914.0,96328.0,96118.0,96104.0,95966.0,95855.0,95626.0,95390.0,95314.0,95286.0,95152.0,95148.0
7612,127796.0,130033.0,131583.0,132425.0,133398.0,133724.0,134099.0,134644.0,134674.0,134564.0,135009.0,135045.0,134943.0,135158.0,135913.0,136722.0,137583.0,137983.0
7613,71751.0,71812.0,71904.0,72119.0,72055.0,72154.0,71844.0,71529.0,71292.0,71277.0,71436.0,71645.0,71583.0,71676.0,71670.0,71509.0,71410.0,71374.0
7614,65327.0,65484.0,65562.0,65854.0,65696.0,65269.0,65615.0,65897.0,65924.0,66252.0,66204.0,66434.0,66454.0,66631.0,66360.0,66530.0,66685.0,66874.0
7615,160094.0,164376.0,168118.0,171311.0,173803.0,176072.0,178110.0,180775.0,183089.0,185359.0,186816.0,187901.0,188655.0,189890.0,191151.0,192166.0,193673.0,194887.0
7616,629513.0,636228.0,640664.0,648996.0,658057.0,671571.0,680991.0,690532.0,701164.0,712035.0,721916.0,730940.0,742259.0,755287.0,766140.0,775348.0,786431.0,794780.0
7617,147418.0,149749.0,151383.0,153756.0,155532.0,157814.0,159077.0,161184.0,162141.0,163363.0,164150.0,165549.0,166881.0,167427.0,168029.0,168656.0,169632.0,171131.0
7618,345571.0,348304.0,349314.0,353510.0,358062.0,364237.0,368915.0,375562.0,377925.0,379359.0,381637.0,383086.0,383758.0,384187.0,385104.0,387883.0,391933.0,395315.0
7619,54296.0,54690.0,55201.0,55371.0,55555.0,55577.0,55314.0,55056.0,54819.0,54702.0,54573.0,54438.0,54365.0,54209.0,54237.0,54266.0,54499.0,54630.0
7620,436287.0,441572.0,446014.0,450741.0,453375.0,457342.0,462720.0,467765.0,471527.0,476214.0,479510.0,479666.0,481648.0,485352.0,488101.0,492612.0,498258.0,502185.0
7621,141238.0,142435.0,143938.0,144712.0,144816.0,144670.0,144536.0,145495.0,146688.0,147071.0,146946.0,147418.0,147738.0,148249.0,148682.0,148762.0,149077.0,148956.0
7622,122826.0,124607.0,126428.0,127308.0,127911.0,128139.0,128404.0,128633.0,128578.0,128787.0,128953.0,129034.0,128926.0,129195.0,128988.0,128744.0,128921.0,129275.0
7623,100096.0,101211.0,101877.0,101870.0,102689.0,104632.0,106440.0,106650.0,107587.0,107325.0,106966.0,106752.0,107809.0,108825.0,110368.0,111358.0,112075.0,112862.0
7624,237907.0,238785.0,239344.0,240032.0,239811.0,239595.0,239211.0,239236.0,239314.0,238878.0,238130.0,238796.0,239381.0,239651.0,239705.0,240808.0,241212.0,241098.0
7625,1089909.0,1105246.0,1118230.0,1131261.0,1143481.0,1159837.0,1178790.0,1198017.0,1217400.0,1234935.0,1248273.0,1263047.0,1281317.0,1300650.0,1316782.0,1335673.0,1357607.0,1372511.0
8401,264499.0,267621.0,268608.0,271823.0,277643.0,280588.0,282937.0,288211.0,293726.0,297330.0,300341.0,302689.0,305507.0,309969.0,313094.0,314569.0,316672.0,320531.0
8402,123640.0,125170.0,126156.0,127105.0,127724.0,129040.0,129755.0,130928.0,131971.0,133027.0,133413.0,133788.0,134396.0,135617.0,136088.0,136477.0,137318.0,137763.0
8403,85267.0,84935.0,84990.0,84881.0,84796.0,84526.0,84678.0,84574.0,84375.0,84228.0,84352.0,83814.0,83782.0,83823.0,83926.0,84106.0,84688.0,84744.0
8404,48141.0,49008.0,49850.0,50462.0,50989.0,51391.0,51836.0,52102.0,52418.0,52631.0,52721.0,52692.0,52769.0,52872.0,52980.0,53064.0,53174.0,53642.0
8405,228995.0,232203.0,234586.0,237220.0,240960.0,242804.0,245675.0,248591.0,251022.0,252575.0,254377.0,255894.0,257468.0,258781.0,260379.0,262125.0,265383.0,267970.0
8406,206610.0,209905.0,213664.0,217424.0,220980.0,222854.0,225427.0,228613.0,231340.0,233990.0,235463.0,237698.0,238840.0,240927.0,242541.0,244270.0,245760.0,248099.0
8407,221077.0,222333.0,223742.0,224615.0,228028.0,231527.0,232464.0,235502.0,238460.0,239586.0,241176.0,242869.0,245072.0,247454.0,250496.0,253151.0,255533.0,257702.0
8408,455974.0,458729.0,459971.0,461215.0,464057.0,467166.0,469558.0,472365.0,474785.0,477980.0,481197.0,483983.0,489114.0,492332.0,492612.0,493182.0,494921.0,494724.0
8409,585430.0,587216.0,589159.0,590131.0,592540.0,597437.0,600956.0,604651.0,606720.0,608358.0,606129.0,607704.0,608562.0,610581.0,612882.0,614476.0,615127.0,616909.0
8410,80712.0,81087.0,81797.0,81979.0,82399.0,82676.0,83132.0,83295.0,83962.0,84007.0,84421.0,84787.0,85298.0,85299.0,85294.0,85003.0,85168.0,85316.0
8411,40279.0,40516.0,40623.0,40553.0,40438.0,40107.0,39906.0,39574.0,39407.0,39233.0,39086.0,38942.0,38869.0,38843.0,38717.0,38590.0,38467.0,38457.0
8412,82166.0,82888.0,83841.0,84861.0,86218.0,86919.0,87551.0,88306.0,88714.0,88808.0,89052.0,89249.0,89244.0,89531.0,89681.0,89992.0,90407.0,90956.0
8413,109787.0,110164.0,111318.0,111994.0,112276.0,112685.0,113645.0,113156.0,113182.0,113171.0,113082.0,112802.0,113125.0,113382.0,113662.0,113724.0,113831.0,114309.0
8414,81655.0,83301.0,84674.0,84641.0,85046.0,85733.0,86588.0,87621.0,88158.0,89024.0,89407.0,89499.0,89821.0,89830.0,90250.0,90959.0,91822.0,92630.0
8415,95654.0,97347.0,99787.0,101281.0,102495.0,103391.0,105167.0,106213.0,107806.0,108887.0,110309.0,110883.0,112262.0,113863.0,115382.0,116527.0,117774.0,119000.0
8416,296906.0,303045.0,310114.0,317648.0,325877.0,333632.0,341783.0,350872.0,359445.0,367433.0,373544.0,378809.0,384354.0,389087.0,394889.0,399368.0,406202.0,414611.0
8417,84817.0,85002.0,85055.0,84634.0,84360.0,84179.0,84018.0,84026.0,84317.0,84564.0,84370.0,84407.0,84224.0,84225.0,83868.0,84038.0,84289.0,84475.0
8418,60921.0,60804.0,61144.0,61378.0,60930.0,60779.0,60452.0,59991.0,59804.0,60074.0,59619.0,59696.0,60561.0,60922.0,61344.0,61399.0,61326.0,61702.0
8419,117170.0,117163.0,117552.0,117878.0,117955.0,118258.0,118307.0,118363.0,118217.0,118316.0,118370.0,118164.0,118119.0,118177.0,117735.0,117471.0,118012.0,118041.0
8420,81075.0,81777.0,82279.0,82892.0,83357.0,83695.0,83847.0,83895.0,83903.0,83981.0,83903.0,83928.0,84159.0,84218.0,84472.0,84474.0,84792.0,85093.0
8421,1651267.0,1658992.0,1672362.0,1690268.0,1706180.0,1724957.0,1744153.0,1761567.0,1784520.0,1805664.0,1820714.0,1830042.0,1848284.0,1865922.0,1875638.0,1886927.0,1901587.0,1908992.0
8422,90023.0,91283.0,92032.0,93180.0,93669.0,94610.0,95707.0,97290.0,98466.0,99998.0,100720.0,101509.0,102430.0,103288.0,103552.0,104509.0,104590.0,105049.0
8423,123625.0,123623.0,123497.0,123108.0,122593.0,122413.0,122345.0,122221.0,121565.0,120968.0,119766.0,118962.0,117871.0,117033.0,116179.0,115295.0,114938.0,114378.0
8424,99820.0,99506.0,99121.0,99640.0,99670.0,98988.0,98676.0,99052.0,99319.0,99107.0,98911.0,98731.0,98149.0,97564.0,97405.0,97068.0,96993.0,96689.0
8425,57671.0,57757.0,57481.0,57432.0,57206.0,56960.0,56891.0,56623.0,56802.0,56651.0,56749.0,56593.0,56467.0,56753.0,56641.0,56834.0,57026.0,57168.0
8426,130785.0,130751.0,131421.0,132999.0,133770.0,133575.0,133402.0,133229.0,133357.0,133187.0,133314.0,133284.0,133170.0,133270.0,134052.0,134421.0,134975.0,135232.0
8427,89838.0,90770.0,91804.0,92765.0,93239.0,94040.0,94987.0,95497.0,95763.0,96816.0,97211.0,97222.0,97281.0,97499.0,97441.0,97607.0,98474.0,99305.0
8428,530073.0,528789.0,528655.0,530254.0,531206.0,531183.0,535741.0,538355.0,538610.0,540946.0,543240.0,544030.0,544714.0,546490.0,548297.0,548226.0,550278.0,551591.0
8429,36016.0,35849.0,35733.0,35684.0,35658.0,35497.0,35329.0,35242.0,35202.0,35060.0,34832.0,34670.0,34551.0,34625.0,34413.0,34211.0,33947.0,33827.0
8430,55751.0,56211.0,56118.0,56585.0,56982.0,57336.0,57246.0,57745.0,57988.0,58005.0,57872.0,57805.0,57808.0,57779.0,57837.0,57592.0,58007.0,58057.0
8431,271473.0,273110.0,274729.0,276350.0,276969.0,278875.0,280221.0,281049.0,283661.0,285984.0,287790.0,290222.0,292479.0,293331.0,294353.0,295742.0,296815.0,298006.0
8432,141532.0,141646.0,141809.0,141978.0,142344.0,143037.0,143638.0,143947.0,143951.0,143323.0,142454.0,141977.0,142688.0,142751.0,143312.0,143752.0,143993.0,143426.0
8433,226706.0,229415.0,232321.0,234879.0,236349.0,237085.0,238524.0,240448.0,241982.0,243482.0,244709.0,245218.0,246083.0,247601.0,248344.0,251102.0,253422.0,255490.0
8434,159537.0,160959.0,163050.0,165179.0,167632.0,169447.0,171823.0,173694.0,175191.0,176666.0,178755.0,179523.0,179881.0,180908.0,181722.0,183196.0,185331.0,187204.0
8435,181209.0,183396.0,185469.0,187300.0,188946.0,189939.0,191446.0,192714.0,194164.0,195561.0,195848.0,196268.0,197081.0,198160.0,198926.0,200490.0,202251.0,203484.0
9301,378597.0,381332.0,382766.0,383433.0,384858.0,385753.0,388335.0,391606.0,394931.0,397362.0,400492.0,401780.0,403844.0,406652.0,409639.0,411067.0,414016.0,418158.0
9302,34015.0,34281.0,34514.0,34597.0,34752.0,35021.0,35631.0,35540.0,35752.0,35673.0,35266.0,34898.0,34200.0,34280.0,33576.0,33304.0,33484.0,34129.0
9303,112231.0,115225.0,117310.0,120201.0,122198.0,123356.0,125342.0,127677.0,129549.0,131251.0,132812.0,133155.0,133988.0,134870.0,136262.0,137469.0,139160.0,141835.0
9304,421119.0,424336.0,428638.0,428732.0,428344.0,430364.0,432132.0,433539.0,433204.0,432370.0,432237.0,432118.0,430810.0,434029.0,434292.0,435050.0,437995.0,446421.0
9305,87632.0,89396.0,90422.0,91247.0,91800.0,92070.0,92270.0,92681.0,93211.0,93649.0,93741.0,94184.0,94986.0,95883.0,96773.0,98307.0,98399.0,99500.0
9306,119566.0,120566.0,121303.0,121509.0,122692.0,123815.0,123220.0,124072.0,124952.0,126582.0,126355.0,126228.0,125502.0,125908.0,125414.0,125072.0,125253.0,125027.0
9307,79677.0,79824.0,80407.0,81078.0,81145.0,81284.0,81296.0,81126.0,80972.0,80975.0,81233.0,81732.0,81466.0,81420.0,81802.0,82290.0,83162.0,83850.0
9308,106779.0,107827.0,108269.0,109304.0,110196.0,112680.0,113833.0,116281.0,117631.0,118167.0,118056.0,117598.0,117775.0,118542.0,119459.0,121112.0,123890.0,125287.0
9309,105869.0,107471.0,107095.0,108308.0,107291.0,107409.0,108282.0,109132.0,110439.0,111616.0,113023.0,112850.0,114939.0,116346.0,116916.0,118584.0,121659.0,124070.0
9310,95277.0,96773.0,98283.0,99876.0,100872.0,102272.0,102605.0,102420.0,102807.0,103945.0,104566.0,105118.0,105259.0,105766.0,105878.0,106537.0,107024.0,108143.0
9311,81145.0,82773.0,84328.0,85330.0,86207.0,86961.0,87434.0,88385.0,88341.0,88521.0,89139.0,90021.0,90504.0,90758.0,91637.0,91899.0,92316.0,92710.0
9312,1182737.0,1198814.0,1201316.0,1200234.0,1200966.0,1201193.0,1203757.0,1206886.0,1212110.0,1216950.0,1217160.0,1219590.0,1227640.0,1232793.0,1234706.0,1241462.0,1249025.0,1260826.0
9313,290859.0,293025.0,295115.0,296750.0,299083.0,300996.0,303954.0,306217.0,309418.0,311540.0,312970.0,313844.0,315296.0,316263.0,316841.0,317327.0,318177.0,319013.0
9314,80210.0,82047.0,82831.0,82700.0,81439.0,81403.0,81427.0,80479.0,81538.0,81071.0,81781.0,81760.0,83062.0,83039.0,83043.0,81593.0,81167.0,80492.0
