ZE2020,year,month,sitadel_monthly_surface_autorisee,sitadel_monthly_surface_commencee
5205,2015,12,8757,578
5206,2015,12,6924,4811
5207,2015,12,4436,2696
5208,2015,12,3907,3134
5209,2015,12,5387,1227
5210,2015,12,14139,19741
5211,2015,12,4843,1760
5212,2015,12,12749,1206
5213,2015,12,7335,222
5214,2015,12,613,498
5215,2015,12,5408,4545
5216,2015,12,135378,28107
5217,2015,12,2867,2813
5218,2015,12,2371,1450
5219,2015,12,917,1020
5220,2015,12,6249,1785
5221,2015,12,7,827
5301,2015,12,4381,929
5302,2015,12,23840,7872
5303,2015,12,3776,2962
5304,2015,12,2631,1335
5305,2015,12,7403,4195
5306,2015,12,1936,2059
5307,2015,12,13,2363
5308,2015,12,4268,1538
5309,2015,12,4866,1812
5310,2015,12,15027,7928
5311,2015,12,6658,2219
5312,2015,12,18225,13209
5313,2015,12,6211,3617
5314,2015,12,1238,1626
5315,2015,12,32619,13331
5316,2015,12,2955,15897
5317,2015,12,6788,229
5318,2015,12,8971,1255
5319,2015,12,5836,2419
7501,2015,12,5043,1186
7502,2015,12,13871,3748
7503,2015,12,20193,9405
7504,2015,12,6591,1556
7505,2015,12,41921,61587
7506,2015,12,11359,4248
7507,2015,12,3768,1000
7508,2015,12,971,2034
7509,2015,12,7257,1901
7510,2015,12,16077,3965
7511,2015,12,8619,1500
7512,2015,12,11412,1111
7513,2015,12,4854,3838
7514,2015,12,15439,1311
7515,2015,12,1291,120
7516,2015,12,54381,1022
7517,2015,12,5082,3813
7518,2015,12,14571,15767
7519,2015,12,5660,7095
7520,2015,12,5878,10128
7521,2015,12,4659,3008
7522,2015,12,10501,4015
7523,2015,12,4467,4126
7524,2015,12,10266,4449
7525,2015,12,588,165
7526,2015,12,5366,1104
7527,2015,12,7819,2754
7528,2015,12,4421,1576
7529,2015,12,950,1129
7530,2015,12,1023,714
7531,2015,12,5818,2095
7532,2015,12,19255,65
7601,2015,12,869,103
7602,2015,12,10575,4832
7603,2015,12,7993,1304
7604,2015,12,10034,9110
7605,2015,12,2171,145
7606,2015,12,6578,3491
7607,2015,12,5362,943
7608,2015,12,8118,54
7609,2015,12,2389,3196
7610,2015,12,3387,1337
7611,2015,12,14116,15042
7612,2015,12,6433,1154
7613,2015,12,2335,4281
7614,2015,12,6408,3405
7615,2015,12,6780,10074
7616,2015,12,10362,12870
7617,2015,12,3220,1042
7618,2015,12,4227,8729
7619,2015,12,1237,758
7620,2015,12,81560,90553
7621,2015,12,9373,13001
7622,2015,12,1886,1830
7623,2015,12,1295,115
7624,2015,12,11031,774
7625,2015,12,93942,27922
8401,2015,12,14865,6059
8402,2015,12,1809,3633
8403,2015,12,6219,3469
8404,2015,12,263,0
8405,2015,12,76181,2159
8406,2015,12,6868,30204
8407,2015,12,19088,7514
8408,2015,12,23834,9613
8409,2015,12,15391,4030
8410,2015,12,6519,4448
8411,2015,12,210,3334
8412,2015,12,2444,2130
8413,2015,12,4355,1718
8414,2015,12,3627,0
8415,2015,12,4014,106
8416,2015,12,17062,5463
8417,2015,12,8621,939
8418,2015,12,273,1218
8419,2015,12,6982,5270
8420,2015,12,3232,2355
8421,2015,12,92085,46045
8422,2015,12,3919,4951
8423,2015,12,2589,935
8424,2015,12,4712,2544
8425,2015,12,1212,553
8426,2015,12,1345,88
8427,2015,12,694,3939
8428,2015,12,9234,5959
8429,2015,12,2081,4551
8430,2015,12,3448,1102
8431,2015,12,8131,15873
8432,2015,12,3572,4811
8433,2015,12,5867,17095
8434,2015,12,3583,73
8435,2015,12,6940,3300
9301,2015,12,32394,35488
9302,2015,12,475,130
9303,2015,12,4207,2617
9304,2015,12,10990,507
9305,2015,12,2509,349
9306,2015,12,1134,547
9307,2015,12,362,111
9308,2015,12,9023,674
9309,2015,12,7398,2574
9310,2015,12,3415,3984
9311,2015,12,1068,651
9312,2015,12,23199,2674
9313,2015,12,6727,8985
9314,2015,12,772,119
9315,2015,12,3174,6666
9316,2015,12,2670,373
9317,2015,12,705,571
9318,2015,12,10742,1497
9401,2015,12,16577,345
9402,2015,12,2987,179
9403,2015,12,530,0
9404,2015,12,29,49
9405,2015,12,6661,665
9406,2015,12,790,167
9407,2015,12,610,50
0051,2016,1,6505,4609
0052,2016,1,4425,1036
0053,2016,1,18809,1958
0054,2016,1,64279,4508
0055,2016,1,23745,878
0056,2016,1,1779,4466
0057,2016,1,1390,8901
0058,2016,1,397,2022
0059,2016,1,22906,5914
0060,2016,1,5928,3097
0061,2016,1,0,973
0062,2016,1,3265,1450
0063,2016,1,10297,9040
0064,2016,1,6348,2982
0101,2016,1,0,0
0102,2016,1,496,439
0103,2016,1,0,0
0104,2016,1,4531,2806
0105,2016,1,712,69
0201,2016,1,1134,0
0202,2016,1,5890,1910
0203,2016,1,260,126
0204,2016,1,9600,0
0205,2016,1,1492,0
0206,2016,1,11224,0
0301,2016,1,434,917
0302,2016,1,0,0
0303,2016,1,490,0
0401,2016,1,2515,669
0402,2016,1,6134,6052
0403,2016,1,23706,203
0404,2016,1,5384,1952
0601,2016,1,765,49
1101,2016,1,14518,78446
1102,2016,1,4088,872
1103,2016,1,0,1376
1104,2016,1,4987,106419
1105,2016,1,26374,2658
1106,2016,1,6725,13848
1107,2016,1,2064,1005
1108,2016,1,1662,1557
1109,2016,1,119026,268766
1110,2016,1,1096,2494
1111,2016,1,3891,90
1112,2016,1,165542,2188
1113,2016,1,1967,25226
1114,2016,1,2522,1888
1115,2016,1,17764,14059
2401,2016,1,2658,603
2402,2016,1,4096,2769
2403,2016,1,3632,11180
2404,2016,1,152,2709
2405,2016,1,5149,11445
2406,2016,1,3676,9853
2407,2016,1,2969,0
2408,2016,1,1631,870
2409,2016,1,2083,745
2410,2016,1,22259,7011
2411,2016,1,652,3808
2412,2016,1,1708,552
2413,2016,1,8894,8517
2414,2016,1,1196,268
2415,2016,1,1337,1421
2701,2016,1,2826,0
2702,2016,1,4919,3259
2703,2016,1,2024,1571
2704,2016,1,1888,2013
2705,2016,1,2670,1258
2706,2016,1,6807,11129
2707,2016,1,36659,6237
2708,2016,1,3751,6202
2709,2016,1,4380,2917
2710,2016,1,39,9664
2711,2016,1,11256,12808
2712,2016,1,889,1343
2713,2016,1,6277,6487
2714,2016,1,11648,2417
2715,2016,1,5161,8324
2716,2016,1,4564,656
2717,2016,1,974,1303
2718,2016,1,9296,4770
2801,2016,1,1048,2707
2802,2016,1,5807,2623
2803,2016,1,3671,295
2804,2016,1,17704,12233
2805,2016,1,4901,7396
2806,2016,1,2997,6427
2807,2016,1,6204,5882
2808,2016,1,15778,2093
2809,2016,1,4577,3572
2810,2016,1,4830,5009
2811,2016,1,2676,395
2812,2016,1,2132,1603
2813,2016,1,36455,12117
2814,2016,1,2622,3401
2815,2016,1,13594,24497
2816,2016,1,9801,21042
2817,2016,1,103,260
2818,2016,1,203,25086
2819,2016,1,6174,1385
3201,2016,1,2419,21720
3202,2016,1,13748,9848
3203,2016,1,5620,6821
3204,2016,1,5596,8525
3205,2016,1,7451,3304
3206,2016,1,1109,2381
3207,2016,1,9622,1141
3208,2016,1,11194,5376
3209,2016,1,1311,602
3210,2016,1,6853,933
3211,2016,1,84648,6081
3212,2016,1,2902,8285
3213,2016,1,4754,1161
3214,2016,1,1780,1663
3215,2016,1,17388,15847
3216,2016,1,22159,6538
3217,2016,1,4780,1872
3218,2016,1,65114,68046
3219,2016,1,1012,4287
3220,2016,1,16942,1810
3221,2016,1,213,983
3222,2016,1,55156,26214
4401,2016,1,8914,589
4402,2016,1,1236,6345
4403,2016,1,3493,7785
4404,2016,1,2978,7093
4405,2016,1,9770,4759
4406,2016,1,36227,7126
4407,2016,1,9514,2625
4408,2016,1,2025,0
4409,2016,1,8093,2922
4410,2016,1,3236,4370
4411,2016,1,18961,2508
4412,2016,1,10856,10836
4413,2016,1,3031,21460
4414,2016,1,2369,756
4415,2016,1,1243,1237
4416,2016,1,2325,3497
4417,2016,1,1895,310
4418,2016,1,382,1224
4419,2016,1,7073,6577
4420,2016,1,1383,672
4421,2016,1,3465,3933
4422,2016,1,20006,2527
4423,2016,1,39106,12515
4424,2016,1,5959,2222
4425,2016,1,6849,3555
4426,2016,1,0,1288
4427,2016,1,2869,3494
5201,2016,1,347,2821
5202,2016,1,17636,12473
5203,2016,1,8740,5479
5204,2016,1,1017,1417
5205,2016,1,4367,4996
5206,2016,1,4899,6236
5207,2016,1,18248,4895
5208,2016,1,1689,990
5209,2016,1,882,806
5210,2016,1,20686,4193
5211,2016,1,2427,11953
5212,2016,1,5425,13148
5213,2016,1,11226,8104
5214,2016,1,987,501
5215,2016,1,3038,4540
5216,2016,1,102981,74933
5217,2016,1,3557,250
5218,2016,1,2172,2452
5219,2016,1,3806,22924
5220,2016,1,3288,1358
5221,2016,1,64,2298
5301,2016,1,823,1480
5302,2016,1,51805,21676
5303,2016,1,14137,4359
5304,2016,1,28841,3909
5305,2016,1,9134,8528
5306,2016,1,3587,5078
5307,2016,1,9007,8837
5308,2016,1,4485,6381
5309,2016,1,11203,4602
5310,2016,1,26523,16229
5311,2016,1,5048,2737
5312,2016,1,7846,7185
5313,2016,1,5726,5884
5314,2016,1,1363,1029
5315,2016,1,15839,33553
5316,2016,1,9647,2311
5317,2016,1,5142,2350
5318,2016,1,13757,27857
5319,2016,1,2391,6201
7501,2016,1,31799,969
7502,2016,1,9645,7434
7503,2016,1,18921,6342
7504,2016,1,1348,10520
7505,2016,1,41189,23789
7506,2016,1,8587,11703
7507,2016,1,1864,3927
7508,2016,1,3095,1480
7509,2016,1,15192,12736
7510,2016,1,14320,1193
7511,2016,1,1327,8706
7512,2016,1,3801,7953
7513,2016,1,35802,2717
7514,2016,1,5218,5021
7515,2016,1,3730,891
7516,2016,1,7343,6620
7517,2016,1,10865,6023
7518,2016,1,1785,29732
7519,2016,1,4682,6097
7520,2016,1,5155,9483
7521,2016,1,2558,3485
7522,2016,1,14005,14409
7523,2016,1,4721,1591
7524,2016,1,11835,13582
7525,2016,1,9272,1601
7526,2016,1,3710,654
7527,2016,1,2638,1606
7528,2016,1,10379,7422
7529,2016,1,1924,5246
7530,2016,1,22921,3407
7531,2016,1,7326,4378
7532,2016,1,1854,2183
7601,2016,1,14491,186
7602,2016,1,8726,23567
7603,2016,1,1282,2350
7604,2016,1,6682,5189
7605,2016,1,457,0
7606,2016,1,9132,6063
7607,2016,1,1859,1603
7608,2016,1,2922,3294
7609,2016,1,5501,10673
7610,2016,1,12927,6738
7611,2016,1,5350,6551
7612,2016,1,4036,4156
7613,2016,1,6699,2100
7614,2016,1,5163,1019
7615,2016,1,9869,2839
7616,2016,1,12772,35175
7617,2016,1,6608,8908
7618,2016,1,6136,3195
7619,2016,1,4693,1553
7620,2016,1,5606,24761
7621,2016,1,4252,8516
7622,2016,1,3462,1235
7623,2016,1,1263,1095
7624,2016,1,4162,9733
7625,2016,1,35188,115928
8401,2016,1,4107,6608
8402,2016,1,3489,2941
8403,2016,1,14880,6366
8404,2016,1,437,775
8405,2016,1,4306,7206
8406,2016,1,5293,1324
8407,2016,1,14907,4711
8408,2016,1,24694,13991
8409,2016,1,46120,10849
8410,2016,1,6192,792
8411,2016,1,966,9
8412,2016,1,3448,3937
8413,2016,1,3847,1458
8414,2016,1,6170,1592
8415,2016,1,438,4238
8416,2016,1,15013,8077
8417,2016,1,2975,2239
8418,2016,1,1161,4362
8419,2016,1,10947,14681
8420,2016,1,10066,1988
8421,2016,1,22861,34873
8422,2016,1,10051,5072
8423,2016,1,3941,4692
8424,2016,1,5159,3811
8425,2016,1,9,395
8426,2016,1,2230,3692
8427,2016,1,3784,3545
8428,2016,1,6098,6175
8429,2016,1,5645,7596
8430,2016,1,3586,1619
8431,2016,1,13614,10848
8432,2016,1,5460,2642
8433,2016,1,9853,43358
8434,2016,1,5976,1281
8435,2016,1,9267,2736
9301,2016,1,6054,4057
9302,2016,1,256,291
9303,2016,1,1146,2004
9304,2016,1,2956,4138
9305,2016,1,3470,18649
9306,2016,1,667,1347
9307,2016,1,1606,1745
9308,2016,1,379,446
9309,2016,1,753,6115
9310,2016,1,4995,3549
9311,2016,1,16340,1430
9312,2016,1,27855,18899
9313,2016,1,17225,19032
9314,2016,1,65,304
9315,2016,1,1459,4103
9316,2016,1,1558,185
9317,2016,1,838,5286
9318,2016,1,10648,7328
9401,2016,1,2502,5101
9402,2016,1,54,970
9403,2016,1,55,2180
9404,2016,1,70,725
9405,2016,1,1360,523
9406,2016,1,0,790
9407,2016,1,2416,0
0051,2016,2,6103,2471
0052,2016,2,3146,591
0053,2016,2,29075,6497
0054,2016,2,1759,2180
0055,2016,2,5640,2675
0056,2016,2,2489,264
0057,2016,2,1477,534
0058,2016,2,2697,338
0059,2016,2,6145,1126
0060,2016,2,6685,1514
0061,2016,2,30,87
0062,2016,2,2763,2863
0063,2016,2,9689,4265
0064,2016,2,1468,1534
0101,2016,2,514,0
0102,2016,2,259,91
0103,2016,2,0,0
0104,2016,2,9216,2312
0105,2016,2,468,0
0201,2016,2,974,5227
0202,2016,2,2119,179
0203,2016,2,0,0
0204,2016,2,0,0
0205,2016,2,0,0
0206,2016,2,20,0
0301,2016,2,0,333
0302,2016,2,216,0
0303,2016,2,156,0
0401,2016,2,3977,1514
0402,2016,2,3914,2197
0403,2016,2,843,2825
0404,2016,2,2793,4834
0601,2016,2,3350,1564
1101,2016,2,14462,10852
1102,2016,2,394,0
1103,2016,2,277,1257
1104,2016,2,6838,5678
1105,2016,2,431,3308
1106,2016,2,9154,13830
1107,2016,2,472,6982
1108,2016,2,7994,184
1109,2016,2,173960,74045
1110,2016,2,0,936
1111,2016,2,608,1760
1112,2016,2,31598,20489
1113,2016,2,25491,97144
1114,2016,2,4104,4523
1115,2016,2,11962,60160
2401,2016,2,2572,3937
2402,2016,2,12516,2842
2403,2016,2,15623,5295
2404,2016,2,1087,1619
2405,2016,2,12220,4188
2406,2016,2,1335,1037
2407,2016,2,3206,625
2408,2016,2,961,566
2409,2016,2,5442,4658
2410,2016,2,15384,9705
2411,2016,2,134,575
2412,2016,2,692,412
2413,2016,2,9521,7637
2414,2016,2,845,2865
2415,2016,2,113,0
2701,2016,2,623,2839
2702,2016,2,11759,5822
2703,2016,2,130,2406
2704,2016,2,2192,1530
2705,2016,2,2590,1859
2706,2016,2,2657,2952
2707,2016,2,1871,6172
2708,2016,2,2247,3500
2709,2016,2,1930,4231
2710,2016,2,1167,3679
2711,2016,2,26730,7167
2712,2016,2,4521,2168
2713,2016,2,7705,2796
2714,2016,2,1730,3771
2715,2016,2,10010,2717
2716,2016,2,631,2248
2717,2016,2,3920,540
2718,2016,2,2271,2726
2801,2016,2,4643,3436
2802,2016,2,5652,2583
2803,2016,2,272,1487
2804,2016,2,5913,9957
2805,2016,2,1537,2953
2806,2016,2,2116,557
2807,2016,2,4192,2827
2808,2016,2,30601,2357
2809,2016,2,5653,693
2810,2016,2,2029,544
2811,2016,2,1446,2841
2812,2016,2,5562,0
2813,2016,2,2053,4145
2814,2016,2,18175,7082
2815,2016,2,16725,14487
2816,2016,2,3544,10818
2817,2016,2,3765,575
2818,2016,2,848,1284
2819,2016,2,5016,4096
3201,2016,2,3157,4714
3202,2016,2,36888,12138
3203,2016,2,9722,6398
3204,2016,2,10067,494
3205,2016,2,12926,6580
3206,2016,2,12867,693
3207,2016,2,6528,5400
3208,2016,2,1391,2628
3209,2016,2,1333,420
3210,2016,2,6233,3290
3211,2016,2,8690,1549
3212,2016,2,6846,1354
3213,2016,2,6659,3352
3214,2016,2,4177,479
3215,2016,2,11824,3627
3216,2016,2,30500,13657
3217,2016,2,9574,7159
3218,2016,2,10257,3258
3219,2016,2,97284,2962
3220,2016,2,8057,5878
3221,2016,2,76597,1041
3222,2016,2,7451,1343
4401,2016,2,3374,496
4402,2016,2,3205,3130
4403,2016,2,10610,3111
4404,2016,2,7741,11618
4405,2016,2,22435,8950
4406,2016,2,1597,3077
4407,2016,2,4141,4914
4408,2016,2,17,0
4409,2016,2,12010,11469
4410,2016,2,15686,8141
4411,2016,2,10989,14755
4412,2016,2,17773,13033
4413,2016,2,38938,8398
4414,2016,2,1014,606
4415,2016,2,1708,5277
4416,2016,2,390,2917
4417,2016,2,2750,270
4418,2016,2,6716,6260
4419,2016,2,3595,131
4420,2016,2,1552,7320
4421,2016,2,4212,2396
4422,2016,2,3376,767
4423,2016,2,65179,38777
4424,2016,2,9648,2785
4425,2016,2,8615,3878
4426,2016,2,640,291
4427,2016,2,599,1007
5201,2016,2,2940,2264
5202,2016,2,26963,5591
5203,2016,2,12444,11793
5204,2016,2,7626,3434
5205,2016,2,2960,3471
5206,2016,2,15180,10193
5207,2016,2,12823,1887
5208,2016,2,3442,2747
5209,2016,2,687,1320
5210,2016,2,10288,14781
5211,2016,2,31503,17308
5212,2016,2,4654,20840
5213,2016,2,24454,8718
5214,2016,2,715,1949
5215,2016,2,13194,2514
5216,2016,2,108812,49854
5217,2016,2,12280,969
5218,2016,2,3956,500
5219,2016,2,3190,3801
5220,2016,2,1126,13833
5221,2016,2,2873,4517
5301,2016,2,2665,2241
5302,2016,2,39965,7951
5303,2016,2,10218,4105
5304,2016,2,9451,1281
5305,2016,2,7567,795
5306,2016,2,782,2430
5307,2016,2,3256,2845
5308,2016,2,3130,708
5309,2016,2,5347,7184
5310,2016,2,44933,5842
5311,2016,2,10556,3134
5312,2016,2,21472,3944
5313,2016,2,11582,16500
5314,2016,2,462,796
5315,2016,2,81347,28739
5316,2016,2,6371,2231
5317,2016,2,3047,7569
5318,2016,2,8712,3565
5319,2016,2,86,240
7501,2016,2,19254,2348
7502,2016,2,4952,2861
7503,2016,2,6043,6221
7504,2016,2,12188,2374
7505,2016,2,70788,34403
7506,2016,2,13181,11860
7507,2016,2,22069,967
7508,2016,2,1270,124
7509,2016,2,12759,2786
7510,2016,2,7117,13027
7511,2016,2,2672,1708
7512,2016,2,3557,5413
7513,2016,2,2220,2325
7514,2016,2,4049,5298
7515,2016,2,7688,5172
7516,2016,2,7541,3203
7517,2016,2,10634,14247
7518,2016,2,3809,9771
7519,2016,2,6145,7484
7520,2016,2,8040,4971
7521,2016,2,2259,6101
7522,2016,2,10261,6372
7523,2016,2,1259,5067
7524,2016,2,5748,12389
7525,2016,2,254,1449
7526,2016,2,11090,1517
7527,2016,2,3777,618
7528,2016,2,4978,37629
7529,2016,2,1727,2276
7530,2016,2,834,680
7531,2016,2,5430,2519
7532,2016,2,5044,390
7601,2016,2,3612,1688
7602,2016,2,24180,10671
7603,2016,2,5024,1417
7604,2016,2,9130,5171
7605,2016,2,6367,675
7606,2016,2,4299,4194
7607,2016,2,975,1309
7608,2016,2,2811,2447
7609,2016,2,1814,799
7610,2016,2,9119,3443
7611,2016,2,2192,2841
7612,2016,2,10532,2095
7613,2016,2,11345,6942
7614,2016,2,8097,2707
7615,2016,2,929,16303
7616,2016,2,15622,39955
7617,2016,2,27256,6257
7618,2016,2,1994,5954
7619,2016,2,1835,345
7620,2016,2,31532,10619
7621,2016,2,17204,19338
7622,2016,2,2444,11456
7623,2016,2,133,1049
7624,2016,2,3585,8022
7625,2016,2,76864,43365
8401,2016,2,3478,4261
8402,2016,2,6656,3517
8403,2016,2,6000,2941
8404,2016,2,115,1968
8405,2016,2,8836,5394
8406,2016,2,79734,32874
8407,2016,2,8383,8712
8408,2016,2,6432,4103
8409,2016,2,24479,5759
8410,2016,2,3043,3514
8411,2016,2,1007,30
8412,2016,2,3880,3379
8413,2016,2,1840,3909
8414,2016,2,37601,4727
8415,2016,2,15273,11654
8416,2016,2,9546,8533
8417,2016,2,3341,2236
8418,2016,2,181,454
8419,2016,2,8870,9198
8420,2016,2,4016,6896
8421,2016,2,34132,19989
8422,2016,2,8087,846
8423,2016,2,4028,1830
8424,2016,2,3204,3532
8425,2016,2,0,2260
8426,2016,2,3333,433
8427,2016,2,4399,1222
8428,2016,2,14663,8228
8429,2016,2,7070,3557
8430,2016,2,949,728
8431,2016,2,26510,8723
8432,2016,2,9374,3633
8433,2016,2,20392,6228
8434,2016,2,936,1848
8435,2016,2,4092,1841
9301,2016,2,12028,4003
9302,2016,2,4167,0
9303,2016,2,11484,3883
9304,2016,2,16810,3906
9305,2016,2,374,408
9306,2016,2,7439,1683
9307,2016,2,6886,1340
9308,2016,2,3220,1605
9309,2016,2,4368,0
9310,2016,2,10344,2414
9311,2016,2,1034,1350
9312,2016,2,12986,4413
9313,2016,2,681,31811
9314,2016,2,0,169
9315,2016,2,2902,1455
9316,2016,2,1366,10582
9317,2016,2,587,527
9318,2016,2,4129,3597
9401,2016,2,6283,1193
9402,2016,2,405,673
9403,2016,2,1356,460
9404,2016,2,2386,70
9405,2016,2,824,536
9406,2016,2,239,684
9407,2016,2,415,0
0051,2016,3,6606,8214
0052,2016,3,18718,2308
0053,2016,3,9046,26869
0054,2016,3,7050,96535
0055,2016,3,9634,2740
0056,2016,3,5290,1004
0057,2016,3,4501,1494
0058,2016,3,5363,798
0059,2016,3,12547,8636
0060,2016,3,9242,14239
0061,2016,3,3598,0
0062,2016,3,17135,5403
0063,2016,3,17798,4056
0064,2016,3,5588,2766
0101,2016,3,183,0
0102,2016,3,976,392
0103,2016,3,375,0
0104,2016,3,3945,4623
0105,2016,3,81,3876
0201,2016,3,126,0
0202,2016,3,374,2909
0203,2016,3,0,0
0204,2016,3,175,0
0205,2016,3,0,0
0206,2016,3,342,0
0301,2016,3,0,64
0302,2016,3,1058,0
0303,2016,3,0,0
0401,2016,3,2070,18858
0402,2016,3,419,28633
0403,2016,3,13772,33515
0404,2016,3,10408,58399
0601,2016,3,15668,4121
1101,2016,3,8272,10473
1102,2016,3,977,371
1103,2016,3,8200,200
1104,2016,3,58350,5123
1105,2016,3,6427,244
1106,2016,3,5718,13320
1107,2016,3,1182,3528
1108,2016,3,1152,1683
1109,2016,3,105020,70079
1110,2016,3,1082,863
1111,2016,3,5048,426
1112,2016,3,11954,7448
1113,2016,3,19863,18532
1114,2016,3,6679,1431
1115,2016,3,26128,3289
2401,2016,3,3541,4965
2402,2016,3,3034,2753
2403,2016,3,15322,3633
2404,2016,3,3207,302
2405,2016,3,6280,19395
2406,2016,3,1379,0
2407,2016,3,2140,551
2408,2016,3,2183,0
2409,2016,3,2486,11025
2410,2016,3,12145,40176
2411,2016,3,374,207
2412,2016,3,2833,134
2413,2016,3,27845,5306
2414,2016,3,2788,1052
2415,2016,3,2157,293
2701,2016,3,1229,1376
2702,2016,3,3977,5342
2703,2016,3,1442,126
2704,2016,3,3613,3090
2705,2016,3,13134,1048
2706,2016,3,21370,6110
2707,2016,3,6710,13160
2708,2016,3,2864,1638
2709,2016,3,10776,668
2710,2016,3,645,2053
2711,2016,3,13966,17722
2712,2016,3,620,347
2713,2016,3,18073,5829
2714,2016,3,6514,1693
2715,2016,3,20192,1074
2716,2016,3,2755,1484
2717,2016,3,2652,104
2718,2016,3,2290,4419
2801,2016,3,2886,651
2802,2016,3,7672,4003
2803,2016,3,1603,6103
2804,2016,3,6433,8496
2805,2016,3,473,3890
2806,2016,3,5950,3970
2807,2016,3,7151,1802
2808,2016,3,3724,1593
2809,2016,3,25491,2306
2810,2016,3,3508,1361
2811,2016,3,4293,1607
2812,2016,3,1568,2463
2813,2016,3,10767,4678
2814,2016,3,5922,4191
2815,2016,3,18134,10400
2816,2016,3,6215,2001
2817,2016,3,2352,1888
2818,2016,3,2660,188
2819,2016,3,5300,292
3201,2016,3,4545,1797
3202,2016,3,14859,6520
3203,2016,3,5538,4363
3204,2016,3,5731,1092
3205,2016,3,6370,2804
3206,2016,3,7132,556
3207,2016,3,1029,4886
3208,2016,3,3125,4309
3209,2016,3,4067,1563
3210,2016,3,9490,1563
3211,2016,3,9302,118
3212,2016,3,3535,2966
3213,2016,3,31995,1863
3214,2016,3,2607,1224
3215,2016,3,6517,9521
3216,2016,3,16400,17769
3217,2016,3,2683,5056
3218,2016,3,7651,1709
3219,2016,3,9751,3391
3220,2016,3,10504,11963
3221,2016,3,6332,5306
3222,2016,3,11254,1057
4401,2016,3,355,257
4402,2016,3,4954,7956
4403,2016,3,3720,15227
4404,2016,3,3393,5764
4405,2016,3,1140,707
4406,2016,3,6509,2857
4407,2016,3,1456,6996
4408,2016,3,1487,47
4409,2016,3,4143,4200
4410,2016,3,10930,3032
4411,2016,3,36854,6251
4412,2016,3,11751,5030
4413,2016,3,3203,57385
4414,2016,3,1466,6333
4415,2016,3,3055,4577
4416,2016,3,836,2501
4417,2016,3,1549,3824
4418,2016,3,1758,1212
4419,2016,3,1848,16863
4420,2016,3,3530,1310
4421,2016,3,1006,610
4422,2016,3,2453,3010
4423,2016,3,32784,7034
4424,2016,3,5115,1061
4425,2016,3,7354,18780
4426,2016,3,9008,579
4427,2016,3,4287,7983
5201,2016,3,6244,1953
5202,2016,3,7549,12409
5203,2016,3,3996,10292
5204,2016,3,5645,247
5205,2016,3,2820,13654
5206,2016,3,3419,6154
5207,2016,3,10446,3493
5208,2016,3,9375,2609
5209,2016,3,2931,43
5210,2016,3,7765,4600
5211,2016,3,12684,3411
5212,2016,3,14653,14525
5213,2016,3,4259,8183
5214,2016,3,1218,2328
5215,2016,3,7135,11345
5216,2016,3,210750,83142
5217,2016,3,13226,2041
5218,2016,3,15838,996
5219,2016,3,7906,52295
5220,2016,3,5678,6505
5221,2016,3,4971,3017
5301,2016,3,1406,2955
5302,2016,3,13082,9239
5303,2016,3,8896,30897
5304,2016,3,5895,3791
5305,2016,3,29079,4505
5306,2016,3,6840,6503
5307,2016,3,7892,5511
5308,2016,3,1912,1497
5309,2016,3,9166,865
5310,2016,3,50096,52038
5311,2016,3,9709,5780
5312,2016,3,6139,8783
5313,2016,3,17052,13517
5314,2016,3,4447,1291
5315,2016,3,50079,17679
5316,2016,3,12207,4903
5317,2016,3,7192,3101
5318,2016,3,14478,12408
5319,2016,3,31714,5798
7501,2016,3,15964,2057
7502,2016,3,8458,30851
7503,2016,3,9917,6560
7504,2016,3,4725,1750
7505,2016,3,55994,30964
7506,2016,3,22669,5304
7507,2016,3,6951,58
7508,2016,3,4087,403
7509,2016,3,10276,6067
7510,2016,3,5802,34532
7511,2016,3,3132,1638
7512,2016,3,2227,8728
7513,2016,3,8057,1668
7514,2016,3,5501,691
7515,2016,3,8538,1744
7516,2016,3,3751,1826
7517,2016,3,46259,3125
7518,2016,3,2640,964
7519,2016,3,3257,7441
7520,2016,3,16829,6561
7521,2016,3,5091,2761
7522,2016,3,14014,10401
7523,2016,3,3242,2221
7524,2016,3,8806,5333
7525,2016,3,4067,666
7526,2016,3,2483,5130
7527,2016,3,7643,4147
7528,2016,3,5196,4787
7529,2016,3,3170,1216
7530,2016,3,3881,530
7531,2016,3,15798,1073
7532,2016,3,1184,2477
7601,2016,3,1266,1066
7602,2016,3,24727,10376
7603,2016,3,6433,3592
7604,2016,3,15094,8719
7605,2016,3,1231,1443
7606,2016,3,16239,16549
7607,2016,3,5012,1980
7608,2016,3,4669,2030
7609,2016,3,1710,4320
7610,2016,3,14581,3305
7611,2016,3,1422,11947
7612,2016,3,12665,3274
7613,2016,3,20674,7700
7614,2016,3,4127,6429
7615,2016,3,20201,4475
7616,2016,3,13895,35186
7617,2016,3,3461,2107
7618,2016,3,3487,2814
7619,2016,3,158,1329
7620,2016,3,22683,31336
7621,2016,3,21855,12283
7622,2016,3,3274,4788
7623,2016,3,10070,3049
7624,2016,3,8221,2473
7625,2016,3,54502,57276
8401,2016,3,9726,5091
8402,2016,3,3862,1527
8403,2016,3,14075,6251
8404,2016,3,573,544
8405,2016,3,17950,14705
8406,2016,3,12123,6164
8407,2016,3,9019,2190
8408,2016,3,40345,7388
8409,2016,3,30182,12321
8410,2016,3,4655,1686
8411,2016,3,275,306
8412,2016,3,4092,4595
