ZE2020,year,month,sitadel_monthly_surface_autorisee,sitadel_monthly_surface_commencee
4410,2017,10,18345,17695
4411,2017,10,12025,2446
4412,2017,10,33443,10146
4413,2017,10,16059,10271
4414,2017,10,5088,1999
4415,2017,10,7584,2444
4416,2017,10,1530,1030
4417,2017,10,890,1950
4418,2017,10,6904,2938
4419,2017,10,4214,710
4420,2017,10,3916,8370
4421,2017,10,17114,2147
4422,2017,10,231,640
4423,2017,10,32894,17466
4424,2017,10,11605,5984
4425,2017,10,11330,6187
4426,2017,10,2683,1876
4427,2017,10,1293,23244
5201,2017,10,4129,4991
5202,2017,10,9740,21616
5203,2017,10,6114,35444
5204,2017,10,7119,33
5205,2017,10,20724,2788
5206,2017,10,7130,14670
5207,2017,10,23621,1925
5208,2017,10,717,1983
5209,2017,10,10353,4597
5210,2017,10,32581,16694
5211,2017,10,22060,7842
5212,2017,10,39938,8852
5213,2017,10,19926,16367
5214,2017,10,30058,2933
5215,2017,10,5298,11635
5216,2017,10,35516,164297
5217,2017,10,2937,11842
5218,2017,10,1403,4943
5219,2017,10,9656,24091
5220,2017,10,26823,3140
5221,2017,10,1204,8084
5301,2017,10,10937,3334
5302,2017,10,42730,13919
5303,2017,10,7615,5283
5304,2017,10,4163,398
5305,2017,10,2629,3664
5306,2017,10,14597,8495
5307,2017,10,6975,5248
5308,2017,10,3802,3313
5309,2017,10,7033,2331
5310,2017,10,18932,3415
5311,2017,10,22914,20613
5312,2017,10,14693,4269
5313,2017,10,9646,15187
5314,2017,10,4898,2655
5315,2017,10,53999,27867
5316,2017,10,9724,5402
5317,2017,10,4003,7725
5318,2017,10,14844,6880
5319,2017,10,13293,4401
7501,2017,10,1035,2586
7502,2017,10,11496,6619
7503,2017,10,12501,10335
7504,2017,10,27196,6258
7505,2017,10,63647,14690
7506,2017,10,13221,2885
7507,2017,10,743,1488
7508,2017,10,2868,529
7509,2017,10,8679,2882
7510,2017,10,8338,5976
7511,2017,10,3763,2814
7512,2017,10,19796,3327
7513,2017,10,5152,7333
7514,2017,10,1465,14521
7515,2017,10,338,1198
7516,2017,10,2759,113
7517,2017,10,12248,8893
7518,2017,10,6795,6996
7519,2017,10,10424,7751
7520,2017,10,8069,2984
7521,2017,10,5949,2641
7522,2017,10,9079,10466
7523,2017,10,8958,1686
7524,2017,10,8058,9633
7525,2017,10,2188,10134
7526,2017,10,3814,1026
7527,2017,10,7371,3771
7528,2017,10,11745,1226
7529,2017,10,1622,606
7530,2017,10,739,84
7531,2017,10,2142,4969
7532,2017,10,20793,319
7601,2017,10,562,633
7602,2017,10,10105,8807
7603,2017,10,4761,1234
7604,2017,10,9172,3579
7605,2017,10,1165,983
7606,2017,10,60531,8200
7607,2017,10,22900,1966
7608,2017,10,10941,2066
7609,2017,10,8868,1362
7610,2017,10,3252,3565
7611,2017,10,7441,1543
7612,2017,10,4118,3128
7613,2017,10,14734,9449
7614,2017,10,11357,2928
7615,2017,10,8089,5806
7616,2017,10,130224,14683
7617,2017,10,4703,2467
7618,2017,10,8203,9716
7619,2017,10,6903,5572
7620,2017,10,13971,32705
7621,2017,10,8925,5939
7622,2017,10,6132,954
7623,2017,10,1364,879
7624,2017,10,8921,2839
7625,2017,10,94327,54544
8401,2017,10,11668,5140
8402,2017,10,9737,1193
8403,2017,10,6031,13700
8404,2017,10,3730,275
8405,2017,10,9277,6072
8406,2017,10,29950,2848
8407,2017,10,23989,8582
8408,2017,10,17268,25525
8409,2017,10,63356,11880
8410,2017,10,1330,4577
8411,2017,10,5348,2290
8412,2017,10,2248,1962
8413,2017,10,11793,28506
8414,2017,10,1383,1362
8415,2017,10,10336,4048
8416,2017,10,17421,23281
8417,2017,10,4378,4210
8418,2017,10,4338,127
8419,2017,10,4708,11787
8420,2017,10,11697,6031
8421,2017,10,88349,54355
8422,2017,10,5021,1573
8423,2017,10,4160,1514
8424,2017,10,3485,5244
8425,2017,10,17772,14922
8426,2017,10,11799,5314
8427,2017,10,13547,576
8428,2017,10,43761,19056
8429,2017,10,10442,8430
8430,2017,10,5625,1678
8431,2017,10,38517,14947
8432,2017,10,3644,2204
8433,2017,10,7487,14275
8434,2017,10,3628,3701
8435,2017,10,6209,4372
9301,2017,10,11448,6259
9302,2017,10,2362,2022
9303,2017,10,1299,8938
9304,2017,10,6197,1846
9305,2017,10,4793,8004
9306,2017,10,4322,3086
9307,2017,10,4981,1857
9308,2017,10,2090,5981
9309,2017,10,2768,1405
9310,2017,10,9645,2786
9311,2017,10,5475,914
9312,2017,10,48591,10718
9313,2017,10,5735,1070
9314,2017,10,540,0
9315,2017,10,9439,20923
9316,2017,10,2883,830
9317,2017,10,842,4595
9318,2017,10,23214,4105
9401,2017,10,1723,1910
9402,2017,10,6222,1020
9403,2017,10,2127,263
9404,2017,10,538,559
9405,2017,10,1199,220
9406,2017,10,5148,669
9407,2017,10,490,0
0051,2017,11,3682,10050
0052,2017,11,53633,10604
0053,2017,11,8070,14962
0054,2017,11,3650,3677
0055,2017,11,3416,329
0056,2017,11,215,2163
0057,2017,11,919,949
0058,2017,11,1787,1268
0059,2017,11,5889,4641
0060,2017,11,3157,4679
0061,2017,11,1398,1312
0062,2017,11,4079,5179
0063,2017,11,5506,2766
0064,2017,11,1645,3129
0101,2017,11,645,0
0102,2017,11,13405,0
0103,2017,11,7768,104
0104,2017,11,5407,1305
0105,2017,11,400,37
0201,2017,11,27,0
0202,2017,11,1189,1147
0203,2017,11,0,0
0204,2017,11,0,0
0205,2017,11,0,0
0206,2017,11,516,417
0301,2017,11,11525,663
0302,2017,11,333,0
0303,2017,11,0,0
0401,2017,11,551,470
0402,2017,11,14464,1988
0403,2017,11,21833,10281
0404,2017,11,21037,7195
0601,2017,11,1089,1036
1101,2017,11,5467,51515
1102,2017,11,17022,306
1103,2017,11,2701,503
1104,2017,11,18868,9466
1105,2017,11,817,847
1106,2017,11,3350,3816
1107,2017,11,7349,508
1108,2017,11,4297,912
1109,2017,11,216289,203842
1110,2017,11,1023,604
1111,2017,11,4329,347
1112,2017,11,30247,5466
1113,2017,11,14456,3266
1114,2017,11,48012,5014
1115,2017,11,17617,14818
2401,2017,11,45126,38256
2402,2017,11,4736,1433
2403,2017,11,3787,5928
2404,2017,11,2128,118
2405,2017,11,5392,4240
2406,2017,11,989,2206
2407,2017,11,555,3784
2408,2017,11,696,2201
2409,2017,11,2332,4166
2410,2017,11,12911,6489
2411,2017,11,1100,1412
2412,2017,11,2553,2888
2413,2017,11,7792,11641
2414,2017,11,2251,1804
2415,2017,11,54,1043
2701,2017,11,433,748
2702,2017,11,4011,1665
2703,2017,11,226,3228
2704,2017,11,3160,2122
2705,2017,11,8532,3494
2706,2017,11,14012,10155
2707,2017,11,5805,2076
2708,2017,11,3539,3125
2709,2017,11,2105,2936
2710,2017,11,47,8229
2711,2017,11,18760,6693
2712,2017,11,1798,6429
2713,2017,11,8699,1763
2714,2017,11,6772,2439
2715,2017,11,3505,13539
2716,2017,11,625,1314
2717,2017,11,2612,4627
2718,2017,11,6591,3842
2801,2017,11,3536,1513
2802,2017,11,7060,4172
2803,2017,11,7991,1649
2804,2017,11,21924,18854
2805,2017,11,19102,5443
2806,2017,11,351,2264
2807,2017,11,3644,5759
2808,2017,11,1863,5374
2809,2017,11,11705,7912
2810,2017,11,4133,2304
2811,2017,11,4471,667
2812,2017,11,1978,619
2813,2017,11,30195,3478
2814,2017,11,4764,1550
2815,2017,11,76134,9237
2816,2017,11,3151,3160
2817,2017,11,3715,449
2818,2017,11,1101,3291
2819,2017,11,1850,21385
3201,2017,11,9177,5983
3202,2017,11,32075,10026
3203,2017,11,3802,11954
3204,2017,11,3617,3097
3205,2017,11,9977,2470
3206,2017,11,974,948
3207,2017,11,4588,4337
3208,2017,11,3411,6667
3209,2017,11,0,1587
3210,2017,11,1575,6320
3211,2017,11,402,9394
3212,2017,11,3726,1681
3213,2017,11,19215,3741
3214,2017,11,5747,419
3215,2017,11,15189,31691
3216,2017,11,64965,21374
3217,2017,11,20187,3946
3218,2017,11,16927,1841
3219,2017,11,6715,3231
3220,2017,11,9161,9977
3221,2017,11,54175,8079
3222,2017,11,11158,11250
4401,2017,11,3821,5877
4402,2017,11,6221,679
4403,2017,11,18250,2574
4404,2017,11,8539,9212
4405,2017,11,11664,1280
4406,2017,11,9659,780
4407,2017,11,10396,16043
4408,2017,11,3933,131
4409,2017,11,4686,4196
4410,2017,11,12975,5386
4411,2017,11,58060,10262
4412,2017,11,12996,22795
4413,2017,11,16975,143620
4414,2017,11,603,378
4415,2017,11,10470,1740
4416,2017,11,6971,1777
4417,2017,11,428,773
4418,2017,11,6136,9492
4419,2017,11,2512,373
4420,2017,11,5750,9107
4421,2017,11,17659,3919
4422,2017,11,2093,1528
4423,2017,11,37762,13373
4424,2017,11,3183,3945
4425,2017,11,13195,11515
4426,2017,11,11757,1419
4427,2017,11,3588,6016
5201,2017,11,50924,719
5202,2017,11,38926,29648
5203,2017,11,9929,11030
5204,2017,11,755,1432
5205,2017,11,3128,3912
5206,2017,11,12398,14489
5207,2017,11,9022,4456
5208,2017,11,1127,1234
5209,2017,11,322,3956
5210,2017,11,14886,20127
5211,2017,11,16515,5959
5212,2017,11,23581,3173
5213,2017,11,9517,22993
5214,2017,11,7177,172
5215,2017,11,1443,2024
5216,2017,11,61049,42601
5217,2017,11,2557,4832
5218,2017,11,267,3218
5219,2017,11,8508,2021
5220,2017,11,6543,10340
5221,2017,11,2912,5531
5301,2017,11,6448,357
5302,2017,11,18246,16624
5303,2017,11,17043,1420
5304,2017,11,8887,4263
5305,2017,11,8494,1028
5306,2017,11,5251,6840
5307,2017,11,10230,2202
5308,2017,11,5862,2320
5309,2017,11,34682,9424
5310,2017,11,6457,13377
5311,2017,11,11457,4783
5312,2017,11,5607,2791
5313,2017,11,6749,14739
5314,2017,11,1295,1189
5315,2017,11,58621,18612
5316,2017,11,5270,2986
5317,2017,11,5729,1779
5318,2017,11,10000,7171
5319,2017,11,6054,2774
7501,2017,11,14809,7278
7502,2017,11,2971,6412
7503,2017,11,7086,6931
7504,2017,11,5998,1933
7505,2017,11,49966,52521
7506,2017,11,5320,14266
7507,2017,11,53033,13666
7508,2017,11,580,1718
7509,2017,11,3035,3495
7510,2017,11,8986,3784
7511,2017,11,9184,6980
7512,2017,11,12076,9977
7513,2017,11,6229,5872
7514,2017,11,5219,3832
7515,2017,11,1286,2902
7516,2017,11,13871,4370
7517,2017,11,2642,9471
7518,2017,11,433,3848
7519,2017,11,36608,6079
7520,2017,11,8229,9711
7521,2017,11,2181,493
7522,2017,11,11931,6112
7523,2017,11,8151,11960
7524,2017,11,10375,3685
7525,2017,11,867,3684
7526,2017,11,2748,2964
7527,2017,11,2384,4131
7528,2017,11,4530,2007
7529,2017,11,1738,4263
7530,2017,11,3091,662
7531,2017,11,5002,1599
7532,2017,11,1134,3291
7601,2017,11,2238,2102
7602,2017,11,12525,13553
7603,2017,11,5338,8939
7604,2017,11,6109,10844
7605,2017,11,5459,1056
7606,2017,11,13061,3650
7607,2017,11,4027,3135
7608,2017,11,65236,23371
7609,2017,11,2470,8735
7610,2017,11,6519,3269
7611,2017,11,3175,3003
7612,2017,11,7037,4601
7613,2017,11,5623,4401
7614,2017,11,5053,1720
7615,2017,11,8343,6181
7616,2017,11,19678,25760
7617,2017,11,2218,3596
7618,2017,11,56532,4391
7619,2017,11,1680,259
7620,2017,11,9034,13075
7621,2017,11,9950,10142
7622,2017,11,6780,2427
7623,2017,11,3599,711
7624,2017,11,7883,16226
7625,2017,11,65333,30515
8401,2017,11,8194,7632
8402,2017,11,7736,6389
8403,2017,11,10548,11530
8404,2017,11,26,224
8405,2017,11,3729,590
8406,2017,11,3801,9721
8407,2017,11,15818,3597
8408,2017,11,23886,7044
8409,2017,11,18243,11809
8410,2017,11,3037,12164
8411,2017,11,1271,305
8412,2017,11,1803,904
8413,2017,11,35536,10470
8414,2017,11,8572,10470
8415,2017,11,472,6801
8416,2017,11,8945,18390
8417,2017,11,2295,1248
8418,2017,11,4644,800
8419,2017,11,2834,4522
8420,2017,11,5025,11149
8421,2017,11,77804,122603
8422,2017,11,12727,2464
8423,2017,11,2184,2070
8424,2017,11,3971,3809
8425,2017,11,557,2369
8426,2017,11,685,5634
8427,2017,11,446,846
8428,2017,11,15079,8796
8429,2017,11,6518,4471
8430,2017,11,2002,135
8431,2017,11,17462,21983
8432,2017,11,4351,4287
8433,2017,11,41517,6483
8434,2017,11,11154,10360
8435,2017,11,4985,2404
9301,2017,11,18956,8908
9302,2017,11,5149,381
9303,2017,11,5688,919
9304,2017,11,16079,9432
9305,2017,11,1991,1920
9306,2017,11,3654,3324
9307,2017,11,2814,740
9308,2017,11,207,759
9309,2017,11,8609,1890
9310,2017,11,10660,4563
9311,2017,11,1978,5975
9312,2017,11,10880,7121
9313,2017,11,9924,11562
9314,2017,11,1258,212
9315,2017,11,5129,13205
9316,2017,11,932,4395
9317,2017,11,2101,196
9318,2017,11,8089,12165
9401,2017,11,4729,3949
9402,2017,11,13022,2550
9403,2017,11,370,665
9404,2017,11,1789,0
9405,2017,11,803,318
9406,2017,11,4256,0
9407,2017,11,792,0
0051,2017,12,3146,2830
0052,2017,12,6269,2994
0053,2017,12,2593,8297
0054,2017,12,2123,6120
0055,2017,12,1562,1983
0056,2017,12,716,1122
0057,2017,12,30582,0
0058,2017,12,875,501
0059,2017,12,11969,1880
0060,2017,12,5911,543
0061,2017,12,6580,533
0062,2017,12,580,4730
0063,2017,12,7657,11290
0064,2017,12,872,1435
0101,2017,12,1725,0
0102,2017,12,103,587
0103,2017,12,38,95
0104,2017,12,12961,1906
0105,2017,12,0,0
0201,2017,12,1591,0
0202,2017,12,2984,6464
0203,2017,12,0,0
0204,2017,12,753,0
0205,2017,12,17,3115
0206,2017,12,0,796
0301,2017,12,0,801
0302,2017,12,0,291
0303,2017,12,0,0
0401,2017,12,1631,523
0402,2017,12,1193,6168
0403,2017,12,44915,0
0404,2017,12,12564,11216
0601,2017,12,17664,95
1101,2017,12,2956,8307
1102,2017,12,1870,0
1103,2017,12,401,1075
1104,2017,12,18494,26437
1105,2017,12,23243,100
1106,2017,12,9053,2625
1107,2017,12,5261,5225
1108,2017,12,11816,4164
1109,2017,12,156887,227207
1110,2017,12,238,269
1111,2017,12,3097,0
1112,2017,12,6876,36513
1113,2017,12,13444,4280
1114,2017,12,5673,8458
1115,2017,12,43475,32181
2401,2017,12,19897,1742
2402,2017,12,2678,1917
2403,2017,12,19032,3230
2404,2017,12,1604,1228
2405,2017,12,10024,10260
2406,2017,12,19432,1148
2407,2017,12,24,53819
2408,2017,12,27,134
2409,2017,12,1674,1860
2410,2017,12,7250,5941
2411,2017,12,798,3273
2412,2017,12,1031,360
2413,2017,12,11969,2126
2414,2017,12,2735,2029
2415,2017,12,90,227
2701,2017,12,394,1474
2702,2017,12,2200,4021
2703,2017,12,1838,1113
2704,2017,12,2440,1047
2705,2017,12,3283,1940
2706,2017,12,18913,6507
2707,2017,12,4165,2731
2708,2017,12,13986,6401
2709,2017,12,2040,3461
2710,2017,12,2146,3034
2711,2017,12,30716,15656
2712,2017,12,4733,1156
2713,2017,12,13994,8723
2714,2017,12,3710,13107
2715,2017,12,6872,6241
2716,2017,12,241,0
2717,2017,12,2257,3124
2718,2017,12,2587,759
2801,2017,12,1148,2535
2802,2017,12,4276,5472
2803,2017,12,10774,789
2804,2017,12,54122,8228
2805,2017,12,25218,9165
2806,2017,12,4393,0
2807,2017,12,4051,1757
2808,2017,12,2209,226
2809,2017,12,11117,3321
2810,2017,12,113,1028
2811,2017,12,2536,2499
2812,2017,12,2186,0
2813,2017,12,5375,15061
2814,2017,12,3539,542
2815,2017,12,34179,25971
2816,2017,12,6274,75
2817,2017,12,10830,0
2818,2017,12,4634,824
2819,2017,12,3527,788
3201,2017,12,1419,2505
3202,2017,12,11131,9702
3203,2017,12,895,3054
3204,2017,12,4637,1118
3205,2017,12,4439,6227
3206,2017,12,39600,576
3207,2017,12,800,1157
3208,2017,12,3750,2092
3209,2017,12,562,146
3210,2017,12,3642,2325
3211,2017,12,2309,60796
3212,2017,12,6507,26640
3213,2017,12,15242,23167
3214,2017,12,4250,777
3215,2017,12,9036,3434
3216,2017,12,31948,11504
3217,2017,12,15582,2453
3218,2017,12,10909,20488
3219,2017,12,3282,1143
3220,2017,12,10831,4841
3221,2017,12,647,7317
3222,2017,12,17990,2413
4401,2017,12,365,601
4402,2017,12,2312,14617
4403,2017,12,3956,2582
4404,2017,12,1697,5572
4405,2017,12,2699,1314
4406,2017,12,1020,3136
4407,2017,12,6863,1537
4408,2017,12,624,0
4409,2017,12,6266,8148
4410,2017,12,17342,3702
4411,2017,12,7736,11521
4412,2017,12,14901,31920
4413,2017,12,12568,6482
4414,2017,12,6514,649
4415,2017,12,995,2318
4416,2017,12,7218,4355
4417,2017,12,798,327
4418,2017,12,9510,2394
4419,2017,12,1660,5251
4420,2017,12,1206,3271
4421,2017,12,7532,930
4422,2017,12,33240,4196
4423,2017,12,14393,11443
4424,2017,12,3407,2179
4425,2017,12,3194,5969
4426,2017,12,2569,1161
4427,2017,12,5170,1436
5201,2017,12,1269,1819
5202,2017,12,14628,11637
5203,2017,12,2339,643
5204,2017,12,3785,1519
5205,2017,12,1095,7414
5206,2017,12,20892,8453
5207,2017,12,2046,11015
5208,2017,12,534,2169
5209,2017,12,769,1640
5210,2017,12,17807,14044
5211,2017,12,15948,10863
5212,2017,12,25333,9223
5213,2017,12,10700,4808
5214,2017,12,1527,3036
5215,2017,12,2989,1863
5216,2017,12,120928,55902
5217,2017,12,1942,763
5218,2017,12,9602,1776
5219,2017,12,6046,6221
5220,2017,12,44563,39063
5221,2017,12,6521,1190
5301,2017,12,1864,486
5302,2017,12,18253,7091
5303,2017,12,1908,4037
5304,2017,12,1626,99
5305,2017,12,881,44
5306,2017,12,1526,531
5307,2017,12,4631,9820
5308,2017,12,9592,1255
5309,2017,12,4952,3528
5310,2017,12,7238,2037
5311,2017,12,4031,1188
5312,2017,12,55092,6692
5313,2017,12,21659,7680
5314,2017,12,7805,551
5315,2017,12,24627,25477
5316,2017,12,13435,4984
5317,2017,12,2014,2410
5318,2017,12,10337,7244
5319,2017,12,7429,2373
7501,2017,12,33914,462
7502,2017,12,14213,20184
7503,2017,12,17872,7655
7504,2017,12,2312,1119
7505,2017,12,61648,14209
7506,2017,12,9838,5900
7507,2017,12,1654,4254
7508,2017,12,3623,1300
7509,2017,12,2687,7061
7510,2017,12,5674,3736
7511,2017,12,8359,3820
7512,2017,12,16121,2432
7513,2017,12,3520,2165
7514,2017,12,1740,1858
7515,2017,12,535,1588
7516,2017,12,17253,3796
7517,2017,12,3651,4309
7518,2017,12,14045,1471
7519,2017,12,5441,2969
7520,2017,12,10490,8423
7521,2017,12,2107,1945
7522,2017,12,29301,6350
7523,2017,12,4603,1587
7524,2017,12,18449,1540
7525,2017,12,2822,15
7526,2017,12,1851,1173
7527,2017,12,1364,828
7528,2017,12,299,2153
7529,2017,12,3651,3078
7530,2017,12,150,686
7531,2017,12,4107,668
7532,2017,12,3147,3029
7601,2017,12,3993,934
7602,2017,12,21332,4583
7603,2017,12,10273,9580
7604,2017,12,11469,2641
7605,2017,12,506,617
7606,2017,12,3249,10410
7607,2017,12,3651,2441
7608,2017,12,6706,839
7609,2017,12,6305,5883
7610,2017,12,6415,10626
7611,2017,12,7425,1177
7612,2017,12,2787,4247
7613,2017,12,7142,10487
7614,2017,12,10162,1807
7615,2017,12,13510,4809
7616,2017,12,41153,29060
7617,2017,12,2223,1290
7618,2017,12,12158,9086
7619,2017,12,2772,1386
7620,2017,12,10993,6009
7621,2017,12,11222,3386
7622,2017,12,814,2821
7623,2017,12,1773,3593
7624,2017,12,12413,5521
7625,2017,12,48238,70368
8401,2017,12,5595,1662
8402,2017,12,9385,5827
8403,2017,12,6306,11575
8404,2017,12,387,335
8405,2017,12,129385,56524
8406,2017,12,15989,24990
8407,2017,12,5335,2656
8408,2017,12,39142,9942
8409,2017,12,80834,16851
8410,2017,12,6549,660
8411,2017,12,840,3892
8412,2017,12,4313,1693
8413,2017,12,3998,6048
8414,2017,12,10419,97
8415,2017,12,1730,2348
8416,2017,12,12988,3717
8417,2017,12,2141,2351
8418,2017,12,21110,1940
8419,2017,12,5160,1056
8420,2017,12,2887,4071
8421,2017,12,124188,94689
8422,2017,12,515,2263
8423,2017,12,3139,2787
8424,2017,12,5715,3641
8425,2017,12,98,0
8426,2017,12,7790,4487
8427,2017,12,4584,5184
8428,2017,12,26942,13981
8429,2017,12,6541,2837
8430,2017,12,411,3451
8431,2017,12,8133,7795
8432,2017,12,12883,1688
8433,2017,12,6580,2657
8434,2017,12,2462,1263
8435,2017,12,13873,4198
9301,2017,12,31019,7889
9302,2017,12,2440,616
9303,2017,12,5889,19195
9304,2017,12,3446,3301
9305,2017,12,7300,1156
9306,2017,12,7208,1523
9307,2017,12,1817,345
9308,2017,12,1701,450
9309,2017,12,942,632
9310,2017,12,7670,749
9311,2017,12,4203,752
9312,2017,12,55414,12376
9313,2017,12,57107,3386
9314,2017,12,4723,0
9315,2017,12,22660,39967
9316,2017,12,1037,131
9317,2017,12,94,0
9318,2017,12,4760,10891
9401,2017,12,1533,1549
9402,2017,12,1182,861
9403,2017,12,38,54
9404,2017,12,370,860
9405,2017,12,100,227
9406,2017,12,441,150
9407,2017,12,0,665
0051,2018,1,6078,3004
0052,2018,1,15857,39374
0053,2018,1,1926,3590
0054,2018,1,2122,12085
0055,2018,1,2048,430
0056,2018,1,2878,807
0057,2018,1,3096,1677
0058,2018,1,6612,7395
0059,2018,1,9922,471
0060,2018,1,7054,5141
0061,2018,1,1388,366
0062,2018,1,1252,1430
0063,2018,1,8356,2750
0064,2018,1,880,2114
0101,2018,1,0,0
0102,2018,1,11409,0
0103,2018,1,0,610
0104,2018,1,8880,568
0105,2018,1,2351,2040
0201,2018,1,23,0
0202,2018,1,1031,1704
0203,2018,1,0,0
0204,2018,1,0,0
0205,2018,1,3,0
0206,2018,1,1584,150
0301,2018,1,781,0
0302,2018,1,1227,291
0303,2018,1,0,0
0401,2018,1,2943,3709
0402,2018,1,26773,8531
0403,2018,1,2351,348
0404,2018,1,13646,1751
0601,2018,1,2272,3172
1101,2018,1,17162,5712
1102,2018,1,1010,967
1103,2018,1,584,226
1104,2018,1,9999,78362
1105,2018,1,6151,534
1106,2018,1,19975,9157
1107,2018,1,6973,2876
1108,2018,1,3786,308
1109,2018,1,257611,121020
1110,2018,1,459,700
1111,2018,1,2670,487
1112,2018,1,17158,52574
1113,2018,1,29072,12171
1114,2018,1,7059,22344
1115,2018,1,4414,13729
2401,2018,1,5522,5798
2402,2018,1,11637,2440
2403,2018,1,8803,1242
2404,2018,1,4521,3100
2405,2018,1,6426,6638
2406,2018,1,558,0
2407,2018,1,6704,950
2408,2018,1,7356,162
2409,2018,1,6428,9883
2410,2018,1,50320,6282
2411,2018,1,7351,2673
2412,2018,1,7548,2428
2413,2018,1,24648,20531
2414,2018,1,1866,535
2415,2018,1,992,109
2701,2018,1,1986,918
2702,2018,1,10805,3709
2703,2018,1,1233,392
2704,2018,1,4570,105
2705,2018,1,8923,2111
2706,2018,1,23822,12739
2707,2018,1,7718,16854
2708,2018,1,9455,10665
2709,2018,1,8607,8439
2710,2018,1,3489,2070
2711,2018,1,16117,6726
2712,2018,1,151,488
2713,2018,1,5478,9962
2714,2018,1,5161,262
2715,2018,1,8594,4468
2716,2018,1,417,2374
2717,2018,1,329,587
2718,2018,1,9274,870
2801,2018,1,2415,180
2802,2018,1,3542,3319
2803,2018,1,2629,6697
2804,2018,1,5963,12380
2805,2018,1,10779,3742
2806,2018,1,2736,5802
2807,2018,1,1435,1257
2808,2018,1,5166,1723
2809,2018,1,5150,2038
2810,2018,1,183,2999
2811,2018,1,3347,5769
2812,2018,1,4714,4125
2813,2018,1,15445,59070
2814,2018,1,25766,8114
2815,2018,1,54191,34223
2816,2018,1,6246,20095
2817,2018,1,5150,995
2818,2018,1,4523,340
2819,2018,1,7133,1071
3201,2018,1,5160,154
3202,2018,1,27416,17743
3203,2018,1,75742,1241
3204,2018,1,7826,5677
3205,2018,1,3380,3197
3206,2018,1,4907,1718
3207,2018,1,3643,14209
3208,2018,1,24938,5979
3209,2018,1,4138,62
3210,2018,1,2085,4318
3211,2018,1,1809,455
3212,2018,1,3180,6487
3213,2018,1,5227,1786
3214,2018,1,267,56
3215,2018,1,15544,40968
3216,2018,1,48951,13772
3217,2018,1,4125,5752
3218,2018,1,10170,23494
3219,2018,1,6527,3436
3220,2018,1,8756,6555
3221,2018,1,797,3963
3222,2018,1,1713,14267
4401,2018,1,5642,458
4402,2018,1,19521,1938
4403,2018,1,4325,2044
4404,2018,1,10630,10966
4405,2018,1,15272,2019
4406,2018,1,3646,2851
4407,2018,1,6104,4087
4408,2018,1,3567,3293
4409,2018,1,17360,12892
4410,2018,1,13186,17211
4411,2018,1,10579,20850
4412,2018,1,11112,8151
4413,2018,1,3430,8939
4414,2018,1,1572,292
4415,2018,1,774,3850
4416,2018,1,36,0
4417,2018,1,522,881
4418,2018,1,1187,1577
4419,2018,1,4860,1999
4420,2018,1,2610,1188
4421,2018,1,6420,2493
4422,2018,1,4754,1292
4423,2018,1,47947,20203
4424,2018,1,7704,2917
4425,2018,1,9408,4081
4426,2018,1,2693,1575
4427,2018,1,2807,757
5201,2018,1,3696,17251
5202,2018,1,57694,8380
5203,2018,1,129264,4932
5204,2018,1,4209,2584
5205,2018,1,677,990
5206,2018,1,18139,10501
5207,2018,1,10141,4219
5208,2018,1,7178,4458
5209,2018,1,2437,2170
5210,2018,1,41894,20755
5211,2018,1,11240,10252
5212,2018,1,18979,9654
5213,2018,1,16687,8325
5214,2018,1,8971,2251
5215,2018,1,3977,2342
5216,2018,1,43077,42730
5217,2018,1,34817,1054
5218,2018,1,171,4771
5219,2018,1,6621,9605
5220,2018,1,44787,847
5221,2018,1,3397,1810
5301,2018,1,1163,925
5302,2018,1,21809,9546
5303,2018,1,17776,3315
5304,2018,1,8053,4494
5305,2018,1,10828,4455
5306,2018,1,2522,636
5307,2018,1,4068,2141
5308,2018,1,4736,7126
5309,2018,1,8357,304
5310,2018,1,7870,16233
5311,2018,1,3958,2501
5312,2018,1,22915,7142
5313,2018,1,11812,11351
5314,2018,1,1958,1314
5315,2018,1,53211,39529
5316,2018,1,6562,5726
5317,2018,1,5976,933
5318,2018,1,7966,11878
5319,2018,1,8940,5998
7501,2018,1,29687,2446
7502,2018,1,7892,2975
7503,2018,1,9386,10011
7504,2018,1,1897,1360
7505,2018,1,55981,68245
7506,2018,1,6964,7496
7507,2018,1,3114,10899
7508,2018,1,348,744
7509,2018,1,4129,4238
7510,2018,1,12705,4728
7511,2018,1,6465,4716
7512,2018,1,2692,4880
7513,2018,1,8542,5424
7514,2018,1,3418,6037
7515,2018,1,1682,1950
7516,2018,1,13557,3742
7517,2018,1,10526,6090
7518,2018,1,651,26196
7519,2018,1,5209,5450
7520,2018,1,10322,7829
7521,2018,1,4024,406
7522,2018,1,11285,9997
7523,2018,1,3791,1169
7524,2018,1,5960,6835
7525,2018,1,4163,1033
7526,2018,1,1184,779
7527,2018,1,8,2550
7528,2018,1,162949,1820
7529,2018,1,3564,260
7530,2018,1,1134,867
7531,2018,1,3447,3572
7532,2018,1,916,125
7601,2018,1,195,3214
7602,2018,1,22654,9645
7603,2018,1,3358,6118
7604,2018,1,15110,10686
7605,2018,1,6033,409
7606,2018,1,16303,9418
7607,2018,1,1311,3828
7608,2018,1,1653,5480
7609,2018,1,1429,834
7610,2018,1,12670,4030
7611,2018,1,1400,101
7612,2018,1,4681,1069
7613,2018,1,11970,4418
7614,2018,1,3950,3853
