codgeo,ze2020,bpe_facilities_2023_total
25453,2715,85.0
25454,2706,99.0
25455,2706,4.0
25456,2715,10.0
25457,2715,6.0
25458,2715,4.0
25459,2715,8.0
25460,2706,6.0
25461,2714,6.0
25462,2715,962.0
25463,2714,173.0
25464,2715,6.0
25465,2706,10.0
25466,2706,16.0
25467,2706,82.0
25468,2706,19.0
25469,2714,19.0
25470,2714,2.0
25471,2714,8.0
25472,2718,2.0
25473,2706,23.0
25474,2706,2.0
25475,2706,89.0
25476,2714,6.0
25477,2706,12.0
25478,2714,6.0
25479,2714,12.0
25481,2714,7.0
25482,2706,34.0
25483,2715,1.0
25485,2714,6.0
25486,2715,15.0
25487,2715,1.0
25488,2706,3.0
25489,2715,7.0
25490,2706,27.0
25491,2706,3.0
25492,2706,1.0
25493,2715,25.0
25494,2715,22.0
25495,2706,116.0
25496,2706,4.0
25497,2714,17.0
25498,2706,1.0
25499,2706,4.0
25500,2706,3.0
25501,2715,1.0
25502,2706,9.0
25503,2714,7.0
25504,2715,2.0
25505,2718,74.0
25506,2706,1.0
25507,2706,3.0
25508,2706,55.0
25510,2706,6.0
25511,2706,15.0
25512,2715,106.0
25513,2715,4.0
25514,2715,10.0
25515,2715,15.0
25516,2714,2.0
25517,2715,11.0
25518,2706,5.0
25519,2714,51.0
25520,2706,4.0
25521,2714,3.0
25522,2715,2.0
25523,2714,30.0
25524,2714,20.0
25525,2715,11.0
25526,2714,52.0
25527,2706,253.0
25528,2706,4.0
25529,2714,95.0
25532,2706,160.0
25534,2715,6.0
25535,2706,5.0
25536,2706,3.0
25537,2706,7.0
25538,2706,4.0
25539,2714,157.0
25540,2714,7.0
25541,2715,7.0
25542,2706,61.0
25544,2706,6.0
25545,2706,3.0
25546,2706,1.0
25547,2714,136.0
25548,2714,5.0
25550,2715,8.0
25551,2714,3.0
25552,2714,3.0
25553,2714,16.0
25554,2714,6.0
25555,2714,37.0
25556,2718,1.0
25557,2706,5.0
25558,2706,44.0
25559,2715,7.0
25560,2706,104.0
25561,2706,5.0
25562,2714,1.0
25563,2706,1.0
25564,2706,28.0
25565,2715,7.0
25566,2706,15.0
25567,2706,5.0
25569,2706,12.0
25570,2718,1.0
25571,2715,25.0
25572,2718,2.0
25573,2715,2.0
25574,2718,9.0
25575,2706,14.0
25578,2706,280.0
25579,2706,6.0
25580,2714,266.0
25582,2706,4.0
25583,2714,10.0
25584,2714,5.0
25586,2714,18.0
25588,2714,4.0
25589,2714,3.0
25590,2706,6.0
25591,2714,8.0
25592,2715,24.0
25594,2706,10.0
25595,2714,6.0
25596,2715,3.0
25597,2706,5.0
25598,2706,9.0
25599,2706,5.0
25600,2715,7.0
25601,2706,83.0
25602,2706,3.0
25604,2706,6.0
25605,2706,13.0
25607,2714,1.0
25608,2714,2.0
25609,2715,13.0
25611,2706,11.0
25612,2706,18.0
25613,2706,4.0
25614,2714,80.0
25615,2714,11.0
25616,2706,2.0
25617,2714,23.0
25618,2714,9.0
25619,2715,5.0
25621,2715,8.0
25622,2706,5.0
25623,2706,3.0
25624,2706,3.0
25625,2706,2.0
25626,2706,5.0
25627,2715,10.0
25629,2706,5.0
25630,2706,5.0
25631,2706,16.0
25632,2714,111.0
25633,2706,31.0
25634,2715,28.0
25635,2714,4.0
26001,8431,26.0
26002,8433,69.0
26003,8422,4.0
26004,8431,157.0
26005,8422,74.0
26006,8431,94.0
26007,8431,5.0
26008,8422,41.0
26009,8433,54.0
26010,8433,166.0
26011,8431,134.0
26012,0064,6.0
26013,0064,5.0
26014,8427,6.0
26015,8431,5.0
26016,0064,18.0
26017,8431,4.0
26018,0064,5.0
26019,8431,14.0
26020,8431,12.0
26021,8431,6.0
26022,0064,8.0
26023,8427,31.0
26024,8431,8.0
26025,8431,5.0
26026,0064,5.0
26027,8431,10.0
26028,8427,10.0
26030,8431,2.0
26031,8422,55.0
26032,8431,14.0
26033,0055,25.0
26034,8427,36.0
26035,8431,28.0
26036,8431,5.0
26037,8431,201.0
26038,8431,61.0
26039,8427,29.0
26040,8431,8.0
26041,8433,41.0
26042,8431,35.0
26043,0064,6.0
26045,8422,89.0
26046,0064,5.0
26047,8431,6.0
26048,0064,4.0
26049,8427,50.0
26050,0064,2.0
26051,8422,5.0
26052,8422,18.0
26054,0055,49.0
26055,8431,7.0
26056,8422,69.0
26057,8427,464.0
26058,8431,728.0
26059,8427,16.0
26060,8422,9.0
26061,8427,18.0
26062,8431,4.0
26063,0064,198.0
26064,8431,300.0
26065,8431,19.0
26066,8427,2.0
26067,0064,4.0
26068,8427,6.0
26069,8431,8.0
26070,0064,25.0
26071,8431,47.0
26072,8431,41.0
26073,0055,9.0
26074,8427,74.0
26075,0064,2.0
26076,8431,2.0
26077,8427,34.0
26078,8422,31.0
26079,8431,32.0
26080,8431,6.0
26081,8431,26.0
26082,0064,4.0
26083,8433,99.0
26084,8431,184.0
26085,8422,133.0
26086,8431,72.0
26087,8427,50.0
26088,8427,217.0
26089,0064,2.0
26090,8431,5.0
26091,0064,2.0
26092,8427,21.0
26093,0055,15.0
26094,8433,35.0
26095,8422,110.0
26096,8427,69.0
26097,8422,29.0
26098,8431,3.0
26099,0064,24.0
26100,8431,14.0
26101,8422,7.0
26102,8422,4.0
26103,0064,25.0
26104,0064,4.0
26105,0064,11.0
26106,8422,55.0
26107,8427,20.0
26108,8431,516.0
26110,8431,19.0
26111,8422,5.0
26112,0064,11.0
26113,8431,325.0
26114,8422,216.0
26115,8431,18.0
26116,0055,188.0
26117,8427,4.0
26118,8433,47.0
26119,8431,35.0
26121,8422,45.0
26122,8431,11.0
26123,0064,3.0
26124,8431,198.0
26125,8431,51.0
26126,0064,6.0
26127,0064,3.0
26128,8431,4.0
26129,8427,29.0
26130,0064,4.0
26131,8422,13.0
26133,8433,7.0
26134,8422,2.0
26135,0064,7.0
26136,8431,2.0
26137,8431,10.0
26138,0055,40.0
26139,8427,111.0
26140,8427,21.0
26141,8431,13.0
26142,8431,10.0
26143,8433,47.0
26144,8431,70.0
26145,0055,29.0
26146,0064,140.0
26147,0064,1.0
26148,8433,101.0
26149,8427,37.0
26150,0064,2.0
26152,8431,3.0
26153,0064,3.0
26154,0064,15.0
26155,8433,32.0
26156,8431,31.0
26157,8422,33.0
26159,8431,8.0
26160,8433,47.0
26161,0064,3.0
26162,8433,26.0
26163,8427,7.0
26164,8431,7.0
26165,8431,399.0
26166,8431,263.0
26167,8431,65.0
26168,8431,48.0
26169,8422,95.0
26170,8431,112.0
26171,8422,8.0
26172,8433,31.0
26173,8427,32.0
26174,8427,27.0
26175,8431,13.0
26176,8422,45.0
26177,8427,22.0
26178,8431,12.0
26179,8431,77.0
26180,0064,9.0
26181,0064,14.0
26182,0064,77.0
26183,8431,42.0
26185,8422,33.0
26186,8431,3.0
26188,0064,65.0
26189,0064,7.0
26190,0064,3.0
26191,8422,123.0
26192,0064,8.0
26193,0064,63.0
26194,8427,16.0
26195,8431,5.0
26196,8431,59.0
26197,8431,174.0
26198,8422,2184.0
26199,0064,3.0
26200,0064,2.0
26201,0064,3.0
26202,8422,21.0
26203,0064,12.0
26204,8431,7.0
26205,8431,7.0
26206,8431,136.0
26207,8427,22.0
26208,8431,79.0
26209,0064,1.0
26210,8427,38.0
26211,0055,55.0
26212,8431,52.0
26213,8433,20.0
26214,8422,7.0
26215,0064,42.0
26216,8433,33.0
26217,8427,6.0
26218,8427,177.0
26220,0064,461.0
26221,8431,6.0
26222,8422,3.0
26223,8427,19.0
26224,8431,7.0
26225,8427,19.0
26226,0064,10.0
26227,0064,1.0
26228,8431,5.0
26229,0064,5.0
26231,8427,99.0
26232,8431,25.0
26233,0064,10.0
26234,8431,33.0
26235,0055,635.0
26236,0064,14.0
26238,0064,12.0
26239,0064,8.0
26240,8431,8.0
26241,8422,12.0
26242,0064,6.0
26243,8422,52.0
26244,0064,4.0
26245,0064,4.0
26246,8431,3.0
26247,8433,7.0
26248,8431,9.0
26249,8422,40.0
26250,8431,161.0
26251,8422,26.0
26252,8431,429.0
26253,8431,6.0
26254,8431,3.0
26255,8431,2.0
26256,0064,7.0
26257,8422,14.0
26258,8422,43.0
26259,8433,9.0
26261,0055,20.0
26262,8431,35.0
26263,0064,7.0
26264,0064,33.0
26266,8431,3.0
26267,0064,2.0
26268,8422,6.0
26269,0064,3.0
26270,8427,3.0
26271,8431,128.0
26272,8422,15.0
26273,8427,29.0
26274,8431,2.0
26275,0055,62.0
26276,8422,15.0
26277,8431,5.0
26278,0064,16.0
26279,0064,3.0
26281,8427,1746.0
26282,8431,10.0
26283,0064,4.0
26284,0055,14.0
26285,0064,8.0
26286,0064,2.0
26287,8422,23.0
26288,0064,24.0
26289,8431,96.0
26290,8427,31.0
26291,8431,5.0
26292,0064,13.0
26293,8433,10.0
26294,8427,19.0
26295,8433,52.0
26296,8431,5.0
26298,8427,16.0
26299,8431,5.0
26300,8431,4.0
26301,8427,218.0
26302,8427,20.0
26303,0064,3.0
26304,0064,8.0
26305,8422,39.0
26306,0064,29.0
26307,8427,160.0
26308,8431,8.0
26309,8427,17.0
26310,8427,9.0
26311,8427,81.0
26312,8422,50.0
26313,8431,307.0
26314,8433,14.0
26315,8427,26.0
26316,8427,5.0
26317,0064,39.0
26318,0064,4.0
26319,8427,14.0
26320,8427,37.0
26321,8431,20.0
26322,0064,20.0
26323,8427,111.0
26324,0055,376.0
26325,8433,308.0
26326,0055,51.0
26327,8431,5.0
26328,8431,4.0
26329,0064,6.0
26330,8433,96.0
26331,8427,20.0
26332,8433,63.0
26333,8433,238.0
26334,8422,7.0
26335,0064,7.0
26336,8431,47.0
26337,8422,80.0
26338,8422,87.0
26339,8422,57.0
26340,0064,39.0
26341,8433,28.0
26342,0055,8.0
26343,8422,2.0
26344,8431,15.0
26345,0055,96.0
26346,8431,7.0
26347,8431,300.0
26348,0064,84.0
26349,8433,15.0
26350,8422,5.0
26351,8422,3.0
26352,8422,8.0
26353,8422,35.0
26355,8427,15.0
26356,8422,3.0
26357,0064,115.0
26358,8431,53.0
26359,8431,2.0
26360,0055,42.0
26361,8431,17.0
26362,8431,3328.0
26363,0064,1.0
26364,8427,25.0
26365,8431,23.0
26367,0064,27.0
26368,8431,21.0
26369,0064,10.0
26370,0064,5.0
26372,0064,3.0
26373,8422,16.0
26374,0064,1.0
26375,0064,2.0
26376,0064,8.0
26377,0064,50.0
26378,0064,2.0
26379,8427,25.0
26380,8431,23.0
26381,8427,28.0
26382,8431,16.0
27001,2803,17.0
27002,0057,19.0
27003,2808,69.0
27004,2808,11.0
27005,2817,36.0
27006,2811,5.0
27008,2815,61.0
27009,2812,14.0
27010,2817,5.0
27011,2815,46.0
27012,2815,9.0
27013,2815,14.0
27014,2808,13.0
27015,2815,19.0
27016,2817,331.0
27017,2808,48.0
27018,2811,18.0
27019,2812,10.0
27020,2808,32.0
27021,2811,6.0
27022,2817,138.0
27023,2808,20.0
27025,2808,25.0
27026,2817,16.0
27027,2808,11.0
27028,2803,9.0
27031,2808,20.0
27032,2808,32.0
27033,2808,6.0
27034,2817,20.0
27035,2811,2.0
27036,2808,18.0
27037,2803,29.0
27038,2808,20.0
27039,2815,18.0
27040,2808,9.0
27042,2803,6.0
27043,2808,10.0
27044,2808,15.0
27045,2817,19.0
27046,2803,5.0
27047,2808,9.0
27048,2817,5.0
27049,2803,165.0
27050,2803,13.0
27051,2803,144.0
27052,2803,22.0
27053,2815,5.0
27054,2808,16.0
27055,2808,9.0
27056,2803,550.0
27057,2808,7.0
27059,2817,10.0
27061,2803,8.0
27062,2815,42.0
27063,2808,6.0
27064,2811,14.0
27065,2811,241.0
27066,2817,8.0
27067,2817,53.0
27068,2808,5.0
27069,2812,14.0
27070,2817,37.0
27071,2811,6.0
27072,2817,20.0
27073,0057,38.0
27074,2803,7.0
27075,2808,11.0
27076,2808,12.0
27077,2815,29.0
27078,2808,5.0
27079,2803,14.0
27081,2808,4.0
27082,2808,61.0
27083,2815,4.0
27085,2815,36.0
27089,2815,20.0
27090,2815,100.0
27091,2815,25.0
27094,2817,2.0
27095,2803,17.0
27096,2812,7.0
27097,2817,18.0
27098,2817,5.0
27099,2808,13.0
27100,2811,36.0
27101,2811,11.0
27102,2811,17.0
27103,2811,223.0
27104,2815,21.0
27105,2815,143.0
27106,2803,13.0
27107,2811,64.0
27108,2808,62.0
27109,2808,11.0
27110,2811,14.0
27111,2808,3.0
27112,2808,172.0
27113,2803,6.0
27114,2808,33.0
27115,2808,9.0
27116,2803,192.0
27117,2803,54.0
27118,2808,22.0
27119,2808,49.0
27120,2808,10.0
27123,2808,14.0
27124,2808,5.0
27125,2803,17.0
27126,2811,17.0
27127,2808,18.0
27129,2803,12.0
27130,2803,7.0
27132,2808,14.0
27133,2815,34.0
27134,2811,9.0
27135,2803,12.0
27136,2808,6.0
27137,2812,4.0
27138,2803,7.0
27139,2812,3.0
27140,2817,10.0
27141,2808,2.0
27142,2817,9.0
27144,2808,9.0
27146,2811,8.0
27147,2808,17.0
27148,2803,12.0
27149,2803,2.0
27151,2815,94.0
27152,2817,37.0
27153,2817,3.0
27154,2808,21.0
27155,2812,14.0
27156,2812,12.0
27157,2808,31.0
27158,2808,20.0
27161,2808,46.0
27162,2808,3.0
27163,2811,5.0
27164,2808,17.0
27165,2808,218.0
27167,2811,16.0
27168,2817,5.0
27169,2811,28.0
27170,2811,112.0
27171,2808,15.0
27173,2803,2.0
27174,2811,34.0
27176,2817,4.0
27177,2808,10.0
27179,2803,26.0
27180,2817,63.0
27181,0057,13.0
27182,2808,6.0
27183,2808,81.0
27184,2815,2.0
27185,2815,12.0
27187,2815,10.0
27188,2815,56.0
27189,2808,7.0
27190,2808,5.0
27191,2808,82.0
27192,2803,23.0
27193,0057,34.0
27194,2817,6.0
27196,2815,29.0
27198,2808,258.0
27199,2817,23.0
27200,2808,4.0
27201,2808,4.0
27202,2817,10.0
27203,2817,25.0
27204,2817,4.0
27205,2815,12.0
27206,0057,12.0
27207,2803,21.0
27208,2803,5.0
27209,2811,15.0
27210,2803,17.0
27212,2808,3.0
27213,2817,180.0
27214,2817,31.0
27215,2808,10.0
27216,2808,8.0
27217,2808,14.0
27218,2811,85.0
27219,2803,17.0
27220,2808,19.0
27222,2811,5.0
27224,2808,11.0
27226,2817,175.0
27227,2811,16.0
27228,2811,8.0
27229,2808,2023.0
27230,0057,146.0
27231,2808,11.0
27232,2817,9.0
27233,2811,23.0
27234,2808,17.0
27235,2808,8.0
27237,2803,7.0
27238,2808,33.0
27239,2803,7.0
27240,2803,19.0
27241,2808,2.0
27242,2808,25.0
27243,2811,23.0
27245,2817,13.0
27246,2815,98.0
27247,2815,8.0
27248,2803,5.0
27249,2817,23.0
27251,2803,12.0
27252,2803,12.0
27254,2808,24.0
27256,2808,14.0
27258,2811,20.0
27259,2808,2.0
27260,2811,17.0
27261,2815,12.0
27263,2811,32.0
27266,2803,7.0
27267,2803,8.0
27269,2811,6.0
27271,2808,11.0
27273,2808,11.0
27275,2817,280.0
27276,2817,7.0
27277,2808,19.0
27278,0057,64.0
27279,2817,124.0
27280,2808,19.0
27281,2808,9.0
27282,2808,13.0
27284,2817,564.0
27285,2817,28.0
27286,2803,17.0
27287,2808,20.0
27288,2811,13.0
27289,2803,2.0
27290,2803,32.0
27291,2812,4.0
27294,2817,19.0
27295,2803,12.0
27298,2808,9.0
27299,2808,154.0
27300,2803,14.0
27301,2808,40.0
27302,2815,43.0
27304,2817,5.0
27306,2808,213.0
27307,2817,14.0
27309,0057,14.0
27310,2817,9.0
27311,2803,32.0
27312,2808,11.0
27313,2815,14.0
27315,2817,5.0
27316,2815,23.0
27317,2811,11.0
27318,2803,7.0
27319,2811,10.0
27320,2815,10.0
27321,2808,2.0
27322,2815,50.0
27323,2803,9.0
27324,2817,20.0
27325,2803,5.0
27326,2808,7.0
27327,2803,5.0
27329,2817,21.0
27330,2817,3.0
27331,2817,12.0
27332,2817,47.0
27333,2817,15.0
27334,2803,3.0
27335,2808,21.0
27336,2817,13.0
27337,2817,10.0
27338,2815,16.0
27339,2808,32.0
27340,2815,17.0
27341,2808,2.0
27342,2808,6.0
27343,2817,29.0
27345,2803,3.0
27346,2817,4.0
27347,2808,21.0
27348,2815,72.0
27349,2811,18.0
27350,0057,31.0
27351,2815,52.0
27353,2808,12.0
27354,2803,10.0
27355,0057,103.0
27358,2808,14.0
27359,2812,5.0
27360,2808,9.0
27361,2811,11.0
27363,2815,11.0
27364,2803,4.0
27365,2815,40.0
27366,2815,7.0
27367,2811,77.0
27368,0057,9.0
27369,2817,2.0
27370,2817,9.0
27371,2803,7.0
27372,2817,25.0
27373,2817,4.0
27374,2808,14.0
27375,2815,712.0
27376,0057,6.0
27377,2817,60.0
27378,0057,61.0
27379,2817,14.0
27380,2803,5.0
27381,2803,4.0
27382,2815,8.0
27383,2808,7.0
27384,2811,13.0
27385,2811,26.0
27386,2815,28.0
27388,2811,11.0
27389,2803,15.0
27390,0057,28.0
27391,0057,60.0
27392,2817,7.0
27393,2811,25.0
27394,2815,11.0
27395,2803,3.0
27396,2817,22.0
27397,2808,51.0
27398,2803,74.0
27399,2817,2.0
27400,2808,4.0
27401,2808,3.0
27403,2808,2.0
27404,2812,2.0
27405,2817,2.0
27406,0057,25.0
27407,2817,5.0
27408,2817,10.0
27410,2808,20.0
27411,0057,7.0
27412,2815,26.0
27413,2811,57.0
27414,2803,36.0
27415,2811,13.0
27417,2817,20.0
27418,2803,3.0
27419,0057,18.0
27420,2817,5.0
27421,2808,28.0
27422,2817,27.0
27423,0057,25.0
27424,2808,13.0
27425,2803,85.0
27426,2817,33.0
27427,2812,13.0
27428,2803,275.0
27429,2808,4.0
27430,2817,8.0
27431,2808,18.0
27432,2803,21.0
27433,2803,8.0
27434,2811,4.0
27435,2811,10.0
27436,2808,13.0
27437,2817,9.0
27438,0057,116.0
27439,2808,57.0
27440,2817,13.0
27441,2803,2.0
27442,2803,8.0
27444,2803,7.0
27445,2817,9.0
27446,2808,11.0
27447,2808,22.0
27448,2808,311.0
27451,2808,14.0
27453,2815,54.0
27454,2815,6.0
27455,2803,5.0
27456,2808,18.0
27457,2808,14.0
27458,2815,66.0
27459,2803,2.0
27460,2803,4.0
27462,2803,3.0
27463,2803,27.0
27464,2808,21.0
27465,2808,10.0
27466,2808,6.0
27467,2811,620.0
27468,2803,35.0
27469,2815,166.0
27470,2815,76.0
27471,2815,2.0
27472,2808,6.0
27473,2817,29.0
27474,2815,39.0
27475,2811,3.0
27476,2811,12.0
27477,2817,19.0
27478,2808,34.0
27480,2817,13.0
27481,2808,6.0
27482,2815,5.0
27483,2808,17.0
27485,2811,27.0
27486,2808,25.0
27487,2815,17.0
27488,2815,6.0
27489,2808,13.0
27490,2817,12.0
27492,2808,12.0
27493,2815,107.0
27495,2817,6.0
27496,2817,8.0
27497,2811,35.0
27498,2803,11.0
27500,2811,69.0
27501,2817,8.0
27502,2812,90.0
27504,2808,26.0
27505,2803,2.0
27507,2808,181.0
27508,2812,6.0
27511,2808,17.0
27512,2803,7.0
27514,2803,9.0
27516,2803,32.0
27517,2817,49.0
27518,2811,10.0
27520,2803,4.0
27521,2812,11.0
27522,2811,13.0
27524,2808,27.0
27525,2817,10.0
27527,2803,6.0
27528,2815,116.0
27529,2815,11.0
27530,2803,2.0
27531,2815,10.0
27533,2817,14.0
27534,2815,14.0
27535,2808,17.0
27536,2803,13.0
27537,2815,8.0
27538,2811,17.0
27539,2817,4.0
27540,2817,21.0
27541,2811,3.0
27542,2811,45.0
27543,0057,31.0
27544,2808,5.0
27545,2815,4.0
27546,2808,3.0
27547,2803,27.0
27548,0057,22.0
27550,2811,14.0
27552,2803,8.0
27553,2817,11.0
27554,2817,78.0
27555,0057,4.0
27556,2812,2.0
27557,2803,8.0
27558,2815,3.0
27560,2808,9.0
27561,2811,26.0
27562,2817,262.0
27563,2811,24.0
27564,2803,7.0
27565,2808,17.0
27567,2817,5.0
27568,2808,14.0
27569,2803,4.0
27570,2808,2.0
27571,2811,14.0
27572,2815,8.0
27576,2803,11.0
27577,2811,13.0
27578,2808,9.0
27579,2815,8.0
27580,2815,86.0
27582,2815,53.0
27584,2803,9.0
27586,2815,4.0
27587,2811,26.0
27589,2817,16.0
27590,2803,1.0
27591,2811,14.0
27592,2803,5.0
27593,2815,55.0
27594,2811,7.0
27595,2815,18.0
27597,2811,17.0
27598,2817,38.0
27599,2817,40.0
27601,2811,10.0
27602,2808,128.0
27603,2811,10.0
27604,2811,6.0
27605,2811,12.0
27606,2811,16.0
27608,2803,10.0
27609,2803,8.0
27610,2808,1.0
27611,2808,7.0
27612,2817,10.0
27613,2803,12.0
27614,2817,6.0
27615,2808,2.0
27616,2815,59.0
27617,2817,11.0
27618,2808,12.0
27620,2811,13.0
27621,2808,2.0
27622,2803,72.0
27623,2815,6.0
27624,2808,20.0
27625,2817,7.0
27627,2803,6.0
27629,2803,106.0
27630,2803,9.0
27631,2803,13.0
27632,2817,19.0
27633,2817,16.0
27635,2817,6.0
27638,2815,95.0
27640,2808,5.0
27641,2808,5.0
27643,2808,39.0
27644,2817,20.0
27645,2811,5.0
27646,2811,11.0
27649,2817,7.0
27650,2808,12.0
27652,2808,9.0
27654,2815,22.0
27655,2811,18.0
27656,2811,35.0
27658,2808,13.0
27659,2808,1.0
27660,2803,11.0
27661,2815,10.0
27662,2811,6.0
27663,2815,7.0
27664,2815,23.0
27665,2811,19.0
27666,2808,9.0
27667,2803,7.0
27668,2808,22.0
27669,2811,12.0
27670,2815,22.0
27671,2811,7.0
27672,2815,16.0
27673,2815,8.0
27674,2808,10.0
27676,2817,37.0
27677,2808,8.0
27678,2808,23.0
27679,2808,411.0
27680,2803,5.0
27681,2817,992.0
27682,2817,29.0
27683,2817,4.0
27684,2808,74.0
27685,2808,26.0
27686,2811,1.0
27689,2808,10.0
27690,2817,9.0
27691,2817,15.0
27692,2808,4.0
27693,2808,49.0
27694,2817,9.0
27695,2803,13.0
27696,2808,35.0
27697,2817,16.0
27698,2803,13.0
27699,2815,1.0
27700,2815,8.0
27701,2815,391.0
28001,0057,92.0
28003,0057,3.0
28004,2403,8.0
28005,2404,37.0
28006,2403,60.0
28007,0057,172.0
28008,0057,6.0
28009,2403,5.0
28010,0061,10.0
28012,2404,115.0
28013,2403,50.0
28014,0057,11.0
28015,2403,252.0
28016,2404,2.0
28018,0061,78.0
28019,2410,5.0
28021,2403,55.0
28022,2403,28.0
28023,2403,29.0
28024,2403,168.0
28026,2403,13.0
28027,2404,48.0
28028,2404,10.0
28029,2410,9.0
28030,0061,9.0
28031,0061,22.0
28032,2403,5.0
28033,0061,29.0
28034,2403,14.0
28035,2403,31.0
28036,0057,28.0
28037,0057,10.0
28038,0061,5.0
28039,2403,53.0
28040,2403,4.0
28041,2403,6.0
28045,0057,3.0
28046,0061,12.0
28047,2403,35.0
28048,2403,14.0
28049,2403,6.0
28050,0057,6.0
28051,2404,199.0
28052,2403,25.0
28053,0057,4.0
28054,0057,8.0
28055,0057,14.0
28056,0057,33.0
28057,2403,14.0
28058,0057,9.0
28059,0057,76.0
28060,2403,5.0
28061,2404,179.0
28062,0057,33.0
28064,0057,78.0
28065,2404,3.0
28067,2403,4.0
28068,2403,11.0
28070,2403,112.0
28071,0061,17.0
28072,0061,9.0
28073,2403,11.0
28074,2403,8.0
28075,2404,28.0
28076,0057,6.0
28077,0061,5.0
28078,2404,3.0
28079,2404,10.0
28080,0061,9.0
28081,2403,6.0
28082,0057,14.0
28084,2403,16.0
28085,2403,1713.0
28086,0061,16.0
28087,0057,14.0
28088,2404,546.0
28089,0057,132.0
28090,0057,6.0
28091,2403,6.0
28092,2403,7.0
28094,0057,60.0
28095,2403,3.0
28096,0057,43.0
28098,0057,93.0
28099,2403,27.0
28100,2403,11.0
28102,2403,18.0
28103,2404,210.0
28104,2403,22.0
28105,0061,19.0
28106,2404,16.0
28107,2403,12.0
28108,2404,3.0
28109,2403,6.0
28110,2403,157.0
28111,0061,17.0
28113,0057,70.0
28114,2404,2.0
28116,2403,149.0
28117,0057,9.0
28118,0057,12.0
28119,0061,4.0
28120,0057,13.0
28121,2410,3.0
28122,2403,39.0
28123,2404,10.0
28124,0057,16.0
28126,2404,4.0
28127,2404,37.0
28128,2403,13.0
28129,2403,24.0
28130,0057,26.0
28132,2404,17.0
28134,0057,1300.0
28135,2403,37.0
28136,0057,8.0
28137,2403,23.0
28139,2403,4.0
28140,2403,217.0
28141,2403,8.0
28142,2403,8.0
28143,0057,7.0
28144,0061,3.0
28146,0057,35.0
28147,0057,16.0
28148,2403,4.0
28149,0061,40.0
28151,0057,1.0
28153,2404,6.0
28154,2403,59.0
28155,0057,3.0
28156,0061,24.0
28157,2404,5.0
28158,2403,65.0
28159,0061,13.0
28160,2403,25.0
28161,2404,13.0
28162,2403,6.0
28163,2403,10.0
28164,2403,32.0
28166,2403,6.0
28167,2403,10.0
28168,2403,130.0
28169,2403,28.0
28170,0057,9.0
28171,0057,29.0
28172,2403,17.0
28173,2403,42.0
28175,0061,3.0
28176,2403,20.0
28177,2403,64.0
28178,0057,4.0
28180,0057,13.0
28182,2404,4.0
28183,2403,17.0
28184,2403,11.0
28185,0057,34.0
28187,0057,22.0
28188,2403,40.0
28189,2410,4.0
28190,2410,9.0
28191,2403,78.0
28192,0061,7.0
28193,0057,6.0
28194,2403,17.0
28195,2403,13.0
28196,2403,145.0
28197,2403,2.0
28198,2404,15.0
28199,2410,109.0
28200,0057,6.0
28201,2403,61.0
28202,0061,14.0
28203,2403,9.0
28206,0057,18.0
28207,2403,5.0
28208,2403,16.0
28209,2403,143.0
28210,2403,2.0
28211,2404,15.0
28212,2410,4.0
28213,0057,25.0
28214,0061,166.0
28215,2403,7.0
28216,0057,7.0
28217,0057,5.0
28218,2403,413.0
28219,0061,14.0
28220,2403,236.0
28221,2410,3.0
28222,2403,9.0
28223,0057,36.0
28225,2403,9.0
28226,0057,23.0
28227,2403,192.0
28229,2403,296.0
28230,2403,10.0
28231,0057,6.0
28232,0061,21.0
28233,2404,54.0
28234,2403,14.0
28235,0057,11.0
28236,0061,94.0
28237,0061,8.0
28239,0057,27.0
28240,0061,16.0
28242,2403,4.0
28243,2403,4.0
28245,2403,7.0
28246,2403,12.0
28247,0057,23.0
28248,0061,8.0
28249,2403,11.0
28251,0057,39.0
28252,0061,3.0
28253,2403,38.0
28254,2403,17.0
28255,2403,9.0
28256,2404,9.0
28257,2403,4.0
28259,2404,7.0
28260,2404,3.0
28261,2403,18.0
28263,0061,7.0
28264,0061,4.0
28265,0061,9.0
28267,0057,11.0
28268,2403,1.0
28269,2403,64.0
28270,2404,4.0
28271,0061,6.0
28272,2404,4.0
28273,2404,4.0
28274,2403,2.0
28275,2403,23.0
28277,2404,5.0
28278,2403,65.0
28279,0057,169.0
28280,0061,458.0
28281,2403,24.0
28282,2403,12.0
28283,2404,6.0
28284,2410,12.0
28285,2403,10.0
28286,2403,11.0
28287,2404,55.0
28289,0057,6.0
28290,2403,7.0
28291,2403,35.0
28292,0057,15.0
28293,0057,30.0
28294,2403,12.0
28296,2410,5.0
28298,2403,74.0
28299,0057,5.0
28300,2410,5.0
28301,2403,13.0
28302,2403,45.0
28303,2410,7.0
28304,2403,15.0
28305,2404,8.0
28306,2404,5.0
28308,0057,8.0
28309,2403,34.0
28310,0061,10.0
28312,0057,3.0
28313,2403,6.0
28314,0061,5.0
28315,0057,1.0
28316,0061,4.0
28317,2403,20.0
28319,2410,16.0
28321,0057,32.0
28322,0061,11.0
28323,0057,4.0
28324,2403,17.0
28325,2403,31.0
28326,2403,5.0
28327,0061,9.0
28329,2404,5.0
28330,2404,38.0
28331,0061,30.0
28332,0057,47.0
28333,2403,3.0
28334,2404,105.0
28335,0061,17.0
28336,2403,6.0
