codgeo,ze2020,active_15_64_2022_total,employed_15_64_2022_total,unemployed_15_64_2022_est,unemployment_rate_est_2022
08279,4421,20.66667,15.5,5.16667,0.25
08280,4421,28.0,28.0,0.0,0.0
08281,4421,231.58553,216.64353,14.942,0.06452
08282,4403,446.27115,401.72016,44.55099,0.099829
08283,4403,61.44,61.44,0.0,0.0
08284,4403,420.52871,379.60017,40.92854,0.097326
08286,4413,34.0,34.0,0.0,0.0
08287,4413,77.14286,77.14286,0.0,0.0
08288,4413,23.94737,23.94737,0.0,0.0
08289,4421,268.25991,220.7559,47.50401,0.177082
08291,4421,99.0,99.0,0.0,0.0
08293,4421,39.48387,30.70968,8.77419,0.222222
08295,4403,73.79412,62.44118,11.35294,0.153846
08296,4421,42.28571,37.0,5.28571,0.125
08297,4403,100.24993,95.80252,4.44741,0.044363
08298,4403,692.17558,629.23502,62.94056,0.090931
08301,4421,11.83333,5.91667,5.91666,0.5
08302,4403,936.47332,711.32341,225.14991,0.240423
08303,4421,226.63537,199.889,26.74637,0.118015
08304,4403,38.5,28.875,9.625,0.25
08305,4403,125.0,115.0,10.0,0.08
08306,4413,28.33333,28.33333,0.0,0.0
08307,4403,48.63158,39.78947,8.84211,0.181818
08308,4421,44.0,44.0,0.0,0.0
08309,4413,23.55556,17.66667,5.88889,0.25
08310,4421,35.05263,27.26316,7.78947,0.222222
08311,4421,866.12989,697.55947,168.57042,0.194625
08312,4403,108.78378,70.94595,37.83783,0.347826
08313,4413,62.48387,62.48387,0.0,0.0
08314,4413,456.74972,446.97757,9.77215,0.021395
08315,4403,30.90909,30.90909,0.0,0.0
08316,4403,455.81632,384.11439,71.70193,0.157304
08317,4421,57.91304,57.91304,0.0,0.0
08318,4403,142.43478,142.43478,0.0,0.0
08319,4403,155.46221,150.62894,4.83327,0.03109
08320,4413,239.27259,214.29681,24.97578,0.104382
08321,4421,51.51515,25.75758,25.75757,0.5
08322,4403,174.17647,149.98529,24.19118,0.138889
08323,4413,100.55172,78.2069,22.34482,0.222222
08324,4403,69.41667,49.58333,19.83334,0.285714
08325,4421,16.0,16.0,0.0,0.0
08326,4421,36.66667,36.66667,0.0,0.0
08327,4403,1017.54638,890.69641,126.84997,0.124663
08328,4403,2452.12861,1999.86393,452.26468,0.184438
08329,4413,240.29876,234.85698,5.44178,0.022646
08330,4413,374.09845,359.06054,15.03791,0.040198
08331,4421,320.19465,281.26296,38.93169,0.121588
08332,4421,5.66667,5.66667,0.0,0.0
08333,4421,91.28261,86.47826,4.80435,0.052632
08334,4421,32.25,32.25,0.0,0.0
08335,4403,27.69231,22.15385,5.53846,0.2
08336,4421,124.80612,119.73992,5.0662,0.040593
08338,4421,70.94483,70.94483,0.0,0.0
08339,4413,171.06244,161.46878,9.59366,0.056083
08340,4413,80.275,76.05,4.225,0.052632
08341,4403,493.91683,463.18507,30.73176,0.062221
08342,4421,132.8724,119.5612,13.3112,0.10018
08343,4421,574.81447,527.29452,47.51995,0.08267
08344,4403,63.55556,58.66667,4.88889,0.076923
08346,4403,558.88064,538.12392,20.75672,0.03714
08347,4421,106.5557,91.15182,15.40388,0.144562
08348,4403,47.82609,47.82609,0.0,0.0
08349,4421,255.91568,228.46957,27.44611,0.107247
08350,4421,119.5102,99.59184,19.91836,0.166667
08351,4421,40.61538,30.46154,10.15384,0.25
08352,4403,115.40426,105.78723,9.61703,0.083333
08353,4403,282.8,257.55,25.25,0.089286
08354,4421,394.28468,302.3844,91.90028,0.233081
08355,4403,193.6658,188.43868,5.22712,0.02699
08356,4413,94.36364,73.39394,20.9697,0.222222
08357,4421,328.08387,303.6,24.48387,0.074627
08358,4403,148.86792,148.86792,0.0,0.0
08360,4413,73.84615,59.07692,14.76923,0.2
08361,4403,821.10695,750.76071,70.34624,0.085672
08362,4413,3199.06638,2656.98495,542.08143,0.16945
08363,4403,2271.15356,1598.07258,673.08098,0.296361
08364,4421,41.33333,25.83333,15.5,0.375
08365,4403,679.64016,628.84592,50.79424,0.074737
08366,4403,258.80916,223.96947,34.83969,0.134615
08367,4403,945.15139,765.70634,179.44505,0.189859
08368,4413,120.47619,115.2381,5.23809,0.043478
08369,4403,57.77778,57.77778,0.0,0.0
08370,4403,219.19213,213.94877,5.24336,0.023921
08372,4403,18.3,18.3,0.0,0.0
08373,4403,140.54264,119.79803,20.74461,0.147604
08374,4403,37.92593,33.18519,4.74074,0.125
08375,4421,86.59459,72.16216,14.43243,0.166667
08376,4421,123.74684,119.0921,4.65474,0.037615
08377,4421,73.21212,68.63636,4.57576,0.0625
08378,4413,38.15,38.15,0.0,0.0
08379,4413,132.70833,122.5,10.20833,0.076923
08380,4413,98.16667,77.5,20.66667,0.210526
08381,4413,335.69289,288.56111,47.13178,0.140401
08382,4403,32.82353,32.82353,0.0,0.0
08383,4421,40.0,30.0,10.0,0.25
08384,4421,45.21739,45.21739,0.0,0.0
08385,4403,574.74297,531.26406,43.47891,0.075649
08386,4413,185.45455,170.0,15.45455,0.083333
08387,4403,81.82857,71.6,10.22857,0.125
08388,4403,166.98954,147.82393,19.16561,0.114771
08389,4403,164.24952,159.32565,4.92387,0.029978
08390,4421,39.0,26.0,13.0,0.333333
08391,4421,380.29527,326.4368,53.85847,0.141623
08392,4421,80.97368,80.97368,0.0,0.0
08393,4413,24.75,24.75,0.0,0.0
08394,4421,38.23077,27.30769,10.92308,0.285714
08395,4403,54.26667,44.4,9.86667,0.181818
08396,4413,59.7037,59.7037,0.0,0.0
08397,4413,31.42857,31.42857,0.0,0.0
08398,4421,29.29412,29.29412,0.0,0.0
08399,4421,95.78571,90.46429,5.32142,0.055555
08400,4403,209.46535,204.35644,5.10891,0.02439
08401,4421,105.69565,100.8913,4.80435,0.045455
08402,4403,412.94611,392.8024,20.14371,0.04878
08403,4413,790.09962,672.44649,117.65313,0.148909
08404,4413,91.31707,91.31707,0.0,0.0
08405,4421,132.80891,96.98274,35.82617,0.269757
08406,4421,174.9239,155.39574,19.52816,0.111638
08407,4421,33.9159,24.28688,9.62902,0.283909
08408,4403,282.8676,229.78772,53.07988,0.187649
08409,4421,6793.69146,4890.73765,1902.95381,0.280106
08410,4421,66.14706,61.05882,5.08824,0.076923
08411,4421,15.35294,15.35294,0.0,0.0
08412,4421,50.66667,45.6,5.06667,0.1
08413,4413,113.03147,113.03147,0.0,0.0
08415,4413,136.36924,116.92426,19.44498,0.142591
08416,4413,91.0,82.33333,8.66667,0.095238
08417,4403,136.15962,130.99897,5.16065,0.037901
08418,4413,109.35752,99.20639,10.15113,0.092825
08419,4403,542.47244,457.85039,84.62205,0.155993
08420,4403,525.42014,471.11606,54.30408,0.103354
08421,4421,34.875,23.25,11.625,0.333333
08422,4403,50.74074,45.66667,5.07407,0.1
08424,4421,32.75,16.375,16.375,0.5
08425,4421,16.0,16.0,0.0,0.0
08426,4413,47.46667,47.46667,0.0,0.0
08427,4413,119.53846,108.15385,11.38461,0.095238
08428,4403,70.96552,65.89655,5.06897,0.071429
08429,4403,285.80413,254.46657,31.33756,0.109647
08430,4421,13.0,6.5,6.5,0.5
08431,4421,41.77778,36.55556,5.22222,0.125
08432,4403,45.2381,45.2381,0.0,0.0
08433,4421,18.66667,18.66667,0.0,0.0
08434,4421,18.66667,18.66667,0.0,0.0
08435,4413,456.17307,421.87414,34.29893,0.075188
08436,4403,192.28037,192.28037,0.0,0.0
08437,4421,84.23529,78.97059,5.2647,0.0625
08438,4413,58.47368,58.47368,0.0,0.0
08439,4421,60.4,60.4,0.0,0.0
08440,4403,59.51613,47.6129,11.90323,0.2
08444,4421,68.61905,68.61905,0.0,0.0
08445,4421,170.36145,165.49398,4.86747,0.028571
08446,4421,33.05556,23.61111,9.44445,0.285714
08448,4403,436.40448,379.79072,56.61376,0.129728
08449,4403,265.60619,228.61527,36.99092,0.13927
08450,4403,129.25532,124.46809,4.78723,0.037037
08451,4413,138.0007,129.48636,8.51434,0.061698
08452,4413,97.2549,77.80392,19.45098,0.2
08453,4421,35.0,30.0,5.0,0.142857
08454,4403,24.6,24.6,0.0,0.0
08455,4421,45.57143,41.42857,4.14286,0.090909
08456,4403,113.7907,108.37209,5.41861,0.047619
08457,4403,496.32241,466.28148,30.04093,0.060527
08458,4403,86.30303,64.72727,21.57576,0.25
08459,4421,54.0,49.5,4.5,0.083333
08460,4403,78.0,68.25,9.75,0.125
08461,4421,79.78294,74.86896,4.91398,0.061592
08462,4421,75.53571,75.53571,0.0,0.0
08463,4421,6.0,6.0,0.0,0.0
08464,4421,48.0,48.0,0.0,0.0
08465,4413,14.66667,,,
08466,4421,41.14286,41.14286,0.0,0.0
08467,4403,46.28571,36.0,10.28571,0.222222
08468,4403,114.39474,99.47368,14.92106,0.130435
08469,4403,239.48879,210.68623,28.80256,0.120267
08470,4421,39.38462,29.53846,9.84616,0.25
08471,4421,19.8,19.8,0.0,0.0
08472,4403,152.40525,147.45679,4.94846,0.032469
08473,4413,151.59295,146.17486,5.41809,0.035741
08476,4413,222.79606,188.76549,34.03057,0.152743
08477,4421,52.0,42.54545,9.45455,0.181818
08478,4403,114.87291,110.41773,4.45518,0.038784
08479,4403,112.90909,108.0,4.90909,0.043478
08480,4403,1536.5,1366.88636,169.61364,0.11039
08481,4421,141.76183,131.90976,9.85207,0.069497
08482,4403,46.36364,37.09091,9.27273,0.2
08483,4403,216.5441,201.46106,15.08304,0.069653
08484,4413,25.76471,21.47059,4.29412,0.166667
08485,4421,107.25,97.5,9.75,0.090909
08486,4403,758.64384,600.81506,157.82878,0.208041
08487,4403,920.22979,824.11234,96.11745,0.104449
08488,4421,1168.13474,1041.56512,126.56962,0.108352
08489,4421,91.97436,86.5641,5.41026,0.058824
08490,4421,1583.30612,1319.49563,263.81049,0.16662
08491,4421,1581.93723,1343.16976,238.76747,0.150934
08492,4403,189.56955,169.12706,20.44249,0.107836
08494,4421,223.5,208.6,14.9,0.066667
08496,4403,42.26087,37.56522,4.69565,0.111111
08497,4403,574.50593,544.26877,30.23716,0.052632
08498,4403,177.56335,167.50989,10.05346,0.056619
08499,4413,114.68227,103.37751,11.30476,0.098575
08500,4403,38.0,31.66667,6.33333,0.166667
08501,4421,8.88889,8.88889,0.0,0.0
08502,4421,54.64286,48.57143,6.07143,0.111111
08503,4403,77.44,62.92,14.52,0.1875
09001,7612,41.3,41.3,0.0,0.0
09002,7612,317.38545,272.92404,44.46141,0.140086
09003,7612,119.12185,109.36899,9.75286,0.081873
09004,7612,49.90909,49.90909,0.0,0.0
09005,7622,38.03226,33.80645,4.22581,0.111111
09006,7612,28.0,23.33333,4.66667,0.166667
09007,7612,30.88235,26.47059,4.41176,0.142857
09008,7622,64.96,32.48,32.48,0.5
09009,7612,110.6,79.2,31.4,0.283906
09011,7622,29.6,19.73333,9.86667,0.333333
09012,7612,9.33333,9.33333,0.0,0.0
09013,7612,45.71429,45.71429,0.0,0.0
09014,7622,79.89066,69.2339,10.65676,0.133392
09015,7612,330.86986,301.23973,29.63013,0.089552
09016,7612,124.4186,124.4186,0.0,0.0
09017,7622,30.75,26.35714,4.39286,0.142857
09018,7622,38.73684,33.89474,4.8421,0.125
09019,7612,178.35381,149.95523,28.39858,0.159226
09020,7608,9.14286,4.57143,4.57143,0.5
09021,7612,71.14815,50.22222,20.92593,0.294118
09022,7612,120.82353,111.52941,9.29412,0.076923
09023,7612,50.0,40.0,10.0,0.2
09024,7612,108.68044,95.06645,13.61399,0.125266
09025,7622,17.14005,17.14005,0.0,0.0
09026,7622,50.34483,45.31034,5.03449,0.1
09027,7622,44.00143,31.00155,12.99988,0.295442
09029,7622,69.60005,58.00004,11.60001,0.166667
09030,7612,219.41593,186.02655,33.38938,0.152174
09031,7612,14.625,14.625,0.0,0.0
09032,7612,585.0455,518.19484,66.85066,0.114266
09033,7622,22.77778,13.66667,9.11111,0.4
09034,7622,26.85714,26.85714,0.0,0.0
09035,7622,91.31526,81.85328,9.46198,0.103619
09037,7622,6.14286,,,
09038,7612,162.57994,127.47117,35.10877,0.215948
09039,7612,169.69715,152.48872,17.20843,0.101407
09040,7612,182.33505,153.11516,29.21989,0.160254
09041,7622,106.07078,90.85856,15.21222,0.143416
09042,7612,409.52317,335.18289,74.34028,0.181529
09043,7612,252.89209,213.98561,38.90648,0.153846
09044,7612,68.56715,68.56715,0.0,0.0
09045,7612,95.12195,85.60976,9.51219,0.1
09046,7622,38.0,32.57143,5.42857,0.142857
09047,7612,407.2477,362.68935,44.55835,0.109413
09048,7612,44.8,39.2,5.6,0.125
09049,7612,87.0,87.0,0.0,0.0
09050,7612,177.86042,177.86042,0.0,0.0
09051,7612,86.93939,68.63636,18.30303,0.210526
09052,7612,65.0,60.0,5.0,0.076923
09053,7612,20.0,20.0,0.0,0.0
09054,7622,166.30687,146.61124,19.69563,0.118429
09055,7622,47.82609,39.13043,8.69566,0.181818
09056,7612,255.34961,240.37003,14.97958,0.058663
09057,7622,140.47558,103.55611,36.91947,0.262818
09058,7612,77.23907,77.23907,0.0,0.0
09059,7622,57.69231,43.26923,14.42308,0.25
09060,7612,319.1122,286.57975,32.53245,0.101947
09061,7612,158.74047,142.92137,15.8191,0.099654
09062,7622,76.12676,26.975,49.15176,0.645657
09063,7612,66.5,61.75,4.75,0.071429
09064,7612,24.6,24.6,0.0,0.0
09065,7622,112.15385,107.48077,4.67308,0.041667
09066,7612,273.38983,213.63345,59.75638,0.218576
09067,7612,95.46341,75.36585,20.09756,0.210526
09068,7612,27.5,27.5,0.0,0.0
09069,7622,5.71429,,,
09070,7612,169.94779,132.67763,37.27016,0.219304
09071,7612,123.91701,108.2989,15.61811,0.126037
09072,7612,37.5,22.5,15.0,0.4
09073,7612,79.08108,45.18919,33.89189,0.428571
09074,7612,68.64516,58.83871,9.80645,0.142857
09075,7612,94.26922,89.1135,5.15572,0.054691
09076,7612,114.50706,114.50706,0.0,0.0
09077,7612,102.4878,79.19512,23.29268,0.227273
09078,7608,5.2,5.2,0.0,0.0
09079,7612,287.04023,221.77863,65.2616,0.22736
09080,7612,75.88571,61.65714,14.22857,0.1875
09081,7612,126.67091,121.59752,5.07339,0.040052
09082,7622,199.78696,158.87609,40.91087,0.204772
09084,7612,40.0,30.0,10.0,0.25
09085,7622,168.84615,101.34615,67.5,0.399772
09086,7622,140.4,124.8,15.6,0.111111
09087,7612,7.23077,7.23077,0.0,0.0
09088,7612,7.0,7.0,0.0,0.0
09089,7612,28.0,28.0,0.0,0.0
09090,7612,20.45455,20.45455,0.0,0.0
09091,7622,105.38901,95.32546,10.06355,0.09549
09092,7612,22.18182,22.18182,0.0,0.0
09093,7612,76.60714,66.39286,10.21428,0.133333
09094,7622,67.25806,62.77419,4.48387,0.066667
09095,7622,73.63636,73.63636,0.0,0.0
09096,7612,5.125,5.125,0.0,0.0
09097,7622,46.17391,41.04348,5.13043,0.111111
09098,7622,22.1875,17.75,4.4375,0.2
09099,7612,190.93333,190.93333,0.0,0.0
09100,7622,36.05,30.9,5.15,0.142857
09101,7612,130.17855,130.17855,0.0,0.0
09102,7612,53.21622,48.37838,4.83784,0.090909
09103,7612,497.97125,458.89142,39.07983,0.078478
09104,7612,372.64198,348.44444,24.19754,0.064935
09105,7612,321.1,290.5,30.6,0.095297
09106,7612,164.99239,133.32899,31.6634,0.191908
09107,7612,340.71293,276.92532,63.78761,0.187218
09108,7612,87.20513,78.02564,9.17949,0.105263
09109,7612,63.28947,53.55263,9.73684,0.153846
09110,7622,32.66667,28.0,4.66667,0.142857
09111,7622,149.86674,127.14776,22.71898,0.151595
09113,7622,219.3598,192.60537,26.75443,0.121966
09114,7622,55.0,44.0,11.0,0.2
09115,7612,50.41667,45.375,5.04167,0.1
09116,7612,164.07215,140.66839,23.40376,0.142643
09117,7612,68.47826,63.91304,4.56522,0.066667
09118,7622,92.82857,83.05714,9.77143,0.105263
09119,7622,225.0,185.0,40.0,0.177778
09120,7622,126.43636,103.28961,23.14675,0.18307
09121,7612,372.65188,337.84473,34.80715,0.093404
09122,7612,4087.01841,3408.57382,678.44459,0.166
09123,7612,40.7619,30.57143,10.19047,0.25
09124,7612,515.96515,436.13637,79.82878,0.154717
09125,7612,161.89025,133.22192,28.66833,0.177085
09126,7612,43.15789,38.84211,4.31578,0.1
09127,7612,38.15385,38.15385,0.0,0.0
09128,7622,176.36489,152.48487,23.88002,0.135401
09129,7622,53.80952,48.42857,5.38095,0.1
09130,7612,382.75665,347.55338,35.20327,0.091973
09131,7612,73.0,73.0,0.0,0.0
09132,7612,94.0,73.11111,20.88889,0.222222
09133,7612,14.4,14.4,0.0,0.0
09134,7612,10.28571,10.28571,0.0,0.0
09136,7612,37.17647,37.17647,0.0,0.0
09137,7612,108.86842,108.86842,0.0,0.0
09138,7612,80.00425,75.00398,5.00027,0.0625
09139,7612,58.46154,36.53846,21.92308,0.375
09140,7612,51.33333,51.33333,0.0,0.0
09141,7622,42.58333,30.41667,12.16666,0.285714
09142,7612,64.69565,48.52174,16.17391,0.25
09145,7612,124.69461,100.79665,23.89796,0.191652
09146,7612,35.01068,25.00763,10.00305,0.285714
09147,7612,88.5,78.66667,9.83333,0.111111
09148,7622,46.4,37.12,9.28,0.2
09149,7622,74.7886,61.07212,13.71648,0.183403
09150,7612,93.64638,73.86693,19.77945,0.211214
09151,7612,24.8,20.66667,4.13333,0.166667
09152,7612,4.5,4.5,0.0,0.0
09153,7612,65.45455,60.0,5.45455,0.083333
09154,7612,27.27273,10.90909,16.36364,0.6
09155,7612,28.0,28.0,0.0,0.0
09156,7612,8.14286,8.14286,0.0,0.0
09157,7612,770.74071,644.9314,125.80931,0.163232
09158,7622,108.34921,99.14456,9.20465,0.084954
09159,7612,39.2,39.2,0.0,0.0
09160,7612,2040.86242,1671.61565,369.24677,0.180927
09161,7612,239.26835,175.27167,63.99668,0.267468
09163,7612,31.53846,31.53846,0.0,0.0
09164,7622,239.01031,229.05155,9.95876,0.041667
09165,7612,108.72123,103.84481,4.87642,0.044853
09166,7612,33.6,28.0,5.6,0.166667
09167,7625,1049.28093,955.45286,93.82807,0.089421
09168,7612,82.28571,66.85714,15.42857,0.1875
09169,7612,63.91682,54.08346,9.83336,0.153846
09170,7612,94.11765,80.0,14.11765,0.15
09171,7612,29.07692,29.07692,0.0,0.0
09172,7625,11.2,5.6,5.6,0.5
09173,7612,130.63783,125.93269,4.70514,0.036017
09174,7612,182.31689,157.76604,24.55085,0.13466
09175,7612,49.5,41.25,8.25,0.166667
09176,7612,214.04249,172.50942,41.53307,0.194041
09177,7612,160.8667,155.32059,5.54611,0.034476
09178,7612,29.6,29.6,0.0,0.0
09179,7612,30.38462,30.38462,0.0,0.0
09180,7612,97.26906,82.53042,14.73864,0.151524
09181,7612,513.68534,473.375,40.31034,0.078473
09182,7622,313.16575,222.99484,90.17091,0.287933
09183,7622,54.0,54.0,0.0,0.0
09184,7612,23.63636,23.63636,0.0,0.0
09185,7612,1817.25053,1677.17573,140.0748,0.077081
09186,7612,45.47461,35.36914,10.10547,0.222222
09187,7622,153.04001,132.62999,20.41002,0.133364
09188,7612,598.12083,533.12743,64.9934,0.108663
09189,7612,96.0,96.0,0.0,0.0
09190,7622,58.95652,49.13043,9.82609,0.166667
09192,7612,68.27586,59.17241,9.10345,0.133333
09193,7612,4.83333,4.83333,0.0,0.0
09194,7612,1251.35314,1022.08196,229.27118,0.183219
09195,7612,13.0,13.0,0.0,0.0
09196,7612,40.98704,20.97756,20.00948,0.48819
09197,7612,11.33333,5.66667,5.66666,0.5
09198,7622,106.45818,96.16128,10.2969,0.096722
09199,7612,352.43362,317.10985,35.32377,0.100228
09200,7612,46.5,32.55,13.95,0.3
09201,7622,40.3803,32.42254,7.95776,0.19707
09202,7612,159.4715,139.99123,19.48027,0.122155
09203,7612,67.89189,50.91892,16.97297,0.25
09204,7622,112.27728,79.64276,32.63452,0.29066
09205,7612,47.0,42.3,4.7,0.1
09206,7612,197.09557,172.32291,24.77266,0.125689
09207,7612,538.83526,488.39305,50.44221,0.093613
09208,7622,56.0,51.33333,4.66667,0.083333
09209,7622,429.74547,371.2615,58.48397,0.13609
09210,7612,205.4321,205.4321,0.0,0.0
09211,7612,42.18182,36.90909,5.27273,0.125
09212,7622,44.88785,44.88785,0.0,0.0
09213,7612,78.33333,57.44444,20.88889,0.266667
09214,7622,320.40252,280.3522,40.05032,0.125
09215,7612,38.95652,38.95652,0.0,0.0
09216,7612,45.11111,45.11111,0.0,0.0
09217,7612,85.56667,70.46667,15.1,0.176471
09218,7612,41.31818,41.31818,0.0,0.0
09219,7622,87.46667,71.06667,16.4,0.1875
09220,7612,65.88235,61.17647,4.70588,0.071429
09221,7612,141.51926,111.73008,29.78918,0.210496
09222,7612,6.0,6.0,0.0,0.0
09223,7622,256.28584,221.33744,34.9484,0.136365
09224,7612,204.4,173.74,30.66,0.15
09225,7612,7649.99441,6359.92304,1290.07137,0.168637
09226,7612,8.22222,8.22222,0.0,0.0
09227,7612,78.31579,53.84211,24.47368,0.3125
09228,7612,111.93769,111.93769,0.0,0.0
09229,7612,176.73469,156.58163,20.15306,0.11403
09230,7608,20.33333,10.16667,10.16666,0.5
09231,7622,72.36667,38.96667,33.4,0.461538
09232,7612,16.72727,16.72727,0.0,0.0
09233,7612,17.6,8.8,8.8,0.5
09234,7612,44.64,44.64,0.0,0.0
09235,7622,344.29821,286.45731,57.8409,0.167997
09236,7612,210.65551,188.46615,22.18936,0.105335
09237,7608,5.6,,,
09238,7612,443.14246,407.84023,35.30223,0.079663
09239,7608,50.68744,45.60966,5.07778,0.100178
09240,7612,119.10795,99.2665,19.84145,0.166584
09241,7612,172.23681,158.15774,14.07907,0.081743
09242,7612,14.0,14.0,0.0,0.0
09243,7612,38.45455,34.18182,4.27273,0.111111
09244,7612,373.32561,324.51955,48.80606,0.130733
09245,7612,645.29256,600.2234,45.06916,0.069843
09246,7622,256.82378,204.88099,51.94279,0.202251
09247,7622,83.05111,60.46522,22.58589,0.271952
09249,7612,66.66667,61.11111,5.55556,0.083333
09250,7612,38.73333,38.73333,0.0,0.0
09251,7612,56.33333,51.21212,5.12121,0.090909
09252,7608,26.5625,26.5625,0.0,0.0
09253,7612,152.83674,122.42192,30.41482,0.199002
09254,7612,105.24756,91.04687,14.20069,0.134927
09256,7612,26.82353,26.82353,0.0,0.0
09257,7622,273.7,218.975,54.725,0.199945
09258,7612,267.27957,237.02151,30.25806,0.113208
09259,7612,81.42857,76.0,5.42857,0.066667
09260,7612,5.0,5.0,0.0,0.0
09261,7622,2612.93636,2160.9768,451.95956,0.17297
09262,7612,105.71429,105.71429,0.0,0.0
09263,7622,8.0,4.0,4.0,0.5
09264,7612,567.48319,516.04738,51.43581,0.090638
09265,7612,1099.86889,945.21458,154.65431,0.140612
09266,7612,48.05263,48.05263,0.0,0.0
09267,7622,62.39739,52.79779,9.5996,0.153846
09268,7622,390.12598,365.56552,24.56046,0.062955
09269,7612,163.63886,149.33049,14.30837,0.087439
09270,7612,110.44,85.34,25.1,0.227273
09271,7612,42.82353,26.76471,16.05882,0.375
09272,7612,530.68864,476.13187,54.55677,0.102804
09273,7612,284.82513,279.83857,4.98656,0.017507
09274,7612,163.13605,157.85538,5.28067,0.03237
09275,7612,212.30137,202.19178,10.10959,0.047619
09276,7612,118.81579,90.52632,28.28947,0.238095
09277,7612,335.69284,290.70103,44.99181,0.134027
09279,7622,23.0,17.25,5.75,0.25
09280,7612,302.83448,254.76552,48.06896,0.15873
09281,7612,63.5,57.72727,5.77273,0.090909
09282,7612,2261.60329,2065.4943,196.10899,0.086712
09283,7612,221.62668,191.37969,30.24699,0.136477
09284,7612,80.43902,70.97561,9.46341,0.117647
09285,7622,255.76868,211.3713,44.39738,0.173584
09289,7622,683.50549,603.68132,79.82417,0.116786
09290,7622,44.7347,34.79366,9.94104,0.222222
09291,7622,55.26316,38.68421,16.57895,0.3
09292,7622,12.81818,4.27273,8.54545,0.666666
09293,7612,320.02619,286.82654,33.19965,0.10374
09294,7612,39.26316,29.36842,9.89474,0.252011
09295,7612,40.0,35.0,5.0,0.125
09296,7612,62.8,52.33333,10.46667,0.166667
09297,7622,17.5,10.5,7.0,0.4
09298,7612,45.0,45.0,0.0,0.0
09299,7622,193.21403,179.05658,14.15745,0.073273
09300,7612,80.15625,69.46875,10.6875,0.133333
09301,7622,192.53305,165.10673,27.42632,0.14245
09303,7612,137.28446,127.48705,9.79741,0.071366
09304,7612,16.0,12.0,4.0,0.25
09305,7612,144.64149,112.73883,31.90266,0.220564
09306,7612,1167.60295,998.44805,169.1549,0.144874
09307,7622,51.42857,51.42857,0.0,0.0
09308,7622,104.87098,104.87098,0.0,0.0
09309,7612,66.0,54.0,12.0,0.181818
09310,7612,26.66667,26.66667,0.0,0.0
09311,7612,6.66667,6.66667,0.0,0.0
09312,7612,1433.8531,1221.77337,212.07973,0.147909
09313,7622,77.0,44.0,33.0,0.428571
09314,7612,133.29763,122.99344,10.30419,0.077302
09315,7612,52.5,47.25,5.25,0.1
09316,7612,62.85714,62.85714,0.0,0.0
09318,7612,53.73077,53.73077,0.0,0.0
09319,7612,57.12,47.6,9.52,0.166667
09320,7612,15.42857,15.42857,0.0,0.0
09321,7612,113.42229,108.37987,5.04242,0.044457
09322,7622,115.60586,107.0812,8.52466,0.073739
09323,7612,54.94737,54.94737,0.0,0.0
09324,7612,1585.03727,1418.84835,166.18892,0.104849
09325,7612,11.66667,11.66667,0.0,0.0
09326,7612,38.33333,38.33333,0.0,0.0
09327,7612,121.36633,110.91449,10.45184,0.086118
09328,7612,56.88528,40.35326,16.53202,0.29062
09329,7612,314.99025,256.39813,58.59212,0.186012
09330,7612,22.66667,17.0,5.66667,0.25
09331,7612,369.51145,330.77798,38.73347,0.104823
09332,7612,1040.8884,970.49015,70.39825,0.067633
09334,7612,204.92066,186.81085,18.10981,0.088375
09335,7622,28.0,21.0,7.0,0.25
09336,7612,345.11771,288.79273,56.32498,0.163205
09338,7612,91.4375,72.1875,19.25,0.210526
09339,7612,374.30133,333.31956,40.98177,0.109489
09340,7612,95.92857,79.0,16.92857,0.176471
09341,7612,64.55172,48.41379,16.13793,0.25
09342,7625,107.63669,102.53067,5.10602,0.047438
10002,4425,111.49386,99.86635,11.62751,0.104288
10003,4425,1463.48173,1324.25068,139.23105,0.095137
10004,4425,93.8737,78.22809,15.64561,0.166667
10005,4425,119.91111,112.45464,7.45647,0.062183
10006,4425,1077.53133,918.53373,158.9976,0.147557
10007,4425,45.85714,40.7619,5.09524,0.111111
10008,4425,56.31579,50.68421,5.63158,0.1
10009,4425,39.6,39.6,0.0,0.0
10010,4427,23.5,23.5,0.0,0.0
10011,4425,72.72222,72.72222,0.0,0.0
10012,4425,97.4102,88.45903,8.95117,0.091892
10013,4425,76.11111,55.81481,20.2963,0.266667
10014,4425,94.5,84.0,10.5,0.111111
10015,4425,235.86708,216.89271,18.97437,0.080445
10017,4425,77.91667,55.0,22.91667,0.294118
10018,4425,399.12145,346.30996,52.81149,0.132319
10019,4425,176.46725,157.22861,19.23864,0.109021
10020,4415,215.10074,205.00141,10.09933,0.046952
10021,4425,75.48387,60.3871,15.09677,0.2
10022,4425,101.53846,96.46154,5.07692,0.05
10023,4415,127.43902,101.95122,25.4878,0.2
10024,4425,75.15789,66.31579,8.8421,0.117647
10025,4425,52.62162,47.83784,4.78378,0.090909
10026,4427,28.8,21.6,7.2,0.25
10027,4427,38.0,38.0,0.0,0.0
10028,4425,48.69565,48.69565,0.0,0.0
10029,4425,107.9375,98.125,9.8125,0.090909
10030,4425,649.07834,586.0817,62.99664,0.097056
10031,4415,204.76789,172.57858,32.18931,0.157199
10032,4425,112.21666,112.21666,0.0,0.0
10033,4425,1905.43659,1476.74704,428.68955,0.224982
10034,4425,1147.38931,923.15773,224.23158,0.195428
