codgeo,ze2020,active_15_64_2022_total,employed_15_64_2022_total,unemployed_15_64_2022_est,unemployment_rate_est_2022
38080,8435,388.42345,353.14772,35.27573,0.090818
38081,8421,932.14955,875.79889,56.35066,0.060452
38082,8435,938.16709,866.78481,71.38228,0.076087
38083,8405,252.56421,216.47151,36.0927,0.142905
38084,8435,729.39208,706.42818,22.9639,0.031484
38085,8421,4787.05384,4413.83517,373.21867,0.077964
38086,8435,225.12995,206.60653,18.52342,0.082279
38087,8421,3215.99274,3011.98951,204.00323,0.063434
38089,8406,107.86364,92.45455,15.40909,0.142857
38090,8409,140.7067,131.32382,9.38288,0.066684
38091,8406,376.96,362.08,14.88,0.039474
38092,8435,49.47368,44.52632,4.94736,0.1
38093,8435,177.88235,177.88235,0.0,0.0
38094,8406,946.29021,868.37062,77.91959,0.082342
38095,8435,1086.39297,1005.99283,80.40014,0.074006
38097,8421,2477.80324,2211.61937,266.18387,0.107427
38098,8406,456.9562,426.45945,30.49675,0.066739
38099,8435,383.59499,353.13784,30.45715,0.079399
38100,8409,1213.23591,1158.76409,54.47182,0.044898
38101,8433,574.2955,502.05912,72.23638,0.125783
38102,8406,352.82279,301.79511,51.02768,0.144627
38103,8409,125.25794,100.75201,24.50593,0.195644
38104,8406,697.70046,586.43708,111.26338,0.159472
38105,8435,1227.02419,1172.15726,54.86693,0.044715
38106,8409,179.08939,159.00659,20.0828,0.112138
38107,8433,880.47661,809.55261,70.924,0.080552
38108,8435,60.0,60.0,0.0,0.0
38109,8421,509.55026,474.92063,34.62963,0.067961
38110,8421,1142.55036,1035.79706,106.7533,0.093434
38111,8409,3592.08779,3404.59273,187.49506,0.052197
38112,8409,18.69231,18.69231,0.0,0.0
38113,8409,221.48997,197.80641,23.68356,0.106928
38114,8433,729.64286,665.57143,64.07143,0.087812
38115,8409,387.47874,350.85572,36.62302,0.094516
38116,8409,6.0,6.0,0.0,0.0
38117,8435,302.43117,263.82627,38.6049,0.127649
38118,8435,903.2563,860.39482,42.86148,0.047452
38120,8409,370.60682,350.08809,20.51873,0.055365
38124,8406,1179.02521,1029.78151,149.2437,0.126582
38126,8409,1876.949,1772.83721,104.11179,0.055469
38127,8409,89.47059,84.5,4.97059,0.055556
38128,8409,159.94293,146.34632,13.59661,0.085009
38129,8409,195.37125,189.7382,5.63305,0.028833
38130,8435,2153.11653,1835.06203,318.0545,0.147718
38131,8433,973.48905,928.30738,45.18167,0.046412
38132,8409,23.05263,23.05263,0.0,0.0
38133,8435,2502.89449,2341.50864,161.38585,0.06448
38134,8433,455.11468,434.65596,20.45872,0.044953
38135,8406,677.12353,617.54461,59.57892,0.087988
38136,8406,380.78104,346.1897,34.59134,0.090843
38137,8435,191.46645,185.31382,6.15263,0.032134
38138,8421,1911.64758,1706.46696,205.18062,0.107332
38139,8406,804.62564,736.68508,67.94056,0.084437
38140,8409,4069.56098,3758.77879,310.78219,0.076367
38141,8406,417.19322,391.3621,25.83112,0.061916
38144,8421,1451.23571,1355.48929,95.74642,0.065976
38146,8421,431.27137,387.82641,43.44496,0.100737
38147,8406,441.81015,426.189,15.62115,0.035357
38148,8406,1577.60138,1466.69206,110.90932,0.070302
38149,8406,864.87547,780.16502,84.71045,0.097945
38150,8409,3458.67292,3209.13326,249.53966,0.072149
38151,8409,15972.21769,13445.85268,2526.36501,0.158172
38152,8406,797.6412,752.49169,45.14951,0.056604
38153,8409,195.30767,186.46167,8.846,0.045293
38154,8409,115.11628,104.65116,10.46512,0.090909
38155,8435,787.81383,722.12493,65.6889,0.083381
38156,8406,496.92428,457.45765,39.46663,0.079422
38157,8421,1506.77872,1348.86457,157.91415,0.104802
38158,8409,4988.33451,4509.32079,479.01372,0.096027
38159,8435,246.92308,226.34615,20.57693,0.083333
38160,8421,1166.62257,1106.41689,60.20568,0.051607
38161,8435,531.31897,487.05603,44.26294,0.083308
38162,8406,772.6476,729.00141,43.64619,0.056489
38163,8409,271.45161,256.64516,14.80645,0.054545
38166,8409,188.11369,173.57836,14.53533,0.077269
38167,8435,284.00681,250.29921,33.7076,0.118686
38169,8409,10952.75975,9653.49501,1299.26474,0.118624
38170,8409,1536.91465,1442.19694,94.71771,0.061628
38171,8435,157.92311,147.35464,10.56847,0.066922
38172,8406,881.3253,825.92771,55.39759,0.062857
38173,8409,124.79554,120.31383,4.48171,0.035912
38174,8435,532.93088,517.84793,15.08295,0.028302
38175,8409,1613.92639,1419.54031,194.38608,0.120443
38176,8421,1134.4386,1059.24055,75.19805,0.066287
38177,8409,23.09524,23.09524,0.0,0.0
38179,8409,3659.05775,3334.21272,324.84503,0.088778
38180,8435,476.58724,446.47732,30.10992,0.063178
38181,8409,1175.80807,1140.40795,35.40012,0.030107
38182,8435,1434.26396,1333.95939,100.30457,0.069935
38183,8406,248.11104,223.08131,25.02973,0.100881
38184,8421,864.30077,809.01865,55.28212,0.063962
38185,8409,77229.35052,67324.14641,9905.20411,0.128257
38186,8409,136.85784,132.27141,4.58643,0.033512
38187,8409,871.71401,812.17557,59.53844,0.0683
38188,8409,564.33366,533.15897,31.17469,0.055242
38189,8421,2549.90588,2370.14076,179.76512,0.070499
38190,8421,617.96093,576.84916,41.11177,0.066528
38191,8409,735.3029,715.15353,20.14937,0.027403
38192,8409,112.68293,107.31707,5.36586,0.047619
38193,8406,8662.12785,7647.45754,1014.67031,0.117139
38194,8435,958.92849,883.68252,75.24597,0.078469
38195,8435,345.18603,331.38319,13.80284,0.039987
38197,8421,1034.22868,981.85418,52.3745,0.050641
38198,8433,587.19581,548.74215,38.45366,0.065487
38199,8421,1031.65494,945.81739,85.83755,0.083204
38200,8409,1851.83977,1722.96613,128.87364,0.069592
38203,8409,181.46939,167.14286,14.32653,0.078947
38204,8409,96.73647,87.02383,9.71264,0.100403
38205,8409,1357.16753,1239.16363,118.0039,0.086949
38206,8409,499.71551,485.15215,14.56336,0.029143
38207,8409,83.39329,79.00417,4.38912,0.052632
38208,8409,87.125,82.0,5.125,0.058824
38209,8433,126.24444,115.26667,10.97777,0.086956
38210,8421,459.13076,430.39785,28.73291,0.062581
38211,8406,211.21739,206.18841,5.02898,0.023809
38212,8409,611.23857,518.17788,93.06069,0.152249
38213,8435,247.15455,226.15597,20.99858,0.084961
38214,8409,1066.73683,976.03145,90.70538,0.085031
38215,8421,1294.24691,1259.13169,35.11522,0.027132
38216,8435,30.15385,21.53846,8.61539,0.285714
38217,8409,30.90909,30.90909,0.0,0.0
38218,8435,596.69609,540.18425,56.51184,0.094708
38219,8433,251.66141,227.77284,23.88857,0.094923
38221,8435,76.15385,66.0,10.15385,0.133333
38222,8435,349.9738,330.91118,19.06262,0.054469
38223,8406,1020.78053,946.16231,74.61822,0.073099
38224,8409,51.11111,46.0,5.11111,0.1
38225,8409,1446.48765,1399.258,47.22965,0.032651
38226,8409,536.58801,491.45318,45.13483,0.084114
38228,8435,197.6736,178.29934,19.37426,0.098011
38229,8409,8231.51539,7648.33562,583.17977,0.070847
38230,8406,453.79545,439.0,14.79545,0.032604
38231,8406,546.75496,491.7125,55.04246,0.100671
38232,8421,330.52815,300.19009,30.33806,0.091787
38235,8409,249.0375,233.79858,15.23892,0.061191
38236,8435,719.5998,640.64496,78.95484,0.10972
38237,8409,80.84211,80.84211,0.0,0.0
38238,8421,1004.00768,922.99241,81.01527,0.080692
38239,8435,3377.18697,3066.67431,310.51266,0.091944
38240,8433,331.20975,316.10434,15.10541,0.045607
38241,8409,9.33333,9.33333,0.0,0.0
38242,8409,767.10625,727.38644,39.71981,0.051779
38243,8409,104.63253,89.33028,15.30225,0.146248
38244,8433,448.60677,410.4999,38.10687,0.084945
38245,8435,123.11805,102.30368,20.81437,0.16906
38246,8406,632.35244,602.53337,29.81907,0.047156
38247,8405,1684.65784,1475.45737,209.20047,0.12418
38248,8435,264.25321,233.15404,31.09917,0.117687
38249,8409,2714.9541,2510.0009,204.9532,0.07549
38250,8406,297.69434,276.4083,21.28604,0.071503
38252,8409,137.75966,137.75966,0.0,0.0
38253,8409,1081.3474,1061.41547,19.93193,0.018432
38254,8409,306.79513,297.1838,9.61133,0.031328
38255,8435,68.61905,43.66667,24.95238,0.363636
38256,8435,958.33425,858.32082,100.01343,0.104362
38257,8406,249.87507,226.41095,23.46412,0.093903
38258,8409,30.33333,30.33333,0.0,0.0
38259,8433,516.41536,447.43371,68.98165,0.133578
38260,8406,272.50642,256.64682,15.8596,0.058199
38261,8406,2005.0,1770.0,235.0,0.117207
38263,8435,163.84277,141.31517,22.5276,0.137495
38264,8409,47.93103,47.93103,0.0,0.0
38265,8409,816.90828,745.87278,71.0355,0.086957
38266,8409,209.14607,198.94382,10.20225,0.048781
38267,8435,356.53963,340.31274,16.22689,0.045512
38268,8409,151.42308,127.0,24.42308,0.16129
38269,8409,1883.03784,1618.5187,264.51914,0.140475
38270,8435,927.80068,867.17301,60.62767,0.065346
38271,8409,394.70728,374.30518,20.4021,0.051689
38272,8435,206.58228,185.92405,20.65823,0.1
38273,8409,213.3856,203.41857,9.96703,0.046709
38275,8435,169.56782,149.06819,20.49963,0.120893
38276,8406,1323.80606,1216.29039,107.51567,0.081217
38277,8409,282.98048,273.55205,9.42843,0.033318
38278,8435,223.73555,204.12962,19.60593,0.08763
38279,8409,490.77196,481.30785,9.46411,0.019284
38280,8409,222.43498,212.41098,10.024,0.045065
38281,8409,1066.33465,978.6901,87.64455,0.082192
38282,8421,454.21187,434.28572,19.92615,0.04387
38283,8409,36.0,25.71429,10.28571,0.285714
38284,8435,433.89535,398.16279,35.73256,0.082353
38285,8409,81.30769,81.30769,0.0,0.0
38286,8409,5.33333,5.33333,0.0,0.0
38287,8435,548.86081,518.9816,29.87921,0.054439
38288,8421,974.63043,912.18474,62.44569,0.064071
38289,8409,125.26063,114.83202,10.42861,0.083255
38290,8433,417.27273,363.27273,54.0,0.129412
38291,8433,505.9619,455.86667,50.09523,0.09901
38292,8435,1241.45045,1158.17142,83.27903,0.067082
38294,8421,374.97128,370.00506,4.96622,0.013244
38295,8405,372.05556,346.91667,25.13889,0.067568
38296,8406,547.17329,504.69617,42.47712,0.07763
38297,8406,910.69285,807.04873,103.64412,0.113808
38298,8433,2447.64535,1904.669,542.97635,0.221836
38299,8409,39.08333,39.08333,0.0,0.0
38300,8435,164.88104,153.96475,10.91629,0.066207
38301,8409,88.41176,68.76471,19.64705,0.222222
38303,8409,312.62911,289.90826,22.72085,0.072677
38304,8409,740.32309,699.63481,40.68828,0.05496
38307,8433,285.13981,248.79616,36.34365,0.127459
38308,8435,136.22735,126.7416,9.48575,0.069632
38309,8409,754.72182,713.95969,40.76213,0.054009
38310,8435,549.14537,514.82379,34.32158,0.0625
38311,8433,370.64789,314.02113,56.62676,0.152778
38313,8409,117.55932,102.86441,14.69491,0.125
38314,8409,3376.81896,3111.66785,265.15111,0.078521
38315,8406,1662.93453,1494.5332,168.40133,0.101268
38316,8421,2931.29544,2602.24335,329.05209,0.112255
38317,8409,5198.12394,4540.51279,657.61115,0.126509
38318,8433,2417.13712,2170.0209,247.11622,0.102235
38319,8435,309.24051,259.36709,49.87342,0.161277
38320,8405,883.42676,833.05366,50.3731,0.05702
38321,8409,80.75,76.0,4.75,0.058824
38322,8435,43.75,43.75,0.0,0.0
38323,8406,570.57871,535.34182,35.23689,0.061756
38324,8433,323.45964,303.52019,19.93945,0.061644
38325,8409,194.12751,189.03194,5.09557,0.026249
38326,8409,168.47968,148.07962,20.40006,0.121083
38328,8409,460.9288,446.87794,14.05086,0.030484
38329,8409,21.94444,17.55556,4.38888,0.2
38330,8435,52.5,52.5,0.0,0.0
38331,8435,467.27041,412.47643,54.79398,0.117264
38332,8435,1586.2311,1433.82769,152.40341,0.096079
38333,8435,162.11175,162.11175,0.0,0.0
38334,8409,692.72571,666.60548,26.12023,0.037706
38335,8433,480.4904,424.35289,56.13751,0.116834
38336,8433,1031.20307,944.54675,86.65632,0.084034
38337,8435,3270.08197,3019.69165,250.39032,0.07657
38338,8435,350.65123,345.65997,4.99126,0.014234
38339,8421,1054.0201,954.96517,99.05493,0.093978
38340,8433,1008.38462,959.14552,49.2391,0.04883
38341,8406,520.94545,485.88182,35.06363,0.067308
38342,8409,146.93278,141.68429,5.24849,0.03572
38343,8406,898.96532,824.05202,74.9133,0.083333
38344,8433,3741.65604,3202.60447,539.05157,0.144068
38345,8435,280.75702,258.40413,22.35289,0.079616
38346,8406,208.46138,203.62212,4.83926,0.023214
38347,8435,445.36816,381.79104,63.57712,0.142752
38348,8406,2314.36765,2184.12185,130.2458,0.056277
38349,8433,1081.88596,971.70175,110.18421,0.101845
38350,8409,290.52369,285.099,5.42469,0.018672
38351,8406,631.81934,587.62844,44.1909,0.069942
38352,8406,1098.35878,1041.82081,56.53797,0.051475
38353,8433,502.38342,442.6943,59.68912,0.118812
38354,8406,210.5,184.82927,25.67073,0.121951
38355,8409,37.86364,37.86364,0.0,0.0
38356,8435,138.37681,128.49275,9.88406,0.071429
38357,8406,1277.6842,1169.2051,108.4791,0.084903
38358,8406,373.31507,352.57534,20.73973,0.055556
38359,8435,556.7686,506.60331,50.16529,0.090101
38360,8435,173.29965,162.8118,10.48785,0.060519
38361,8409,36.5,36.5,0.0,0.0
38362,8435,601.87677,576.29069,25.58608,0.04251
38363,8433,391.62032,332.13369,59.48663,0.151899
38364,8409,207.18182,197.54545,9.63637,0.046512
38365,8421,427.481,397.74414,29.73686,0.069563
38366,8409,115.12863,115.12863,0.0,0.0
38368,8435,534.54545,509.09091,25.45454,0.047619
38369,8406,532.4986,492.33024,40.16836,0.075434
38370,8435,320.88953,271.6907,49.19883,0.15332
38372,8435,309.29507,288.52768,20.76739,0.067144
38373,8435,524.21707,478.16111,46.05596,0.087857
38374,8406,1946.99138,1793.589,153.40238,0.078789
38375,8409,30.94737,30.94737,0.0,0.0
38376,8435,405.76806,376.74405,29.02401,0.071529
38377,8406,1731.48372,1629.811,101.67272,0.05872
38378,8433,1863.71721,1711.9278,151.78941,0.081444
38379,8435,118.15964,113.22022,4.93942,0.041803
38380,8435,165.56288,154.95396,10.60892,0.064078
38381,8406,1149.31282,1049.46358,99.84924,0.086877
38382,8409,8242.5747,7529.69264,712.88206,0.086488
38383,8435,1218.1148,1147.91571,70.19909,0.057629
38384,8435,1532.17057,1410.44901,121.72156,0.079444
38386,8435,1018.90509,901.45238,117.45271,0.115273
38387,8435,191.8989,177.89393,14.00497,0.072981
38388,8409,1290.23989,1183.82143,106.41846,0.08248
38389,8421,1722.90425,1611.52013,111.38412,0.064649
38390,8435,299.73759,265.38548,34.35211,0.114607
38391,8409,103.47267,98.62084,4.85183,0.04689
38392,8406,312.47884,292.77469,19.70415,0.063058
38393,8435,702.16469,663.98811,38.17658,0.05437
38394,8435,980.43119,887.74484,92.68635,0.094536
38395,8409,1215.01035,1119.61698,95.39337,0.078512
38396,8409,370.19712,330.14133,40.05579,0.108201
38397,8409,3189.07731,3033.43453,155.64278,0.048805
38398,8406,386.25967,366.13175,20.12792,0.05211
38399,8406,2143.00194,1998.41045,144.59149,0.067471
38400,8435,1761.98804,1643.99339,117.99465,0.066967
38401,8406,856.83344,775.76154,81.0719,0.094618
38402,8409,266.43646,256.67046,9.766,0.036654
38403,8409,147.08178,142.25565,4.82613,0.032813
38404,8409,142.92857,142.92857,0.0,0.0
38405,8435,625.05008,594.07473,30.97535,0.049557
38406,8433,64.8,64.8,0.0,0.0
38407,8409,489.54504,469.35609,20.18895,0.04124
38408,8421,1348.4332,1313.48758,34.94562,0.025916
38409,8435,754.03548,702.96091,51.07457,0.067735
38410,8435,670.29972,626.16713,44.13259,0.06584
38412,8435,2027.07235,1836.85573,190.21662,0.093838
38413,8409,188.18323,161.50381,26.67942,0.141774
38414,8409,20.5,20.5,0.0,0.0
38415,8406,790.67036,732.08606,58.5843,0.074094
38416,8435,3385.14573,2899.25026,485.89547,0.143538
38417,8409,229.67109,204.87613,24.79496,0.107959
38418,8409,114.76093,105.58006,9.18087,0.08
38419,8409,64.64865,64.64865,0.0,0.0
38420,8406,127.98705,123.42168,4.56537,0.035671
38421,8409,17334.51435,15137.71331,2196.80104,0.12673
38422,8409,2584.3474,2396.2507,188.0967,0.072783
38423,8409,3006.24087,2665.32424,340.91663,0.113403
38424,8409,99.44444,89.5,9.94444,0.1
38425,8433,2913.29511,2557.22023,356.07488,0.122224
38426,8409,323.99965,309.43801,14.56164,0.044943
38427,8435,132.37065,108.42117,23.94948,0.180927
38428,8409,16.0,16.0,0.0,0.0
38429,8409,136.48639,131.68634,4.80005,0.035169
38430,8409,194.30894,184.46991,9.83903,0.050636
38431,8409,1372.25743,1297.67822,74.57921,0.054348
38432,8435,484.62032,474.52406,10.09626,0.020833
38433,8409,573.1956,531.08457,42.11103,0.073467
38434,8406,341.13053,311.02114,30.10939,0.088264
38436,8409,1073.83445,1049.09172,24.74273,0.023041
38437,8435,160.84821,156.07757,4.77064,0.029659
38438,8409,109.9322,90.81356,19.11864,0.173913
38439,8409,1803.49644,1697.95821,105.53823,0.058519
38440,8435,339.35778,296.98487,42.37291,0.124862
38442,8435,504.91244,467.58931,37.32313,0.07392
38443,8435,235.95789,231.04211,4.91578,0.020833
38444,8409,35.0,30.625,4.375,0.125
38445,8409,419.25097,389.46457,29.7864,0.071047
38446,8435,264.57679,254.36538,10.21141,0.038595
38448,8433,757.64771,700.58676,57.06095,0.075313
38449,8406,2582.82192,2342.5589,240.26302,0.093023
38450,8435,750.54521,673.3053,77.23991,0.102912
38451,8421,1656.37444,1526.94549,129.42895,0.07814
38452,8433,222.96629,207.76404,15.20225,0.068182
38453,8435,910.26949,853.08299,57.1865,0.062824
38454,8435,774.87479,713.91431,60.96048,0.078671
38455,8406,2088.26168,1987.86449,100.39719,0.048077
38456,8409,188.51814,178.39562,10.12252,0.053695
38457,8435,1343.02685,1176.93296,166.09389,0.123671
38458,8406,348.1921,324.48595,23.70615,0.068084
38459,8421,457.84211,437.71579,20.12632,0.043959
38460,8435,207.85806,188.70373,19.15433,0.092151
38462,8409,279.54098,269.55738,9.9836,0.035714
38463,8435,792.60431,736.43897,56.16534,0.070862
38464,8406,1156.3128,1080.88626,75.42654,0.06523
38465,8406,541.69432,507.68667,34.00765,0.06278
38466,8409,630.56808,580.73357,49.83451,0.079031
38467,8406,771.38379,718.26981,53.11398,0.068855
38468,8433,1924.6295,1666.64132,257.98818,0.134046
38469,8409,51.6,51.6,0.0,0.0
38470,8409,117.9204,112.38668,5.53372,0.046928
38471,8409,593.67843,558.14213,35.5363,0.059858
38472,8409,133.72093,110.46512,23.25581,0.173913
38473,8435,525.55829,484.9079,40.65039,0.077347
38474,8409,5517.90455,5102.62213,415.28242,0.075261
38475,8406,1359.64706,1304.86275,54.78431,0.040293
38476,8406,436.55932,377.0339,59.52542,0.136351
38478,8409,457.26733,447.32673,9.9406,0.021739
38479,8435,997.33622,919.56111,77.77511,0.077983
38480,8421,1105.59459,1019.87971,85.71488,0.077528
38481,8406,573.35388,547.56192,25.79196,0.044984
38483,8406,911.17719,841.02287,70.15432,0.076993
38484,8421,1019.51208,964.53623,54.97585,0.053924
38485,8409,5708.40047,5266.10974,442.29073,0.077481
38486,8409,3426.30225,3141.19228,285.10997,0.083212
38487,8421,1136.48557,1071.03195,65.45362,0.057593
38488,8421,327.85986,303.2974,24.56246,0.074918
38489,8409,61.84615,56.69231,5.15384,0.083333
38490,8435,1005.08247,925.81767,79.2648,0.078864
38492,8409,382.40164,362.00576,20.39588,0.053336
38494,8406,487.49067,465.39071,22.09996,0.045334
38495,8435,300.52892,291.05017,9.47875,0.03154
38496,8433,654.04641,643.71914,10.32727,0.01579
38497,8409,59.07407,59.07407,0.0,0.0
38498,8406,379.50968,364.52903,14.98065,0.039474
38499,8409,569.83676,490.49942,79.33734,0.139228
38500,8435,270.04098,265.13115,4.90983,0.018182
38501,8409,1190.92113,1104.44768,86.47345,0.072611
38503,8409,1213.35602,1101.62151,111.73451,0.092087
38504,8409,991.78563,942.0401,49.74553,0.050158
38505,8435,377.3312,338.12962,39.20158,0.103892
38507,8421,3984.56167,3673.03226,311.52941,0.078184
38508,8406,416.58791,406.43846,10.14945,0.024363
38509,8406,3493.64485,2992.07918,501.56567,0.143565
38511,8409,1449.31812,1373.18407,76.13405,0.052531
38512,8406,428.86396,414.16761,14.69635,0.034268
38513,8409,119.07692,119.07692,0.0,0.0
38514,8409,85.425,80.4,5.025,0.058824
38515,8406,1046.02128,961.74468,84.2766,0.080569
38516,8409,2962.90101,2708.74066,254.16035,0.085781
38517,8435,3549.48925,3273.75,275.73925,0.077684
38518,8409,180.97144,170.92962,10.04182,0.055488
38519,8421,1568.37586,1493.45345,74.92241,0.047771
38520,8406,345.43478,325.69565,19.73913,0.057143
38521,8409,16.0,16.0,0.0,0.0
38522,8409,45.54545,40.48485,5.0606,0.111111
38523,8435,436.86714,418.21074,18.6564,0.042705
38524,8409,4735.0791,4458.68762,276.39148,0.058371
38525,8406,192.5,187.6875,4.8125,0.025
38526,8435,162.62525,147.52623,15.09902,0.092845
38527,8409,195.71568,190.92169,4.79399,0.024495
38528,8409,683.92941,655.16185,28.76756,0.042062
38529,8409,1854.46154,1759.74442,94.71712,0.051075
38530,8406,1210.08036,1112.10728,97.97308,0.080964
38531,8435,261.75675,251.67338,10.08337,0.038522
38532,8406,512.57359,470.69424,41.87935,0.081704
38533,8409,372.6747,347.49398,25.18072,0.067568
38535,8421,138.24664,128.07144,10.1752,0.073602
38536,8433,811.05845,784.03217,27.02628,0.033322
38537,8406,3692.62302,3384.64655,307.97647,0.083403
38538,8409,2534.70767,2378.41245,156.29522,0.061662
38539,8405,340.01305,309.98416,30.02889,0.088317
38540,8409,656.55451,618.63,37.92451,0.057763
38542,8406,141.26503,141.26503,0.0,0.0
38543,8406,1100.54664,1025.89171,74.65493,0.067834
38544,8433,14518.10059,12852.3569,1665.74369,0.114736
38545,8409,4097.15863,3909.58529,187.57334,0.045781
38546,8406,479.52909,439.90225,39.62684,0.082637
38547,8409,3600.50278,3345.99248,254.5103,0.070687
38548,8409,1974.53271,1834.20561,140.3271,0.071069
38549,8409,26.0,26.0,0.0,0.0
38550,8409,35.0,35.0,0.0,0.0
38551,8409,34.4,34.4,0.0,0.0
38552,8409,214.30769,193.89744,20.41025,0.095238
38553,8406,8743.23278,7462.91937,1280.31341,0.146435
38554,8421,925.14802,885.6042,39.54382,0.042743
38555,8406,571.55879,517.04394,54.51485,0.095379
38556,8433,553.24961,475.31355,77.93606,0.14087
38557,8421,2360.74114,2226.35294,134.3882,0.056926
38558,8421,1006.49338,964.45737,42.03601,0.041765
38559,8435,2138.32763,1875.9498,262.37783,0.122702
38560,8406,745.71685,690.28315,55.4337,0.074336
38561,8435,783.37009,697.26806,86.10203,0.109912
38562,8409,3108.94242,2716.2484,392.69402,0.126311
38563,8435,10043.99456,8883.88365,1160.11091,0.115503
38564,8435,112.08897,102.12898,9.95999,0.088858
38565,8409,4747.23348,4366.39264,380.84084,0.080224
38566,8435,779.78187,710.2161,69.56577,0.089212
38567,8409,238.08648,225.4807,12.60578,0.052946
39001,2712,365.87952,335.80723,30.07229,0.082192
39002,2713,30.5,30.5,0.0,0.0
39003,2713,36.0,36.0,0.0,0.0
39004,2713,16.66667,12.5,4.16667,0.25
39006,2713,194.19916,194.19916,0.0,0.0
39007,2713,111.75,102.4375,9.3125,0.083333
39008,2712,251.86178,225.77176,26.09002,0.103589
39009,2713,248.46903,248.46903,0.0,0.0
39010,2713,32.11765,32.11765,0.0,0.0
39011,2712,182.77108,167.08467,15.68641,0.085825
39013,2713,1167.7089,1067.91438,99.79452,0.085462
39014,2712,89.18182,84.22727,4.95455,0.055556
39015,2713,35.84,35.84,0.0,0.0
39016,2713,381.37674,341.22791,40.14883,0.105273
39017,2713,593.96231,542.62364,51.33867,0.086434
39018,2713,275.69231,265.84615,9.84616,0.035714
39019,2713,127.29878,112.34402,14.95476,0.117478
39020,2715,39.13043,39.13043,0.0,0.0
39021,2713,206.93451,196.89427,10.04024,0.048519
39022,2712,299.77627,289.90182,9.87445,0.032939
39024,2712,121.41176,121.41176,0.0,0.0
39025,2713,114.48556,109.51604,4.96952,0.043407
39026,2712,95.51351,85.45946,10.05405,0.105263
39027,2713,55.59459,50.54054,5.05405,0.090909
39028,2713,180.12088,160.64835,19.47253,0.108108
39029,2712,218.34083,194.34994,23.99089,0.109878
39030,2712,367.45342,341.71543,25.73799,0.070044
39031,2712,90.0,85.0,5.0,0.055556
39032,2716,167.10756,161.32979,5.77777,0.034575
39034,2712,159.68096,148.77103,10.90993,0.068323
39035,2713,165.26763,154.59965,10.66798,0.06455
39037,2712,73.53125,67.875,5.65625,0.076923
39038,2716,66.0,57.2,8.8,0.133333
39039,2712,123.28433,107.99256,15.29177,0.124037
39040,2713,85.89474,80.84211,5.05263,0.058824
39041,2713,54.65625,49.6875,4.96875,0.090909
39042,2712,225.53372,210.75202,14.7817,0.065541
39043,2713,760.73666,708.52149,52.21517,0.068638
39045,2713,51.875,51.875,0.0,0.0
39046,2716,46.25,41.625,4.625,0.1
39047,2716,226.41667,205.83333,20.58334,0.090909
39048,2712,122.1875,106.25,15.9375,0.130435
39049,2713,189.03193,173.61778,15.41415,0.081543
39050,2713,96.2069,90.86207,5.34483,0.055556
39051,2712,228.32427,201.85093,26.47334,0.115946
39052,2713,34.15385,34.15385,0.0,0.0
39053,2715,111.02326,105.97674,5.04652,0.045455
39054,2713,51.1875,51.1875,0.0,0.0
39055,2715,21.53846,21.53846,0.0,0.0
39056,2713,691.94284,576.35032,115.59252,0.167055
39057,2713,26.34783,26.34783,0.0,0.0
39058,2713,53.66067,42.92854,10.73213,0.2
39059,2716,1029.29814,961.59299,67.70515,0.065778
39060,2713,27.27273,27.27273,0.0,0.0
39061,2713,65.76923,65.76923,0.0,0.0
39062,2713,26.66667,21.33333,5.33334,0.2
39063,2716,91.25581,86.18605,5.06976,0.055555
39065,2713,32.35294,32.35294,0.0,0.0
39066,2713,73.78378,73.78378,0.0,0.0
39068,2716,163.35,148.5,14.85,0.090909
39070,2713,37.47368,37.47368,0.0,0.0
39072,2713,115.69373,100.35326,15.34047,0.132596
39073,2713,63.66667,63.66667,0.0,0.0
39074,2712,75.80952,75.80952,0.0,0.0
39076,2712,130.0,130.0,0.0,0.0
39077,2712,12.0,12.0,0.0,0.0
39078,2712,319.63003,302.93116,16.69887,0.052244
39079,2713,89.08889,89.08889,0.0,0.0
39080,2713,13.15385,13.15385,0.0,0.0
39081,2713,204.53209,204.53209,0.0,0.0
39083,2715,179.1002,173.75993,5.34027,0.029817
39084,2713,82.45161,82.45161,0.0,0.0
39085,2715,45.0,45.0,0.0,0.0
39086,2716,136.52349,115.45231,21.07118,0.154341
39088,2713,186.14211,176.60689,9.53522,0.051225
39090,2712,61.66667,61.66667,0.0,0.0
39091,2713,49.8,49.8,0.0,0.0
39092,2713,70.04689,70.04689,0.0,0.0
39093,2712,148.48088,148.48088,0.0,0.0
39094,2713,67.09677,56.77419,10.32258,0.153846
39095,2712,51.19231,51.19231,0.0,0.0
39096,2712,248.71729,222.64051,26.07678,0.104845
39097,2713,3424.7418,3022.23352,402.50828,0.11753
39099,2712,219.98717,205.34497,14.6422,0.066559
39100,2713,37.33333,37.33333,0.0,0.0
39101,2712,656.78674,611.4871,45.29964,0.068972
39102,2716,129.02703,123.16216,5.86487,0.045455
39103,2713,164.17784,150.38255,13.79529,0.084027
39104,2713,266.91161,247.50015,19.41146,0.072726
39105,2713,83.05528,78.16933,4.88595,0.058828
39106,2716,113.81034,98.96552,14.84482,0.130435
39107,2713,82.83333,82.83333,0.0,0.0
39108,2713,39.2,39.2,0.0,0.0
39109,2713,48.28571,48.28571,0.0,0.0
39110,2713,32.5,32.5,0.0,0.0
