ZE2020,weight_a17_AZ,weight_a17_C1,weight_a17_C2,weight_a17_C3,weight_a17_C4,weight_a17_C5,weight_a17_DE,weight_a17_FZ,weight_a17_GZ,weight_a17_HZ,weight_a17_IZ,weight_a17_JZ,weight_a17_KZ,weight_a17_LZ,weight_a17_MN,weight_a17_OQ,weight_a17_RU,total_establishments,year_profile
0051,0.13950842057350932,0.0243513882567137,0.0,0.0029585798816568047,0.002048247610377788,0.02548930359581247,0.011834319526627219,0.10400546199362767,0.17182521620391442,0.019116977696859355,0.06486117432862995,0.010013654984069186,0.03641329085116067,0.013654984069185253,0.09512972234865726,0.18752844788347747,0.09126081019572144,4394.0,2024
0052,0.11779141104294479,0.021625766871165644,0.0,0.0015337423312883436,0.00030674846625766873,0.0299079754601227,0.009355828220858895,0.09616564417177914,0.19800613496932515,0.030521472392638038,0.13052147239263803,0.012423312883435582,0.03496932515337423,0.02791411042944785,0.11380368098159509,0.09095092024539878,0.08420245398773006,6520.0,2024
0053,0.05050587467362924,0.019827023498694515,0.0,0.0031821148825065273,0.0008975195822454308,0.027007180156657963,0.0070169712793733685,0.1197780678851175,0.2164654046997389,0.04120430809399478,0.08975195822454309,0.017134464751958223,0.042836161879895564,0.020316579634464753,0.1402578328981723,0.10631527415143603,0.0975032637075718,12256.0,2024
0054,0.0828001968503937,0.01894685039370079,0.0,0.004552165354330708,0.0022145669291338582,0.03309547244094488,0.009473425196850394,0.13029035433070865,0.18184055118110237,0.03420275590551181,0.0702509842519685,0.010580708661417323,0.029404527559055118,0.01673228346456693,0.11811023622047244,0.171751968503937,0.08575295275590551,8128.0,2024
0055,0.07507507507507508,0.024024024024024024,0.0,0.0045045045045045045,0.00037537537537537537,0.04504504504504504,0.014264264264264264,0.12987987987987987,0.18055555555555555,0.03453453453453453,0.10135135135135136,0.006756756756756757,0.03791291291291291,0.015765765765765764,0.13963963963963963,0.10773273273273273,0.08258258258258258,2664.0,2024
0056,0.20061847700038654,0.02551217626594511,0.0,0.0011596443757247777,0.0015461925009663702,0.03362968689601856,0.01198299188248937,0.09006571318129107,0.1569385388480866,0.018940858136838035,0.0776961731735601,0.010823347506764593,0.03672207189795129,0.011209895632006184,0.08001546192500966,0.16930807885581756,0.07383069192114418,2587.0,2024
0057,0.04212974928922202,0.022486430602222798,0.0,0.007495476867407599,0.001809253036960455,0.04342207288705092,0.016024812613078313,0.14241406048074437,0.1910054277591109,0.031015766347893513,0.07883173946756268,0.02016024812613078,0.03696045489790643,0.019901783406565003,0.11527526492633755,0.1421555957611786,0.08891186353062806,3869.0,2024
0058,0.10825610783487784,0.02274641954507161,0.0,0.007160909856781803,0.0008424599831508003,0.08719460825610784,0.009688289806234204,0.08593091828138164,0.17186183656276327,0.02106149957877001,0.09393428812131424,0.0037910699241786015,0.04422914911541702,0.016006739679865205,0.09351305812973884,0.15459140690817186,0.07919123841617523,2374.0,2024
0059,0.1019741955541738,0.023939064200217627,0.0,0.004508005596144878,0.002176278563656148,0.035131353956163534,0.008083320379294264,0.10819213430747707,0.19462148297839266,0.022229131043059226,0.07850147676045391,0.012902222913104305,0.03948391108347583,0.01647753769625369,0.12622415669205658,0.13104305922586662,0.09451266905020986,6433.0,2024
0060,0.09770708531295187,0.019624044618880395,0.0004131377814501136,0.006197066721751705,0.0030985333608758523,0.03181160917165875,0.012187564552778352,0.09522825862425119,0.1693864903945466,0.027267093575707498,0.07519107622392068,0.008882462301177443,0.04172691592646147,0.019624044618880395,0.10452385870687875,0.18880396612270192,0.09832679198512705,4841.0,2024
0061,0.13706293706293707,0.02937062937062937,0.0,0.004662004662004662,0.0013986013986013986,0.04522144522144522,0.014918414918414918,0.11841491841491841,0.1571095571095571,0.023310023310023312,0.07272727272727272,0.011188811188811189,0.032167832167832165,0.017715617715617717,0.1006993006993007,0.15244755244755245,0.08158508158508158,2145.0,2024
0062,0.12935522627152582,0.023628354024829795,0.0,0.002803364036844213,0.0024028834601521826,0.04164997997597117,0.005606728073688426,0.13736483780536643,0.16099319183019623,0.023227873448137766,0.07729275130156188,0.007609130957148579,0.03404084901882259,0.011613936724068883,0.11013215859030837,0.12815378454144974,0.10412494993992791,2497.0,2024
0063,0.11618925008046346,0.0331509494689411,0.0,0.0009655616350177019,0.000643707756678468,0.035725780495654974,0.017380109430318636,0.1126488574187319,0.17862890247827487,0.029610556807209528,0.08850981654328935,0.007080785323463148,0.037335049887351146,0.012552301255230125,0.07273897650466687,0.19729642742195044,0.05954296749275829,3107.0,2024
0064,0.14851161269218188,0.03532875368007851,0.0,0.0013084723585214263,0.00032711808963035657,0.026169447170428524,0.007196597971867844,0.10402355250245339,0.17893359502780504,0.015047432122996402,0.1324828263002944,0.009486424599280341,0.031076218514883874,0.018972849198560682,0.08635917566241413,0.12692181877657835,0.07785410533202486,3057.0,2024
0101,0.024070021881838075,0.05032822757111598,0.0,0.0,0.0,0.019693654266958426,0.006564551422319475,0.11816192560175055,0.15098468271334792,0.05470459518599562,0.24070021881838075,0.010940919037199124,0.0087527352297593,0.0087527352297593,0.0700218818380744,0.16411378555798686,0.07221006564551423,457.0,2024
0102,0.060589519650655024,0.05349344978165939,0.0,0.0,0.0005458515283842794,0.04039301310043668,0.009279475982532752,0.11353711790393013,0.1943231441048035,0.06932314410480349,0.10262008733624454,0.008187772925764192,0.025655021834061136,0.013100436681222707,0.11353711790393013,0.1222707423580786,0.07314410480349345,1832.0,2024
