codgeo,ze2020,side_stocks_ul_2023_total
04166,9311,194
04197,9311,298
04199,9307,24
04138,9311,36
04182,9311,19
04176,9311,21
04144,9311,74
04208,9306,74
04151,9311,49
04059,9307,11
04133,9307,12
04111,9311,167
04076,9315,101
04201,9311,15
04090,9315,13
04106,9311,48
04085,9307,5
04062,9307,27
04049,9307,406
04115,9315,11
04235,9307,7
04187,9307,3
25208,2706,12
25156,2714,72
04124,9311,37
25230,2714,203
04070,9307,1259
04042,9315,16
01211,8405,92
04164,9311,9
04091,9307,5
04206,9311,42
04200,9307,51
04205,9307,175
04067,9307,11
04169,9311,11
04075,9307,33
04135,9311,174
04118,9307,13
04101,9311,13
04107,9307,0
04207,9307,14
04145,9307,140
01108,8405,90
04113,9307,32
04104,9311,34
04222,9307,16
04171,9311,18
04066,9310,54
04058,9310,24
04136,9307,32
04093,9307,7
04079,9307,80
04226,9307,171
04142,9306,5
04178,9311,132
04233,9307,27
04094,9311,421
01202,8405,495
04220,9307,43
04051,9307,3
04121,9307,36
04234,9310,20
04143,9311,535
04210,9307,8
04065,9311,45
04134,9307,45
04228,9307,3
04068,9311,72
04102,9307,22
04099,9307,11
04132,9306,14
04154,9310,15
01129,8405,15
04231,9307,15
04047,9307,57
04046,9307,51
01167,8434,53
04054,9307,6
04204,9307,8
04127,9307,20
04227,9311,32
04175,9311,9
10227,4425,21
10290,4425,13
04069,9307,16
25218,2706,9
10275,4415,26
25164,2706,9
01117,8404,11
01116,8404,22
25175,2715,3
01283,8425,1562
01240,8425,38
01225,8434,28
01156,8421,61
01207,8405,27
01248,8421,200
01247,8416,59
01255,8405,34
01236,8405,52
10284,4415,6
10271,4415,25
01227,8404,44
01170,8425,78
01149,8405,55
25159,2714,74
25096,2715,18
25098,2706,12
25179,2715,3
10299,4425,38
01244,8405,668
01142,8421,418
01261,8421,62
01302,8404,11
01209,8416,30
01237,8425,152
01294,8404,42
01293,8425,8
01145,8405,90
01180,8416,56
01206,8425,15
01204,8425,54
01268,8404,19
01151,8405,74
01163,8405,129
01127,8405,31
01265,8425,279
01114,8416,39
01203,0059,79
01219,8405,13
01235,8405,77
01139,8405,22
01155,8404,7
01279,8405,6
01165,8434,99
01200,8405,19
01193,8404,8
01215,8416,6
01213,8405,81
01254,8405,244
01239,8404,44
01171,8425,55
01191,8425,11
01259,8405,41
01275,8421,373
01123,0059,77
01130,8405,122
01199,8405,148
01258,8434,91
01152,8425,50
01276,8421,139
01263,8434,310
01250,8434,113
01285,8434,100
01115,8405,85
01286,8404,68
01290,8405,132
01249,8421,895
01111,8405,7
01295,8434,37
01241,8405,101
01198,8405,21
01184,8405,54
01190,8404,6
01148,8425,110
01264,8405,61
01291,0059,67
01282,8425,11
01169,8434,55
01162,8404,6
01185,8404,325
01242,8405,10
01150,8405,12
01224,8421,269
01289,8405,504
01297,8421,57
01138,8404,207
01192,8425,188
01118,8416,72
01128,8405,10
01125,8405,31
01133,8404,20
01260,8421,26
01166,8434,209
01197,8405,32
01146,8405,23
01181,8425,112
01109,8416,130
01210,8416,48
01153,8416,102
01252,8434,74
01232,8405,154
01174,8416,29
01266,8405,239
01160,8416,748
01233,8404,12
01234,8404,10
01136,0059,61
01141,8404,20
01262,8421,521
01281,8416,195
01187,8404,115
01269,8425,211
01212,8405,35
01124,8405,41
01113,8405,48
01274,8425,32
01195,8405,121
01177,8405,7
01230,8405,21
01173,8416,622
01273,8405,107
01140,8405,46
01179,0059,130
01231,0059,116
01243,8434,116
01246,8405,159
01208,8404,6
01143,8416,668
01238,8434,238
01267,8425,69
01296,8405,22
01301,8405,224
01159,0059,276
01277,8404,5
01189,8416,44
01196,8405,86
01272,8405,113
01194,8434,473
01245,8405,71
01188,8434,48
01280,8404,13
01216,8404,51
01183,8434,176
01298,8416,10
01284,0059,56
01147,8405,31
01134,0059,141
01110,8404,6
01112,8425,29
01228,8425,75
01257,8416,29
01158,8416,44
01157,8434,305
01299,8405,59
01229,8405,66
01175,0059,53
01135,8416,128
10267,4425,30
10303,4425,2
01121,8404,9
01288,8416,136
10194,4425,7
10288,4425,16
10327,4425,7
10213,4425,18
10215,4425,24
10265,4425,99
10205,4425,6
10326,4425,7
10195,4425,10
10304,4425,12
10226,4425,6
10245,4425,43
10310,4425,8
10197,4425,17
10247,4425,6
10255,4425,17
10296,4425,21
01214,8425,14
10210,4425,30
10208,4415,11
10182,4425,5
10317,4425,90
10320,4425,11
10279,4427,1
10228,4425,9
10230,4425,31
10249,4425,19
10315,4425,1
10186,4425,36
10300,4425,20
10286,4425,11
10214,4425,7
10313,4425,16
10209,4425,156
10263,4425,21
10301,4415,10
10254,4415,15
10272,4425,6
10176,4425,9
10204,4425,2
10241,4425,3
10235,4425,4
10188,4425,8
10287,4425,97
10295,4425,29
10321,4425,211
10189,4425,7
10256,4425,23
10281,4425,15
10172,4425,12
10231,4415,33
10236,4425,1
10232,4425,16
10312,4425,8
01319,8405,29
10179,4425,27
10330,4425,6
10196,4425,10
10318,4415,7
10307,4425,17
01361,8421,146
10201,4425,5
10323,4415,736
10211,4425,56
10173,4425,22
10167,4425,3
10234,4415,11
10302,4425,8
10308,4415,17
10252,4425,6
10248,4425,31
10217,4425,1
10219,4425,5
10324,4425,13
10325,4425,370
10229,4425,7
10212,4425,9
10259,4415,10
10190,4425,40
10283,4425,6
10170,4425,38
10289,4415,53
10240,4425,32
10262,4425,29
10331,4425,29
10278,4425,12
10266,4425,1
10202,4425,11
10242,4425,9
10273,4425,2
10203,4425,15
10319,4425,19
10218,4425,12
10261,4425,40
10269,4425,15
10328,4425,20
10237,4425,33
10268,4415,336
10280,4415,32
10314,4425,24
10306,4425,14
10221,4425,9
01351,8434,120
10294,4425,1
10223,4415,29
10199,4425,18
10305,4425,6
10316,4415,19
10192,4427,6
10329,4425,27
10185,4425,12
10183,4425,2
10260,4425,39
10216,4425,63
10224,4415,94
10187,4425,33
10253,4425,13
10239,4425,29
10274,4415,23
10264,4425,15
10309,4425,2
10285,4425,4
10181,4425,11
10233,4415,66
01367,8405,48
10257,4425,4
10258,4425,17
10246,4425,5
10276,4425,21
10270,4425,11
10282,4425,96
10206,4425,6
10200,4425,9
10251,4425,16
10238,4425,31
10175,4425,10
10177,4425,9
10180,4427,3
10243,4425,2
10291,4415,16
10298,4415,44
10297,4425,342
01419,8416,363
10174,4425,6
01334,0059,42
10222,4425,20
25149,2706,37
25152,2706,16
10250,4425,11
10220,4415,100
10293,4425,5
25079,2715,24
25176,2715,25
25104,2706,11
10178,4425,11
25172,2706,10
10191,4425,99
25231,2706,10
01457,0059,225
25132,2706,8
01399,8416,108
01318,8434,72
01383,8405,78
01358,8404,15
01428,8434,7
01452,8404,83
01435,8416,85
02021,3214,5
01415,8404,23
25209,2706,8
25222,2706,124
01427,8434,651
02014,3220,37
01385,8405,59
01429,8405,41
01374,8405,129
01323,0059,79
01436,8416,23
01378,8421,214
01342,8421,42
01350,8405,159
01365,0059,66
01314,8405,131
01332,0059,49
02012,3221,10
01308,8416,23
02019,3220,14
01393,8405,40
02018,3214,101
01412,8405,34
01421,8405,46
01407,8416,65
01398,8434,131
02023,3209,4
01310,8404,5
01345,8405,131
01404,8405,6
01368,8405,61
02005,3214,17
01424,8421,136
01443,8405,436
01381,8405,66
02003,3221,37
01333,8421,370
01349,8421,34
01396,8405,69
01444,8405,65
01353,8434,130
01335,8405,24
01422,8405,118
01331,8405,13
01434,8405,37
01387,8405,16
01405,8405,88
02013,3214,27
01336,8405,62
01375,8405,39
01456,8404,7
01346,8405,40
01411,8405,15
01305,0059,225
01425,8405,20
02008,3221,15
01416,8405,60
01441,8425,62
01446,8434,129
01448,8416,16
01400,8405,12
01439,0059,11
02001,3220,25
01338,8404,100
01392,8425,31
01431,8405,90
01432,8405,22
01363,8405,132
01306,0059,108
01366,8405,53
01357,8416,20
01384,8405,154
02022,3209,22
01303,8405,137
02015,3221,9
01317,8405,21
01372,8404,31
01328,8405,31
01325,8405,66
01304,8405,225
01410,8425,22
01343,0059,120
02011,3221,65
01418,8421,102
01313,8416,389
01445,8405,32
01359,8405,14
01348,8434,288
01339,8434,142
01423,8434,78
01364,8405,38
01391,8405,23
01320,0059,334
01453,8404,52
01309,8405,4
01426,8405,193
02010,3221,9
01403,8405,80
01329,8404,10
02002,3220,28
02024,3214,2
01307,8425,79
01371,8421,68
01449,8405,72
01390,8405,178
02009,3220,20
01382,8434,25
01347,8434,178
01311,8404,5
02006,3220,11
01354,8416,759
01373,8425,103
01420,8434,129
01321,8405,48
01322,8434,499
02020,3217,22
01380,8405,40
02016,3220,6
01402,0059,36
01451,8405,567
01408,8405,45
01376,8421,334
01369,8405,73
02025,3220,12
01379,8405,41
01437,8405,7
02004,3214,7
01370,0059,136
01433,8405,10
01337,0059,77
02017,3220,15
01450,8405,294
01360,8416,93
01430,8405,42
01388,8405,82
01355,0059,31
01389,8434,179
01397,8416,37
01401,8416,90
01344,8405,453
01447,8405,84
02007,3214,9
01362,8434,85
01454,8404,89
01386,8405,66
01406,8405,11
25191,2714,16
25110,2715,56
25193,2715,104
25160,2715,49
25145,2714,2
25183,2706,4
25177,2714,10
25102,2715,1
25224,2714,22
25111,2706,22
01352,0059,30
01356,8405,7
25197,2706,34
25243,2715,37
25189,2706,4
25117,2706,12
25082,2714,45
25154,2706,21
25122,2715,20
25245,2706,101
25155,2706,27
25103,2706,39
25194,2714,2
25130,2706,0
25148,2715,18
25086,2706,11
25133,2706,250
25066,2714,4
25213,2715,37
25109,2706,18
25203,2715,15
25087,2706,4
25221,2706,5
25184,2718,21
25201,2715,63
25178,2714,0
25071,2714,17
25138,2714,11
25120,2706,21
25216,2714,13
25214,2714,28
25192,2714,3
25126,2706,33
25174,2715,10
25097,2714,42
25240,2715,225
25187,2714,24
25157,2715,108
17281,7509,1
10377,4425,4
25095,2715,23
25094,2706,7
25223,2706,17
02075,3220,15
17194,7512,263
25108,2715,20
17246,7525,43
25090,2706,6
25181,2718,9
17191,7528,18
25093,2714,1
25085,2715,20
17306,7526,2363
25190,2714,94
25166,2706,7
25215,2706,6
25141,2706,2
25229,2715,19
25115,2706,24
25233,2706,18
25207,2714,33
25136,2706,30
25237,2714,88
25238,2715,6
25242,2706,9
17287,7509,11
17327,7512,28
17258,7509,16
17180,7509,8
17332,7528,38
25088,2706,0
17274,7512,1061
17177,7509,14
17264,7512,518
25112,2706,146
17184,7525,49
17182,7512,34
17179,7528,154
17209,7509,13
25150,2706,10
17326,7509,34
17296,7528,84
17185,7526,150
17186,7512,83
17236,7528,114
17305,7509,19
17200,7512,767
17211,7528,45
02029,3220,6
17257,7520,59
17235,7509,48
17206,7520,19
17302,7525,44
17335,7528,14
17293,7512,48
17329,7525,22
10347,4415,8
17202,7528,29
17196,7528,37
17232,7526,128
17203,7512,61
17301,7520,3
17319,7509,6
17248,7526,88
17250,7528,31
17210,7528,39
17178,7528,4
17275,7528,47
17222,7512,264
17263,7509,32
17183,7526,58
10434,4425,5
17304,7528,32
17231,7509,8
17285,7528,93
17316,7509,25
17315,7512,138
17175,7509,34
02076,3214,11
17225,7526,357
17280,7528,47
17331,7528,101
17218,7512,339
17324,7528,9
17252,7528,19
17311,7526,126
17295,7509,69
02100,3220,11
17259,7509,3
02140,3221,15
17223,7509,10
17312,7528,66
17233,7509,19
17273,7509,73
17309,7516,120
17284,7525,198
11041,7617,136
10372,4425,28
10388,4425,3
11039,7608,4
02167,3221,44
02126,3214,31
02151,3214,15
10428,4425,5
02186,3209,75
02059,3220,89
02149,3220,4
02094,3209,35
02138,3221,11
02030,3220,16
02064,3221,132
02185,3209,18
02110,3221,110
10444,4425,19
10395,4425,8
10389,4425,0
02184,3214,14
02114,3209,96
02051,3209,17
02157,3214,72
02139,3220,13
02090,3209,8
02058,3214,72
02088,3214,1
02084,3209,17
02136,3217,6
02047,3214,3
02104,3214,10
02117,3220,0
02144,3220,8
02078,3221,2
02159,3221,7
02096,3214,10
02163,3209,161
02070,3220,20
02050,3217,9
02109,3217,17
02174,3214,38
02177,3214,6
02141,3217,99
02069,3214,5
02044,3214,2
02189,3214,12
02103,3220,58
02041,3220,44
02125,3209,13
02171,3214,5
02155,3214,6
02072,3214,5
02164,3209,16
02062,3209,7
02097,3214,19
02175,3221,6
02091,3221,6
02040,3217,4
02165,3220,75
02089,3221,64
02071,3221,45
02119,3209,25
02127,3209,12
02046,3214,21
02143,3220,14
02187,3209,49
02080,3214,16
02133,3214,14
02061,3220,10
02111,3214,15
02079,3217,6
02068,3214,4
02049,3220,37
02093,3221,83
02172,3221,19
02112,3220,29
02190,3221,16
02043,3221,1
02042,3209,19
02028,3214,103
02169,3214,5
02123,3220,24
02108,3214,6
02054,3221,30
02188,3220,4
02168,3209,991
02052,3221,10
02087,3221,0
02162,3209,13
02173,3220,641
02102,3214,16
02053,3209,41
02035,3220,19
02032,3220,13
02048,3214,6
02183,3214,1
02031,3217,41
02074,3214,22
02132,3214,13
02067,3217,8
02065,3220,19
02153,3214,22
02034,3221,4
02063,3220,21
02086,3220,38
02152,3221,5
02038,3214,3
02145,3220,22
02129,3221,3
02181,3214,3
02120,3221,4
02098,3209,15
02099,3209,17
02066,3220,8
02033,3214,7
02073,3214,30
02085,3209,58
02037,3214,40
02131,3221,77
02154,3221,18
02178,3214,7
02180,3214,26
02176,3221,8
02095,3220,213
02107,3221,1
02039,3214,9
02192,3221,18
02122,3214,2
02135,3217,43
02055,3217,5
02124,3220,18
02182,3214,2
02081,3220,12
02116,3217,5
02106,3214,42
02179,3221,16
02056,3220,9
02060,3220,10
02158,3214,42
02150,3214,2
02156,3214,11
02146,3209,6
02130,3217,5
02148,3221,12
02036,3221,3
02027,3214,13
02137,3209,9
02166,3209,19
02105,3209,15
02115,3221,5
02121,3209,6
02128,3214,102
02082,3209,9
02083,3209,39
02101,3214,12
02160,3214,17
02134,3217,34
02057,3220,61
02170,3220,4
02142,3220,6
10442,4425,49
10371,4425,12
11016,7608,1
02118,3221,2
10336,4425,37
11043,7608,6
10433,4425,6
10366,4425,5
10334,4415,16
10383,4415,7
10387,4425,4110
10405,4425,0
10430,4425,13
11038,7608,3
10441,4425,11
11025,7608,12
10362,4425,736
10361,4425,9
11006,7617,12
10445,4425,12
10367,4415,30
10379,4425,30
11032,7608,28
10349,4425,195
11007,7608,14
10398,4425,3
11005,7608,55
11049,7608,249
10378,4425,4
10437,4425,39
10393,4425,16
11015,7608,13
10365,4415,15
10373,4425,34
10344,4425,54
11018,7608,88
02210,3221,13
10429,4425,21
10346,4427,2
11012,7617,150
11048,7617,44
10423,4425,16
10394,4425,17
11014,7617,110
02201,3221,25
10356,4415,17
10417,4425,17
10420,4415,109
10337,4425,1
10391,4425,19
10376,4425,9
11033,7612,91
10332,4425,30
10392,4415,21
11013,7617,40
11029,7608,0
11040,7617,121
10338,4425,6
10384,4425,7
10419,4425,38
10380,4425,11
10354,4425,4
10368,4425,65
10408,4425,7
10363,4425,40
10435,4425,12
11027,7608,44
10400,4425,5
10439,4425,5
10416,4425,16
11035,7608,30
11002,7608,11
10409,4425,36
10374,4425,7
10364,4425,0
11017,7608,2
11036,7608,12
11009,7608,99
10341,4415,31
11003,7608,11
11045,7608,13
02206,3220,0
11051,7608,16
10333,4425,714
11047,7608,5
10359,4425,31
11046,7608,5
10382,4415,57
10355,4415,5
11004,7608,27
10414,4425,19
10351,4415,22
10340,4425,153
11021,7608,63
10402,4425,14
11030,7608,14
10396,4425,30
10440,4425,15
10348,4415,12
10421,4415,6
11042,7608,8
10343,4425,419
11023,7608,53
10438,4425,18
10381,4425,80
11010,7608,25
10403,4425,5
10339,4415,17
11037,7608,39
10406,4425,109
11008,7608,38
11026,7608,13
10390,4425,7
10360,4425,51
10422,4425,10
11001,7608,35
10353,4425,60
10370,4415,14
11044,7608,5
10401,4425,115
10425,4425,27
10399,4425,48
10443,4425,0
10426,4425,36
10397,4425,6
10418,4425,8
10358,4425,87
10432,4425,6
11031,7608,1
10342,4425,29
10436,4425,12
10431,4425,4
11020,7608,2
10350,4425,31
11011,7608,41
10424,4427,3
10412,4425,92
10404,4425,4
11034,7608,67
10375,4425,21
11019,7608,6
02256,3214,5
02284,3217,2
02261,3214,11
10410,4425,10
10335,4425,11
11022,7608,91
10345,4425,22
10386,4425,11
10357,4425,245
10427,4425,14
11028,7608,55
10352,4425,124
11024,7617,79
02191,3214,32
17278,7528,75
02321,3217,48
17291,7512,728
17289,7528,31
02315,3220,59
02273,3220,5
02274,3214,13
17322,7512,39
02207,3220,7
17336,7528,260
17205,7525,24
17237,7525,28
17310,7526,88
17221,7512,70
17220,7528,31
02212,3220,32
02252,3214,4
17323,7526,181
02218,3214,30
17286,7512,149
02302,3221,21
02339,3209,31
02227,3209,4
02226,3221,58
02292,3209,63
02198,3221,5
02243,3221,147
02299,3214,14
02194,3214,6
02333,3214,7
02205,3214,11
02312,3217,50
02235,3214,4
02251,3214,2
02229,3214,3
02322,3220,16
02266,3214,1
02356,3209,10
02239,3209,61
02342,3217,5
02290,3209,114
02280,3209,18
02241,3209,5
02244,3220,5
02263,3221,3
02329,3214,18
02296,3220,50
02271,3209,5
02259,3221,18
02347,3209,24
02204,3217,3
02304,3220,144
02234,3214,7
02276,3220,3
02288,3220,25
02221,3209,7
02262,3220,17
02231,3214,28
02287,3220,49
02258,3221,19
02303,3220,67
02293,3220,13
02279,3209,37
02353,3214,17
02225,3209,1
02213,3209,12
02351,3209,2
02220,3209,27
02340,3220,209
02223,3209,11
02219,3221,9
02245,3221,74
02324,3217,9
02336,3220,27
02230,3221,10
02208,3214,12
02268,3209,32
02354,3214,3
02233,3209,6
02306,3214,24
02260,3220,16
02264,3214,42
02286,3217,25
02327,3220,9
02298,3220,47
02196,3214,16
02265,3214,2
02295,3217,45
02249,3221,10
02294,3214,15
02307,3221,94
02255,3221,3
02350,3214,4
02275,3217,5
02242,3209,20
02248,3214,8
02309,3214,23
02193,3209,0
02323,3220,2
02222,3214,2
02269,3217,2
02320,3220,9
02326,3221,29
02246,3220,21
02250,3214,2
02352,3220,31
02228,3209,18
02272,3221,6
02358,3220,9
02317,3220,8
02283,3214,12
02270,3220,6
02236,3221,17
02362,3220,7
02328,3209,27
02331,3217,3
02313,3220,6
02310,3220,11
02349,3214,2
02346,3214,26
02278,3217,3
02240,3220,7
02338,3214,23
02238,3214,58
02253,3221,15
02254,3221,12
02332,3209,8
02316,3221,9
02308,3217,26
02297,3209,2
02257,3220,23
02305,3209,182
02359,3220,39
02282,3214,15
02209,3209,54
02197,3217,13
02217,3221,55
02214,3220,1
02335,3214,4
02330,3220,18
02200,3214,9
02355,3220,53
02361,3220,225
02289,3209,17
02216,3221,9
02337,3217,6
02345,3220,0
02277,3221,16
02267,3221,17
02211,3214,16
02357,3217,2
02334,3220,115
02318,3221,59
02281,3209,19
02224,3221,11
02215,3214,52
02203,3209,85
02291,3220,11
02237,3214,72
02341,3217,6
02343,3220,4
02199,3220,22
02232,3221,10
02319,3220,20
17234,7520,23
02195,3221,52
17242,7528,60
17320,7525,27
17328,7528,81
10411,4425,1
17298,7528,54
17181,7528,21
17190,7512,258
17260,7509,25
17290,7509,15
17337,7526,429
17176,7509,6
17261,7509,32
17192,7509,83
17197,7509,401
17277,7528,70
17240,7509,275
17245,7512,55
17276,7509,4
17271,7528,23
17173,7516,12
17201,7512,28
10369,4425,8
17283,7528,407
17265,7526,103
17299,7525,2112
17187,7528,31
17230,7526,293
17268,7528,19
17269,7509,56
17226,7528,48
17308,7525,177
17262,7528,75
17256,7528,12
17174,7525,60
17294,7528,11
17204,7509,24
17321,7525,19
17188,7509,26
02360,3214,150
17195,7528,19
17216,7525,77
17229,7509,18
17266,7528,44
17333,7526,558
17227,7528,17
17198,7528,21
17208,7512,53
17241,7509,157
17255,7526,57
17279,7528,49
17244,7528,65
17267,7512,97
17207,7512,111
17212,7509,13
17219,7526,523
17292,7525,31
17228,7526,302
17239,7509,26
17313,7528,34
17300,7512,9353
17243,7509,90
17214,7528,32
17297,7512,434
17270,7509,32
17193,7512,240
17224,7509,208
17317,7528,39
17254,7528,8
17253,7525,85
02367,3220,3
17282,7509,13
17325,7528,41
17215,7528,2
17247,7526,117
17249,7509,16
17213,7528,9
17314,7528,51
17288,7528,17
17307,7526,136
17330,7526,99
17217,7509,26
17318,7512,101
17303,7512,79
25217,2706,47
25089,2706,5
25196,2714,62
25195,2706,104
25198,2714,28
25170,2714,58
25202,2715,10
25151,2706,6
25114,2714,16
17199,7509,7
25143,2706,12
25244,2714,4
