annee,trimestre,code_zone_d_emploi,effectifs_salaries_brut,effectifs_salaries_cvs,masse_salariale_cvs
2013,1,7613,16632,17205,88946246
2013,2,7613,17411,17071,89017300
2013,4,7613,16846,17239,89794403
2013,4,7616,177501,179511,1151747783
2013,4,7617,28718,29606,167030684
2013,2,7618,78490,78007,469481042
2013,4,7618,78135,78341,473039503
2013,3,7620,95245,92659,524119381
2013,4,7620,89775,92424,525841093
2013,4,7623,17329,17859,100986124
2013,1,0201,5032,5072,30990558
2013,2,0201,5128,5090,30826877
2013,2,0202,46959,47411,341271127
2013,3,0203,864,864,4259347
2013,4,0203,878,879,4390262
2013,3,0204,2410,2390,15036924
2013,4,0205,4542,4472,24473842
2013,4,0206,8305,8239,52534438
2013,1,0301,20795,21075,147441191
2013,3,0301,21723,21621,151766181
2013,4,0302,2045,2048,11716948
2013,1,1101,138636,139602,993467292
2013,3,1101,140309,139971,1005942066
2013,4,1102,9753,9757,59202535
2013,3,1105,34101,34046,233092035
2013,3,2404,10648,10616,61841838
2013,1,2405,48227,48634,281834861
2013,3,2405,48694,48512,282816352
2013,4,2405,48369,48519,282932794
2013,2,2407,20589,20340,136820901
2013,3,2407,20578,20528,139203406
2013,4,2407,20110,20399,138432921
2013,2,2408,10708,10588,56153687
2013,2,2409,26904,26611,166911248
2013,1,2410,130022,131022,880749905
2013,3,2410,130709,130834,884619427
2013,4,2410,132299,131503,892517530
2013,3,2411,14857,14692,95266682
2013,3,2706,79202,78931,484588191
2013,4,2706,78581,78611,484438156
2013,2,2711,26,26,149944
2013,4,2711,24,24,178418
2013,3,2712,16688,16639,103788817
2013,3,2713,30685,30373,177617238
2013,3,2714,49423,49322,333271010
2013,4,2714,48619,48588,330464994
2013,4,2807,32696,32830,211431731
2013,1,2808,43493,43819,272608420
2013,2,2808,43984,43554,274757988
2013,4,2808,43686,43522,274930538
2013,1,2812,1049,1047,7219092
2013,1,2815,203439,204898,1360211045
2013,2,2817,27097,26815,182959557
2013,3,2817,27061,26906,182674181
2013,2,0054,3435,3423,24189356
2013,4,0054,3401,3373,24404066
2013,2,0057,2700,2678,16428809
2013,1,2801,7720,7782,44702551
2013,2,2801,7863,7774,44938838
2013,4,2801,7627,7718,45370902
2013,3,2802,21741,21549,123881743
2013,1,0052,4024,4069,23341187
2013,1,0053,8103,8106,52399240
2013,2,0053,8301,8104,53138319
2013,4,0053,8109,8163,53825708
2013,3,8402,26575,25559,140209357
2013,1,8404,9745,9820,60594606
2013,4,8404,9736,9750,61296860
2013,1,8405,67260,67746,425953507
2013,4,8405,68503,68514,434889714
2013,3,8407,71620,71332,457245842
2013,1,8409,195654,194142,1458207824
2013,3,8409,192097,194015,1477410685
2013,4,7603,31182,31578,170959207
2013,2,7605,17835,17623,134152717
2013,2,7606,44274,43346,246739596
2013,4,7606,42355,43283,248506555
2013,1,7608,33128,33916,182332696
2013,2,7608,34567,34025,182581854
2013,1,0101,1387,1387,7691208
2013,1,0102,5752,5667,31652917
2013,1,0103,1137,1104,6081738
2013,1,0104,52247,52743,373314044
2013,1,0105,8632,8674,51224536
2013,2,0401,12321,12353,65757602
2013,3,0401,12740,12611,67490732
2013,4,0401,12517,12391,66840995
2013,1,0403,49016,49426,340942596
2013,2,0404,37446,37731,212357866
2013,3,0404,38205,38051,215321490
2013,3,1107,31410,31331,196295716
2013,4,1107,31443,31319,195736780
2013,1,1108,43697,44094,298558823
2013,3,1108,43711,43742,299831492
2013,1,1109,3044832,3051670,29562325620
2013,4,1109,3064086,3054889,30132601145
2013,3,1110,7572,7576,45170303
2013,1,1111,14780,14851,103435241
2013,3,1111,15024,15053,104989900
2013,4,1111,14897,14925,105733497
2013,2,1112,278166,276507,2186020728
2013,2,1113,177095,175384,1523582853
2013,3,1113,175366,175758,1530306806
2013,4,1113,176162,175368,1552853226
2013,1,1114,168187,168643,1321727053
2013,3,1114,168270,168679,1335111188
2013,4,1114,169555,168484,1352065425
2013,4,1115,239233,238849,2258585943
2013,2,2401,49632,49046,311769686
2013,4,2401,49087,49291,311827028
2013,1,2402,48276,48702,301387011
2013,2,2403,52781,52448,349998028
2013,3,2403,52543,52641,354185950
2013,1,2408,10533,10624,56280897
2013,2,5305,19305,19044,112011415
2013,3,5305,18928,18962,112144533
2013,4,5305,19200,19194,113051906
2013,1,5306,11743,11850,65646704
2013,2,5306,11598,11555,66035988
2013,3,5306,11529,11503,67121734
2013,3,5308,20560,20211,124769132
2013,2,5309,53135,52492,318672962
2013,3,5309,53203,52817,318551998
2013,2,5310,30549,29928,177348164
2013,3,5310,30535,30060,176411952
2013,4,5312,29995,30046,177565331
2013,2,5313,69367,68081,403810110
2013,4,5313,67121,68287,408517806
2013,1,5314,10777,11007,66777919
2013,3,5314,10824,10792,67103064
2013,1,5315,203731,204293,1362418419
2013,1,5316,45091,45557,262117783
2013,1,5317,33058,33822,201302720
2013,4,5318,48622,49219,288490533
2013,1,5319,26699,27032,168294342
2013,3,5319,27218,27261,170075629
2013,2,0062,16732,16264,96863579
2013,3,0062,16122,16119,95948657
2013,4,7502,56193,56287,342739536
2013,1,7505,3,3,9969
2013,4,7506,26534,26430,152201096
2013,1,7527,4848,4913,28056200
2013,1,7501,34214,34613,205726209
2013,4,7501,35110,35040,209797681
2013,2,7516,26254,25890,152980101
2013,3,7516,26369,26041,155630648
2013,4,7516,25588,25938,157176925
2013,1,7517,512,523,2602740
2013,2,7518,19587,19406,108160020
2013,4,7518,19670,19663,110159250
2013,2,7519,25217,25083,146277907
2013,3,7519,25422,25108,145881923
2013,4,7519,25116,25056,146257463
2013,1,7521,14836,14923,88596491
2013,2,7521,14987,14798,88225961
2013,1,7531,15773,16094,86926071
2013,3,7531,16154,15978,87243352
2013,2,0063,9956,9872,57654921
2013,3,0063,9885,9807,57287709
2013,4,0063,9826,9881,57677623
2013,2,7602,48922,48604,280979474
2013,1,7604,27451,28006,151275099
2013,3,7604,28201,27753,152559929
2013,2,7608,4,4,9573
2013,3,7608,4,4,15228
2013,1,7609,11849,12182,73957006
2013,2,7609,12046,11916,72916847
2013,3,7609,12560,12233,73988854
2013,3,7610,33766,33607,210670608
2013,4,7614,12890,13202,74739225
2013,2,7615,35367,35224,205715013
2013,3,7615,35509,35379,206110639
2013,4,7615,35650,35551,206997008
2013,1,7621,35153,35632,207188066
2013,2,7621,35949,35602,206715760
2013,2,7624,54586,53778,309523845
2013,3,7624,54712,53767,310723262
2013,1,7625,401802,402947,2980851316
2013,2,7625,406221,403514,3013156375
2013,3,7625,403236,404642,3046397321
2013,2,7601,16488,14974,79238446
2013,3,7601,16841,15156,80344197
2013,1,2812,8131,8191,47433935
2013,2,2812,8246,8148,47697921
2013,4,2812,8095,8111,48337278
2013,1,2814,18302,18564,108297850
2013,4,2814,17928,18118,108526033
2013,1,2816,25166,25536,141738823
2013,3,2816,25320,25237,143408866
2013,4,2816,25267,25012,144474966
2013,2,2818,10429,10356,59451287
2013,2,0051,22490,22394,125649675
2013,4,0051,21900,21947,125799701
2013,2,3201,17138,16783,91304358
2013,3,3201,16995,16711,91513014
2013,4,3201,16211,16650,91301370
2013,4,3202,91012,90615,570022013
2013,1,3209,11956,12034,72396331
2013,4,3209,12085,12088,71850079
2013,4,3210,51978,51988,353278106
2013,2,3217,7683,7634,45202059
2013,4,3220,53492,53734,333230591
2013,3,3221,31517,31472,194218420
2013,1,0054,60101,60543,385620438
2013,2,0058,10777,10671,64989272
2013,3,0058,10656,10629,65501280
2013,4,0058,10510,10593,65066997
2013,2,3203,47638,47421,284025548
2013,4,3203,47932,47788,286246039
2013,1,3204,27638,28417,160966574
2013,3,3204,28694,28274,162590838
2013,4,3204,27527,28027,162866683
2013,2,3205,48857,48533,303845818
2013,1,3206,37353,37973,217943406
2013,2,3206,37720,37522,217152145
2013,3,3206,37710,37514,217260800
2013,4,3206,37591,37401,217129606
2013,1,3207,31727,32219,197633756
2013,1,3208,34634,34702,190571579
2013,2,3208,34016,33936,192036360
2013,4,3212,48685,48580,303173064
2013,2,3213,71566,70877,481921423
2013,1,4401,15085,15228,89311056
2013,2,4401,15255,15226,90633959
2013,4,4401,15331,15238,92215363
2013,3,4408,19407,19268,107860593
2013,4,4408,18911,18955,107448997
2013,4,4410,125205,125429,798403197
2013,1,4412,142979,143976,921026774
2013,3,4416,31075,30685,200510207
2013,3,4419,17638,17511,106381027
2013,4,4419,17468,17558,107281590
2013,2,4420,23159,22977,142041005
2013,3,4420,23330,22976,142320937
2013,4,4420,22489,22688,144668946
2013,2,4421,1873,1872,11244011
2013,3,4421,1873,1859,11197248
2013,4,4421,1837,1838,11197189
2013,2,4424,56224,55950,350708586
2013,3,4424,55877,55759,354240846
2013,1,4427,809,819,4865086
2013,3,4427,774,762,4902717
2013,4,4427,730,727,4467179
2013,1,4405,57251,58166,382902237
2013,3,4405,58078,57628,382022747
2013,1,4409,64909,65633,433375342
2013,3,4411,122788,122572,790060726
2013,4,4411,122450,122374,791213879
2013,3,4418,19182,19002,128188361
2013,4,4418,18872,19024,128442755
2013,3,4419,9266,9216,59495106
2013,4,4419,9156,9134,59183118
2013,1,4420,6672,6796,42986729
2013,2,4420,6766,6742,42832662
2013,3,4422,25361,25168,166527489
2013,4,4422,25096,25239,168362305
2013,3,4423,234782,234252,1630806217
2013,1,5206,59059,59495,362672561
2013,3,5207,24277,23706,132126651
2013,4,5208,16909,17022,106610072
2013,2,5209,11677,11643,68088733
2013,2,5212,100071,99034,628029640
2013,4,5212,98293,98465,627475413
2013,1,5213,50040,51466,311621297
2013,4,5213,51112,51251,314702776
2013,4,5214,16627,17392,101295513
2013,4,5215,19715,19848,120312476
2013,1,5216,298073,298910,2041661539
2013,2,5216,301179,298840,2055972107
2013,3,5216,298878,299503,2071910936
2013,1,5217,13279,13755,74199177
2013,1,5218,16359,16589,99392191
2013,3,5218,16238,16348,101529155
2013,4,5218,16752,16416,101909385
2013,1,3217,37312,37502,230346637
2013,3,3217,37256,37151,230282707
2013,1,3218,89885,90804,576606174
2013,3,3218,91085,90890,580424330
2013,2,3219,42382,41817,248468246
2013,3,3219,42027,41745,247311092
2013,3,3222,92063,91786,566906562
2013,2,4403,37055,36803,228222472
2013,4,4403,36700,36775,229679571
2013,2,4406,18465,18238,120724031
2013,3,4421,15858,15770,96707394
2013,2,4425,64541,63809,369578256
2013,4,4425,63242,63535,369936364
2013,1,5201,26052,26193,159309970
2013,2,5201,26517,26311,160872329
2013,3,5201,26302,26331,161671430
2013,4,5201,26716,26555,163530591
2013,3,5202,104428,104689,641965645
2013,1,5203,31112,32451,178767810
2013,2,5203,32886,31842,178106537
2013,4,5203,30684,32210,178566591
2013,1,5204,10323,10381,58956249
2013,2,5204,10484,10407,59649553
2013,3,5204,10426,10448,60359522
2013,2,5205,11341,11231,61346651
2013,3,5205,11104,11175,61085833
2013,4,5205,11281,11403,62273317
2013,1,7508,21503,21670,141634648
2013,3,7508,21831,21786,142176902
2013,4,7508,21626,21726,142636186
2013,1,7509,29703,30136,185129473
2013,4,7512,61576,62972,384080088
2013,4,7516,355,356,1900814
2013,2,7523,682,673,3865728
2013,3,7523,691,658,3820479
2013,4,7523,655,682,3942857
2013,2,7524,76426,76020,452665880
2013,3,7526,23934,22187,115565339
2013,4,7526,20085,22201,116005468
2013,1,7502,1,1,6175
2013,4,7502,1,1,6168
2013,1,7503,83944,86561,531425450
2013,4,7503,83849,86361,539293144
2013,1,7504,19964,20358,115941970
2013,4,7504,19881,20125,116394599
2013,1,7505,332979,335824,2333519638
2013,2,7505,339977,336826,2355780208
2013,3,7507,4013,3975,24694223
2013,1,7510,33891,35199,208639758
2013,1,7513,25069,26445,150170264
2013,2,7515,9826,9376,50686241
2013,4,7515,8547,9341,50412129
2013,2,7523,45720,45381,259786941
2013,3,7523,45615,45325,259811793
2013,1,7527,10,10,65913
2013,3,7527,11,11,88671
2013,2,7529,11631,11170,58236886
2013,3,7529,12327,11212,58149566
2013,1,7532,15675,16028,86731911
2013,2,7507,30997,30791,188709976
2013,3,7507,30805,30650,188672838
2013,4,7517,73046,72960,454363100
2013,1,7527,10259,10388,62267252
2013,2,7527,10506,10385,62036964
2013,1,2805,43823,44208,289531143
2013,2,2805,44454,44242,290896028
2013,2,2806,11854,11689,64738222
2013,1,2810,10307,10565,57297397
2013,4,2811,10781,11348,69275282
2013,1,5301,17047,18169,100573754
2013,3,5302,89553,89519,561878115
2013,4,5302,89006,89540,564859759
2013,1,5303,12899,13072,73379096
2013,2,5303,13151,13052,73216822
2013,3,5303,13026,12943,73161573
2013,1,5220,20765,20919,115345460
2013,3,5220,20618,20507,115454700
2013,3,0051,6889,6900,36764293
2013,4,0051,6905,6940,37244014
2013,3,0062,1908,1893,8824823
2013,2,0052,27186,26114,151066812
2013,3,0052,27098,26274,152189834
2013,4,0053,70883,71102,446645482
2013,1,0055,5823,5866,36243532
2013,1,0064,5524,5782,29765112
2013,2,0064,6006,5803,30576806
2013,1,9401,25226,26762,165160501
2013,1,9403,4037,5191,28691057
2013,1,9404,2115,2254,12434142
2013,2,9404,2381,2293,12726861
2013,4,9404,2217,2305,12746845
2013,1,9405,3064,3258,17501833
2013,4,9405,2949,3154,17460745
2013,1,9406,7567,9285,53431670
2013,3,9406,10881,9188,52573918
2013,4,9406,7404,9047,52110928
2013,3,9407,3408,2924,15750436
2014,3,8413,30830,39202,258191425
2014,1,8434,42029,42218,263409375
2014,2,8435,38954,38839,248606919
2014,1,0055,18135,18308,148650636
2014,1,0059,7624,7714,46437623
2014,2,0059,7840,7790,47208042
2014,3,0059,7814,7834,47449104
2014,4,0059,7845,7809,47907000
2014,1,8417,16122,16374,98710951
2014,3,8420,14630,14558,84715891
2014,1,8423,26025,26317,153496397
2014,2,8424,21349,20933,118636407
2014,2,0101,1522,1502,8227721
2014,1,0102,5691,5583,32250406
2014,4,0102,5629,5678,33309509
2014,1,0103,1198,1154,6575710
2014,4,0104,52614,52140,384251079
2014,1,0105,8547,8580,51898900
2014,2,0105,8620,8573,51790424
2014,3,0105,8683,8727,51722132
2014,2,0201,5191,5169,31886990
2014,3,0201,5212,5208,32036395
2014,2,0203,898,900,4517922
2014,1,0204,2540,2554,15496400
2014,2,0204,2553,2577,15777132
2014,2,0205,4425,4509,25135758
2014,4,0206,8598,8505,53244152
2014,3,0301,22171,22101,157001908
2014,1,0302,2115,2119,11695731
2014,2,0302,2101,2088,11784845
2014,3,0302,2076,2046,11701915
2014,2,0303,5459,5446,54405857
2014,1,1101,138176,139076,1007952936
2014,4,1101,139324,138865,1000629624
2014,2,1102,9862,9800,60159290
2014,2,1103,17993,17854,129768412
2014,3,1103,17778,17739,130620894
2014,4,1103,17668,17670,130426605
2014,4,1104,145545,144031,1052841282
2014,1,2409,26240,26398,166617702
2014,2,2409,26666,26368,166667468
2014,4,2409,26110,26172,167184842
2014,1,2410,129856,130755,889594321
2014,3,2410,130402,130497,891859335
2014,2,2411,14304,14225,92501481
2014,4,2411,13835,13959,91658707
2014,1,2412,16873,17056,102104908
2014,2,2412,17099,16944,100558441
2014,3,2412,16738,16728,99842445
2014,4,2412,16686,16800,100554765
2014,4,2413,137510,137640,915564674
2014,1,2414,14250,14342,89287755
2014,4,2414,14355,14338,90723526
2014,4,2415,9495,9511,58606647
2014,3,0056,2864,2825,21894337
2014,4,0056,2805,2836,21692576
2014,1,0061,8625,8684,51853089
2014,2,0061,8687,8637,52185162
2014,3,0061,8665,8696,52202983
2014,1,2701,7846,8016,45113952
2014,4,2702,42115,42121,254393370
2014,1,2703,9460,9656,52833017
2014,2,2704,20651,20283,130259813
2014,3,2704,20562,20287,131211869
2014,1,2707,42431,42917,279806246
2014,2,2708,18625,18487,110253386
2014,3,2708,18558,18339,110084398
2014,1,2709,12479,12660,73972103
2014,4,2709,12340,12448,73411109
2014,2,2715,22449,22312,129063978
2014,2,2716,12174,12083,79352258
2014,4,2803,14358,14455,91671121
2014,1,2815,200781,202078,1362182380
2014,1,2817,26323,26549,182967266
2014,2,2817,27020,26726,183301631
2014,1,2819,26179,26238,188014569
2014,3,2819,26438,26350,191812232
2014,2,0054,3488,3463,24659819
2014,4,0054,3453,3434,25308809
2014,1,0057,2916,2937,17748871
2014,2,0058,12644,12455,84204241
2014,4,0058,12269,12309,84313377
2014,2,2801,7721,7632,45372169
2014,3,2801,7655,7661,45452918
2014,1,2802,21320,21562,125118715
2014,3,2804,134437,133938,840331097
2014,1,0052,25195,26245,154185835
2014,2,0052,27565,26445,155487875
2014,4,0053,70170,70396,448962743
2014,2,9401,28440,27312,169196212
2014,3,9401,28597,26954,169232774
2014,4,9401,25748,27128,169112168
2014,3,9402,28305,27571,170638331
2014,4,9402,26733,27656,170303237
2014,1,9403,3966,5153,28874218
2014,2,9403,6107,5134,29018311
2014,4,9403,4001,5074,28262837
2014,1,9404,2117,2264,12504442
2014,2,9405,3384,3174,17204455
2014,3,9405,3345,3144,17172042
2014,1,9406,7311,8983,52450348
2014,2,9406,10552,8876,52950099
2014,3,9406,10833,9157,53106854
2014,1,9407,2589,3038,16047550
2014,2,9407,3380,3019,16002796
2014,2,7612,260,260,1447758
2014,3,7612,251,247,1446824
2014,1,7613,16571,17130,90189464
2014,1,7616,177724,180329,1163797607
2014,1,7617,28432,29394,168039827
2014,2,7618,78446,77906,477326137
2014,4,7620,89390,91934,531348042
2014,1,7623,17153,17748,101066581
2014,1,7625,12,12,36510
2014,1,0401,12113,12302,67609732
2014,2,0401,12317,12372,68331779
2014,4,0401,12378,12264,68591066
2014,3,0402,39451,39529,269083026
2014,3,0403,50668,50672,358745169
2014,4,0403,50920,50609,359329378
2014,2,0404,38800,39095,223793428
2014,4,0404,40084,39606,228707328
2014,1,1107,31083,31352,197627107
2014,3,1107,31372,31296,199189039
2014,2,1108,44416,44039,303707738
2014,3,1109,3052916,3064351,30532121880
2014,1,1111,14872,14954,103817402
2014,3,1111,14944,14964,104721924
2014,1,1112,274432,276780,2183466218
2014,2,1114,167150,166222,1351230222
2014,3,2401,48976,48736,313186600
2014,3,2402,47795,47785,305262709
2014,3,2404,10605,10583,63259314
2014,4,2404,10594,10614,63581889
2014,1,2405,47599,48001,284003721
2014,1,2406,10369,10462,74025237
2014,4,2407,19560,19807,136960449
2014,2,2711,115495,114616,757685391
2014,4,2711,114462,114435,759770799
2014,2,2712,792,793,4103289
2014,3,2712,810,804,4181640
2014,4,2712,796,802,4234177
2014,3,2713,7509,7552,42608963
2014,1,0056,9236,9426,54286565
2014,4,0056,9196,9208,54603932
2014,3,0059,33520,33412,209447920
2014,4,0059,33388,33428,209437443
2014,1,0060,32097,32394,193736957
2014,1,2705,42667,42950,296039387
2014,2,2705,43494,43097,296891543
2014,4,2705,42874,42826,296116597
2014,1,2711,24,24,184001
2014,1,2712,16515,16710,105471999
2014,2,2712,16818,16699,105606761
2014,2,2713,30765,30352,181665647
2014,3,2713,30613,30331,182259355
2014,2,2807,33378,32950,213339179
2014,4,2808,42838,42652,274900752
2014,4,2811,10901,10874,65864246
2014,2,2812,1046,1046,7140593
2014,2,2813,94365,93626,667211834
2014,1,7603,30923,31500,171143452
2014,2,7603,31857,31300,171103263
2014,1,7605,17460,17621,137168431
2014,4,7605,17211,17426,137277345
2014,1,7606,42066,43202,249275332
2014,2,7606,44080,43127,250517045
2014,4,7606,42653,43622,254823751
2014,3,7610,436,401,2274415
2014,3,0052,3931,3886,21825192
2014,3,0053,8048,8030,54044335
2014,2,8401,89402,88756,610916707
2014,4,8401,88735,88661,613851829
2014,2,8402,26557,25499,142377181
2014,2,8405,69482,68825,440779432
2014,1,8407,70353,70730,464689988
2014,2,8407,70532,70137,463285835
2014,3,8409,190290,192297,1488671519
2014,4,8412,17847,17933,105951258
2014,2,8413,32504,38991,255286984
2014,2,8414,28674,28801,213681792
2014,1,8415,27391,25440,163570419
2014,4,8415,26711,25631,167831875
2014,4,8416,55761,55711,357711738
2014,1,8417,1416,1423,7734484
2014,4,8418,20979,19505,127275774
2014,1,8419,287,327,1433884
2014,1,8420,4028,4077,23540805
2014,3,8421,650488,652471,4997664100
2014,3,8422,25805,25488,164304285
2014,1,8425,20075,20062,136527366
2014,2,8425,20121,19963,138159395
2014,2,8427,23295,23098,140824921
2014,1,8428,138580,139711,905758342
2014,2,8428,140048,139204,905208293
2014,4,8430,13115,13100,80095517
2014,4,8431,82491,82930,528494091
2014,2,0064,4655,4483,23701545
2014,1,8403,18829,19126,105355515
2014,3,8403,19191,19051,107026048
2014,4,8403,18850,18910,106873221
2014,1,8408,134747,135703,932421824
2014,4,8408,136107,135736,941273749
2014,2,8428,3304,3260,19458883
2014,3,8428,3215,3227,19498633
2014,4,8428,3194,3247,19432115
2014,1,8429,5754,5843,31363300
2014,3,8429,5928,5866,31637308
2014,4,8429,5675,5740,31376135
2014,4,8432,27753,27899,164077864
2014,2,0063,5186,5119,27034541
2014,1,9301,123586,124488,871603424
2014,3,9301,123987,124583,880852350
2014,1,9302,11065,9423,55228070
2014,3,9302,8488,9508,54932640
2014,4,9303,18341,18515,100938241
2014,2,9304,134753,130601,989861951
2014,2,9305,15830,15405,88861346
2014,3,9305,15594,15354,88446378
2014,4,9305,15223,15501,88470740
2014,3,9306,27816,27027,165052807
2014,3,9307,15549,15469,91043689
2014,1,9308,17315,17739,94828915
2014,2,9308,18445,17922,95553143
2014,3,9308,18249,17948,96277918
2014,4,9308,17351,17768,95785892
2014,3,9309,29027,28011,167645175
2014,4,9309,26357,27755,167846201
2014,1,9313,70191,70662,502224252
2014,2,9314,11160,10752,60913640
2014,1,9315,158087,160267,1052488411
2014,3,9315,160672,159673,1068084573
2014,1,9317,14666,17806,113762015
2014,4,9317,14571,18018,115030650
2014,1,9318,118246,121163,728241812
2014,3,9318,122630,120909,733760634
2014,2,3220,54078,53493,332503651
2014,4,3220,52471,52681,332646687
2014,3,0054,59765,59888,394005953
2014,4,0054,59236,59343,391689434
2014,2,0058,10578,10479,65459928
2014,3,3203,47860,47717,289481658
2014,1,3208,33354,33467,193261749
2014,3,3208,33359,33360,192267589
2014,1,3212,48119,48379,306775988
2014,1,3213,70330,70918,482735384
2014,3,3213,71515,71205,491289702
2014,2,3215,88679,88236,524886114
2014,3,3215,88328,88277,531889443
2014,4,3215,88912,88607,533844257
2014,2,3216,328127,325827,2287698729
2014,4,3216,328114,326622,2299185128
2014,1,3217,36857,37036,231224207
2014,2,3217,36909,36804,229615546
2014,3,3217,36560,36471,230092707
2014,1,3218,88537,89307,580333098
2014,2,3218,89643,89161,577065455
2014,3,3219,41637,41393,247225400
2014,4,3219,41290,41553,246781100
2014,2,3222,92061,91633,571727019
2014,4,3222,90799,90640,569611263
2014,1,4402,24332,24584,152375339
2014,4,4402,24267,24307,153025088
2014,4,4403,36195,36281,230599210
2014,1,4404,24623,24895,151677975
2014,4,4404,24466,24633,151178347
2014,1,4406,18014,18110,123940212
2014,2,4406,18242,18013,122187434
2014,4,4406,17851,18015,123560952
2014,3,4413,89578,89237,583626846
2014,4,4413,89109,88994,582923589
2014,2,4415,16035,15932,108886928
2014,1,4421,15671,15807,97337086
2014,2,4421,15847,15738,96709547
2014,2,4427,24947,24611,150422298
2014,4,4427,23880,24115,147298936
2014,1,4412,142057,142987,920637020
2014,3,4412,142345,141949,924605535
2014,1,4417,18567,18699,112417636
2014,3,4417,18369,18294,111384881
2014,4,4417,18076,18130,109436118
2014,1,4419,17315,17560,108630169
2014,4,4419,17223,17295,108251086
2014,3,4424,54582,54529,345732544
2014,2,4426,13443,13391,77908649
2014,4,4426,13334,13370,78405013
2014,1,4427,695,703,4280534
2014,3,4405,57735,57315,392690282
2014,4,4405,57387,57072,385270943
2014,3,4409,66171,65755,445806332
2014,1,4411,121030,121974,792016524
2014,1,4418,19526,19703,131759748
2014,4,4418,19464,19661,134871651
2014,2,5201,26790,26545,164221679
2014,1,5203,30878,32211,180250186
2014,2,5205,11067,10943,61427381
2014,3,5205,10945,11043,62250844
2014,4,5206,59168,59044,373546469
2014,1,5207,23342,23885,134964620
2014,2,5208,16931,16767,106467103
2014,4,5208,16631,16756,106317492
2014,1,5211,46236,46412,297273264
2014,4,5213,50888,51088,319404643
2014,1,5214,16666,17366,101600824
2014,3,5214,17943,17346,103496691
2014,2,5215,19857,19645,121110264
2014,4,5216,304285,303708,2141277577
2014,1,5217,12933,13405,73409821
2014,3,5217,13778,13554,73603300
2014,4,7520,58506,58790,413501979
2014,1,7524,75800,76226,458444209
2014,3,7524,75105,75357,462339385
2014,2,7525,15451,15100,88806169
2014,4,7503,84499,87050,549854160
2014,4,7510,33105,34628,212955714
2014,1,7513,25424,26852,154081864
2014,3,7513,28023,26706,154573575
2014,4,7513,25522,26925,154784262
2014,4,7514,17549,17687,97938779
2014,4,7515,8279,9112,50577351
2014,2,7522,83654,83291,560929283
2014,1,7523,44715,45294,260134001
2014,2,7523,45766,45416,260987938
2014,3,7529,12317,11200,59116315
2014,2,7532,15722,15514,86376998
2014,4,7532,15342,15471,85926078
2014,3,7511,19597,19487,109409459
2014,4,7511,19376,19491,109784350
2014,1,7517,72290,72863,452400519
2014,3,7527,10109,10115,61459355
2014,2,7607,16562,16335,90169887
2014,3,7607,16494,16261,90415426
2014,1,7608,2,2,6526
2014,2,7608,2,2,5834
2014,1,7610,33032,33343,214759283
2014,3,7610,33428,33294,211954897
2014,4,7610,33020,33099,214143451
2014,1,7611,19687,19954,118749175
2014,2,7611,20118,19925,118538889
2014,3,7611,20232,20014,119445535
2014,1,7612,24424,24638,142109462
2014,3,7612,24624,24499,143410308
2014,2,7614,13455,13222,75513845
2014,2,7615,35758,35589,208196979
2014,4,7615,35877,35794,211534266
2014,1,7619,11855,12283,75506717
2014,3,7619,12541,12210,76028979
2014,4,7619,11965,12348,76815983
2014,2,7621,35775,35381,208244971
2014,4,7621,35008,35378,211435909
2014,1,7622,20420,20630,115215982
2014,2,7622,20748,20671,115127714
2014,1,7624,52500,53341,312678456
2014,2,7624,53916,53163,312856643
2014,3,7624,53563,52724,310615723
2014,4,7624,52019,52446,310215870
2014,1,7601,13137,14916,80640707
2014,3,7601,16272,14865,80137129
2014,4,7601,12960,14779,79605859
2014,3,2811,11736,11467,70075698
2014,2,2812,8220,8120,48120587
2014,3,2812,8013,8017,48332940
2014,4,2812,8009,8026,48221084
2014,3,2814,18135,18002,111089593
2014,4,2814,17902,18101,109670053
2014,1,2816,24846,25176,145100068
2014,4,2816,25569,25312,146020896
2014,1,2818,11533,11672,62832922
2014,4,2818,12390,12397,63785432
2014,1,0051,21643,21768,124708142
2014,1,0061,4949,4978,30412456
2014,4,3201,15677,16104,89940047
2014,3,3202,89672,89780,571955225
2014,2,3209,12195,12072,73830624
2014,3,3210,51738,51749,356522870
2014,4,3210,51656,51687,354817100
2014,1,3211,61431,61857,414505768
2014,2,3211,62326,61470,415815865
2014,3,3211,61422,61310,415042904
2014,4,3211,61169,61515,417138288
2014,1,3217,7480,7578,45626754
2014,2,3217,7662,7598,45535615
2014,3,3217,7577,7533,45766604
2014,1,3204,27194,27952,162036448
2014,3,3204,28267,27885,162537040
2014,4,3204,27375,27890,163542874
2014,4,3205,47558,47531,300270731
2014,1,3206,36451,37045,217447391
2014,3,3207,31820,31831,200292119
2014,4,3207,31950,32012,199045803
2014,4,4401,14794,14704,91732343
2014,3,4407,43828,43372,273620471
2014,2,4408,18988,18805,107026012
2014,1,4410,124551,125341,801393367
2014,1,4419,8962,9001,59558191
2014,4,4419,9063,9026,60650237
2014,1,4420,6593,6704,43397544
2014,3,4422,25213,25020,166868645
2014,1,5305,18849,19013,112949313
2014,2,5305,19442,19173,113595499
2014,3,5305,19082,19131,115061858
2014,4,5305,19121,19098,113619172
2014,1,5307,13480,13845,80197176
2014,4,5307,13626,13916,82821607
2014,2,5308,20285,19760,122433985
