zone_id,target_year,stock
BE_ostende,2019,13003.0
BE_ostende,2020,13573.0
BE_philippeville,2007,4061.0
BE_philippeville,2008,4099.0
BE_philippeville,2009,4086.0
BE_philippeville,2010,4146.0
BE_philippeville,2011,4251.0
BE_philippeville,2012,4352.0
BE_philippeville,2013,4371.0
BE_philippeville,2014,4382.0
BE_philippeville,2015,4424.0
BE_philippeville,2016,4554.0
BE_philippeville,2017,4663.0
BE_philippeville,2018,4809.0
BE_philippeville,2019,4959.0
BE_philippeville,2020,5149.0
BE_roulers,2007,12518.0
BE_roulers,2008,12789.0
BE_roulers,2009,12955.0
BE_roulers,2010,13178.0
BE_roulers,2011,13380.0
BE_roulers,2012,13656.0
BE_roulers,2013,13795.0
BE_roulers,2014,14106.0
BE_roulers,2015,14419.0
BE_roulers,2016,14971.0
BE_roulers,2017,15579.0
BE_roulers,2018,16074.0
BE_roulers,2019,16757.0
BE_roulers,2020,17356.0
BE_saint_nicolas,2007,15754.0
BE_saint_nicolas,2008,16159.0
BE_saint_nicolas,2009,16317.0
BE_saint_nicolas,2010,16592.0
BE_saint_nicolas,2011,16992.0
BE_saint_nicolas,2012,17158.0
BE_saint_nicolas,2013,17254.0
BE_saint_nicolas,2014,17612.0
BE_saint_nicolas,2015,17986.0
BE_saint_nicolas,2016,18833.0
BE_saint_nicolas,2017,19451.0
BE_saint_nicolas,2018,20237.0
BE_saint_nicolas,2019,21072.0
BE_saint_nicolas,2020,22032.0
BE_soignies,2007,9236.0
BE_soignies,2008,9426.0
BE_soignies,2009,9464.0
BE_soignies,2010,9555.0
BE_soignies,2011,9702.0
BE_soignies,2012,9896.0
BE_soignies,2013,9976.0
BE_soignies,2014,10170.0
BE_soignies,2015,10357.0
BE_soignies,2016,10661.0
BE_soignies,2017,10922.0
BE_soignies,2018,11252.0
BE_soignies,2019,11377.0
BE_soignies,2020,11845.0
BE_termonde,2007,13146.0
BE_termonde,2008,13386.0
BE_termonde,2009,13511.0
BE_termonde,2010,13791.0
BE_termonde,2011,14079.0
BE_termonde,2012,14249.0
BE_termonde,2013,14303.0
BE_termonde,2014,14561.0
BE_termonde,2015,14847.0
BE_termonde,2016,15419.0
BE_termonde,2017,15944.0
BE_termonde,2018,16494.0
BE_termonde,2019,17113.0
BE_termonde,2020,17925.0
BE_thuin,2007,8198.0
BE_thuin,2008,8351.0
BE_thuin,2009,8358.0
BE_thuin,2010,8459.0
BE_thuin,2011,8693.0
BE_thuin,2012,8883.0
BE_thuin,2013,8874.0
BE_thuin,2014,9021.0
BE_thuin,2015,9142.0
BE_thuin,2016,9348.0
BE_thuin,2017,9552.0
BE_thuin,2018,9775.0
BE_thuin,2019,9896.0
BE_thuin,2020,10289.0
BE_tielt,2007,9352.0
BE_tielt,2008,9521.0
BE_tielt,2009,9573.0
BE_tielt,2010,9676.0
BE_tielt,2011,9842.0
BE_tielt,2012,9996.0
BE_tielt,2013,10055.0
BE_tielt,2014,10191.0
BE_tielt,2015,10516.0
BE_tielt,2016,10846.0
BE_tielt,2017,11227.0
BE_tielt,2018,11564.0
BE_tielt,2019,11873.0
BE_tielt,2020,12288.0
BE_tongres,2007,13671.0
BE_tongres,2008,13913.0
BE_tongres,2009,14023.0
BE_tongres,2010,14289.0
BE_tongres,2011,14599.0
BE_tongres,2012,14798.0
BE_tongres,2013,14931.0
BE_tongres,2014,15300.0
BE_tongres,2015,15479.0
BE_tongres,2016,16000.0
BE_tongres,2017,16592.0
BE_tongres,2018,17057.0
BE_tongres,2019,17563.0
BE_tongres,2020,18393.0
BE_tournai_mouscron,2007,12672.0
BE_tournai_mouscron,2008,12806.0
BE_tournai_mouscron,2009,12841.0
BE_tournai_mouscron,2010,12967.0
BE_tournai_mouscron,2011,13097.0
BE_tournai_mouscron,2012,13334.0
BE_tournai_mouscron,2013,13354.0
BE_tournai_mouscron,2014,13718.0
BE_tournai_mouscron,2015,13901.0
BE_tournai_mouscron,2016,14121.0
BE_tournai_mouscron,2017,14338.0
BE_tournai_mouscron,2018,14564.0
BE_tournai_mouscron,2019,14811.0
BE_tournai_mouscron,2020,15117.0
BE_turnhout,2007,29023.0
BE_turnhout,2008,29962.0
BE_turnhout,2009,30613.0
BE_turnhout,2010,31493.0
BE_turnhout,2011,32287.0
BE_turnhout,2012,32997.0
BE_turnhout,2013,33384.0
BE_turnhout,2014,34013.0
BE_turnhout,2015,34866.0
BE_turnhout,2016,36322.0
BE_turnhout,2017,37762.0
BE_turnhout,2018,39372.0
BE_turnhout,2019,40867.0
BE_turnhout,2020,42514.0
BE_verviers,2007,18793.0
BE_verviers,2008,19076.0
BE_verviers,2009,18935.0
BE_verviers,2010,19149.0
BE_verviers,2011,19392.0
BE_verviers,2012,19682.0
BE_verviers,2013,20005.0
BE_verviers,2014,20394.0
BE_verviers,2015,20618.0
BE_verviers,2016,21211.0
BE_verviers,2017,21819.0
BE_verviers,2018,22252.0
BE_verviers,2019,22698.0
BE_verviers,2020,23443.0
BE_virton,2007,2632.0
BE_virton,2008,2666.0
BE_virton,2009,2663.0
BE_virton,2010,2691.0
BE_virton,2011,2715.0
BE_virton,2012,2747.0
BE_virton,2013,2757.0
BE_virton,2014,2819.0
BE_virton,2015,2826.0
BE_virton,2016,2916.0
BE_virton,2017,2988.0
BE_virton,2018,3046.0
BE_virton,2019,3117.0
BE_virton,2020,3264.0
BE_waremme,2007,4748.0
BE_waremme,2008,4804.0
BE_waremme,2009,4823.0
BE_waremme,2010,4939.0
BE_waremme,2011,5079.0
BE_waremme,2012,5190.0
BE_waremme,2013,5321.0
BE_waremme,2014,5481.0
BE_waremme,2015,5604.0
BE_waremme,2016,5891.0
BE_waremme,2017,6123.0
BE_waremme,2018,6169.0
BE_waremme,2019,6295.0
BE_waremme,2020,6621.0
BE_ypres,2007,8738.0
BE_ypres,2008,8861.0
BE_ypres,2009,8966.0
BE_ypres,2010,9118.0
BE_ypres,2011,9303.0
BE_ypres,2012,9500.0
BE_ypres,2013,9475.0
BE_ypres,2014,9610.0
BE_ypres,2015,9876.0
BE_ypres,2016,10275.0
BE_ypres,2017,10684.0
BE_ypres,2018,10921.0
BE_ypres,2019,11267.0
BE_ypres,2020,11641.0
