zone_id,target_year,a10,jobs
BE_roulers,2019,FZ,4335.0
BE_roulers,2019,GI,11432.0
BE_roulers,2019,JZ,1120.0
BE_roulers,2019,KZ,1308.0
BE_roulers,2019,LZ,283.0
BE_roulers,2019,MN,12258.0
BE_roulers,2019,OPQ,19171.0
BE_roulers,2019,RSU,1145.0
BE_roulers,2020,A,857.0
BE_roulers,2020,BE,14309.0
BE_roulers,2020,FZ,4324.0
BE_roulers,2020,GI,11077.0
BE_roulers,2020,JZ,1115.0
BE_roulers,2020,KZ,1332.0
BE_roulers,2020,LZ,290.0
BE_roulers,2020,MN,11949.0
BE_roulers,2020,OPQ,19531.0
BE_roulers,2020,RSU,1027.0
BE_saint_nicolas,2008,A,207.0
BE_saint_nicolas,2008,BE,14281.0
BE_saint_nicolas,2008,FZ,6884.0
BE_saint_nicolas,2008,GI,18665.0
BE_saint_nicolas,2008,JZ,579.0
BE_saint_nicolas,2008,KZ,1210.0
BE_saint_nicolas,2008,LZ,278.0
BE_saint_nicolas,2008,MN,6353.0
BE_saint_nicolas,2008,OPQ,23103.0
BE_saint_nicolas,2008,RSU,2203.0
BE_saint_nicolas,2009,A,241.0
BE_saint_nicolas,2009,BE,13940.0
BE_saint_nicolas,2009,FZ,6980.0
BE_saint_nicolas,2009,GI,18532.0
BE_saint_nicolas,2009,JZ,446.0
BE_saint_nicolas,2009,KZ,1204.0
BE_saint_nicolas,2009,LZ,288.0
BE_saint_nicolas,2009,MN,6710.0
BE_saint_nicolas,2009,OPQ,23913.0
BE_saint_nicolas,2009,RSU,2277.0
BE_saint_nicolas,2010,A,259.0
BE_saint_nicolas,2010,BE,14023.0
BE_saint_nicolas,2010,FZ,7464.0
BE_saint_nicolas,2010,GI,18761.0
BE_saint_nicolas,2010,JZ,443.0
BE_saint_nicolas,2010,KZ,1209.0
BE_saint_nicolas,2010,LZ,325.0
BE_saint_nicolas,2010,MN,7270.0
BE_saint_nicolas,2010,OPQ,23872.0
BE_saint_nicolas,2010,RSU,2226.0
BE_saint_nicolas,2011,A,243.0
BE_saint_nicolas,2011,BE,13993.0
BE_saint_nicolas,2011,FZ,7761.0
BE_saint_nicolas,2011,GI,19245.0
BE_saint_nicolas,2011,JZ,449.0
BE_saint_nicolas,2011,KZ,1187.0
BE_saint_nicolas,2011,LZ,296.0
BE_saint_nicolas,2011,MN,8415.0
BE_saint_nicolas,2011,OPQ,22988.0
BE_saint_nicolas,2011,RSU,2171.0
BE_saint_nicolas,2012,A,228.0
BE_saint_nicolas,2012,BE,13730.0
BE_saint_nicolas,2012,FZ,7529.0
BE_saint_nicolas,2012,GI,19246.0
BE_saint_nicolas,2012,JZ,587.0
BE_saint_nicolas,2012,KZ,1178.0
BE_saint_nicolas,2012,LZ,289.0
BE_saint_nicolas,2012,MN,8696.0
BE_saint_nicolas,2012,OPQ,23049.0
BE_saint_nicolas,2012,RSU,2284.0
BE_saint_nicolas,2013,A,219.0
BE_saint_nicolas,2013,BE,12943.0
BE_saint_nicolas,2013,FZ,7595.0
BE_saint_nicolas,2013,GI,19192.0
BE_saint_nicolas,2013,JZ,753.0
BE_saint_nicolas,2013,KZ,1124.0
BE_saint_nicolas,2013,LZ,305.0
BE_saint_nicolas,2013,MN,8426.0
BE_saint_nicolas,2013,OPQ,23120.0
BE_saint_nicolas,2013,RSU,2491.0
BE_saint_nicolas,2014,A,232.0
BE_saint_nicolas,2014,BE,13140.0
BE_saint_nicolas,2014,FZ,7443.0
BE_saint_nicolas,2014,GI,19627.0
BE_saint_nicolas,2014,JZ,817.0
BE_saint_nicolas,2014,KZ,1133.0
BE_saint_nicolas,2014,LZ,323.0
BE_saint_nicolas,2014,MN,8837.0
BE_saint_nicolas,2014,OPQ,23514.0
BE_saint_nicolas,2014,RSU,2465.0
BE_saint_nicolas,2015,A,264.0
BE_saint_nicolas,2015,BE,13239.0
BE_saint_nicolas,2015,FZ,7691.0
BE_saint_nicolas,2015,GI,19960.0
BE_saint_nicolas,2015,JZ,720.0
BE_saint_nicolas,2015,KZ,1126.0
BE_saint_nicolas,2015,LZ,309.0
BE_saint_nicolas,2015,MN,9878.0
BE_saint_nicolas,2015,OPQ,23631.0
BE_saint_nicolas,2015,RSU,2303.0
BE_saint_nicolas,2016,A,268.0
BE_saint_nicolas,2016,BE,13545.0
