country,eval_year,exclude_covid,community_id,region_id,community_size,n_graph_edges,modularity
FR,2018,False,7,3211,24,901,0.3887526847047281
FR,2018,False,7,3221,24,901,0.3887526847047281
FR,2018,False,7,4402,24,901,0.3887526847047281
FR,2018,False,7,4414,24,901,0.3887526847047281
FR,2018,False,7,4415,24,901,0.3887526847047281
FR,2018,False,7,5218,24,901,0.3887526847047281
FR,2018,False,7,5302,24,901,0.3887526847047281
FR,2018,False,7,5305,24,901,0.3887526847047281
FR,2018,False,7,7510,24,901,0.3887526847047281
FR,2018,False,7,7516,24,901,0.3887526847047281
FR,2018,False,7,7605,24,901,0.3887526847047281
FR,2018,False,7,8403,24,901,0.3887526847047281
FR,2018,False,7,8405,24,901,0.3887526847047281
FR,2018,False,7,8427,24,901,0.3887526847047281
FR,2018,False,7,9304,24,901,0.3887526847047281
FR,2018,False,7,9305,24,901,0.3887526847047281
FR,2018,False,8,1105,32,901,0.3887526847047281
FR,2018,False,8,2704,32,901,0.3887526847047281
FR,2018,False,8,2716,32,901,0.3887526847047281
FR,2018,False,8,2717,32,901,0.3887526847047281
FR,2018,False,8,2801,32,901,0.3887526847047281
FR,2018,False,8,2815,32,901,0.3887526847047281
FR,2018,False,8,3209,32,901,0.3887526847047281
FR,2018,False,8,3210,32,901,0.3887526847047281
FR,2018,False,8,3215,32,901,0.3887526847047281
FR,2018,False,8,3217,32,901,0.3887526847047281
FR,2018,False,8,3219,32,901,0.3887526847047281
FR,2018,False,8,4405,32,901,0.3887526847047281
FR,2018,False,8,4420,32,901,0.3887526847047281
FR,2018,False,8,4422,32,901,0.3887526847047281
FR,2018,False,8,5206,32,901,0.3887526847047281
FR,2018,False,8,5207,32,901,0.3887526847047281
FR,2018,False,8,5216,32,901,0.3887526847047281
FR,2018,False,8,5217,32,901,0.3887526847047281
FR,2018,False,8,5306,32,901,0.3887526847047281
FR,2018,False,8,5309,32,901,0.3887526847047281
FR,2018,False,8,54,32,901,0.3887526847047281
FR,2018,False,8,56,32,901,0.3887526847047281
FR,2018,False,8,7501,32,901,0.3887526847047281
FR,2018,False,8,7517,32,901,0.3887526847047281
FR,2018,False,8,7610,32,901,0.3887526847047281
FR,2018,False,8,7612,32,901,0.3887526847047281
FR,2018,False,8,7623,32,901,0.3887526847047281
FR,2018,False,8,8415,32,901,0.3887526847047281
FR,2018,False,8,8429,32,901,0.3887526847047281
FR,2018,False,8,8430,32,901,0.3887526847047281
FR,2018,False,8,9310,32,901,0.3887526847047281
FR,2018,False,8,9315,32,901,0.3887526847047281
FR,2018,False,9,2402,18,901,0.3887526847047281
FR,2018,False,9,2411,18,901,0.3887526847047281
FR,2018,False,9,2711,18,901,0.3887526847047281
FR,2018,False,9,2807,18,901,0.3887526847047281
FR,2018,False,9,3208,18,901,0.3887526847047281
FR,2018,False,9,3220,18,901,0.3887526847047281
FR,2018,False,9,52,18,901,0.3887526847047281
FR,2018,False,9,5202,18,901,0.3887526847047281
FR,2018,False,9,5214,18,901,0.3887526847047281
FR,2018,False,9,5311,18,901,0.3887526847047281
FR,2018,False,9,7521,18,901,0.3887526847047281
FR,2018,False,9,7529,18,901,0.3887526847047281
FR,2018,False,9,7606,18,901,0.3887526847047281
FR,2018,False,9,7615,18,901,0.3887526847047281
FR,2018,False,9,8401,18,901,0.3887526847047281
FR,2018,False,9,8413,18,901,0.3887526847047281
FR,2018,False,9,8416,18,901,0.3887526847047281
FR,2018,False,9,9303,18,901,0.3887526847047281
FR,2018,False,10,2401,21,901,0.3887526847047281
FR,2018,False,10,2703,21,901,0.3887526847047281
FR,2018,False,10,2712,21,901,0.3887526847047281
FR,2018,False,10,2805,21,901,0.3887526847047281
FR,2018,False,10,2812,21,901,0.3887526847047281
FR,2018,False,10,3204,21,901,0.3887526847047281
FR,2018,False,10,3216,21,901,0.3887526847047281
FR,2018,False,10,4403,21,901,0.3887526847047281
FR,2018,False,10,4406,21,901,0.3887526847047281
FR,2018,False,10,4413,21,901,0.3887526847047281
FR,2018,False,10,4423,21,901,0.3887526847047281
FR,2018,False,10,5204,21,901,0.3887526847047281
FR,2018,False,10,5308,21,901,0.3887526847047281
FR,2018,False,10,5319,21,901,0.3887526847047281
FR,2018,False,10,7527,21,901,0.3887526847047281
FR,2018,False,10,7601,21,901,0.3887526847047281
FR,2018,False,10,7611,21,901,0.3887526847047281
