ZE2020,target_year,BE,FZ,GI,JZ,KZ,LZ,MN,OQ,RU,total
15,2023,33.2,11.5,87.1,8.0,8.2,2.8,65.6,139.6,12.7,368.7
16,2023,13.5,6.9,37.1,2.5,2.5,0.9,21.9,30.0,2.5,117.8
17,2023,45.8,31.4,194.4,58.1,46.1,7.2,137.1,262.7,37.1,819.9
18,2023,15.8,7.9,43.7,1.2,3.6,1.4,16.9,61.199999999999996,3.7,155.39999999999998
19,2023,9.5,4.4,30.2,2.8,3.8,1.0,13.9,38.3,3.9,107.8
20,2023,15.6,3.5,20.0,0.7,1.7,0.8,8.6,21.900000000000002,2.4,75.20000000000002
21,2023,5.2,1.4,23.8,3.3,2.1,0.8,13.4,33.1,3.8,86.89999999999999
22,2023,7.9,3.9,21.1,0.9,1.0,0.7,8.5,19.1,1.9,65.00000000000001
23,2023,48.9,21.9,294.4,88.3,74.3,11.9,256.4,234.20000000000002,39.5,1069.8
24,2023,4.5,2.0,27.1,13.4,3.7,1.5,14.7,30.8,4.5,102.2
25,2023,17.3,5.9,50.8,4.1,4.9,1.5,31.2,71.0,5.8,192.5
26,2023,11.5,9.6,84.5,17.2,14.9,4.1,82.6,190.5,24.0,438.9
27,2023,11.5,5.4,35.2,6.4,2.2,1.2,34.2,47.3,3.2,146.6
28,2023,11.3,9.6,41.4,4.4,3.4,1.1,19.8,42.8,3.3,137.10000000000002
29,2023,54.6,30.6,210.3,23.1,23.6,6.1,141.9,224.8,20.1,735.1
30,2023,22.4,15.3,52.3,3.7,3.7,1.5,37.8,50.6,3.7,190.99999999999997
31,2023,9.7,2.3,13.4,0.3,0.6,0.3,3.6,12.3,0.8,43.3
32,2023,14.8,6.2,36.3,1.5,3.0,1.0,14.8,43.8,3.1,124.49999999999999
33,2023,37.8,13.3,94.1,7.0,6.8,2.2,57.8,97.7,7.3,324.0
34,2023,27.0,10.0,72.3,3.5,7.6,1.7,50.7,72.0,10.2,255.0
35,2023,49.2,21.4,96.4,11.1,8.6,2.4,52.6,100.7,9.1,351.5
36,2023,89.3,16.6,104.0,14.7,12.6,3.3,87.9,118.5,9.9,456.79999999999995
37,2023,21.5,4.1,48.3,1.5,2.1,0.8,27.3,43.9,3.8,153.3
38,2023,16.0,5.2,31.4,1.3,2.0,0.8,12.4,34.300000000000004,2.7,106.10000000000001
39,2023,30.7,8.0,69.2,5.3,7.5,2.2,44.8,95.39999999999999,8.1,271.2
40,2023,16.4,6.3,53.8,4.5,2.6,1.0,31.1,51.6,5.1,172.39999999999998
1,2024,7.6,2.5,11.6,0.3,0.3,0.4,5.2,19.200000000000003,1.0,48.1
2,2024,2.8,0.7,4.5,0.1,0.1,0.1,1.9,4.7,0.3,15.2
3,2024,16.0,7.5,44.3,7.8,3.5,1.9,35.5,97.6,5.4,219.5
4,2024,14.0,6.2,33.2,2.0,4.0,1.0,17.2,53.7,3.7,135.0
5,2024,8.5,2.5,16.1,0.5,0.4,0.3,6.3,17.6,2.1,54.300000000000004
6,2024,12.4,4.3,23.8,1.4,1.7,0.8,13.8,31.6,2.9,92.70000000000002
7,2024,7.0,3.3,19.6,1.3,1.9,0.7,10.7,37.5,3.1,85.1
8,2024,9.9,3.2,17.3,0.6,0.5,0.4,10.9,21.3,2.1,66.2
9,2024,7.7,2.8,15.5,1.1,1.6,0.4,14.1,24.3,1.3,68.8
10,2024,26.2,12.2,57.4,3.9,3.3,1.4,27.2,75.5,5.7,212.79999999999998
11,2024,8.7,3.3,18.9,3.3,0.6,0.7,12.9,24.2,2.7,75.3
12,2024,44.0,19.1,85.8,8.2,4.9,2.3,46.6,101.8,7.6,320.3
13,2024,36.8,22.0,93.8,9.0,9.2,2.8,55.5,126.89999999999999,12.2,368.2
14,2024,30.9,8.1,49.7,1.9,1.5,1.1,20.3,58.300000000000004,4.2,176.0
15,2024,34.0,11.8,87.7,8.7,6.0,3.0,67.3,141.70000000000002,13.3,373.50000000000006
16,2024,13.9,7.0,37.3,2.6,1.4,1.0,22.2,30.1,2.5,118.0
17,2024,45.8,31.4,199.0,58.7,44.5,7.3,138.4,271.9,38.9,835.9
18,2024,15.9,8.2,43.7,1.3,1.8,1.6,17.0,63.1,3.7,156.29999999999998
19,2024,9.6,4.5,30.2,2.7,3.0,1.2,14.7,39.7,3.9,109.50000000000001
20,2024,15.5,3.4,20.4,0.9,0.8,0.8,8.4,22.8,2.5,75.49999999999999
21,2024,5.2,1.4,24.0,3.2,1.1,0.9,13.8,33.2,3.8,86.60000000000001
22,2024,8.0,3.9,21.3,0.9,0.7,0.7,8.9,19.099999999999998,1.9,65.4
23,2024,50.3,22.9,299.4,85.1,69.6,12.6,260.9,237.60000000000002,40.8,1079.2
24,2024,4.6,2.1,26.2,13.6,2.3,1.6,13.9,31.3,4.7,100.3
25,2024,18.3,6.1,51.9,4.4,3.7,1.7,29.1,72.4,6.0,193.60000000000002
26,2024,11.6,10.7,85.0,17.9,12.8,4.4,81.7,196.8,24.2,445.1
27,2024,11.8,5.5,34.4,6.4,1.2,1.3,36.4,48.6,3.3,148.9
28,2024,11.4,9.7,41.4,4.8,2.1,1.3,20.2,43.199999999999996,3.5,137.6
29,2024,55.8,30.6,212.5,22.6,17.9,6.7,146.5,230.9,20.7,744.2
30,2024,22.6,15.9,52.3,3.9,2.2,1.6,36.7,50.4,3.8,189.4
31,2024,9.9,2.4,13.2,0.3,0.4,0.3,3.9,12.5,0.7,43.6
32,2024,14.9,6.3,36.7,1.5,1.7,1.1,15.2,43.9,3.3,124.60000000000001
33,2024,37.5,13.6,94.8,7.5,4.3,2.5,58.6,101.5,7.5,327.8
34,2024,26.7,10.1,71.5,3.4,7.3,1.8,50.4,72.8,10.2,254.2
35,2024,49.3,21.9,98.1,11.6,5.2,2.6,54.4,102.0,9.4,354.49999999999994
36,2024,90.3,17.1,105.0,13.7,9.9,3.6,85.3,120.9,10.0,455.79999999999995
37,2024,21.1,4.2,48.1,1.5,0.9,1.1,28.3,44.199999999999996,3.9,153.3
38,2024,15.8,5.4,31.4,1.3,1.3,0.8,12.0,34.8,3.0,105.8
39,2024,28.1,7.7,69.5,5.1,6.3,2.2,43.8,97.2,8.1,268.0
40,2024,18.0,5.6,53.5,4.2,1.3,1.1,32.3,53.1,5.3,174.4
