ZE2020,target_year,node_idx,side_establishment_creations_official,side_enterprise_creations_official,side_lag_1,growth_1y,has_flores_source,has_side_stock_source,has_urssaf_source,feature_forecast_safe,is_covid_year,is_post_covid_rebound,side_stock_total_t_minus_1
15,2022,14,9740.0,9740.0,9375.0,0.0389333333333333,0,0,0,1,0,0,84365.0
16,2022,15,2975.0,2975.0,2870.0,0.0365853658536585,0,0,0,1,0,0,32485.0
17,2022,16,20895.0,20895.0,19985.0,0.0455341506129597,0,0,0,1,0,0,180460.0
18,2022,17,4225.0,4225.0,4065.0,0.039360393603936,0,0,0,1,0,0,43795.0
19,2022,18,3095.0,3095.0,2955.0,0.0473773265651438,0,0,0,1,0,0,30515.0
20,2022,19,2480.0,2480.0,2310.0,0.0735930735930736,0,0,0,1,0,0,21880.0
21,2022,20,3890.0,3890.0,3670.0,0.0599455040871934,0,0,0,1,0,0,34070.0
22,2022,21,2825.0,2825.0,2460.0,0.1483739837398374,0,0,0,1,0,0,19500.0
23,2022,22,32080.0,32080.0,30645.0,0.0468265622450644,0,0,0,1,0,0,235685.0
24,2022,23,4255.0,4255.0,4090.0,0.0403422982885085,0,0,0,1,0,0,40715.0
25,2022,24,5215.0,5215.0,5175.0,0.0077294685990338,0,0,0,1,0,0,49110.0
26,2022,25,18125.0,18125.0,16270.0,0.1140135218192993,0,0,0,1,0,0,113825.0
27,2022,26,3370.0,3370.0,3235.0,0.0417310664605873,0,0,0,1,0,0,28905.0
28,2022,27,4085.0,4085.0,3960.0,0.0315656565656565,0,0,0,1,0,0,39485.0
29,2022,28,24670.0,24670.0,22795.0,0.0822548804562404,0,0,0,1,0,0,169145.0
30,2022,29,4685.0,4685.0,4385.0,0.0684150513112884,0,0,0,1,0,0,39670.0
31,2022,30,935.0,935.0,975.0,-0.041025641025641,0,0,0,1,0,0,10675.0
32,2022,31,3015.0,3015.0,2995.0,0.006677796327212,0,0,0,1,0,0,32130.0
33,2022,32,7735.0,7735.0,8045.0,-0.038533250466128,0,0,0,1,0,0,73965.0
34,2022,33,6185.0,6185.0,6340.0,-0.0244479495268138,0,0,0,1,0,0,56875.0
35,2022,34,8315.0,8315.0,8300.0,0.0018072289156626,0,0,0,1,0,0,82685.0
36,2022,35,9730.0,9730.0,9970.0,-0.0240722166499498,0,0,0,1,0,0,92210.0
37,2022,36,2870.0,2870.0,2955.0,-0.0287648054145516,0,0,0,1,0,0,28675.0
38,2022,37,2475.0,2475.0,2410.0,0.0269709543568464,0,0,0,1,0,0,25985.0
39,2022,38,5505.0,5505.0,5455.0,0.0091659028414298,0,0,0,1,0,0,55675.0
40,2022,39,6785.0,6785.0,6270.0,0.0821371610845295,0,0,0,1,0,0,49240.0
1,2023,0,1090.0,1090.0,1010.0,0.0792079207920792,0,0,0,1,0,0,12805.0
2,2023,1,415.0,415.0,340.0,0.2205882352941176,0,0,0,1,0,0,4020.0
3,2023,2,5335.0,5335.0,4805.0,0.1103017689906347,0,0,0,1,0,0,46785.0
4,2023,3,3690.0,3690.0,3455.0,0.0680173661360347,0,0,0,1,0,0,37010.0
5,2023,4,1510.0,1510.0,1375.0,0.0981818181818181,0,0,0,1,0,0,19245.0
6,2023,5,1820.0,1820.0,1750.0,0.04,0,0,0,1,0,0,22140.0
7,2023,6,1845.0,1845.0,1725.0,0.0695652173913043,0,0,0,1,0,0,21380.0
8,2023,7,1535.0,1535.0,1460.0,0.0513698630136986,0,0,0,1,0,0,17585.0
9,2023,8,1295.0,1295.0,1305.0,-0.0076628352490421,0,0,0,1,0,0,15870.0
10,2023,9,4210.0,4210.0,3995.0,0.0538172715894868,0,0,0,1,0,0,44475.0
11,2023,10,1930.0,1930.0,1780.0,0.0842696629213483,0,0,0,1,0,0,17795.0
12,2023,11,7055.0,7055.0,6250.0,0.1288,0,0,0,1,0,0,68820.0
13,2023,12,8635.0,8635.0,8125.0,0.0627692307692307,0,0,0,1,0,0,87935.0
14,2023,13,4005.0,4005.0,3720.0,0.0766129032258064,0,0,0,1,0,0,48740.0
15,2023,14,10540.0,10540.0,9740.0,0.082135523613963,0,0,0,1,0,0,91275.0
16,2023,15,3160.0,3160.0,2975.0,0.0621848739495798,0,0,0,1,0,0,34750.0
17,2023,16,21710.0,21710.0,20895.0,0.0390045465422349,0,0,0,1,0,0,194320.0
18,2023,17,4510.0,4510.0,4225.0,0.0674556213017751,0,0,0,1,0,0,46990.0
19,2023,18,3350.0,3350.0,3095.0,0.0823909531502423,0,0,0,1,0,0,32850.0
20,2023,19,2610.0,2610.0,2480.0,0.0524193548387096,0,0,0,1,0,0,23540.0
21,2023,20,4030.0,4030.0,3890.0,0.0359897172236503,0,0,0,1,0,0,36655.0
22,2023,21,2870.0,2870.0,2825.0,0.015929203539823,0,0,0,1,0,0,21270.0
23,2023,22,33880.0,33880.0,32080.0,0.0561097256857855,0,0,0,1,0,0,255945.0
24,2023,23,3920.0,3920.0,4255.0,-0.0787309048178613,0,0,0,1,0,0,43970.0
25,2023,24,5555.0,5555.0,5215.0,0.0651965484180249,0,0,0,1,0,0,52765.0
26,2023,25,18730.0,18730.0,18125.0,0.0333793103448275,0,0,0,1,0,0,125485.0
27,2023,26,3575.0,3575.0,3370.0,0.0608308605341246,0,0,0,1,0,0,31235.0
28,2023,27,4240.0,4240.0,4085.0,0.0379436964504283,0,0,0,1,0,0,42345.0
29,2023,28,26325.0,26325.0,24670.0,0.0670855289825699,0,0,0,1,0,0,185720.0
30,2023,29,5070.0,5070.0,4685.0,0.0821771611526147,0,0,0,1,0,0,42965.0
31,2023,30,980.0,980.0,935.0,0.0481283422459893,0,0,0,1,0,0,11390.0
32,2023,31,3225.0,3225.0,3015.0,0.0696517412935323,0,0,0,1,0,0,34410.0
33,2023,32,8240.0,8240.0,7735.0,0.0652876535229476,0,0,0,1,0,0,80070.0
34,2023,33,6485.0,6485.0,6185.0,0.0485044462409054,0,0,0,1,0,0,61635.0
35,2023,34,9050.0,9050.0,8315.0,0.0883944678292242,0,0,0,1,0,0,89250.0
36,2023,35,10220.0,10220.0,9730.0,0.0503597122302158,0,0,0,1,0,0,99610.0
37,2023,36,2970.0,2970.0,2870.0,0.0348432055749128,0,0,0,1,0,0,31025.0
38,2023,37,2750.0,2750.0,2475.0,0.1111111111111111,0,0,0,1,0,0,27835.0
39,2023,38,5930.0,5930.0,5505.0,0.0772025431425976,0,0,0,1,0,0,59420.0
40,2023,39,7400.0,7400.0,6785.0,0.0906411201179071,0,0,0,1,0,0,53915.0
1,2024,0,1060.0,1060.0,1090.0,-0.0275229357798165,0,0,0,1,0,0,13140.0
2,2024,1,330.0,330.0,415.0,-0.2048192771084337,0,0,0,1,0,0,4110.0
3,2024,2,4835.0,4835.0,5335.0,-0.0937207122774133,0,0,0,1,0,0,48220.0
4,2024,3,3250.0,3250.0,3690.0,-0.1192411924119241,0,0,0,1,0,0,38415.0
5,2024,4,1315.0,1315.0,1510.0,-0.1291390728476821,0,0,0,1,0,0,19670.0
6,2024,5,1750.0,1750.0,1820.0,-0.0384615384615384,0,0,0,1,0,0,22820.0
7,2024,6,1730.0,1730.0,1845.0,-0.062330623306233,0,0,0,1,0,0,21945.0
8,2024,7,1570.0,1570.0,1535.0,0.022801302931596,0,0,0,1,0,0,17900.0
9,2024,8,1180.0,1180.0,1295.0,-0.0888030888030888,0,0,0,1,0,0,16185.0
10,2024,9,3965.0,3965.0,4210.0,-0.0581947743467933,0,0,0,1,0,0,46030.0
11,2024,10,1640.0,1640.0,1930.0,-0.1502590673575129,0,0,0,1,0,0,18450.0
12,2024,11,6135.0,6135.0,7055.0,-0.1304039688164422,0,0,0,1,0,0,70700.0
13,2024,12,7940.0,7940.0,8635.0,-0.0804863925883034,0,0,0,1,0,0,90900.0
14,2024,13,3630.0,3630.0,4005.0,-0.0936329588014981,0,0,0,1,0,0,49905.0
15,2024,14,9110.0,9110.0,10540.0,-0.135673624288425,0,0,0,1,0,0,94645.0
16,2024,15,2790.0,2790.0,3160.0,-0.1170886075949367,0,0,0,1,0,0,35805.0
17,2024,16,18975.0,18975.0,21710.0,-0.1259788116075541,0,0,0,1,0,0,202020.0
18,2024,17,4090.0,4090.0,4510.0,-0.0931263858093126,0,0,0,1,0,0,48420.0
19,2024,18,2995.0,2995.0,3350.0,-0.1059701492537313,0,0,0,1,0,0,33750.0
20,2024,19,2300.0,2300.0,2610.0,-0.1187739463601532,0,0,0,1,0,0,24410.0
21,2024,20,3680.0,3680.0,4030.0,-0.086848635235732,0,0,0,1,0,0,37880.0
22,2024,21,2655.0,2655.0,2870.0,-0.0749128919860627,0,0,0,1,0,0,22730.0
23,2024,22,31550.0,31550.0,33880.0,-0.0687721369539551,0,0,0,1,0,0,268420.0
24,2024,23,3760.0,3760.0,3920.0,-0.0408163265306122,0,0,0,1,0,0,41755.0
25,2024,24,5100.0,5100.0,5555.0,-0.0819081908190819,0,0,0,1,0,0,54500.0
26,2024,25,16175.0,16175.0,18730.0,-0.1364121729845168,0,0,0,1,0,0,133195.0
27,2024,26,3215.0,3215.0,3575.0,-0.1006993006993007,0,0,0,1,0,0,32340.0
28,2024,27,3950.0,3950.0,4240.0,-0.0683962264150943,0,0,0,1,0,0,43820.0
29,2024,28,22515.0,22515.0,26325.0,-0.1447293447293447,0,0,0,1,0,0,196020.0
30,2024,29,4295.0,4295.0,5070.0,-0.1528599605522682,0,0,0,1,0,0,44810.0
31,2024,30,895.0,895.0,980.0,-0.086734693877551,0,0,0,1,0,0,11635.0
32,2024,31,2840.0,2840.0,3225.0,-0.1193798449612403,0,0,0,1,0,0,35615.0
33,2024,32,7600.0,7600.0,8240.0,-0.0776699029126213,0,0,0,1,0,0,82535.0
34,2024,33,6085.0,6085.0,6485.0,-0.061680801850424,0,0,0,1,0,0,63530.0
35,2024,34,8000.0,8000.0,9050.0,-0.1160220994475138,0,0,0,1,0,0,92090.0
36,2024,35,9410.0,9410.0,10220.0,-0.0792563600782778,0,0,0,1,0,0,102295.0
37,2024,36,2845.0,2845.0,2970.0,-0.042087542087542,0,0,0,1,0,0,32025.0
38,2024,37,2490.0,2490.0,2750.0,-0.0945454545454545,0,0,0,1,0,0,28555.0
39,2024,38,5610.0,5610.0,5930.0,-0.0539629005059021,0,0,0,1,0,0,60665.0
40,2024,39,6625.0,6625.0,7400.0,-0.1047297297297297,0,0,0,1,0,0,56745.0
1,2025,0,930.0,930.0,1060.0,-0.1226415094339622,0,0,0,1,0,0,13800.0
2,2025,1,280.0,280.0,330.0,-0.1515151515151515,0,0,0,1,0,0,4375.0
3,2025,2,4250.0,4250.0,4835.0,-0.1209927611168562,0,0,0,1,0,0,51260.0
4,2025,3,2850.0,2850.0,3250.0,-0.123076923076923,0,0,0,1,0,0,40715.0
5,2025,4,1165.0,1165.0,1315.0,-0.1140684410646387,0,0,0,1,0,0,20435.0
6,2025,5,1540.0,1540.0,1750.0,-0.12,0,0,0,1,0,0,23880.0
7,2025,6,1535.0,1535.0,1730.0,-0.1127167630057803,0,0,0,1,0,0,22980.0
8,2025,7,1300.0,1300.0,1570.0,-0.1719745222929936,0,0,0,1,0,0,18830.0
9,2025,8,1065.0,1065.0,1180.0,-0.097457627118644,0,0,0,1,0,0,16900.0
10,2025,9,3405.0,3405.0,3965.0,-0.1412358133669609,0,0,0,1,0,0,48485.0
11,2025,10,1545.0,1545.0,1640.0,-0.0579268292682926,0,0,0,1,0,0,19570.0
12,2025,11,5650.0,5650.0,6135.0,-0.0790546047269763,0,0,0,1,0,0,74415.0
13,2025,12,6640.0,6640.0,7940.0,-0.163727959697733,0,0,0,1,0,0,96240.0
14,2025,13,3145.0,3145.0,3630.0,-0.1336088154269972,0,0,0,1,0,0,52395.0
15,2025,14,7785.0,7785.0,9110.0,-0.1454445664105378,0,0,0,1,0,0,100805.0
16,2025,15,2460.0,2460.0,2790.0,-0.1182795698924731,0,0,0,1,0,0,37745.0
17,2025,16,16575.0,16575.0,18975.0,-0.1264822134387351,0,0,0,1,0,0,214545.0
18,2025,17,3505.0,3505.0,4090.0,-0.1430317848410758,0,0,0,1,0,0,51105.0
19,2025,18,2710.0,2710.0,2995.0,-0.0951585976627712,0,0,0,1,0,0,35680.0
20,2025,19,2005.0,2005.0,2300.0,-0.1282608695652174,0,0,0,1,0,0,25880.0
21,2025,20,3200.0,3200.0,3680.0,-0.1304347826086956,0,0,0,1,0,0,40230.0
22,2025,21,2350.0,2350.0,2655.0,-0.1148775894538606,0,0,0,1,0,0,24555.0
23,2025,22,27585.0,27585.0,31550.0,-0.1256735340729001,0,0,0,1,0,0,287570.0
24,2025,23,3250.0,3250.0,3760.0,-0.1356382978723404,0,0,0,1,0,0,43985.0
25,2025,24,4440.0,4440.0,5100.0,-0.1294117647058823,0,0,0,1,0,0,57660.0
26,2025,25,13235.0,13235.0,16175.0,-0.1817619783616692,0,0,0,1,0,0,144260.0
27,2025,26,2710.0,2710.0,3215.0,-0.1570762052877138,0,0,0,1,0,0,34555.0
28,2025,27,3415.0,3415.0,3950.0,-0.1354430379746835,0,0,0,1,0,0,46450.0
29,2025,28,18550.0,18550.0,22515.0,-0.1761048190095492,0,0,0,1,0,0,211940.0
30,2025,29,3795.0,3795.0,4295.0,-0.1164144353899883,0,0,0,1,0,0,48095.0
31,2025,30,870.0,870.0,895.0,-0.0279329608938547,0,0,0,1,0,0,12115.0
32,2025,31,2560.0,2560.0,2840.0,-0.0985915492957746,0,0,0,1,0,0,37565.0
33,2025,32,6640.0,6640.0,7600.0,-0.1263157894736842,0,0,0,1,0,0,87420.0
34,2025,33,5265.0,5265.0,6085.0,-0.1347576006573541,0,0,0,1,0,0,67020.0
35,2025,34,7045.0,7045.0,8000.0,-0.119375,0,0,0,1,0,0,97565.0
36,2025,35,8495.0,8495.0,9410.0,-0.0972369819341126,0,0,0,1,0,0,107780.0
37,2025,36,2450.0,2450.0,2845.0,-0.1388400702987697,0,0,0,1,0,0,33705.0
38,2025,37,2210.0,2210.0,2490.0,-0.1124497991967871,0,0,0,1,0,0,30165.0
39,2025,38,5165.0,5165.0,5610.0,-0.0793226381461675,0,0,0,1,0,0,63835.0
40,2025,39,5330.0,5330.0,6625.0,-0.1954716981132075,0,0,0,1,0,0,61290.0
