country,sector,eval_year,n_edges_topk5,density,w_mean,w_std,w_median
PT,LZ,2021,79,0.2633333333333333,0.7335306749781998,0.1619269509637636,0.7445932115833057
PT,LZ,2022,85,0.2833333333333333,0.7119850452898596,0.21581705503449972,0.7670179452763785
PT,LZ,2023,81,0.27,0.7280556549742075,0.19331995241322233,0.7600321284912656
PT,LZ,2024,83,0.27666666666666667,0.7351648044782039,0.19622856882468434,0.7869923124941778
PT,LZ,2025,86,0.2866666666666667,0.6961918343070334,0.21620290096043882,0.7426513321918147
PT,MN,2013,85,0.2833333333333333,0.845358159265584,0.18624103021661545,0.9197991245375774
PT,MN,2014,86,0.2866666666666667,0.8487099227641216,0.15094193663534528,0.9100741194242219
PT,MN,2015,85,0.2833333333333333,0.7533526461870123,0.23958869437336494,0.8574255753439582
PT,MN,2016,84,0.28,0.8030425374816387,0.22217777720094709,0.8945322207160542
PT,MN,2017,78,0.26,0.8149780960818972,0.1627849727477093,0.8429466427635179
PT,MN,2018,80,0.26666666666666666,0.6792997905318237,0.22171530361848932,0.7060642603039564
PT,MN,2019,85,0.2833333333333333,0.718691595671163,0.21654242968739945,0.7760333434832336
PT,MN,2020,83,0.27666666666666667,0.7786931155278147,0.17492536982576426,0.8357773437230719
PT,MN,2021,80,0.26666666666666666,0.8563651862046588,0.11647579610866286,0.8814764775561227
PT,MN,2022,86,0.2866666666666667,0.9073478878739787,0.08135721343073872,0.9388290738941262
PT,MN,2023,87,0.29,0.9071110182308519,0.0967002938273857,0.957934939904436
PT,MN,2024,89,0.2966666666666667,0.9204913163095505,0.07078646806076429,0.9485414731750952
