country,sector,eval_year,n_edges_topk5,density,w_mean,w_std,w_median
PT,MN,2025,88,0.29333333333333333,0.9117516453827231,0.08826804965469337,0.9494539485832204
PT,OQ,2013,89,0.2966666666666667,0.8742437323979853,0.18464160222825216,0.9437445156571715
PT,OQ,2014,86,0.2866666666666667,0.8853976295317966,0.17791089644354474,0.943749756581953
PT,OQ,2015,86,0.2866666666666667,0.8578645497895931,0.2051070746565475,0.9189415626833334
PT,OQ,2016,83,0.27666666666666667,0.8802839274829659,0.08000759431403039,0.9028643759000264
PT,OQ,2017,87,0.29,0.8534472326535154,0.09955631555298412,0.8727357985933384
PT,OQ,2018,84,0.28,0.6836319069452463,0.18759247148508046,0.7089700141128593
PT,OQ,2019,83,0.27666666666666667,0.637775608611326,0.20498207403677285,0.6759113952023927
PT,OQ,2020,81,0.27,0.7017913442426166,0.20781398851806449,0.7601443023868126
PT,OQ,2021,84,0.28,0.7939719354378434,0.16191992172496575,0.8452965048511182
PT,OQ,2022,84,0.28,0.8571977416984643,0.1416983980599471,0.8977622463461127
PT,OQ,2023,84,0.28,0.8710212808745569,0.09286934783619918,0.8938040379135018
PT,OQ,2024,82,0.2733333333333333,0.895965367379184,0.06801214834870697,0.9118859305824683
PT,OQ,2025,82,0.2733333333333333,0.9063450035590395,0.0623077744778891,0.9194238459409078
PT,RU,2013,83,0.27666666666666667,0.881347326113956,0.13732729779586808,0.9330535474483508
PT,RU,2014,89,0.2966666666666667,0.8503590992212727,0.12736223657906892,0.8926782806138178
PT,RU,2015,91,0.30333333333333334,0.7897417260232196,0.1945625969037556,0.85154933518151
PT,RU,2016,91,0.30333333333333334,0.7302176660698297,0.24857238092274456,0.8337066838903427
PT,RU,2017,91,0.30333333333333334,0.7298519759731644,0.24076408018146953,0.8248586164877995
PT,RU,2018,79,0.2633333333333333,0.7013759946978051,0.22642757187380508,0.8029317006509233
PT,RU,2019,77,0.25666666666666665,0.6095474820583399,0.19620823863564751,0.5962869437990085
PT,RU,2020,76,0.25333333333333335,0.6530554140728135,0.1921057455844782,0.6717942427187631
PT,RU,2021,86,0.2866666666666667,0.8068111426924219,0.13894675733967832,0.8503491538690464
PT,RU,2022,82,0.2733333333333333,0.8153252323950861,0.1382239294587385,0.8595169978760783
PT,RU,2023,87,0.29,0.897446282933761,0.11220421736666789,0.9479616384463372
PT,RU,2024,88,0.29333333333333333,0.9063555787664245,0.10479308862211308,0.9461412214233262
PT,RU,2025,90,0.3,0.9274568262766472,0.0749574142954777,0.9492703650085468
