package,model,split,group_type,group,rows,zones,mae,wmape,median_ape
long_history,spatial_blend,train,size_group,mid_high,340,68,191.85588235294117,10.494993113922748,9.303521224532297
long_history,spatial_blend,train,size_group,mid_low,350,70,109.89428571428572,10.588604510955294,9.482901000680073
long_history,spatial_blend,train,size_group,nan,15,3,258.2,10.2365534557949,11.038107752956636
long_history,spatial_blend,train,size_group,small,350,70,62.19714285714286,10.634431346878161,8.934629722761054
long_history,spatial_blend,train,volatility_group,high_vol,350,70,743.5028571428571,10.457592510507785,10.941668861432056
long_history,spatial_blend,train,volatility_group,low_vol,345,69,144.85797101449276,9.469473756013635,8.812260536398467
long_history,spatial_blend,train,volatility_group,mid_high_vol,340,68,234.83823529411765,10.939724304424255,9.345142663486229
long_history,spatial_blend,train,volatility_group,mid_low_vol,350,70,205.75142857142856,10.5111587920188,9.830798496391157
long_history,spatial_blend,train,volatility_group,nan,15,3,258.2,10.2365534557949,11.038107752956636
long_history,spatial_blend,validation,size_group,large,69,69,338.15942028985506,2.9129692236243514,2.1362489486963834
long_history,spatial_blend,validation,size_group,mid_high,68,68,86.82352941176471,3.6738808477803633,3.267024519080549
long_history,spatial_blend,validation,size_group,mid_low,70,70,58.857142857142854,4.394385425999403,3.7624684459476017
long_history,spatial_blend,validation,size_group,nan,3,3,130.66666666666666,3.987792472024415,3.455986989225452
long_history,spatial_blend,validation,size_group,small,70,70,56.47142857142857,7.337218798722994,6.5495697815613205
long_history,spatial_blend,validation,volatility_group,high_vol,70,70,261.0857142857143,2.967658754966801,2.138706997808616
long_history,spatial_blend,validation,volatility_group,low_vol,69,69,73.20289855072464,3.821477749027797,3.283458021612635
long_history,spatial_blend,validation,volatility_group,mid_high_vol,68,68,113.04411764705883,4.147333664242399,4.210166313251634
long_history,spatial_blend,validation,volatility_group,mid_low_vol,70,70,89.94285714285714,3.5777402728765693,3.5080296026616486
long_history,spatial_blend,validation,volatility_group,nan,3,3,130.66666666666666,3.987792472024415,3.455986989225452
rich_temporal,persistence,test,size_group,large,69,69,1177.8985507246377,9.328154787113775,9.705808398290168
rich_temporal,persistence,test,size_group,mid_high,68,68,252.85294117647058,9.806314732855775,9.538623277279871
rich_temporal,persistence,test,size_group,mid_low,70,70,132.57142857142858,9.07526208731028,9.084489112227805
rich_temporal,persistence,test,size_group,nan,3,3,357.0,10.222391906079984,10.744115413819285
rich_temporal,persistence,test,size_group,small,70,70,94.65714285714286,11.092695829775835,11.027576068636023
rich_temporal,persistence,test,volatility_group,high_vol,70,70,902.7571428571429,9.396057976531043,9.825800419058297
rich_temporal,persistence,test,volatility_group,low_vol,69,69,208.69565217391303,9.965259996401434,10.109465550547329
rich_temporal,persistence,test,volatility_group,mid_high_vol,68,68,270.3970588235294,9.126647308465492,9.652495584330513
rich_temporal,persistence,test,volatility_group,mid_low_vol,70,70,262.7857142857143,9.676638768628647,9.411001885741463
rich_temporal,persistence,test,volatility_group,nan,3,3,357.0,10.222391906079984,10.744115413819285
rich_temporal,persistence,train,size_group,large,207,69,739.7004830917874,6.695035237717957,5.534792667734472
rich_temporal,persistence,train,size_group,mid_high,204,68,194.7156862745098,8.842851386579222,6.535620552127603
rich_temporal,persistence,train,size_group,mid_low,210,70,112.73333333333333,9.0184948858117,7.439603407345343
rich_temporal,persistence,train,size_group,nan,9,3,224.44444444444446,7.426743630280525,4.2164883574575205
rich_temporal,persistence,train,size_group,small,210,70,72.45714285714286,10.256133728767862,8.276651387324605
rich_temporal,persistence,train,volatility_group,high_vol,210,70,539.495238095238,6.450705572611576,7.600815969785513
rich_temporal,persistence,train,volatility_group,low_vol,207,69,140.15942028985506,7.802003947658564,5.492424242424242
rich_temporal,persistence,train,volatility_group,mid_high_vol,204,68,231.0,8.961269380047655,7.775905818061364
rich_temporal,persistence,train,volatility_group,mid_low_vol,210,70,201.42380952380952,8.578718191571564,6.8191692911129955
rich_temporal,persistence,train,volatility_group,nan,9,3,224.44444444444446,7.426743630280525,4.2164883574575205
rich_temporal,persistence,validation,size_group,large,69,69,383.2463768115942,3.347290927226422,2.4636376329435103
rich_temporal,persistence,validation,size_group,mid_high,68,68,90.26470588235294,3.8798007635710854,2.5587592739215856
rich_temporal,persistence,validation,size_group,mid_low,70,70,43.42857142857143,3.2669904999355204,2.819388303259271
rich_temporal,persistence,validation,size_group,nan,3,3,236.0,7.527110355092494,4.800540906017579
rich_temporal,persistence,validation,size_group,small,70,70,43.32857142857143,5.697593597956155,3.681329235497503
rich_temporal,persistence,validation,volatility_group,high_vol,70,70,292.8,3.363004651697008,2.5511033185720207
rich_temporal,persistence,validation,volatility_group,low_vol,69,69,73.85507246376811,3.914639954523806,3.2448377581120944
rich_temporal,persistence,validation,volatility_group,mid_high_vol,68,68,91.11764705882354,3.383204106148302,2.7659356903222703
rich_temporal,persistence,validation,volatility_group,mid_low_vol,70,70,98.1,3.9987654896114786,3.0839171339660645
rich_temporal,persistence,validation,volatility_group,nan,3,3,236.0,7.527110355092494,4.800540906017579
rich_temporal,ridge_autoregressive,test,size_group,large,69,69,394.30385796451384,3.1226181728352946,2.35798320440651
rich_temporal,ridge_autoregressive,test,size_group,mid_high,68,68,84.12774905790968,3.262699580199079,2.901259378839512
rich_temporal,ridge_autoregressive,test,size_group,mid_low,70,70,61.05769152064894,4.179743395444204,3.1837901636091974
rich_temporal,ridge_autoregressive,test,size_group,nan,3,3,107.42420082138385,3.076000787096989,2.9813378566511233
rich_temporal,ridge_autoregressive,test,size_group,small,70,70,43.24294325171919,5.067560691109342,3.850682241171817
rich_temporal,ridge_autoregressive,test,volatility_group,high_vol,70,70,313.98744106791395,3.268037504349723,3.077013592398341
rich_temporal,ridge_autoregressive,test,volatility_group,low_vol,69,69,78.1467260661983,3.7315221232700466,3.6646005646967463
rich_temporal,ridge_autoregressive,test,volatility_group,mid_high_vol,68,68,94.08797468860614,3.175728925036715,2.695504821691479
rich_temporal,ridge_autoregressive,test,volatility_group,mid_low_vol,70,70,92.27814739154576,3.397986458180931,2.8347595678462296
rich_temporal,ridge_autoregressive,test,volatility_group,nan,3,3,107.42420082138385,3.076000787096989,2.9813378566511233
rich_temporal,ridge_autoregressive,train,size_group,large,207,69,841.7110243216114,7.6183334966263585,9.271442204065709
rich_temporal,ridge_autoregressive,train,size_group,mid_high,204,68,202.58996003237283,9.200454998030729,8.974675234041658
rich_temporal,ridge_autoregressive,train,size_group,mid_low,210,70,110.3458169680016,8.82749721463604,8.214696870461609
