package,model,split,group_type,group,rows,zones,mae,wmape,median_ape
rich_temporal,ridge_autoregressive,train,size_group,nan,9,3,245.29377779195855,8.116636641522215,10.082764341204538
rich_temporal,ridge_autoregressive,train,size_group,small,210,70,67.75874146428039,9.591086349082557,8.806708875752651
rich_temporal,ridge_autoregressive,train,volatility_group,high_vol,210,70,642.8997671598032,7.687106053596568,10.687248454584985
rich_temporal,ridge_autoregressive,train,volatility_group,low_vol,207,69,125.89423145049135,7.007929176168758,6.53724650364879
rich_temporal,ridge_autoregressive,train,volatility_group,mid_high_vol,204,68,236.7011204576716,9.182435077836814,9.399833563949212
rich_temporal,ridge_autoregressive,train,volatility_group,mid_low_vol,210,70,207.65907411800686,8.844280529658413,9.032165608887254
rich_temporal,ridge_autoregressive,train,volatility_group,nan,9,3,245.29377779195855,8.116636641522215,10.082764341204538
rich_temporal,ridge_autoregressive,validation,size_group,large,69,69,853.0329341505436,7.450427646211388,8.478524585039844
rich_temporal,ridge_autoregressive,validation,size_group,mid_high,68,68,165.0160317974437,7.0927980090428635,7.418614738102382
rich_temporal,ridge_autoregressive,validation,size_group,mid_low,70,70,89.75944953662841,6.752312113188312,6.2503696791567815
rich_temporal,ridge_autoregressive,validation,size_group,nan,3,3,278.84155856425485,8.893521961437004,9.161679674687132
rich_temporal,ridge_autoregressive,validation,size_group,small,70,70,48.710183073611404,6.405261426470044,5.316096845394963
rich_temporal,ridge_autoregressive,validation,volatility_group,high_vol,70,70,574.7117787311623,6.600950769323635,6.769960160365942
rich_temporal,ridge_autoregressive,validation,volatility_group,low_vol,69,69,154.68031117739903,8.198729025826587,7.346364576191363
rich_temporal,ridge_autoregressive,validation,volatility_group,mid_high_vol,68,68,216.3816874946886,8.034265998492316,6.396515869277109
rich_temporal,ridge_autoregressive,validation,volatility_group,mid_low_vol,70,70,202.23594527528212,8.24356899822379,7.909980026793081
rich_temporal,ridge_autoregressive,validation,volatility_group,nan,3,3,278.84155856425485,8.893521961437004,9.161679674687132
rich_temporal,spatial_blend,test,size_group,large,69,69,1177.8985507246377,9.328154787113775,9.705808398290168
rich_temporal,spatial_blend,test,size_group,mid_high,68,68,252.85294117647058,9.806314732855775,9.538623277279871
rich_temporal,spatial_blend,test,size_group,mid_low,70,70,132.57142857142858,9.07526208731028,9.084489112227805
rich_temporal,spatial_blend,test,size_group,nan,3,3,357.0,10.222391906079984,10.744115413819285
rich_temporal,spatial_blend,test,size_group,small,70,70,94.65714285714286,11.092695829775835,11.027576068636023
rich_temporal,spatial_blend,test,volatility_group,high_vol,70,70,902.7571428571429,9.396057976531043,9.825800419058297
rich_temporal,spatial_blend,test,volatility_group,low_vol,69,69,208.69565217391303,9.965259996401434,10.109465550547329
rich_temporal,spatial_blend,test,volatility_group,mid_high_vol,68,68,270.3970588235294,9.126647308465492,9.652495584330513
rich_temporal,spatial_blend,test,volatility_group,mid_low_vol,70,70,262.7857142857143,9.676638768628647,9.411001885741463
rich_temporal,spatial_blend,test,volatility_group,nan,3,3,357.0,10.222391906079984,10.744115413819285
rich_temporal,spatial_blend,train,size_group,large,207,69,739.7004830917874,6.695035237717957,5.534792667734472
rich_temporal,spatial_blend,train,size_group,mid_high,204,68,194.7156862745098,8.842851386579222,6.535620552127603
rich_temporal,spatial_blend,train,size_group,mid_low,210,70,112.73333333333333,9.0184948858117,7.439603407345343
rich_temporal,spatial_blend,train,size_group,nan,9,3,224.44444444444446,7.426743630280525,4.2164883574575205
rich_temporal,spatial_blend,train,size_group,small,210,70,72.45714285714286,10.256133728767862,8.276651387324605
rich_temporal,spatial_blend,train,volatility_group,high_vol,210,70,539.495238095238,6.450705572611576,7.600815969785513
rich_temporal,spatial_blend,train,volatility_group,low_vol,207,69,140.15942028985506,7.802003947658564,5.492424242424242
rich_temporal,spatial_blend,train,volatility_group,mid_high_vol,204,68,231.0,8.961269380047655,7.775905818061364
rich_temporal,spatial_blend,train,volatility_group,mid_low_vol,210,70,201.42380952380952,8.578718191571564,6.8191692911129955
rich_temporal,spatial_blend,train,volatility_group,nan,9,3,224.44444444444446,7.426743630280525,4.2164883574575205
rich_temporal,spatial_blend,validation,size_group,large,69,69,383.2463768115942,3.347290927226422,2.4636376329435103
rich_temporal,spatial_blend,validation,size_group,mid_high,68,68,90.26470588235294,3.8798007635710854,2.5587592739215856
rich_temporal,spatial_blend,validation,size_group,mid_low,70,70,43.42857142857143,3.2669904999355204,2.819388303259271
rich_temporal,spatial_blend,validation,size_group,nan,3,3,236.0,7.527110355092494,4.800540906017579
rich_temporal,spatial_blend,validation,size_group,small,70,70,43.32857142857143,5.697593597956155,3.681329235497503
rich_temporal,spatial_blend,validation,volatility_group,high_vol,70,70,292.8,3.363004651697008,2.5511033185720207
rich_temporal,spatial_blend,validation,volatility_group,low_vol,69,69,73.85507246376811,3.914639954523806,3.2448377581120944
rich_temporal,spatial_blend,validation,volatility_group,mid_high_vol,68,68,91.11764705882354,3.383204106148302,2.7659356903222703
rich_temporal,spatial_blend,validation,volatility_group,mid_low_vol,70,70,98.1,3.9987654896114786,3.0839171339660645
rich_temporal,spatial_blend,validation,volatility_group,nan,3,3,236.0,7.527110355092494,4.800540906017579
