index,node_idx,ze2020,libze2020,profile_target_mean_train_scope,profile_target_std_train_scope,profile_target_cv_train_scope,first_year,last_year,first_value,last_value,profile_growth_train_scope,size_group_train_scope,volatility_group_train_scope,size_volatility_group_train_scope
129,129,4427,Vitry-le-François Saint-Dizier,766.1,179.82673759915556,0.2347301104283456,2012,2021,682.0,1204.0,0.7653958944281525,mid_low,high_vol,mid_low__high_vol
130,130,5201,Ancenis,836.7,202.9285862344463,0.2425344642457826,2012,2021,683.0,1321.0,0.9341142020497804,mid_low,high_vol,mid_low__high_vol
131,131,5202,Angers,3819.7,993.6330699900129,0.2601337984632335,2012,2021,3110.0,5973.0,0.9205787781350482,large,high_vol,large__high_vol
132,132,5203,Challans,1499.5,309.9337742880637,0.20669141332981908,2012,2021,1357.0,2188.0,0.6123802505526897,mid_high,mid_high_vol,mid_high__mid_high_vol
133,133,5204,Château-Gontier-sur-Mayenne,293.6,60.939314075562095,0.20755897164700984,2012,2021,236.0,431.0,0.826271186440678,small,mid_high_vol,small__mid_high_vol
134,134,5205,Châteaubriant,426.9,85.74438757143231,0.20085356657632306,2012,2021,375.0,643.0,0.7146666666666667,small,mid_low_vol,small__mid_low_vol
135,135,5206,Cholet,1388.4,322.064934791452,0.23196840592873233,2012,2021,1168.0,2146.0,0.8373287671232876,mid_high,mid_high_vol,mid_high__mid_high_vol
136,136,5207,Fontenay-le-Comte,959.5,173.7835499183459,0.18111886390656165,2012,2021,834.0,1351.0,0.6199040767386091,mid_low,low_vol,mid_low__low_vol
137,137,5208,La Ferté-Bernard,396.5,63.256532381161115,0.15953728217190696,2012,2021,341.0,541.0,0.5865102639296188,small,low_vol,small__low_vol
138,138,5209,La Flèche,377.1,75.4798722250582,0.2001587701539597,2012,2021,305.0,557.0,0.8262295081967214,small,mid_low_vol,small__mid_low_vol
139,139,5210,La Roche-sur-Yon,1509.8,375.61558363127943,0.2487849937947274,2012,2021,1240.0,2282.0,0.8403225806451613,mid_high,high_vol,mid_high__high_vol
140,140,5211,Laval,1343.3,369.7140186083773,0.2752281832862185,2012,2021,1049.0,2057.0,0.9609151572926596,mid_high,high_vol,mid_high__high_vol
141,141,5212,Le Mans,2762.3,686.7605194761206,0.24861909259534468,2012,2021,2210.0,4271.0,0.932579185520362,large,high_vol,large__high_vol
142,142,5213,Les Herbiers-Montaigu,1008.2,247.74619629325855,0.24573120044957206,2012,2021,806.0,1522.0,0.8883374689826302,mid_low,high_vol,mid_low__high_vol
143,143,5214,Les Sables-d'Olonne,953.5,203.30833179625915,0.21322321111301432,2012,2021,837.0,1368.0,0.6344086021505376,mid_low,mid_high_vol,mid_low__mid_high_vol
144,144,5215,Mayenne,491.4,115.85738359437144,0.23577001138455728,2012,2021,436.0,732.0,0.6788990825688074,small,high_vol,small__high_vol
145,145,5216,Nantes,11300.1,2953.1392505829003,0.2613374439680092,2012,2021,8640.0,17292.0,1.0013888888888889,large,high_vol,large__high_vol
146,146,5217,Pornic,769.1,191.1639494139927,0.24855538865426172,2012,2021,687.0,1142.0,0.6622998544395924,mid_low,high_vol,mid_low__high_vol
147,147,5218,Sablé-sur-Sarthe,323.8,60.44060445318748,0.18666029787889896,2012,2021,281.0,441.0,0.5693950177935944,small,mid_low_vol,small__mid_low_vol
148,148,5219,Saint-Nazaire,2318.9,553.1213348905565,0.2385274634053027,2012,2021,1973.0,3600.0,0.8246325392802838,large,high_vol,large__high_vol
149,149,5220,Saumur,733.1,142.18958392856277,0.1939566006391526,2012,2021,638.0,1046.0,0.6394984326018809,mid_low,mid_low_vol,mid_low__mid_low_vol
150,150,5221,Segré-en-Anjou Bleu,370.9,84.2014119702145,0.2270191748994729,2012,2021,297.0,520.0,0.7508417508417509,small,mid_high_vol,small__mid_high_vol
151,151,5301,Auray,1019.3,195.19394913208188,0.19149803701764143,2012,2021,896.0,1474.0,0.6450892857142857,mid_low,mid_low_vol,mid_low__mid_low_vol
152,152,5302,Brest,3071.6,690.7458448823434,0.2248814444857219,2012,2021,2659.0,4652.0,0.749529898458067,large,mid_high_vol,large__mid_high_vol
153,153,5303,Carhaix-Plouguer,588.3,107.59290559016117,0.18288782184287128,2012,2021,585.0,789.0,0.3487179487179487,small,low_vol,small__low_vol
154,154,5304,Dinan,808.3,158.30494482345003,0.195849245111283,2012,2021,715.0,1205.0,0.6853146853146853,mid_low,mid_low_vol,mid_low__mid_low_vol
155,155,5305,Fougères,510.0,142.90556322271013,0.2802069867111963,2012,2021,368.0,855.0,1.3233695652173914,small,high_vol,small__high_vol
156,156,5306,Guingamp,380.6,69.94950559749036,0.18378745558983278,2012,2021,358.0,556.0,0.553072625698324,small,low_vol,small__low_vol
157,157,5307,Lamballe-Armor,523.2,125.5784836488941,0.24002003755522572,2012,2021,466.0,824.0,0.7682403433476395,small,high_vol,small__high_vol
158,158,5308,Lannion,938.8,144.49513640411723,0.15391471709002688,2012,2021,817.0,1213.0,0.4847001223990208,mid_low,low_vol,mid_low__low_vol
159,159,5309,Lorient,1956.0,415.61386994287,0.21248152860064928,2012,2021,1695.0,2871.0,0.6938053097345133,mid_high,mid_high_vol,mid_high__mid_high_vol
160,160,5310,Morlaix,908.1,187.92933068931353,0.2069478369004664,2012,2021,780.0,1345.0,0.7243589743589743,mid_low,mid_high_vol,mid_low__mid_high_vol
161,161,5311,Ploërmel,560.0,88.85443776824607,0.158668638871868,2012,2021,521.0,743.0,0.42610364683301344,small,low_vol,small__low_vol
162,162,5312,Pontivy-Loudéac,766.4,146.79554943298982,0.19153907807018505,2012,2021,659.0,1061.0,0.6100151745068285,mid_low,mid_low_vol,mid_low__mid_low_vol
163,163,5313,Quimper,2444.1,460.87005881388205,0.18856432176010887,2012,2021,2057.0,3520.0,0.7112299465240641,large,mid_low_vol,large__mid_low_vol
164,164,5314,Quimperlé,429.1,81.41587341817593,0.1897363631278861,2012,2021,391.0,605.0,0.5473145780051151,small,mid_low_vol,small__mid_low_vol
165,165,5315,Rennes,7232.8,1897.4843462976041,0.2623443681973239,2012,2021,5660.0,11162.0,0.9720848056537102,large,high_vol,large__high_vol
166,166,5316,Saint-Brieuc,1533.6,319.553229786004,0.20836804237480702,2012,2021,1337.0,2302.0,0.7217651458489155,mid_high,mid_high_vol,mid_high__mid_high_vol
167,167,5317,Saint-Malo,1483.3,345.73498199889724,0.23308500101051524,2012,2021,1162.0,2223.0,0.9130808950086059,mid_high,high_vol,mid_high__high_vol
168,168,5318,Vannes,2283.9,456.78476575102883,0.2000020866723713,2012,2021,1933.0,3226.0,0.6689084324883601,large,mid_low_vol,large__mid_low_vol
