source_package,model,train_wmape,train_mae,train_rmse,train_mape,validation_wmape,validation_mae,validation_rmse,validation_mape,test_wmape,test_mae,test_rmse,test_mape,validation_delta_vs_persistence_wmape,test_delta_vs_persistence_wmape,beats_persistence_validation,beats_persistence_test,passes_validation_gate,decision_status,decision_reason
long_history_segmented,segmented_by_size_volatility_group,10.08123987611033,321.80469826244297,1097.5648399888137,9.365098857792118,3.2591145938771446,130.2677414928677,468.16558709782913,4.136083222836925,6.563849993583941,272.28209428027714,990.0404435643861,6.744690762080707,-0.10963790798137873,-0.10034572608152548,True,True,True,candidate_for_next_stage,beats persistence in validation with meaningful margin and also beats test
long_history_segmented,segmented_by_volatility_group,10.12062174989905,323.06181268163465,1097.6692026538092,9.55458740844904,3.2781483017136286,131.02852423329423,468.2960672844174,4.203787557020588,6.587789441932106,273.2751521866163,990.1043841836242,6.821412609411231,-0.09060420014489479,-0.07640627773336028,True,True,True,candidate_for_next_stage,beats persistence in validation with meaningful margin and also beats test
long_history_segmented,segmented_by_size_group,10.306249801312612,328.9872722291001,1100.9922047308146,9.623264929176036,3.366750977156786,134.56999848580733,469.6989254706947,4.44902842363464,6.61560101684605,274.4288339237376,990.5103350933875,6.8138039920741145,-0.0020015247017375337,-0.04859470281941647,True,True,True,marginal_candidate,"beats persistence in validation and test, but validation gain is too small"
long_history_segmented,persistence,10.425982778991086,332.8092857142857,1101.2940767894054,10.194266637934636,3.3687525018585234,134.65,469.7219162136557,4.4380298266143345,6.664195719665466,276.44464285714287,990.517134956714,6.983805196760645,0.0,0.0,False,False,True,conservative_default,strong simple baseline and reference for all comparisons
long_history_segmented,ridge_autoregressive,6.726534304383497,214.71866246369768,708.5445729639705,6.9762496119803075,4.850262166079871,193.86636456740277,491.6554548277502,5.3902572610961474,6.40612384728034,265.7392870131579,746.5090087334424,7.185606836017352,1.4815096642213472,-0.2580718723851261,False,True,False,diagnostic_only,does not pass validation gate against persistence
rich_controlled_hybrid,rich_lags_only,8.03868741975494,303.7763513716134,705.9282339012734,8.928075208878584,7.302223971493064,287.89200563210693,667.5396970095593,7.368615206573738,3.326333858481883,144.8248934715293,451.95181861863597,3.8996131964553795,3.933471469634541,-3.3378618611835833,False,True,False,diagnostic_only,does not pass validation gate against persistence
long_history_segmented,moving_average_3,17.537674686429654,559.8226190476191,1969.2648629769321,15.476143440037795,11.508281151712703,459.9892857142858,1200.2793522395937,13.818375792732521,7.084558044869644,293.882142857143,1287.1583066387795,7.8293469159027795,8.13952864985418,0.42036232520417816,False,False,False,diagnostic_only,does not pass validation gate against persistence
