zone_id,target_year,cae_section,births_cae,a10
16J0906,2008,P,12.0,OPQ
16J0906,2008,Q,5.0,OPQ
16J0906,2008,R,3.0,RSU
16J0906,2008,S,7.0,RSU
16J0906,2009,A,5.0,A
16J0906,2009,B,0.0,BE
16J0906,2009,C,6.0,BE
16J0906,2009,D,0.0,BE
16J0906,2009,E,0.0,BE
16J0906,2009,F,9.0,F
16J0906,2009,G,17.0,G
16J0906,2009,H,2.0,G
16J0906,2009,I,15.0,G
16J0906,2009,J,0.0,J
16J0906,2009,L,2.0,L
16J0906,2009,M,5.0,MN
16J0906,2009,N,29.0,MN
16J0906,2009,P,24.0,OPQ
16J0906,2009,Q,12.0,OPQ
16J0906,2009,R,5.0,RSU
16J0906,2009,S,3.0,RSU
16J0906,2010,A,4.0,A
16J0906,2010,B,0.0,BE
16J0906,2010,C,0.0,BE
16J0906,2010,D,0.0,BE
16J0906,2010,E,0.0,BE
16J0906,2010,F,6.0,F
16J0906,2010,G,18.0,G
16J0906,2010,H,0.0,G
16J0906,2010,I,11.0,G
16J0906,2010,J,1.0,J
16J0906,2010,L,0.0,L
16J0906,2010,M,10.0,MN
16J0906,2010,N,26.0,MN
16J0906,2010,P,11.0,OPQ
16J0906,2010,Q,12.0,OPQ
16J0906,2010,R,4.0,RSU
16J0906,2010,S,6.0,RSU
16J0906,2011,A,7.0,A
16J0906,2011,B,0.0,BE
16J0906,2011,C,9.0,BE
16J0906,2011,D,1.0,BE
16J0906,2011,E,0.0,BE
16J0906,2011,F,7.0,F
16J0906,2011,G,13.0,G
16J0906,2011,H,1.0,G
16J0906,2011,I,10.0,G
16J0906,2011,J,0.0,J
16J0906,2011,L,2.0,L
16J0906,2011,M,12.0,MN
16J0906,2011,N,16.0,MN
16J0906,2011,P,12.0,OPQ
16J0906,2011,Q,9.0,OPQ
16J0906,2011,R,1.0,RSU
16J0906,2011,S,7.0,RSU
16J0906,2012,A,9.0,A
16J0906,2012,B,0.0,BE
16J0906,2012,C,4.0,BE
16J0906,2012,D,2.0,BE
16J0906,2012,E,0.0,BE
16J0906,2012,F,4.0,F
16J0906,2012,G,17.0,G
16J0906,2012,H,0.0,G
16J0906,2012,I,9.0,G
16J0906,2012,J,0.0,J
16J0906,2012,L,0.0,L
16J0906,2012,M,7.0,MN
16J0906,2012,N,15.0,MN
16J0906,2012,P,15.0,OPQ
16J0906,2012,Q,6.0,OPQ
16J0906,2012,R,2.0,RSU
16J0906,2012,S,6.0,RSU
16J0906,2013,A,136.0,A
16J0906,2013,B,0.0,BE
16J0906,2013,C,1.0,BE
16J0906,2013,D,0.0,BE
16J0906,2013,E,0.0,BE
16J0906,2013,F,11.0,F
16J0906,2013,G,27.0,G
16J0906,2013,H,1.0,G
16J0906,2013,I,10.0,G
16J0906,2013,J,1.0,J
16J0906,2013,L,0.0,L
16J0906,2013,M,9.0,MN
16J0906,2013,N,21.0,MN
16J0906,2013,P,19.0,OPQ
16J0906,2013,Q,12.0,OPQ
16J0906,2013,R,4.0,RSU
16J0906,2013,S,2.0,RSU
16J0906,2014,A,34.0,A
16J0906,2014,B,0.0,BE
16J0906,2014,C,5.0,BE
16J0906,2014,D,0.0,BE
16J0906,2014,E,0.0,BE
16J0906,2014,F,5.0,F
16J0906,2014,G,19.0,G
16J0906,2014,H,2.0,G
16J0906,2014,I,12.0,G
16J0906,2014,J,1.0,J
16J0906,2014,L,1.0,L
16J0906,2014,M,8.0,MN
16J0906,2014,N,26.0,MN
16J0906,2014,P,12.0,OPQ
16J0906,2014,Q,9.0,OPQ
16J0906,2014,R,2.0,RSU
16J0906,2014,S,7.0,RSU
16J0906,2015,A,30.0,A
16J0906,2015,B,0.0,BE
16J0906,2015,C,6.0,BE
16J0906,2015,D,1.0,BE
16J0906,2015,E,0.0,BE
16J0906,2015,F,7.0,F
16J0906,2015,G,33.0,G
16J0906,2015,H,3.0,G
16J0906,2015,I,11.0,G
16J0906,2015,J,2.0,J
16J0906,2015,L,1.0,L
16J0906,2015,M,5.0,MN
16J0906,2015,N,29.0,MN
16J0906,2015,P,12.0,OPQ
16J0906,2015,Q,12.0,OPQ
16J0906,2015,R,3.0,RSU
16J0906,2015,S,3.0,RSU
16J0906,2016,A,24.0,A
16J0906,2016,B,0.0,BE
16J0906,2016,C,5.0,BE
16J0906,2016,D,11.0,BE
16J0906,2016,E,1.0,BE
16J0906,2016,F,12.0,F
16J0906,2016,G,17.0,G
16J0906,2016,H,2.0,G
16J0906,2016,I,22.0,G
16J0906,2016,J,2.0,J
16J0906,2016,L,2.0,L
16J0906,2016,M,11.0,MN
16J0906,2016,N,37.0,MN
16J0906,2016,P,15.0,OPQ
16J0906,2016,Q,11.0,OPQ
16J0906,2016,R,4.0,RSU
16J0906,2016,S,6.0,RSU
16J0906,2017,A,38.0,A
16J0906,2017,B,0.0,BE
16J0906,2017,C,4.0,BE
16J0906,2017,D,1.0,BE
16J0906,2017,E,0.0,BE
16J0906,2017,F,7.0,F
16J0906,2017,G,23.0,G
16J0906,2017,H,1.0,G
16J0906,2017,I,13.0,G
16J0906,2017,J,2.0,J
16J0906,2017,L,2.0,L
16J0906,2017,M,4.0,MN
16J0906,2017,N,18.0,MN
16J0906,2017,P,18.0,OPQ
16J0906,2017,Q,14.0,OPQ
16J0906,2017,R,5.0,RSU
16J0906,2017,S,8.0,RSU
16J0906,2018,A,26.0,A
16J0906,2018,B,1.0,BE
16J0906,2018,C,11.0,BE
16J0906,2018,D,4.0,BE
16J0906,2018,E,0.0,BE
16J0906,2018,F,5.0,F
16J0906,2018,G,17.0,G
16J0906,2018,H,1.0,G
16J0906,2018,I,20.0,G
16J0906,2018,J,0.0,J
16J0906,2018,L,2.0,L
16J0906,2018,M,14.0,MN
16J0906,2018,N,25.0,MN
16J0906,2018,P,10.0,OPQ
16J0906,2018,Q,6.0,OPQ
16J0906,2018,R,2.0,RSU
16J0906,2018,S,4.0,RSU
16J0906,2019,A,14.0,A
16J0906,2019,B,0.0,BE
16J0906,2019,C,4.0,BE
16J0906,2019,D,0.0,BE
16J0906,2019,E,0.0,BE
16J0906,2019,F,6.0,F
16J0906,2019,G,18.0,G
16J0906,2019,H,3.0,G
16J0906,2019,I,16.0,G
16J0906,2019,J,0.0,J
16J0906,2019,L,3.0,L
16J0906,2019,M,10.0,MN
16J0906,2019,N,20.0,MN
16J0906,2019,P,6.0,OPQ
16J0906,2019,Q,12.0,OPQ
16J0906,2019,R,2.0,RSU
16J0906,2019,S,2.0,RSU
16J0906,2020,A,17.0,A
16J0906,2020,B,0.0,BE
16J0906,2020,C,2.0,BE
16J0906,2020,D,0.0,BE
16J0906,2020,E,0.0,BE
16J0906,2020,F,10.0,F
16J0906,2020,G,13.0,G
16J0906,2020,H,1.0,G
16J0906,2020,I,13.0,G
16J0906,2020,J,2.0,J
16J0906,2020,L,2.0,L
16J0906,2020,M,7.0,MN
16J0906,2020,N,24.0,MN
16J0906,2020,P,10.0,OPQ
16J0906,2020,Q,13.0,OPQ
16J0906,2020,R,5.0,RSU
16J0906,2020,S,6.0,RSU
16J0906,2021,A,20.0,A
16J0906,2021,B,1.0,BE
16J0906,2021,C,5.0,BE
16J0906,2021,D,1.0,BE
16J0906,2021,E,0.0,BE
16J0906,2021,F,2.0,F
16J0906,2021,G,14.0,G
16J0906,2021,H,1.0,G
16J0906,2021,I,5.0,G
16J0906,2021,J,7.0,J
16J0906,2021,L,0.0,L
16J0906,2021,M,11.0,MN
16J0906,2021,N,23.0,MN
16J0906,2021,P,10.0,OPQ
16J0906,2021,Q,7.0,OPQ
16J0906,2021,R,0.0,RSU
16J0906,2021,S,5.0,RSU
16J0906,2022,A,18.0,A
16J0906,2022,B,0.0,BE
16J0906,2022,C,5.0,BE
16J0906,2022,D,2.0,BE
16J0906,2022,E,0.0,BE
16J0906,2022,F,9.0,F
16J0906,2022,G,10.0,G
16J0906,2022,H,0.0,G
16J0906,2022,I,24.0,G
16J0906,2022,J,1.0,J
16J0906,2022,L,0.0,L
16J0906,2022,M,10.0,MN
16J0906,2022,N,24.0,MN
16J0906,2022,P,11.0,OPQ
16J0906,2022,Q,11.0,OPQ
16J0906,2022,R,3.0,RSU
16J0906,2022,S,3.0,RSU
16J0907,2008,A,14.0,A
16J0907,2008,B,0.0,BE
16J0907,2008,C,9.0,BE
16J0907,2008,D,1.0,BE
16J0907,2008,E,2.0,BE
16J0907,2008,F,36.0,F
16J0907,2008,G,78.0,G
16J0907,2008,H,14.0,G
16J0907,2008,I,50.0,G
16J0907,2008,J,5.0,J
16J0907,2008,L,5.0,L
16J0907,2008,M,46.0,MN
16J0907,2008,N,118.0,MN
16J0907,2008,P,77.0,OPQ
16J0907,2008,Q,65.0,OPQ
16J0907,2008,R,14.0,RSU
16J0907,2008,S,17.0,RSU
16J0907,2009,A,9.0,A
16J0907,2009,B,1.0,BE
16J0907,2009,C,9.0,BE
16J0907,2009,D,0.0,BE
16J0907,2009,E,2.0,BE
16J0907,2009,F,38.0,F
16J0907,2009,G,79.0,G
16J0907,2009,H,4.0,G
16J0907,2009,I,39.0,G
16J0907,2009,J,5.0,J
16J0907,2009,L,10.0,L
16J0907,2009,M,36.0,MN
16J0907,2009,N,82.0,MN
16J0907,2009,P,105.0,OPQ
16J0907,2009,Q,75.0,OPQ
16J0907,2009,R,10.0,RSU
16J0907,2009,S,17.0,RSU
16J0907,2010,A,17.0,A
16J0907,2010,B,0.0,BE
16J0907,2010,C,8.0,BE
16J0907,2010,D,0.0,BE
16J0907,2010,E,0.0,BE
16J0907,2010,F,30.0,F
16J0907,2010,G,67.0,G
16J0907,2010,H,4.0,G
16J0907,2010,I,45.0,G
16J0907,2010,J,1.0,J
16J0907,2010,L,5.0,L
16J0907,2010,M,32.0,MN
16J0907,2010,N,82.0,MN
16J0907,2010,P,85.0,OPQ
16J0907,2010,Q,59.0,OPQ
16J0907,2010,R,7.0,RSU
16J0907,2010,S,11.0,RSU
16J0907,2011,A,34.0,A
16J0907,2011,B,0.0,BE
16J0907,2011,C,8.0,BE
16J0907,2011,D,0.0,BE
16J0907,2011,E,0.0,BE
16J0907,2011,F,40.0,F
16J0907,2011,G,70.0,G
16J0907,2011,H,8.0,G
16J0907,2011,I,41.0,G
16J0907,2011,J,3.0,J
16J0907,2011,L,6.0,L
16J0907,2011,M,35.0,MN
16J0907,2011,N,85.0,MN
16J0907,2011,P,63.0,OPQ
16J0907,2011,Q,50.0,OPQ
16J0907,2011,R,14.0,RSU
16J0907,2011,S,16.0,RSU
16J0907,2012,A,28.0,A
16J0907,2012,B,0.0,BE
16J0907,2012,C,15.0,BE
16J0907,2012,D,1.0,BE
16J0907,2012,E,0.0,BE
16J0907,2012,F,28.0,F
16J0907,2012,G,73.0,G
16J0907,2012,H,11.0,G
16J0907,2012,I,43.0,G
16J0907,2012,J,2.0,J
16J0907,2012,L,15.0,L
16J0907,2012,M,39.0,MN
16J0907,2012,N,68.0,MN
16J0907,2012,P,50.0,OPQ
16J0907,2012,Q,48.0,OPQ
16J0907,2012,R,10.0,RSU
16J0907,2012,S,16.0,RSU
16J0907,2013,A,241.0,A
16J0907,2013,B,0.0,BE
16J0907,2013,C,14.0,BE
16J0907,2013,D,0.0,BE
16J0907,2013,E,0.0,BE
16J0907,2013,F,26.0,F
16J0907,2013,G,102.0,G
16J0907,2013,H,12.0,G
16J0907,2013,I,34.0,G
16J0907,2013,J,3.0,J
16J0907,2013,L,6.0,L
16J0907,2013,M,37.0,MN
16J0907,2013,N,67.0,MN
16J0907,2013,P,68.0,OPQ
16J0907,2013,Q,37.0,OPQ
16J0907,2013,R,12.0,RSU
16J0907,2013,S,21.0,RSU
16J0907,2014,A,141.0,A
16J0907,2014,B,0.0,BE
16J0907,2014,C,14.0,BE
16J0907,2014,D,2.0,BE
16J0907,2014,E,0.0,BE
16J0907,2014,F,22.0,F
16J0907,2014,G,88.0,G
16J0907,2014,H,6.0,G
16J0907,2014,I,50.0,G
16J0907,2014,J,4.0,J
16J0907,2014,L,4.0,L
16J0907,2014,M,43.0,MN
16J0907,2014,N,75.0,MN
16J0907,2014,P,50.0,OPQ
16J0907,2014,Q,44.0,OPQ
16J0907,2014,R,13.0,RSU
16J0907,2014,S,21.0,RSU
16J0907,2015,A,79.0,A
16J0907,2015,B,0.0,BE
16J0907,2015,C,15.0,BE
16J0907,2015,D,0.0,BE
16J0907,2015,E,1.0,BE
16J0907,2015,F,34.0,F
16J0907,2015,G,104.0,G
16J0907,2015,H,5.0,G
16J0907,2015,I,40.0,G
16J0907,2015,J,10.0,J
16J0907,2015,L,8.0,L
16J0907,2015,M,61.0,MN
16J0907,2015,N,75.0,MN
16J0907,2015,P,56.0,OPQ
16J0907,2015,Q,40.0,OPQ
16J0907,2015,R,14.0,RSU
16J0907,2015,S,15.0,RSU
16J0907,2016,A,52.0,A
16J0907,2016,B,0.0,BE
16J0907,2016,C,9.0,BE
16J0907,2016,D,22.0,BE
16J0907,2016,E,0.0,BE
16J0907,2016,F,34.0,F
16J0907,2016,G,88.0,G
16J0907,2016,H,4.0,G
16J0907,2016,I,43.0,G
16J0907,2016,J,8.0,J
16J0907,2016,L,11.0,L
16J0907,2016,M,41.0,MN
16J0907,2016,N,74.0,MN
16J0907,2016,P,46.0,OPQ
16J0907,2016,Q,50.0,OPQ
16J0907,2016,R,13.0,RSU
16J0907,2016,S,22.0,RSU
16J0907,2017,A,65.0,A
16J0907,2017,B,0.0,BE
16J0907,2017,C,10.0,BE
16J0907,2017,D,4.0,BE
16J0907,2017,E,0.0,BE
16J0907,2017,F,22.0,F
16J0907,2017,G,61.0,G
16J0907,2017,H,5.0,G
16J0907,2017,I,40.0,G
16J0907,2017,J,6.0,J
16J0907,2017,L,11.0,L
16J0907,2017,M,57.0,MN
16J0907,2017,N,96.0,MN
16J0907,2017,P,52.0,OPQ
16J0907,2017,Q,67.0,OPQ
16J0907,2017,R,22.0,RSU
16J0907,2017,S,19.0,RSU
16J0907,2018,A,75.0,A
16J0907,2018,B,0.0,BE
16J0907,2018,C,17.0,BE
16J0907,2018,D,5.0,BE
16J0907,2018,E,0.0,BE
16J0907,2018,F,52.0,F
16J0907,2018,G,90.0,G
16J0907,2018,H,7.0,G
16J0907,2018,I,63.0,G
16J0907,2018,J,7.0,J
16J0907,2018,L,13.0,L
16J0907,2018,M,66.0,MN
16J0907,2018,N,81.0,MN
16J0907,2018,P,74.0,OPQ
16J0907,2018,Q,58.0,OPQ
16J0907,2018,R,17.0,RSU
16J0907,2018,S,16.0,RSU
16J0907,2019,A,62.0,A
16J0907,2019,B,0.0,BE
16J0907,2019,C,6.0,BE
16J0907,2019,D,1.0,BE
16J0907,2019,E,0.0,BE
16J0907,2019,F,28.0,F
16J0907,2019,G,78.0,G
16J0907,2019,H,2.0,G
16J0907,2019,I,49.0,G
16J0907,2019,J,13.0,J
16J0907,2019,L,13.0,L
16J0907,2019,M,37.0,MN
16J0907,2019,N,81.0,MN
16J0907,2019,P,56.0,OPQ
16J0907,2019,Q,45.0,OPQ
16J0907,2019,R,18.0,RSU
16J0907,2019,S,22.0,RSU
16J0907,2020,A,41.0,A
16J0907,2020,B,0.0,BE
16J0907,2020,C,14.0,BE
16J0907,2020,D,1.0,BE
16J0907,2020,E,0.0,BE
16J0907,2020,F,15.0,F
16J0907,2020,G,74.0,G
16J0907,2020,H,9.0,G
16J0907,2020,I,27.0,G
16J0907,2020,J,8.0,J
16J0907,2020,L,14.0,L
16J0907,2020,M,36.0,MN
16J0907,2020,N,74.0,MN
16J0907,2020,P,45.0,OPQ
16J0907,2020,Q,65.0,OPQ
16J0907,2020,R,13.0,RSU
16J0907,2020,S,11.0,RSU
16J0907,2021,A,58.0,A
16J0907,2021,B,0.0,BE
16J0907,2021,C,13.0,BE
16J0907,2021,D,1.0,BE
16J0907,2021,E,0.0,BE
16J0907,2021,F,42.0,F
16J0907,2021,G,56.0,G
16J0907,2021,H,15.0,G
16J0907,2021,I,18.0,G
16J0907,2021,J,10.0,J
16J0907,2021,L,14.0,L
16J0907,2021,M,34.0,MN
16J0907,2021,N,81.0,MN
16J0907,2021,P,42.0,OPQ
16J0907,2021,Q,79.0,OPQ
16J0907,2021,R,21.0,RSU
16J0907,2021,S,12.0,RSU
16J0907,2022,A,60.0,A
16J0907,2022,B,1.0,BE
16J0907,2022,C,5.0,BE
16J0907,2022,D,9.0,BE
16J0907,2022,E,0.0,BE
16J0907,2022,F,22.0,F
16J0907,2022,G,58.0,G
16J0907,2022,H,10.0,G
16J0907,2022,I,34.0,G
16J0907,2022,J,5.0,J
16J0907,2022,L,6.0,L
16J0907,2022,M,41.0,MN
16J0907,2022,N,96.0,MN
16J0907,2022,P,58.0,OPQ
16J0907,2022,Q,92.0,OPQ
16J0907,2022,R,19.0,RSU
16J0907,2022,S,17.0,RSU
16J0908,2008,A,0.0,A
16J0908,2008,B,0.0,BE
16J0908,2008,C,0.0,BE
16J0908,2008,D,0.0,BE
16J0908,2008,E,0.0,BE
16J0908,2008,F,2.0,F
16J0908,2008,G,2.0,G
16J0908,2008,H,1.0,G
16J0908,2008,I,3.0,G
16J0908,2008,J,0.0,J
16J0908,2008,L,1.0,L
16J0908,2008,M,5.0,MN
16J0908,2008,N,10.0,MN
16J0908,2008,P,2.0,OPQ
16J0908,2008,Q,2.0,OPQ
16J0908,2008,R,0.0,RSU
16J0908,2008,S,1.0,RSU
16J0908,2009,A,1.0,A
16J0908,2009,B,0.0,BE
16J0908,2009,C,5.0,BE
16J0908,2009,D,0.0,BE
16J0908,2009,E,0.0,BE
16J0908,2009,F,4.0,F
16J0908,2009,G,2.0,G
16J0908,2009,H,0.0,G
16J0908,2009,I,2.0,G
16J0908,2009,J,0.0,J
16J0908,2009,L,1.0,L
16J0908,2009,M,6.0,MN
16J0908,2009,N,7.0,MN
16J0908,2009,P,5.0,OPQ
16J0908,2009,Q,1.0,OPQ
16J0908,2009,R,1.0,RSU
16J0908,2009,S,2.0,RSU
16J0908,2010,A,0.0,A
16J0908,2010,B,0.0,BE
16J0908,2010,C,0.0,BE
16J0908,2010,D,0.0,BE
16J0908,2010,E,0.0,BE
16J0908,2010,F,3.0,F
16J0908,2010,G,7.0,G
16J0908,2010,H,1.0,G
16J0908,2010,I,4.0,G
16J0908,2010,J,0.0,J
16J0908,2010,L,0.0,L
16J0908,2010,M,6.0,MN
16J0908,2010,N,8.0,MN
16J0908,2010,P,11.0,OPQ
16J0908,2010,Q,5.0,OPQ
16J0908,2010,R,0.0,RSU
16J0908,2010,S,0.0,RSU
16J0908,2011,A,3.0,A
16J0908,2011,B,0.0,BE
16J0908,2011,C,1.0,BE
16J0908,2011,D,0.0,BE
16J0908,2011,E,0.0,BE
16J0908,2011,F,4.0,F
16J0908,2011,G,4.0,G
16J0908,2011,H,0.0,G
16J0908,2011,I,6.0,G
16J0908,2011,J,0.0,J
16J0908,2011,L,0.0,L
16J0908,2011,M,4.0,MN
16J0908,2011,N,9.0,MN
16J0908,2011,P,3.0,OPQ
16J0908,2011,Q,2.0,OPQ
16J0908,2011,R,2.0,RSU
16J0908,2011,S,2.0,RSU
16J0908,2012,A,5.0,A
16J0908,2012,B,0.0,BE
16J0908,2012,C,3.0,BE
16J0908,2012,D,0.0,BE
16J0908,2012,E,0.0,BE
16J0908,2012,F,2.0,F
16J0908,2012,G,4.0,G
16J0908,2012,H,0.0,G
16J0908,2012,I,5.0,G
16J0908,2012,J,0.0,J
16J0908,2012,L,0.0,L
16J0908,2012,M,1.0,MN
16J0908,2012,N,10.0,MN
16J0908,2012,P,5.0,OPQ
16J0908,2012,Q,2.0,OPQ
16J0908,2012,R,1.0,RSU
16J0908,2012,S,0.0,RSU
16J0908,2013,A,6.0,A
16J0908,2013,B,0.0,BE
16J0908,2013,C,3.0,BE
16J0908,2013,D,0.0,BE
16J0908,2013,E,0.0,BE
16J0908,2013,F,4.0,F
16J0908,2013,G,6.0,G
16J0908,2013,H,1.0,G
16J0908,2013,I,4.0,G
16J0908,2013,J,0.0,J
16J0908,2013,L,0.0,L
16J0908,2013,M,4.0,MN
16J0908,2013,N,10.0,MN
16J0908,2013,P,5.0,OPQ
16J0908,2013,Q,2.0,OPQ
16J0908,2013,R,1.0,RSU
16J0908,2013,S,1.0,RSU
16J0908,2014,A,3.0,A
16J0908,2014,B,0.0,BE
16J0908,2014,C,2.0,BE
16J0908,2014,D,0.0,BE
16J0908,2014,E,0.0,BE
16J0908,2014,F,3.0,F
16J0908,2014,G,7.0,G
16J0908,2014,H,2.0,G
16J0908,2014,I,4.0,G
16J0908,2014,J,0.0,J
16J0908,2014,L,0.0,L
16J0908,2014,M,1.0,MN
16J0908,2014,N,4.0,MN
16J0908,2014,P,3.0,OPQ
16J0908,2014,Q,0.0,OPQ
16J0908,2014,R,1.0,RSU
16J0908,2014,S,1.0,RSU
16J0908,2015,A,2.0,A
16J0908,2015,B,0.0,BE
16J0908,2015,C,2.0,BE
16J0908,2015,D,0.0,BE
16J0908,2015,E,0.0,BE
16J0908,2015,F,2.0,F
16J0908,2015,G,7.0,G
16J0908,2015,H,0.0,G
16J0908,2015,I,6.0,G
16J0908,2015,J,0.0,J
16J0908,2015,L,0.0,L
16J0908,2015,M,4.0,MN
16J0908,2015,N,5.0,MN
16J0908,2015,P,6.0,OPQ
16J0908,2015,Q,3.0,OPQ
16J0908,2015,R,2.0,RSU
16J0908,2015,S,1.0,RSU
16J0908,2016,A,2.0,A
16J0908,2016,B,0.0,BE
16J0908,2016,C,1.0,BE
16J0908,2016,D,0.0,BE
16J0908,2016,E,0.0,BE
16J0908,2016,F,1.0,F
16J0908,2016,G,2.0,G
16J0908,2016,H,0.0,G
16J0908,2016,I,3.0,G
16J0908,2016,J,1.0,J
16J0908,2016,L,0.0,L
16J0908,2016,M,5.0,MN
16J0908,2016,N,9.0,MN
16J0908,2016,P,3.0,OPQ
16J0908,2016,Q,2.0,OPQ
16J0908,2016,R,1.0,RSU
16J0908,2016,S,1.0,RSU
16J0908,2017,A,3.0,A
16J0908,2017,B,0.0,BE
16J0908,2017,C,0.0,BE
16J0908,2017,D,0.0,BE
16J0908,2017,E,0.0,BE
16J0908,2017,F,3.0,F
16J0908,2017,G,3.0,G
16J0908,2017,H,0.0,G
16J0908,2017,I,3.0,G
16J0908,2017,J,1.0,J
16J0908,2017,L,0.0,L
16J0908,2017,M,2.0,MN
16J0908,2017,N,7.0,MN
16J0908,2017,P,2.0,OPQ
16J0908,2017,Q,4.0,OPQ
16J0908,2017,R,1.0,RSU
16J0908,2017,S,0.0,RSU
16J0908,2018,A,4.0,A
16J0908,2018,B,0.0,BE
16J0908,2018,C,2.0,BE
16J0908,2018,D,1.0,BE
16J0908,2018,E,0.0,BE
16J0908,2018,F,1.0,F
16J0908,2018,G,2.0,G
16J0908,2018,H,1.0,G
16J0908,2018,I,7.0,G
16J0908,2018,J,0.0,J
16J0908,2018,L,1.0,L
16J0908,2018,M,5.0,MN
16J0908,2018,N,8.0,MN
16J0908,2018,P,4.0,OPQ
16J0908,2018,Q,0.0,OPQ
16J0908,2018,R,0.0,RSU
16J0908,2018,S,2.0,RSU
16J0908,2019,A,1.0,A
16J0908,2019,B,0.0,BE
16J0908,2019,C,0.0,BE
16J0908,2019,D,0.0,BE
16J0908,2019,E,0.0,BE
16J0908,2019,F,2.0,F
16J0908,2019,G,7.0,G
16J0908,2019,H,0.0,G
16J0908,2019,I,3.0,G
16J0908,2019,J,0.0,J
16J0908,2019,L,1.0,L
16J0908,2019,M,5.0,MN
16J0908,2019,N,7.0,MN
16J0908,2019,P,4.0,OPQ
16J0908,2019,Q,0.0,OPQ
16J0908,2019,R,0.0,RSU
16J0908,2019,S,0.0,RSU
16J0908,2020,A,0.0,A
16J0908,2020,B,0.0,BE
16J0908,2020,C,1.0,BE
16J0908,2020,D,0.0,BE
16J0908,2020,E,0.0,BE
16J0908,2020,F,3.0,F
16J0908,2020,G,3.0,G
16J0908,2020,H,0.0,G
16J0908,2020,I,3.0,G
16J0908,2020,J,0.0,J
16J0908,2020,L,2.0,L
16J0908,2020,M,3.0,MN
16J0908,2020,N,4.0,MN
16J0908,2020,P,2.0,OPQ
16J0908,2020,Q,4.0,OPQ
16J0908,2020,R,0.0,RSU
16J0908,2020,S,1.0,RSU
16J0908,2021,A,3.0,A
16J0908,2021,B,0.0,BE
16J0908,2021,C,1.0,BE
16J0908,2021,D,0.0,BE
16J0908,2021,E,0.0,BE
16J0908,2021,F,2.0,F
16J0908,2021,G,5.0,G
16J0908,2021,H,1.0,G
16J0908,2021,I,2.0,G
16J0908,2021,J,1.0,J
16J0908,2021,L,1.0,L
16J0908,2021,M,4.0,MN
16J0908,2021,N,6.0,MN
16J0908,2021,P,0.0,OPQ
16J0908,2021,Q,3.0,OPQ
16J0908,2021,R,0.0,RSU
16J0908,2021,S,0.0,RSU
16J0908,2022,A,2.0,A
16J0908,2022,B,0.0,BE
16J0908,2022,C,1.0,BE
16J0908,2022,D,1.0,BE
16J0908,2022,E,0.0,BE
16J0908,2022,F,1.0,F
16J0908,2022,G,4.0,G
16J0908,2022,H,0.0,G
16J0908,2022,I,9.0,G
16J0908,2022,J,0.0,J
16J0908,2022,L,0.0,L
16J0908,2022,M,2.0,MN
16J0908,2022,N,9.0,MN
16J0908,2022,P,4.0,OPQ
16J0908,2022,Q,3.0,OPQ
16J0908,2022,R,1.0,RSU
16J0908,2022,S,2.0,RSU
16J0909,2008,A,8.0,A
16J0909,2008,B,1.0,BE
16J0909,2008,C,2.0,BE
16J0909,2008,D,0.0,BE
16J0909,2008,E,1.0,BE
16J0909,2008,F,3.0,F
16J0909,2008,G,10.0,G
16J0909,2008,H,0.0,G
16J0909,2008,I,7.0,G
16J0909,2008,J,0.0,J
16J0909,2008,L,0.0,L
16J0909,2008,M,2.0,MN
16J0909,2008,N,8.0,MN
16J0909,2008,P,5.0,OPQ
16J0909,2008,Q,3.0,OPQ
16J0909,2008,R,1.0,RSU
16J0909,2008,S,3.0,RSU
16J0909,2009,A,1.0,A
16J0909,2009,B,0.0,BE
16J0909,2009,C,2.0,BE
16J0909,2009,D,0.0,BE
16J0909,2009,E,0.0,BE
16J0909,2009,F,4.0,F
16J0909,2009,G,6.0,G
16J0909,2009,H,0.0,G
16J0909,2009,I,1.0,G
16J0909,2009,J,1.0,J
16J0909,2009,L,0.0,L
16J0909,2009,M,1.0,MN
16J0909,2009,N,7.0,MN
16J0909,2009,P,4.0,OPQ
16J0909,2009,Q,3.0,OPQ
16J0909,2009,R,0.0,RSU
16J0909,2009,S,0.0,RSU
16J0909,2010,A,6.0,A
16J0909,2010,B,0.0,BE
16J0909,2010,C,1.0,BE
16J0909,2010,D,0.0,BE
16J0909,2010,E,0.0,BE
16J0909,2010,F,4.0,F
16J0909,2010,G,6.0,G
16J0909,2010,H,0.0,G
16J0909,2010,I,5.0,G
16J0909,2010,J,0.0,J
16J0909,2010,L,0.0,L
16J0909,2010,M,0.0,MN
16J0909,2010,N,4.0,MN
16J0909,2010,P,7.0,OPQ
16J0909,2010,Q,3.0,OPQ
16J0909,2010,R,0.0,RSU
16J0909,2010,S,0.0,RSU
16J0909,2011,A,18.0,A
16J0909,2011,B,0.0,BE
16J0909,2011,C,5.0,BE
16J0909,2011,D,0.0,BE
16J0909,2011,E,0.0,BE
16J0909,2011,F,6.0,F
16J0909,2011,G,7.0,G
16J0909,2011,H,0.0,G
16J0909,2011,I,7.0,G
16J0909,2011,J,1.0,J
16J0909,2011,L,0.0,L
16J0909,2011,M,2.0,MN
16J0909,2011,N,6.0,MN
16J0909,2011,P,7.0,OPQ
16J0909,2011,Q,7.0,OPQ
16J0909,2011,R,1.0,RSU
16J0909,2011,S,0.0,RSU
16J0909,2012,A,65.0,A
