zone_id,target_year,cae_section,births_cae,a10
1500802,2024,F,0.0,F
1500802,2024,G,4.0,G
1500802,2024,H,3.0,G
1500802,2024,I,3.0,G
1500802,2024,J,0.0,J
1500802,2024,L,1.0,L
1500802,2024,M,0.0,MN
1500802,2024,N,4.0,MN
1500802,2024,P,2.0,OPQ
1500802,2024,Q,1.0,OPQ
1500802,2024,R,2.0,RSU
1500802,2024,S,0.0,RSU
1500803,2008,A,13.0,A
1500803,2008,B,0.0,BE
1500803,2008,C,7.0,BE
1500803,2008,D,0.0,BE
1500803,2008,E,0.0,BE
1500803,2008,F,18.0,F
1500803,2008,G,11.0,G
1500803,2008,H,0.0,G
1500803,2008,I,17.0,G
1500803,2008,J,0.0,J
1500803,2008,L,6.0,L
1500803,2008,M,7.0,MN
1500803,2008,N,22.0,MN
1500803,2008,P,3.0,OPQ
1500803,2008,Q,1.0,OPQ
1500803,2008,R,5.0,RSU
1500803,2008,S,6.0,RSU
1500803,2009,A,9.0,A
1500803,2009,B,0.0,BE
1500803,2009,C,5.0,BE
1500803,2009,D,0.0,BE
1500803,2009,E,0.0,BE
1500803,2009,F,13.0,F
1500803,2009,G,14.0,G
1500803,2009,H,0.0,G
1500803,2009,I,17.0,G
1500803,2009,J,1.0,J
1500803,2009,L,2.0,L
1500803,2009,M,4.0,MN
1500803,2009,N,12.0,MN
1500803,2009,P,3.0,OPQ
1500803,2009,Q,7.0,OPQ
1500803,2009,R,0.0,RSU
1500803,2009,S,3.0,RSU
1500803,2010,A,9.0,A
1500803,2010,B,0.0,BE
1500803,2010,C,4.0,BE
1500803,2010,D,0.0,BE
1500803,2010,E,0.0,BE
1500803,2010,F,14.0,F
1500803,2010,G,12.0,G
1500803,2010,H,0.0,G
1500803,2010,I,10.0,G
1500803,2010,J,2.0,J
1500803,2010,L,3.0,L
1500803,2010,M,7.0,MN
1500803,2010,N,12.0,MN
1500803,2010,P,7.0,OPQ
1500803,2010,Q,6.0,OPQ
1500803,2010,R,6.0,RSU
1500803,2010,S,5.0,RSU
1500803,2011,A,12.0,A
1500803,2011,B,0.0,BE
1500803,2011,C,5.0,BE
1500803,2011,D,0.0,BE
1500803,2011,E,0.0,BE
1500803,2011,F,14.0,F
1500803,2011,G,12.0,G
1500803,2011,H,0.0,G
1500803,2011,I,12.0,G
1500803,2011,J,1.0,J
1500803,2011,L,2.0,L
1500803,2011,M,3.0,MN
1500803,2011,N,3.0,MN
1500803,2011,P,5.0,OPQ
1500803,2011,Q,5.0,OPQ
1500803,2011,R,2.0,RSU
1500803,2011,S,6.0,RSU
1500803,2012,A,15.0,A
1500803,2012,B,0.0,BE
1500803,2012,C,3.0,BE
1500803,2012,D,1.0,BE
1500803,2012,E,0.0,BE
1500803,2012,F,14.0,F
1500803,2012,G,10.0,G
1500803,2012,H,0.0,G
1500803,2012,I,13.0,G
1500803,2012,J,1.0,J
1500803,2012,L,2.0,L
1500803,2012,M,7.0,MN
1500803,2012,N,11.0,MN
1500803,2012,P,3.0,OPQ
1500803,2012,Q,4.0,OPQ
1500803,2012,R,1.0,RSU
1500803,2012,S,3.0,RSU
1500803,2013,A,33.0,A
1500803,2013,B,0.0,BE
1500803,2013,C,6.0,BE
1500803,2013,D,0.0,BE
1500803,2013,E,0.0,BE
1500803,2013,F,15.0,F
1500803,2013,G,17.0,G
1500803,2013,H,1.0,G
1500803,2013,I,26.0,G
1500803,2013,J,1.0,J
1500803,2013,L,2.0,L
1500803,2013,M,4.0,MN
1500803,2013,N,17.0,MN
1500803,2013,P,3.0,OPQ
1500803,2013,Q,3.0,OPQ
1500803,2013,R,9.0,RSU
1500803,2013,S,1.0,RSU
1500803,2014,A,32.0,A
1500803,2014,B,0.0,BE
1500803,2014,C,3.0,BE
1500803,2014,D,0.0,BE
1500803,2014,E,0.0,BE
1500803,2014,F,12.0,F
1500803,2014,G,18.0,G
1500803,2014,H,0.0,G
1500803,2014,I,30.0,G
1500803,2014,J,1.0,J
1500803,2014,L,1.0,L
1500803,2014,M,6.0,MN
1500803,2014,N,14.0,MN
1500803,2014,P,3.0,OPQ
1500803,2014,Q,11.0,OPQ
1500803,2014,R,4.0,RSU
1500803,2014,S,3.0,RSU
1500803,2015,A,24.0,A
1500803,2015,B,0.0,BE
1500803,2015,C,3.0,BE
1500803,2015,D,1.0,BE
1500803,2015,E,0.0,BE
1500803,2015,F,17.0,F
1500803,2015,G,10.0,G
1500803,2015,H,1.0,G
1500803,2015,I,68.0,G
1500803,2015,J,3.0,J
1500803,2015,L,4.0,L
1500803,2015,M,2.0,MN
1500803,2015,N,20.0,MN
1500803,2015,P,4.0,OPQ
1500803,2015,Q,3.0,OPQ
1500803,2015,R,4.0,RSU
1500803,2015,S,3.0,RSU
1500803,2016,A,15.0,A
1500803,2016,B,0.0,BE
1500803,2016,C,2.0,BE
1500803,2016,D,11.0,BE
1500803,2016,E,0.0,BE
1500803,2016,F,21.0,F
1500803,2016,G,11.0,G
1500803,2016,H,3.0,G
1500803,2016,I,60.0,G
1500803,2016,J,2.0,J
1500803,2016,L,1.0,L
1500803,2016,M,6.0,MN
1500803,2016,N,19.0,MN
1500803,2016,P,6.0,OPQ
1500803,2016,Q,3.0,OPQ
1500803,2016,R,6.0,RSU
1500803,2016,S,4.0,RSU
1500803,2017,A,22.0,A
1500803,2017,B,0.0,BE
1500803,2017,C,6.0,BE
1500803,2017,D,0.0,BE
1500803,2017,E,0.0,BE
1500803,2017,F,9.0,F
1500803,2017,G,10.0,G
1500803,2017,H,0.0,G
1500803,2017,I,60.0,G
1500803,2017,J,1.0,J
1500803,2017,L,0.0,L
1500803,2017,M,6.0,MN
1500803,2017,N,26.0,MN
1500803,2017,P,4.0,OPQ
1500803,2017,Q,4.0,OPQ
1500803,2017,R,5.0,RSU
1500803,2017,S,5.0,RSU
1500803,2018,A,27.0,A
1500803,2018,B,0.0,BE
1500803,2018,C,6.0,BE
1500803,2018,D,1.0,BE
1500803,2018,E,0.0,BE
1500803,2018,F,17.0,F
1500803,2018,G,16.0,G
1500803,2018,H,1.0,G
1500803,2018,I,65.0,G
1500803,2018,J,0.0,J
1500803,2018,L,5.0,L
1500803,2018,M,8.0,MN
1500803,2018,N,28.0,MN
1500803,2018,P,5.0,OPQ
1500803,2018,Q,2.0,OPQ
1500803,2018,R,7.0,RSU
1500803,2018,S,9.0,RSU
1500803,2019,A,15.0,A
1500803,2019,B,0.0,BE
1500803,2019,C,3.0,BE
1500803,2019,D,2.0,BE
1500803,2019,E,0.0,BE
1500803,2019,F,6.0,F
1500803,2019,G,10.0,G
1500803,2019,H,2.0,G
1500803,2019,I,40.0,G
1500803,2019,J,2.0,J
1500803,2019,L,4.0,L
1500803,2019,M,17.0,MN
1500803,2019,N,29.0,MN
1500803,2019,P,8.0,OPQ
1500803,2019,Q,5.0,OPQ
1500803,2019,R,8.0,RSU
1500803,2019,S,7.0,RSU
1500803,2020,A,10.0,A
1500803,2020,B,0.0,BE
1500803,2020,C,5.0,BE
1500803,2020,D,0.0,BE
1500803,2020,E,0.0,BE
1500803,2020,F,11.0,F
1500803,2020,G,9.0,G
1500803,2020,H,3.0,G
1500803,2020,I,24.0,G
1500803,2020,J,4.0,J
1500803,2020,L,3.0,L
1500803,2020,M,12.0,MN
1500803,2020,N,20.0,MN
1500803,2020,P,7.0,OPQ
1500803,2020,Q,4.0,OPQ
1500803,2020,R,9.0,RSU
1500803,2020,S,5.0,RSU
1500803,2021,A,16.0,A
1500803,2021,B,0.0,BE
1500803,2021,C,5.0,BE
1500803,2021,D,3.0,BE
1500803,2021,E,0.0,BE
1500803,2021,F,19.0,F
1500803,2021,G,11.0,G
1500803,2021,H,2.0,G
1500803,2021,I,39.0,G
1500803,2021,J,3.0,J
1500803,2021,L,8.0,L
1500803,2021,M,11.0,MN
1500803,2021,N,39.0,MN
1500803,2021,P,7.0,OPQ
1500803,2021,Q,5.0,OPQ
1500803,2021,R,5.0,RSU
1500803,2021,S,5.0,RSU
1500803,2022,A,13.0,A
1500803,2022,B,0.0,BE
1500803,2022,C,5.0,BE
1500803,2022,D,2.0,BE
1500803,2022,E,0.0,BE
1500803,2022,F,24.0,F
1500803,2022,G,12.0,G
1500803,2022,H,2.0,G
1500803,2022,I,83.0,G
1500803,2022,J,7.0,J
1500803,2022,L,3.0,L
1500803,2022,M,17.0,MN
1500803,2022,N,34.0,MN
1500803,2022,P,9.0,OPQ
1500803,2022,Q,4.0,OPQ
1500803,2022,R,11.0,RSU
1500803,2022,S,9.0,RSU
1500803,2023,A,16.0,A
1500803,2023,B,0.0,BE
1500803,2023,C,4.0,BE
1500803,2023,D,0.0,BE
1500803,2023,E,0.0,BE
1500803,2023,F,18.0,F
1500803,2023,G,21.0,G
1500803,2023,H,9.0,G
1500803,2023,I,117.0,G
1500803,2023,J,8.0,J
1500803,2023,L,15.0,L
1500803,2023,M,19.0,MN
1500803,2023,N,51.0,MN
1500803,2023,P,9.0,OPQ
1500803,2023,Q,10.0,OPQ
1500803,2023,R,9.0,RSU
1500803,2023,S,9.0,RSU
1500803,2024,A,17.0,A
1500803,2024,B,0.0,BE
1500803,2024,C,7.0,BE
1500803,2024,D,0.0,BE
1500803,2024,E,0.0,BE
1500803,2024,F,25.0,F
1500803,2024,G,17.0,G
1500803,2024,H,20.0,G
1500803,2024,I,82.0,G
1500803,2024,J,5.0,J
1500803,2024,L,11.0,L
1500803,2024,M,22.0,MN
1500803,2024,N,56.0,MN
1500803,2024,P,8.0,OPQ
1500803,2024,Q,7.0,OPQ
1500803,2024,R,8.0,RSU
1500803,2024,S,9.0,RSU
1500804,2008,A,6.0,A
1500804,2008,B,0.0,BE
1500804,2008,C,1.0,BE
1500804,2008,D,0.0,BE
1500804,2008,E,0.0,BE
1500804,2008,F,18.0,F
1500804,2008,G,18.0,G
1500804,2008,H,0.0,G
1500804,2008,I,14.0,G
1500804,2008,J,2.0,J
1500804,2008,L,5.0,L
1500804,2008,M,8.0,MN
1500804,2008,N,27.0,MN
1500804,2008,P,4.0,OPQ
1500804,2008,Q,5.0,OPQ
1500804,2008,R,0.0,RSU
1500804,2008,S,6.0,RSU
1500804,2009,A,6.0,A
1500804,2009,B,2.0,BE
1500804,2009,C,4.0,BE
1500804,2009,D,0.0,BE
1500804,2009,E,0.0,BE
1500804,2009,F,3.0,F
1500804,2009,G,22.0,G
1500804,2009,H,0.0,G
1500804,2009,I,5.0,G
1500804,2009,J,3.0,J
1500804,2009,L,3.0,L
1500804,2009,M,5.0,MN
1500804,2009,N,31.0,MN
1500804,2009,P,4.0,OPQ
1500804,2009,Q,4.0,OPQ
1500804,2009,R,2.0,RSU
1500804,2009,S,2.0,RSU
1500804,2010,A,9.0,A
1500804,2010,B,1.0,BE
1500804,2010,C,3.0,BE
1500804,2010,D,0.0,BE
1500804,2010,E,0.0,BE
1500804,2010,F,10.0,F
1500804,2010,G,15.0,G
1500804,2010,H,0.0,G
1500804,2010,I,4.0,G
1500804,2010,J,1.0,J
1500804,2010,L,1.0,L
1500804,2010,M,4.0,MN
1500804,2010,N,14.0,MN
1500804,2010,P,6.0,OPQ
1500804,2010,Q,6.0,OPQ
1500804,2010,R,1.0,RSU
1500804,2010,S,1.0,RSU
1500804,2011,A,8.0,A
1500804,2011,B,1.0,BE
1500804,2011,C,1.0,BE
1500804,2011,D,0.0,BE
1500804,2011,E,0.0,BE
1500804,2011,F,11.0,F
1500804,2011,G,18.0,G
1500804,2011,H,0.0,G
1500804,2011,I,12.0,G
1500804,2011,J,0.0,J
1500804,2011,L,3.0,L
1500804,2011,M,2.0,MN
1500804,2011,N,13.0,MN
1500804,2011,P,2.0,OPQ
1500804,2011,Q,5.0,OPQ
1500804,2011,R,3.0,RSU
1500804,2011,S,1.0,RSU
1500804,2012,A,8.0,A
1500804,2012,B,2.0,BE
1500804,2012,C,2.0,BE
1500804,2012,D,0.0,BE
1500804,2012,E,0.0,BE
1500804,2012,F,4.0,F
1500804,2012,G,14.0,G
1500804,2012,H,0.0,G
1500804,2012,I,4.0,G
1500804,2012,J,0.0,J
1500804,2012,L,2.0,L
1500804,2012,M,5.0,MN
1500804,2012,N,13.0,MN
1500804,2012,P,4.0,OPQ
1500804,2012,Q,6.0,OPQ
1500804,2012,R,2.0,RSU
1500804,2012,S,5.0,RSU
1500804,2013,A,22.0,A
1500804,2013,B,1.0,BE
1500804,2013,C,1.0,BE
1500804,2013,D,0.0,BE
1500804,2013,E,0.0,BE
1500804,2013,F,2.0,F
1500804,2013,G,15.0,G
1500804,2013,H,0.0,G
1500804,2013,I,18.0,G
1500804,2013,J,0.0,J
1500804,2013,L,2.0,L
1500804,2013,M,5.0,MN
1500804,2013,N,15.0,MN
1500804,2013,P,6.0,OPQ
1500804,2013,Q,0.0,OPQ
1500804,2013,R,2.0,RSU
1500804,2013,S,0.0,RSU
1500804,2014,A,26.0,A
1500804,2014,B,0.0,BE
1500804,2014,C,3.0,BE
1500804,2014,D,0.0,BE
1500804,2014,E,0.0,BE
1500804,2014,F,7.0,F
1500804,2014,G,18.0,G
1500804,2014,H,1.0,G
1500804,2014,I,13.0,G
1500804,2014,J,0.0,J
1500804,2014,L,2.0,L
1500804,2014,M,7.0,MN
1500804,2014,N,19.0,MN
1500804,2014,P,6.0,OPQ
1500804,2014,Q,1.0,OPQ
1500804,2014,R,3.0,RSU
1500804,2014,S,2.0,RSU
1500804,2015,A,28.0,A
1500804,2015,B,1.0,BE
1500804,2015,C,5.0,BE
1500804,2015,D,1.0,BE
1500804,2015,E,0.0,BE
1500804,2015,F,4.0,F
1500804,2015,G,19.0,G
1500804,2015,H,1.0,G
1500804,2015,I,21.0,G
1500804,2015,J,0.0,J
1500804,2015,L,0.0,L
1500804,2015,M,3.0,MN
1500804,2015,N,30.0,MN
1500804,2015,P,4.0,OPQ
1500804,2015,Q,5.0,OPQ
1500804,2015,R,2.0,RSU
1500804,2015,S,4.0,RSU
1500804,2016,A,7.0,A
1500804,2016,B,0.0,BE
1500804,2016,C,3.0,BE
1500804,2016,D,3.0,BE
1500804,2016,E,0.0,BE
1500804,2016,F,10.0,F
1500804,2016,G,16.0,G
1500804,2016,H,1.0,G
1500804,2016,I,21.0,G
1500804,2016,J,1.0,J
1500804,2016,L,4.0,L
1500804,2016,M,3.0,MN
1500804,2016,N,26.0,MN
1500804,2016,P,5.0,OPQ
1500804,2016,Q,3.0,OPQ
1500804,2016,R,5.0,RSU
1500804,2016,S,2.0,RSU
1500804,2017,A,12.0,A
1500804,2017,B,2.0,BE
1500804,2017,C,2.0,BE
1500804,2017,D,0.0,BE
1500804,2017,E,0.0,BE
1500804,2017,F,9.0,F
1500804,2017,G,12.0,G
1500804,2017,H,3.0,G
1500804,2017,I,29.0,G
1500804,2017,J,2.0,J
1500804,2017,L,3.0,L
1500804,2017,M,7.0,MN
1500804,2017,N,25.0,MN
1500804,2017,P,4.0,OPQ
1500804,2017,Q,5.0,OPQ
1500804,2017,R,4.0,RSU
1500804,2017,S,1.0,RSU
1500804,2018,A,21.0,A
1500804,2018,B,0.0,BE
1500804,2018,C,3.0,BE
1500804,2018,D,0.0,BE
1500804,2018,E,0.0,BE
1500804,2018,F,8.0,F
1500804,2018,G,23.0,G
1500804,2018,H,2.0,G
1500804,2018,I,23.0,G
1500804,2018,J,2.0,J
1500804,2018,L,2.0,L
1500804,2018,M,7.0,MN
1500804,2018,N,27.0,MN
1500804,2018,P,4.0,OPQ
1500804,2018,Q,8.0,OPQ
1500804,2018,R,2.0,RSU
1500804,2018,S,3.0,RSU
1500804,2019,A,7.0,A
1500804,2019,B,0.0,BE
1500804,2019,C,2.0,BE
1500804,2019,D,0.0,BE
1500804,2019,E,0.0,BE
1500804,2019,F,6.0,F
1500804,2019,G,14.0,G
1500804,2019,H,0.0,G
1500804,2019,I,24.0,G
1500804,2019,J,0.0,J
1500804,2019,L,2.0,L
1500804,2019,M,7.0,MN
1500804,2019,N,21.0,MN
1500804,2019,P,10.0,OPQ
1500804,2019,Q,6.0,OPQ
1500804,2019,R,6.0,RSU
1500804,2019,S,5.0,RSU
1500804,2020,A,15.0,A
1500804,2020,B,0.0,BE
1500804,2020,C,5.0,BE
1500804,2020,D,0.0,BE
1500804,2020,E,0.0,BE
1500804,2020,F,7.0,F
1500804,2020,G,4.0,G
1500804,2020,H,2.0,G
1500804,2020,I,14.0,G
1500804,2020,J,1.0,J
1500804,2020,L,6.0,L
1500804,2020,M,5.0,MN
1500804,2020,N,18.0,MN
1500804,2020,P,2.0,OPQ
1500804,2020,Q,8.0,OPQ
1500804,2020,R,2.0,RSU
1500804,2020,S,5.0,RSU
1500804,2021,A,13.0,A
1500804,2021,B,0.0,BE
1500804,2021,C,2.0,BE
1500804,2021,D,0.0,BE
1500804,2021,E,0.0,BE
1500804,2021,F,4.0,F
1500804,2021,G,5.0,G
1500804,2021,H,5.0,G
1500804,2021,I,15.0,G
1500804,2021,J,4.0,J
1500804,2021,L,8.0,L
1500804,2021,M,2.0,MN
1500804,2021,N,26.0,MN
1500804,2021,P,5.0,OPQ
1500804,2021,Q,9.0,OPQ
1500804,2021,R,5.0,RSU
1500804,2021,S,4.0,RSU
1500804,2022,A,17.0,A
1500804,2022,B,0.0,BE
1500804,2022,C,3.0,BE
1500804,2022,D,1.0,BE
1500804,2022,E,0.0,BE
1500804,2022,F,1.0,F
1500804,2022,G,15.0,G
1500804,2022,H,1.0,G
1500804,2022,I,28.0,G
1500804,2022,J,1.0,J
1500804,2022,L,6.0,L
1500804,2022,M,8.0,MN
1500804,2022,N,42.0,MN
1500804,2022,P,4.0,OPQ
1500804,2022,Q,3.0,OPQ
1500804,2022,R,5.0,RSU
1500804,2022,S,0.0,RSU
1500804,2023,A,19.0,A
1500804,2023,B,0.0,BE
1500804,2023,C,4.0,BE
1500804,2023,D,0.0,BE
1500804,2023,E,0.0,BE
1500804,2023,F,10.0,F
1500804,2023,G,13.0,G
1500804,2023,H,5.0,G
1500804,2023,I,29.0,G
1500804,2023,J,3.0,J
1500804,2023,L,3.0,L
1500804,2023,M,16.0,MN
1500804,2023,N,34.0,MN
1500804,2023,P,2.0,OPQ
1500804,2023,Q,7.0,OPQ
1500804,2023,R,3.0,RSU
1500804,2023,S,8.0,RSU
1500804,2024,A,13.0,A
1500804,2024,B,1.0,BE
1500804,2024,C,5.0,BE
1500804,2024,D,1.0,BE
1500804,2024,E,0.0,BE
1500804,2024,F,11.0,F
1500804,2024,G,20.0,G
1500804,2024,H,9.0,G
1500804,2024,I,23.0,G
1500804,2024,J,5.0,J
1500804,2024,L,6.0,L
1500804,2024,M,9.0,MN
1500804,2024,N,47.0,MN
1500804,2024,P,6.0,OPQ
1500804,2024,Q,6.0,OPQ
1500804,2024,R,7.0,RSU
1500804,2024,S,7.0,RSU
1500805,2008,A,58.0,A
1500805,2008,B,0.0,BE
1500805,2008,C,23.0,BE
1500805,2008,D,0.0,BE
1500805,2008,E,1.0,BE
1500805,2008,F,171.0,F
1500805,2008,G,240.0,G
1500805,2008,H,14.0,G
1500805,2008,I,103.0,G
1500805,2008,J,9.0,J
1500805,2008,L,34.0,L
1500805,2008,M,127.0,MN
1500805,2008,N,534.0,MN
1500805,2008,P,86.0,OPQ
1500805,2008,Q,100.0,OPQ
1500805,2008,R,34.0,RSU
1500805,2008,S,81.0,RSU
1500805,2009,A,36.0,A
1500805,2009,B,0.0,BE
1500805,2009,C,14.0,BE
1500805,2009,D,0.0,BE
1500805,2009,E,0.0,BE
1500805,2009,F,102.0,F
1500805,2009,G,160.0,G
1500805,2009,H,6.0,G
1500805,2009,I,80.0,G
1500805,2009,J,18.0,J
1500805,2009,L,18.0,L
1500805,2009,M,110.0,MN
1500805,2009,N,487.0,MN
1500805,2009,P,79.0,OPQ
1500805,2009,Q,96.0,OPQ
1500805,2009,R,39.0,RSU
1500805,2009,S,51.0,RSU
1500805,2010,A,36.0,A
1500805,2010,B,0.0,BE
1500805,2010,C,11.0,BE
1500805,2010,D,0.0,BE
1500805,2010,E,2.0,BE
1500805,2010,F,71.0,F
1500805,2010,G,153.0,G
1500805,2010,H,13.0,G
1500805,2010,I,68.0,G
1500805,2010,J,11.0,J
1500805,2010,L,21.0,L
1500805,2010,M,111.0,MN
1500805,2010,N,405.0,MN
1500805,2010,P,75.0,OPQ
1500805,2010,Q,105.0,OPQ
1500805,2010,R,28.0,RSU
1500805,2010,S,53.0,RSU
1500805,2011,A,50.0,A
1500805,2011,B,0.0,BE
1500805,2011,C,20.0,BE
1500805,2011,D,0.0,BE
1500805,2011,E,4.0,BE
1500805,2011,F,54.0,F
1500805,2011,G,133.0,G
1500805,2011,H,6.0,G
1500805,2011,I,98.0,G
1500805,2011,J,18.0,J
1500805,2011,L,8.0,L
1500805,2011,M,93.0,MN
1500805,2011,N,342.0,MN
1500805,2011,P,77.0,OPQ
1500805,2011,Q,101.0,OPQ
1500805,2011,R,37.0,RSU
1500805,2011,S,32.0,RSU
1500805,2012,A,46.0,A
1500805,2012,B,0.0,BE
1500805,2012,C,12.0,BE
1500805,2012,D,0.0,BE
1500805,2012,E,2.0,BE
1500805,2012,F,51.0,F
1500805,2012,G,149.0,G
1500805,2012,H,9.0,G
1500805,2012,I,94.0,G
1500805,2012,J,17.0,J
1500805,2012,L,21.0,L
1500805,2012,M,76.0,MN
1500805,2012,N,342.0,MN
1500805,2012,P,67.0,OPQ
1500805,2012,Q,72.0,OPQ
1500805,2012,R,24.0,RSU
1500805,2012,S,46.0,RSU
1500805,2013,A,119.0,A
1500805,2013,B,1.0,BE
1500805,2013,C,16.0,BE
1500805,2013,D,0.0,BE
1500805,2013,E,1.0,BE
1500805,2013,F,61.0,F
1500805,2013,G,209.0,G
1500805,2013,H,12.0,G
1500805,2013,I,103.0,G
1500805,2013,J,8.0,J
1500805,2013,L,26.0,L
1500805,2013,M,114.0,MN
1500805,2013,N,346.0,MN
1500805,2013,P,66.0,OPQ
1500805,2013,Q,77.0,OPQ
1500805,2013,R,29.0,RSU
1500805,2013,S,63.0,RSU
1500805,2014,A,221.0,A
1500805,2014,B,1.0,BE
1500805,2014,C,21.0,BE
1500805,2014,D,2.0,BE
1500805,2014,E,2.0,BE
1500805,2014,F,85.0,F
1500805,2014,G,190.0,G
1500805,2014,H,3.0,G
1500805,2014,I,118.0,G
1500805,2014,J,13.0,J
1500805,2014,L,25.0,L
1500805,2014,M,118.0,MN
1500805,2014,N,409.0,MN
1500805,2014,P,75.0,OPQ
1500805,2014,Q,84.0,OPQ
1500805,2014,R,47.0,RSU
1500805,2014,S,60.0,RSU
1500805,2015,A,162.0,A
1500805,2015,B,1.0,BE
1500805,2015,C,25.0,BE
1500805,2015,D,1.0,BE
1500805,2015,E,2.0,BE
1500805,2015,F,74.0,F
1500805,2015,G,161.0,G
1500805,2015,H,2.0,G
1500805,2015,I,211.0,G
1500805,2015,J,14.0,J
1500805,2015,L,39.0,L
1500805,2015,M,129.0,MN
1500805,2015,N,448.0,MN
1500805,2015,P,97.0,OPQ
1500805,2015,Q,98.0,OPQ
1500805,2015,R,51.0,RSU
1500805,2015,S,58.0,RSU
1500805,2016,A,94.0,A
1500805,2016,B,0.0,BE
1500805,2016,C,20.0,BE
1500805,2016,D,26.0,BE
1500805,2016,E,2.0,BE
1500805,2016,F,86.0,F
1500805,2016,G,158.0,G
1500805,2016,H,12.0,G
1500805,2016,I,182.0,G
1500805,2016,J,20.0,J
1500805,2016,L,41.0,L
1500805,2016,M,136.0,MN
1500805,2016,N,464.0,MN
1500805,2016,P,66.0,OPQ
1500805,2016,Q,119.0,OPQ
1500805,2016,R,45.0,RSU
1500805,2016,S,76.0,RSU
1500805,2017,A,86.0,A
1500805,2017,B,0.0,BE
1500805,2017,C,28.0,BE
1500805,2017,D,2.0,BE
1500805,2017,E,2.0,BE
1500805,2017,F,117.0,F
1500805,2017,G,149.0,G
1500805,2017,H,18.0,G
1500805,2017,I,217.0,G
1500805,2017,J,25.0,J
1500805,2017,L,51.0,L
1500805,2017,M,133.0,MN
1500805,2017,N,455.0,MN
1500805,2017,P,66.0,OPQ
1500805,2017,Q,111.0,OPQ
1500805,2017,R,67.0,RSU
1500805,2017,S,66.0,RSU
1500805,2018,A,98.0,A
1500805,2018,B,1.0,BE
1500805,2018,C,26.0,BE
1500805,2018,D,5.0,BE
1500805,2018,E,1.0,BE
1500805,2018,F,133.0,F
1500805,2018,G,154.0,G
1500805,2018,H,34.0,G
1500805,2018,I,229.0,G
1500805,2018,J,27.0,J
1500805,2018,L,57.0,L
1500805,2018,M,136.0,MN
1500805,2018,N,565.0,MN
1500805,2018,P,104.0,OPQ
1500805,2018,Q,96.0,OPQ
1500805,2018,R,59.0,RSU
1500805,2018,S,73.0,RSU
1500805,2019,A,66.0,A
1500805,2019,B,0.0,BE
1500805,2019,C,20.0,BE
1500805,2019,D,4.0,BE
1500805,2019,E,0.0,BE
1500805,2019,F,123.0,F
1500805,2019,G,147.0,G
1500805,2019,H,75.0,G
1500805,2019,I,171.0,G
1500805,2019,J,27.0,J
1500805,2019,L,71.0,L
1500805,2019,M,130.0,MN
1500805,2019,N,549.0,MN
1500805,2019,P,83.0,OPQ
1500805,2019,Q,118.0,OPQ
1500805,2019,R,61.0,RSU
1500805,2019,S,81.0,RSU
1500805,2020,A,74.0,A
1500805,2020,B,0.0,BE
1500805,2020,C,13.0,BE
1500805,2020,D,1.0,BE
1500805,2020,E,1.0,BE
1500805,2020,F,77.0,F
1500805,2020,G,125.0,G
1500805,2020,H,75.0,G
1500805,2020,I,108.0,G
1500805,2020,J,24.0,J
1500805,2020,L,50.0,L
1500805,2020,M,95.0,MN
1500805,2020,N,315.0,MN
1500805,2020,P,53.0,OPQ
1500805,2020,Q,121.0,OPQ
1500805,2020,R,36.0,RSU
1500805,2020,S,72.0,RSU
1500805,2021,A,92.0,A
1500805,2021,B,0.0,BE
1500805,2021,C,23.0,BE
1500805,2021,D,5.0,BE
1500805,2021,E,0.0,BE
1500805,2021,F,133.0,F
1500805,2021,G,147.0,G
1500805,2021,H,86.0,G
1500805,2021,I,98.0,G
1500805,2021,J,43.0,J
1500805,2021,L,56.0,L
1500805,2021,M,115.0,MN
1500805,2021,N,459.0,MN
1500805,2021,P,80.0,OPQ
1500805,2021,Q,129.0,OPQ
1500805,2021,R,67.0,RSU
1500805,2021,S,63.0,RSU
1500805,2022,A,99.0,A
1500805,2022,B,1.0,BE
1500805,2022,C,32.0,BE
1500805,2022,D,14.0,BE
1500805,2022,E,0.0,BE
1500805,2022,F,143.0,F
1500805,2022,G,149.0,G
1500805,2022,H,112.0,G
1500805,2022,I,170.0,G
1500805,2022,J,43.0,J
1500805,2022,L,59.0,L
1500805,2022,M,138.0,MN
1500805,2022,N,629.0,MN
1500805,2022,P,100.0,OPQ
1500805,2022,Q,153.0,OPQ
1500805,2022,R,62.0,RSU
1500805,2022,S,102.0,RSU
1500805,2023,A,79.0,A
1500805,2023,B,0.0,BE
1500805,2023,C,29.0,BE
1500805,2023,D,8.0,BE
1500805,2023,E,0.0,BE
1500805,2023,F,179.0,F
1500805,2023,G,143.0,G
1500805,2023,H,232.0,G
1500805,2023,I,185.0,G
1500805,2023,J,40.0,J
1500805,2023,L,64.0,L
1500805,2023,M,165.0,MN
1500805,2023,N,673.0,MN
1500805,2023,P,106.0,OPQ
1500805,2023,Q,114.0,OPQ
1500805,2023,R,75.0,RSU
1500805,2023,S,112.0,RSU
1500805,2024,A,79.0,A
1500805,2024,B,0.0,BE
1500805,2024,C,28.0,BE
1500805,2024,D,3.0,BE
1500805,2024,E,1.0,BE
1500805,2024,F,184.0,F
1500805,2024,G,146.0,G
1500805,2024,H,208.0,G
1500805,2024,I,125.0,G
1500805,2024,J,41.0,J
1500805,2024,L,56.0,L
1500805,2024,M,175.0,MN
