zone_id,target_year,a10,births
PT_112,2014,A,881.0
PT_112,2014,BE,485.0
PT_112,2014,FZ,396.0
PT_112,2014,GI,1544.0
PT_112,2014,JZ,65.0
PT_112,2014,KZ,0.0
PT_112,2014,LZ,125.0
PT_112,2014,MN,1500.0
PT_112,2014,OPQ,746.0
PT_112,2014,RSU,368.0
PT_112,2015,A,476.0
PT_112,2015,BE,464.0
PT_112,2015,FZ,407.0
PT_112,2015,GI,1640.0
PT_112,2015,JZ,97.0
PT_112,2015,KZ,0.0
PT_112,2015,LZ,154.0
PT_112,2015,MN,1591.0
PT_112,2015,OPQ,819.0
PT_112,2015,RSU,374.0
PT_112,2016,A,345.0
PT_112,2016,BE,602.0
PT_112,2016,FZ,453.0
PT_112,2016,GI,1439.0
PT_112,2016,JZ,80.0
PT_112,2016,KZ,0.0
PT_112,2016,LZ,164.0
PT_112,2016,MN,1716.0
PT_112,2016,OPQ,948.0
PT_112,2016,RSU,409.0
PT_112,2017,A,268.0
PT_112,2017,BE,397.0
PT_112,2017,FZ,490.0
PT_112,2017,GI,1448.0
PT_112,2017,JZ,104.0
PT_112,2017,KZ,0.0
PT_112,2017,LZ,231.0
PT_112,2017,MN,1845.0
PT_112,2017,OPQ,961.0
PT_112,2017,RSU,463.0
PT_112,2018,A,393.0
PT_112,2018,BE,383.0
PT_112,2018,FZ,570.0
PT_112,2018,GI,1582.0
PT_112,2018,JZ,144.0
PT_112,2018,KZ,0.0
PT_112,2018,LZ,235.0
PT_112,2018,MN,1954.0
PT_112,2018,OPQ,995.0
PT_112,2018,RSU,467.0
PT_112,2019,A,235.0
PT_112,2019,BE,393.0
PT_112,2019,FZ,615.0
PT_112,2019,GI,1606.0
PT_112,2019,JZ,158.0
PT_112,2019,KZ,0.0
PT_112,2019,LZ,267.0
PT_112,2019,MN,2077.0
PT_112,2019,OPQ,1014.0
PT_112,2019,RSU,519.0
PT_112,2020,A,198.0
PT_112,2020,BE,308.0
PT_112,2020,FZ,500.0
PT_112,2020,GI,1326.0
PT_112,2020,JZ,108.0
PT_112,2020,KZ,0.0
PT_112,2020,LZ,198.0
PT_112,2020,MN,1695.0
PT_112,2020,OPQ,1029.0
PT_112,2020,RSU,412.0
PT_112,2021,A,226.0
PT_112,2021,BE,364.0
PT_112,2021,FZ,590.0
PT_112,2021,GI,1464.0
PT_112,2021,JZ,200.0
PT_112,2021,KZ,0.0
PT_112,2021,LZ,272.0
PT_112,2021,MN,2082.0
PT_112,2021,OPQ,1048.0
PT_112,2021,RSU,449.0
PT_112,2022,A,209.0
PT_112,2022,BE,445.0
PT_112,2022,FZ,616.0
PT_112,2022,GI,1601.0
PT_112,2022,JZ,281.0
PT_112,2022,KZ,0.0
PT_112,2022,LZ,295.0
PT_112,2022,MN,2558.0
PT_112,2022,OPQ,1261.0
PT_112,2022,RSU,688.0
PT_112,2023,A,205.0
PT_112,2023,BE,373.0
PT_112,2023,FZ,687.0
PT_112,2023,GI,1875.0
PT_112,2023,JZ,284.0
PT_112,2023,KZ,0.0
PT_112,2023,LZ,296.0
PT_112,2023,MN,2896.0
PT_112,2023,OPQ,1175.0
PT_112,2023,RSU,700.0
PT_112,2024,A,213.0
PT_112,2024,BE,339.0
PT_112,2024,FZ,729.0
PT_112,2024,GI,1929.0
PT_112,2024,JZ,295.0
PT_112,2024,KZ,0.0
PT_112,2024,LZ,281.0
PT_112,2024,MN,3046.0
PT_112,2024,OPQ,1174.0
PT_112,2024,RSU,782.0
PT_119,2008,A,54.0
PT_119,2008,BE,597.0
PT_119,2008,FZ,405.0
PT_119,2008,GI,1767.0
PT_119,2008,JZ,43.0
PT_119,2008,KZ,0.0
PT_119,2008,LZ,97.0
PT_119,2008,MN,1423.0
PT_119,2008,OPQ,844.0
PT_119,2008,RSU,318.0
PT_119,2009,A,52.0
PT_119,2009,BE,450.0
PT_119,2009,FZ,296.0
PT_119,2009,GI,1486.0
PT_119,2009,JZ,38.0
PT_119,2009,KZ,0.0
PT_119,2009,LZ,73.0
PT_119,2009,MN,1041.0
PT_119,2009,OPQ,882.0
PT_119,2009,RSU,266.0
PT_119,2010,A,59.0
PT_119,2010,BE,431.0
PT_119,2010,FZ,288.0
PT_119,2010,GI,1467.0
PT_119,2010,JZ,34.0
PT_119,2010,KZ,0.0
PT_119,2010,LZ,72.0
PT_119,2010,MN,1052.0
PT_119,2010,OPQ,781.0
PT_119,2010,RSU,250.0
PT_119,2011,A,89.0
PT_119,2011,BE,538.0
PT_119,2011,FZ,281.0
PT_119,2011,GI,1522.0
PT_119,2011,JZ,52.0
PT_119,2011,KZ,0.0
PT_119,2011,LZ,81.0
PT_119,2011,MN,1029.0
PT_119,2011,OPQ,675.0
PT_119,2011,RSU,279.0
PT_119,2012,A,98.0
PT_119,2012,BE,514.0
PT_119,2012,FZ,247.0
PT_119,2012,GI,1535.0
PT_119,2012,JZ,54.0
PT_119,2012,KZ,0.0
PT_119,2012,LZ,77.0
PT_119,2012,MN,1179.0
PT_119,2012,OPQ,579.0
PT_119,2012,RSU,245.0
PT_119,2013,A,1020.0
PT_119,2013,BE,571.0
PT_119,2013,FZ,249.0
PT_119,2013,GI,1674.0
PT_119,2013,JZ,43.0
PT_119,2013,KZ,0.0
PT_119,2013,LZ,81.0
PT_119,2013,MN,1115.0
PT_119,2013,OPQ,612.0
PT_119,2013,RSU,342.0
PT_119,2014,A,811.0
PT_119,2014,BE,573.0
PT_119,2014,FZ,269.0
PT_119,2014,GI,1537.0
PT_119,2014,JZ,44.0
PT_119,2014,KZ,0.0
PT_119,2014,LZ,79.0
PT_119,2014,MN,1130.0
PT_119,2014,OPQ,660.0
PT_119,2014,RSU,318.0
PT_119,2015,A,328.0
PT_119,2015,BE,570.0
PT_119,2015,FZ,297.0
PT_119,2015,GI,1599.0
PT_119,2015,JZ,47.0
PT_119,2015,KZ,0.0
PT_119,2015,LZ,92.0
PT_119,2015,MN,1266.0
PT_119,2015,OPQ,791.0
PT_119,2015,RSU,372.0
PT_119,2016,A,249.0
PT_119,2016,BE,547.0
PT_119,2016,FZ,279.0
PT_119,2016,GI,1503.0
PT_119,2016,JZ,65.0
PT_119,2016,KZ,0.0
PT_119,2016,LZ,123.0
PT_119,2016,MN,1469.0
PT_119,2016,OPQ,780.0
PT_119,2016,RSU,381.0
PT_119,2017,A,272.0
PT_119,2017,BE,458.0
PT_119,2017,FZ,327.0
PT_119,2017,GI,1393.0
PT_119,2017,JZ,42.0
PT_119,2017,KZ,0.0
PT_119,2017,LZ,172.0
PT_119,2017,MN,1436.0
PT_119,2017,OPQ,820.0
PT_119,2017,RSU,377.0
PT_119,2018,A,264.0
PT_119,2018,BE,446.0
PT_119,2018,FZ,363.0
PT_119,2018,GI,1390.0
PT_119,2018,JZ,47.0
PT_119,2018,KZ,0.0
PT_119,2018,LZ,190.0
PT_119,2018,MN,1328.0
PT_119,2018,OPQ,853.0
PT_119,2018,RSU,412.0
PT_119,2019,A,190.0
PT_119,2019,BE,433.0
PT_119,2019,FZ,355.0
PT_119,2019,GI,1432.0
PT_119,2019,JZ,62.0
PT_119,2019,KZ,0.0
PT_119,2019,LZ,145.0
PT_119,2019,MN,1385.0
PT_119,2019,OPQ,843.0
PT_119,2019,RSU,474.0
PT_119,2020,A,217.0
PT_119,2020,BE,388.0
PT_119,2020,FZ,337.0
PT_119,2020,GI,1234.0
PT_119,2020,JZ,63.0
PT_119,2020,KZ,0.0
PT_119,2020,LZ,159.0
PT_119,2020,MN,1236.0
PT_119,2020,OPQ,801.0
PT_119,2020,RSU,339.0
PT_119,2021,A,170.0
PT_119,2021,BE,413.0
PT_119,2021,FZ,366.0
PT_119,2021,GI,1320.0
PT_119,2021,JZ,116.0
PT_119,2021,KZ,0.0
PT_119,2021,LZ,227.0
PT_119,2021,MN,1478.0
PT_119,2021,OPQ,915.0
PT_119,2021,RSU,449.0
PT_119,2022,A,207.0
PT_119,2022,BE,395.0
PT_119,2022,FZ,418.0
PT_119,2022,GI,1268.0
PT_119,2022,JZ,117.0
PT_119,2022,KZ,0.0
PT_119,2022,LZ,188.0
PT_119,2022,MN,1846.0
PT_119,2022,OPQ,984.0
PT_119,2022,RSU,599.0
PT_119,2023,A,172.0
PT_119,2023,BE,339.0
PT_119,2023,FZ,504.0
PT_119,2023,GI,1486.0
PT_119,2023,JZ,126.0
PT_119,2023,KZ,0.0
PT_119,2023,LZ,208.0
PT_119,2023,MN,1962.0
PT_119,2023,OPQ,965.0
PT_119,2023,RSU,605.0
PT_119,2024,A,144.0
PT_119,2024,BE,350.0
PT_119,2024,FZ,483.0
PT_119,2024,GI,1582.0
PT_119,2024,JZ,141.0
PT_119,2024,KZ,0.0
PT_119,2024,LZ,201.0
PT_119,2024,MN,2052.0
PT_119,2024,OPQ,1018.0
PT_119,2024,RSU,721.0
PT_11A,2008,A,236.0
PT_11A,2008,BE,1490.0
PT_11A,2008,FZ,1553.0
PT_11A,2008,GI,7525.0
PT_11A,2008,JZ,405.0
PT_11A,2008,KZ,0.0
PT_11A,2008,LZ,511.0
PT_11A,2008,MN,11995.0
PT_11A,2008,OPQ,4133.0
PT_11A,2008,RSU,2009.0
PT_11A,2009,A,202.0
PT_11A,2009,BE,1103.0
PT_11A,2009,FZ,1032.0
PT_11A,2009,GI,6221.0
PT_11A,2009,JZ,317.0
PT_11A,2009,KZ,0.0
PT_11A,2009,LZ,390.0
PT_11A,2009,MN,9469.0
PT_11A,2009,OPQ,4171.0
PT_11A,2009,RSU,1601.0
PT_11A,2010,A,192.0
PT_11A,2010,BE,1008.0
PT_11A,2010,FZ,929.0
PT_11A,2010,GI,5839.0
PT_11A,2010,JZ,337.0
PT_11A,2010,KZ,0.0
PT_11A,2010,LZ,406.0
PT_11A,2010,MN,8992.0
PT_11A,2010,OPQ,3876.0
PT_11A,2010,RSU,1495.0
PT_11A,2011,A,385.0
PT_11A,2011,BE,1272.0
PT_11A,2011,FZ,926.0
PT_11A,2011,GI,6267.0
PT_11A,2011,JZ,416.0
PT_11A,2011,KZ,0.0
PT_11A,2011,LZ,413.0
PT_11A,2011,MN,8749.0
PT_11A,2011,OPQ,3469.0
PT_11A,2011,RSU,1702.0
PT_11A,2012,A,337.0
PT_11A,2012,BE,1197.0
PT_11A,2012,FZ,764.0
PT_11A,2012,GI,6191.0
PT_11A,2012,JZ,357.0
PT_11A,2012,KZ,0.0
PT_11A,2012,LZ,473.0
PT_11A,2012,MN,8379.0
PT_11A,2012,OPQ,2988.0
PT_11A,2012,RSU,1623.0
PT_11A,2013,A,2517.0
PT_11A,2013,BE,1410.0
PT_11A,2013,FZ,900.0
PT_11A,2013,GI,7262.0
PT_11A,2013,JZ,358.0
PT_11A,2013,KZ,0.0
PT_11A,2013,LZ,473.0
PT_11A,2013,MN,8901.0
PT_11A,2013,OPQ,3322.0
PT_11A,2013,RSU,1906.0
PT_11A,2014,A,1792.0
PT_11A,2014,BE,1391.0
PT_11A,2014,FZ,936.0
PT_11A,2014,GI,6834.0
PT_11A,2014,JZ,415.0
PT_11A,2014,KZ,0.0
PT_11A,2014,LZ,554.0
PT_11A,2014,MN,9417.0
PT_11A,2014,OPQ,3436.0
PT_11A,2014,RSU,1849.0
PT_11A,2015,A,963.0
PT_11A,2015,BE,1436.0
PT_11A,2015,FZ,1041.0
PT_11A,2015,GI,7211.0
PT_11A,2015,JZ,443.0
PT_11A,2015,KZ,0.0
PT_11A,2015,LZ,693.0
PT_11A,2015,MN,10150.0
PT_11A,2015,OPQ,3891.0
PT_11A,2015,RSU,2104.0
PT_11A,2016,A,693.0
PT_11A,2016,BE,1513.0
PT_11A,2016,FZ,1040.0
PT_11A,2016,GI,6956.0
PT_11A,2016,JZ,454.0
PT_11A,2016,KZ,0.0
PT_11A,2016,LZ,850.0
PT_11A,2016,MN,10670.0
PT_11A,2016,OPQ,4093.0
PT_11A,2016,RSU,2224.0
PT_11A,2017,A,755.0
PT_11A,2017,BE,1130.0
PT_11A,2017,FZ,1109.0
PT_11A,2017,GI,7320.0
PT_11A,2017,JZ,548.0
PT_11A,2017,KZ,0.0
PT_11A,2017,LZ,1120.0
PT_11A,2017,MN,11584.0
PT_11A,2017,OPQ,4207.0
PT_11A,2017,RSU,2415.0
PT_11A,2018,A,742.0
PT_11A,2018,BE,1185.0
PT_11A,2018,FZ,1193.0
PT_11A,2018,GI,7694.0
PT_11A,2018,JZ,610.0
PT_11A,2018,KZ,0.0
PT_11A,2018,LZ,1268.0
PT_11A,2018,MN,11398.0
PT_11A,2018,OPQ,4203.0
PT_11A,2018,RSU,2381.0
PT_11A,2019,A,554.0
PT_11A,2019,BE,1244.0
PT_11A,2019,FZ,1549.0
PT_11A,2019,GI,8565.0
PT_11A,2019,JZ,743.0
PT_11A,2019,KZ,0.0
PT_11A,2019,LZ,1400.0
PT_11A,2019,MN,14283.0
PT_11A,2019,OPQ,4416.0
PT_11A,2019,RSU,2658.0
PT_11A,2020,A,494.0
PT_11A,2020,BE,947.0
PT_11A,2020,FZ,1206.0
PT_11A,2020,GI,6698.0
PT_11A,2020,JZ,521.0
PT_11A,2020,KZ,0.0
PT_11A,2020,LZ,1074.0
PT_11A,2020,MN,9674.0
PT_11A,2020,OPQ,3939.0
PT_11A,2020,RSU,2024.0
PT_11A,2021,A,462.0
PT_11A,2021,BE,1037.0
PT_11A,2021,FZ,1391.0
PT_11A,2021,GI,7045.0
PT_11A,2021,JZ,1055.0
PT_11A,2021,KZ,0.0
PT_11A,2021,LZ,1317.0
PT_11A,2021,MN,11771.0
PT_11A,2021,OPQ,4495.0
PT_11A,2021,RSU,2174.0
PT_11A,2022,A,532.0
PT_11A,2022,BE,1243.0
PT_11A,2022,FZ,1692.0
PT_11A,2022,GI,8047.0
PT_11A,2022,JZ,1554.0
PT_11A,2022,KZ,0.0
PT_11A,2022,LZ,1465.0
PT_11A,2022,MN,19510.0
PT_11A,2022,OPQ,5217.0
PT_11A,2022,RSU,3442.0
PT_11A,2023,A,516.0
PT_11A,2023,BE,1160.0
PT_11A,2023,FZ,1793.0
PT_11A,2023,GI,9512.0
PT_11A,2023,JZ,1592.0
PT_11A,2023,KZ,0.0
PT_11A,2023,LZ,1270.0
PT_11A,2023,MN,20108.0
PT_11A,2023,OPQ,4889.0
PT_11A,2023,RSU,3577.0
PT_11A,2024,A,536.0
PT_11A,2024,BE,1171.0
PT_11A,2024,FZ,2067.0
PT_11A,2024,GI,9283.0
PT_11A,2024,JZ,1517.0
PT_11A,2024,KZ,0.0
PT_11A,2024,LZ,1333.0
PT_11A,2024,MN,20741.0
PT_11A,2024,OPQ,4959.0
PT_11A,2024,RSU,3817.0
PT_11B,2008,A,64.0
PT_11B,2008,BE,42.0
PT_11B,2008,FZ,107.0
PT_11B,2008,GI,335.0
PT_11B,2008,JZ,8.0
PT_11B,2008,KZ,0.0
PT_11B,2008,LZ,19.0
PT_11B,2008,MN,241.0
PT_11B,2008,OPQ,184.0
PT_11B,2008,RSU,70.0
PT_11B,2009,A,47.0
PT_11B,2009,BE,37.0
PT_11B,2009,FZ,64.0
PT_11B,2009,GI,291.0
PT_11B,2009,JZ,6.0
PT_11B,2009,KZ,0.0
PT_11B,2009,LZ,18.0
PT_11B,2009,MN,189.0
PT_11B,2009,OPQ,233.0
PT_11B,2009,RSU,75.0
PT_11B,2010,A,47.0
PT_11B,2010,BE,26.0
PT_11B,2010,FZ,67.0
PT_11B,2010,GI,300.0
PT_11B,2010,JZ,9.0
PT_11B,2010,KZ,0.0
PT_11B,2010,LZ,9.0
PT_11B,2010,MN,177.0
PT_11B,2010,OPQ,202.0
PT_11B,2010,RSU,65.0
PT_11B,2011,A,115.0
PT_11B,2011,BE,45.0
PT_11B,2011,FZ,50.0
PT_11B,2011,GI,335.0
PT_11B,2011,JZ,12.0
PT_11B,2011,KZ,0.0
PT_11B,2011,LZ,6.0
PT_11B,2011,MN,176.0
PT_11B,2011,OPQ,175.0
PT_11B,2011,RSU,80.0
PT_11B,2012,A,92.0
PT_11B,2012,BE,43.0
PT_11B,2012,FZ,52.0
PT_11B,2012,GI,278.0
PT_11B,2012,JZ,3.0
PT_11B,2012,KZ,0.0
PT_11B,2012,LZ,5.0
PT_11B,2012,MN,148.0
PT_11B,2012,OPQ,126.0
PT_11B,2012,RSU,54.0
PT_11B,2013,A,3471.0
PT_11B,2013,BE,58.0
PT_11B,2013,FZ,102.0
PT_11B,2013,GI,462.0
PT_11B,2013,JZ,8.0
PT_11B,2013,KZ,0.0
PT_11B,2013,LZ,9.0
PT_11B,2013,MN,189.0
PT_11B,2013,OPQ,154.0
PT_11B,2013,RSU,67.0
PT_11B,2014,A,1076.0
PT_11B,2014,BE,41.0
PT_11B,2014,FZ,75.0
PT_11B,2014,GI,269.0
PT_11B,2014,JZ,4.0
PT_11B,2014,KZ,0.0
PT_11B,2014,LZ,8.0
PT_11B,2014,MN,225.0
PT_11B,2014,OPQ,172.0
PT_11B,2014,RSU,56.0
PT_11B,2015,A,573.0
PT_11B,2015,BE,45.0
PT_11B,2015,FZ,82.0
PT_11B,2015,GI,331.0
PT_11B,2015,JZ,4.0
PT_11B,2015,KZ,0.0
PT_11B,2015,LZ,12.0
PT_11B,2015,MN,223.0
PT_11B,2015,OPQ,144.0
PT_11B,2015,RSU,62.0
PT_11B,2016,A,509.0
PT_11B,2016,BE,78.0
PT_11B,2016,FZ,70.0
PT_11B,2016,GI,286.0
PT_11B,2016,JZ,16.0
PT_11B,2016,KZ,0.0
PT_11B,2016,LZ,11.0
PT_11B,2016,MN,238.0
PT_11B,2016,OPQ,117.0
PT_11B,2016,RSU,78.0
PT_11B,2017,A,360.0
PT_11B,2017,BE,44.0
PT_11B,2017,FZ,76.0
PT_11B,2017,GI,265.0
PT_11B,2017,JZ,10.0
PT_11B,2017,KZ,0.0
PT_11B,2017,LZ,14.0
PT_11B,2017,MN,259.0
PT_11B,2017,OPQ,159.0
PT_11B,2017,RSU,61.0
PT_11B,2018,A,489.0
PT_11B,2018,BE,85.0
PT_11B,2018,FZ,135.0
PT_11B,2018,GI,470.0
PT_11B,2018,JZ,11.0
PT_11B,2018,KZ,0.0
PT_11B,2018,LZ,21.0
PT_11B,2018,MN,302.0
PT_11B,2018,OPQ,187.0
PT_11B,2018,RSU,87.0
PT_11B,2019,A,454.0
PT_11B,2019,BE,56.0
PT_11B,2019,FZ,102.0
PT_11B,2019,GI,314.0
PT_11B,2019,JZ,5.0
PT_11B,2019,KZ,0.0
PT_11B,2019,LZ,17.0
PT_11B,2019,MN,226.0
PT_11B,2019,OPQ,149.0
PT_11B,2019,RSU,74.0
PT_11B,2020,A,290.0
PT_11B,2020,BE,34.0
PT_11B,2020,FZ,101.0
PT_11B,2020,GI,232.0
PT_11B,2020,JZ,11.0
PT_11B,2020,KZ,0.0
PT_11B,2020,LZ,16.0
PT_11B,2020,MN,201.0
PT_11B,2020,OPQ,160.0
PT_11B,2020,RSU,60.0
PT_11B,2021,A,316.0
PT_11B,2021,BE,41.0
PT_11B,2021,FZ,95.0
PT_11B,2021,GI,248.0
PT_11B,2021,JZ,11.0
PT_11B,2021,KZ,0.0
PT_11B,2021,LZ,19.0
PT_11B,2021,MN,286.0
PT_11B,2021,OPQ,158.0
PT_11B,2021,RSU,74.0
PT_11B,2022,A,294.0
PT_11B,2022,BE,50.0
PT_11B,2022,FZ,100.0
PT_11B,2022,GI,259.0
PT_11B,2022,JZ,14.0
PT_11B,2022,KZ,0.0
PT_11B,2022,LZ,19.0
PT_11B,2022,MN,327.0
PT_11B,2022,OPQ,200.0
PT_11B,2022,RSU,101.0
PT_11B,2023,A,328.0
PT_11B,2023,BE,44.0
PT_11B,2023,FZ,125.0
PT_11B,2023,GI,284.0
PT_11B,2023,JZ,12.0
PT_11B,2023,KZ,0.0
PT_11B,2023,LZ,31.0
PT_11B,2023,MN,349.0
PT_11B,2023,OPQ,152.0
PT_11B,2023,RSU,98.0
PT_11B,2024,A,330.0
PT_11B,2024,BE,49.0
PT_11B,2024,FZ,114.0
PT_11B,2024,GI,259.0
PT_11B,2024,JZ,16.0
PT_11B,2024,KZ,0.0
PT_11B,2024,LZ,23.0
PT_11B,2024,MN,340.0
PT_11B,2024,OPQ,154.0
PT_11B,2024,RSU,100.0
PT_11C,2008,A,95.0
PT_11C,2008,BE,501.0
PT_11C,2008,FZ,550.0
PT_11C,2008,GI,1444.0
PT_11C,2008,JZ,27.0
PT_11C,2008,KZ,0.0
PT_11C,2008,LZ,87.0
PT_11C,2008,MN,941.0
PT_11C,2008,OPQ,656.0
PT_11C,2008,RSU,214.0
PT_11C,2009,A,98.0
PT_11C,2009,BE,336.0
PT_11C,2009,FZ,416.0
PT_11C,2009,GI,1300.0
PT_11C,2009,JZ,22.0
PT_11C,2009,KZ,0.0
PT_11C,2009,LZ,63.0
PT_11C,2009,MN,813.0
PT_11C,2009,OPQ,816.0
PT_11C,2009,RSU,213.0
PT_11C,2010,A,93.0
PT_11C,2010,BE,358.0
PT_11C,2010,FZ,424.0
PT_11C,2010,GI,1248.0
PT_11C,2010,JZ,21.0
PT_11C,2010,KZ,0.0
PT_11C,2010,LZ,69.0
PT_11C,2010,MN,818.0
PT_11C,2010,OPQ,645.0
PT_11C,2010,RSU,203.0
PT_11C,2011,A,157.0
PT_11C,2011,BE,582.0
PT_11C,2011,FZ,407.0
PT_11C,2011,GI,1344.0
PT_11C,2011,JZ,25.0
PT_11C,2011,KZ,0.0
PT_11C,2011,LZ,56.0
PT_11C,2011,MN,763.0
PT_11C,2011,OPQ,573.0
PT_11C,2011,RSU,237.0
PT_11C,2012,A,321.0
PT_11C,2012,BE,450.0
PT_11C,2012,FZ,323.0
PT_11C,2012,GI,1373.0
PT_11C,2012,JZ,21.0
PT_11C,2012,KZ,0.0
PT_11C,2012,LZ,59.0
PT_11C,2012,MN,742.0
PT_11C,2012,OPQ,425.0
PT_11C,2012,RSU,197.0
PT_11C,2013,A,2403.0
PT_11C,2013,BE,593.0
PT_11C,2013,FZ,381.0
PT_11C,2013,GI,1607.0
PT_11C,2013,JZ,25.0
PT_11C,2013,KZ,0.0
PT_11C,2013,LZ,57.0
PT_11C,2013,MN,821.0
PT_11C,2013,OPQ,516.0
PT_11C,2013,RSU,255.0
PT_11C,2014,A,1379.0
PT_11C,2014,BE,620.0
PT_11C,2014,FZ,384.0
PT_11C,2014,GI,1370.0
PT_11C,2014,JZ,13.0
PT_11C,2014,KZ,0.0
PT_11C,2014,LZ,86.0
PT_11C,2014,MN,844.0
PT_11C,2014,OPQ,558.0
PT_11C,2014,RSU,259.0
PT_11C,2015,A,669.0
PT_11C,2015,BE,547.0
PT_11C,2015,FZ,441.0
PT_11C,2015,GI,1524.0
PT_11C,2015,JZ,31.0
PT_11C,2015,KZ,0.0
PT_11C,2015,LZ,87.0
PT_11C,2015,MN,947.0
PT_11C,2015,OPQ,657.0
PT_11C,2015,RSU,291.0
PT_11C,2016,A,426.0
PT_11C,2016,BE,563.0
PT_11C,2016,FZ,412.0
PT_11C,2016,GI,1342.0
PT_11C,2016,JZ,42.0
PT_11C,2016,KZ,0.0
PT_11C,2016,LZ,100.0
PT_11C,2016,MN,1049.0
PT_11C,2016,OPQ,651.0
PT_11C,2016,RSU,318.0
PT_11C,2017,A,470.0
PT_11C,2017,BE,487.0
PT_11C,2017,FZ,431.0
PT_11C,2017,GI,1380.0
PT_11C,2017,JZ,33.0
PT_11C,2017,KZ,0.0
PT_11C,2017,LZ,112.0
PT_11C,2017,MN,1135.0
PT_11C,2017,OPQ,793.0
PT_11C,2017,RSU,329.0
PT_11C,2018,A,448.0
PT_11C,2018,BE,491.0
PT_11C,2018,FZ,473.0
PT_11C,2018,GI,1343.0
PT_11C,2018,JZ,41.0
PT_11C,2018,KZ,0.0
PT_11C,2018,LZ,143.0
PT_11C,2018,MN,1201.0
PT_11C,2018,OPQ,840.0
PT_11C,2018,RSU,351.0
PT_11C,2019,A,343.0
PT_11C,2019,BE,482.0
PT_11C,2019,FZ,559.0
PT_11C,2019,GI,1305.0
PT_11C,2019,JZ,44.0
PT_11C,2019,KZ,0.0
PT_11C,2019,LZ,152.0
PT_11C,2019,MN,1060.0
PT_11C,2019,OPQ,857.0
PT_11C,2019,RSU,360.0
PT_11C,2020,A,320.0
PT_11C,2020,BE,424.0
PT_11C,2020,FZ,457.0
PT_11C,2020,GI,1119.0
PT_11C,2020,JZ,40.0
PT_11C,2020,KZ,0.0
PT_11C,2020,LZ,130.0
PT_11C,2020,MN,1009.0
PT_11C,2020,OPQ,778.0
PT_11C,2020,RSU,307.0
PT_11C,2021,A,310.0
PT_11C,2021,BE,401.0
PT_11C,2021,FZ,579.0
PT_11C,2021,GI,1156.0
PT_11C,2021,JZ,63.0
PT_11C,2021,KZ,0.0
PT_11C,2021,LZ,151.0
PT_11C,2021,MN,1091.0
PT_11C,2021,OPQ,906.0
PT_11C,2021,RSU,314.0
PT_11C,2022,A,358.0
PT_11C,2022,BE,479.0
PT_11C,2022,FZ,513.0
PT_11C,2022,GI,1170.0
PT_11C,2022,JZ,71.0
PT_11C,2022,KZ,0.0
PT_11C,2022,LZ,150.0
PT_11C,2022,MN,1383.0
PT_11C,2022,OPQ,934.0
PT_11C,2022,RSU,395.0
PT_11C,2023,A,309.0
PT_11C,2023,BE,371.0
PT_11C,2023,FZ,526.0
PT_11C,2023,GI,1278.0
PT_11C,2023,JZ,84.0
PT_11C,2023,KZ,0.0
PT_11C,2023,LZ,161.0
PT_11C,2023,MN,1434.0
PT_11C,2023,OPQ,822.0
PT_11C,2023,RSU,475.0
PT_11C,2024,A,324.0
PT_11C,2024,BE,385.0
PT_11C,2024,FZ,648.0
PT_11C,2024,GI,1353.0
PT_11C,2024,JZ,96.0
PT_11C,2024,KZ,0.0
PT_11C,2024,LZ,184.0
PT_11C,2024,MN,1502.0
PT_11C,2024,OPQ,851.0
PT_11C,2024,RSU,498.0
PT_11D,2008,A,162.0
PT_11D,2008,BE,94.0
PT_11D,2008,FZ,180.0
PT_11D,2008,GI,711.0
PT_11D,2008,JZ,22.0
PT_11D,2008,KZ,0.0
PT_11D,2008,LZ,23.0
PT_11D,2008,MN,628.0
PT_11D,2008,OPQ,460.0
PT_11D,2008,RSU,149.0
PT_11D,2009,A,125.0
PT_11D,2009,BE,65.0
PT_11D,2009,FZ,127.0
PT_11D,2009,GI,581.0
PT_11D,2009,JZ,19.0
PT_11D,2009,KZ,0.0
PT_11D,2009,LZ,16.0
PT_11D,2009,MN,588.0
PT_11D,2009,OPQ,525.0
PT_11D,2009,RSU,114.0
PT_11D,2010,A,141.0
PT_11D,2010,BE,60.0
PT_11D,2010,FZ,139.0
PT_11D,2010,GI,545.0
PT_11D,2010,JZ,14.0
PT_11D,2010,KZ,0.0
PT_11D,2010,LZ,18.0
PT_11D,2010,MN,537.0
PT_11D,2010,OPQ,384.0
PT_11D,2010,RSU,100.0
PT_11D,2011,A,898.0
PT_11D,2011,BE,79.0
PT_11D,2011,FZ,122.0
PT_11D,2011,GI,626.0
PT_11D,2011,JZ,16.0
PT_11D,2011,KZ,0.0
PT_11D,2011,LZ,22.0
PT_11D,2011,MN,486.0
PT_11D,2011,OPQ,370.0
PT_11D,2011,RSU,130.0
PT_11D,2012,A,574.0
PT_11D,2012,BE,65.0
PT_11D,2012,FZ,97.0
PT_11D,2012,GI,574.0
PT_11D,2012,JZ,16.0
PT_11D,2012,KZ,0.0
PT_11D,2012,LZ,27.0
PT_11D,2012,MN,473.0
PT_11D,2012,OPQ,257.0
PT_11D,2012,RSU,114.0
PT_11D,2013,A,9799.0
PT_11D,2013,BE,142.0
PT_11D,2013,FZ,225.0
PT_11D,2013,GI,1119.0
PT_11D,2013,JZ,19.0
PT_11D,2013,KZ,0.0
PT_11D,2013,LZ,22.0
