country,nuts3_id,year,nace_r2,enterprise_births,active_enterprises,enterprise_deaths,employment
FR,FRE23,2022,M_N,834.0,4059.0,474.0,10339.0
FR,FRE23,2022,P_Q,491.0,4905.0,311.0,10745.0
FR,FRE23,2022,R_S_X_S94,530.0,3358.0,333.0,4242.0
FR,FRE23,2023,B-E,301.0,2091.0,197.0,16696.0
FR,FRE23,2023,B-S_X_O_S94,4035.0,29563.0,3085.0,93642.0
FR,FRE23,2023,F,442.0,3298.0,299.0,9885.0
FR,FRE23,2023,G,568.0,4891.0,483.0,22886.0
FR,FRE23,2023,H,186.0,990.0,177.0,3640.0
FR,FRE23,2023,I,173.0,1980.0,121.0,7476.0
FR,FRE23,2023,J,139.0,695.0,102.0,1470.0
FR,FRE23,2023,K_L,316.0,2728.0,309.0,5556.0
FR,FRE23,2023,M_N,807.0,4296.0,538.0,10460.0
FR,FRE23,2023,P_Q,574.0,5095.0,512.0,11185.0
FR,FRE23,2023,R_S_X_S94,529.0,3499.0,347.0,4388.0
FR,FRF11,2020,B-E,,,320.0,
FR,FRF11,2020,B-S_X_O_S94,,,6091.0,
FR,FRF11,2020,F,,,649.0,
FR,FRF11,2020,G,,,1147.0,
FR,FRF11,2020,H,,,387.0,
FR,FRF11,2020,I,,,313.0,
FR,FRF11,2020,J,,,247.0,
FR,FRF11,2020,K_L,,,432.0,
FR,FRF11,2020,M_N,,,1221.0,
FR,FRF11,2020,P_Q,,,791.0,
FR,FRF11,2020,R_S_X_S94,,,584.0,
FR,FRF11,2021,B-E,693.0,5324.0,444.0,73572.0
FR,FRF11,2021,B-S_X_O_S94,11863.0,78217.0,7719.0,342287.0
FR,FRF11,2021,F,1223.0,8163.0,709.0,33037.0
FR,FRF11,2021,G,1552.0,12083.0,1248.0,58553.0
FR,FRF11,2021,H,1001.0,3139.0,843.0,17970.0
FR,FRF11,2021,I,389.0,4084.0,249.0,20498.0
FR,FRF11,2021,J,557.0,2622.0,344.0,27953.0
FR,FRF11,2021,K_L,1020.0,7433.0,569.0,23344.0
FR,FRF11,2021,M_N,2509.0,13686.0,1559.0,41994.0
FR,FRF11,2021,P_Q,1694.0,14056.0,998.0,36147.0
FR,FRF11,2021,R_S_X_S94,1225.0,7627.0,756.0,9219.0
FR,FRF11,2022,B-E,687.0,5743.0,392.0,79834.0
FR,FRF11,2022,B-S_X_O_S94,11274.0,84331.0,7752.0,357812.0
FR,FRF11,2022,F,1194.0,8738.0,779.0,31593.0
FR,FRF11,2022,G,1332.0,12368.0,1258.0,61265.0
FR,FRF11,2022,H,559.0,2905.0,622.0,15507.0
FR,FRF11,2022,I,397.0,4204.0,326.0,22589.0
FR,FRF11,2022,J,560.0,2897.0,359.0,29503.0
FR,FRF11,2022,K_L,987.0,9081.0,541.0,23929.0
FR,FRF11,2022,M_N,2530.0,14908.0,1582.0,46957.0
FR,FRF11,2022,P_Q,1698.0,14937.0,1050.0,36591.0
FR,FRF11,2022,R_S_X_S94,1330.0,8550.0,843.0,10046.0
FR,FRF11,2023,B-E,673.0,5902.0,557.0,79835.0
FR,FRF11,2023,B-S_X_O_S94,11220.0,85435.0,8713.0,360085.0
FR,FRF11,2023,F,1115.0,8918.0,871.0,31671.0
FR,FRF11,2023,G,1326.0,12298.0,1044.0,60307.0
FR,FRF11,2023,H,498.0,2765.0,497.0,15670.0
FR,FRF11,2023,I,341.0,4143.0,278.0,22946.0
FR,FRF11,2023,J,537.0,3056.0,390.0,29562.0
FR,FRF11,2023,K_L,907.0,8188.0,763.0,24426.0
FR,FRF11,2023,M_N,2632.0,15760.0,1812.0,46572.0
FR,FRF11,2023,P_Q,1789.0,15364.0,1597.0,38675.0
FR,FRF11,2023,R_S_X_S94,1402.0,9041.0,904.0,10422.0
FR,FRF12,2020,B-E,,,200.0,
FR,FRF12,2020,B-S_X_O_S94,,,3506.0,
FR,FRF12,2020,F,,,383.0,
FR,FRF12,2020,G,,,835.0,
FR,FRF12,2020,H,,,124.0,
FR,FRF12,2020,I,,,206.0,
FR,FRF12,2020,J,,,89.0,
FR,FRF12,2020,K_L,,,205.0,
FR,FRF12,2020,M_N,,,645.0,
FR,FRF12,2020,P_Q,,,442.0,
FR,FRF12,2020,R_S_X_S94,,,377.0,
FR,FRF12,2021,B-E,438.0,3325.0,264.0,44506.0
FR,FRF12,2021,B-S_X_O_S94,6644.0,44670.0,4499.0,161630.0
FR,FRF12,2021,F,814.0,5317.0,537.0,17504.0
FR,FRF12,2021,G,1186.0,8447.0,977.0,32046.0
FR,FRF12,2021,H,446.0,1159.0,363.0,6556.0
FR,FRF12,2021,I,299.0,2731.0,196.0,11948.0
FR,FRF12,2021,J,268.0,1052.0,165.0,1813.0
FR,FRF12,2021,K_L,461.0,3769.0,248.0,4394.0
FR,FRF12,2021,M_N,1176.0,6906.0,780.0,19279.0
FR,FRF12,2021,P_Q,745.0,7103.0,481.0,14377.0
FR,FRF12,2021,R_S_X_S94,811.0,4861.0,488.0,9208.0
FR,FRF12,2022,B-E,466.0,3586.0,278.0,43185.0
FR,FRF12,2022,B-S_X_O_S94,6227.0,47905.0,4442.0,162782.0
FR,FRF12,2022,F,768.0,5655.0,501.0,17743.0
FR,FRF12,2022,G,933.0,8579.0,942.0,31523.0
FR,FRF12,2022,H,204.0,1003.0,219.0,6831.0
FR,FRF12,2022,I,282.0,2855.0,265.0,12960.0
FR,FRF12,2022,J,229.0,1143.0,162.0,2167.0
FR,FRF12,2022,K_L,449.0,4632.0,252.0,4448.0
FR,FRF12,2022,M_N,1270.0,7515.0,784.0,20541.0
FR,FRF12,2022,P_Q,802.0,7585.0,497.0,14345.0
FR,FRF12,2022,R_S_X_S94,824.0,5352.0,542.0,9037.0
FR,FRF12,2023,B-E,455.0,3645.0,321.0,43145.0
FR,FRF12,2023,B-S_X_O_S94,6262.0,48590.0,4992.0,163845.0
FR,FRF12,2023,F,703.0,5838.0,610.0,17666.0
FR,FRF12,2023,G,930.0,8468.0,779.0,31602.0
FR,FRF12,2023,H,191.0,985.0,189.0,6717.0
FR,FRF12,2023,I,266.0,2813.0,187.0,13298.0
FR,FRF12,2023,J,247.0,1222.0,143.0,2456.0
FR,FRF12,2023,K_L,454.0,4142.0,356.0,4396.0
FR,FRF12,2023,M_N,1364.0,8040.0,957.0,21791.0
FR,FRF12,2023,P_Q,775.0,7769.0,859.0,13652.0
FR,FRF12,2023,R_S_X_S94,877.0,5668.0,591.0,9121.0
FR,FRF21,2020,B-E,,,71.0,
FR,FRF21,2020,B-S_X_O_S94,,,925.0,
FR,FRF21,2020,F,,,152.0,
FR,FRF21,2020,G,,,231.0,
FR,FRF21,2020,H,,,17.0,
FR,FRF21,2020,I,,,76.0,
FR,FRF21,2020,J,,,15.0,
FR,FRF21,2020,K_L,,,39.0,
FR,FRF21,2020,M_N,,,121.0,
FR,FRF21,2020,P_Q,,,102.0,
FR,FRF21,2020,R_S_X_S94,,,101.0,
FR,FRF21,2021,B-E,152.0,1336.0,111.0,10189.0
FR,FRF21,2021,B-S_X_O_S94,1799.0,12901.0,1231.0,38010.0
FR,FRF21,2021,F,287.0,1867.0,192.0,5929.0
FR,FRF21,2021,G,325.0,2489.0,265.0,6988.0
FR,FRF21,2021,H,105.0,397.0,72.0,2214.0
FR,FRF21,2021,I,111.0,938.0,77.0,2293.0
FR,FRF21,2021,J,44.0,185.0,29.0,179.0
FR,FRF21,2021,K_L,136.0,893.0,66.0,911.0
FR,FRF21,2021,M_N,262.0,1410.0,170.0,3466.0
FR,FRF21,2021,P_Q,165.0,1952.0,98.0,4230.0
FR,FRF21,2021,R_S_X_S94,212.0,1434.0,151.0,1610.0
FR,FRF21,2022,B-E,152.0,1379.0,106.0,10761.0
FR,FRF21,2022,B-S_X_O_S94,1693.0,13655.0,1284.0,39193.0
FR,FRF21,2022,F,263.0,2007.0,183.0,6221.0
FR,FRF21,2022,G,284.0,2573.0,267.0,7207.0
FR,FRF21,2022,H,65.0,391.0,64.0,2349.0
FR,FRF21,2022,I,93.0,905.0,104.0,2388.0
FR,FRF21,2022,J,49.0,215.0,30.0,208.0
FR,FRF21,2022,K_L,115.0,1028.0,61.0,806.0
FR,FRF21,2022,M_N,275.0,1542.0,194.0,3240.0
FR,FRF21,2022,P_Q,183.0,2068.0,125.0,4351.0
FR,FRF21,2022,R_S_X_S94,214.0,1547.0,150.0,1663.0
FR,FRF21,2023,B-E,162.0,1415.0,103.0,10206.0
FR,FRF21,2023,B-S_X_O_S94,1798.0,13991.0,1390.0,38677.0
FR,FRF21,2023,F,211.0,2018.0,200.0,6163.0
FR,FRF21,2023,G,315.0,2575.0,264.0,7219.0
FR,FRF21,2023,H,56.0,384.0,50.0,2367.0
FR,FRF21,2023,I,102.0,903.0,79.0,2373.0
FR,FRF21,2023,J,51.0,236.0,36.0,218.0
FR,FRF21,2023,K_L,172.0,1073.0,85.0,825.0
FR,FRF21,2023,M_N,293.0,1623.0,190.0,3316.0
FR,FRF21,2023,P_Q,195.0,2131.0,205.0,4275.0
FR,FRF21,2023,R_S_X_S94,241.0,1633.0,178.0,1714.0
FR,FRF22,2020,B-E,,,80.0,
FR,FRF22,2020,B-S_X_O_S94,,,1287.0,
FR,FRF22,2020,F,,,168.0,
FR,FRF22,2020,G,,,282.0,
FR,FRF22,2020,H,,,86.0,
FR,FRF22,2020,I,,,77.0,
FR,FRF22,2020,J,,,33.0,
FR,FRF22,2020,K_L,,,87.0,
FR,FRF22,2020,M_N,,,197.0,
FR,FRF22,2020,P_Q,,,165.0,
FR,FRF22,2020,R_S_X_S94,,,112.0,
FR,FRF22,2021,B-E,148.0,1392.0,89.0,13288.0
FR,FRF22,2021,B-S_X_O_S94,2543.0,16854.0,1707.0,56023.0
FR,FRF22,2021,F,261.0,2178.0,223.0,7423.0
FR,FRF22,2021,G,480.0,2984.0,362.0,10366.0
FR,FRF22,2021,H,230.0,672.0,202.0,2937.0
FR,FRF22,2021,I,117.0,1017.0,68.0,3476.0
FR,FRF22,2021,J,107.0,440.0,70.0,835.0
FR,FRF22,2021,K_L,225.0,1700.0,116.0,3170.0
FR,FRF22,2021,M_N,424.0,2324.0,261.0,7541.0
FR,FRF22,2021,P_Q,264.0,2336.0,158.0,4803.0
FR,FRF22,2021,R_S_X_S94,287.0,1811.0,158.0,2184.0
FR,FRF22,2022,B-E,192.0,1506.0,105.0,11051.0
FR,FRF22,2022,B-S_X_O_S94,2285.0,18160.0,1679.0,55333.0
FR,FRF22,2022,F,235.0,2284.0,184.0,7340.0
FR,FRF22,2022,G,362.0,3047.0,347.0,10811.0
FR,FRF22,2022,H,107.0,582.0,132.0,3006.0
FR,FRF22,2022,I,148.0,1088.0,114.0,3657.0
FR,FRF22,2022,J,93.0,482.0,72.0,837.0
FR,FRF22,2022,K_L,189.0,2147.0,92.0,3234.0
FR,FRF22,2022,M_N,442.0,2550.0,284.0,7904.0
FR,FRF22,2022,P_Q,211.0,2448.0,157.0,5121.0
FR,FRF22,2022,R_S_X_S94,306.0,2026.0,192.0,2372.0
FR,FRF22,2023,B-E,192.0,1573.0,136.0,14121.0
FR,FRF22,2023,B-S_X_O_S94,2407.0,18274.0,1874.0,58360.0
FR,FRF22,2023,F,223.0,2313.0,213.0,7179.0
FR,FRF22,2023,G,377.0,3000.0,298.0,10853.0
FR,FRF22,2023,H,115.0,567.0,85.0,3028.0
FR,FRF22,2023,I,91.0,1015.0,91.0,3602.0
FR,FRF22,2023,J,120.0,530.0,101.0,837.0
FR,FRF22,2023,K_L,179.0,1838.0,144.0,3202.0
FR,FRF22,2023,M_N,538.0,2775.0,326.0,7564.0
FR,FRF22,2023,P_Q,248.0,2521.0,258.0,5581.0
FR,FRF22,2023,R_S_X_S94,324.0,2142.0,222.0,2392.0
FR,FRF23,2020,B-E,,,124.0,
FR,FRF23,2020,B-S_X_O_S94,,,2475.0,
FR,FRF23,2020,F,,,276.0,
FR,FRF23,2020,G,,,494.0,
FR,FRF23,2020,H,,,188.0,
FR,FRF23,2020,I,,,93.0,
FR,FRF23,2020,J,,,85.0,
FR,FRF23,2020,K_L,,,194.0,
FR,FRF23,2020,M_N,,,448.0,
FR,FRF23,2020,P_Q,,,318.0,
FR,FRF23,2020,R_S_X_S94,,,255.0,
FR,FRF23,2021,B-E,302.0,2493.0,158.0,29301.0
FR,FRF23,2021,B-S_X_O_S94,5195.0,32635.0,3303.0,112143.0
FR,FRF23,2021,F,529.0,3707.0,346.0,12060.0
FR,FRF23,2021,G,827.0,5461.0,634.0,21341.0
FR,FRF23,2021,H,590.0,1607.0,433.0,5387.0
FR,FRF23,2021,I,172.0,1719.0,116.0,7233.0
FR,FRF23,2021,J,191.0,798.0,136.0,1430.0
FR,FRF23,2021,K_L,475.0,3626.0,220.0,7262.0
FR,FRF23,2021,M_N,1015.0,4970.0,634.0,13703.0
FR,FRF23,2021,P_Q,586.0,5049.0,324.0,10042.0
FR,FRF23,2021,R_S_X_S94,508.0,3205.0,302.0,4385.0
FR,FRF23,2022,B-E,307.0,2662.0,204.0,29664.0
FR,FRF23,2022,B-S_X_O_S94,4863.0,35326.0,3315.0,115626.0
FR,FRF23,2022,F,455.0,3888.0,342.0,12279.0
FR,FRF23,2022,G,696.0,5678.0,622.0,21484.0
FR,FRF23,2022,H,282.0,1443.0,309.0,5400.0
FR,FRF23,2022,I,202.0,1839.0,168.0,8195.0
FR,FRF23,2022,J,178.0,855.0,117.0,1552.0
FR,FRF23,2022,K_L,546.0,4627.0,234.0,7465.0
FR,FRF23,2022,M_N,1070.0,5447.0,635.0,14450.0
FR,FRF23,2022,P_Q,528.0,5258.0,328.0,10410.0
FR,FRF23,2022,R_S_X_S94,599.0,3629.0,356.0,4727.0
FR,FRF23,2023,B-E,337.0,2756.0,230.0,30711.0
FR,FRF23,2023,B-S_X_O_S94,4802.0,35608.0,3684.0,118216.0
FR,FRF23,2023,F,421.0,3931.0,343.0,12375.0
FR,FRF23,2023,G,660.0,5611.0,532.0,21819.0
FR,FRF23,2023,H,290.0,1409.0,248.0,5322.0
FR,FRF23,2023,I,172.0,1805.0,141.0,8644.0
FR,FRF23,2023,J,207.0,929.0,138.0,1489.0
FR,FRF23,2023,K_L,466.0,4169.0,398.0,7689.0
FR,FRF23,2023,M_N,1024.0,5711.0,699.0,14997.0
FR,FRF23,2023,P_Q,678.0,5517.0,564.0,10365.0
FR,FRF23,2023,R_S_X_S94,547.0,3770.0,391.0,4805.0
FR,FRF24,2020,B-E,,,41.0,
FR,FRF24,2020,B-S_X_O_S94,,,569.0,
FR,FRF24,2020,F,,,66.0,
FR,FRF24,2020,G,,,139.0,
FR,FRF24,2020,H,,,18.0,
FR,FRF24,2020,I,,,43.0,
FR,FRF24,2020,J,,,11.0,
FR,FRF24,2020,K_L,,,41.0,
FR,FRF24,2020,M_N,,,71.0,
FR,FRF24,2020,P_Q,,,72.0,
FR,FRF24,2020,R_S_X_S94,,,67.0,
FR,FRF24,2021,B-E,98.0,867.0,63.0,8589.0
FR,FRF24,2021,B-S_X_O_S94,1090.0,8216.0,738.0,27767.0
FR,FRF24,2021,F,120.0,1109.0,91.0,3311.0
FR,FRF24,2021,G,219.0,1680.0,193.0,5106.0
FR,FRF24,2021,H,61.0,230.0,47.0,2184.0
FR,FRF24,2021,I,61.0,501.0,40.0,1597.0
FR,FRF24,2021,J,23.0,132.0,27.0,264.0
FR,FRF24,2021,K_L,82.0,768.0,43.0,618.0
FR,FRF24,2021,M_N,160.0,866.0,80.0,2322.0
FR,FRF24,2021,P_Q,128.0,1150.0,75.0,2715.0
FR,FRF24,2021,R_S_X_S94,138.0,913.0,79.0,1061.0
FR,FRF24,2022,B-E,89.0,907.0,69.0,8408.0
FR,FRF24,2022,B-S_X_O_S94,971.0,8680.0,709.0,27896.0
FR,FRF24,2022,F,112.0,1160.0,92.0,3373.0
FR,FRF24,2022,G,160.0,1664.0,146.0,4926.0
FR,FRF24,2022,H,28.0,215.0,34.0,2023.0
FR,FRF24,2022,I,60.0,529.0,40.0,1729.0
FR,FRF24,2022,J,34.0,147.0,25.0,290.0
FR,FRF24,2022,K_L,90.0,878.0,41.0,636.0
FR,FRF24,2022,M_N,177.0,988.0,105.0,2704.0
FR,FRF24,2022,P_Q,101.0,1195.0,73.0,2690.0
FR,FRF24,2022,R_S_X_S94,120.0,997.0,84.0,1117.0
FR,FRF24,2023,B-E,120.0,955.0,75.0,8978.0
FR,FRF24,2023,B-S_X_O_S94,1029.0,8850.0,812.0,28316.0
FR,FRF24,2023,F,115.0,1176.0,94.0,3207.0
FR,FRF24,2023,G,185.0,1697.0,155.0,5093.0
FR,FRF24,2023,H,33.0,211.0,21.0,1979.0
FR,FRF24,2023,I,48.0,512.0,33.0,1659.0
FR,FRF24,2023,J,24.0,144.0,28.0,277.0
FR,FRF24,2023,K_L,73.0,829.0,81.0,660.0
FR,FRF24,2023,M_N,184.0,1070.0,115.0,2637.0
FR,FRF24,2023,P_Q,108.0,1208.0,120.0,2664.0
FR,FRF24,2023,R_S_X_S94,139.0,1048.0,90.0,1164.0
FR,FRF31,2020,B-E,,,170.0,
FR,FRF31,2020,B-S_X_O_S94,,,3067.0,
FR,FRF31,2020,F,,,325.0,
FR,FRF31,2020,G,,,639.0,
FR,FRF31,2020,H,,,310.0,
FR,FRF31,2020,I,,,153.0,
FR,FRF31,2020,J,,,100.0,
FR,FRF31,2020,K_L,,,140.0,
FR,FRF31,2020,M_N,,,490.0,
FR,FRF31,2020,P_Q,,,433.0,
FR,FRF31,2020,R_S_X_S94,,,307.0,
FR,FRF31,2021,B-E,346.0,2455.0,233.0,17458.0
FR,FRF31,2021,B-S_X_O_S94,6070.0,37303.0,4181.0,114495.0
FR,FRF31,2021,F,669.0,4585.0,525.0,12942.0
FR,FRF31,2021,G,940.0,6295.0,736.0,22253.0
FR,FRF31,2021,H,613.0,1697.0,560.0,5896.0
FR,FRF31,2021,I,224.0,1921.0,125.0,8069.0
FR,FRF31,2021,J,238.0,1115.0,183.0,4176.0
FR,FRF31,2021,K_L,389.0,2637.0,173.0,6501.0
FR,FRF31,2021,M_N,1041.0,5362.0,687.0,15288.0
FR,FRF31,2021,P_Q,859.0,7146.0,533.0,16545.0
FR,FRF31,2021,R_S_X_S94,751.0,4090.0,426.0,5368.0
FR,FRF31,2022,B-E,309.0,2551.0,210.0,19352.0
FR,FRF31,2022,B-S_X_O_S94,5616.0,39606.0,3884.0,118864.0
FR,FRF31,2022,F,629.0,4780.0,429.0,13356.0
FR,FRF31,2022,G,720.0,6432.0,752.0,22928.0
FR,FRF31,2022,H,280.0,1415.0,319.0,6982.0
FR,FRF31,2022,I,234.0,2055.0,170.0,8500.0
FR,FRF31,2022,J,249.0,1194.0,144.0,3735.0
FR,FRF31,2022,K_L,568.0,3375.0,193.0,5741.0
FR,FRF31,2022,M_N,1070.0,5844.0,655.0,16695.0
FR,FRF31,2022,P_Q,828.0,7431.0,537.0,15929.0
FR,FRF31,2022,R_S_X_S94,729.0,4529.0,475.0,5646.0
FR,FRF31,2023,B-E,415.0,2758.0,262.0,16675.0
FR,FRF31,2023,B-S_X_O_S94,5984.0,40849.0,4566.0,118604.0
FR,FRF31,2023,F,595.0,4917.0,511.0,13257.0
FR,FRF31,2023,G,737.0,6344.0,620.0,23744.0
FR,FRF31,2023,H,312.0,1398.0,265.0,7365.0
FR,FRF31,2023,I,201.0,2039.0,157.0,8695.0
FR,FRF31,2023,J,263.0,1309.0,191.0,3950.0
FR,FRF31,2023,K_L,475.0,3223.0,385.0,5744.0
FR,FRF31,2023,M_N,1210.0,6319.0,792.0,18587.0
FR,FRF31,2023,P_Q,1008.0,7727.0,876.0,14755.0
FR,FRF31,2023,R_S_X_S94,768.0,4815.0,507.0,5833.0
FR,FRF32,2020,B-E,,,62.0,
FR,FRF32,2020,B-S_X_O_S94,,,613.0,
FR,FRF32,2020,F,,,54.0,
FR,FRF32,2020,G,,,157.0,
FR,FRF32,2020,H,,,10.0,
FR,FRF32,2020,I,,,40.0,
FR,FRF32,2020,J,,,11.0,
FR,FRF32,2020,K_L,,,37.0,
FR,FRF32,2020,M_N,,,91.0,
FR,FRF32,2020,P_Q,,,62.0,
FR,FRF32,2020,R_S_X_S94,,,89.0,
FR,FRF32,2021,B-E,84.0,847.0,82.0,5498.0
FR,FRF32,2021,B-S_X_O_S94,1106.0,8220.0,814.0,26084.0
FR,FRF32,2021,F,131.0,1142.0,115.0,3720.0
FR,FRF32,2021,G,221.0,1663.0,211.0,7652.0
FR,FRF32,2021,H,76.0,223.0,33.0,993.0
FR,FRF32,2021,I,50.0,525.0,34.0,1485.0
FR,FRF32,2021,J,24.0,115.0,23.0,162.0
FR,FRF32,2021,K_L,76.0,569.0,33.0,634.0
FR,FRF32,2021,M_N,166.0,903.0,106.0,2178.0
FR,FRF32,2021,P_Q,121.0,1233.0,64.0,2663.0
FR,FRF32,2021,R_S_X_S94,157.0,1000.0,113.0,1100.0
FR,FRF32,2022,B-E,118.0,910.0,73.0,5776.0
FR,FRF32,2022,B-S_X_O_S94,1023.0,8758.0,744.0,27279.0
FR,FRF32,2022,F,114.0,1172.0,91.0,3805.0
FR,FRF32,2022,G,184.0,1682.0,174.0,7833.0
FR,FRF32,2022,H,42.0,234.0,41.0,1227.0
FR,FRF32,2022,I,43.0,535.0,52.0,1561.0
FR,FRF32,2022,J,33.0,126.0,18.0,158.0
FR,FRF32,2022,K_L,72.0,739.0,42.0,705.0
FR,FRF32,2022,M_N,170.0,995.0,77.0,2337.0
FR,FRF32,2022,P_Q,96.0,1280.0,80.0,2662.0
FR,FRF32,2022,R_S_X_S94,151.0,1085.0,96.0,1216.0
FR,FRF32,2023,B-E,132.0,965.0,94.0,5342.0
FR,FRF32,2023,B-S_X_O_S94,1122.0,8969.0,906.0,26498.0
FR,FRF32,2023,F,125.0,1213.0,107.0,3827.0
FR,FRF32,2023,G,193.0,1703.0,160.0,7829.0
FR,FRF32,2023,H,38.0,224.0,37.0,1134.0
FR,FRF32,2023,I,50.0,533.0,47.0,1520.0
FR,FRF32,2023,J,32.0,142.0,20.0,150.0
FR,FRF32,2023,K_L,85.0,638.0,74.0,669.0
FR,FRF32,2023,M_N,205.0,1126.0,127.0,2153.0
FR,FRF32,2023,P_Q,123.0,1301.0,123.0,2672.0
FR,FRF32,2023,R_S_X_S94,139.0,1124.0,117.0,1202.0
FR,FRF33,2020,B-E,,,247.0,
FR,FRF33,2020,B-S_X_O_S94,,,4149.0,
FR,FRF33,2020,F,,,546.0,
FR,FRF33,2020,G,,,964.0,
FR,FRF33,2020,H,,,135.0,
FR,FRF33,2020,I,,,223.0,
FR,FRF33,2020,J,,,141.0,
FR,FRF33,2020,K_L,,,230.0,
FR,FRF33,2020,M_N,,,652.0,
FR,FRF33,2020,P_Q,,,560.0,
FR,FRF33,2020,R_S_X_S94,,,451.0,
FR,FRF33,2021,B-E,494.0,3345.0,317.0,44564.0
FR,FRF33,2021,B-S_X_O_S94,8001.0,50728.0,5576.0,223727.0
FR,FRF33,2021,F,1021.0,6806.0,765.0,22908.0
FR,FRF33,2021,G,1377.0,9049.0,1156.0,31121.0
FR,FRF33,2021,H,598.0,1640.0,393.0,12315.0
FR,FRF33,2021,I,299.0,2937.0,243.0,11704.0
FR,FRF33,2021,J,289.0,1205.0,197.0,2399.0
FR,FRF33,2021,K_L,515.0,3919.0,268.0,9904.0
FR,FRF33,2021,M_N,1442.0,6969.0,1004.0,56095.0
FR,FRF33,2021,P_Q,1023.0,9123.0,635.0,24616.0
FR,FRF33,2021,R_S_X_S94,943.0,5735.0,598.0,8103.0
FR,FRF33,2022,B-E,457.0,3509.0,283.0,44623.0
FR,FRF33,2022,B-S_X_O_S94,7589.0,53956.0,5447.0,229706.0
FR,FRF33,2022,F,993.0,7096.0,705.0,23137.0
FR,FRF33,2022,G,1124.0,9169.0,1066.0,31991.0
FR,FRF33,2022,H,331.0,1536.0,347.0,12321.0
FR,FRF33,2022,I,315.0,2977.0,278.0,12628.0
FR,FRF33,2022,J,316.0,1347.0,209.0,2565.0
FR,FRF33,2022,K_L,588.0,4846.0,312.0,9572.0
FR,FRF33,2022,M_N,1432.0,7511.0,869.0,59123.0
FR,FRF33,2022,P_Q,993.0,9610.0,717.0,25390.0
FR,FRF33,2022,R_S_X_S94,1040.0,6355.0,661.0,8356.0
FR,FRF33,2023,B-E,597.0,3791.0,346.0,40917.0
FR,FRF33,2023,B-S_X_O_S94,7988.0,55320.0,5849.0,224228.0
FR,FRF33,2023,F,1005.0,7366.0,770.0,23196.0
FR,FRF33,2023,G,1207.0,9183.0,884.0,32076.0
FR,FRF33,2023,H,363.0,1541.0,258.0,11762.0
FR,FRF33,2023,I,288.0,2961.0,236.0,12565.0
FR,FRF33,2023,J,310.0,1432.0,207.0,2530.0
FR,FRF33,2023,K_L,614.0,4575.0,415.0,9035.0
FR,FRF33,2023,M_N,1537.0,8080.0,969.0,58315.0
FR,FRF33,2023,P_Q,961.0,9643.0,1084.0,25362.0
FR,FRF33,2023,R_S_X_S94,1106.0,6748.0,680.0,8470.0
FR,FRF34,2020,B-E,,,137.0,
FR,FRF34,2020,B-S_X_O_S94,,,1534.0,
FR,FRF34,2020,F,,,219.0,
FR,FRF34,2020,G,,,374.0,
FR,FRF34,2020,H,,,21.0,
FR,FRF34,2020,I,,,118.0,
FR,FRF34,2020,J,,,36.0,
FR,FRF34,2020,K_L,,,99.0,
FR,FRF34,2020,M_N,,,201.0,
FR,FRF34,2020,P_Q,,,152.0,
FR,FRF34,2020,R_S_X_S94,,,177.0,
FR,FRF34,2021,B-E,256.0,2363.0,149.0,16134.0
FR,FRF34,2021,B-S_X_O_S94,2928.0,21936.0,1909.0,80117.0
FR,FRF34,2021,F,390.0,3187.0,307.0,9470.0
FR,FRF34,2021,G,506.0,4131.0,444.0,16279.0
FR,FRF34,2021,H,106.0,424.0,76.0,8723.0
FR,FRF34,2021,I,170.0,1705.0,87.0,4378.0
FR,FRF34,2021,J,84.0,434.0,58.0,541.0
FR,FRF34,2021,K_L,203.0,1625.0,123.0,1579.0
FR,FRF34,2021,M_N,608.0,2790.0,288.0,13291.0
FR,FRF34,2021,P_Q,307.0,2986.0,180.0,6543.0
FR,FRF34,2021,R_S_X_S94,298.0,2291.0,197.0,3180.0
FR,FRF34,2022,B-E,284.0,2520.0,177.0,16452.0
FR,FRF34,2022,B-S_X_O_S94,2838.0,23365.0,2021.0,81855.0
FR,FRF34,2022,F,395.0,3324.0,262.0,9689.0
FR,FRF34,2022,G,404.0,4163.0,441.0,16777.0
FR,FRF34,2022,H,60.0,396.0,54.0,7728.0
FR,FRF34,2022,I,150.0,1645.0,169.0,5160.0
FR,FRF34,2022,J,100.0,485.0,53.0,612.0
FR,FRF34,2022,K_L,227.0,2017.0,140.0,1836.0
FR,FRF34,2022,M_N,526.0,3085.0,312.0,13894.0
FR,FRF34,2022,P_Q,314.0,3182.0,216.0,6761.0
FR,FRF34,2022,R_S_X_S94,378.0,2548.0,197.0,2947.0
FR,FRF34,2023,B-E,312.0,2642.0,190.0,16438.0
FR,FRF34,2023,B-S_X_O_S94,2848.0,23716.0,2192.0,81344.0
FR,FRF34,2023,F,367.0,3423.0,300.0,9724.0
FR,FRF34,2023,G,394.0,4091.0,358.0,16289.0
FR,FRF34,2023,H,72.0,414.0,52.0,8312.0
FR,FRF34,2023,I,149.0,1616.0,137.0,4856.0
FR,FRF34,2023,J,83.0,520.0,61.0,644.0
FR,FRF34,2023,K_L,213.0,1760.0,170.0,1492.0
FR,FRF34,2023,M_N,559.0,3274.0,329.0,14012.0
FR,FRF34,2023,P_Q,310.0,3235.0,323.0,6555.0
FR,FRF34,2023,R_S_X_S94,389.0,2741.0,272.0,3022.0
FR,FRG01,2020,B-E,,,424.0,
