decision_year,ZE2020,sector,level_t_minus_1,share_t_minus_1,growth_t_minus_1
2020,9306,JZ,55.0,0.027000490918016692,0.387765531008764
2020,9306,KZ,51.0,0.025036818851251842,0.019418085857101808
2020,9306,LZ,92.0,0.045164457535591555,0.18879407129957215
2020,9306,MN,429.0,0.2106038291605302,0.21158272891313334
2020,9306,OQ,182.0,0.08934707903780069,-0.037537919319064805
2020,9306,RU,244.0,0.11978399607265587,0.29725152346793227
2020,9307,BE,143.0,0.12871287128712872,0.8109302162163292
2020,9307,FZ,118.0,0.10621062106210621,0.15415067982725894
2020,9307,GI,325.0,0.2925292529252925,0.07316457585733893
2020,9307,JZ,30.0,0.027002700270027002,0.2151113796169457
2020,9307,KZ,17.0,0.0153015301530153,0.05715841383994835
2020,9307,LZ,24.0,0.021602160216021602,0.0
2020,9307,MN,166.0,0.1494149414941494,0.11404750647129624
2020,9307,OQ,148.0,0.1332133213321332,0.2503561148390947
2020,9307,RU,140.0,0.126012601260126,0.4379003838613187
2020,9308,BE,115.0,0.06011500261369577,0.3968813644167728
2020,9308,FZ,326.0,0.17041296393099845,0.12699969076130735
2020,9308,GI,567.0,0.29639309984317824,0.023153304974717237
2020,9308,JZ,39.0,0.020386826973340304,0.19237189264745602
2020,9308,KZ,37.0,0.01934134866701516,0.2702903297399115
2020,9308,LZ,56.0,0.029273392577104027,0.1512309697239238
2020,9308,MN,381.0,0.1991636173549399,0.21532082563300037
2020,9308,OQ,205.0,0.10716152639832724,0.33744358201084523
2020,9308,RU,187.0,0.09775222164140095,0.04348511193973881
2020,9309,BE,87.0,0.03628023352793995,0.2146569374368914
2020,9309,FZ,318.0,0.13261050875729774,0.14117359659750583
2020,9309,GI,738.0,0.30775646371976645,0.1267882787396326
2020,9309,JZ,65.0,0.027105921601334446,0.33950714031636675
2020,9309,KZ,66.0,0.027522935779816515,-0.21414798840563254
2020,9309,LZ,98.0,0.0408673894912427,0.07333127308554932
2020,9309,MN,510.0,0.21267723102585487,0.2549553789492238
2020,9309,OQ,237.0,0.09883236030025021,-0.024897551621727132
2020,9309,RU,279.0,0.11634695579649708,0.1837511496035491
2020,9310,BE,172.0,0.11300919842312747,0.20453170411961086
2020,9310,FZ,149.0,0.09789750328515112,-0.006644542718668767
2020,9310,GI,380.0,0.24967148488830487,0.07916819952860443
2020,9310,JZ,45.0,0.02956636005256242,0.36290549368936853
2020,9310,KZ,42.0,0.02759526938239159,0.12361395596717673
2020,9310,LZ,64.0,0.04204993429697766,0.4367176516122684
2020,9310,MN,242.0,0.1590013140604468,0.20985771460255975
2020,9310,OQ,229.0,0.1504599211563732,-0.012959144642504583
2020,9310,RU,199.0,0.1307490144546649,0.12216763397420749
2020,9311,BE,130.0,0.09715994020926756,0.2308064240597787
2020,9311,FZ,146.0,0.10911808669656203,0.06317890162153095
2020,9311,GI,412.0,0.30792227204783257,0.04709668366309927
2020,9311,JZ,36.0,0.026905829596412557,0.17693070815907808
2020,9311,KZ,25.0,0.01868460388639761,0.16705408466316607
2020,9311,LZ,35.0,0.026158445440956652,0.2513144282809061
2020,9311,MN,256.0,0.19133034379671152,0.2163572916298513
2020,9311,OQ,136.0,0.10164424514200299,-0.215817511222137
2020,9311,RU,162.0,0.1210762331838565,0.17376927497863726
2020,9312,BE,954.0,0.04216201882706501,0.4782047055967249
2020,9312,FZ,2402.0,0.1061563618685641,0.14916934947705407
2020,9312,GI,7410.0,0.32748486321651127,0.06235496700881171
2020,9312,JZ,871.0,0.03849383479913378,0.027908788117076533
2020,9312,KZ,627.0,0.02771025765678172,0.25017767699332616
2020,9312,LZ,709.0,0.03133424669642462,0.09137427368308693
2020,9312,MN,4943.0,0.2184558271092058,0.19649925699719617
2020,9312,OQ,2660.0,0.11755866884695275,0.10198403524122046
2020,9312,RU,2051.0,0.09064392097936094,0.1540694615531022
2020,9313,BE,220.0,0.05270723526593196,0.16705408466316563
2020,9313,FZ,462.0,0.11068519405845711,0.13137389448450154
2020,9313,GI,1444.0,0.34595112601820793,0.15138633805310864
2020,9313,JZ,136.0,0.03258265452803066,0.23784969870390515
2020,9313,KZ,89.0,0.021322472448490656,-0.054067221270275745
2020,9313,LZ,128.0,0.030666027791087687,0.3824755898834651
2020,9313,MN,788.0,0.18878773358888357,0.22029589870169808
2020,9313,OQ,438.0,0.10493531384762818,0.009153381986487297
2020,9313,RU,469.0,0.11236224245328222,0.1840251347187385
2020,9314,BE,34.0,0.02635658914728682,0.12136085700426724
2020,9314,FZ,123.0,0.09534883720930233,0.09289374689269625
2020,9314,GI,358.0,0.2775193798449612,0.27752032219228084
2020,9314,JZ,35.0,0.027131782945736434,0.0
2020,9314,KZ,33.0,0.02558139534883721,0.1251631429540061
2020,9314,LZ,120.0,0.09302325581395349,-0.08701137698962924
2020,9314,MN,299.0,0.2317829457364341,0.29661070319608207
2020,9314,OQ,144.0,0.11162790697674418,0.132546655961983
2020,9314,RU,144.0,0.11162790697674418,0.16454938704815714
2020,9315,BE,326.0,0.024986586954855523,0.18784135001755242
2020,9315,FZ,1526.0,0.11696175365984518,0.11288346681522476
2020,9315,GI,4083.0,0.3129455047137273,0.09416000898730381
2020,9315,JZ,496.0,0.03801640223806239,0.12181529918432243
2020,9315,KZ,299.0,0.022917145703993256,0.06899287148695166
2020,9315,LZ,544.0,0.04169540890626198,-0.04309463946308689
2020,9315,MN,3156.0,0.2418946884341228,0.191422074624489
2020,9315,OQ,1368.0,0.1048516900436882,0.021410932343491673
2020,9315,RU,1249.0,0.09573081934544339,0.13880240288045886
2020,9316,BE,56.0,0.0611353711790393,0.2144098713454552
2020,9316,FZ,130.0,0.14192139737991266,0.37538765287088616
2020,9316,GI,273.0,0.2980349344978166,0.0
2020,9316,JZ,23.0,0.025109170305676855,0.08701137698962969
2020,9316,KZ,29.0,0.03165938864628821,0.7621400520468966
2020,9316,LZ,29.0,0.03165938864628821,0.2657031657330058
2020,9316,MN,173.0,0.1888646288209607,0.21741287660522524
2020,9316,OQ,103.0,0.11244541484716157,0.16705408466316563
2020,9316,RU,100.0,0.1091703056768559,0.22067136216882055
2020,9317,BE,66.0,0.043795620437956206,0.6493445579015522
2020,9317,FZ,175.0,0.11612475116124751,-0.0552626786750503
2020,9317,GI,482.0,0.31984074319840744,0.014598799421151831
2020,9317,JZ,18.0,0.011944260119442602,-0.10008345855698275
2020,9317,KZ,37.0,0.0245520902455209,0.3794896217049035
2020,9317,LZ,101.0,0.06702057067020571,0.019802627296178876
2020,9317,MN,378.0,0.25082946250829463,0.15679268929009726
2020,9317,OQ,88.0,0.058394160583941604,-0.043963123421116634
2020,9317,RU,162.0,0.1074983410749834,-0.006116227017436415
2020,9318,BE,405.0,0.043195392491467574,0.1774075419915251
2020,9318,FZ,1306.0,0.13929180887372014,0.1861544476496615
2020,9318,GI,2715.0,0.28956911262798635,0.06975583867691171
2020,9318,JZ,291.0,0.031036689419795222,0.2695820308081629
2020,9318,KZ,227.0,0.02421075085324232,0.08701137698963013
2020,9318,LZ,501.0,0.053434300341296925,0.1594769241099323
2020,9318,MN,1803.0,0.1922994880546075,0.1395679478895362
2020,9318,OQ,1051.0,0.11209470989761092,0.03187136007493052
2020,9318,RU,1077.0,0.11486774744027303,0.21436953982031248
2021,51,BE,66.0,0.06541129831516353,-0.07197349962508959
2021,51,FZ,94.0,0.0931615460852329,-0.1910552367627094
2021,51,GI,386.0,0.38255698711595637,0.1684645221325285
2021,51,JZ,31.0,0.030723488602576808,0.13353139262452274
2021,51,KZ,25.0,0.024777006937561942,-0.3254224004346278
2021,51,LZ,33.0,0.03270564915758176,-0.21130909366720685
2021,51,MN,174.0,0.17244796828543113,0.14750613710859017
2021,51,OQ,102.0,0.10109018830525272,0.049761509559063555
2021,51,RU,98.0,0.09712586719524281,-0.1670540846631665
2021,52,BE,189.0,0.08982889733840305,0.21658615076805088
2021,52,FZ,234.0,0.1112167300380228,0.07968816060369921
2021,52,GI,656.0,0.311787072243346,-0.061966723749199204
2021,52,JZ,59.0,0.028041825095057035,0.12405264866997845
2021,52,KZ,75.0,0.03564638783269962,0.34174929372205654
2021,52,LZ,65.0,0.030893536121673004,-0.2876820724517817
2021,52,MN,424.0,0.20152091254752852,0.060624621816435464
2021,52,OQ,164.0,0.0779467680608365,-0.09806121317621486
2021,52,RU,238.0,0.11311787072243346,-0.016597891409037224
2021,53,BE,271.0,0.055635393143091766,-0.03964483134723995
2021,53,FZ,575.0,0.11804557585711353,-0.11778303565638293
2021,53,GI,1722.0,0.35352083761034697,0.08600939931845808
2021,53,JZ,149.0,0.030589201396017243,0.1202861658745018
2021,53,KZ,122.0,0.025046191747074523,-0.04762804898925488
2021,53,LZ,140.0,0.028741531513036336,-0.12014431184206309
2021,53,MN,986.0,0.20242250051324162,0.07465367475935203
2021,53,OQ,442.0,0.09074112091972901,0.0414806011207185
2021,53,RU,464.0,0.09525764730034901,-0.07257069283483553
2021,54,BE,137.0,0.052210365853658534,-0.07669262078825412
2021,54,FZ,315.0,0.12004573170731707,0.009539023046759354
2021,54,GI,983.0,0.3746189024390244,0.16060779657017044
2021,54,JZ,83.0,0.03163109756097561,0.22612417945234764
2021,54,KZ,68.0,0.025914634146341462,-0.04255961441879563
2021,54,LZ,147.0,0.056021341463414635,0.020478531343540496
2021,54,MN,442.0,0.16844512195121952,-0.04199512103660297
2021,54,OQ,210.0,0.08003048780487805,-0.0553136379840522
2021,54,RU,239.0,0.09108231707317073,-0.24294617861038947
2021,55,BE,84.0,0.09022556390977443,-0.13205972201306615
2021,55,FZ,113.0,0.12137486573576799,0.04485056616535221
2021,55,GI,309.0,0.3319011815252417,0.09821762814544677
2021,55,JZ,28.0,0.03007518796992481,0.07145896398214502
2021,55,KZ,16.0,0.017185821697099892,-0.1625189294977747
2021,55,LZ,40.0,0.04296455424274973,0.2795848622191617
2021,55,MN,160.0,0.17185821697099893,-0.0660901118289896
2021,55,OQ,76.0,0.08163265306122448,-0.17798315519535635
2021,55,RU,105.0,0.11278195488721804,-0.18074799234652428
2021,56,BE,95.0,0.1527331189710611,0.16989903679539697
2021,56,FZ,65.0,0.1045016077170418,-0.05884050002293417
2021,56,GI,218.0,0.3504823151125402,0.0611955610269197
2021,56,JZ,14.0,0.022508038585209004,-0.18232155679395445
2021,56,KZ,14.0,0.022508038585209004,-0.2363887780642302
2021,56,LZ,29.0,0.04662379421221865,-0.06453852113757108
2021,56,MN,84.0,0.13504823151125403,-0.35313928910642467
2021,56,OQ,33.0,0.05305466237942122,-0.13720112151348474
2021,56,RU,70.0,0.11254019292604502,0.2553466918088443
2021,57,BE,86.0,0.05481198215423837,0.011560822401076365
2021,57,FZ,182.0,0.1159974506054812,0.06199167602796862
2021,57,GI,587.0,0.3741236456341619,0.12289813632315383
2021,57,JZ,64.0,0.04079031230082855,0.3677247801253172
2021,57,KZ,38.0,0.024219247928616953,-0.2682639865946794
2021,57,LZ,71.0,0.04525175270873168,0.38484582090542885
2021,57,MN,279.0,0.17782026768642448,0.0035778213478838694
2021,57,OQ,99.0,0.06309751434034416,-0.12221763272424901
2021,57,RU,163.0,0.10388782664117271,0.024692612590372143
2021,58,BE,44.0,0.08088235294117647,-0.02197890671877545
2021,58,FZ,48.0,0.08823529411764706,0.04167269640056803
2021,58,GI,200.0,0.36764705882352944,0.0
2021,58,JZ,14.0,0.025735294117647058,0.40546510810816416
2021,58,KZ,21.0,0.03860294117647059,0.04652001563489305
2021,58,LZ,37.0,0.06801470588235294,0.4595323293784399
2021,58,MN,77.0,0.14154411764705882,0.012903404835907573
2021,58,OQ,40.0,0.07352941176470588,0.2795848622191617
2021,58,RU,63.0,0.11580882352941177,-0.015504186535965303
2021,59,BE,150.0,0.08161044613710555,0.07563741420562042
2021,59,FZ,176.0,0.0957562568008705,-0.23102203888629003
2021,59,GI,648.0,0.352557127312296,0.053810448897572805
2021,59,JZ,57.0,0.031011969532100107,0.44952509790219475
2021,59,KZ,61.0,0.033188248095756254,0.2353140869344652
2021,59,LZ,83.0,0.04515778019586507,-0.19415601444095731
2021,59,MN,322.0,0.17519042437431992,-0.009245058144051299
2021,59,OQ,166.0,0.09031556039173014,0.01204833851617515
2021,59,RU,175.0,0.09521218715995647,-0.12783337150988494
2021,60,BE,155.0,0.11796042617960426,0.03922071315328157
2021,60,FZ,117.0,0.08904109589041095,-0.10451269873548608
2021,60,GI,491.0,0.3736681887366819,0.11625980611586151
2021,60,JZ,30.0,0.0228310502283105,-0.14953173397096364
2021,60,KZ,26.0,0.0197869101978691,0.0
2021,60,LZ,55.0,0.04185692541856925,-0.34409616173187185
2021,60,MN,217.0,0.16514459665144596,0.07622736538788377
2021,60,OQ,111.0,0.08447488584474885,0.07410797215372167
2021,60,RU,112.0,0.0852359208523592,-0.10889408823913715
2021,61,BE,44.0,0.07746478873239436,-0.02197890671877545
2021,61,FZ,68.0,0.11971830985915492,-0.08338160893905044
2021,61,GI,164.0,0.2887323943661972,0.037041271680348764
2021,61,JZ,26.0,0.045774647887323945,-0.03636764417087468
2021,61,KZ,16.0,0.028169014084507043,0.2682639865946794
2021,61,LZ,31.0,0.05457746478873239,0.2876820724517808
2021,61,MN,117.0,0.20598591549295775,0.206336432997829
2021,61,OQ,38.0,0.06690140845070422,-0.2076393647782444
2021,61,RU,64.0,0.11267605633802817,-0.015267472130788384
2021,62,BE,80.0,0.10840108401084012,0.26731476962734746
2021,62,FZ,81.0,0.10975609756097561,0.08923113372794322
2021,62,GI,195.0,0.26422764227642276,0.11332868530700324
2021,62,JZ,29.0,0.03929539295392954,0.5679840376059393
2021,62,KZ,25.0,0.03387533875338753,0.2623642644674913
2021,62,LZ,34.0,0.04607046070460705,-0.08223809823697215
2021,62,MN,125.0,0.16937669376693767,0.19189100781010549
2021,62,OQ,69.0,0.09349593495934959,-0.0822380982369717
2021,62,RU,100.0,0.13550135501355012,-0.0577083176206461
2021,63,BE,158.0,0.21122994652406418,0.1785550739984778
2021,63,FZ,74.0,0.09893048128342247,0.34719619998418816
2021,63,GI,216.0,0.2887700534759358,0.08157998699242341
2021,63,JZ,8.0,0.0106951871657754,-0.5108256237659905
2021,63,KZ,11.0,0.014705882352941176,-0.08004270767353638
2021,63,LZ,26.0,0.034759358288770054,0.11778303565638337
2021,63,MN,101.0,0.13502673796791445,0.12516314295400566
2021,63,OQ,74.0,0.09893048128342247,0.04082199452025481
2021,63,RU,80.0,0.10695187165775401,0.33400614412602003
2021,64,BE,80.0,0.09975062344139651,0.0
2021,64,FZ,93.0,0.11596009975062344,0.2528353411216129
2021,64,GI,219.0,0.2730673316708229,-0.07864312731911394
2021,64,JZ,21.0,0.026184538653366583,0.20067069546215155
2021,64,KZ,21.0,0.026184538653366583,0.20067069546215155
2021,64,LZ,41.0,0.05112219451371571,-0.09097177820572666
2021,64,MN,183.0,0.2281795511221945,0.13353139262452274
2021,64,OQ,63.0,0.07855361596009976,-0.32975328637246815
2021,64,RU,81.0,0.10099750623441396,-0.14715764433628742
2021,1101,BE,325.0,0.03044496487119438,0.12741516560708632
2021,1101,FZ,802.0,0.0751288056206089,0.012531492311913972
2021,1101,GI,4368.0,0.40918032786885244,0.18971895779926307
2021,1101,JZ,644.0,0.06032786885245902,0.044381292890384394
2021,1101,KZ,219.0,0.020515222482435598,0.1413541183057312
2021,1101,LZ,380.0,0.035597189695550355,0.018543577712168968
2021,1101,MN,2236.0,0.20946135831381732,-0.06490166484870041
2021,1101,OQ,913.0,0.08552693208430913,0.009895627754223923
2021,1101,RU,788.0,0.07381733021077283,-0.0025316469217804283
2021,1102,BE,70.0,0.07322175732217573,0.2553466918088443
2021,1102,FZ,102.0,0.10669456066945607,-0.12744494656812044
2021,1102,GI,372.0,0.3891213389121339,0.22784628084111613
2021,1102,JZ,31.0,0.032426778242677826,0.06453852113757108
2021,1102,KZ,15.0,0.015690376569037656,-0.27193371548364187
2021,1102,LZ,31.0,0.032426778242677826,0.13353139262452274
2021,1102,MN,170.0,0.17782426778242677,-0.05129329438755015
2021,1102,OQ,64.0,0.06694560669456066,-0.22006188477680233
2021,1102,RU,101.0,0.10564853556485355,0.02985296314968089
2021,1103,BE,52.0,0.03945371775417299,-0.09015109699429713
2021,1103,FZ,136.0,0.10318664643399089,-0.07045166095061095
2021,1103,GI,431.0,0.32701062215478,-0.03859729949814383
2021,1103,JZ,70.0,0.05311077389984825,0.0
2021,1103,KZ,38.0,0.028831562974203338,0.29626581614317216
2021,1103,LZ,59.0,0.044764795144157814,-0.032789822822991255
2021,1103,MN,274.0,0.2078907435508346,-0.10025660373965017
2021,1103,OQ,119.0,0.09028831562974203,-0.1028573854397079
2021,1103,RU,139.0,0.1054628224582701,-0.08223809823697259
2021,1104,BE,251.0,0.024777887462981246,0.03226086221822122
2021,1104,FZ,1011.0,0.09980256663376111,0.08342457257034397
2021,1104,GI,4561.0,0.45024679170779863,0.28228965247689075
2021,1104,JZ,540.0,0.05330700888450148,0.05900855312810993
2021,1104,KZ,182.0,0.017966436327739387,0.06782259633876109
2021,1104,LZ,287.0,0.028331688055281343,0.16579225484274396
2021,1104,MN,1873.0,0.18489634748272457,-0.02059750664188531
2021,1104,OQ,703.0,0.06939782823297137,-0.07126302002149121
2021,1104,RU,722.0,0.07127344521224087,-0.0694538071945825
2021,1105,BE,134.0,0.050508857896720695,-0.029199154692261864
2021,1105,FZ,274.0,0.10327930644553336,0.06769501277135159
2021,1105,GI,805.0,0.3034300791556728,0.0963032285453167
2021,1105,JZ,121.0,0.04560874481718809,-0.008163310639160315
2021,1105,KZ,52.0,0.01960045231813042,-0.23440070583884376
2021,1105,LZ,72.0,0.027139087825103655,-0.027028672387919173
2021,1105,MN,632.0,0.23822088202035432,0.03047549399703353
2021,1105,OQ,271.0,0.10214851111948738,-0.12429771667757716
2021,1105,RU,292.0,0.11006407840180928,-0.10057090677526137
2021,1106,BE,245.0,0.029991431019708654,0.03727139479723096
2021,1106,FZ,630.0,0.07712082262210797,0.033846905373855485
2021,1106,GI,3601.0,0.4408128289876362,0.2233517906513729
2021,1106,JZ,457.0,0.055943199902068794,-0.030109801471369657
2021,1106,KZ,184.0,0.02252417676582201,-0.026668247082160867
2021,1106,LZ,211.0,0.025829354878198065,0.004728141195945668
2021,1106,MN,1643.0,0.2011262088382911,-0.08340593954330267
2021,1106,OQ,588.0,0.07197943444730077,-0.1466034741918758
2021,1106,RU,610.0,0.07467254253886645,-0.13598337587180875
2021,1107,BE,103.0,0.03475033738191633,-0.3323428432792017
2021,1107,FZ,273.0,0.09210526315789473,-0.03584613177313578
2021,1107,GI,1243.0,0.41936572199730093,0.1657395441978169
2021,1107,JZ,131.0,0.0441970310391363,0.21936282847430366
2021,1107,KZ,70.0,0.023616734143049933,0.2196286092067652
2021,1107,LZ,85.0,0.028677462887989204,0.11054187439982321
2021,1107,MN,600.0,0.20242914979757085,-0.009933856524290796
2021,1107,OQ,208.0,0.07017543859649122,0.034066554563605855
2021,1107,RU,251.0,0.08468286099865047,-0.1908826890959885
2021,1108,BE,119.0,0.03989272544418371,0.17237122594078613
2021,1108,FZ,303.0,0.10157559503855179,0.01658412801553588
2021,1108,GI,1326.0,0.4445189406637613,0.29297109120357145
2021,1108,JZ,116.0,0.038887026483405966,-0.14310084364067333
2021,1108,KZ,47.0,0.015755950385517935,-0.040821994520255256
2021,1108,LZ,91.0,0.030506201810258128,0.3022808718729335
2021,1108,MN,538.0,0.18035534696614147,-0.09716374845364761
2021,1108,OQ,215.0,0.0720750921890714,0.0
2021,1108,RU,228.0,0.07643312101910828,-0.22923847658170615
2021,1109,BE,3858.0,0.021191747412827103,-0.1379915015015616
2021,1109,FZ,10513.0,0.05774723705314965,-0.012852189758177701
2021,1109,GI,62523.0,0.3434348427921693,0.16953183784406534
2021,1109,JZ,13993.0,0.07686265462615077,-0.027279224580539108
2021,1109,KZ,6684.0,0.036714784786764224,-0.012487154972564696
2021,1109,LZ,5596.0,0.030738470327159272,-0.019988283758696213
2021,1109,MN,53109.0,0.29172434249555074,-0.09188087996376026
2021,1109,OQ,14200.0,0.07799969239557929,-0.07238125161192954
2021,1109,RU,11576.0,0.0635862281106497,-0.11976776254511101
2021,1110,BE,43.0,0.0688,0.2006706954621511
2021,1110,FZ,73.0,0.1168,0.02739897418811399
2021,1110,GI,251.0,0.4016,0.2876820724517808
2021,1110,JZ,26.0,0.0416,0.2513144282809061
2021,1110,KZ,8.0,0.0128,-0.7985076962177713
2021,1110,LZ,19.0,0.0304,0.1625189294977747
2021,1110,MN,112.0,0.1792,0.036039936483197366
2021,1110,OQ,30.0,0.048,-0.41616039722491216
2021,1110,RU,63.0,0.1008,-0.060624621816435464
2021,1111,BE,46.0,0.045454545454545456,-0.0816780310142673
2021,1111,FZ,74.0,0.07312252964426877,-0.06453852113757108
2021,1111,GI,249.0,0.24604743083003952,0.17435338714477755
2021,1111,JZ,64.0,0.06324110671936758,-0.16941815195804732
2021,1111,KZ,34.0,0.03359683794466403,-0.08223809823697215
2021,1111,LZ,62.0,0.06126482213438735,-0.0909717782057271
2021,1111,MN,262.0,0.25889328063241107,-0.1011692349937281
2021,1111,OQ,113.0,0.11166007905138339,-0.01739174271186883
2021,1111,RU,108.0,0.1067193675889328,-0.2714967480307635
2021,1112,BE,348.0,0.02058319039451115,0.0057471422555677165
2021,1112,FZ,1895.0,0.11208375229195008,-0.0172553300907623
2021,1112,GI,8072.0,0.477435381794523,0.1612155043639394
2021,1112,JZ,689.0,0.04075235109717868,-0.054982134417353556
2021,1112,KZ,288.0,0.01703436446442302,0.07543970760157581
2021,1112,LZ,406.0,0.024013722126929673,0.07127698036016827
2021,1112,MN,3192.0,0.18879753948068848,-0.004375006978373008
2021,1112,OQ,966.0,0.05713609747441888,-0.10959146980484036
2021,1112,RU,1051.0,0.06216360087537706,0.01051132468268623
2021,1113,BE,264.0,0.03015075376884422,0.09079209982953529
2021,1113,FZ,688.0,0.07857469164001828,0.007283353391108527
2021,1113,GI,3565.0,0.4071493832800365,0.2216723961923135
2021,1113,JZ,563.0,0.06429876656007309,0.060292230256120405
2021,1113,KZ,166.0,0.0189584285061672,-0.017804624633506627
2021,1113,LZ,240.0,0.027409776153494745,0.004158010148663571
2021,1113,MN,1959.0,0.22373229785290086,-0.027178321053944465
2021,1113,OQ,668.0,0.07629054362722705,-0.13930690937741552
2021,1113,RU,643.0,0.07343535861123801,-0.06317890162153095
2021,1114,BE,370.0,0.027171917456121027,0.13854973938477855
2021,1114,FZ,905.0,0.0664610413453771,-0.10569158667558298
2021,1114,GI,5181.0,0.38048028200044065,0.280375752697152
2021,1114,JZ,936.0,0.06873760740251157,0.0042780813910781035
2021,1114,KZ,334.0,0.024528163325255196,-0.06360524995457251
2021,1114,LZ,521.0,0.038260997282808254,0.09224973365121869
2021,1114,MN,3302.0,0.24249100389219358,-0.04296320639279472
2021,1114,OQ,1149.0,0.08437981934346772,-0.0857787335387723
2021,1114,RU,919.0,0.06748916795182493,-0.11971353818644115
2021,1115,BE,264.0,0.026271270773211265,0.019048194970694432
2021,1115,FZ,445.0,0.04428301323514778,-0.2114158571328506
2021,1115,GI,3656.0,0.363817295253259,0.2835887388607814
2021,1115,JZ,648.0,0.06448402826151856,0.0015420203518159425
2021,1115,KZ,279.0,0.02776395661259827,0.055059777183027236
2021,1115,LZ,390.0,0.03880983182406209,-0.035179507121172904
2021,1115,MN,2641.0,0.2628122201214051,-0.05163388740111774
2021,1115,OQ,950.0,0.09453676982784356,-0.1290523968610362
2021,1115,RU,776.0,0.07722161409095432,0.006455800342870965
2021,2401,BE,103.0,0.05395495023572551,-0.17589066646366458
2021,2401,FZ,170.0,0.08905185961236249,-0.045722249338094656
2021,2401,GI,767.0,0.4017810371922472,0.18076027622700241
2021,2401,JZ,61.0,0.03195390256678889,0.17589066646366414
2021,2401,KZ,48.0,0.025144054478784705,-0.46488852857896523
2021,2401,LZ,88.0,0.04609743321110529,0.11918851726511814
2021,2401,MN,323.0,0.16919853326348874,0.04740223889458317
2021,2401,OQ,176.0,0.09219486642221059,-0.022347298691997253
2021,2401,RU,173.0,0.09062336301728653,0.109199291964992
2021,2402,BE,185.0,0.09675732217573221,0.20186615286692522
2021,2402,FZ,176.0,0.09205020920502092,0.1857171457950928
2021,2402,GI,801.0,0.4189330543933054,0.2785798168070164
2021,2402,JZ,64.0,0.03347280334728033,0.13133600206108653
2021,2402,KZ,39.0,0.020397489539748955,-0.2029408439966902
2021,2402,LZ,56.0,0.029288702928870293,-0.14660347419187492
2021,2402,MN,274.0,0.14330543933054393,0.06769501277135159
2021,2402,OQ,157.0,0.08211297071129707,0.012739025777429802
2021,2402,RU,160.0,0.08368200836820083,-0.23180161405732402
2021,2403,BE,116.0,0.05169340463458111,-0.07410797215372167
2021,2403,FZ,180.0,0.08021390374331551,-0.016438726343159793
2021,2403,GI,729.0,0.32486631016042783,0.08576682175742523
2021,2403,JZ,87.0,0.03877005347593583,0.10788896201118536
2021,2403,KZ,83.0,0.03698752228163993,0.12675170563914406
2021,2403,LZ,168.0,0.0748663101604278,0.5866039326530696
2021,2403,MN,455.0,0.20276292335115864,0.058707600826778616
2021,2403,OQ,189.0,0.08422459893048129,-0.10483406131558048
2021,2403,RU,237.0,0.10561497326203209,0.05617027146705489
2021,2404,BE,42.0,0.0911062906724512,0.4289956055183586
2021,2404,FZ,60.0,0.1301518438177874,0.06782259633876109
2021,2404,GI,161.0,0.3492407809110629,0.25131442828090567
2021,2404,JZ,15.0,0.03253796095444685,0.2076393647782444
2021,2404,KZ,17.0,0.0368763557483731,-0.5108256237659909
2021,2404,LZ,18.0,0.039045553145336226,0.0
2021,2404,MN,64.0,0.13882863340563992,-0.1950605825713847
2021,2404,OQ,42.0,0.0911062906724512,0.12361395596717673
2021,2404,RU,42.0,0.0911062906724512,-0.08894748601649605
2021,2405,BE,216.0,0.1253627394080093,0.31730232051349283
2021,2405,FZ,137.0,0.07951247823563552,0.03690455693545136
2021,2405,GI,638.0,0.3702843876958793,0.16648517553105346
2021,2405,JZ,46.0,0.026697620429483458,0.21256144198367277
2021,2405,KZ,26.0,0.015089959373186303,-0.4883527679139319
2021,2405,LZ,65.0,0.03772489843296576,-0.10080469912196577
2021,2405,MN,281.0,0.16308763784097505,0.07738666361542013
2021,2405,OQ,138.0,0.08009286128845038,-0.1714715407698888
2021,2405,RU,176.0,0.10214741729541497,0.1391971301601993
2021,2406,BE,39.0,0.0924170616113744,-0.18232155679395445
2021,2406,FZ,28.0,0.06635071090047394,-0.2702903297399115
2021,2406,GI,142.0,0.33649289099526064,0.17535288747786115
2021,2406,JZ,12.0,0.02843601895734597,0.6190392084062235
2021,2406,KZ,13.0,0.030805687203791468,-0.19415601444095731
2021,2406,LZ,26.0,0.061611374407582936,0.30010459245033827
2021,2406,MN,86.0,0.2037914691943128,0.2915208487589469
2021,2406,OQ,33.0,0.07819905213270142,-0.25782910930209946
2021,2406,RU,43.0,0.1018957345971564,0.04652001563489261
2021,2407,BE,58.0,0.09570957095709572,-0.03333642026759165
2021,2407,FZ,62.0,0.10231023102310231,-0.07637297878457439
2021,2407,GI,247.0,0.4075907590759076,0.24042918760123566
2021,2407,JZ,16.0,0.026402640264026403,0.4353180712578455
2021,2407,KZ,12.0,0.019801980198019802,0.0
2021,2407,LZ,19.0,0.03135313531353135,0.2876820724517808
2021,2407,MN,90.0,0.1485148514851485,-0.17127172060737017
2021,2407,OQ,50.0,0.08250825082508251,0.0816780310142673
2021,2407,RU,52.0,0.0858085808580858,-0.18859116980754953
2021,2408,BE,78.0,0.14744801512287334,0.07898841131863055
2021,2408,FZ,51.0,0.09640831758034027,-0.23841102344499765
2021,2408,GI,146.0,0.27599243856332706,-0.09716374845364761
2021,2408,JZ,13.0,0.024574669187145556,-0.06899287148695121
