decision_year,ZE2020,sector,level_t_minus_1,share_t_minus_1,growth_t_minus_1
2019,64,RU,98.0,0.1308411214953271,0.09531017980432477
2019,1101,BE,240.0,0.02863620093067653,0.07315088163561523
2019,1101,FZ,702.0,0.08376088772222885,0.18203710223365288
2019,1101,GI,3014.0,0.3596229566877461,0.3002538573211284
2019,1101,JZ,485.0,0.057868989380742156,0.0881343417342535
2019,1101,KZ,202.0,0.024102135783319413,0.20726050514120686
2019,1101,LZ,284.0,0.03388617110130056,0.19716806491094907
2019,1101,MN,2007.0,0.2394702302827825,0.25053215039014276
2019,1101,OQ,760.0,0.09068130294714234,0.027983171663470863
2019,1101,RU,687.0,0.08197112516406156,0.18990840380701268
2019,1102,BE,40.0,0.05361930294906166,0.1026541540600836
2019,1102,FZ,73.0,0.09785522788203753,-0.18457127652797034
2019,1102,GI,274.0,0.3672922252010724,0.14450042399509666
2019,1102,JZ,24.0,0.032171581769437,0.04082199452025481
2019,1102,KZ,11.0,0.014745308310991957,0.18232155679395445
2019,1102,LZ,19.0,0.02546916890080429,-0.04879016416943216
2019,1102,MN,140.0,0.1876675603217158,0.08894748601649649
2019,1102,OQ,80.0,0.10723860589812333,0.03774032798284743
2019,1102,RU,85.0,0.11394101876675604,0.31121256986197476
2019,1103,BE,33.0,0.029411764705882353,-0.3654597734944649
2019,1103,FZ,113.0,0.10071301247771836,0.2035989552412394
2019,1103,GI,365.0,0.3253119429590018,0.16929205650362
2019,1103,JZ,46.0,0.040998217468805706,0.02150620522096336
2019,1103,KZ,24.0,0.0213903743315508,-0.14842000511827358
2019,1103,LZ,53.0,0.04723707664884135,0.3780661339200502
2019,1103,MN,260.0,0.23172905525846701,0.1892419996385284
2019,1103,OQ,96.0,0.0855614973262032,0.0749013081731178
2019,1103,RU,132.0,0.11764705882352941,0.26537631493748304
2019,1104,BE,173.0,0.023630651550334655,0.0964602661875622
2019,1104,FZ,723.0,0.09875700040978008,0.07156128147340901
2019,1104,GI,2761.0,0.37713427127441607,0.20280508203245873
2019,1104,JZ,372.0,0.050812730501297636,0.04664768879178549
2019,1104,KZ,112.0,0.015298456495014342,-0.28989201810258347
2019,1104,LZ,234.0,0.03196284660565497,0.14146552029994286
2019,1104,MN,1702.0,0.23248190137959296,0.20021408934221885
2019,1104,OQ,616.0,0.08414151072257889,0.07049898310803737
2019,1104,RU,628.0,0.08578063106133042,0.10907700520238173
2019,1105,BE,94.0,0.041666666666666664,0.08796877294595706
2019,1105,FZ,226.0,0.10017730496453901,0.07309188400533628
2019,1105,GI,713.0,0.31604609929078015,0.16400297627026994
2019,1105,JZ,108.0,0.047872340425531915,0.14805309995913962
2019,1105,KZ,36.0,0.015957446808510637,-0.48342664957787607
2019,1105,LZ,50.0,0.022163120567375887,-0.07550755250814545
2019,1105,MN,537.0,0.23803191489361702,0.15229366908004582
2019,1105,OQ,259.0,0.1148049645390071,0.02729214228800725
2019,1105,RU,233.0,0.10328014184397163,0.03037109787629877
2019,1106,BE,184.0,0.029923564807285738,0.13895146009386217
2019,1106,FZ,519.0,0.08440396812489835,-0.16779345623104458
2019,1106,GI,2155.0,0.35046348999837373,0.13698287620489236
2019,1106,JZ,396.0,0.06440071556350627,0.31405535770667115
2019,1106,KZ,162.0,0.026345747275979835,0.1033176140280263
2019,1106,LZ,143.0,0.023255813953488372,-0.04746653723892358
2019,1106,MN,1445.0,0.23499756057895593,0.19484781661313466
2019,1106,OQ,580.0,0.094324280370792,0.09376232499361148
2019,1106,RU,565.0,0.09188485932671979,0.15444518726569978
2019,1107,BE,78.0,0.03349076857020181,-0.11918851726511814
2019,1107,FZ,271.0,0.1163589523400601,0.2445099005865723
2019,1107,GI,863.0,0.3705452984113353,0.07073049138549159
2019,1107,JZ,98.0,0.0420781451266638,0.06252035698133351
2019,1107,KZ,65.0,0.027908973808501502,0.1292117314800061
2019,1107,LZ,57.0,0.024474023185916703,0.3227733922630507
2019,1107,MN,468.0,0.2009446114212108,0.08681755975867134
2019,1107,OQ,183.0,0.0785744954916273,-0.0320883145515003
2019,1107,RU,246.0,0.1056247316444826,0.2623642644674913
2019,1108,BE,74.0,0.033544877606527655,0.17435338714477755
2019,1108,FZ,247.0,0.11196736174070716,0.004040409537005019
2019,1108,GI,812.0,0.3680870353581142,0.16985348182192528
2019,1108,JZ,91.0,0.041251133272892114,0.12733942237660134
2019,1108,KZ,54.0,0.024478694469628286,0.3437715391028249
2019,1108,LZ,60.0,0.027198549410698096,0.44731221804366506
2019,1108,MN,448.0,0.20308250226654578,0.13576104795179234
2019,1108,OQ,205.0,0.0929283771532185,0.044672440051592766
2019,1108,RU,215.0,0.09746146872166818,0.15492258260584002
2019,1109,BE,3265.0,0.02009552297598385,0.10413652529693707
2019,1109,FZ,9191.0,0.05656905104816771,0.01545829170142099
2019,1109,GI,49340.0,0.30367935792803774,0.2125043756669971
2019,1109,JZ,12718.0,0.0782771397269717,0.10633066400928115
2019,1109,KZ,5849.0,0.03599960609082069,0.11317826926963548
2019,1109,LZ,4918.0,0.03026945849797506,0.19142979465500964
2019,1109,MN,51215.0,0.31521966591577727,0.15136247426759475
2019,1109,OQ,13507.0,0.08313330132821252,0.06372945162199528
2019,1109,RU,12471.0,0.07675689648805348,0.06749349213211708
2019,1110,BE,19.0,0.037698412698412696,-0.5306282510621707
2019,1110,FZ,59.0,0.11706349206349206,-0.11034805716886531
2019,1110,GI,210.0,0.4166666666666667,0.019139340210697853
2019,1110,JZ,18.0,0.03571428571428571,0.7472144018302207
2019,1110,KZ,14.0,0.027777777777777776,0.2231435513142097
2019,1110,LZ,16.0,0.031746031746031744,0.8873031950009029
2019,1110,MN,77.0,0.1527777777777778,0.03922071315328157
2019,1110,OQ,43.0,0.08531746031746032,-0.04445176257083405
2019,1110,RU,48.0,0.09523809523809523,-0.020202707317519497
2019,1111,BE,39.0,0.0412262156448203,0.25489224962879
2019,1111,FZ,81.0,0.08562367864693446,0.13005312824819804
2019,1111,GI,210.0,0.2219873150105708,-0.04630456804168581
2019,1111,JZ,67.0,0.0708245243128964,0.07637297878457439
2019,1111,KZ,23.0,0.024312896405919663,0.5389965007326869
2019,1111,LZ,58.0,0.0613107822410148,0.206336432997829
2019,1111,MN,264.0,0.27906976744186046,0.2231435513142097
2019,1111,OQ,120.0,0.12684989429175475,0.26319105244348506
2019,1111,RU,84.0,0.08879492600422834,-0.03468555798789019
2019,1112,BE,274.0,0.02058602554470323,-0.10025660373965017
2019,1112,FZ,1581.0,0.11878287002253944,0.06800004681945193
2019,1112,GI,6145.0,0.46168294515401953,0.2791493209998457
2019,1112,JZ,577.0,0.04335086401202104,0.26826398659467987
2019,1112,KZ,237.0,0.017806160781367392,0.13955188040610622
2019,1112,LZ,299.0,0.022464312546957174,0.3331444465285385
2019,1112,MN,2509.0,0.18850488354620587,0.2612095529174985
2019,1112,OQ,851.0,0.06393688955672426,0.11822327339186689
2019,1112,RU,837.0,0.06288504883546206,0.10562573247412654
2019,1113,BE,162.0,0.024291497975708502,0.03750439545845463
2019,1113,FZ,486.0,0.0728744939271255,0.002055499182096021
2019,1113,GI,2291.0,0.34352976458239615,0.18757091268009773
2019,1113,JZ,501.0,0.07512370670265407,0.2447905078224677
2019,1113,KZ,119.0,0.01784375468585995,-0.19611487892629054
2019,1113,LZ,225.0,0.033738191632928474,0.22203796800646014
2019,1113,MN,1675.0,0.25116209326735645,0.17993776543867845
2019,1113,OQ,631.0,0.0946168840905683,-0.012578782206859707
2019,1113,RU,579.0,0.08681961313540261,0.07703000903160007
2019,1114,BE,275.0,0.02521547771868696,0.2267733193647885
2019,1114,FZ,818.0,0.0750045846323125,0.0036697288889628865
2019,1114,GI,3407.0,0.312396845772969,0.24629685628892695
2019,1114,JZ,802.0,0.07353750229231616,0.19460087409507487
2019,1114,KZ,303.0,0.027782871813680544,0.14487366922845712
2019,1114,LZ,425.0,0.03896937465615258,0.258381595503999
2019,1114,MN,2946.0,0.27012653585182467,0.20698702350235454
2019,1114,OQ,1016.0,0.09315972858976711,0.024889288763687567
2019,1114,RU,914.0,0.08380707867229048,0.17904823144898518
2019,1115,BE,190.0,0.023301447142506745,0.0989818335488506
2019,1115,FZ,471.0,0.057763061074319354,-0.043530188457134855
2019,1115,GI,2366.0,0.2901643365219524,0.2155677575057524
2019,1115,JZ,591.0,0.07247976453274467,0.17290655785935272
2019,1115,KZ,241.0,0.029556046112337503,-0.09079209982953529
2019,1115,LZ,330.0,0.04047093451066961,0.12194576635999521
2019,1115,MN,2322.0,0.2847682119205298,0.10426101032440993
2019,1115,OQ,958.0,0.11748834927642875,0.0780460925738593
2019,1115,RU,685.0,0.08400784890851117,0.19937577783219407
2019,2401,BE,71.0,0.0476510067114094,-0.06713930283762881
2019,2401,FZ,154.0,0.10335570469798658,0.006472514505617255
2019,2401,GI,562.0,0.37718120805369126,0.1287218655710003
2019,2401,JZ,32.0,0.021476510067114093,-0.3101549283038394
2019,2401,KZ,55.0,0.03691275167785235,0.36179004460550335
2019,2401,LZ,64.0,0.042953020134228186,-0.05971923470162288
2019,2401,MN,247.0,0.1657718120805369,0.09289374689269625
2019,2401,OQ,156.0,0.10469798657718121,-0.006349227678659197
2019,2401,RU,149.0,0.1,0.03390155167568132
2019,2402,BE,117.0,0.08393113342898136,-0.08912777989600684
2019,2402,FZ,109.0,0.0781922525107604,-0.19735943415849455
2019,2402,GI,511.0,0.366571018651363,0.050060501956918024
2019,2402,JZ,40.0,0.028694404591104734,0.4554755286828258
2019,2402,KZ,40.0,0.028694404591104734,0.3462762367178338
2019,2402,LZ,41.0,0.029411764705882353,0.21130909366720685
2019,2402,MN,218.0,0.1563845050215208,0.14732471475685838
2019,2402,OQ,134.0,0.09612625538020086,-0.2765087718536554
2019,2402,RU,184.0,0.13199426111908177,0.2231435513142106
2019,2403,BE,93.0,0.049892703862660946,-0.03141619623337899
2019,2403,FZ,187.0,0.10032188841201717,0.38441169891033233
2019,2403,GI,616.0,0.33047210300429186,0.12775970397145286
2019,2403,JZ,67.0,0.03594420600858369,0.07637297878457439
2019,2403,KZ,59.0,0.03165236051502146,0.10536051565782589
2019,2403,LZ,94.0,0.05042918454935622,0.5465437063680696
2019,2403,MN,351.0,0.18830472103004292,0.043548245245735195
2019,2403,OQ,199.0,0.10675965665236052,0.07257069283483464
2019,2403,RU,198.0,0.10622317596566523,0.25635222231086274
2019,2404,BE,16.0,0.041237113402061855,-0.6007738604289301
2019,2404,FZ,49.0,0.12628865979381443,-0.07696104113612856
2019,2404,GI,147.0,0.3788659793814433,0.2876820724517808
2019,2404,JZ,11.0,0.028350515463917526,0.18232155679395445
2019,2404,KZ,14.0,0.03608247422680412,0.06899287148695121
2019,2404,LZ,16.0,0.041237113402061855,0.1251631429540061
2019,2404,MN,57.0,0.14690721649484537,0.01739174271186883
2019,2404,OQ,40.0,0.10309278350515463,0.1026541540600836
2019,2404,RU,38.0,0.0979381443298969,0.3677247801253172
2019,2405,BE,210.0,0.14344262295081966,0.42460444831886157
2019,2405,FZ,116.0,0.07923497267759563,0.13720112151348562
2019,2405,GI,456.0,0.3114754098360656,0.015435808129839579
2019,2405,JZ,32.0,0.02185792349726776,0.2006706954621511
2019,2405,KZ,43.0,0.029371584699453553,0.17327172127403667
2019,2405,LZ,68.0,0.04644808743169399,0.4729063889036973
2019,2405,MN,236.0,0.16120218579234974,0.14994014729091543
2019,2405,OQ,166.0,0.1133879781420765,0.049089610196523914
2019,2405,RU,137.0,0.0935792349726776,-0.014388737452098788
2019,2406,BE,25.0,0.0744047619047619,-0.17589066646366414
2019,2406,FZ,23.0,0.06845238095238096,-0.04082199452025481
2019,2406,GI,120.0,0.35714285714285715,0.11365931847252142
2019,2406,JZ,8.0,0.023809523809523808,0.0
2019,2406,KZ,11.0,0.03273809523809524,0.0
2019,2406,LZ,31.0,0.09226190476190477,0.2876820724517808
2019,2406,MN,52.0,0.15476190476190477,0.0
2019,2406,OQ,27.0,0.08035714285714286,-0.38136755652910415
2019,2406,RU,39.0,0.11607142857142858,0.2876820724517808
2019,2407,BE,35.0,0.06679389312977099,-0.30830135965451655
2019,2407,FZ,80.0,0.15267175572519084,0.3001045924503387
2019,2407,GI,208.0,0.3969465648854962,0.019324272826402478
2019,2407,JZ,4.0,0.007633587786259542,-0.6931471805599456
2019,2407,KZ,11.0,0.02099236641221374,-0.2231435513142097
2019,2407,LZ,16.0,0.030534351145038167,0.19415601444095731
2019,2407,MN,72.0,0.13740458015267176,-0.20935022918187407
2019,2407,OQ,50.0,0.09541984732824428,0.17062551703076334
2019,2407,RU,48.0,0.0916030534351145,-0.11551288712184471
2019,2408,BE,57.0,0.1292517006802721,0.42285685082003344
2019,2408,FZ,55.0,0.12471655328798185,0.17520408902509121
2019,2408,GI,137.0,0.31065759637188206,-0.04255961441879563
2019,2408,JZ,3.0,0.006802721088435374,-0.4054651081081644
2019,2408,KZ,16.0,0.036281179138321996,0.6359887667199966
2019,2408,LZ,20.0,0.045351473922902494,-0.04652001563489305
2019,2408,MN,69.0,0.1564625850340136,0.12136085700426769
2019,2408,OQ,34.0,0.07709750566893424,-0.41494385206270845
2019,2408,RU,50.0,0.11337868480725624,0.1476359988060647
2019,2409,BE,47.0,0.04307974335472044,0.08701137698962969
2019,2409,FZ,140.0,0.12832263978001834,-0.21602608354534603
2019,2409,GI,443.0,0.4060494958753437,0.09688800048554214
2019,2409,JZ,24.0,0.021998166819431713,-0.14842000511827358
2019,2409,KZ,23.0,0.021081576535288724,0.613104472886409
2019,2409,LZ,27.0,0.02474793767186068,0.693147180559945
2019,2409,MN,183.0,0.1677360219981668,0.2949548317808608
2019,2409,OQ,84.0,0.076993583868011,-0.10064352577968716
2019,2409,RU,120.0,0.10999083409715857,0.09531017980432477
2019,2410,BE,142.0,0.03339604891815616,0.07249550203815325
2019,2410,FZ,440.0,0.10348071495766697,0.13840232285911913
2019,2410,GI,1641.0,0.3859360301034807,0.333796161553801
2019,2410,JZ,165.0,0.038805268109125116,0.13525404593596946
2019,2410,KZ,130.0,0.03057384760112888,0.14780950448881036
2019,2410,LZ,100.0,0.023518344308560677,0.2843871765549286
2019,2410,MN,783.0,0.1841486359360301,0.09914405031504625
2019,2410,OQ,445.0,0.10465663217309501,0.06244803209792682
2019,2410,RU,406.0,0.09548447789275635,0.1652687684112344
2019,2411,BE,31.0,0.05688073394495413,0.06453852113757108
2019,2411,FZ,74.0,0.13577981651376148,0.09798040836020316
2019,2411,GI,225.0,0.41284403669724773,0.20559924166330035
2019,2411,JZ,9.0,0.01651376146788991,0.22314355131421015
2019,2411,KZ,15.0,0.027522935779816515,0.0
2019,2411,LZ,9.0,0.01651376146788991,0.5108256237659909
2019,2411,MN,92.0,0.1688073394495413,0.2699196161119408
2019,2411,OQ,30.0,0.05504587155963303,-0.41616039722491216
2019,2411,RU,60.0,0.11009174311926606,0.17904823144898563
2019,2412,BE,54.0,0.07479224376731301,0.07550755250814545
2019,2412,FZ,81.0,0.11218836565096953,-0.012121360532344916
2019,2412,GI,252.0,0.3490304709141274,0.08665211706121045
2019,2412,JZ,11.0,0.015235457063711912,-0.1541506798272585
2019,2412,KZ,17.0,0.023545706371191136,-0.4769240720903096
2019,2412,LZ,29.0,0.04016620498614958,-0.06453852113757108
2019,2412,MN,133.0,0.18421052631578946,0.16164135155641546
2019,2412,OQ,73.0,0.10110803324099724,0.26101382536961903
2019,2412,RU,72.0,0.0997229916897507,0.3392157225669634
2019,2413,BE,241.0,0.04312813171080888,0.09531017980432566
2019,2413,FZ,421.0,0.07534001431639227,0.016726793805314166
2019,2413,GI,1888.0,0.33786685755189694,0.2882115932478442
2019,2413,JZ,234.0,0.04187544738725841,0.19689532523927333
2019,2413,KZ,175.0,0.03131710808876163,0.26520921659972174
2019,2413,LZ,313.0,0.05601288475304223,0.14359091961225534
2019,2413,MN,998.0,0.17859699355762348,0.11104900347503932
2019,2413,OQ,716.0,0.12813171080887617,0.137324190863219
2019,2413,RU,602.0,0.10773085182534002,0.24282180823525312
2019,2414,BE,37.0,0.082039911308204,-0.05129329438755059
2019,2414,FZ,36.0,0.07982261640798226,-0.499955951529087
2019,2414,GI,164.0,0.36363636363636365,0.088665637085656
2019,2414,JZ,15.0,0.03325942350332594,0.3746934494414105
2019,2414,KZ,14.0,0.031042128603104215,0.14310084364067333
2019,2414,LZ,24.0,0.05321507760532151,0.08338160893905089
2019,2414,MN,77.0,0.17073170731707318,0.09402894964827624
2019,2414,OQ,30.0,0.06651884700665188,-0.3946541920039488
2019,2414,RU,54.0,0.1197339246119734,0.5415972824327446
2019,2415,BE,31.0,0.08857142857142856,-0.030771658666753687
2019,2415,FZ,51.0,0.1457142857142857,0.03922071315328157
2019,2415,GI,115.0,0.32857142857142857,0.24273068458951474
2019,2415,JZ,11.0,0.03142857142857143,0.8754687373539001
2019,2415,KZ,5.0,0.014285714285714285,1.0986122886681096
2019,2415,LZ,9.0,0.025714285714285714,-0.26236426446749084
2019,2415,MN,64.0,0.18285714285714286,0.3677247801253172
2019,2415,OQ,33.0,0.09428571428571429,0.19415601444095776
2019,2415,RU,31.0,0.08857142857142856,-0.27193371548364187
2019,2701,BE,25.0,0.0778816199376947,0.485507815781701
2019,2701,FZ,30.0,0.09345794392523364,0.5436154465889818
2019,2701,GI,101.0,0.3146417445482866,-0.028987536873252395
2019,2701,JZ,9.0,0.028037383177570093,0.5108256237659909
2019,2701,KZ,9.0,0.028037383177570093,-0.09531017980432477
2019,2701,LZ,16.0,0.04984423676012461,0.6359887667199966
2019,2701,MN,46.0,0.14330218068535824,0.06595796779179741
2019,2701,OQ,41.0,0.1277258566978193,0.12675170563914406
2019,2701,RU,44.0,0.13707165109034267,0.6286086594223739
2019,2702,BE,97.0,0.06270200387847447,-0.23531408693446476
2019,2702,FZ,132.0,0.08532643826761474,0.15415067982725805
2019,2702,GI,605.0,0.39107950872656755,0.009950330853167877
2019,2702,JZ,39.0,0.025210084033613446,0.025317807984289953
2019,2702,KZ,46.0,0.029734970911441498,0.0
2019,2702,LZ,78.0,0.05042016806722689,0.17979311044059632
2019,2702,MN,245.0,0.1583710407239819,0.13005312824819715
2019,2702,OQ,153.0,0.0989010989010989,-0.09884583463663255
2019,2702,RU,152.0,0.0982546864899806,0.0959639882617438
2019,2703,BE,39.0,0.0951219512195122,0.4700036292457357
2019,2703,FZ,45.0,0.10975609756097561,0.46134556650262093
2019,2703,GI,152.0,0.37073170731707317,0.04000533461369926
2019,2703,JZ,10.0,0.024390243902439025,0.2006706954621511
2019,2703,KZ,8.0,0.01951219512195122,-0.10536051565782634
2019,2703,LZ,18.0,0.04390243902439024,0.1112256351102241
2019,2703,MN,43.0,0.1048780487804878,-0.25886163391628925
2019,2703,OQ,30.0,0.07317073170731707,-0.2795848622191617
2019,2703,RU,65.0,0.15853658536585366,0.5520685823000395
2019,2704,BE,62.0,0.07285546415981199,0.29298712468147414
2019,2704,FZ,75.0,0.0881316098707403,0.18759861389479848
2019,2704,GI,320.0,0.37602820211515864,0.14742361694267725
2019,2704,JZ,14.0,0.01645123384253819,0.06899287148695121
2019,2704,KZ,36.0,0.04230317273795535,0.11441035117774412
2019,2704,LZ,24.0,0.0282021151586369,-0.7129498078561252
2019,2704,MN,152.0,0.17861339600470036,0.17062551703076334
2019,2704,OQ,82.0,0.0963572267920094,0.14217448878054295
2019,2704,RU,86.0,0.10105757931844889,0.6157605169445253
2019,2705,BE,71.0,0.0508595988538682,-0.21197025071608433
2019,2705,FZ,203.0,0.14541547277936961,0.16482839934643678
2019,2705,GI,492.0,0.3524355300859599,-0.07613431529895465
2019,2705,JZ,51.0,0.036532951289398284,0.5172565140962813
2019,2705,KZ,26.0,0.01862464183381089,0.07696104113612856
2019,2705,LZ,54.0,0.03868194842406877,0.711496319228142
2019,2705,MN,181.0,0.1296561604584527,-0.15728547863263032
2019,2705,OQ,150.0,0.10744985673352435,-0.1417754623996048
2019,2705,RU,168.0,0.12034383954154727,0.22462393648464385
2019,2706,BE,189.0,0.06148340923877684,0.15327387135372383
