decision_year,family,src_ZE2020,src_sector,dst_ZE2020,dst_sector,weight
2020,analogy,5211,KZ,8432,KZ,0.022285102672600306
2020,analogy,5211,KZ,8421,KZ,0.022267147508854265
2020,analogy,5211,KZ,2410,KZ,0.021888108566046408
2020,analogy,5218,KZ,2715,KZ,0.026679459431353053
2020,analogy,5218,KZ,1101,KZ,0.02625497978887912
2020,analogy,5218,KZ,8423,KZ,0.026183011275928005
2020,analogy,5218,KZ,4425,KZ,0.026066384698124067
2020,analogy,5218,KZ,3201,KZ,0.025219050513619497
2020,analogy,5218,KZ,9313,KZ,0.02484120804475769
2020,analogy,5218,KZ,8417,KZ,0.024347669269761264
2020,analogy,5218,KZ,8410,KZ,0.024269040020823637
2020,analogy,5218,KZ,8415,KZ,0.024264503490511426
2020,analogy,5218,KZ,4421,KZ,0.023951360778011462
2020,analogy,5304,KZ,1109,KZ,0.022600189312880915
2020,analogy,5304,KZ,5309,KZ,0.022380217904338372
2020,analogy,5304,KZ,1111,KZ,0.02234146022033411
2020,analogy,5304,KZ,1114,KZ,0.022155322515942686
2020,analogy,5304,KZ,1106,KZ,0.02210865959983007
2020,analogy,5304,KZ,3211,KZ,0.022066937258265078
2020,analogy,5304,KZ,7520,KZ,0.02188057673766575
2020,analogy,5304,KZ,5214,KZ,0.021855322300644936
2020,analogy,5304,KZ,7526,KZ,0.021782703293826963
2020,analogy,5304,KZ,57,KZ,0.021715594596157614
2020,analogy,5311,KZ,9304,KZ,0.023403535493617723
2020,analogy,5311,KZ,4427,KZ,0.02299012546342858
2020,analogy,5311,KZ,5210,KZ,0.022941183230845236
2020,analogy,5311,KZ,8429,KZ,0.022797805236923156
2020,analogy,5311,KZ,7529,KZ,0.02277065168860192
2020,analogy,5311,KZ,9310,KZ,0.022612129689131864
2020,analogy,5311,KZ,7621,KZ,0.02260168269714537
2020,analogy,5311,KZ,8419,KZ,0.022312028558279254
2020,analogy,5311,KZ,9315,KZ,0.022183893421515565
2020,analogy,5311,KZ,2702,KZ,0.022071947232952117
2020,analogy,5318,KZ,4405,KZ,0.02587282373409508
2020,analogy,5318,KZ,5306,KZ,0.025409084455904844
2020,analogy,5318,KZ,7530,KZ,0.024627514255961
2020,analogy,5318,KZ,2414,KZ,0.02453198738216893
2020,analogy,5318,KZ,4408,KZ,0.024405130323940184
2020,analogy,5318,KZ,7622,KZ,0.024219667485483168
2020,analogy,5318,KZ,4422,KZ,0.024198042986277295
2020,analogy,5318,KZ,9314,KZ,0.024141269066705245
2020,analogy,5318,KZ,5305,KZ,0.02402731958760268
2020,analogy,5318,KZ,9306,KZ,0.023681920424957058
2020,analogy,7506,KZ,63,KZ,0.025827941131635092
2020,analogy,7506,KZ,2713,KZ,0.025698372070628646
2020,analogy,7506,KZ,7614,KZ,0.025370069096312828
2020,analogy,7506,KZ,4421,KZ,0.024806012718786172
2020,analogy,7506,KZ,7613,KZ,0.024767253042000233
2020,analogy,7506,KZ,8420,KZ,0.02471867602933916
2020,analogy,7506,KZ,5303,KZ,0.024546739502370435
2020,analogy,7506,KZ,2813,KZ,0.02429003281388842
2020,analogy,7506,KZ,2716,KZ,0.023990951675224068
2020,analogy,7506,KZ,5213,KZ,0.023386145116541742
2020,analogy,7513,KZ,8422,KZ,0.024016802031637974
2020,analogy,7513,KZ,5310,KZ,0.023892463325895685
2020,analogy,7513,KZ,3219,KZ,0.023609960319569447
2020,analogy,7513,KZ,2415,KZ,0.02359813588454319
2020,analogy,7513,KZ,8406,KZ,0.023032813163042273
2020,analogy,7513,KZ,2712,KZ,0.022653619864792883
2020,analogy,7513,KZ,2405,KZ,0.022649003032952145
2020,analogy,7513,KZ,9307,KZ,0.022568092172689427
2020,analogy,7513,KZ,3204,KZ,0.022522988918731213
2020,analogy,7513,KZ,8431,KZ,0.022442656895446216
2020,analogy,7520,KZ,3211,KZ,0.02376949737673743
2020,analogy,7520,KZ,7526,KZ,0.023359866841910475
2020,analogy,7520,KZ,1110,KZ,0.02334988275972456
2020,analogy,7520,KZ,7620,KZ,0.023337189639361162
2020,analogy,7520,KZ,5207,KZ,0.023248380277895466
2020,analogy,7520,KZ,7625,KZ,0.023122798132470222
2020,analogy,7520,KZ,2815,KZ,0.022823070016442976
2020,analogy,7520,KZ,7518,KZ,0.022734567632297777
2020,analogy,7520,KZ,7528,KZ,0.022694447720780535
2020,analogy,7520,KZ,7616,KZ,0.02248569610858013
2020,analogy,7527,KZ,7608,KZ,0.030482404977432983
2020,analogy,7527,KZ,4410,KZ,0.03022218604593919
2020,analogy,7527,KZ,7603,KZ,0.02989877406889885
2020,analogy,7527,KZ,5221,KZ,0.02868908870813591
2020,analogy,7527,KZ,2810,KZ,0.028131819029679393
2020,analogy,7527,KZ,5306,KZ,0.028020528833443564
2020,analogy,7527,KZ,3220,KZ,0.026242796124580945
2020,analogy,7527,KZ,2819,KZ,0.02592744140624407
2020,analogy,7527,KZ,4408,KZ,0.0249398190629422
2020,analogy,7527,KZ,2811,KZ,0.024658129148222768
2020,analogy,7602,KZ,2818,KZ,0.022724115199514887
2020,analogy,7602,KZ,7624,KZ,0.02234069333411501
2020,analogy,7602,KZ,2803,KZ,0.022237658963913894
2020,analogy,7602,KZ,7605,KZ,0.022129918504742253
2020,analogy,7602,KZ,8402,KZ,0.022129874600696115
2020,analogy,7602,KZ,9312,KZ,0.022005140001947546
2020,analogy,7602,KZ,7522,KZ,0.021979210382664958
2020,analogy,7602,KZ,9316,KZ,0.021954940888354875
2020,analogy,7602,KZ,7623,KZ,0.02194681391959657
2020,analogy,7602,KZ,3213,KZ,0.021872159978051833
2020,analogy,7609,KZ,5219,KZ,0.02703580171462031
2020,analogy,7609,KZ,3220,KZ,0.02681822488145118
2020,analogy,7609,KZ,4424,KZ,0.026777259392787797
2020,analogy,7609,KZ,7512,KZ,0.025869757984745823
2020,analogy,7609,KZ,5221,KZ,0.025213789254456144
2020,analogy,7609,KZ,7504,KZ,0.02490111006384851
2020,analogy,7609,KZ,4419,KZ,0.02457213074531021
2020,analogy,7609,KZ,2811,KZ,0.02434060540644036
2020,analogy,7609,KZ,7532,KZ,0.024080619218775738
2020,analogy,7609,KZ,2814,KZ,0.023979815708675793
2020,analogy,7616,KZ,2815,KZ,0.024097589554294096
2020,analogy,7616,KZ,2403,KZ,0.023998236633323924
2020,analogy,7616,KZ,5301,KZ,0.02352237027893359
2020,analogy,7616,KZ,2707,KZ,0.023503684107438395
2020,analogy,7616,KZ,7620,KZ,0.023486908794273988
2020,analogy,7616,KZ,1110,KZ,0.023358754351396005
2020,analogy,7616,KZ,7520,KZ,0.022802371144443723
2020,analogy,7616,KZ,3211,KZ,0.022738825810394665
2020,analogy,7616,KZ,3205,KZ,0.022432545518887768
2020,analogy,7616,KZ,9308,KZ,0.02239878144190343
2020,analogy,7623,KZ,3213,KZ,0.02269478614574009
2020,analogy,7623,KZ,8402,KZ,0.022505186557547067
2020,analogy,7623,KZ,54,KZ,0.02241055113290129
2020,analogy,7623,KZ,7605,KZ,0.02234285521127946
2020,analogy,7623,KZ,3215,KZ,0.021951943545235098
2020,analogy,7623,KZ,4403,KZ,0.02182841844712084
2020,analogy,7623,KZ,7602,KZ,0.021828145408442252
2020,analogy,7623,KZ,7617,KZ,0.0215654612166664
2020,analogy,7623,KZ,1113,KZ,0.021424929612874104
2020,analogy,7623,KZ,1105,KZ,0.02137365682940754
2020,analogy,8405,KZ,2406,KZ,0.022913511748100353
2020,analogy,8405,KZ,53,KZ,0.02276134497965919
2020,analogy,8405,KZ,8426,KZ,0.02268691088842582
2020,analogy,8405,KZ,4407,KZ,0.02263574000701353
2020,analogy,8405,KZ,7519,KZ,0.02241313657436086
2020,analogy,8405,KZ,4413,KZ,0.022156986140507127
2020,analogy,8405,KZ,5313,KZ,0.022156706357109195
2020,analogy,8405,KZ,64,KZ,0.022070003427712634
2020,analogy,8405,KZ,2407,KZ,0.022065153195208263
2020,analogy,8405,KZ,2704,KZ,0.021938238128752282
2020,analogy,8412,KZ,8435,KZ,0.023640313934018754
2020,analogy,8412,KZ,2804,KZ,0.023532123738839027
2020,analogy,8412,KZ,8407,KZ,0.023502113127036286
2020,analogy,8412,KZ,8421,KZ,0.02318220370924335
2020,analogy,8412,KZ,2704,KZ,0.02315498954337036
2020,analogy,8412,KZ,3207,KZ,0.02309748636170255
2020,analogy,8412,KZ,4413,KZ,0.02261596591377339
2020,analogy,8412,KZ,2706,KZ,0.022565236895796297
2020,analogy,8412,KZ,3216,KZ,0.022404737118278326
2020,analogy,8412,KZ,5313,KZ,0.022366855634134358
2020,analogy,8419,KZ,7604,KZ,0.023551822507537852
2020,analogy,8419,KZ,9304,KZ,0.02335914092797712
2020,analogy,8419,KZ,2402,KZ,0.023327293205530328
2020,analogy,8419,KZ,7621,KZ,0.023232044519945958
2020,analogy,8419,KZ,8429,KZ,0.02264144752757076
2020,analogy,8419,KZ,5319,KZ,0.022620287803430606
2020,analogy,8419,KZ,5210,KZ,0.022602773646687998
2020,analogy,8419,KZ,4427,KZ,0.022383317241825806
2020,analogy,8419,KZ,7619,KZ,0.02217569468042325
2020,analogy,8419,KZ,5311,KZ,0.022030774817279258
2020,analogy,8426,KZ,4407,KZ,0.022902548830977372
2020,analogy,8426,KZ,2406,KZ,0.022882762970513358
2020,analogy,8426,KZ,53,KZ,0.022861988721646874
2020,analogy,8426,KZ,8405,KZ,0.0227513719365997
2020,analogy,8426,KZ,2407,KZ,0.02263861189704258
2020,analogy,8426,KZ,7519,KZ,0.0221201541345652
2020,analogy,8426,KZ,64,KZ,0.022110634882963925
2020,analogy,8426,KZ,4426,KZ,0.02210837963353588
2020,analogy,8426,KZ,2703,KZ,0.02197372428827408
2020,analogy,8426,KZ,5316,KZ,0.021923833962695247
2020,analogy,8433,KZ,2714,KZ,0.023884409485019114
2020,analogy,8433,KZ,4401,KZ,0.02385484311726288
2020,analogy,8433,KZ,7611,KZ,0.0238486132101776
2020,analogy,8433,KZ,2711,KZ,0.02363340761872328
2020,analogy,8433,KZ,9308,KZ,0.023347412365090265
2020,analogy,8433,KZ,5202,KZ,0.02323711412725135
2020,analogy,8433,KZ,8416,KZ,0.023089802816507698
2020,analogy,8433,KZ,7514,KZ,0.02306333919915846
2020,analogy,8433,KZ,2708,KZ,0.022861491463943128
2020,analogy,8433,KZ,2707,KZ,0.02277581808936527
2020,analogy,9305,KZ,7511,KZ,0.024635269253986895
2020,analogy,9305,KZ,51,KZ,0.024324078960303527
2020,analogy,9305,KZ,5302,KZ,0.024081264753822957
2020,analogy,9305,KZ,5316,KZ,0.02396531845921605
2020,analogy,9305,KZ,4423,KZ,0.023548442687557083
2020,analogy,9305,KZ,5212,KZ,0.023379199169097337
2020,analogy,9305,KZ,1115,KZ,0.023098437105293204
2020,analogy,9305,KZ,4418,KZ,0.023011979032169685
2020,analogy,9305,KZ,1103,KZ,0.022823446696630147
2020,analogy,9305,KZ,4406,KZ,0.022540388269277387
2020,analogy,9312,KZ,1113,KZ,0.021997498421209374
2020,analogy,9312,KZ,7624,KZ,0.021982138383848146
2020,analogy,9312,KZ,7615,KZ,0.021821384039498175
2020,analogy,9312,KZ,8425,KZ,0.021817035327615503
2020,analogy,9312,KZ,2803,KZ,0.021695966220663523
2020,analogy,9312,KZ,5220,KZ,0.021551459078649835
2020,analogy,9312,KZ,4414,KZ,0.02154948544646482
2020,analogy,9312,KZ,7605,KZ,0.021539294828036612
2020,analogy,9312,KZ,7601,KZ,0.02132140450068113
2020,analogy,9312,KZ,7602,KZ,0.021304954614926343
2020,analogy,51,LZ,2817,LZ,0.02509196829889499
2020,analogy,51,LZ,7621,LZ,0.025033270736928563
2020,analogy,51,LZ,5314,LZ,0.024851318976412753
2020,analogy,51,LZ,7605,LZ,0.024133448582920634
2020,analogy,51,LZ,7519,LZ,0.023991097527213102
2020,analogy,51,LZ,7610,LZ,0.023738281885691666
2020,analogy,51,LZ,7615,LZ,0.02353569676553008
2020,analogy,51,LZ,1108,LZ,0.023161443263086313
2020,analogy,51,LZ,3219,LZ,0.023040170994770216
2020,analogy,51,LZ,2402,LZ,0.023003725024967555
2020,analogy,58,LZ,7521,LZ,0.023651692055492373
2020,analogy,58,LZ,56,LZ,0.02355140348712691
2020,analogy,58,LZ,2411,LZ,0.023320844168494007
2020,analogy,58,LZ,5215,LZ,0.023127802894667725
2020,analogy,58,LZ,7606,LZ,0.02308328027213886
2020,analogy,58,LZ,2405,LZ,0.022794498354084255
2020,analogy,58,LZ,8426,LZ,0.02276602173322201
2020,analogy,58,LZ,4424,LZ,0.022748736153345286
2020,analogy,58,LZ,64,LZ,0.022430791144425075
2020,analogy,58,LZ,5319,LZ,0.02241867546582386
2020,analogy,1101,LZ,8404,LZ,0.026180819551327825
2020,analogy,1101,LZ,7609,LZ,0.025680584717748634
2020,analogy,1101,LZ,7519,LZ,0.025596334091917958
2020,analogy,1101,LZ,7603,LZ,0.025429900074932232
2020,analogy,1101,LZ,2801,LZ,0.024577610296748046
2020,analogy,1101,LZ,7610,LZ,0.02456286481988835
2020,analogy,1101,LZ,2710,LZ,0.024406036175080414
2020,analogy,1101,LZ,9309,LZ,0.02416456436901713
2020,analogy,1101,LZ,7513,LZ,0.02404934499782579
2020,analogy,1101,LZ,5314,LZ,0.02368055461309973
2020,analogy,1108,LZ,5215,LZ,0.024093216062080394
2020,analogy,1108,LZ,2411,LZ,0.024011460915147352
2020,analogy,1108,LZ,5205,LZ,0.02379779639489651
2020,analogy,1108,LZ,5204,LZ,0.023764829443156516
2020,analogy,1108,LZ,56,LZ,0.023682745803087418
2020,analogy,1108,LZ,7610,LZ,0.023508442806533112
2020,analogy,1108,LZ,2801,LZ,0.023342853539853842
2020,analogy,1108,LZ,7601,LZ,0.023213536076327725
2020,analogy,1108,LZ,7606,LZ,0.022698172130482253
2020,analogy,1108,LZ,51,LZ,0.02260865617524253
2020,analogy,1115,LZ,8425,LZ,0.021320230602193558
2020,analogy,1115,LZ,2711,LZ,0.021313190146247836
2020,analogy,1115,LZ,7612,LZ,0.021241987897327855
2020,analogy,1115,LZ,4405,LZ,0.021220713824736885
2020,analogy,1115,LZ,2819,LZ,0.02119247548740396
2020,analogy,1115,LZ,7505,LZ,0.021157408448510717
2020,analogy,1115,LZ,8419,LZ,0.021140408430101416
2020,analogy,1115,LZ,3206,LZ,0.021130793577595293
2020,analogy,1115,LZ,5203,LZ,0.021026715987126344
2020,analogy,1115,LZ,2718,LZ,0.02092813747713498
2020,analogy,2407,LZ,4407,LZ,0.024074931191499213
2020,analogy,2407,LZ,7604,LZ,0.02396560117367678
2020,analogy,2407,LZ,7601,LZ,0.02380470921533591
2020,analogy,2407,LZ,2701,LZ,0.023721701746420583
2020,analogy,2407,LZ,5306,LZ,0.023641305762489188
2020,analogy,2407,LZ,5205,LZ,0.023548182908134558
2020,analogy,2407,LZ,5209,LZ,0.023463012596627263
2020,analogy,2407,LZ,7506,LZ,0.023412485899872357
2020,analogy,2407,LZ,2409,LZ,0.023399613043175015
2020,analogy,2407,LZ,4415,LZ,0.023147580944558124
2020,analogy,2414,LZ,4413,LZ,0.021584242713844452
2020,analogy,2414,LZ,8428,LZ,0.021491460027329726
2020,analogy,2414,LZ,2413,LZ,0.02143752176380928
2020,analogy,2414,LZ,3208,LZ,0.021296774032537595
2020,analogy,2414,LZ,7623,LZ,0.02125994546362033
2020,analogy,2414,LZ,4402,LZ,0.02121009111250372
2020,analogy,2414,LZ,5309,LZ,0.021200953892748557
2020,analogy,2414,LZ,4401,LZ,0.02119932208900395
2020,analogy,2414,LZ,2709,LZ,0.02102699102146532
2020,analogy,2414,LZ,7607,LZ,0.02101269885659465
2020,analogy,2706,LZ,8427,LZ,0.022831809828656298
2020,analogy,2706,LZ,2812,LZ,0.022826306528950287
2020,analogy,2706,LZ,3221,LZ,0.022580913500155425
2020,analogy,2706,LZ,5217,LZ,0.022469817780563645
2020,analogy,2706,LZ,7616,LZ,0.022286643891080815
2020,analogy,2706,LZ,4403,LZ,0.022212066506909094
2020,analogy,2706,LZ,7526,LZ,0.022056205618134313
2020,analogy,2706,LZ,7503,LZ,0.021764757849395674
2020,analogy,2706,LZ,5216,LZ,0.021607926257748586
2020,analogy,2706,LZ,8418,LZ,0.021155972514022618
2020,analogy,2713,LZ,5301,LZ,0.028023064741221217
2020,analogy,2713,LZ,2716,LZ,0.027408207043547256
2020,analogy,2713,LZ,4404,LZ,0.02691035237445011
2020,analogy,2713,LZ,7508,LZ,0.026147339590066824
2020,analogy,2713,LZ,5304,LZ,0.02593760472128806
2020,analogy,2713,LZ,4425,LZ,0.025584942984914247
2020,analogy,2713,LZ,8403,LZ,0.025510616629523447
2020,analogy,2713,LZ,2813,LZ,0.02546363175070154
2020,analogy,2713,LZ,3213,LZ,0.0242508020833094
2020,analogy,2713,LZ,2406,LZ,0.023815147561561705
2020,analogy,2802,LZ,54,LZ,0.021382440445259217
2020,analogy,2802,LZ,7511,LZ,0.02132750408436394
2020,analogy,2802,LZ,5221,LZ,0.021304386025001135
2020,analogy,2802,LZ,62,LZ,0.02123337414767388
2020,analogy,2802,LZ,1106,LZ,0.0211851492190979
2020,analogy,2802,LZ,5212,LZ,0.021141006168683148
2020,analogy,2802,LZ,3207,LZ,0.02098232727930188
2020,analogy,2802,LZ,8401,LZ,0.02097030472513797
2020,analogy,2802,LZ,5305,LZ,0.020935999694730076
2020,analogy,2802,LZ,2704,LZ,0.02088630500668719
2020,analogy,2809,LZ,4411,LZ,0.025026773310980334
2020,analogy,2809,LZ,7517,LZ,0.02472556057053807
2020,analogy,2809,LZ,5214,LZ,0.024639493365274483
2020,analogy,2809,LZ,8424,LZ,0.024599350092084006
2020,analogy,2809,LZ,5311,LZ,0.024487111330135845
2020,analogy,2809,LZ,4414,LZ,0.024425799816462604
2020,analogy,2809,LZ,8423,LZ,0.02427767075758202
2020,analogy,2809,LZ,9308,LZ,0.023952309634892813
2020,analogy,2809,LZ,61,LZ,0.023793744078341412
2020,analogy,2809,LZ,2811,LZ,0.02363922380568502
2020,analogy,2816,LZ,5219,LZ,0.023031447493178064
2020,analogy,2816,LZ,9318,LZ,0.02298978674607777
2020,analogy,2816,LZ,2705,LZ,0.022941736442661377
2020,analogy,2816,LZ,1103,LZ,0.02247996092997524
2020,analogy,2816,LZ,5313,LZ,0.022420225125330775
2020,analogy,2816,LZ,55,LZ,0.022265385513199266
2020,analogy,2816,LZ,7622,LZ,0.022248323352237535
2020,analogy,2816,LZ,1110,LZ,0.022149191289920694
2020,analogy,2816,LZ,7524,LZ,0.022100014453890857
2020,analogy,2816,LZ,2717,LZ,0.022098717792132436
2020,analogy,3204,LZ,2415,LZ,0.021713588140292013
2020,analogy,3204,LZ,4418,LZ,0.021650775104074566
2020,analogy,3204,LZ,5220,LZ,0.021608340468353183
2020,analogy,3204,LZ,5318,LZ,0.02153633396173398
2020,analogy,3204,LZ,3202,LZ,0.02151410936911443
2020,analogy,3204,LZ,8419,LZ,0.02144142662629882
2020,analogy,3204,LZ,3207,LZ,0.021401187969679953
2020,analogy,3204,LZ,8431,LZ,0.021390754192037034
2020,analogy,3204,LZ,7505,LZ,0.021350008702401314
2020,analogy,3204,LZ,2711,LZ,0.021273423239680744
2020,analogy,3211,LZ,9305,LZ,0.022362233530607508
2020,analogy,3211,LZ,5211,LZ,0.022276151253094383
2020,analogy,3211,LZ,5312,LZ,0.022238913200376804
2020,analogy,3211,LZ,4422,LZ,0.022202766926767956
2020,analogy,3211,LZ,1111,LZ,0.022183147898741956
2020,analogy,3211,LZ,7625,LZ,0.021912162899855953
2020,analogy,3211,LZ,57,LZ,0.02186990147275956
2020,analogy,3211,LZ,1104,LZ,0.0218584417828704
2020,analogy,3211,LZ,7617,LZ,0.021764015307547666
2020,analogy,3211,LZ,1109,LZ,0.021609341587554266
2020,analogy,3218,LZ,4426,LZ,0.02440374187381759
2020,analogy,3218,LZ,1107,LZ,0.02385353861865915
2020,analogy,3218,LZ,5319,LZ,0.02377317197771702
2020,analogy,3218,LZ,2410,LZ,0.02295477136370323
2020,analogy,3218,LZ,4424,LZ,0.022949346579421315
2020,analogy,3218,LZ,4420,LZ,0.02284699948051539
2020,analogy,3218,LZ,7518,LZ,0.022744633252039532
2020,analogy,3218,LZ,2402,LZ,0.022656656874496105
2020,analogy,3218,LZ,2804,LZ,0.022583526940804125
2020,analogy,3218,LZ,8417,LZ,0.022463162610750327
2020,analogy,4403,LZ,7503,LZ,0.02158841182677516
2020,analogy,4403,LZ,5217,LZ,0.021546305861327986
2020,analogy,4403,LZ,2812,LZ,0.021526144222031158
2020,analogy,4403,LZ,7505,LZ,0.021435171068612775
2020,analogy,4403,LZ,8425,LZ,0.021428703634447415
2020,analogy,4403,LZ,8419,LZ,0.02135417747333999
2020,analogy,4403,LZ,1115,LZ,0.02125032085390432
2020,analogy,4403,LZ,3221,LZ,0.021128381833482722
2020,analogy,4403,LZ,7526,LZ,0.021121409858357854
2020,analogy,4403,LZ,2711,LZ,0.02110519877459706
2020,analogy,4410,LZ,8409,LZ,0.022542424493838253
2020,analogy,4410,LZ,9306,LZ,0.022516465119463865
2020,analogy,4410,LZ,7524,LZ,0.02247276592198479
2020,analogy,4410,LZ,55,LZ,0.02235992208133673
2020,analogy,4410,LZ,1110,LZ,0.022244192474322213
2020,analogy,4410,LZ,2810,LZ,0.02222410009433142
2020,analogy,4410,LZ,4420,LZ,0.022103045370907192
2020,analogy,4410,LZ,52,LZ,0.022082110497092227
2020,analogy,4410,LZ,3205,LZ,0.02201175488016074
2020,analogy,4410,LZ,2410,LZ,0.02196079345264411
2020,analogy,4417,LZ,7608,LZ,0.025510470861442522
2020,analogy,4417,LZ,2813,LZ,0.025337084454057166
2020,analogy,4417,LZ,4425,LZ,0.025073854877336342
2020,analogy,4417,LZ,5218,LZ,0.025043108224230115
2020,analogy,4417,LZ,2805,LZ,0.024748713046415786
2020,analogy,4417,LZ,7531,LZ,0.024491741021425106
2020,analogy,4417,LZ,3213,LZ,0.024302455706520735
2020,analogy,4417,LZ,7510,LZ,0.023674216808799577
2020,analogy,4417,LZ,5208,LZ,0.023627436543719918
2020,analogy,4417,LZ,4419,LZ,0.023539031862903584
2020,analogy,4424,LZ,7521,LZ,0.022977929252933113
2020,analogy,4424,LZ,2405,LZ,0.022731000402619325
2020,analogy,4424,LZ,4420,LZ,0.022729984130622907
2020,analogy,4424,LZ,2410,LZ,0.02256702159422944
2020,analogy,4424,LZ,5319,LZ,0.022462669421675293
2020,analogy,4424,LZ,64,LZ,0.022407348276710908
2020,analogy,4424,LZ,9306,LZ,0.022401251693120853
2020,analogy,4424,LZ,58,LZ,0.022364720898793104
2020,analogy,4424,LZ,4410,LZ,0.022250130334672564
2020,analogy,4424,LZ,2810,LZ,0.022125367429809355
2020,analogy,5204,LZ,2801,LZ,0.024793415308456954
2020,analogy,5204,LZ,7610,LZ,0.02453156051862151
2020,analogy,5204,LZ,9314,LZ,0.024232294119721064
2020,analogy,5204,LZ,1108,LZ,0.02417248272644607
2020,analogy,5204,LZ,7601,LZ,0.02389150572138628
2020,analogy,5204,LZ,5205,LZ,0.023646572070029136
2020,analogy,5204,LZ,5209,LZ,0.023544588872054354
2020,analogy,5204,LZ,7609,LZ,0.023527746138009897
2020,analogy,5204,LZ,8404,LZ,0.02305566960245589
2020,analogy,5204,LZ,7519,LZ,0.022868750583507076
2020,analogy,5211,LZ,1104,LZ,0.022521319683238526
2020,analogy,5211,LZ,57,LZ,0.022467605648926216
2020,analogy,5211,LZ,4422,LZ,0.02240992447154718
2020,analogy,5211,LZ,5312,LZ,0.022360695969039907
2020,analogy,5211,LZ,3211,LZ,0.022296684444557197
2020,analogy,5211,LZ,7617,LZ,0.022158277987361984
2020,analogy,5211,LZ,2702,LZ,0.021776841303160627
2020,analogy,5211,LZ,1113,LZ,0.021673904097516922
2020,analogy,5211,LZ,9305,LZ,0.021624797393408952
2020,analogy,5211,LZ,3210,LZ,0.021541444137390196
2020,analogy,5218,LZ,7531,LZ,0.025705573712914438
2020,analogy,5218,LZ,7608,LZ,0.025480180540075455
2020,analogy,5218,LZ,2805,LZ,0.025338921150985017
2020,analogy,5218,LZ,4417,LZ,0.02520824115747019
2020,analogy,5218,LZ,4425,LZ,0.025132692866852983
2020,analogy,5218,LZ,2813,LZ,0.025077803943293956
2020,analogy,5218,LZ,7510,LZ,0.025031022124827454
2020,analogy,5218,LZ,4427,LZ,0.024705095935600847
2020,analogy,5218,LZ,63,LZ,0.02469808005229366
2020,analogy,5218,LZ,5208,LZ,0.024581283103982235
2020,analogy,5304,LZ,2716,LZ,0.02979964427005581
2020,analogy,5304,LZ,8407,LZ,0.028766717754777887
2020,analogy,5304,LZ,2713,LZ,0.02776710847591656
2020,analogy,5304,LZ,2807,LZ,0.027126094393394928
2020,analogy,5304,LZ,2406,LZ,0.02710343836396
2020,analogy,5304,LZ,5301,LZ,0.02528087306615047
2020,analogy,5304,LZ,7616,LZ,0.02499491701687285
2020,analogy,5304,LZ,2708,LZ,0.024916412848220444
2020,analogy,5304,LZ,8421,LZ,0.024601689205115324
2020,analogy,5304,LZ,4404,LZ,0.024535907468652595
2020,analogy,5311,LZ,4414,LZ,0.0240271450505897
2020,analogy,5311,LZ,5214,LZ,0.02391584622486423
2020,analogy,5311,LZ,2811,LZ,0.02378287525274633
2020,analogy,5311,LZ,8410,LZ,0.023420062003696583
2020,analogy,5311,LZ,2809,LZ,0.023416886399901908
2020,analogy,5311,LZ,3214,LZ,0.023408728621762166
2020,analogy,5311,LZ,8413,LZ,0.02331816922618118
2020,analogy,5311,LZ,4411,LZ,0.023254091906816318
2020,analogy,5311,LZ,5207,LZ,0.023098505583261437
2020,analogy,5311,LZ,8424,LZ,0.022794533650548707
2020,analogy,5318,LZ,8431,LZ,0.022033874375872484
2020,analogy,5318,LZ,4418,LZ,0.022023598155737317
2020,analogy,5318,LZ,3204,LZ,0.0217386145782536
2020,analogy,5318,LZ,8414,LZ,0.021706302743849156
2020,analogy,5318,LZ,3207,LZ,0.02168184865661485
2020,analogy,5318,LZ,2415,LZ,0.021574100274280774
2020,analogy,5318,LZ,5220,LZ,0.021507125427255212
2020,analogy,5318,LZ,3202,LZ,0.021469739313162848
2020,analogy,5318,LZ,5221,LZ,0.021366813934944016
2020,analogy,5318,LZ,8416,LZ,0.02124778942202232
2020,analogy,7506,LZ,9303,LZ,0.022048154996481894
2020,analogy,7506,LZ,56,LZ,0.020193398689405624
2020,analogy,7506,LZ,8426,LZ,0.02169499104593715
2020,analogy,7506,LZ,9302,LZ,0.02245059467646285
2020,analogy,7506,LZ,2403,LZ,0.020368233447814212
2020,analogy,7506,LZ,2407,LZ,0.023200086840093295
2020,analogy,7506,LZ,2409,LZ,0.023103655745365374
2020,analogy,7506,LZ,2701,LZ,0.0238420606689449
2020,analogy,7506,LZ,2805,LZ,0.02181902108584527
2020,analogy,7506,LZ,4407,LZ,0.02352800772129163
2020,analogy,7513,LZ,7615,LZ,0.025594511575047895
2020,analogy,7513,LZ,7520,LZ,0.025493573035215485
2020,analogy,7513,LZ,8432,LZ,0.025410735944254408
2020,analogy,7513,LZ,8429,LZ,0.025163768032257856
2020,analogy,7513,LZ,3201,LZ,0.024925914770757344
2020,analogy,7513,LZ,8420,LZ,0.024881348614197798
2020,analogy,7513,LZ,1102,LZ,0.024840718327906693
2020,analogy,7513,LZ,5314,LZ,0.024588118758037462
2020,analogy,7513,LZ,7519,LZ,0.02410381100733145
2020,analogy,7513,LZ,7605,LZ,0.02400840819287117
2020,analogy,7520,LZ,8432,LZ,0.025521612239185937
2020,analogy,7520,LZ,7513,LZ,0.02527940697683344
2020,analogy,7520,LZ,8429,LZ,0.025182397255133382
