year,ze2020,libze2020,side_enterprise_creations_official,side_establishment_creations_official,communes_count
2015,7605,Bagnols-sur-Cèze,553.0,615.0,52
2015,7606,Béziers,2390.0,2628.0,110
2015,7607,Cahors,718.0,774.0,134
2015,7608,Carcassonne-Limoux,1608.0,1787.0,309
2015,7609,Castelsarrasin-Moissac,518.0,548.0,104
2015,7610,Castres-Mazamet,1085.0,1281.0,134
2015,7611,Figeac-Villefranche,588.0,776.0,136
2015,7612,Foix-Pamiers,1099.0,1195.0,268
2015,7613,Mende,418.0,509.0,135
2015,7614,Millau,460.0,547.0,91
2015,7615,Montauban,1608.0,1818.0,101
2015,7616,Montpellier,9356.0,10359.0,172
2015,7617,Narbonne,1601.0,1765.0,102
2015,7618,Nîmes,3717.0,4030.0,118
2015,7619,Nord-du-Lot,348.0,519.0,110
2015,7620,Perpignan,5014.0,5751.0,235
2015,7621,Rodez,868.0,1064.0,133
2015,7622,Saint-Gaudens,1058.0,1133.0,387
2015,7623,Sète,1117.0,1186.0,11
2015,7624,Tarbes-Lourdes,1800.0,2023.0,477
2015,7625,Toulouse,12161.0,13549.0,335
2015,8401,Annecy,2998.0,3318.0,98
2015,8402,Aubenas,1217.0,1268.0,175
2015,8403,Aurillac,446.0,626.0,102
2015,8404,Belley,351.0,374.0,72
2015,8405,Bourg-en-Bresse,1811.0,1965.0,166
2015,8406,Bourgoin-Jallieu,2011.0,2204.0,106
2015,8407,Chambéry,2157.0,2372.0,110
2015,8408,Clermont-Ferrand,3189.0,3751.0,191
2015,8409,Grenoble,5261.0,6024.0,189
2015,8410,Issoire,546.0,606.0,138
2015,8411,La Maurienne,369.0,420.0,48
2015,8412,La Plaine du Forez,618.0,690.0,88
2015,8413,La Tarentaise,1430.0,1794.0,68
2015,8414,La Vallée de l'Arve,714.0,786.0,28
2015,8415,Le Chablais,1093.0,1243.0,48
2015,8416,Le Genevois Français,2462.0,2647.0,146
2015,8417,Le Livradois,547.0,563.0,109
2015,8418,Le Mont Blanc,889.0,978.0,20
2015,8419,Le Puy-en-Velay,737.0,803.0,184
2015,8420,Les Sources de la Loire,524.0,545.0,77
2015,8421,Lyon,19718.0,22172.0,235
2015,8422,Montélimar,977.0,1060.0,65
2015,8423,Montluçon,610.0,754.0,114
2015,8424,Moulins,537.0,628.0,101
2015,8425,Oyonnax,361.0,399.0,35
2015,8426,Roanne,868.0,976.0,76
2015,8427,Romans-sur-Isère,812.0,849.0,57
2015,8428,Saint-Étienne,3858.0,4283.0,134
2015,8429,Saint-Flour,190.0,272.0,88
2015,8430,Tarare,389.0,416.0,42
2015,8431,Valence,2622.0,2868.0,157
2015,8432,Vichy,904.0,1019.0,144
2015,8433,Vienne-Annonay,1878.0,2105.0,146
2015,8434,Villefranche-sur-Saône,1463.0,1537.0,92
2015,8435,Voiron,1585.0,1682.0,130
2015,9301,Aix-en-Provence,4771.0,5447.0,61
2015,9302,Briançon,478.0,568.0,36
2015,9303,Brignoles,1518.0,1592.0,41
2015,9304,Cannes,6444.0,7165.0,50
2015,9305,Carpentras,916.0,1020.0,29
2015,9306,Cavaillon,1368.0,1546.0,54
2015,9307,Digne-les-Bains,742.0,830.0,123
2015,9308,Draguignan,1304.0,1407.0,39
2015,9309,Fréjus,1619.0,1741.0,5
2015,9310,Gap,968.0,1087.0,125
2015,9311,Manosque,957.0,1053.0,67
2015,9312,Marseille,12731.0,13888.0,32
2015,9313,Martigues-Salon,2612.0,2883.0,26
2015,9314,Menton,877.0,962.0,18
2015,9315,Nice,8570.0,9670.0,116
2015,9316,Orange,656.0,719.0,16
2015,9317,Sainte-Maxime,1012.0,1226.0,12
2015,9318,Toulon,6107.0,6663.0,33
2015,9401,Ajaccio,1258.0,1377.0,81
2015,9402,Bastia,1227.0,1351.0,112
2015,9403,Calvi,301.0,366.0,36
2015,9404,Corte,128.0,157.0,58
2015,9405,Ghisonaccia,195.0,284.0,30
2015,9406,Porto-Vecchio,516.0,585.0,12
2015,9407,Propriano,171.0,190.0,31
2016,0051,Alençon,690.0,777.0,184
2016,0052,Arles,1453.0,1660.0,20
2016,0053,Avignon,2986.0,3432.0,36
2016,0054,Beauvais,1795.0,2036.0,327
2016,0055,Bollène-Pierrelatte,652.0,775.0,29
2016,0056,Cosne-Cours-sur-Loire,400.0,437.0,119
2016,0057,Dreux,947.0,1038.0,115
2016,0058,La Vallée de la Bresle-Vimeu,344.0,390.0,93
2016,0059,Mâcon,1197.0,1312.0,159
2016,0060,Nevers,815.0,960.0,180
2016,0061,Nogent-le-Rotrou,413.0,458.0,82
2016,0062,Redon,473.0,525.0,43
2016,0063,Ussel,405.0,532.0,186
2016,0064,Valréas,637.0,721.0,114
2016,0101,Côte sous le vent,151.0,163.0,3
2016,0102,Est Grande Terre,586.0,638.0,6
2016,0103,Marie-Galante,52.0,62.0,3
2016,0104,Région Pointoise,2939.0,3204.0,10
2016,0105,Sud Basse-Terre,492.0,521.0,10
2016,0201,Le Centre-Atlantique,449.0,474.0,4
2016,0202,Le Centre agglomération,2884.0,3046.0,4
2016,0203,Le Nord-Atlantique,90.0,92.0,6
2016,0204,Le Nord-Caraibe,167.0,191.0,8
2016,0205,Le Sud,429.0,454.0,5
2016,0206,Le Sud-Caraibe,685.0,742.0,7
2016,0301,Est-littoral,1266.0,1408.0,10
2016,0302,Ouest-Guyanais,154.0,182.0,8
2016,0303,Savanes,150.0,179.0,4
2016,0401,L'Est,804.0,882.0,6
2016,0402,L'Ouest,2026.0,2197.0,5
2016,0403,Le Nord,1641.0,1850.0,3
2016,0404,Le Sud,2459.0,2704.0,10
2016,0601,Mayotte,813.0,919.0,17
2016,1101,Cergy-Vexin,5746.0,6301.0,120
2016,1102,Coulommiers,669.0,724.0,54
2016,1103,Étampes,868.0,952.0,64
2016,1104,Évry-Courcouronnes,5135.0,5576.0,68
2016,1105,Fontainebleau-Nemours,1746.0,1943.0,106
2016,1106,Marne-la-Vallée,4447.0,4848.0,69
2016,1107,Meaux,1721.0,1854.0,102
2016,1108,Melun,1626.0,1752.0,71
2016,1109,Paris,115520.0,127779.0,122
2016,1110,Provins,431.0,456.0,81
2016,1111,Rambouillet,726.0,774.0,36
2016,1112,Roissy,8922.0,9719.0,87
2016,1113,Saclay,4740.0,5266.0,62
2016,1114,Seine-Yvelinoise,7505.0,8157.0,121
2016,1115,Versailles-Saint-Quentin,5819.0,6389.0,103
2016,2401,Blois,1153.0,1318.0,104
2016,2402,Bourges,1079.0,1303.0,170
2016,2403,Chartres,1400.0,1576.0,150
2016,2404,Châteaudun,291.0,340.0,63
2016,2405,Châteauroux,1068.0,1292.0,213
2016,2406,Chinon,263.0,297.0,42
2016,2407,Gien,419.0,501.0,67
2016,2408,Loches,329.0,344.0,78
2016,2409,Montargis,892.0,975.0,96
2016,2410,Orléans,3037.0,3474.0,133
2016,2411,Pithiviers,415.0,471.0,78
2016,2412,Romorantin-Lanthenay,590.0,648.0,70
2016,2413,Tours,3759.0,4241.0,166
2016,2414,Vendôme,405.0,454.0,89
2016,2415,Vierzon,270.0,318.0,28
2016,2701,Autun,258.0,271.0,66
2016,2702,Auxerre,1179.0,1301.0,211
2016,2703,Avallon,324.0,354.0,172
2016,2704,Beaune,613.0,693.0,143
2016,2705,Belfort,1111.0,1245.0,164
2016,2706,Besançon,2276.0,2573.0,408
2016,2707,Chalon-sur-Saône,1062.0,1232.0,133
2016,2708,Charolais,508.0,573.0,132
2016,2709,Châtillon-Montbard,398.0,451.0,233
2016,2710,Creusot-Montceau,512.0,614.0,57
2016,2711,Dijon,2952.0,3321.0,322
2016,2712,Dole,531.0,606.0,123
2016,2713,Lons-le-Saunier,1049.0,1183.0,333
2016,2714,Montbéliard,1050.0,1151.0,146
2016,2715,Pontarlier,841.0,920.0,174
2016,2716,Saint-Claude,352.0,397.0,71
2016,2717,Sens,720.0,801.0,102
2016,2718,Vesoul,702.0,790.0,336
2016,2801,Argentan,211.0,228.0,73
2016,2802,Avranches,471.0,548.0,101
2016,2803,Bernay,449.0,489.0,106
2016,2804,Caen,3787.0,4274.0,378
2016,2805,Cherbourg-en-Cotentin,861.0,966.0,135
2016,2806,Coutances,347.0,389.0,67
2016,2807,Dieppe-Caux maritime,769.0,889.0,196
2016,2808,Évreux,1280.0,1426.0,167
2016,2809,Flers,443.0,512.0,91
2016,2810,Granville,353.0,409.0,45
2016,2811,Honfleur Pont-Audemer,841.0,951.0,119
2016,2812,L'Aigle,258.0,293.0,79
2016,2813,Le Havre,1580.0,1847.0,115
2016,2814,Lisieux,493.0,556.0,93
2016,2815,Rouen,4732.0,5408.0,299
2016,2816,Saint-Lô,575.0,654.0,104
2016,2817,Vernon-Gisors,915.0,983.0,110
2016,2818,Vire Normandie,223.0,245.0,21
2016,2819,Yvetot-Vallée du Commerce,567.0,610.0,99
2016,3201,Abbeville,555.0,629.0,165
2016,3202,Amiens,2135.0,2521.0,455
2016,3203,Arras,995.0,1169.0,232
2016,3204,Berck,745.0,870.0,201
2016,3205,Béthune,1263.0,1403.0,109
2016,3206,Boulogne-sur-Mer,858.0,967.0,92
2016,3207,Calais,666.0,768.0,51
2016,3208,Cambrai,774.0,891.0,111
2016,3209,Château-Thierry,475.0,537.0,119
2016,3210,Compiègne,1231.0,1406.0,181
2016,3211,Creil,2173.0,2470.0,134
2016,3212,Douai,1291.0,1414.0,71
2016,3213,Dunkerque,1207.0,1350.0,75
2016,3214,Laon,498.0,564.0,225
2016,3215,Lens,1755.0,1973.0,58
2016,3216,Lille,8475.0,9919.0,133
2016,3217,Maubeuge,1065.0,1248.0,199
2016,3218,Roubaix-Tourcoing,3130.0,3489.0,22
2016,3219,Saint-Omer,798.0,900.0,126
2016,3220,Saint-Quentin,1235.0,1430.0,326
2016,3221,Soissons,913.0,1026.0,232
2016,3222,Valenciennes,2270.0,2516.0,125
2016,4401,Bar-le-Duc,331.0,402.0,154
2016,4402,Châlons-en-Champagne,590.0,720.0,151
2016,4403,Charleville-Mézières,882.0,1023.0,180
2016,4404,Chaumont,622.0,740.0,369
2016,4405,Colmar,1514.0,1674.0,100
2016,4406,Épernay,472.0,556.0,113
2016,4407,Épinal,1119.0,1280.0,328
2016,4408,Forbach,590.0,640.0,30
2016,4409,Haguenau,1497.0,1625.0,164
2016,4410,Metz,3028.0,3415.0,246
2016,4411,Mulhouse,3141.0,3444.0,170
2016,4412,Nancy,3778.0,4343.0,445
2016,4413,Reims,2357.0,2790.0,225
2016,4414,Remiremont,588.0,646.0,49
2016,4415,Romilly-sur-Seine,442.0,560.0,170
2016,4416,Saint-Avold,751.0,831.0,131
2016,4417,Saint-Dié-des-Vosges,608.0,670.0,110
2016,4418,Saint-Louis,515.0,553.0,91
2016,4419,Sarrebourg,694.0,776.0,215
2016,4420,Sarreguemines,634.0,717.0,141
2016,4421,Sedan,474.0,552.0,245
2016,4422,Sélestat,670.0,730.0,72
2016,4423,Strasbourg,6498.0,7269.0,213
2016,4424,Thionville,1651.0,1807.0,190
2016,4425,Troyes,1541.0,1829.0,358
2016,4426,Verdun,409.0,435.0,231
2016,4427,Vitry-le-François Saint-Dizier,542.0,652.0,224
2016,5201,Ancenis,649.0,724.0,23
2016,5202,Angers,2793.0,3163.0,67
2016,5203,Challans,1113.0,1261.0,42
2016,5204,Château-Gontier-sur-Mayenne,220.0,254.0,32
2016,5205,Châteaubriant,311.0,374.0,32
2016,5206,Cholet,1042.0,1236.0,35
2016,5207,Fontenay-le-Comte,713.0,846.0,98
2016,5208,La Ferté-Bernard,308.0,350.0,80
2016,5209,La Flèche,284.0,324.0,28
2016,5210,La Roche-sur-Yon,1112.0,1267.0,45
2016,5211,Laval,935.0,1087.0,85
2016,5212,Le Mans,1920.0,2203.0,148
2016,5213,Les Herbiers-Montaigu,817.0,947.0,49
2016,5214,Les Sables-d'Olonne,784.0,827.0,18
2016,5215,Mayenne,371.0,416.0,92
2016,5216,Nantes,8705.0,9844.0,95
2016,5217,Pornic,607.0,641.0,16
2016,5218,Sablé-sur-Sarthe,239.0,272.0,52
2016,5219,Saint-Nazaire,1791.0,2022.0,37
2016,5220,Saumur,551.0,611.0,45
2016,5221,Segré-en-Anjou Bleu,260.0,289.0,30
2016,5301,Auray,831.0,890.0,28
2016,5302,Brest,2283.0,2600.0,92
2016,5303,Carhaix-Plouguer,464.0,519.0,81
2016,5304,Dinan,657.0,723.0,66
2016,5305,Fougères,422.0,466.0,45
2016,5306,Guingamp,289.0,335.0,49
2016,5307,Lamballe-Armor,393.0,433.0,40
2016,5308,Lannion,777.0,810.0,65
2016,5309,Lorient,1563.0,1691.0,35
2016,5310,Morlaix,706.0,776.0,59
2016,5311,Ploërmel,460.0,501.0,53
2016,5312,Pontivy-Loudéac,557.0,629.0,64
2016,5313,Quimper,1948.0,2153.0,83
2016,5314,Quimperlé,382.0,418.0,18
2016,5315,Rennes,5334.0,6103.0,160
2016,5316,Saint-Brieuc,1207.0,1356.0,58
2016,5317,Saint-Malo,1218.0,1353.0,54
2016,5318,Vannes,1830.0,2041.0,60
2016,5319,Vitré,492.0,553.0,56
2016,7501,Agen,1037.0,1172.0,99
2016,7502,Angoulême,1522.0,1786.0,229
2016,7503,Bayonne,4068.0,4440.0,111
2016,7504,Bergerac,983.0,1054.0,153
2016,7505,Bordeaux,14326.0,16105.0,164
2016,7506,Bressuire,602.0,707.0,80
2016,7507,Brive-la-Gaillarde,892.0,1057.0,98
2016,7508,Châtellerault,510.0,551.0,50
2016,7509,Cognac,803.0,967.0,191
2016,7510,Dax,1443.0,1640.0,119
2016,7511,Guéret,634.0,817.0,255
2016,7512,La Rochelle,2548.0,2801.0,83
2016,7513,La Teste-de-Buch,1930.0,2102.0,33
2016,7514,Langon,1090.0,1162.0,175
2016,7515,Lesparre-Médoc,672.0,719.0,40
2016,7516,Libourne,1422.0,1513.0,140
2016,7517,Limoges,2001.0,2291.0,130
2016,7518,Marmande,702.0,794.0,131
2016,7519,Mont-de-Marsan,900.0,1095.0,166
2016,7520,Niort,1241.0,1497.0,158
2016,7521,Oloron-Sainte-Marie,516.0,568.0,163
2016,7522,Pau,2393.0,2748.0,286
2016,7523,Périgueux,1665.0,1848.0,231
2016,7524,Poitiers,2106.0,2479.0,163
2016,7525,Rochefort,550.0,634.0,41
2016,7526,Royan,1141.0,1277.0,51
2016,7527,Saint-Junien,565.0,665.0,104
2016,7528,Saintes,938.0,1032.0,147
2016,7529,Sarlat-la-Canéda,597.0,649.0,107
2016,7530,Thouars,346.0,394.0,76
2016,7531,Tulle,467.0,585.0,130
2016,7532,Villeneuve-sur-Lot,651.0,698.0,98
2016,7601,Agde-Pézenas,1085.0,1239.0,18
2016,7602,Albi,1955.0,2154.0,190
2016,7603,Alès-Le Vigan,1715.0,1842.0,172
2016,7604,Auch,1337.0,1519.0,392
2016,7605,Bagnols-sur-Cèze,604.0,645.0,52
2016,7606,Béziers,2302.0,2569.0,110
2016,7607,Cahors,720.0,787.0,134
2016,7608,Carcassonne-Limoux,1740.0,1956.0,309
2016,7609,Castelsarrasin-Moissac,542.0,626.0,104
2016,7610,Castres-Mazamet,1126.0,1231.0,134
2016,7611,Figeac-Villefranche,627.0,764.0,136
2016,7612,Foix-Pamiers,1113.0,1257.0,268
2016,7613,Mende,376.0,446.0,135
2016,7614,Millau,484.0,596.0,91
2016,7615,Montauban,1677.0,1831.0,101
2016,7616,Montpellier,9945.0,10934.0,172
2016,7617,Narbonne,1616.0,1844.0,102
2016,7618,Nîmes,3815.0,4177.0,118
2016,7619,Nord-du-Lot,394.0,513.0,110
2016,7620,Perpignan,5004.0,5706.0,235
2016,7621,Rodez,947.0,1204.0,133
2016,7622,Saint-Gaudens,1031.0,1080.0,387
2016,7623,Sète,1138.0,1217.0,11
2016,7624,Tarbes-Lourdes,1899.0,2112.0,477
2016,7625,Toulouse,13408.0,14992.0,335
2016,8401,Annecy,3226.0,3487.0,98
2016,8402,Aubenas,1207.0,1334.0,175
2016,8403,Aurillac,417.0,585.0,102
2016,8404,Belley,395.0,432.0,72
2016,8405,Bourg-en-Bresse,1888.0,2055.0,166
2016,8406,Bourgoin-Jallieu,1949.0,2180.0,106
2016,8407,Chambéry,2358.0,2566.0,110
2016,8408,Clermont-Ferrand,3255.0,3743.0,191
2016,8409,Grenoble,5691.0,6312.0,189
2016,8410,Issoire,529.0,595.0,138
2016,8411,La Maurienne,340.0,426.0,48
2016,8412,La Plaine du Forez,585.0,631.0,88
2016,8413,La Tarentaise,1426.0,1754.0,68
2016,8414,La Vallée de l'Arve,725.0,800.0,28
2016,8415,Le Chablais,1195.0,1333.0,48
2016,8416,Le Genevois Français,2674.0,2839.0,146
2016,8417,Le Livradois,542.0,584.0,109
2016,8418,Le Mont Blanc,914.0,1052.0,20
2016,8419,Le Puy-en-Velay,700.0,783.0,184
2016,8420,Les Sources de la Loire,498.0,561.0,77
2016,8421,Lyon,21958.0,24447.0,235
2016,8422,Montélimar,1047.0,1135.0,65
2016,8423,Montluçon,650.0,775.0,114
2016,8424,Moulins,492.0,612.0,101
2016,8425,Oyonnax,387.0,426.0,35
2016,8426,Roanne,874.0,968.0,76
2016,8427,Romans-sur-Isère,775.0,875.0,57
2016,8428,Saint-Étienne,3995.0,4364.0,134
2016,8429,Saint-Flour,168.0,250.0,88
2016,8430,Tarare,358.0,369.0,42
2016,8431,Valence,2714.0,2943.0,157
2016,8432,Vichy,857.0,995.0,144
2016,8433,Vienne-Annonay,1930.0,2046.0,146
2016,8434,Villefranche-sur-Saône,1672.0,1810.0,92
2016,8435,Voiron,1636.0,1783.0,130
2016,9301,Aix-en-Provence,5226.0,5856.0,61
2016,9302,Briançon,481.0,574.0,36
2016,9303,Brignoles,1574.0,1675.0,41
2016,9304,Cannes,6881.0,7657.0,50
2016,9305,Carpentras,979.0,1047.0,29
2016,9306,Cavaillon,1312.0,1454.0,54
2016,9307,Digne-les-Bains,688.0,819.0,123
2016,9308,Draguignan,1363.0,1444.0,39
2016,9309,Fréjus,1621.0,1863.0,5
2016,9310,Gap,958.0,1189.0,125
2016,9311,Manosque,935.0,1061.0,67
2016,9312,Marseille,13354.0,14695.0,32
2016,9313,Martigues-Salon,2831.0,3190.0,26
2016,9314,Menton,848.0,1012.0,18
2016,9315,Nice,8811.0,9803.0,116
2016,9316,Orange,594.0,676.0,16
2016,9317,Sainte-Maxime,1053.0,1264.0,12
2016,9318,Toulon,6315.0,6959.0,33
2016,9401,Ajaccio,1262.0,1428.0,81
2016,9402,Bastia,1373.0,1548.0,112
2016,9403,Calvi,338.0,404.0,36
2016,9404,Corte,142.0,184.0,58
2016,9405,Ghisonaccia,214.0,290.0,30
2016,9406,Porto-Vecchio,508.0,608.0,12
2016,9407,Propriano,180.0,200.0,31
2017,0051,Alençon,666.0,742.0,184
2017,0052,Arles,1484.0,1677.0,20
2017,0053,Avignon,3229.0,3615.0,36
2017,0054,Beauvais,1929.0,2163.0,327
2017,0055,Bollène-Pierrelatte,602.0,696.0,29
2017,0056,Cosne-Cours-sur-Loire,434.0,484.0,119
2017,0057,Dreux,1036.0,1146.0,115
2017,0058,La Vallée de la Bresle-Vimeu,353.0,368.0,93
2017,0059,Mâcon,1287.0,1401.0,159
2017,0060,Nevers,895.0,1026.0,180
2017,0061,Nogent-le-Rotrou,442.0,484.0,82
2017,0062,Redon,514.0,535.0,43
2017,0063,Ussel,398.0,476.0,186
2017,0064,Valréas,633.0,700.0,114
2017,0101,Côte sous le vent,159.0,159.0,3
2017,0102,Est Grande Terre,634.0,670.0,6
2017,0103,Marie-Galante,94.0,104.0,3
2017,0104,Région Pointoise,3099.0,3343.0,10
2017,0105,Sud Basse-Terre,535.0,561.0,10
2017,0201,Le Centre-Atlantique,382.0,420.0,4
2017,0202,Le Centre agglomération,3274.0,3436.0,4
2017,0203,Le Nord-Atlantique,90.0,88.0,6
2017,0204,Le Nord-Caraibe,169.0,183.0,8
2017,0205,Le Sud,455.0,471.0,5
2017,0206,Le Sud-Caraibe,697.0,737.0,7
2017,0301,Est-littoral,1176.0,1285.0,10
2017,0302,Ouest-Guyanais,154.0,172.0,8
2017,0303,Savanes,165.0,173.0,4
2017,0401,L'Est,846.0,930.0,6
2017,0402,L'Ouest,2150.0,2345.0,5
2017,0403,Le Nord,1667.0,1830.0,3
2017,0404,Le Sud,2721.0,3026.0,10
2017,0601,Mayotte,957.0,1061.0,17
2017,1101,Cergy-Vexin,6228.0,6750.0,120
2017,1102,Coulommiers,674.0,680.0,54
2017,1103,Étampes,905.0,962.0,64
2017,1104,Évry-Courcouronnes,5751.0,6322.0,68
2017,1105,Fontainebleau-Nemours,1887.0,2046.0,106
2017,1106,Marne-la-Vallée,4889.0,5439.0,69
2017,1107,Meaux,1929.0,2101.0,102
2017,1108,Melun,1754.0,1920.0,71
2017,1109,Paris,128643.0,140956.0,122
2017,1110,Provins,468.0,498.0,81
2017,1111,Rambouillet,738.0,833.0,36
2017,1112,Roissy,10052.0,10730.0,87
2017,1113,Saclay,5318.0,5831.0,62
2017,1114,Seine-Yvelinoise,8415.0,9097.0,121
2017,1115,Versailles-Saint-Quentin,6499.0,7163.0,103
2017,2401,Blois,1240.0,1399.0,104
2017,2402,Bourges,1088.0,1345.0,170
2017,2403,Chartres,1443.0,1608.0,150
2017,2404,Châteaudun,318.0,347.0,63
2017,2405,Châteauroux,1097.0,1291.0,213
2017,2406,Chinon,303.0,324.0,42
2017,2407,Gien,452.0,532.0,67
2017,2408,Loches,375.0,416.0,78
2017,2409,Montargis,915.0,1010.0,96
2017,2410,Orléans,3150.0,3492.0,133
2017,2411,Pithiviers,425.0,472.0,78
2017,2412,Romorantin-Lanthenay,603.0,655.0,70
2017,2413,Tours,4173.0,4634.0,166
2017,2414,Vendôme,392.0,439.0,89
2017,2415,Vierzon,260.0,300.0,28
2017,2701,Autun,246.0,261.0,66
2017,2702,Auxerre,1326.0,1506.0,211
2017,2703,Avallon,326.0,364.0,172
2017,2704,Beaune,671.0,724.0,143
2017,2705,Belfort,1263.0,1390.0,164
2017,2706,Besançon,2385.0,2670.0,408
2017,2707,Chalon-sur-Saône,1071.0,1184.0,133
2017,2708,Charolais,514.0,586.0,132
2017,2709,Châtillon-Montbard,426.0,478.0,233
2017,2710,Creusot-Montceau,551.0,614.0,57
2017,2711,Dijon,3341.0,3761.0,322
2017,2712,Dole,605.0,680.0,123
2017,2713,Lons-le-Saunier,1129.0,1248.0,333
2017,2714,Montbéliard,1042.0,1135.0,146
2017,2715,Pontarlier,812.0,921.0,174
2017,2716,Saint-Claude,380.0,417.0,71
2017,2717,Sens,852.0,963.0,102
2017,2718,Vesoul,756.0,828.0,336
2017,2801,Argentan,260.0,278.0,73
2017,2802,Avranches,465.0,517.0,101
2017,2803,Bernay,437.0,449.0,106
2017,2804,Caen,4184.0,4717.0,378
2017,2805,Cherbourg-en-Cotentin,899.0,999.0,135
2017,2806,Coutances,374.0,433.0,67
2017,2807,Dieppe-Caux maritime,817.0,913.0,196
2017,2808,Évreux,1356.0,1520.0,167
2017,2809,Flers,472.0,539.0,91
2017,2810,Granville,412.0,474.0,45
2017,2811,Honfleur Pont-Audemer,891.0,1008.0,119
2017,2812,L'Aigle,267.0,285.0,79
2017,2813,Le Havre,1751.0,1937.0,115
2017,2814,Lisieux,533.0,601.0,93
2017,2815,Rouen,5233.0,5893.0,299
2017,2816,Saint-Lô,563.0,650.0,104
2017,2817,Vernon-Gisors,978.0,1054.0,110
2017,2818,Vire Normandie,204.0,231.0,21
2017,2819,Yvetot-Vallée du Commerce,587.0,631.0,99
2017,3201,Abbeville,644.0,699.0,165
2017,3202,Amiens,2240.0,2619.0,455
2017,3203,Arras,1121.0,1288.0,232
2017,3204,Berck,800.0,938.0,201
2017,3205,Béthune,1339.0,1473.0,109
2017,3206,Boulogne-sur-Mer,935.0,1020.0,92
2017,3207,Calais,730.0,820.0,51
2017,3208,Cambrai,773.0,900.0,111
2017,3209,Château-Thierry,468.0,535.0,119
2017,3210,Compiègne,1315.0,1484.0,181
2017,3211,Creil,2319.0,2549.0,134
2017,3212,Douai,1251.0,1382.0,71
2017,3213,Dunkerque,1262.0,1396.0,75
2017,3214,Laon,546.0,634.0,225
2017,3215,Lens,1927.0,2115.0,58
2017,3216,Lille,9665.0,10965.0,133
2017,3217,Maubeuge,1216.0,1400.0,199
2017,3218,Roubaix-Tourcoing,3336.0,3662.0,22
2017,3219,Saint-Omer,812.0,929.0,126
2017,3220,Saint-Quentin,1385.0,1600.0,326
2017,3221,Soissons,1078.0,1166.0,232
2017,3222,Valenciennes,2100.0,2292.0,125
2017,4401,Bar-le-Duc,325.0,381.0,154
2017,4402,Châlons-en-Champagne,662.0,771.0,151
2017,4403,Charleville-Mézières,993.0,1102.0,180
2017,4404,Chaumont,645.0,764.0,369
2017,4405,Colmar,1540.0,1695.0,100
2017,4406,Épernay,550.0,645.0,113
2017,4407,Épinal,1186.0,1322.0,328
2017,4408,Forbach,580.0,632.0,30
2017,4409,Haguenau,1633.0,1771.0,164
2017,4410,Metz,3303.0,3770.0,246
2017,4411,Mulhouse,3278.0,3559.0,170
2017,4412,Nancy,3880.0,4373.0,445
2017,4413,Reims,2752.0,3165.0,225
2017,4414,Remiremont,637.0,691.0,49
2017,4415,Romilly-sur-Seine,534.0,614.0,170
2017,4416,Saint-Avold,795.0,871.0,131
2017,4417,Saint-Dié-des-Vosges,577.0,614.0,110
2017,4418,Saint-Louis,600.0,663.0,91
2017,4419,Sarrebourg,675.0,745.0,215
2017,4420,Sarreguemines,687.0,746.0,141
2017,4421,Sedan,570.0,647.0,245
2017,4422,Sélestat,715.0,775.0,72
2017,4423,Strasbourg,7234.0,8111.0,213
2017,4424,Thionville,1683.0,1830.0,190
2017,4425,Troyes,1641.0,1931.0,358
2017,4426,Verdun,385.0,442.0,231
2017,4427,Vitry-le-François Saint-Dizier,587.0,675.0,224
2017,5201,Ancenis,700.0,778.0,23
2017,5202,Angers,3053.0,3392.0,67
2017,5203,Challans,1216.0,1390.0,42
2017,5204,Château-Gontier-sur-Mayenne,253.0,279.0,32
2017,5205,Châteaubriant,361.0,398.0,32
2017,5206,Cholet,1075.0,1242.0,35
2017,5207,Fontenay-le-Comte,757.0,897.0,98
2017,5208,La Ferté-Bernard,361.0,395.0,80
2017,5209,La Flèche,337.0,369.0,28
2017,5210,La Roche-sur-Yon,1239.0,1442.0,45
2017,5211,Laval,1117.0,1255.0,85
2017,5212,Le Mans,2197.0,2543.0,148
2017,5213,Les Herbiers-Montaigu,841.0,941.0,49
2017,5214,Les Sables-d'Olonne,846.0,950.0,18
2017,5215,Mayenne,399.0,434.0,92
2017,5216,Nantes,9654.0,10862.0,95
2017,5217,Pornic,628.0,676.0,16
2017,5218,Sablé-sur-Sarthe,252.0,297.0,52
2017,5219,Saint-Nazaire,1936.0,2168.0,37
2017,5220,Saumur,607.0,710.0,45
2017,5221,Segré-en-Anjou Bleu,321.0,357.0,30
2017,5301,Auray,841.0,897.0,28
2017,5302,Brest,2462.0,2716.0,92
2017,5303,Carhaix-Plouguer,452.0,478.0,81
2017,5304,Dinan,659.0,684.0,66
2017,5305,Fougères,421.0,458.0,45
2017,5306,Guingamp,336.0,371.0,49
2017,5307,Lamballe-Armor,441.0,480.0,40
2017,5308,Lannion,850.0,875.0,65
2017,5309,Lorient,1621.0,1770.0,35
2017,5310,Morlaix,739.0,816.0,59
2017,5311,Ploërmel,487.0,532.0,53
2017,5312,Pontivy-Loudéac,596.0,670.0,64
2017,5313,Quimper,2102.0,2282.0,83
2017,5314,Quimperlé,377.0,405.0,18
2017,5315,Rennes,5886.0,6806.0,160
2017,5316,Saint-Brieuc,1324.0,1465.0,58
2017,5317,Saint-Malo,1236.0,1337.0,54
2017,5318,Vannes,1965.0,2124.0,60
