year,ze2020,libze2020,side_enterprise_creations_official,side_establishment_creations_official,communes_count
2013,8415,Le Chablais,1114.0,1235.0,48
2013,8416,Le Genevois Français,2486.0,2701.0,146
2013,8417,Le Livradois,559.0,599.0,109
2013,8418,Le Mont Blanc,933.0,1042.0,20
2013,8419,Le Puy-en-Velay,790.0,870.0,184
2013,8420,Les Sources de la Loire,535.0,580.0,77
2013,8421,Lyon,18778.0,20800.0,235
2013,8422,Montélimar,1016.0,1117.0,65
2013,8423,Montluçon,640.0,777.0,114
2013,8424,Moulins,636.0,744.0,101
2013,8425,Oyonnax,357.0,418.0,35
2013,8426,Roanne,940.0,1012.0,76
2013,8427,Romans-sur-Isère,837.0,895.0,57
2013,8428,Saint-Étienne,4021.0,4410.0,134
2013,8429,Saint-Flour,180.0,316.0,88
2013,8430,Tarare,355.0,355.0,42
2013,8431,Valence,2639.0,2897.0,157
2013,8432,Vichy,1010.0,1098.0,144
2013,8433,Vienne-Annonay,1990.0,2109.0,146
2013,8434,Villefranche-sur-Saône,1508.0,1546.0,92
2013,8435,Voiron,1734.0,1864.0,130
2013,9301,Aix-en-Provence,5174.0,5736.0,61
2013,9302,Briançon,526.0,608.0,36
2013,9303,Brignoles,1576.0,1628.0,41
2013,9304,Cannes,6829.0,7544.0,50
2013,9305,Carpentras,1009.0,1131.0,29
2013,9306,Cavaillon,1442.0,1610.0,54
2013,9307,Digne-les-Bains,769.0,900.0,123
2013,9308,Draguignan,1355.0,1440.0,39
2013,9309,Fréjus,1727.0,1912.0,5
2013,9310,Gap,1030.0,1230.0,125
2013,9311,Manosque,954.0,1055.0,67
2013,9312,Marseille,13011.0,14165.0,32
2013,9313,Martigues-Salon,2901.0,3214.0,26
2013,9314,Menton,889.0,997.0,18
2013,9315,Nice,8766.0,9660.0,116
2013,9316,Orange,633.0,718.0,16
2013,9317,Sainte-Maxime,1017.0,1234.0,12
2013,9318,Toulon,6349.0,6842.0,33
2013,9401,Ajaccio,1283.0,1342.0,81
2013,9402,Bastia,1317.0,1413.0,112
2013,9403,Calvi,314.0,359.0,36
2013,9404,Corte,158.0,192.0,58
2013,9405,Ghisonaccia,186.0,317.0,30
2013,9406,Porto-Vecchio,486.0,537.0,12
2013,9407,Propriano,165.0,180.0,31
2014,0051,Alençon,642.0,741.0,184
2014,0052,Arles,1448.0,1552.0,20
2014,0053,Avignon,3225.0,3563.0,36
2014,0054,Beauvais,1773.0,1949.0,327
2014,0055,Bollène-Pierrelatte,654.0,735.0,29
2014,0056,Cosne-Cours-sur-Loire,460.0,510.0,119
2014,0057,Dreux,1027.0,1095.0,115
2014,0058,La Vallée de la Bresle-Vimeu,397.0,425.0,93
2014,0059,Mâcon,1150.0,1268.0,159
2014,0060,Nevers,898.0,1030.0,180
2014,0061,Nogent-le-Rotrou,412.0,444.0,82
2014,0062,Redon,523.0,525.0,43
2014,0063,Ussel,415.0,505.0,186
2014,0064,Valréas,652.0,723.0,114
2014,0101,Côte sous le vent,173.0,186.0,3
2014,0102,Est Grande Terre,628.0,695.0,6
2014,0103,Marie-Galante,70.0,74.0,3
2014,0104,Région Pointoise,2731.0,2979.0,10
2014,0105,Sud Basse-Terre,621.0,672.0,10
2014,0201,Le Centre-Atlantique,405.0,437.0,4
2014,0202,Le Centre agglomération,2734.0,2869.0,4
2014,0203,Le Nord-Atlantique,70.0,83.0,6
2014,0204,Le Nord-Caraibe,142.0,163.0,8
2014,0205,Le Sud,386.0,447.0,5
2014,0206,Le Sud-Caraibe,738.0,822.0,7
2014,0301,Est-littoral,1699.0,1867.0,10
2014,0302,Ouest-Guyanais,167.0,181.0,8
2014,0303,Savanes,193.0,229.0,4
2014,0401,L'Est,846.0,972.0,6
2014,0402,L'Ouest,2009.0,2213.0,5
2014,0403,Le Nord,1661.0,1870.0,3
2014,0404,Le Sud,2303.0,2533.0,10
2014,0601,Mayotte,871.0,951.0,17
2014,1101,Cergy-Vexin,4968.0,5402.0,120
2014,1102,Coulommiers,539.0,603.0,54
2014,1103,Étampes,785.0,848.0,64
2014,1104,Évry-Courcouronnes,4941.0,5398.0,68
2014,1105,Fontainebleau-Nemours,1728.0,1797.0,106
2014,1106,Marne-la-Vallée,4081.0,4484.0,69
2014,1107,Meaux,1608.0,1731.0,102
2014,1108,Melun,1562.0,1685.0,71
2014,1109,Paris,96462.0,108217.0,122
2014,1110,Provins,387.0,419.0,81
2014,1111,Rambouillet,706.0,765.0,36
2014,1112,Roissy,7959.0,8700.0,87
2014,1113,Saclay,4323.0,4707.0,62
2014,1114,Seine-Yvelinoise,7054.0,7685.0,121
2014,1115,Versailles-Saint-Quentin,5212.0,5787.0,103
2014,2401,Blois,1126.0,1250.0,104
2014,2402,Bourges,1187.0,1373.0,170
2014,2403,Chartres,1398.0,1554.0,150
2014,2404,Châteaudun,338.0,363.0,63
2014,2405,Châteauroux,1156.0,1335.0,213
2014,2406,Chinon,281.0,326.0,42
2014,2407,Gien,474.0,517.0,67
2014,2408,Loches,358.0,391.0,78
2014,2409,Montargis,897.0,990.0,96
2014,2410,Orléans,3001.0,3379.0,133
2014,2411,Pithiviers,433.0,475.0,78
2014,2412,Romorantin-Lanthenay,567.0,626.0,70
2014,2413,Tours,3807.0,4158.0,166
2014,2414,Vendôme,338.0,401.0,89
2014,2415,Vierzon,288.0,305.0,28
2014,2701,Autun,252.0,262.0,66
2014,2702,Auxerre,1183.0,1347.0,211
2014,2703,Avallon,315.0,341.0,172
2014,2704,Beaune,631.0,708.0,143
2014,2705,Belfort,1225.0,1362.0,164
2014,2706,Besançon,2294.0,2567.0,408
2014,2707,Chalon-sur-Saône,1056.0,1162.0,133
2014,2708,Charolais,518.0,590.0,132
2014,2709,Châtillon-Montbard,427.0,450.0,233
2014,2710,Creusot-Montceau,588.0,645.0,57
2014,2711,Dijon,3091.0,3551.0,322
2014,2712,Dole,566.0,623.0,123
2014,2713,Lons-le-Saunier,1083.0,1223.0,333
2014,2714,Montbéliard,1100.0,1193.0,146
2014,2715,Pontarlier,717.0,817.0,174
2014,2716,Saint-Claude,341.0,381.0,71
2014,2717,Sens,801.0,890.0,102
2014,2718,Vesoul,781.0,851.0,336
2014,2801,Argentan,209.0,244.0,73
2014,2802,Avranches,508.0,553.0,101
2014,2803,Bernay,479.0,496.0,106
2014,2804,Caen,3987.0,4470.0,378
2014,2805,Cherbourg-en-Cotentin,795.0,929.0,135
2014,2806,Coutances,366.0,393.0,67
2014,2807,Dieppe-Caux maritime,847.0,917.0,196
2014,2808,Évreux,1259.0,1451.0,167
2014,2809,Flers,453.0,497.0,91
2014,2810,Granville,387.0,419.0,45
2014,2811,Honfleur Pont-Audemer,887.0,979.0,119
2014,2812,L'Aigle,296.0,316.0,79
2014,2813,Le Havre,1716.0,1959.0,115
2014,2814,Lisieux,544.0,621.0,93
2014,2815,Rouen,4604.0,5247.0,299
2014,2816,Saint-Lô,574.0,637.0,104
2014,2817,Vernon-Gisors,935.0,1014.0,110
2014,2818,Vire Normandie,236.0,251.0,21
2014,2819,Yvetot-Vallée du Commerce,532.0,593.0,99
2014,3201,Abbeville,489.0,530.0,165
2014,3202,Amiens,2115.0,2447.0,455
2014,3203,Arras,1103.0,1229.0,232
2014,3204,Berck,784.0,876.0,201
2014,3205,Béthune,1404.0,1544.0,109
2014,3206,Boulogne-sur-Mer,991.0,1080.0,92
2014,3207,Calais,752.0,861.0,51
2014,3208,Cambrai,870.0,958.0,111
2014,3209,Château-Thierry,443.0,468.0,119
2014,3210,Compiègne,1227.0,1367.0,181
2014,3211,Creil,2202.0,2421.0,134
2014,3212,Douai,1212.0,1332.0,71
2014,3213,Dunkerque,1187.0,1341.0,75
2014,3214,Laon,567.0,629.0,225
2014,3215,Lens,1983.0,2169.0,58
2014,3216,Lille,7631.0,9378.0,133
2014,3217,Maubeuge,1258.0,1341.0,199
2014,3218,Roubaix-Tourcoing,2994.0,3346.0,22
2014,3219,Saint-Omer,884.0,988.0,126
2014,3220,Saint-Quentin,1216.0,1377.0,326
2014,3221,Soissons,971.0,1104.0,232
2014,3222,Valenciennes,2156.0,2397.0,125
2014,4401,Bar-le-Duc,341.0,387.0,154
2014,4402,Châlons-en-Champagne,656.0,743.0,151
2014,4403,Charleville-Mézières,987.0,1114.0,180
2014,4404,Chaumont,662.0,773.0,369
2014,4405,Colmar,1423.0,1609.0,100
2014,4406,Épernay,507.0,625.0,113
2014,4407,Épinal,1246.0,1370.0,328
2014,4408,Forbach,715.0,772.0,30
2014,4409,Haguenau,1667.0,1801.0,164
2014,4410,Metz,3302.0,3671.0,246
2014,4411,Mulhouse,3197.0,3505.0,170
2014,4412,Nancy,3933.0,4490.0,445
2014,4413,Reims,2316.0,2644.0,225
2014,4414,Remiremont,675.0,731.0,49
2014,4415,Romilly-sur-Seine,524.0,593.0,170
2014,4416,Saint-Avold,787.0,843.0,131
2014,4417,Saint-Dié-des-Vosges,625.0,666.0,110
2014,4418,Saint-Louis,589.0,621.0,91
2014,4419,Sarrebourg,676.0,773.0,215
2014,4420,Sarreguemines,777.0,829.0,141
2014,4421,Sedan,589.0,627.0,245
2014,4422,Sélestat,715.0,765.0,72
2014,4423,Strasbourg,6314.0,7053.0,213
2014,4424,Thionville,1693.0,1867.0,190
2014,4425,Troyes,1738.0,2017.0,358
2014,4426,Verdun,416.0,473.0,231
2014,4427,Vitry-le-François Saint-Dizier,603.0,690.0,224
2014,5201,Ancenis,677.0,735.0,23
2014,5202,Angers,2800.0,3147.0,67
2014,5203,Challans,1186.0,1318.0,42
2014,5204,Château-Gontier-sur-Mayenne,223.0,261.0,32
2014,5205,Châteaubriant,345.0,385.0,32
2014,5206,Cholet,1056.0,1186.0,35
2014,5207,Fontenay-le-Comte,738.0,843.0,98
2014,5208,La Ferté-Bernard,299.0,337.0,80
2014,5209,La Flèche,328.0,347.0,28
2014,5210,La Roche-sur-Yon,1072.0,1215.0,45
2014,5211,Laval,981.0,1144.0,85
2014,5212,Le Mans,2001.0,2270.0,148
2014,5213,Les Herbiers-Montaigu,680.0,778.0,49
2014,5214,Les Sables-d'Olonne,784.0,809.0,18
2014,5215,Mayenne,361.0,422.0,92
2014,5216,Nantes,8255.0,9191.0,95
2014,5217,Pornic,612.0,623.0,16
2014,5218,Sablé-sur-Sarthe,232.0,273.0,52
2014,5219,Saint-Nazaire,1777.0,1986.0,37
2014,5220,Saumur,604.0,669.0,45
2014,5221,Segré-en-Anjou Bleu,275.0,314.0,30
2014,5301,Auray,852.0,876.0,28
2014,5302,Brest,2303.0,2614.0,92
2014,5303,Carhaix-Plouguer,492.0,517.0,81
2014,5304,Dinan,666.0,711.0,66
2014,5305,Fougères,435.0,462.0,45
2014,5306,Guingamp,339.0,372.0,49
2014,5307,Lamballe-Armor,399.0,423.0,40
2014,5308,Lannion,779.0,859.0,65
2014,5309,Lorient,1509.0,1675.0,35
2014,5310,Morlaix,761.0,833.0,59
2014,5311,Ploërmel,453.0,474.0,53
2014,5312,Pontivy-Loudéac,623.0,687.0,64
2014,5313,Quimper,2030.0,2184.0,83
2014,5314,Quimperlé,351.0,358.0,18
2014,5315,Rennes,5121.0,5838.0,160
2014,5316,Saint-Brieuc,1203.0,1303.0,58
2014,5317,Saint-Malo,1154.0,1203.0,54
2014,5318,Vannes,1809.0,1987.0,60
2014,5319,Vitré,509.0,541.0,56
2014,7501,Agen,1001.0,1177.0,99
2014,7502,Angoulême,1729.0,1878.0,229
2014,7503,Bayonne,3923.0,4201.0,111
2014,7504,Bergerac,976.0,1057.0,153
2014,7505,Bordeaux,13029.0,14374.0,164
2014,7506,Bressuire,561.0,664.0,80
2014,7507,Brive-la-Gaillarde,972.0,1086.0,98
2014,7508,Châtellerault,534.0,597.0,50
2014,7509,Cognac,926.0,1047.0,191
2014,7510,Dax,1507.0,1659.0,119
2014,7511,Guéret,765.0,893.0,255
2014,7512,La Rochelle,2585.0,2841.0,83
2014,7513,La Teste-de-Buch,1927.0,2050.0,33
2014,7514,Langon,1222.0,1270.0,175
2014,7515,Lesparre-Médoc,733.0,792.0,40
2014,7516,Libourne,1415.0,1518.0,140
2014,7517,Limoges,2001.0,2272.0,130
2014,7518,Marmande,733.0,828.0,131
2014,7519,Mont-de-Marsan,905.0,1073.0,166
2014,7520,Niort,1269.0,1428.0,158
2014,7521,Oloron-Sainte-Marie,459.0,519.0,163
2014,7522,Pau,2414.0,2680.0,286
2014,7523,Périgueux,1727.0,1831.0,231
2014,7524,Poitiers,2033.0,2369.0,163
2014,7525,Rochefort,597.0,685.0,41
2014,7526,Royan,1242.0,1378.0,51
2014,7527,Saint-Junien,602.0,697.0,104
2014,7528,Saintes,984.0,1114.0,147
2014,7529,Sarlat-la-Canéda,705.0,723.0,107
2014,7530,Thouars,357.0,397.0,76
2014,7531,Tulle,513.0,619.0,130
2014,7532,Villeneuve-sur-Lot,703.0,783.0,98
2014,7601,Agde-Pézenas,1098.0,1221.0,18
2014,7602,Albi,2008.0,2188.0,190
2014,7603,Alès-Le Vigan,1867.0,1882.0,172
2014,7604,Auch,1349.0,1488.0,392
2014,7605,Bagnols-sur-Cèze,627.0,685.0,52
2014,7606,Béziers,2493.0,2769.0,110
2014,7607,Cahors,771.0,848.0,134
2014,7608,Carcassonne-Limoux,1734.0,1863.0,309
2014,7609,Castelsarrasin-Moissac,582.0,612.0,104
2014,7610,Castres-Mazamet,1215.0,1345.0,134
2014,7611,Figeac-Villefranche,678.0,783.0,136
2014,7612,Foix-Pamiers,1289.0,1379.0,268
2014,7613,Mende,461.0,554.0,135
2014,7614,Millau,478.0,573.0,91
2014,7615,Montauban,1659.0,1822.0,101
2014,7616,Montpellier,9523.0,10429.0,172
2014,7617,Narbonne,1629.0,1832.0,102
2014,7618,Nîmes,3866.0,4163.0,118
2014,7619,Nord-du-Lot,397.0,446.0,110
2014,7620,Perpignan,5334.0,5694.0,235
2014,7621,Rodez,1002.0,1188.0,133
2014,7622,Saint-Gaudens,1108.0,1170.0,387
2014,7623,Sète,1168.0,1203.0,11
2014,7624,Tarbes-Lourdes,1855.0,2039.0,477
2014,7625,Toulouse,12715.0,14029.0,335
2014,8401,Annecy,3150.0,3481.0,98
2014,8402,Aubenas,1272.0,1389.0,175
2014,8403,Aurillac,466.0,562.0,102
2014,8404,Belley,422.0,455.0,72
2014,8405,Bourg-en-Bresse,2020.0,2147.0,166
2014,8406,Bourgoin-Jallieu,2083.0,2234.0,106
2014,8407,Chambéry,2344.0,2572.0,110
2014,8408,Clermont-Ferrand,3374.0,3804.0,191
2014,8409,Grenoble,5829.0,6494.0,189
2014,8410,Issoire,607.0,651.0,138
2014,8411,La Maurienne,383.0,447.0,48
2014,8412,La Plaine du Forez,609.0,633.0,88
2014,8413,La Tarentaise,1526.0,1881.0,68
2014,8414,La Vallée de l'Arve,815.0,898.0,28
2014,8415,Le Chablais,1135.0,1216.0,48
2014,8416,Le Genevois Français,2677.0,2854.0,146
2014,8417,Le Livradois,621.0,649.0,109
2014,8418,Le Mont Blanc,1004.0,1140.0,20
2014,8419,Le Puy-en-Velay,753.0,822.0,184
2014,8420,Les Sources de la Loire,548.0,576.0,77
2014,8421,Lyon,19335.0,21590.0,235
2014,8422,Montélimar,1062.0,1154.0,65
2014,8423,Montluçon,719.0,873.0,114
2014,8424,Moulins,534.0,631.0,101
2014,8425,Oyonnax,412.0,459.0,35
2014,8426,Roanne,927.0,1023.0,76
2014,8427,Romans-sur-Isère,912.0,1014.0,57
2014,8428,Saint-Étienne,4146.0,4587.0,134
2014,8429,Saint-Flour,186.0,234.0,88
2014,8430,Tarare,422.0,450.0,42
2014,8431,Valence,2756.0,2920.0,157
2014,8432,Vichy,969.0,1089.0,144
2014,8433,Vienne-Annonay,2119.0,2352.0,146
2014,8434,Villefranche-sur-Saône,1515.0,1616.0,92
2014,8435,Voiron,1786.0,1879.0,130
2014,9301,Aix-en-Provence,5143.0,5673.0,61
2014,9302,Briançon,534.0,574.0,36
2014,9303,Brignoles,1545.0,1612.0,41
2014,9304,Cannes,6711.0,7450.0,50
2014,9305,Carpentras,1030.0,1132.0,29
2014,9306,Cavaillon,1538.0,1697.0,54
2014,9307,Digne-les-Bains,763.0,827.0,123
2014,9308,Draguignan,1413.0,1496.0,39
2014,9309,Fréjus,1704.0,1851.0,5
2014,9310,Gap,1028.0,1191.0,125
2014,9311,Manosque,969.0,1055.0,67
2014,9312,Marseille,12759.0,14134.0,32
2014,9313,Martigues-Salon,2813.0,3011.0,26
2014,9314,Menton,837.0,930.0,18
2014,9315,Nice,8640.0,9530.0,116
2014,9316,Orange,669.0,744.0,16
2014,9317,Sainte-Maxime,1078.0,1247.0,12
2014,9318,Toulon,6329.0,6973.0,33
2014,9401,Ajaccio,1270.0,1356.0,81
2014,9402,Bastia,1323.0,1435.0,112
2014,9403,Calvi,312.0,347.0,36
2014,9404,Corte,164.0,185.0,58
2014,9405,Ghisonaccia,228.0,263.0,30
2014,9406,Porto-Vecchio,519.0,593.0,12
2014,9407,Propriano,169.0,196.0,31
2015,0051,Alençon,631.0,733.0,184
2015,0052,Arles,1372.0,1547.0,20
2015,0053,Avignon,2997.0,3435.0,36
2015,0054,Beauvais,1720.0,1931.0,327
2015,0055,Bollène-Pierrelatte,607.0,668.0,29
2015,0056,Cosne-Cours-sur-Loire,408.0,462.0,119
2015,0057,Dreux,947.0,1052.0,115
2015,0058,La Vallée de la Bresle-Vimeu,375.0,410.0,93
2015,0059,Mâcon,1135.0,1257.0,159
2015,0060,Nevers,826.0,951.0,180
2015,0061,Nogent-le-Rotrou,352.0,393.0,82
2015,0062,Redon,466.0,506.0,43
2015,0063,Ussel,412.0,548.0,186
2015,0064,Valréas,656.0,708.0,114
2015,0101,Côte sous le vent,169.0,178.0,3
2015,0102,Est Grande Terre,624.0,658.0,6
2015,0103,Marie-Galante,72.0,93.0,3
2015,0104,Région Pointoise,2870.0,3095.0,10
2015,0105,Sud Basse-Terre,528.0,541.0,10
2015,0201,Le Centre-Atlantique,432.0,480.0,4
2015,0202,Le Centre agglomération,2523.0,2698.0,4
2015,0203,Le Nord-Atlantique,92.0,109.0,6
2015,0204,Le Nord-Caraibe,156.0,172.0,8
2015,0205,Le Sud,423.0,444.0,5
2015,0206,Le Sud-Caraibe,781.0,850.0,7
2015,0301,Est-littoral,1410.0,1523.0,10
2015,0302,Ouest-Guyanais,184.0,205.0,8
2015,0303,Savanes,154.0,184.0,4
2015,0401,L'Est,796.0,874.0,6
2015,0402,L'Ouest,2037.0,2166.0,5
2015,0403,Le Nord,1519.0,1726.0,3
2015,0404,Le Sud,2254.0,2516.0,10
2015,0601,Mayotte,841.0,918.0,17
2015,1101,Cergy-Vexin,4987.0,5502.0,120
2015,1102,Coulommiers,561.0,603.0,54
2015,1103,Étampes,806.0,860.0,64
2015,1104,Évry-Courcouronnes,4717.0,5149.0,68
2015,1105,Fontainebleau-Nemours,1616.0,1766.0,106
2015,1106,Marne-la-Vallée,4091.0,4554.0,69
2015,1107,Meaux,1577.0,1733.0,102
2015,1108,Melun,1484.0,1627.0,71
2015,1109,Paris,100184.0,111761.0,122
2015,1110,Provins,384.0,420.0,81
2015,1111,Rambouillet,689.0,796.0,36
2015,1112,Roissy,8060.0,8751.0,87
2015,1113,Saclay,4144.0,4621.0,62
2015,1114,Seine-Yvelinoise,7013.0,7762.0,121
2015,1115,Versailles-Saint-Quentin,5315.0,5869.0,103
2015,2401,Blois,1135.0,1243.0,104
2015,2402,Bourges,1075.0,1286.0,170
2015,2403,Chartres,1270.0,1472.0,150
2015,2404,Châteaudun,313.0,350.0,63
2015,2405,Châteauroux,1063.0,1315.0,213
2015,2406,Chinon,250.0,271.0,42
2015,2407,Gien,465.0,534.0,67
2015,2408,Loches,321.0,342.0,78
2015,2409,Montargis,885.0,998.0,96
2015,2410,Orléans,2876.0,3241.0,133
2015,2411,Pithiviers,379.0,412.0,78
2015,2412,Romorantin-Lanthenay,596.0,667.0,70
2015,2413,Tours,3615.0,4107.0,166
2015,2414,Vendôme,369.0,407.0,89
2015,2415,Vierzon,266.0,314.0,28
2015,2701,Autun,272.0,289.0,66
2015,2702,Auxerre,1120.0,1222.0,211
2015,2703,Avallon,309.0,333.0,172
2015,2704,Beaune,662.0,739.0,143
2015,2705,Belfort,1056.0,1175.0,164
2015,2706,Besançon,2119.0,2389.0,408
2015,2707,Chalon-sur-Saône,975.0,1108.0,133
2015,2708,Charolais,517.0,552.0,132
2015,2709,Châtillon-Montbard,355.0,382.0,233
2015,2710,Creusot-Montceau,497.0,554.0,57
2015,2711,Dijon,2968.0,3410.0,322
2015,2712,Dole,523.0,578.0,123
2015,2713,Lons-le-Saunier,986.0,1099.0,333
2015,2714,Montbéliard,974.0,1106.0,146
2015,2715,Pontarlier,741.0,831.0,174
2015,2716,Saint-Claude,317.0,329.0,71
2015,2717,Sens,734.0,813.0,102
2015,2718,Vesoul,718.0,827.0,336
2015,2801,Argentan,192.0,222.0,73
2015,2802,Avranches,468.0,545.0,101
2015,2803,Bernay,471.0,532.0,106
2015,2804,Caen,3770.0,4347.0,378
2015,2805,Cherbourg-en-Cotentin,746.0,828.0,135
2015,2806,Coutances,313.0,352.0,67
2015,2807,Dieppe-Caux maritime,783.0,860.0,196
2015,2808,Évreux,1135.0,1285.0,167
2015,2809,Flers,429.0,478.0,91
2015,2810,Granville,368.0,404.0,45
2015,2811,Honfleur Pont-Audemer,779.0,844.0,119
2015,2812,L'Aigle,252.0,272.0,79
2015,2813,Le Havre,1563.0,1801.0,115
2015,2814,Lisieux,483.0,542.0,93
2015,2815,Rouen,4269.0,4868.0,299
2015,2816,Saint-Lô,510.0,582.0,104
2015,2817,Vernon-Gisors,882.0,946.0,110
2015,2818,Vire Normandie,202.0,231.0,21
2015,2819,Yvetot-Vallée du Commerce,528.0,610.0,99
2015,3201,Abbeville,513.0,560.0,165
2015,3202,Amiens,2057.0,2462.0,455
2015,3203,Arras,1025.0,1223.0,232
2015,3204,Berck,760.0,852.0,201
2015,3205,Béthune,1287.0,1410.0,109
2015,3206,Boulogne-sur-Mer,905.0,1019.0,92
2015,3207,Calais,698.0,820.0,51
2015,3208,Cambrai,724.0,816.0,111
2015,3209,Château-Thierry,448.0,490.0,119
2015,3210,Compiègne,1177.0,1338.0,181
2015,3211,Creil,2076.0,2320.0,134
2015,3212,Douai,1132.0,1269.0,71
2015,3213,Dunkerque,1207.0,1301.0,75
2015,3214,Laon,536.0,606.0,225
2015,3215,Lens,1715.0,1940.0,58
2015,3216,Lille,7699.0,9736.0,133
2015,3217,Maubeuge,1039.0,1140.0,199
2015,3218,Roubaix-Tourcoing,2890.0,3167.0,22
2015,3219,Saint-Omer,797.0,899.0,126
2015,3220,Saint-Quentin,1160.0,1358.0,326
2015,3221,Soissons,962.0,1080.0,232
2015,3222,Valenciennes,1996.0,2215.0,125
2015,4401,Bar-le-Duc,313.0,360.0,154
2015,4402,Châlons-en-Champagne,548.0,645.0,151
2015,4403,Charleville-Mézières,830.0,975.0,180
2015,4404,Chaumont,584.0,688.0,369
2015,4405,Colmar,1410.0,1517.0,100
2015,4406,Épernay,460.0,543.0,113
2015,4407,Épinal,1086.0,1242.0,328
2015,4408,Forbach,606.0,635.0,30
2015,4409,Haguenau,1403.0,1609.0,164
2015,4410,Metz,3043.0,3396.0,246
2015,4411,Mulhouse,2799.0,3107.0,170
2015,4412,Nancy,3710.0,4285.0,445
2015,4413,Reims,2118.0,2550.0,225
2015,4414,Remiremont,623.0,685.0,49
2015,4415,Romilly-sur-Seine,386.0,441.0,170
2015,4416,Saint-Avold,687.0,779.0,131
2015,4417,Saint-Dié-des-Vosges,553.0,598.0,110
2015,4418,Saint-Louis,437.0,493.0,91
2015,4419,Sarrebourg,655.0,738.0,215
2015,4420,Sarreguemines,696.0,754.0,141
2015,4421,Sedan,429.0,473.0,245
2015,4422,Sélestat,647.0,697.0,72
2015,4423,Strasbourg,5714.0,6550.0,213
2015,4424,Thionville,1598.0,1750.0,190
2015,4425,Troyes,1509.0,1742.0,358
2015,4426,Verdun,409.0,469.0,231
2015,4427,Vitry-le-François Saint-Dizier,466.0,587.0,224
2015,5201,Ancenis,603.0,652.0,23
2015,5202,Angers,2808.0,3129.0,67
2015,5203,Challans,1081.0,1227.0,42
2015,5204,Château-Gontier-sur-Mayenne,220.0,262.0,32
2015,5205,Châteaubriant,320.0,372.0,32
2015,5206,Cholet,1054.0,1169.0,35
2015,5207,Fontenay-le-Comte,736.0,829.0,98
2015,5208,La Ferté-Bernard,310.0,362.0,80
2015,5209,La Flèche,287.0,312.0,28
2015,5210,La Roche-sur-Yon,1050.0,1212.0,45
2015,5211,Laval,917.0,1074.0,85
2015,5212,Le Mans,2038.0,2343.0,148
2015,5213,Les Herbiers-Montaigu,746.0,834.0,49
2015,5214,Les Sables-d'Olonne,718.0,786.0,18
2015,5215,Mayenne,329.0,376.0,92
2015,5216,Nantes,8121.0,9115.0,95
2015,5217,Pornic,577.0,631.0,16
2015,5218,Sablé-sur-Sarthe,240.0,275.0,52
2015,5219,Saint-Nazaire,1648.0,1893.0,37
2015,5220,Saumur,599.0,636.0,45
2015,5221,Segré-en-Anjou Bleu,251.0,289.0,30
2015,5301,Auray,812.0,893.0,28
2015,5302,Brest,2343.0,2612.0,92
2015,5303,Carhaix-Plouguer,479.0,533.0,81
2015,5304,Dinan,705.0,745.0,66
2015,5305,Fougères,365.0,420.0,45
2015,5306,Guingamp,295.0,320.0,49
2015,5307,Lamballe-Armor,413.0,462.0,40
2015,5308,Lannion,813.0,881.0,65
2015,5309,Lorient,1476.0,1655.0,35
2015,5310,Morlaix,783.0,877.0,59
2015,5311,Ploërmel,437.0,469.0,53
2015,5312,Pontivy-Loudéac,597.0,714.0,64
2015,5313,Quimper,1923.0,2168.0,83
2015,5314,Quimperlé,322.0,335.0,18
2015,5315,Rennes,4833.0,5540.0,160
2015,5316,Saint-Brieuc,1153.0,1291.0,58
2015,5317,Saint-Malo,1174.0,1263.0,54
2015,5318,Vannes,1749.0,1875.0,60
2015,5319,Vitré,496.0,590.0,56
2015,7501,Agen,951.0,1082.0,99
2015,7502,Angoulême,1559.0,1756.0,229
2015,7503,Bayonne,3961.0,4317.0,111
2015,7504,Bergerac,971.0,1067.0,153
2015,7505,Bordeaux,13272.0,14664.0,164
2015,7506,Bressuire,521.0,632.0,80
2015,7507,Brive-la-Gaillarde,905.0,1070.0,98
2015,7508,Châtellerault,496.0,591.0,50
2015,7509,Cognac,899.0,996.0,191
2015,7510,Dax,1414.0,1541.0,119
2015,7511,Guéret,664.0,896.0,255
2015,7512,La Rochelle,2479.0,2712.0,83
2015,7513,La Teste-de-Buch,1796.0,2000.0,33
2015,7514,Langon,1110.0,1187.0,175
2015,7515,Lesparre-Médoc,659.0,716.0,40
2015,7516,Libourne,1392.0,1474.0,140
2015,7517,Limoges,1866.0,2150.0,130
2015,7518,Marmande,725.0,793.0,131
2015,7519,Mont-de-Marsan,825.0,995.0,166
2015,7520,Niort,1305.0,1464.0,158
2015,7521,Oloron-Sainte-Marie,430.0,502.0,163
2015,7522,Pau,2478.0,2724.0,286
2015,7523,Périgueux,1615.0,1807.0,231
2015,7524,Poitiers,2034.0,2382.0,163
2015,7525,Rochefort,622.0,678.0,41
2015,7526,Royan,1189.0,1323.0,51
2015,7527,Saint-Junien,524.0,612.0,104
2015,7528,Saintes,919.0,1030.0,147
2015,7529,Sarlat-la-Canéda,627.0,697.0,107
2015,7530,Thouars,322.0,382.0,76
2015,7531,Tulle,495.0,583.0,130
2015,7532,Villeneuve-sur-Lot,621.0,719.0,98
2015,7601,Agde-Pézenas,1053.0,1198.0,18
2015,7602,Albi,1878.0,1981.0,190
2015,7603,Alès-Le Vigan,1659.0,1791.0,172
2015,7604,Auch,1232.0,1397.0,392
