ZE2020,source_year,side_stock_total_t_minus_1,side_stock_be_t_minus_1,side_stock_fz_t_minus_1,side_stock_gi_t_minus_1,side_stock_jz_t_minus_1,side_stock_kz_t_minus_1,side_stock_lz_t_minus_1,side_stock_mn_t_minus_1,side_stock_oq_t_minus_1,side_stock_ru_t_minus_1,side_stock_growth_1y_t_minus_1,target_year
2413,2015,31236,2095,3635,8400,834,1509,2097,4725,5033,2908,0.026858213616489657,2016
2413,2016,31794,2066,3600,8373,871,1593,2124,4959,5215,2993,0.017864003073376766,2017
2413,2017,32551,2098,3590,8454,913,1659,2159,5146,5479,3053,0.023809523809523725,2018
2413,2018,34520,2161,3714,8874,988,1744,2275,5550,5911,3303,0.06048969309698626,2019
2413,2019,36172,2258,3827,9180,1098,1807,2412,5956,6103,3531,0.04785631517960609,2020
2413,2020,37657,2386,3950,9357,1171,1896,2544,6335,6270,3748,0.04105385380957638,2021
2413,2021,40830,2579,4222,9934,1310,2021,2719,7137,6672,4236,0.08426056244522928,2022
2413,2022,42885,2747,4331,9934,1437,2234,2891,7780,6920,4611,0.05033063923585601,2023
2413,2023,43614,2769,4439,9928,1511,2369,2488,8196,7133,4781,0.0169989506820567,2024
2414,2014,3655,405,534,1043,73,159,245,467,410,319,,2015
2414,2015,3724,406,531,1072,79,171,247,476,415,327,0.01887824897400825,2016
2414,2016,3745,399,508,1066,87,168,250,492,431,344,0.005639097744360999,2017
2414,2017,3783,420,516,1068,82,176,270,473,441,337,0.010146862483310981,2018
2414,2018,3922,423,515,1096,86,191,273,525,445,368,0.03674332540311931,2019
2414,2019,4008,452,525,1102,93,187,272,555,458,364,0.02192758796532379,2020
2414,2020,4089,448,505,1119,99,207,275,594,459,383,0.02020958083832336,2021
2414,2021,4377,464,523,1160,108,220,300,677,527,398,0.07043286867204701,2022
2414,2022,4541,472,540,1172,113,247,305,719,533,440,0.037468585789353526,2023
2414,2023,4639,491,568,1170,135,267,223,802,540,443,0.021581149526536114,2024
2415,2014,2459,238,401,783,27,86,161,254,262,247,,2015
2415,2015,2423,243,380,790,28,84,148,248,262,240,-0.014640097600650659,2016
2415,2016,2390,238,367,780,30,75,150,246,267,237,-0.013619479983491556,2017
2415,2017,2428,239,373,753,28,78,157,262,277,261,0.01589958158995808,2018
2415,2018,2463,257,371,750,32,75,151,287,287,253,0.01441515650741354,2019
2415,2019,2557,263,385,775,33,83,155,307,299,257,0.03816483962647177,2020
2415,2020,2632,264,394,794,43,89,157,342,286,263,0.029331247555729467,2021
2415,2021,2827,283,415,851,57,97,159,396,288,281,0.07408814589665647,2022
2415,2022,2893,284,418,841,59,99,156,411,308,317,0.023346303501945442,2023
2415,2023,2907,278,429,832,60,108,124,439,311,326,0.004839267196681707,2024
2701,2014,2450,211,305,795,42,76,200,275,307,239,,2015
2701,2015,2514,219,298,811,44,79,197,289,334,243,0.026122448979591928,2016
2701,2016,2453,211,297,785,46,77,190,283,325,239,-0.024264120922832144,2017
2701,2017,2484,201,294,796,46,87,184,297,345,234,0.012637586628617914,2018
2701,2018,2573,211,315,794,49,90,188,305,352,269,0.03582930756843794,2019
2701,2019,2668,232,327,801,52,92,185,316,380,283,0.03692188107267791,2020
2701,2020,2769,237,336,833,56,99,189,349,380,290,0.03785607196401797,2021
2701,2021,2932,257,343,845,61,103,200,402,398,323,0.058866016612495464,2022
2701,2022,3097,269,358,876,69,112,195,451,410,357,0.056275579809003995,2023
2701,2023,3094,287,356,854,75,117,112,509,424,360,-0.0009686793671295213,2024
2702,2014,10613,852,1437,3270,153,494,676,1416,1326,989,,2015
2702,2015,10678,876,1427,3233,157,522,651,1439,1383,990,0.006124564213700223,2016
2702,2016,10743,879,1389,3244,164,548,641,1477,1416,985,0.006087282262595917,2017
2702,2017,10907,915,1375,3235,174,575,653,1503,1461,1016,0.015265754444754753,2018
2702,2018,11176,931,1379,3258,183,596,681,1611,1501,1036,0.02466306041991384,2019
2702,2019,11543,991,1412,3312,217,620,686,1665,1503,1137,0.03283822476735865,2020
2702,2020,11732,1000,1422,3336,227,628,703,1752,1533,1131,0.01637355973317156,2021
2702,2021,12561,1077,1496,3528,278,668,761,1930,1601,1222,0.07066143879986364,2022
2702,2022,12967,1142,1547,3530,269,699,743,2069,1633,1335,0.03232226733540333,2023
2702,2023,13237,1163,1586,3563,278,722,640,2182,1717,1386,0.02082208683581399,2024
2703,2014,3347,307,500,1151,44,107,263,340,330,305,,2015
2703,2015,3346,317,505,1143,43,106,252,332,346,302,-0.0002987750224081598,2016
2703,2016,3359,308,503,1153,43,100,245,365,345,297,0.0038852361028092197,2017
2703,2017,3368,306,497,1136,48,115,241,379,354,292,0.002679368859779707,2018
2703,2018,3469,305,489,1166,57,122,240,386,379,325,0.029988123515439336,2019
2703,2019,3482,320,479,1133,63,128,233,418,378,330,0.0037474776592678616,2020
2703,2020,3527,333,486,1120,66,125,241,438,381,337,0.012923607122343528,2021
2703,2021,3803,373,499,1171,86,126,255,493,414,386,0.07825347320669129,2022
2703,2022,3941,397,519,1162,94,126,246,545,416,436,0.03628714173021308,2023
2703,2023,3973,417,515,1158,90,135,152,609,442,455,0.008119766556711427,2024
2704,2014,6702,509,622,2396,86,338,746,876,663,466,,2015
2704,2015,6861,522,624,2497,88,367,726,900,672,465,0.023724261414503234,2016
2704,2016,6977,522,635,2486,93,364,718,944,731,484,0.016907156391196665,2017
2704,2017,7036,525,641,2524,95,364,729,929,756,473,0.008456356600258008,2018
2704,2018,7359,538,663,2571,98,406,722,1050,803,508,0.04590676520750425,2019
2704,2019,7658,561,699,2639,109,437,715,1128,828,542,0.040630520451148344,2020
2704,2020,7786,582,702,2690,112,442,732,1158,822,546,0.016714546879080805,2021
2704,2021,8354,644,768,2790,128,487,750,1309,868,610,0.07295145132288727,2022
2704,2022,8654,671,768,2849,127,540,764,1390,877,668,0.0359109408666507,2023
2704,2023,8778,712,808,2840,136,605,563,1513,912,689,0.014328634157614983,2024
2705,2014,8917,737,1171,2751,174,327,505,1150,1254,848,,2015
2705,2015,9176,744,1196,2848,173,343,508,1181,1318,865,0.029045643153526868,2016
2705,2016,9150,746,1175,2780,175,338,488,1231,1375,842,-0.0028334786399302203,2017
2705,2017,9422,727,1199,2823,166,364,484,1273,1495,891,0.029726775956284257,2018
2705,2018,9726,746,1255,2868,185,367,492,1338,1547,928,0.03226491190829983,2019
2705,2019,10198,783,1315,2946,197,378,522,1401,1659,997,0.04852971416820884,2020
2705,2020,10531,812,1320,3040,213,397,525,1478,1705,1041,0.03265346146303205,2021
2705,2021,11303,868,1433,3204,249,437,559,1597,1795,1161,0.07330737821669353,2022
2705,2022,11753,921,1487,3212,263,446,610,1738,1826,1250,0.039812439175440195,2023
2705,2023,12017,956,1514,3173,297,475,592,1834,1861,1315,0.022462350038288115,2024
2706,2014,19353,1654,2352,5131,407,932,1268,2729,3186,1694,,2015
2706,2015,19685,1679,2379,5221,419,970,1270,2768,3259,1720,0.017154963054823558,2016
2706,2016,20090,1678,2338,5267,416,1000,1288,2905,3454,1744,0.020574041148082367,2017
2706,2017,20414,1692,2338,5282,429,1038,1299,3015,3543,1778,0.01612742658038835,2018
2706,2018,21396,1755,2389,5431,469,1077,1346,3214,3811,1904,0.04810424218673459,2019
2706,2019,22215,1769,2406,5608,520,1111,1392,3393,3976,2040,0.03827818283791373,2020
2706,2020,22569,1812,2448,5618,535,1147,1431,3461,4000,2117,0.015935178933153216,2021
2706,2021,24076,1960,2601,5863,602,1203,1516,3818,4118,2395,0.06677300722229607,2022
2706,2022,24964,2050,2710,5807,633,1278,1576,4046,4214,2650,0.03688320318989868,2023
2706,2023,25389,2101,2704,5757,652,1357,1451,4266,4394,2707,0.01702451530203497,2024
2707,2014,9482,777,1163,2902,142,395,693,1225,1250,935,,2015
2707,2015,9700,787,1168,2955,147,408,674,1299,1328,934,0.02299093018350562,2016
2707,2016,9752,778,1146,2913,145,414,693,1366,1361,936,0.005360824742268067,2017
2707,2017,9872,801,1151,2922,149,437,703,1378,1414,917,0.012305168170631653,2018
2707,2018,10327,823,1183,2964,179,466,718,1469,1512,1013,0.04608995137763361,2019
2707,2019,10601,856,1198,3012,176,490,692,1548,1565,1064,0.02653239082018022,2020
2707,2020,10984,868,1214,3134,185,507,688,1688,1610,1090,0.03612866710687679,2021
2707,2021,11831,923,1314,3373,233,542,714,1839,1702,1191,0.07711216314639469,2022
2707,2022,12306,949,1349,3387,246,586,736,2007,1777,1269,0.04014876172766457,2023
2707,2023,12561,1003,1374,3372,269,637,576,2181,1792,1357,0.020721599219892806,2024
2708,2014,5380,505,685,1644,62,221,508,610,617,528,,2015
2708,2015,5431,509,679,1652,64,227,497,645,631,527,0.00947955390334565,2016
2708,2016,5450,494,659,1657,67,209,516,648,673,527,0.0034984349106979007,2017
2708,2017,5461,486,644,1636,68,212,521,677,694,523,0.0020183486238531945,2018
2708,2018,5668,516,651,1644,85,227,520,735,760,530,0.03790514557773306,2019
2708,2019,5781,540,657,1670,87,231,506,769,777,544,0.019936485532815906,2020
2708,2020,5863,544,672,1657,95,234,524,785,793,559,0.014184397163120588,2021
2708,2021,6243,587,697,1734,108,252,537,877,830,621,0.0648132355449429,2022
2708,2022,6489,622,697,1770,118,268,542,962,833,677,0.03940413262854392,2023
2708,2023,6436,657,705,1754,137,280,338,1015,862,688,-0.008167668361843128,2024
2709,2014,3966,427,631,1190,52,128,300,460,441,337,,2015
2709,2015,3965,431,612,1211,49,130,272,476,449,335,-0.0002521432173474558,2016
2709,2016,3964,426,615,1214,45,130,285,487,439,323,-0.00025220680958382147,2017
2709,2017,3987,428,588,1215,45,141,276,492,470,332,0.005802219979818446,2018
2709,2018,4098,431,607,1229,49,152,266,528,480,356,0.02784048156508656,2019
2709,2019,4272,461,615,1256,55,152,275,580,495,383,0.04245973645680823,2020
2709,2020,4346,469,618,1242,63,153,269,613,519,400,0.017322097378277057,2021
2709,2021,4686,511,654,1316,80,159,276,695,546,449,0.07823285780027622,2022
2709,2022,4807,538,662,1320,86,172,276,732,534,487,0.025821596244131495,2023
2709,2023,4760,543,674,1281,88,177,195,762,534,506,-0.00977740794674431,2024
2710,2014,4792,460,546,1534,87,179,290,547,638,511,,2015
2710,2015,4807,438,531,1549,89,181,286,552,673,508,0.0031302170283806774,2016
2710,2016,4778,429,526,1514,93,173,286,562,694,501,-0.006032868733097607,2017
2710,2017,4850,438,527,1541,92,184,284,570,702,512,0.01506906655504392,2018
2710,2018,5014,447,543,1557,90,191,285,606,763,532,0.03381443298969078,2019
2710,2019,5094,443,561,1528,106,194,302,676,742,542,0.015955325089748618,2020
2710,2020,5205,452,581,1554,102,200,305,703,749,559,0.021790341578327377,2021
2710,2021,5564,483,621,1624,131,220,318,788,774,605,0.06897214217098946,2022
2710,2022,5757,513,639,1626,140,235,320,843,800,641,0.03468727534148086,2023
2710,2023,5791,539,663,1646,147,241,229,859,794,673,0.005905853743269018,2024
2711,2014,24468,1546,2945,6683,537,1260,1640,3919,3803,2135,,2015
2711,2015,25121,1601,2954,6849,561,1322,1610,4089,4015,2120,0.02668791891450062,2016
2711,2016,25530,1580,2949,6871,565,1317,1602,4324,4171,2151,0.016281198996855206,2017
2711,2017,25962,1582,2915,6914,588,1401,1620,4376,4361,2205,0.0169212690951821,2018
2711,2018,27485,1632,3077,7304,650,1462,1657,4782,4544,2377,0.058662660811956036,2019
2711,2019,28774,1677,3184,7734,716,1514,1701,4995,4724,2529,0.046898308168091596,2020
2711,2020,30059,1742,3355,8084,770,1566,1803,5282,4837,2620,0.04465837214151658,2021
2711,2021,32438,1884,3560,8512,917,1671,1934,5856,5132,2972,0.07914434944608928,2022
2711,2022,33691,1998,3623,8489,1006,1838,2004,6231,5223,3279,0.03862753560638765,2023
2711,2023,34463,2108,3690,8263,1052,1975,1819,6684,5388,3484,0.022914131370395552,2024
2712,2014,4485,420,630,1353,77,180,254,493,634,444,,2015
2712,2015,4586,421,647,1394,71,199,262,499,634,459,0.02251950947603132,2016
2712,2016,4568,428,635,1356,73,195,256,510,662,453,-0.003924989097252474,2017
2712,2017,4629,447,631,1339,82,199,266,523,674,468,0.013353765323993017,2018
2712,2018,4889,455,656,1420,88,206,274,592,709,489,0.05616763879887654,2019
2712,2019,5089,471,694,1437,93,221,285,620,730,538,0.04090816117815499,2020
2712,2020,5221,490,700,1490,101,230,281,646,740,543,0.025938298290430373,2021
2712,2021,5621,531,735,1600,106,246,290,720,772,621,0.076613675541084,2022
2712,2022,5810,562,738,1584,115,256,321,768,786,680,0.033623910336239016,2023
2712,2023,5920,588,749,1562,118,277,290,833,792,711,0.018932874354561147,2024
2713,2014,10546,1154,1366,3267,158,481,726,1258,1192,944,,2015
2713,2015,10742,1163,1387,3323,160,486,735,1298,1243,947,0.01858524559074537,2016
2713,2016,10745,1173,1364,3273,169,486,778,1308,1268,926,0.0002792776019362453,2017
2713,2017,11016,1193,1389,3279,170,519,816,1363,1315,972,0.025221033038622664,2018
2713,2018,11402,1238,1408,3328,182,558,825,1446,1388,1029,0.035039941902687,2019
2713,2019,11648,1241,1427,3389,180,556,855,1483,1413,1104,0.021575162252236435,2020
2713,2020,11902,1256,1447,3404,179,579,870,1596,1439,1132,0.02180631868131866,2021
2713,2021,12752,1341,1574,3555,212,618,889,1806,1500,1257,0.07141656864392543,2022
2713,2022,13236,1401,1615,3597,216,665,918,1930,1544,1350,0.037954830614805424,2023
2713,2023,13452,1465,1637,3587,236,729,721,2015,1620,1442,0.016319129646418906,2024
2714,2014,7363,656,887,2375,132,317,437,873,1025,661,,2015
2714,2015,7505,667,883,2441,128,318,434,903,1055,676,0.019285617275567102,2016
2714,2016,7468,653,875,2397,119,308,435,917,1071,693,-0.0049300466355762795,2017
2714,2017,7586,668,852,2392,119,332,445,952,1108,718,0.015800749866095254,2018
2714,2018,7883,698,905,2440,131,332,447,1002,1154,774,0.03915106775639332,2019
2714,2019,8079,711,910,2460,142,348,459,1071,1180,798,0.024863630597488307,2020
2714,2020,8339,733,969,2533,159,342,477,1096,1224,806,0.03218220076742173,2021
2714,2021,8912,777,1032,2671,180,366,514,1182,1278,912,0.06871327497301838,2022
2714,2022,9283,848,1078,2690,191,403,520,1285,1305,963,0.041629263913824044,2023
2714,2023,9316,846,1092,2655,207,417,421,1327,1323,1028,0.003554885274157149,2024
2715,2014,6511,690,852,1911,70,296,687,648,820,537,,2015
2715,2015,6703,743,880,1934,79,302,694,644,863,564,0.029488557825218864,2016
2715,2016,6923,771,908,1942,70,320,722,690,903,597,0.03282112486946143,2017
2715,2017,7080,787,917,1943,70,329,727,732,962,613,0.022678029755886175,2018
2715,2018,7403,836,950,1957,84,357,755,786,987,691,0.04562146892655372,2019
2715,2019,7728,839,982,2009,87,389,777,844,1058,743,0.043901121167094326,2020
2715,2020,8021,893,1006,2062,93,410,825,905,1063,764,0.03791407867494834,2021
2715,2021,8585,941,1061,2185,113,429,874,985,1120,877,0.07031542201720486,2022
2715,2022,8964,987,1094,2190,126,482,907,1105,1149,924,0.04414676761793834,2023
2715,2023,8961,1031,1096,2181,127,506,679,1187,1178,976,-0.00033467202141901353,2024
2716,2014,3258,503,409,957,37,163,191,333,406,259,,2015
2716,2015,3299,511,402,972,41,162,198,344,426,243,0.012584407612031834,2016
2716,2016,3340,511,401,954,35,162,207,361,448,261,0.012428008487420428,2017
2716,2017,3350,494,406,955,31,170,214,353,464,263,0.0029940119760478723,2018
2716,2018,3488,520,421,961,34,166,218,382,518,268,0.04119402985074627,2019
2716,2019,3580,527,447,975,38,174,219,388,517,295,0.026376146788990917,2020
2716,2020,3699,537,460,993,39,171,231,431,527,310,0.033240223463687046,2021
2716,2021,3971,547,494,1031,47,176,237,499,577,363,0.07353338740200055,2022
2716,2022,4128,546,510,1055,49,189,259,509,608,403,0.03953664064467399,2023
2716,2023,4119,567,528,1015,52,194,223,537,600,403,-0.0021802325581394832,2024
2717,2014,5967,514,858,1847,106,243,311,723,777,588,,2015
2717,2015,6106,534,852,1926,110,249,291,752,811,581,0.02329478800067042,2016
2717,2016,6098,522,850,1911,114,246,289,770,814,582,-0.0013101867016049873,2017
2717,2017,6205,513,842,1895,123,244,298,794,890,606,0.0175467366349622,2018
2717,2018,6428,543,891,1889,128,249,312,876,907,633,0.03593875906527,2019
2717,2019,6743,549,907,1946,134,244,340,989,961,673,0.04900435594275043,2020
2717,2020,6940,564,954,1983,138,260,372,1053,927,689,0.029215482722823705,2021
2717,2021,7514,613,1016,2132,167,271,395,1168,985,767,0.08270893371757926,2022
2717,2022,7732,634,1019,2116,165,292,414,1258,990,844,0.029012509981368062,2023
2717,2023,7893,659,1031,2100,184,317,352,1321,1019,910,0.02082255561303681,2024
2718,2014,6656,653,965,2146,75,242,484,708,806,577,,2015
2718,2015,6757,654,953,2187,75,250,469,729,866,574,0.015174278846153744,2016
2718,2016,6781,639,937,2225,73,249,467,727,899,565,0.0035518721326033287,2017
2718,2017,6836,660,922,2203,85,264,456,743,925,578,0.008110898097625663,2018
2718,2018,7037,679,935,2257,80,267,457,774,960,628,0.029403159742539486,2019
2718,2019,7260,713,977,2267,79,278,471,830,1005,640,0.0316896404717919,2020
2718,2020,7439,761,982,2271,98,283,486,883,1008,667,0.024655647382920032,2021
2718,2021,7808,819,1027,2331,113,293,511,967,1034,713,0.0496034413227584,2022
2718,2022,8236,880,1062,2380,131,320,508,1067,1072,816,0.05481557377049184,2023
2718,2023,8281,913,1063,2407,138,331,356,1138,1061,874,0.005463817387081127,2024
2801,2014,2125,226,292,684,25,85,132,224,228,229,,2015
2801,2015,2163,233,296,669,32,90,129,240,247,227,0.01788235294117646,2016
2801,2016,2173,226,293,668,29,98,124,249,261,225,0.004623208506703724,2017
2801,2017,2212,220,293,664,33,98,128,279,260,237,0.017947537965945726,2018
2801,2018,2277,232,293,679,39,102,136,285,273,238,0.029385171790235143,2019
2801,2019,2352,238,302,681,41,107,148,309,279,247,0.03293807641633739,2020
2801,2020,2414,255,307,698,49,116,147,320,274,248,0.026360544217687076,2021
2801,2021,2579,262,341,719,47,121,153,374,296,266,0.06835128417564218,2022
2801,2022,2680,278,348,728,47,125,153,377,321,303,0.03916246607212104,2023
2801,2023,2636,275,345,722,51,139,96,398,314,296,-0.016417910447761197,2024
2802,2014,5245,481,765,1659,64,235,449,593,577,422,,2015
2802,2015,5314,479,752,1697,63,260,446,590,597,430,0.013155386081982856,2016
2802,2016,5299,479,724,1673,62,267,443,604,604,443,-0.002822732404967998,2017
2802,2017,5389,469,719,1694,64,275,454,599,643,472,0.016984336667295707,2018
2802,2018,5487,479,726,1735,70,281,438,638,655,465,0.018185192057895705,2019
2802,2019,5692,502,736,1762,73,303,427,715,669,505,0.03736103517404765,2020
2802,2020,5894,516,766,1785,80,324,417,759,717,530,0.03548840477863657,2021
2802,2021,6290,568,791,1886,94,355,427,826,764,579,0.06718696979979644,2022
2802,2022,6551,587,794,1955,101,381,441,877,791,624,0.04149443561208277,2023
2802,2023,6506,604,772,1946,106,423,287,945,791,632,-0.0068691802778201305,2024
2803,2014,4023,324,699,1224,63,168,286,459,369,431,,2015
2803,2015,4063,332,680,1244,65,175,275,487,382,423,0.009942828734775144,2016
2803,2016,4104,343,664,1233,73,192,275,494,402,428,0.010091065714988856,2017
2803,2017,4115,341,666,1236,75,199,279,495,393,431,0.002680311890838283,2018
2803,2018,4223,358,658,1255,84,209,273,531,413,442,0.026245443499392396,2019
2803,2019,4339,354,685,1285,88,234,265,541,417,470,0.027468624200805092,2020
2803,2020,4481,356,691,1326,89,258,267,555,466,473,0.03272643466236458,2021
2803,2021,4788,389,725,1363,101,275,292,629,480,534,0.06851149297031922,2022
2803,2022,4927,388,743,1373,113,279,294,691,494,552,0.029030910609858074,2023
2803,2023,4950,420,747,1336,117,289,191,773,502,575,0.004668155063933366,2024
2804,2014,31841,2050,3994,9146,750,1498,1925,5052,4486,2940,,2015
2804,2015,32793,2044,4058,9259,788,1651,1884,5358,4771,2980,0.029898558462359892,2016
2804,2016,33401,2107,4048,9301,838,1738,1936,5487,4888,3058,0.018540542188881792,2017
2804,2017,34092,2107,4078,9367,868,1869,1916,5652,5128,3107,0.020688003353193096,2018
2804,2018,35908,2177,4220,9811,976,1949,1958,6037,5441,3339,0.05326762876921265,2019
2804,2019,37845,2296,4301,10328,1050,2154,2050,6433,5650,3583,0.053943410939066405,2020
2804,2020,39491,2382,4495,10625,1104,2297,2133,6818,5847,3790,0.04349319593077028,2021
2804,2021,42806,2615,4781,11336,1296,2537,2318,7449,6193,4281,0.08394317692638831,2022
2804,2022,44606,2808,4961,11264,1395,2718,2442,7958,6464,4596,0.04205017988132509,2023
2804,2023,46065,2932,5013,11221,1477,2887,2268,8397,6949,4921,0.032708604223647075,2024
2805,2014,8493,645,954,2788,118,304,546,1060,1204,874,,2015
2805,2015,8546,652,908,2795,125,333,516,1093,1255,869,0.006240433298010162,2016
2805,2016,8612,669,915,2720,113,354,520,1133,1309,879,0.007722911303533753,2017
2805,2017,8706,683,902,2710,130,365,518,1160,1384,854,0.010915002322340994,2018
2805,2018,9022,704,890,2789,147,399,555,1220,1436,882,0.0362968067999081,2019
2805,2019,9344,744,874,2832,147,416,562,1292,1541,936,0.035690534249612105,2020
2805,2020,9501,750,883,2818,165,442,574,1302,1569,998,0.016802226027397227,2021
2805,2021,10244,837,920,3047,199,479,612,1418,1615,1117,0.07820229449531624,2022
2805,2022,10758,883,979,3059,198,535,669,1592,1611,1232,0.05017571261226084,2023
2805,2023,10931,902,1008,3025,209,572,561,1665,1681,1308,0.016081055958356627,2024
2806,2014,3567,311,513,1168,40,125,215,436,429,330,,2015
2806,2015,3650,325,497,1192,49,132,220,452,444,339,0.023268853378188847,2016
2806,2016,3729,326,484,1211,45,144,219,475,462,363,0.021643835616438345,2017
2806,2017,3796,333,482,1240,50,154,224,472,486,355,0.01796728345400922,2018
2806,2018,3845,339,495,1239,58,164,207,482,491,370,0.012908324552160177,2019
2806,2019,3995,375,498,1265,55,169,216,510,507,400,0.03901170351105332,2020
2806,2020,4035,377,497,1246,63,187,216,520,526,403,0.01001251564455563,2021
2806,2021,4402,409,517,1340,77,217,237,613,566,426,0.0909541511771994,2022
2806,2022,4649,417,518,1385,77,245,254,689,603,461,0.05611085870059074,2023
2806,2023,4684,441,525,1364,89,266,182,736,578,503,0.007528500752850054,2024
2807,2014,7210,646,938,2370,83,324,481,844,858,666,,2015
2807,2015,7329,640,956,2387,77,333,478,884,896,678,0.01650485436893212,2016
2807,2016,7441,635,965,2390,75,330,479,917,969,681,0.015281757402101137,2017
2807,2017,7531,656,955,2400,85,364,498,947,951,675,0.012095148501545472,2018
2807,2018,7806,662,976,2429,107,388,503,1014,1024,703,0.03651573496215632,2019
2807,2019,8037,673,1008,2451,106,405,505,1078,1058,753,0.029592621060722468,2020
2807,2020,8323,670,1080,2499,117,433,519,1133,1088,784,0.03558541744431998,2021
2807,2021,8841,707,1113,2590,139,465,574,1256,1137,860,0.06223717409587892,2022
2807,2022,9206,732,1166,2631,139,504,595,1380,1137,922,0.04128492252007687,2023
2807,2023,9206,762,1169,2600,148,510,411,1491,1153,962,0.0,2024
2808,2014,10097,735,1448,2825,220,472,670,1643,1088,996,,2015
2808,2015,10204,767,1451,2862,215,488,663,1682,1118,958,0.010597207091215255,2016
2808,2016,10244,732,1429,2878,232,507,679,1673,1142,972,0.003920031360250986,2017
2808,2017,10382,731,1414,2909,236,549,701,1675,1187,980,0.013471300273330655,2018
2808,2018,10630,724,1411,2927,250,580,717,1720,1290,1011,0.02388749759198605,2019
2808,2019,10989,752,1449,3013,275,618,731,1786,1281,1084,0.03377234242709304,2020
2808,2020,11388,794,1534,3068,294,655,734,1853,1350,1106,0.03630903630903637,2021
2808,2021,12139,853,1632,3247,329,672,759,2029,1418,1200,0.06594661046715844,2022
2808,2022,12653,908,1714,3252,356,714,782,2154,1481,1292,0.042342861850234836,2023
2808,2023,12777,910,1723,3220,358,735,632,2268,1547,1384,0.00980004741958429,2024
2809,2014,4715,468,637,1527,52,177,333,482,624,415,,2015
2809,2015,4724,476,619,1521,51,201,310,494,628,424,0.001908801696712592,2016
2809,2016,4708,459,620,1515,52,203,332,482,629,416,-0.003386960203217604,2017
2809,2017,4703,458,610,1518,54,210,326,471,633,423,-0.0010620220900594557,2018
2809,2018,4807,459,644,1515,63,222,332,506,626,440,0.022113544546034536,2019
2809,2019,4843,465,628,1514,61,240,319,524,647,445,0.007489078427293627,2020
2809,2020,4916,479,650,1493,58,244,315,560,655,462,0.015073301672517081,2021
2809,2021,5163,508,673,1534,77,257,319,631,671,493,0.050244100895036725,2022
2809,2022,5342,526,674,1576,81,274,332,674,668,537,0.0346697656401318,2023
2809,2023,5287,542,668,1522,98,295,195,713,707,547,-0.01029576937476595,2024
2810,2014,3638,257,434,1136,50,170,241,484,524,342,,2015
2810,2015,3725,269,423,1158,50,187,236,502,549,351,0.02391423859263342,2016
2810,2016,3769,280,415,1162,49,188,234,493,583,365,0.01181208053691285,2017
2810,2017,3874,281,422,1198,59,202,244,506,590,372,0.027858848500928568,2018
2810,2018,4018,287,429,1215,69,221,259,523,639,376,0.0371708828084667,2019
2810,2019,4171,288,435,1215,74,229,266,576,665,423,0.03807864609258327,2020
2810,2020,4387,307,453,1229,84,258,283,636,705,432,0.05178614241189172,2021
2810,2021,4670,339,476,1294,101,268,308,681,726,477,0.06450877592888071,2022
2810,2022,4845,352,504,1326,102,299,319,722,725,496,0.03747323340471098,2023
2810,2023,4943,351,502,1314,109,327,295,775,762,508,0.020227038183694424,2024
2811,2014,7610,429,972,2594,115,300,665,1031,765,739,,2015
2811,2015,7669,436,961,2607,113,323,639,1053,785,752,0.0077529566360052815,2016
2811,2016,7829,448,962,2617,121,342,653,1124,799,763,0.02086321554309567,2017
2811,2017,7913,446,947,2640,123,356,636,1141,828,796,0.01072933963469147,2018
2811,2018,8264,457,952,2702,135,393,653,1219,878,875,0.0443573865790472,2019
2811,2019,8640,489,989,2797,161,417,659,1353,879,896,0.04549854791868335,2020
2811,2020,9020,528,1022,2871,172,464,669,1416,929,949,0.0439814814814814,2021
2811,2021,9757,580,1100,3013,188,514,703,1637,956,1066,0.0817073170731708,2022
2811,2022,10268,619,1113,3112,212,544,739,1769,982,1178,0.05237265552936354,2023
2811,2023,10411,621,1164,3089,228,595,608,1896,968,1242,0.013926762758083466,2024
2812,2014,2559,270,442,758,36,79,215,262,250,247,,2015
2812,2015,2578,267,445,762,36,93,207,269,253,246,0.007424775302852682,2016
2812,2016,2601,266,442,762,41,100,206,287,255,242,0.00892164468580292,2017
2812,2017,2593,261,432,748,44,95,200,308,258,247,-0.003075740099961588,2018
2812,2018,2623,269,430,740,46,98,199,318,267,256,0.011569610489780224,2019
2812,2019,2697,283,456,745,45,107,198,322,270,271,0.028211971025543292,2020
2812,2020,2751,287,457,738,54,111,192,361,281,270,0.020022246941045596,2021
2812,2021,2922,308,466,781,65,114,198,390,299,301,0.062159214830970644,2022
2812,2022,3085,327,475,815,75,124,212,433,292,332,0.05578370978781666,2023
2812,2023,3002,303,482,812,69,130,140,432,302,332,-0.026904376012965914,2024
2813,2014,14766,945,1254,4858,248,800,897,2060,2319,1385,,2015
2813,2015,14995,937,1244,4881,251,821,908,2144,2423,1386,0.015508600839767128,2016
2813,2016,15029,935,1262,4814,269,821,925,2160,2481,1362,0.0022674224741581206,2017
2813,2017,15327,948,1234,4768,299,851,937,2301,2639,1350,0.0198283318916761,2018
2813,2018,15942,979,1265,4988,311,864,971,2441,2675,1448,0.04012526913290282,2019
2813,2019,16862,1040,1295,5265,348,895,1011,2583,2795,1630,0.05770919583490142,2020
2813,2020,17517,1093,1340,5390,366,932,1020,2710,2954,1712,0.038844739651286986,2021
