target_year,ze2020,node_idx,libze2020,side_enterprise_creations_official,side_establishment_creations_official,communes_count
2016,5206,135,Cholet,1042,1236,35
2017,5206,135,Cholet,1075,1242,35
2018,5206,135,Cholet,1220,1342,35
2019,5206,135,Cholet,1441,1630,35
2020,5206,135,Cholet,1451,1624,35
2021,5206,135,Cholet,1917,2146,35
2022,5206,135,Cholet,1829,2054,35
2023,5206,135,Cholet,1922,2170,35
2024,5206,135,Cholet,1850,2113,35
2025,5206,135,Cholet,1978,2311,35
2012,5207,136,Fontenay-le-Comte,724,834,98
2013,5207,136,Fontenay-le-Comte,725,880,98
2014,5207,136,Fontenay-le-Comte,738,843,98
2015,5207,136,Fontenay-le-Comte,736,829,98
2016,5207,136,Fontenay-le-Comte,713,846,98
2017,5207,136,Fontenay-le-Comte,757,897,98
2018,5207,136,Fontenay-le-Comte,758,896,98
2019,5207,136,Fontenay-le-Comte,946,1105,98
2020,5207,136,Fontenay-le-Comte,968,1114,98
2021,5207,136,Fontenay-le-Comte,1164,1351,98
2022,5207,136,Fontenay-le-Comte,1166,1355,98
2023,5207,136,Fontenay-le-Comte,1157,1355,98
2024,5207,136,Fontenay-le-Comte,1223,1502,98
2025,5207,136,Fontenay-le-Comte,1288,1575,98
2012,5208,137,La Ferté-Bernard,303,341,80
2013,5208,137,La Ferté-Bernard,345,373,80
2014,5208,137,La Ferté-Bernard,299,337,80
2015,5208,137,La Ferté-Bernard,310,362,80
2016,5208,137,La Ferté-Bernard,308,350,80
2017,5208,137,La Ferté-Bernard,361,395,80
2018,5208,137,La Ferté-Bernard,345,380,80
2019,5208,137,La Ferté-Bernard,386,445,80
2020,5208,137,La Ferté-Bernard,396,441,80
2021,5208,137,La Ferté-Bernard,464,541,80
2022,5208,137,La Ferté-Bernard,541,629,80
2023,5208,137,La Ferté-Bernard,565,628,80
2024,5208,137,La Ferté-Bernard,559,662,80
2025,5208,137,La Ferté-Bernard,529,662,80
2012,5209,138,La Flèche,271,305,28
2013,5209,138,La Flèche,306,355,28
2014,5209,138,La Flèche,328,347,28
2015,5209,138,La Flèche,287,312,28
2016,5209,138,La Flèche,284,324,28
2017,5209,138,La Flèche,337,369,28
2018,5209,138,La Flèche,327,359,28
2019,5209,138,La Flèche,360,400,28
2020,5209,138,La Flèche,414,443,28
2021,5209,138,La Flèche,478,557,28
2022,5209,138,La Flèche,540,609,28
2023,5209,138,La Flèche,518,620,28
2024,5209,138,La Flèche,576,687,28
2025,5209,138,La Flèche,512,626,28
2012,5210,139,La Roche-sur-Yon,1069,1240,45
2013,5210,139,La Roche-sur-Yon,1056,1204,45
2014,5210,139,La Roche-sur-Yon,1072,1215,45
2015,5210,139,La Roche-sur-Yon,1050,1212,45
2016,5210,139,La Roche-sur-Yon,1112,1267,45
2017,5210,139,La Roche-sur-Yon,1239,1442,45
2018,5210,139,La Roche-sur-Yon,1323,1487,45
2019,5210,139,La Roche-sur-Yon,1624,1847,45
2020,5210,139,La Roche-sur-Yon,1651,1902,45
2021,5210,139,La Roche-sur-Yon,1982,2282,45
2022,5210,139,La Roche-sur-Yon,2142,2424,45
2023,5210,139,La Roche-sur-Yon,1998,2252,45
2024,5210,139,La Roche-sur-Yon,2010,2385,45
2025,5210,139,La Roche-sur-Yon,2252,2630,45
2012,5211,140,Laval,870,1049,85
2013,5211,140,Laval,889,1026,85
2014,5211,140,Laval,981,1144,85
2015,5211,140,Laval,917,1074,85
2016,5211,140,Laval,935,1087,85
2017,5211,140,Laval,1117,1255,85
2018,5211,140,Laval,1158,1338,85
2019,5211,140,Laval,1357,1488,85
2020,5211,140,Laval,1736,1915,85
2021,5211,140,Laval,1864,2057,85
2022,5211,140,Laval,2164,2395,85
2023,5211,140,Laval,1795,2083,85
2024,5211,140,Laval,1892,2168,85
2025,5211,140,Laval,1958,2225,85
2012,5212,141,Le Mans,1879,2210,148
2013,5212,141,Le Mans,2053,2318,148
2014,5212,141,Le Mans,2001,2270,148
2015,5212,141,Le Mans,2038,2343,148
2016,5212,141,Le Mans,1920,2203,148
2017,5212,141,Le Mans,2197,2543,148
2018,5212,141,Le Mans,2501,2799,148
2019,5212,141,Le Mans,2860,3202,148
2020,5212,141,Le Mans,3183,3464,148
2021,5212,141,Le Mans,3851,4271,148
2022,5212,141,Le Mans,3963,4409,148
2023,5212,141,Le Mans,3941,4399,148
2024,5212,141,Le Mans,4381,4949,148
2025,5212,141,Le Mans,4123,4818,148
2012,5213,142,Les Herbiers-Montaigu,700,806,49
2013,5213,142,Les Herbiers-Montaigu,681,782,49
2014,5213,142,Les Herbiers-Montaigu,680,778,49
2015,5213,142,Les Herbiers-Montaigu,746,834,49
2016,5213,142,Les Herbiers-Montaigu,817,947,49
2017,5213,142,Les Herbiers-Montaigu,841,941,49
2018,5213,142,Les Herbiers-Montaigu,891,1007,49
2019,5213,142,Les Herbiers-Montaigu,1066,1187,49
2020,5213,142,Les Herbiers-Montaigu,1102,1278,49
2021,5213,142,Les Herbiers-Montaigu,1341,1522,49
2022,5213,142,Les Herbiers-Montaigu,1419,1610,49
2023,5213,142,Les Herbiers-Montaigu,1386,1600,49
2024,5213,142,Les Herbiers-Montaigu,1443,1668,49
2025,5213,142,Les Herbiers-Montaigu,1484,1733,49
2012,5214,143,Les Sables-d'Olonne,740,837,18
2013,5214,143,Les Sables-d'Olonne,693,755,18
2014,5214,143,Les Sables-d'Olonne,784,809,18
2015,5214,143,Les Sables-d'Olonne,718,786,18
2016,5214,143,Les Sables-d'Olonne,784,827,18
2017,5214,143,Les Sables-d'Olonne,846,950,18
2018,5214,143,Les Sables-d'Olonne,830,909,18
2019,5214,143,Les Sables-d'Olonne,1012,1199,18
2020,5214,143,Les Sables-d'Olonne,940,1095,18
2021,5214,143,Les Sables-d'Olonne,1197,1368,18
2022,5214,143,Les Sables-d'Olonne,1276,1458,18
2023,5214,143,Les Sables-d'Olonne,1229,1417,18
2024,5214,143,Les Sables-d'Olonne,1214,1477,18
2025,5214,143,Les Sables-d'Olonne,1243,1519,18
2012,5215,144,Mayenne,371,436,92
2013,5215,144,Mayenne,350,423,92
2014,5215,144,Mayenne,361,422,92
2015,5215,144,Mayenne,329,376,92
2016,5215,144,Mayenne,371,416,92
2017,5215,144,Mayenne,399,434,92
2018,5215,144,Mayenne,393,460,92
2019,5215,144,Mayenne,527,600,92
2020,5215,144,Mayenne,558,615,92
2021,5215,144,Mayenne,645,732,92
2022,5215,144,Mayenne,562,657,92
2023,5215,144,Mayenne,633,728,92
2024,5215,144,Mayenne,655,818,92
2025,5215,144,Mayenne,668,837,92
2012,5216,145,Nantes,7534,8640,95
2013,5216,145,Nantes,7489,8342,95
2014,5216,145,Nantes,8255,9191,95
2015,5216,145,Nantes,8121,9115,95
2016,5216,145,Nantes,8705,9844,95
2017,5216,145,Nantes,9654,10862,95
2018,5216,145,Nantes,10342,11616,95
2019,5216,145,Nantes,12445,13992,95
2020,5216,145,Nantes,12761,14107,95
2021,5216,145,Nantes,15553,17292,95
2022,5216,145,Nantes,15046,16639,95
2023,5216,145,Nantes,14334,15978,95
2024,5216,145,Nantes,14783,16782,95
2025,5216,145,Nantes,15084,17338,95
2012,5217,146,Pornic,660,687,16
2013,5217,146,Pornic,632,610,16
2014,5217,146,Pornic,612,623,16
2015,5217,146,Pornic,577,631,16
2016,5217,146,Pornic,607,641,16
2017,5217,146,Pornic,628,676,16
2018,5217,146,Pornic,674,731,16
2019,5217,146,Pornic,827,920,16
2020,5217,146,Pornic,907,1030,16
2021,5217,146,Pornic,1009,1142,16
2022,5217,146,Pornic,1008,1143,16
2023,5217,146,Pornic,965,1091,16
2024,5217,146,Pornic,1009,1211,16
2025,5217,146,Pornic,1035,1223,16
2012,5218,147,Sablé-sur-Sarthe,258,281,52
2013,5218,147,Sablé-sur-Sarthe,243,283,52
2014,5218,147,Sablé-sur-Sarthe,232,273,52
2015,5218,147,Sablé-sur-Sarthe,240,275,52
2016,5218,147,Sablé-sur-Sarthe,239,272,52
2017,5218,147,Sablé-sur-Sarthe,252,297,52
2018,5218,147,Sablé-sur-Sarthe,322,358,52
2019,5218,147,Sablé-sur-Sarthe,349,382,52
2020,5218,147,Sablé-sur-Sarthe,338,376,52
2021,5218,147,Sablé-sur-Sarthe,398,441,52
2022,5218,147,Sablé-sur-Sarthe,429,502,52
2023,5218,147,Sablé-sur-Sarthe,478,559,52
2024,5218,147,Sablé-sur-Sarthe,478,557,52
2025,5218,147,Sablé-sur-Sarthe,468,553,52
2012,5219,148,Saint-Nazaire,1792,1973,37
2013,5219,148,Saint-Nazaire,1642,1820,37
2014,5219,148,Saint-Nazaire,1777,1986,37
2015,5219,148,Saint-Nazaire,1648,1893,37
2016,5219,148,Saint-Nazaire,1791,2022,37
2017,5219,148,Saint-Nazaire,1936,2168,37
2018,5219,148,Saint-Nazaire,2056,2295,37
2019,5219,148,Saint-Nazaire,2290,2605,37
2020,5219,148,Saint-Nazaire,2482,2827,37
2021,5219,148,Saint-Nazaire,3189,3600,37
2022,5219,148,Saint-Nazaire,3112,3550,37
2023,5219,148,Saint-Nazaire,2981,3404,37
2024,5219,148,Saint-Nazaire,3115,3720,37
2025,5219,148,Saint-Nazaire,3187,3761,37
2012,5220,149,Saumur,584,638,45
2013,5220,149,Saumur,575,638,45
2014,5220,149,Saumur,604,669,45
2015,5220,149,Saumur,599,636,45
2016,5220,149,Saumur,551,611,45
2017,5220,149,Saumur,607,710,45
2018,5220,149,Saumur,634,665,45
2019,5220,149,Saumur,772,841,45
2020,5220,149,Saumur,822,877,45
2021,5220,149,Saumur,949,1046,45
2022,5220,149,Saumur,949,1060,45
2023,5220,149,Saumur,883,1019,45
2024,5220,149,Saumur,1040,1197,45
2025,5220,149,Saumur,1041,1222,45
2012,5221,150,Segré-en-Anjou Bleu,282,297,30
2013,5221,150,Segré-en-Anjou Bleu,314,342,30
2014,5221,150,Segré-en-Anjou Bleu,275,314,30
2015,5221,150,Segré-en-Anjou Bleu,251,289,30
2016,5221,150,Segré-en-Anjou Bleu,260,289,30
2017,5221,150,Segré-en-Anjou Bleu,321,357,30
2018,5221,150,Segré-en-Anjou Bleu,356,377,30
2019,5221,150,Segré-en-Anjou Bleu,407,432,30
2020,5221,150,Segré-en-Anjou Bleu,439,492,30
2021,5221,150,Segré-en-Anjou Bleu,451,520,30
2022,5221,150,Segré-en-Anjou Bleu,495,556,30
2023,5221,150,Segré-en-Anjou Bleu,483,538,30
2024,5221,150,Segré-en-Anjou Bleu,550,646,30
2025,5221,150,Segré-en-Anjou Bleu,574,658,30
2012,5301,151,Auray,840,896,28
2013,5301,151,Auray,828,890,28
2014,5301,151,Auray,852,876,28
2015,5301,151,Auray,812,893,28
2016,5301,151,Auray,831,890,28
2017,5301,151,Auray,841,897,28
2018,5301,151,Auray,985,1088,28
2019,5301,151,Auray,1019,1144,28
2020,5301,151,Auray,1022,1145,28
2021,5301,151,Auray,1313,1474,28
2022,5301,151,Auray,1344,1506,28
2023,5301,151,Auray,1250,1452,28
2024,5301,151,Auray,1293,1545,28
2025,5301,151,Auray,1400,1638,28
2012,5302,152,Brest,2288,2659,92
2013,5302,152,Brest,2265,2548,92
2014,5302,152,Brest,2303,2614,92
2015,5302,152,Brest,2343,2612,92
2016,5302,152,Brest,2283,2600,92
2017,5302,152,Brest,2462,2716,92
2018,5302,152,Brest,2786,3101,92
2019,5302,152,Brest,3220,3542,92
2020,5302,152,Brest,3386,3672,92
2021,5302,152,Brest,4251,4652,92
2022,5302,152,Brest,4119,4548,92
2023,5302,152,Brest,4141,4575,92
2024,5302,152,Brest,4482,5075,92
2025,5302,152,Brest,4661,5323,92
2012,5303,153,Carhaix-Plouguer,530,585,81
2013,5303,153,Carhaix-Plouguer,444,459,81
2014,5303,153,Carhaix-Plouguer,492,517,81
2015,5303,153,Carhaix-Plouguer,479,533,81
2016,5303,153,Carhaix-Plouguer,464,519,81
2017,5303,153,Carhaix-Plouguer,452,478,81
2018,5303,153,Carhaix-Plouguer,594,635,81
2019,5303,153,Carhaix-Plouguer,667,712,81
2020,5303,153,Carhaix-Plouguer,599,656,81
2021,5303,153,Carhaix-Plouguer,725,789,81
2022,5303,153,Carhaix-Plouguer,742,845,81
2023,5303,153,Carhaix-Plouguer,778,888,81
2024,5303,153,Carhaix-Plouguer,803,956,81
2025,5303,153,Carhaix-Plouguer,802,964,81
2012,5304,154,Dinan,627,715,66
2013,5304,154,Dinan,676,715,66
2014,5304,154,Dinan,666,711,66
2015,5304,154,Dinan,705,745,66
2016,5304,154,Dinan,657,723,66
2017,5304,154,Dinan,659,684,66
2018,5304,154,Dinan,749,799,66
2019,5304,154,Dinan,816,885,66
2020,5304,154,Dinan,821,901,66
2021,5304,154,Dinan,1093,1205,66
2022,5304,154,Dinan,1179,1302,66
2023,5304,154,Dinan,1192,1319,66
2024,5304,154,Dinan,1224,1416,66
2025,5304,154,Dinan,1232,1444,66
2012,5305,155,Fougères,363,368,45
2013,5305,155,Fougères,390,427,45
2014,5305,155,Fougères,435,462,45
2015,5305,155,Fougères,365,420,45
2016,5305,155,Fougères,422,466,45
2017,5305,155,Fougères,421,458,45
2018,5305,155,Fougères,436,446,45
2019,5305,155,Fougères,516,562,45
2020,5305,155,Fougères,591,636,45
2021,5305,155,Fougères,788,855,45
2022,5305,155,Fougères,759,844,45
2023,5305,155,Fougères,748,840,45
2024,5305,155,Fougères,768,882,45
2025,5305,155,Fougères,862,993,45
2012,5306,156,Guingamp,323,358,49
2013,5306,156,Guingamp,297,304,49
2014,5306,156,Guingamp,339,372,49
2015,5306,156,Guingamp,295,320,49
2016,5306,156,Guingamp,289,335,49
2017,5306,156,Guingamp,336,371,49
2018,5306,156,Guingamp,353,389,49
2019,5306,156,Guingamp,366,408,49
2020,5306,156,Guingamp,360,393,49
2021,5306,156,Guingamp,482,556,49
2022,5306,156,Guingamp,569,644,49
2023,5306,156,Guingamp,546,632,49
2024,5306,156,Guingamp,633,723,49
2025,5306,156,Guingamp,599,717,49
2012,5307,157,Lamballe-Armor,442,466,40
2013,5307,157,Lamballe-Armor,391,411,40
2014,5307,157,Lamballe-Armor,399,423,40
2015,5307,157,Lamballe-Armor,413,462,40
2016,5307,157,Lamballe-Armor,393,433,40
2017,5307,157,Lamballe-Armor,441,480,40
2018,5307,157,Lamballe-Armor,487,534,40
2019,5307,157,Lamballe-Armor,551,604,40
2020,5307,157,Lamballe-Armor,533,595,40
2021,5307,157,Lamballe-Armor,736,824,40
2022,5307,157,Lamballe-Armor,683,755,40
2023,5307,157,Lamballe-Armor,717,808,40
2024,5307,157,Lamballe-Armor,833,964,40
2025,5307,157,Lamballe-Armor,789,922,40
2012,5308,158,Lannion,768,817,65
2013,5308,158,Lannion,732,772,65
2014,5308,158,Lannion,779,859,65
2015,5308,158,Lannion,813,881,65
2016,5308,158,Lannion,777,810,65
2017,5308,158,Lannion,850,875,65
2018,5308,158,Lannion,943,1045,65
2019,5308,158,Lannion,977,1057,65
2020,5308,158,Lannion,952,1059,65
2021,5308,158,Lannion,1083,1213,65
2022,5308,158,Lannion,1214,1371,65
2023,5308,158,Lannion,1217,1348,65
2024,5308,158,Lannion,1250,1488,65
2025,5308,158,Lannion,1323,1546,65
2012,5309,159,Lorient,1525,1695,35
2013,5309,159,Lorient,1478,1614,35
2014,5309,159,Lorient,1509,1675,35
2015,5309,159,Lorient,1476,1655,35
2016,5309,159,Lorient,1563,1691,35
2017,5309,159,Lorient,1621,1770,35
2018,5309,159,Lorient,1790,1961,35
2019,5309,159,Lorient,2087,2342,35
2020,5309,159,Lorient,2097,2286,35
2021,5309,159,Lorient,2629,2871,35
2022,5309,159,Lorient,2629,2912,35
2023,5309,159,Lorient,2610,2896,35
2024,5309,159,Lorient,2793,3197,35
2025,5309,159,Lorient,2949,3382,35
2012,5310,160,Morlaix,683,780,59
2013,5310,160,Morlaix,674,708,59
2014,5310,160,Morlaix,761,833,59
2015,5310,160,Morlaix,783,877,59
2016,5310,160,Morlaix,706,776,59
2017,5310,160,Morlaix,739,816,59
2018,5310,160,Morlaix,805,862,59
2019,5310,160,Morlaix,948,1043,59
2020,5310,160,Morlaix,940,1041,59
2021,5310,160,Morlaix,1200,1345,59
2022,5310,160,Morlaix,1144,1294,59
2023,5310,160,Morlaix,1207,1332,59
2024,5310,160,Morlaix,1235,1424,59
2025,5310,160,Morlaix,1331,1579,59
2012,5311,161,Ploërmel,473,521,53
2013,5311,161,Ploërmel,460,504,53
2014,5311,161,Ploërmel,453,474,53
2015,5311,161,Ploërmel,437,469,53
2016,5311,161,Ploërmel,460,501,53
2017,5311,161,Ploërmel,487,532,53
2018,5311,161,Ploërmel,549,578,53
2019,5311,161,Ploërmel,595,630,53
2020,5311,161,Ploërmel,578,648,53
2021,5311,161,Ploërmel,669,743,53
2022,5311,161,Ploërmel,760,858,53
2023,5311,161,Ploërmel,761,858,53
2024,5311,161,Ploërmel,839,964,53
2025,5311,161,Ploërmel,815,940,53
2012,5312,162,Pontivy-Loudéac,598,659,64
2013,5312,162,Pontivy-Loudéac,616,648,64
2014,5312,162,Pontivy-Loudéac,623,687,64
2015,5312,162,Pontivy-Loudéac,597,714,64
2016,5312,162,Pontivy-Loudéac,557,629,64
2017,5312,162,Pontivy-Loudéac,596,670,64
2018,5312,162,Pontivy-Loudéac,739,823,64
2019,5312,162,Pontivy-Loudéac,739,808,64
2020,5312,162,Pontivy-Loudéac,875,965,64
2021,5312,162,Pontivy-Loudéac,902,1061,64
2022,5312,162,Pontivy-Loudéac,964,1114,64
2023,5312,162,Pontivy-Loudéac,1076,1210,64
2024,5312,162,Pontivy-Loudéac,1162,1377,64
2025,5312,162,Pontivy-Loudéac,1100,1307,64
2012,5313,163,Quimper,1866,2057,83
2013,5313,163,Quimper,1907,2092,83
2014,5313,163,Quimper,2030,2184,83
2015,5313,163,Quimper,1923,2168,83
2016,5313,163,Quimper,1948,2153,83
2017,5313,163,Quimper,2102,2282,83
2018,5313,163,Quimper,2128,2427,83
2019,5313,163,Quimper,2528,2798,83
2020,5313,163,Quimper,2496,2760,83
2021,5313,163,Quimper,3171,3520,83
2022,5313,163,Quimper,3168,3519,83
2023,5313,163,Quimper,3111,3501,83
2024,5313,163,Quimper,3401,4013,83
2025,5313,163,Quimper,3474,4073,83
2012,5314,164,Quimperlé,352,391,18
2013,5314,164,Quimperlé,344,372,18
2014,5314,164,Quimperlé,351,358,18
2015,5314,164,Quimperlé,322,335,18
2016,5314,164,Quimperlé,382,418,18
2017,5314,164,Quimperlé,377,405,18
2018,5314,164,Quimperlé,418,422,18
2019,5314,164,Quimperlé,480,518,18
2020,5314,164,Quimperlé,440,467,18
2021,5314,164,Quimperlé,555,605,18
2022,5314,164,Quimperlé,595,658,18
2023,5314,164,Quimperlé,625,685,18
2024,5314,164,Quimperlé,645,759,18
2025,5314,164,Quimperlé,677,809,18
2012,5315,165,Rennes,4777,5660,160
2013,5315,165,Rennes,4979,5686,160
2014,5315,165,Rennes,5121,5838,160
2015,5315,165,Rennes,4833,5540,160
2016,5315,165,Rennes,5334,6103,160
2017,5315,165,Rennes,5886,6806,160
2018,5315,165,Rennes,6921,7731,160
2019,5315,165,Rennes,7910,8813,160
2020,5315,165,Rennes,8199,8989,160
2021,5315,165,Rennes,10094,11162,160
2022,5315,165,Rennes,10361,11429,160
2023,5315,165,Rennes,9969,11067,160
2024,5315,165,Rennes,10687,12224,160
2025,5315,165,Rennes,11376,13095,160
2012,5316,166,Saint-Brieuc,1210,1337,58
2013,5316,166,Saint-Brieuc,1133,1283,58
2014,5316,166,Saint-Brieuc,1203,1303,58
2015,5316,166,Saint-Brieuc,1153,1291,58
2016,5316,166,Saint-Brieuc,1207,1356,58
2017,5316,166,Saint-Brieuc,1324,1465,58
2018,5316,166,Saint-Brieuc,1400,1538,58
2019,5316,166,Saint-Brieuc,1608,1756,58
2020,5316,166,Saint-Brieuc,1585,1705,58
2021,5316,166,Saint-Brieuc,2073,2302,58
2022,5316,166,Saint-Brieuc,2200,2443,58
2023,5316,166,Saint-Brieuc,2238,2451,58
2024,5316,166,Saint-Brieuc,2483,2829,58
2025,5316,166,Saint-Brieuc,2466,2833,58
2012,5317,167,Saint-Malo,1059,1162,54
2013,5317,167,Saint-Malo,1171,1228,54
2014,5317,167,Saint-Malo,1154,1203,54
2015,5317,167,Saint-Malo,1174,1263,54
2016,5317,167,Saint-Malo,1218,1353,54
2017,5317,167,Saint-Malo,1236,1337,54
2018,5317,167,Saint-Malo,1370,1478,54
2019,5317,167,Saint-Malo,1600,1755,54
2020,5317,167,Saint-Malo,1624,1831,54
2021,5317,167,Saint-Malo,2019,2223,54
2022,5317,167,Saint-Malo,2086,2333,54
2023,5317,167,Saint-Malo,1973,2231,54
2024,5317,167,Saint-Malo,2129,2499,54
2025,5317,167,Saint-Malo,2216,2610,54
2012,5318,168,Vannes,1765,1933,60
2013,5318,168,Vannes,1775,1897,60
2014,5318,168,Vannes,1809,1987,60
2015,5318,168,Vannes,1749,1875,60
2016,5318,168,Vannes,1830,2041,60
2017,5318,168,Vannes,1965,2124,60
2018,5318,168,Vannes,2168,2330,60
2019,5318,168,Vannes,2534,2773,60
2020,5318,168,Vannes,2333,2653,60
2021,5318,168,Vannes,2885,3226,60
2022,5318,168,Vannes,2983,3377,60
2023,5318,168,Vannes,2820,3185,60
2024,5318,168,Vannes,3132,3655,60
2025,5318,168,Vannes,3213,3758,60
2012,5319,169,Vitré,488,545,56
2013,5319,169,Vitré,514,574,56
2014,5319,169,Vitré,509,541,56
2015,5319,169,Vitré,496,590,56
2016,5319,169,Vitré,492,553,56
2017,5319,169,Vitré,519,580,56
2018,5319,169,Vitré,602,660,56
2019,5319,169,Vitré,739,810,56
2020,5319,169,Vitré,822,878,56
2021,5319,169,Vitré,887,987,56
2022,5319,169,Vitré,891,990,56
2023,5319,169,Vitré,930,1044,56
2024,5319,169,Vitré,1057,1181,56
2025,5319,169,Vitré,1084,1244,56
2012,7501,170,Agen,1009,1214,99
2013,7501,170,Agen,1086,1229,99
2014,7501,170,Agen,1001,1177,99
2015,7501,170,Agen,951,1082,99
2016,7501,170,Agen,1037,1172,99
2017,7501,170,Agen,1112,1289,99
2018,7501,170,Agen,1237,1402,99
2019,7501,170,Agen,1464,1614,99
2020,7501,170,Agen,1536,1648,99
2021,7501,170,Agen,1833,2074,99
2022,7501,170,Agen,1832,2081,99
2023,7501,170,Agen,1807,2072,99
2024,7501,170,Agen,1920,2305,99
2025,7501,170,Agen,2030,2410,99
2012,7502,171,Angoulême,1670,1904,229
2013,7502,171,Angoulême,1784,2013,229
2014,7502,171,Angoulême,1729,1878,229
2015,7502,171,Angoulême,1559,1756,229
2016,7502,171,Angoulême,1522,1786,229
2017,7502,171,Angoulême,1759,2007,229
2018,7502,171,Angoulême,1910,2199,229
2019,7502,171,Angoulême,2244,2510,229
2020,7502,171,Angoulême,2417,2739,229
2021,7502,171,Angoulême,2801,3162,229
2022,7502,171,Angoulême,2767,3155,229
2023,7502,171,Angoulême,2874,3240,229
2024,7502,171,Angoulême,2985,3509,229
2025,7502,171,Angoulême,3131,3670,229
2012,7503,172,Bayonne,3773,4226,111
2013,7503,172,Bayonne,3842,4062,111
2014,7503,172,Bayonne,3923,4201,111
2015,7503,172,Bayonne,3961,4317,111
2016,7503,172,Bayonne,4068,4440,111
2017,7503,172,Bayonne,4396,4886,111
2018,7503,172,Bayonne,4903,5513,111
2019,7503,172,Bayonne,5582,6127,111
2020,7503,172,Bayonne,5965,6628,111
2021,7503,172,Bayonne,7146,7976,111
2022,7503,172,Bayonne,6989,7837,111
2023,7503,172,Bayonne,6774,7701,111
2024,7503,172,Bayonne,6562,7863,111
2025,7503,172,Bayonne,7082,8378,111
2012,7504,173,Bergerac,977,1110,153
2013,7504,173,Bergerac,1021,1064,153
2014,7504,173,Bergerac,976,1057,153
2015,7504,173,Bergerac,971,1067,153
2016,7504,173,Bergerac,983,1054,153
2017,7504,173,Bergerac,1091,1178,153
2018,7504,173,Bergerac,1088,1169,153
2019,7504,173,Bergerac,1368,1488,153
2020,7504,173,Bergerac,1345,1467,153
2021,7504,173,Bergerac,1523,1726,153
2022,7504,173,Bergerac,1516,1726,153
2023,7504,173,Bergerac,1622,1808,153
2024,7504,173,Bergerac,1502,1841,153
2025,7504,173,Bergerac,1660,2011,153
2012,7505,174,Bordeaux,11591,13006,164
2013,7505,174,Bordeaux,12512,13811,164
2014,7505,174,Bordeaux,13029,14374,164
2015,7505,174,Bordeaux,13272,14664,164
2016,7505,174,Bordeaux,14326,16105,164
2017,7505,174,Bordeaux,16625,18521,164
2018,7505,174,Bordeaux,19446,21473,164
2019,7505,174,Bordeaux,21394,23298,164
2020,7505,174,Bordeaux,21259,23080,164
2021,7505,174,Bordeaux,25867,27996,164
2022,7505,174,Bordeaux,25215,27507,164
2023,7505,174,Bordeaux,24459,26580,164
2024,7505,174,Bordeaux,27790,30655,164
2025,7505,174,Bordeaux,28086,31436,164
2012,7506,175,Bressuire,592,688,80
2013,7506,175,Bressuire,607,730,80
2014,7506,175,Bressuire,561,664,80
2015,7506,175,Bressuire,521,632,80
2016,7506,175,Bressuire,602,707,80
2017,7506,175,Bressuire,667,743,80
2018,7506,175,Bressuire,737,826,80
2019,7506,175,Bressuire,787,865,80
2020,7506,175,Bressuire,884,1014,80
2021,7506,175,Bressuire,1011,1183,80
2022,7506,175,Bressuire,994,1183,80
2023,7506,175,Bressuire,1027,1157,80
2024,7506,175,Bressuire,1066,1247,80
2025,7506,175,Bressuire,1032,1261,80
2012,7507,176,Brive-la-Gaillarde,955,1122,98
2013,7507,176,Brive-la-Gaillarde,962,1075,98
2014,7507,176,Brive-la-Gaillarde,972,1086,98
2015,7507,176,Brive-la-Gaillarde,905,1070,98
2016,7507,176,Brive-la-Gaillarde,892,1057,98
2017,7507,176,Brive-la-Gaillarde,1048,1181,98
2018,7507,176,Brive-la-Gaillarde,1158,1298,98
2019,7507,176,Brive-la-Gaillarde,1334,1523,98
2020,7507,176,Brive-la-Gaillarde,1255,1425,98
2021,7507,176,Brive-la-Gaillarde,1641,1872,98
2022,7507,176,Brive-la-Gaillarde,1600,1830,98
2023,7507,176,Brive-la-Gaillarde,1564,1796,98
2024,7507,176,Brive-la-Gaillarde,1707,2032,98
2025,7507,176,Brive-la-Gaillarde,1811,2144,98
2012,7508,177,Châtellerault,543,617,50
2013,7508,177,Châtellerault,555,646,50
2014,7508,177,Châtellerault,534,597,50
2015,7508,177,Châtellerault,496,591,50
2016,7508,177,Châtellerault,510,551,50
2017,7508,177,Châtellerault,567,632,50
2018,7508,177,Châtellerault,580,663,50
2019,7508,177,Châtellerault,713,783,50
2020,7508,177,Châtellerault,792,853,50
2021,7508,177,Châtellerault,827,937,50
2022,7508,177,Châtellerault,973,1061,50
2023,7508,177,Châtellerault,923,1017,50
2024,7508,177,Châtellerault,948,1128,50
2025,7508,177,Châtellerault,986,1149,50
2012,7509,178,Cognac,904,1081,191
2013,7509,178,Cognac,962,1090,191
2014,7509,178,Cognac,926,1047,191
2015,7509,178,Cognac,899,996,191
2016,7509,178,Cognac,803,967,191
2017,7509,178,Cognac,939,1028,191
2018,7509,178,Cognac,1053,1189,191
2019,7509,178,Cognac,1152,1320,191
2020,7509,178,Cognac,1267,1473,191
2021,7509,178,Cognac,1424,1666,191
2022,7509,178,Cognac,1427,1681,191
2023,7509,178,Cognac,1517,1791,191
2024,7509,178,Cognac,1531,1846,191
2025,7509,178,Cognac,1715,2006,191
2012,7510,179,0Dax,1430,1663,119
2013,7510,179,0Dax,1435,1584,119
2014,7510,179,0Dax,1507,1659,119
2015,7510,179,0Dax,1414,1541,119
2016,7510,179,0Dax,1443,1640,119
2017,7510,179,0Dax,1580,1783,119
