ze2020,libze2020,communes_count,zan_naf09art24_total,zan_art09act24_total,zan_art09hab24_total,zan_art09mix24_total,zan_art09inc24_total,zan_art09rou24_total,zan_art09fer24_total,zan_artcom0924_total,zan_pop15_total,zan_pop21_total,zan_men15_total,zan_men21_total,zan_emp15_total,zan_emp21_total,zan_surfcom2024_total,zan_artif_per_pop21,zan_artif_per_surface
4424,Thionville,190,12901427.0,2883345.0,7578395.0,249050.0,304844.0,1884766.0,1027.0,154.83,354969.0,366949.0,152391.0,162898.0,85071.0,80934.0,1754712459.0,35.158638,0.007352
4425,Troyes,358,13761835.0,4117385.0,8161768.0,214862.0,388907.0,878888.0,25.0,129.14,259440.0,261959.0,117826.0,122347.0,97514.0,99517.0,4932900342.0,52.534309,0.00279
4426,Verdun,231,3385472.0,540109.0,2166909.0,30106.0,530688.0,112543.0,5117.0,28.57,79599.0,76609.0,34771.0,34622.0,28674.0,27468.0,2824659169.0,44.19157,0.001199
4427,Vitry-le-François Saint-Dizier,224,5944752.0,1455978.0,3432915.0,77322.0,735908.0,242629.0,0.0,55.7,121430.0,114475.0,53570.0,52600.0,42642.0,40694.0,2906090834.0,51.93057,0.002046
5201,Ancenis,22,7495430.0,1744515.0,4855777.0,63439.0,329100.0,502150.0,449.0,14.9,98868.0,100247.0,39632.0,44911.0,37823.0,39045.0,1226151807.0,74.769619,0.006113
5202,Angers,67,22125190.0,5417982.0,13421777.0,281683.0,468694.0,2519095.0,15959.0,91.88,395158.0,410441.0,176503.0,191345.0,163447.0,175862.0,2028329455.0,53.905896,0.010908
5203,Challans,42,19960496.0,5177511.0,12214641.0,320576.0,570741.0,1676781.0,246.0,69.83,146440.0,156616.0,66230.0,73653.0,51579.0,54324.0,1280804272.0,127.448639,0.015584
5204,Château-Gontier-sur-Mayenne,32,5780348.0,1135858.0,3795463.0,223656.0,151923.0,473448.0,0.0,21.33,43104.0,42806.0,18169.0,18832.0,16994.0,17479.0,765586009.0,135.03593,0.00755
5205,Châteaubriant,32,5460881.0,1123181.0,3566844.0,59705.0,387081.0,324070.0,0.0,15.79,56153.0,56728.0,23446.0,24351.0,19334.0,20170.0,1101123438.0,96.264296,0.004959
5206,Cholet,35,14282932.0,3828934.0,8235345.0,128565.0,306176.0,1781280.0,2632.0,34.53,187669.0,189814.0,77683.0,86690.0,81965.0,86333.0,1638923972.0,75.246989,0.008715
5207,Fontenay-le-Comte,98,11518362.0,3842950.0,6597294.0,105784.0,281240.0,691094.0,0.0,55.26,123347.0,123893.0,54127.0,56325.0,40756.0,41435.0,2036174857.0,92.97024,0.005657
5208,La Ferté-Bernard,80,7563774.0,1254909.0,5313060.0,137608.0,181766.0,516699.0,159732.0,42.21,70506.0,68758.0,31248.0,31491.0,25863.0,25050.0,1377033265.0,110.00573,0.005493
5209,La Flèche,28,6204117.0,1410110.0,4249854.0,59559.0,268939.0,215655.0,0.0,16.16,60515.0,59247.0,26209.0,27489.0,20250.0,20056.0,1303456705.0,104.716138,0.00476
5210,La Roche-sur-Yon,45,19845762.0,5613455.0,11558389.0,154740.0,485384.0,2033794.0,0.0,57.79,169976.0,178357.0,72446.0,78292.0,73672.0,80058.0,1461078062.0,111.26988,0.013583
5211,Laval,85,19026162.0,4192196.0,9820611.0,298544.0,332969.0,1700257.0,2681585.0,78.48,160771.0,161700.0,69439.0,72430.0,69732.0,71815.0,1896348744.0,117.66334,0.010033
5212,Le Mans,148,28031391.0,5424422.0,17231400.0,383854.0,747981.0,2582021.0,1661713.0,179.91,370982.0,373909.0,163339.0,169097.0,146243.0,149865.0,2604309465.0,74.968484,0.010763
5213,Les Herbiers-Montaigu,47,16704158.0,4892540.0,8668198.0,327531.0,334322.0,2481567.0,0.0,48.58,141577.0,146245.0,57254.0,61912.0,65743.0,70538.0,1513673592.0,114.22037,0.011036
5214,Les Sables-d'Olonne,18,8216331.0,1694779.0,5192931.0,206869.0,179935.0,941817.0,0.0,23.35,80882.0,90028.0,38628.0,44672.0,26003.0,30088.0,559439422.0,91.264173,0.014687
5215,Mayenne,92,13639647.0,2322431.0,10082974.0,159039.0,362568.0,712635.0,0.0,67.48,84573.0,82335.0,36952.0,36926.0,33377.0,33124.0,1998273456.0,165.660375,0.006826
5216,Nantes,95,42476256.0,10096794.0,26838628.0,629093.0,1565511.0,3345797.0,433.0,155.44,908629.0,978452.0,403141.0,446507.0,418689.0,470404.0,2889242210.0,43.411691,0.014702
5217,Pornic,16,6427898.0,1367656.0,3980387.0,149622.0,211178.0,719055.0,0.0,24.0,75256.0,82360.0,32531.0,37953.0,22196.0,23602.0,608228784.0,78.046357,0.010568
5218,Sablé-sur-Sarthe,52,6488194.0,1662581.0,3982136.0,68304.0,158694.0,230691.0,385788.0,32.77,57922.0,56410.0,24040.0,24486.0,24367.0,24830.0,1070193951.0,115.018507,0.006063
5219,Saint-Nazaire,37,13526691.0,3187682.0,8857971.0,138633.0,352350.0,964320.0,25735.0,46.92,246095.0,258126.0,110293.0,121126.0,94904.0,103317.0,1149187352.0,52.403443,0.011771
5220,Saumur,45,5333504.0,1559801.0,3077822.0,114370.0,124526.0,456590.0,395.0,19.7,100424.0,98301.0,43917.0,45152.0,37962.0,37498.0,1244596272.0,54.256864,0.004285
5221,Segré-en-Anjou Bleu,30,10100298.0,1804022.0,6866729.0,144746.0,377206.0,907595.0,0.0,26.35,55579.0,56164.0,22750.0,25124.0,20048.0,19435.0,1044710897.0,179.835802,0.009668
5301,Auray,28,8628846.0,1221735.0,6608397.0,166318.0,109450.0,522946.0,0.0,54.04,91437.0,95546.0,41809.0,45314.0,29128.0,30770.0,618535326.0,90.310908,0.01395
5302,Brest,91,24005773.0,5110574.0,15874284.0,276312.0,512940.0,2226603.0,5060.0,127.22,400725.0,408297.0,183619.0,192680.0,160446.0,168485.0,1762274431.0,58.79488,0.013622
5303,Carhaix-Plouguer,81,9393192.0,1867108.0,6539450.0,137108.0,376772.0,472754.0,0.0,28.92,80540.0,78911.0,38278.0,38569.0,28475.0,28321.0,2642324115.0,119.035268,0.003555
5304,Dinan,66,11482590.0,1942164.0,8423401.0,95889.0,306491.0,714645.0,0.0,81.59,97273.0,100907.0,43403.0,46527.0,31780.0,32958.0,1060755255.0,113.79379,0.010825
5305,Fougères,45,7425973.0,1749729.0,4768639.0,93156.0,152520.0,661929.0,0.0,36.54,82754.0,83902.0,35615.0,36899.0,31756.0,32323.0,998273684.0,88.507699,0.007439
5306,Guingamp,49,6524632.0,1032672.0,4904748.0,42817.0,251968.0,292427.0,0.0,41.05,58969.0,59032.0,26551.0,27359.0,20411.0,20865.0,905601631.0,110.527036,0.007205
5307,Lamballe-Armor,40,10043803.0,1754980.0,7341028.0,113892.0,106720.0,726080.0,1103.0,37.85,70547.0,71727.0,31046.0,32892.0,26712.0,28359.0,1179958866.0,140.028204,0.008512
5308,Lannion,65,9733785.0,1307220.0,7498491.0,127380.0,188754.0,610382.0,1558.0,70.2,118121.0,118093.0,56820.0,58674.0,39360.0,39743.0,946826985.0,82.424742,0.01028
5309,Lorient,35,9436893.0,2089326.0,6183739.0,128895.0,137207.0,897726.0,0.0,38.44,224285.0,229742.0,105584.0,112107.0,85596.0,89290.0,995407744.0,41.076046,0.00948
5310,Morlaix,59,13881460.0,2782938.0,9770363.0,103548.0,346833.0,877778.0,0.0,75.61,126927.0,128002.0,57425.0,59685.0,49029.0,49673.0,1352132444.0,108.447212,0.010266
5311,Ploërmel,53,8587535.0,1575235.0,6203468.0,158930.0,323874.0,326028.0,0.0,45.34,76312.0,77263.0,32610.0,34316.0,29398.0,30169.0,1405143783.0,111.146797,0.006111
5312,Pontivy-Loudéac,64,14792214.0,3884885.0,9449642.0,161576.0,457051.0,838231.0,829.0,53.01,118502.0,119890.0,51891.0,53662.0,49568.0,50786.0,1932120925.0,123.38155,0.007656
5313,Quimper,82,19948560.0,3674457.0,14092927.0,274068.0,159237.0,1747871.0,0.0,79.92,288662.0,293492.0,136929.0,144653.0,111373.0,114965.0,2048040106.0,67.969689,0.00974
5314,Quimperlé,18,4470270.0,521807.0,3492799.0,39391.0,108712.0,307561.0,0.0,13.57,58709.0,59790.0,26755.0,28144.0,18399.0,18906.0,723611735.0,74.766182,0.006178
5315,Rennes,160,46216157.0,10764374.0,28404346.0,916444.0,791892.0,5284352.0,54749.0,236.32,684467.0,728132.0,301199.0,332582.0,311083.0,343795.0,3236246461.0,63.472223,0.014281
5316,Saint-Brieuc,58,15332377.0,2679614.0,10764163.0,201249.0,250220.0,1436194.0,937.0,91.59,186689.0,189245.0,84673.0,88510.0,74601.0,77050.0,1128024791.0,81.018664,0.013592
5317,Saint-Malo,54,10835185.0,2850553.0,6549007.0,134855.0,151027.0,1149661.0,82.0,82.65,147323.0,153995.0,68902.0,74434.0,53937.0,58997.0,839461786.0,70.360629,0.012907
5318,Vannes,60,19229942.0,4276409.0,12470114.0,248829.0,420921.0,1813669.0,0.0,89.58,218774.0,231635.0,99665.0,109923.0,85246.0,92232.0,1506883921.0,83.018292,0.012761
5319,Vitré,56,10529128.0,2568477.0,6247158.0,108205.0,228569.0,1369340.0,7379.0,51.67,93441.0,96587.0,37459.0,39983.0,39310.0,41218.0,1120554346.0,109.011855,0.009396
7501,Agen,99,13456914.0,2099132.0,10077205.0,146852.0,715874.0,417851.0,0.0,94.46,140502.0,139454.0,63940.0,65404.0,58831.0,59335.0,1716363105.0,96.497153,0.00784
7502,Angoulême,229,25359835.0,5345131.0,17331454.0,325241.0,1163112.0,857097.0,337800.0,172.77,242272.0,241095.0,111472.0,115243.0,93780.0,94905.0,3577799423.0,105.186068,0.007088
7503,Bayonne,111,27356778.0,4996911.0,19057824.0,611240.0,688697.0,1999307.0,2799.0,160.67,338862.0,362916.0,158464.0,178690.0,132382.0,147514.0,2263509809.0,75.380468,0.012086
7504,Bergerac,153,9950670.0,1136562.0,8291966.0,144937.0,193245.0,183085.0,875.0,68.47,118841.0,118240.0,54365.0,56311.0,41262.0,41404.0,2163305521.0,84.156546,0.0046
7505,Bordeaux,164,51667096.0,9177289.0,33799262.0,809480.0,5300020.0,2554637.0,26408.0,298.96,1095039.0,1182327.0,506591.0,565230.0,497789.0,566073.0,3840633276.0,43.699498,0.013453
7506,Bressuire,80,15334117.0,3235082.0,9919065.0,131834.0,873816.0,1173167.0,1153.0,49.45,118397.0,118123.0,50754.0,52289.0,44474.0,44867.0,2387786709.0,129.814829,0.006422
7507,Brive-la-Gaillarde,98,16137171.0,2226073.0,12645223.0,194098.0,719670.0,352107.0,0.0,100.48,137015.0,136708.0,63123.0,65535.0,54531.0,54489.0,1531591588.0,118.041161,0.010536
7508,Châtellerault,50,7676647.0,1654259.0,5002837.0,82899.0,235422.0,115908.0,585322.0,32.41,89319.0,87594.0,40156.0,40734.0,31785.0,31590.0,1271434918.0,87.638959,0.006038
7509,Cognac,191,18792103.0,4206349.0,11940094.0,656805.0,1016427.0,880353.0,92075.0,136.09,134740.0,133923.0,61415.0,62663.0,55349.0,57186.0,2607375828.0,140.320206,0.007207
7510,Dax,119,36761758.0,8432346.0,23443808.0,660886.0,2107509.0,2106541.0,10668.0,177.32,159838.0,169115.0,72321.0,79425.0,57688.0,61166.0,2717664850.0,217.377276,0.013527
7511,Guéret,255,11873732.0,1726965.0,8994710.0,241654.0,734984.0,175419.0,0.0,54.89,123373.0,118379.0,59108.0,58826.0,43784.0,42602.0,5582442071.0,100.302689,0.002127
7512,La Rochelle,83,13502066.0,3769784.0,7376318.0,340858.0,534544.0,1479094.0,1468.0,105.82,246134.0,260824.0,116066.0,125779.0,95523.0,105145.0,1328985708.0,51.766962,0.01016
7513,La Teste-de-Buch,33,23687813.0,6445709.0,13835737.0,300405.0,1906622.0,1196564.0,2776.0,30.23,154260.0,169262.0,70528.0,81523.0,48170.0,53869.0,2812004230.0,139.947614,0.008424
7514,Langon,175,14060673.0,1729580.0,10918528.0,231551.0,530415.0,649352.0,1247.0,137.89,123021.0,125770.0,52613.0,55761.0,39109.0,39920.0,2418204511.0,111.796716,0.005815
7515,Lesparre-Médoc,40,9132635.0,2051039.0,6288657.0,97614.0,468789.0,226536.0,0.0,21.28,68877.0,72340.0,30081.0,32699.0,21461.0,22202.0,1808905601.0,126.245991,0.005049
7516,Libourne,140,12024863.0,1484497.0,9344040.0,160891.0,402367.0,369623.0,263445.0,104.96,154924.0,157561.0,66667.0,69897.0,53955.0,55964.0,1613514480.0,76.318778,0.007453
7517,Limoges,130,23002303.0,3665917.0,17873295.0,315774.0,525869.0,606267.0,15181.0,87.35,317056.0,314539.0,152313.0,156322.0,125577.0,125210.0,3642821015.0,73.13021,0.006314
7518,Marmande,131,13930625.0,2049784.0,11153788.0,126960.0,447543.0,149734.0,2816.0,91.62,101929.0,101130.0,45779.0,47532.0,35000.0,36305.0,2146898895.0,137.749679,0.006489
7519,Mont-de-Marsan,166,25582353.0,8207914.0,14001060.0,247690.0,2550414.0,575275.0,0.0,90.38,137545.0,138710.0,60960.0,63918.0,55136.0,56686.0,4287603652.0,184.430488,0.005967
7520,Niort,158,18151388.0,4767543.0,10632706.0,137951.0,1180236.0,1045265.0,387687.0,89.75,217512.0,218363.0,97469.0,100781.0,94077.0,98300.0,3001029420.0,83.124833,0.006048
7521,Oloron-Sainte-Marie,163,9047942.0,1261022.0,6260986.0,141874.0,528857.0,855141.0,62.0,86.27,71204.0,70829.0,31861.0,32945.0,26927.0,26783.0,3004395534.0,127.743467,0.003012
7522,Pau,286,30229021.0,5108231.0,21936522.0,471362.0,1090527.0,1616056.0,6323.0,349.4,316270.0,320940.0,143421.0,151906.0,128912.0,132201.0,2741243269.0,94.18901,0.011027
7523,Périgueux,231,23398766.0,2559942.0,19397115.0,296357.0,689835.0,455517.0,0.0,114.09,217769.0,217364.0,102117.0,106206.0,80856.0,82172.0,4591061203.0,107.647844,0.005097
7524,Poitiers,163,23769592.0,5307281.0,14768534.0,364765.0,980644.0,1149004.0,1199364.0,104.06,317011.0,323583.0,146947.0,154319.0,130311.0,133091.0,4581768320.0,73.457481,0.005188
7525,Rochefort,41,5431773.0,1224420.0,3514261.0,81836.0,185203.0,425439.0,614.0,35.05,75406.0,76642.0,34328.0,36050.0,27671.0,28626.0,664184161.0,70.872015,0.008178
7526,Royan,51,10163980.0,1203287.0,7700672.0,79043.0,247167.0,932372.0,1439.0,55.66,124421.0,127942.0,61100.0,65422.0,38964.0,39679.0,1139427338.0,79.442091,0.00892
7527,Saint-Junien,104,12876957.0,2562287.0,9123653.0,207168.0,774990.0,208859.0,0.0,42.5,88068.0,85983.0,41295.0,41696.0,29550.0,29121.0,3210207178.0,149.761662,0.004011
7528,Saintes,147,12228052.0,2104373.0,8946067.0,222308.0,428711.0,526503.0,90.0,89.68,127930.0,129990.0,59066.0,62151.0,46682.0,47476.0,1990460568.0,94.069175,0.006143
7529,Sarlat-la-Canéda,107,9140557.0,1054001.0,7309355.0,131412.0,469457.0,176115.0,217.0,50.27,63305.0,62744.0,30051.0,30988.0,21885.0,22413.0,1882389836.0,145.680177,0.004856
7530,Thouars,76,6761111.0,1662573.0,4363980.0,55453.0,442810.0,226540.0,9755.0,31.75,67045.0,66297.0,30152.0,31474.0,24150.0,23532.0,1670551621.0,101.982156,0.004047
7531,Tulle,130,12051731.0,1327521.0,9723374.0,163273.0,685341.0,152222.0,0.0,59.86,83641.0,82607.0,39252.0,39883.0,33068.0,31909.0,2722341195.0,145.89237,0.004427
7532,Villeneuve-sur-Lot,98,11057199.0,1268379.0,9160431.0,131355.0,300660.0,196374.0,0.0,65.76,93104.0,92487.0,42430.0,43398.0,30493.0,30974.0,1646677173.0,119.554089,0.006715
7601,Agde-Pézenas,18,4813493.0,1207369.0,3028771.0,110386.0,93025.0,373942.0,0.0,25.79,79233.0,83259.0,36718.0,40328.0,24809.0,25217.0,397591529.0,57.813486,0.012107
7602,Albi,190,18577265.0,3028535.0,13891631.0,231264.0,376106.0,1049336.0,393.0,113.43,240821.0,246774.0,108226.0,115107.0,83474.0,86675.0,3358064498.0,75.280479,0.005532
7603,Alès-Le Vigan,172,11816837.0,2226086.0,8313473.0,287583.0,295562.0,687692.0,6441.0,90.22,190567.0,196162.0,89103.0,94448.0,57511.0,60042.0,2951519580.0,60.240194,0.004004
7604,Auch,392,32015421.0,5436216.0,23713168.0,572740.0,1348601.0,944696.0,0.0,204.78,159615.0,160165.0,73597.0,76379.0,59962.0,59943.0,5529477974.0,199.890244,0.00579
7605,Bagnols-sur-Cèze,52,6134147.0,1067510.0,4458807.0,169073.0,173664.0,265041.0,52.0,44.92,74792.0,76784.0,32265.0,34420.0,26520.0,27325.0,780315669.0,79.888349,0.007861
7606,Béziers,110,13829054.0,2679224.0,8268316.0,637116.0,1077492.0,1166494.0,412.0,82.58,225807.0,236550.0,101708.0,110245.0,74355.0,79422.0,2103553877.0,58.461442,0.006574
7607,Cahors,134,7002044.0,1569603.0,4793224.0,79557.0,224021.0,335435.0,204.0,40.6,86370.0,87793.0,41039.0,43490.0,31584.0,32123.0,2398471633.0,79.75629,0.002919
7608,Carcassonne-Limoux,309,16787294.0,3447211.0,11318226.0,294909.0,892153.0,824954.0,9841.0,134.72,198311.0,201834.0,89711.0,94995.0,67725.0,72465.0,4008918165.0,83.173767,0.004187
7609,Castelsarrasin-Moissac,104,6247356.0,795012.0,5055668.0,55044.0,158938.0,182694.0,0.0,33.94,76214.0,77812.0,32355.0,34069.0,25748.0,25900.0,1609320085.0,80.287822,0.003882
7610,Castres-Mazamet,134,14921083.0,2564049.0,10995998.0,183637.0,717398.0,460001.0,0.0,85.98,161652.0,162290.0,72439.0,75184.0,57389.0,58286.0,2934641794.0,91.940865,0.005084
7611,Figeac-Villefranche,136,7209566.0,1626817.0,4771616.0,82413.0,279769.0,448951.0,0.0,40.63,96104.0,95286.0,45411.0,46076.0,35642.0,34884.0,2377979440.0,75.662385,0.003032
7612,Foix-Pamiers,267,10918286.0,2713700.0,7072752.0,223710.0,514863.0,393261.0,0.0,93.36,134553.0,136714.0,61454.0,64322.0,46556.0,48689.0,3808299938.0,79.862238,0.002867
7613,Mende,135,7469117.0,1790926.0,4119367.0,258759.0,976256.0,323809.0,0.0,26.45,71277.0,71509.0,32288.0,33622.0,30207.0,30313.0,4679141055.0,104.450027,0.001596
7614,Millau,91,5239488.0,1104966.0,3238410.0,116661.0,628984.0,150467.0,0.0,14.48,66252.0,66530.0,30583.0,31520.0,24875.0,26140.0,3269443481.0,78.753765,0.001603
7615,Montauban,101,20423668.0,3333060.0,15894587.0,192326.0,273362.0,730333.0,0.0,94.41,185359.0,192166.0,79229.0,83941.0,64529.0,69306.0,2240097472.0,106.281382,0.009117
7616,Montpellier,172,27869858.0,5948580.0,16447505.0,1286127.0,1194534.0,2842478.0,150634.0,220.74,712035.0,775348.0,329746.0,372249.0,284403.0,321824.0,2826848438.0,35.944967,0.009859
7617,Narbonne,102,12049668.0,2843973.0,6670477.0,399087.0,1011987.0,1124144.0,0.0,66.13,163363.0,168656.0,75543.0,81457.0,53639.0,56553.0,2047482239.0,71.445238,0.005885
7618,Nîmes,118,22389622.0,5663399.0,13278297.0,644670.0,965330.0,1391765.0,446161.0,137.63,379359.0,387883.0,165191.0,173970.0,132677.0,139924.0,1832897837.0,57.722617,0.012215
7619,Nord-du-Lot,110,5008594.0,1273309.0,3167385.0,77526.0,217471.0,272827.0,76.0,39.26,54702.0,54266.0,25530.0,26365.0,21123.0,21171.0,1804937410.0,92.297092,0.002775
7620,Perpignan,235,29338689.0,5596519.0,16577142.0,1026353.0,3601030.0,2413949.0,123696.0,220.99,476214.0,492612.0,220123.0,236921.0,155603.0,164028.0,4346586668.0,59.557398,0.00675
7621,Rodez,132,13855918.0,2510419.0,9063077.0,319953.0,621701.0,1340768.0,0.0,49.74,145404.0,147189.0,66190.0,69427.0,61584.0,63241.0,4209988430.0,94.136912,0.003291
7622,Saint-Gaudens,387,13651515.0,2211102.0,10068613.0,229155.0,496824.0,642722.0,3099.0,168.35,128578.0,128542.0,59597.0,61595.0,42585.0,42846.0,4261472855.0,106.202759,0.003203
7623,Sète,11,2088444.0,465474.0,1318502.0,75571.0,49872.0,177810.0,1215.0,8.57,107325.0,111358.0,50358.0,54527.0,31727.0,33962.0,293024106.0,18.754324,0.007127
7624,Tarbes-Lourdes,477,16634061.0,3534434.0,11425720.0,270870.0,829458.0,567610.0,5969.0,240.27,238878.0,240808.0,111655.0,116576.0,90670.0,92232.0,4795287739.0,69.076032,0.003469
7625,Toulouse,335,77320925.0,15250062.0,52366404.0,1453092.0,1831986.0,6403031.0,16350.0,715.21,1234935.0,1335673.0,565932.0,634423.0,578508.0,643003.0,3895742895.0,57.889113,0.019848
8401,Annecy,98,15446327.0,2201661.0,11440767.0,397652.0,196332.0,1209882.0,33.0,118.93,297330.0,314569.0,130229.0,143994.0,128604.0,137467.0,1601769875.0,49.103144,0.009643
8402,Aubenas,175,14097630.0,1213498.0,11062475.0,228101.0,341580.0,1251791.0,185.0,112.64,133027.0,136477.0,60561.0,64462.0,45811.0,47745.0,2863833093.0,103.296746,0.004923
8403,Aurillac,102,8091523.0,1435260.0,5350531.0,90667.0,933744.0,280488.0,833.0,38.97,84228.0,84106.0,39439.0,40734.0,34561.0,34950.0,2130716414.0,96.206252,0.003798
8404,Belley,72,5726146.0,1335635.0,3837295.0,103298.0,172035.0,277883.0,0.0,49.0,52449.0,52887.0,22674.0,23707.0,17241.0,17181.0,1088070787.0,108.271333,0.005263
8405,Bourg-en-Bresse,166,23769511.0,8494362.0,12912067.0,476981.0,394735.0,1383141.0,108225.0,157.59,252575.0,262125.0,107980.0,115897.0,97951.0,103614.0,2567914236.0,90.680061,0.009256
8406,Bourgoin-Jallieu,106,17874940.0,3888028.0,12202593.0,280387.0,335859.0,1159412.0,8661.0,164.5,233990.0,244270.0,93800.0,101092.0,82785.0,89604.0,1211155558.0,73.176976,0.014759
8407,Chambéry,110,11450509.0,2435018.0,7540680.0,252462.0,145101.0,1068815.0,8433.0,143.48,239586.0,253151.0,107847.0,118029.0,103354.0,111218.0,1116666731.0,45.231933,0.010254
8408,Clermont-Ferrand,191,27791581.0,7098652.0,17176390.0,599813.0,975276.0,1940091.0,1359.0,219.66,477980.0,493182.0,223769.0,236683.0,206478.0,216204.0,2828464735.0,56.351572,0.009826
8409,Grenoble,189,14975443.0,2813276.0,9674316.0,543222.0,539804.0,1398233.0,6592.0,130.28,608358.0,614476.0,273993.0,286593.0,277332.0,286467.0,3772307230.0,24.371079,0.00397
8410,Issoire,138,6667916.0,983187.0,5019851.0,93840.0,337683.0,232608.0,747.0,64.43,83653.0,84658.0,38495.0,40357.0,31223.0,31687.0,2096039931.0,78.762976,0.003181
8411,La Maurienne,48,3022075.0,760006.0,1342492.0,92179.0,363365.0,461575.0,2458.0,18.22,39233.0,38590.0,18160.0,18277.0,18129.0,17655.0,2015895269.0,78.312387,0.001499
8412,La Plaine du Forez,88,8871662.0,2058742.0,5617363.0,116290.0,390019.0,689248.0,0.0,65.09,88454.0,89634.0,38312.0,40334.0,30028.0,30486.0,1314774221.0,98.976527,0.006748
8413,La Tarentaise,68,6776346.0,1396096.0,3590898.0,352511.0,422122.0,1014064.0,655.0,40.56,113171.0,113724.0,51269.0,53100.0,57428.0,58937.0,2493192688.0,59.585892,0.002718
8414,La Vallée de l'Arve,28,4673174.0,1246879.0,2888327.0,132615.0,99460.0,304960.0,933.0,26.43,89024.0,90959.0,36740.0,39054.0,37387.0,37886.0,767967261.0,51.376708,0.006085
8415,Le Chablais,48,6762072.0,1232528.0,4458033.0,239683.0,244643.0,587185.0,0.0,68.17,108887.0,116527.0,48089.0,53016.0,38934.0,40397.0,742286554.0,58.030087,0.00911
8416,Le Genevois Français,146,20472058.0,2506657.0,15279461.0,574487.0,432240.0,1677426.0,1787.0,219.01,367433.0,399368.0,157388.0,176566.0,94864.0,96176.0,1643507758.0,51.261138,0.012456
8417,Le Livradois,109,6629723.0,1194803.0,4732062.0,51889.0,445082.0,205887.0,0.0,30.34,84493.0,83975.0,38307.0,39197.0,30196.0,29597.0,2233497276.0,78.94877,0.002968
8418,Le Mont Blanc,20,4176824.0,540932.0,3138971.0,133687.0,35596.0,327638.0,0.0,14.07,60074.0,61399.0,27378.0,29331.0,28874.0,30242.0,905996196.0,68.027557,0.00461
8419,Le Puy-en-Velay,184,11005925.0,2118012.0,7720473.0,276346.0,672119.0,218975.0,0.0,69.08,118316.0,117471.0,54147.0,55747.0,45547.0,46013.0,3502725999.0,93.69057,0.003142
8420,Les Sources de la Loire,77,8920792.0,1500687.0,6684188.0,205803.0,302386.0,227728.0,0.0,35.21,83981.0,84474.0,36071.0,37576.0,29076.0,29586.0,1800563384.0,105.603996,0.004954
8421,Lyon,234,41445915.0,11943962.0,22930055.0,1124156.0,1348683.0,4078126.0,20933.0,407.64,1802007.0,1882952.0,784702.0,848967.0,837722.0,909037.0,2672832064.0,22.011137,0.015506
8422,Montélimar,65,7597798.0,1632144.0,4934648.0,156508.0,154487.0,713908.0,6103.0,40.15,99998.0,104509.0,43993.0,47340.0,38582.0,41235.0,1085329678.0,72.69994,0.007
8423,Montluçon,114,11999454.0,2246818.0,8461079.0,166124.0,479684.0,645675.0,74.0,57.95,120968.0,115295.0,57955.0,56511.0,43783.0,41284.0,2488751898.0,104.0761,0.004821
8424,Moulins,101,15971338.0,5076246.0,9183825.0,222013.0,920870.0,568384.0,0.0,54.3,99107.0,97068.0,46732.0,47166.0,39041.0,37851.0,3167591942.0,164.537623,0.005042
8425,Oyonnax,35,2826839.0,1046153.0,1394935.0,47719.0,63642.0,272253.0,2137.0,20.88,56651.0,56834.0,23669.0,24167.0,25043.0,25134.0,480608237.0,49.738519,0.005882
8426,Roanne,76,9826533.0,2665033.0,5909791.0,122322.0,425778.0,702382.0,1227.0,70.95,133187.0,134421.0,60478.0,63230.0,50134.0,51625.0,1234576712.0,73.102663,0.007959
8427,Romans-sur-Isère,57,6966665.0,1405828.0,4789066.0,111807.0,27562.0,629951.0,2451.0,53.84,96816.0,97607.0,41967.0,44457.0,34264.0,36235.0,1022241893.0,71.374645,0.006815
8428,Saint-Étienne,134,19024103.0,4569678.0,11911001.0,346594.0,602015.0,1591267.0,3548.0,166.76,540946.0,548226.0,237477.0,245168.0,201546.0,207965.0,1900828642.0,34.701205,0.010008
8429,Saint-Flour,84,3218597.0,612028.0,2081178.0,23897.0,342402.0,159092.0,0.0,12.71,35060.0,34211.0,16084.0,16067.0,14523.0,14328.0,2220018652.0,94.080763,0.00145
8430,Tarare,42,4664404.0,1050746.0,2973670.0,59459.0,128777.0,449144.0,2608.0,26.95,58005.0,57592.0,24553.0,25127.0,20209.0,20177.0,702532797.0,80.990485,0.006639
8431,Valence,157,15686964.0,4331578.0,9581807.0,331509.0,164052.0,1275285.0,2733.0,94.12,285941.0,295701.0,126129.0,135820.0,119353.0,128190.0,3034212692.0,53.050088,0.00517
8432,Vichy,144,15816347.0,2177324.0,12076255.0,197892.0,649929.0,714847.0,100.0,100.12,143323.0,143752.0,67859.0,70109.0,48885.0,48901.0,2505008281.0,110.025231,0.006314
8433,Vienne-Annonay,146,17607457.0,3886166.0,11793723.0,239199.0,486500.0,1191928.0,9941.0,158.9,243482.0,251102.0,102493.0,109664.0,86411.0,88829.0,1838065481.0,70.120736,0.009579
8434,Villefranche-sur-Saône,92,10162681.0,2213573.0,6661855.0,288247.0,168996.0,828679.0,1331.0,104.54,176666.0,183196.0,72039.0,78544.0,61773.0,65234.0,1120445320.0,55.474361,0.00907
8435,Voiron,130,13839625.0,2340352.0,10023695.0,281057.0,370151.0,823841.0,529.0,116.84,195561.0,200490.0,81140.0,86640.0,61920.0,64178.0,1779092880.0,69.029004,0.007779
