ze2020,libze2020,reg,population_2022_total,active_15_64_2022_total,employed_15_64_2022_total,unemployed_15_64_2022_total,unemployment_rate_est_2022,jobs_lt_2022_total,jobs_lt_per_1000_pop_2022,side_stocks_et_2023_total,side_stocks_ul_2023_total,side_stocks_et_per_1000_pop_2023,bpe_facilities_2024_total,bpe_facilities_per_1000_pop_2024,flores_presential_unit_loc_2024_total,flores_productive_unit_loc_2024_total,filosofi_s_hh_tax_weighted_proxy_2021,filosofi_s_dir_tax_di_weighted_proxy_2021
0051,Alençon,52,124291.0,53419.02111,47754.87817,5664.14294,0.106032,47719.52455999999,383.933869,7825.0,6873.0,62.957093,4926.0,39.632797,2918.0,1476.0,43.829413,-13.510852
0052,Arles,93,141292.0,60242.45477,52932.70365,7309.75112,0.121339,50958.270650000006,360.659278,15582.0,14135.0,110.282252,7294.0,51.623588,4151.0,2369.0,45.816262,-15.071627
0053,Avignon,93,288353.0,128252.51723,110799.78736,17452.72987,0.136081,122094.72539999998,423.421034,32075.0,28717.0,111.235187,14153.0,49.082201,7953.0,4303.0,47.728383,-15.249482
0054,Beauvais,32,286478.0,135117.05171,118594.20557,16522.84614,0.122285,95349.2792099999,332.832815,18132.0,16366.0,63.292818,10332.0,36.065597,5460.0,2668.0,49.00835,-13.887629
0055,Bollène-Pierrelatte,84,79350.0,34271.48691,29895.35897,4376.12794,0.12769,31661.802940000005,399.01453,6792.0,6097.0,85.595463,3311.0,41.726528,1710.0,954.0,47.178585,-13.905278
0056,Cosne-Cours-sur-Loire,24,66439.0,26440.09436,23172.25015,3267.84421,0.123594,24141.155010000013,363.358193,4962.0,4501.0,74.685049,2922.0,43.980192,1544.0,1043.0,42.581036,-13.123717
0057,Dreux,28,147414.0,67412.01668,59145.57618,8266.4405,0.122626,39405.387419999985,267.311025,9746.0,8906.0,66.113124,5350.0,36.292347,2659.0,1210.0,46.035095,-13.284436
0058,La Vallée de la Bresle-Vimeu,28,76247.0,32552.42571,28410.92407,4141.50164,0.127226,30380.165109999994,398.444071,4626.0,4155.0,60.67124,2855.0,37.444096,1509.0,865.0,42.589843,-12.944448
0059,Mâcon,84,167619.0,76564.43903,69544.94522,7019.49381,0.091681,68900.79293000001,411.055984,14621.0,13103.0,87.227582,7283.0,43.449728,4041.0,2392.0,50.418357,-14.753148
0060,Nevers,24,156329.0,63499.37013,56238.21766,7261.15247,0.11435,56197.26909999995,359.480769,9723.0,8592.0,62.195754,5942.0,38.009582,3353.0,1488.0,46.584537,-13.654795
0061,Nogent-le-Rotrou,24,63647.0,27120.79501,24155.6567,2965.13831,0.109331,23132.67542000001,363.452722,4620.0,4223.0,72.587867,2688.0,42.232941,1355.0,790.0,45.990045,-13.306166
0062,Redon,53,85017.0,37829.87833,33762.66006,4067.21827,0.107513,28939.338890000006,340.394732,5885.0,5355.0,69.22145,3001.0,35.298823,1588.0,909.0,45.178703,-12.865639
0063,Ussel,84,79049.0,33112.55842,30474.94386,2637.61456,0.079656,30208.390649999983,382.147663,5934.0,5343.0,75.067363,4381.0,55.421321,2178.0,929.0,44.65273,-13.199662
0064,Valréas,84,62154.0,25498.11958,22463.58476,3034.53482,0.11901,22023.863789999992,354.343466,7197.0,6676.0,115.79303,3837.0,61.733758,1997.0,1060.0,43.830381,-14.092225
0101,Côte sous le vent,01,15986.0,6639.27928,4936.79429,1702.48499,0.256426,4109.59291,257.074497,1361.0,1294.0,85.136995,941.0,58.864006,361.0,96.0,,
0102,Est Grande Terre,01,55551.0,23673.88818,17863.75302,5810.13516,0.245424,13138.20223,236.507034,5005.0,4731.0,90.097388,3286.0,59.152851,1225.0,607.0,,
0103,Marie-Galante,01,10422.0,4216.40732,3170.25216,1046.15516,0.248115,3179.4159099999997,305.067733,855.0,782.0,82.037997,702.0,67.357513,271.0,107.0,,
0104,Région Pointoise,01,232887.0,104708.34559,80472.42214,24235.92345,0.231461,90047.53388,386.657623,26661.0,24747.0,114.480413,13339.0,57.276705,6205.0,3724.0,,
0105,Sud Basse-Terre,01,68723.0,28264.15008,20529.451,7734.69908,0.273658,20710.635290000002,301.363958,4429.0,4100.0,64.447128,3269.0,47.567772,1377.0,609.0,,
0201,Le Centre-Atlantique,02,57691.0,25622.50457,19658.9801,5963.52447,0.232746,13489.3878,233.821355,3620.0,3343.0,62.748089,2433.0,42.172956,962.0,453.0,31.302578,-12.110062
0202,Le Centre agglomération,02,150323.0,68011.55888,56402.81273,11608.74615,0.170688,79236.34841,527.107285,33211.0,31737.0,220.930929,7912.0,52.63333,4465.0,2558.0,39.829241,-14.435919
0203,Le Nord-Atlantique,02,15610.0,5947.64221,4629.14574,1318.49647,0.221684,4177.03417,267.58707,701.0,657.0,44.907111,657.0,42.088405,241.0,187.0,20.848888,-9.440079
0204,Le Nord-Caraibe,02,22357.0,9775.01359,7889.92926,1885.08433,0.192847,6085.69403,272.205306,1307.0,1231.0,58.460437,962.0,43.029029,414.0,175.0,35.163959,-13.534446
0205,Le Sud,02,49153.0,21375.10983,17193.86333,4181.2465,0.195613,11576.91109,235.528067,3657.0,3417.0,74.400342,2262.0,46.019572,980.0,421.0,30.877953,-12.944229
0206,Le Sud-Caraibe,02,65885.0,29744.53578,24809.49083,4935.04495,0.165914,18178.26654,275.909031,6628.0,6123.0,100.599529,3201.0,48.584655,1564.0,797.0,39.833422,-13.845998
0301,Est-littoral,03,160925.0,68352.6923,49961.42222,18391.27008,0.269064,51569.165949999995,320.454659,10385.0,9392.0,64.533168,5891.0,36.607115,3246.0,1872.0,,
0302,Ouest-Guyanais,03,98344.0,31560.93215,19960.65362,11600.27853,0.367552,19268.120239999997,195.925733,1370.0,1236.0,13.930692,1233.0,12.537623,597.0,192.0,,
0303,Savanes,03,29113.0,12124.88847,8884.73316,3240.15531,0.267232,10044.66848,345.023477,1479.0,1325.0,50.802047,1068.0,36.684643,535.0,274.0,,
0401,L'Est,04,128965.0,53693.61527,36950.17448,16743.44079,0.311833,31464.367110000003,243.976018,7563.0,6969.0,58.643818,4859.0,37.676889,2573.0,1058.0,23.861187,-10.844964
0402,L'Ouest,04,218990.0,99725.37812,74625.82899,25099.54913,0.251687,73379.52517000001,335.081626,22308.0,20205.0,101.867665,9250.0,42.239372,5085.0,2663.0,34.079524,-13.714363
0403,Le Nord,04,216588.0,97929.68138,72972.81821,24956.86317,0.254845,86888.47618999999,401.169392,18264.0,16389.0,84.326001,8138.0,37.573642,5100.0,2517.0,36.147164,-14.669908
0404,Le Sud,04,316805.0,141402.91323,99437.31705,41965.59618,0.29678,95456.11366,301.308735,23402.0,21033.0,73.868784,12272.0,38.736762,6914.0,3153.0,28.624027,-11.983021
0601,Mayotte,06,,,,,,,,3924.0,3801.0,,6875.0,,2328.0,894.0,,
1101,Cergy-Vexin,11,647954.0,318873.92534,285234.47451,33639.45083,0.105495,194132.94595999995,299.609148,49743.0,45511.0,76.769339,23140.0,35.712412,11849.0,6003.0,63.749011,-17.717548
1102,Coulommiers,11,75538.0,37120.6583,33411.52374,3709.13456,0.099921,18154.95169999999,240.34197,5507.0,5151.0,72.903704,2710.0,35.875983,1438.0,644.0,55.469294,-14.676859
