year,ze2020,libze2020,side_enterprise_creations_official,side_establishment_creations_official,communes_count,target_proxy_establishment_creations_year,proxy_minus_side_enterprise,proxy_minus_side_establishment,proxy_to_side_enterprise_ratio,proxy_to_side_establishment_ratio
2012,7525,Rochefort,640.0,714.0,41,1307.0,667.0,593.0,2.0421875,1.830532212885154
2012,7526,Royan,1278.0,1375.0,51,2706.0,1428.0,1331.0,2.1173708920187795,1.968
2012,7527,Saint-Junien,602.0,693.0,104,1213.0,611.0,520.0,2.014950166112957,1.7503607503607503
2012,7528,Saintes,958.0,1049.0,147,1916.0,958.0,867.0,2.0,1.8265014299332698
2012,7529,Sarlat-la-Canéda,670.0,749.0,107,1359.0,689.0,610.0,2.0283582089552237,1.814419225634179
2012,7530,Thouars,324.0,354.0,76,695.0,371.0,341.0,2.1450617283950617,1.963276836158192
2012,7531,Tulle,546.0,624.0,130,1171.0,625.0,547.0,2.1446886446886446,1.876602564102564
2012,7532,Villeneuve-sur-Lot,711.0,801.0,98,1507.0,796.0,706.0,2.119549929676512,1.881398252184769
2012,7601,Agde-Pézenas,1082.0,1257.0,18,2224.0,1142.0,967.0,2.055452865064695,1.7692919649960224
2012,7602,Albi,2043.0,2211.0,190,3954.0,1911.0,1743.0,1.935389133627019,1.7883310719131615
2012,7603,Alès-Le Vigan,1963.0,2143.0,172,3529.0,1566.0,1386.0,1.7977585328578707,1.646756882874475
2012,7604,Auch,1324.0,1536.0,392,2916.0,1592.0,1380.0,2.202416918429003,1.8984375
2012,7605,Bagnols-sur-Cèze,624.0,723.0,52,1217.0,593.0,494.0,1.9503205128205128,1.6832641770401107
2012,7606,Béziers,2489.0,2728.0,110,4568.0,2079.0,1840.0,1.8352752109280837,1.6744868035190617
2012,7607,Cahors,731.0,864.0,134,1577.0,846.0,713.0,2.1573187414500685,1.8252314814814814
2012,7608,Carcassonne-Limoux,1710.0,1890.0,309,3492.0,1782.0,1602.0,2.042105263157895,1.8476190476190477
2012,7609,Castelsarrasin-Moissac,603.0,656.0,104,1134.0,531.0,478.0,1.8805970149253732,1.728658536585366
2012,7610,Castres-Mazamet,1201.0,1323.0,134,2396.0,1195.0,1073.0,1.9950041631973356,1.8110355253212396
2012,7611,Figeac-Villefranche,684.0,781.0,136,1371.0,687.0,590.0,2.004385964912281,1.7554417413572343
2012,7612,Foix-Pamiers,1288.0,1450.0,268,2456.0,1168.0,1006.0,1.906832298136646,1.6937931034482758
2012,7613,Mende,448.0,549.0,135,1172.0,724.0,623.0,2.6160714285714284,2.134790528233151
2012,7614,Millau,496.0,608.0,91,1140.0,644.0,532.0,2.2983870967741935,1.875
2012,7615,Montauban,1809.0,1991.0,101,3239.0,1430.0,1248.0,1.7904919845218352,1.6268206931190357
2012,7616,Montpellier,9518.0,10724.0,172,17819.0,8301.0,7095.0,1.872137003572179,1.6616001491980603
2012,7617,Narbonne,1748.0,1966.0,102,3787.0,2039.0,1821.0,2.166475972540046,1.9262461851475077
2012,7618,Nîmes,3828.0,4260.0,118,7373.0,3545.0,3113.0,1.9260710553814002,1.7307511737089203
2012,7619,Nord-du-Lot,396.0,459.0,110,862.0,466.0,403.0,2.176767676767677,1.877995642701525
2012,7620,Perpignan,5204.0,6049.0,235,10399.0,5195.0,4350.0,1.998270561106841,1.7191271284509837
2012,7621,Rodez,1005.0,1272.0,133,2321.0,1316.0,1049.0,2.309452736318408,1.824685534591195
2012,7622,Saint-Gaudens,1209.0,1289.0,387,2317.0,1108.0,1028.0,1.9164598842018197,1.7975174553917765
2012,7623,Sète,1216.0,1324.0,11,2270.0,1054.0,946.0,1.8667763157894737,1.7145015105740182
2012,7624,Tarbes-Lourdes,2026.0,2284.0,477,4121.0,2095.0,1837.0,2.0340572556762093,1.8042907180385288
2012,7625,Toulouse,12091.0,13985.0,335,23679.0,11588.0,9694.0,1.958398809031511,1.6931712549159814
2012,8401,Annecy,2947.0,3316.0,98,5961.0,3014.0,2645.0,2.022734984730234,1.7976477683956573
2012,8402,Aubenas,1319.0,1466.0,175,2712.0,1393.0,1246.0,2.056103108415466,1.849931787175989
2012,8403,Aurillac,456.0,612.0,102,1072.0,616.0,460.0,2.3508771929824563,1.7516339869281046
2012,8404,Belley,431.0,454.0,72,788.0,357.0,334.0,1.82830626450116,1.7356828193832599
