ze2020,libze2020,reg,population_2021_total,population_2022_total,active_15_64_2022_total,employed_15_64_2022_total,unemployed_15_64_2022_total,unemployment_rate_est_2022,jobs_lt_2022_total,jobs_lt_per_1000_pop_2022,side_stocks_et_2023_total,side_stocks_ul_2023_total,side_stocks_et_per_1000_pop_2023,bpe_facilities_2024_total,bpe_facilities_per_1000_pop_2024,flores_presential_unit_loc_2024_total,flores_productive_unit_loc_2024_total,filosofi_s_hh_tax_weighted_proxy_2021,filosofi_s_dir_tax_di_weighted_proxy_2021,has_population_2022,has_active_lr_2022,has_jobs_lt_2022,has_side_stocks_et_2023,has_side_stocks_ul_2023,has_bpe_2024,has_flores_2024,has_filosofi_2021,source_coverage_count,source_coverage_ratio,is_structural_anomaly,anomaly_reason,is_training_eligible_v0,filosofi_s_hh_tax_weighted_proxy_2020,filosofi_s_dir_tax_di_weighted_proxy_2020,active_15_64_2021_total,employed_15_64_2021_total,unemployed_15_64_2021_total,unemployment_rate_est_2021,jobs_lt_2021_total,jobs_lt_per_1000_pop_2021,bpe_facilities_2021_total,bpe_facilities_per_1000_pop_2021,side_stocks_et_2021_total,side_stocks_ul_2021_total,side_stocks_et_per_1000_pop_2021,bpe_facilities_2023_total,bpe_facilities_per_1000_pop_2023,bpe_evolution_commune_type_presence_2019_total,bpe_evolution_commune_type_presence_2024_total,bpe_evolution_commune_type_presence_delta_2019_2024,bpe_evolution_commune_type_presence_pct_change_2019_2024,side_stocks_et_2019_total,side_stocks_ul_2019_total,side_stocks_et_2020_total,side_stocks_ul_2020_total,flores_et_total_2019,flores_et_total_2020,flores_et_total_2021,side_creations_et_total_2019,side_creations_et_total_2020,side_creations_et_total_2021,side_creations_et_total_2022,side_creations_et_total_2023
2402,Bourges,24,200420.0,200628.0,88745.51433,78718.83176,10026.68257,0.112982,81153.55131,404.497634,13805.0,12089.0,68.80894,7191.0,35.842455,4225.0,2031.0,51.974352,-15.018804,1,1,1,1,1,1,1,1,8,1.0,0,,1,64.489151,-14.664431,88995.937855,78350.354239,10645.583616,0.119619,80573.345642,402.022481,6209.0,30.979942,13239.0,11557.0,66.056282,7035.0,35.064896,2342,2401,59,0.025192,12003.0,10315.0,12355.0,10798.0,6107.0,6051.0,6174.0,1685,1912,2417,2329,2321
2403,Chartres,24,209329.0,209665.0,101347.38415,91648.12601,9699.25814,0.095703,77679.45205999992,370.493177,15168.0,13397.0,72.343977,7388.0,35.237164,4195.0,2237.0,56.642495,-15.918842,1,1,1,1,1,1,1,1,8,1.0,0,,1,71.528599,-15.532223,100779.408357,90663.59258,10115.815777,0.100376,76737.393568,366.587494,6314.0,30.163045,14327.0,12476.0,68.4425,7329.0,34.955763,2452,2586,134,0.054649,12611.0,10922.0,13161.0,11474.0,6105.0,6098.0,6277.0,2084,2244,2681,2714,2658
2404,Châteaudun,24,57717.0,57789.0,24009.05103,21162.216,2846.83503,0.118573,18404.52642,318.478022,3504.0,3118.0,60.634377,2152.0,37.238921,1175.0,640.0,46.022698,-13.457767,1,1,1,1,1,1,1,1,8,1.0,0,,1,56.191664,-13.036929,24078.442655,21214.240192,2864.202463,0.118953,18388.233216,318.593018,1858.0,32.191555,3348.0,2960.0,58.007173,2127.0,36.806313,875,888,13,0.014857,2973.0,2632.0,3141.0,2770.0,1830.0,1827.0,1852.0,428,461,583,563,627
2405,Châteauroux,24,197591.0,197109.0,83372.77367,74064.18467,9308.589,0.11165,75795.60504000001,384.5365,13136.0,11620.0,66.643329,7824.0,39.693773,4503.0,2293.0,46.567681,-13.856585,1,1,1,1,1,1,1,1,8,1.0,0,,1,61.103805,-13.480355,83753.348158,73977.609012,9775.739146,0.116721,75896.495136,384.109069,6784.0,34.333548,12697.0,11175.0,64.259,7669.0,38.907407,3068,3164,96,0.031291,11686.0,10257.0,11883.0,10466.0,6619.0,6617.0,6738.0,1558,1723,2100,2235,2064
2406,Chinon,24,43634.0,43856.0,18552.4297,16602.57294,1949.85676,0.1051,18022.48887,410.946937,3397.0,3052.0,77.458045,1888.0,43.049982,962.0,618.0,49.169912,-14.131494,1,1,1,1,1,1,1,1,8,1.0,0,,1,60.643888,-14.174125,18644.270234,16662.271874,1981.99836,0.106306,17872.136961,409.591992,1604.0,36.760325,3322.0,2985.0,76.133291,1827.0,41.659066,764,784,20,0.026178,3056.0,2706.0,3132.0,2803.0,1523.0,1514.0,1539.0,392,422,474,542,512
2407,Gien,24,79848.0,79675.0,34103.74758,29967.92043,4135.82715,0.121272,29820.614770000004,374.27819,5053.0,4508.0,63.420144,2973.0,37.314088,1618.0,840.0,48.050562,-13.83033,1,1,1,1,1,1,1,1,8,1.0,0,,1,62.585327,-13.647538,34128.17358,30126.536333,4001.637247,0.117253,29768.859399,372.819099,2595.0,32.499249,4854.0,4313.0,60.790502,2933.0,36.812049,1249,1272,23,0.018415,4565.0,4014.0,4615.0,4084.0,2460.0,2455.0,2506.0,573,606,787,840,835
2408,Loches,24,54839.0,54993.0,23104.59241,20620.1427,2484.44971,0.107531,18760.038060000003,341.135018,4145.0,3757.0,75.373229,2375.0,43.187315,1184.0,849.0,40.164495,-12.807632,1,1,1,1,1,1,1,1,8,1.0,0,,1,50.571537,-12.572721,23039.533505,20505.385984,2534.147522,0.109991,18612.900928,339.409926,2112.0,38.512737,4137.0,3742.0,75.439012,2334.0,42.441765,1200,1218,18,0.015,3820.0,3450.0,3892.0,3542.0,1987.0,1972.0,2041.0,524,529,618,665,609
2409,Montargis,24,127348.0,127729.0,54996.34391,47359.25183,7637.09208,0.138865,40357.71281999997,315.963586,8755.0,7862.0,68.543557,4679.0,36.632245,2533.0,1158.0,46.497036,-13.733616,1,1,1,1,1,1,1,1,8,1.0,0,,1,61.206379,-13.35537,54506.264642,46299.471224,8206.793418,0.150566,39700.16876,311.745522,3987.0,31.307912,8356.0,7398.0,65.615479,4547.0,35.598807,1587,1655,68,0.042848,7516.0,6631.0,7761.0,6911.0,3579.0,3587.0,3690.0,1197,1255,1553,1736,1655
2410,Orléans,24,442720.0,445462.0,212939.15042,191482.67032,21456.4801,0.100763,195157.3847899999,438.101083,33412.0,29214.0,75.005275,14677.0,32.947816,9199.0,4408.0,57.796004,-16.345062,1,1,1,1,1,1,1,1,8,1.0,0,,1,73.566315,-16.162643,210020.774206,187390.101783,22630.672423,0.107754,192293.816022,434.34635,12284.0,27.746657,31520.0,27385.0,71.196241,14291.0,32.0813,3233,3336,103,0.031859,28190.0,24178.0,29207.0,25332.0,12893.0,13055.0,13374.0,4877,5102,6170,6151,6199
2411,Pithiviers,24,67130.0,66968.0,31535.87349,28276.71348,3259.16001,0.103348,21646.0496,323.229746,4087.0,3682.0,61.029148,2263.0,33.792259,1150.0,614.0,48.749673,-13.726567,1,1,1,1,1,1,1,1,8,1.0,0,,1,69.28586,-13.150869,31595.720729,28006.660705,3589.060024,0.113593,21281.139367,317.013844,1927.0,28.705497,3925.0,3511.0,58.468643,2202.0,32.881376,975,1034,59,0.060513,3591.0,3202.0,3649.0,3290.0,1784.0,1747.0,1806.0,538,563,711,772,781
2412,Romorantin-Lanthenay,24,93369.0,93357.0,38914.4333,34537.93973,4376.49357,0.112465,31123.890729999985,333.385721,6537.0,5897.0,70.02153,3727.0,39.92202,1993.0,1011.0,46.770985,-13.148374,1,1,1,1,1,1,1,1,8,1.0,0,,1,57.172583,-12.794602,38732.786456,34261.390645,4471.395811,0.115442,30937.646918,331.348166,3188.0,34.144095,6158.0,5521.0,65.953368,3676.0,39.37573,1521,1537,16,0.010519,5648.0,5062.0,5788.0,5192.0,2982.0,2954.0,2974.0,803,775,978,1029,1046
2413,Tours,24,521113.0,524921.0,246279.73375,219967.11826,26312.61549,0.10684,219633.10429999983,418.411731,43614.0,38166.0,83.086788,19246.0,36.664565,11355.0,5464.0,54.329096,-16.102647,1,1,1,1,1,1,1,1,8,1.0,0,,1,70.439769,-15.825111,243034.46206,215435.062248,27599.399812,0.113562,216217.663946,414.915122,16231.0,31.146795,40830.0,35433.0,78.351528,18972.0,36.142581,4251,4464,213,0.050106,36172.0,31109.0,37657.0,32653.0,15790.0,15822.0,16358.0,6211,6431,8173,7998,7531
2414,Vendôme,24,64255.0,64040.0,27584.98801,24885.56142,2699.42659,0.097859,23695.859700000005,370.016547,4639.0,4167.0,72.439101,2424.0,37.851343,1449.0,805.0,48.83724,-14.421333,1,1,1,1,1,1,1,1,8,1.0,0,,1,58.515291,-13.997948,27680.54871,24786.210636,2894.338074,0.104562,23468.038366,365.232875,2066.0,32.15314,4377.0,3892.0,68.119213,2375.0,37.086196,1012,1025,13,0.012846,4008.0,3579.0,4089.0,3669.0,2167.0,2130.0,2188.0,555,542,694,708,719
2415,Vierzon,24,47591.0,47360.0,19364.66916,16362.71629,3001.95287,0.155022,14817.71434,312.874036,2907.0,2603.0,61.380912,1713.0,36.169764,951.0,428.0,41.390086,-12.190508,1,1,1,1,1,1,1,1,8,1.0,0,,1,57.335927,-11.905076,19738.727666,16546.488581,3192.239085,0.161725,14874.377772,312.546023,1428.0,30.005673,2827.0,2498.0,59.401988,1670.0,35.261824,507,534,27,0.053254,2557.0,2227.0,2632.0,2335.0,1314.0,1301.0,1351.0,359,427,558,519,506
2701,Autun,27,41152.0,40983.0,16910.19465,15063.72345,1846.4712,0.109193,13653.228080000004,333.143696,3094.0,2806.0,75.494717,1767.0,43.115438,939.0,439.0,42.29711,-13.690728,1,1,1,1,1,1,1,1,8,1.0,0,,1,56.453535,-13.448483,16994.50315,15063.645097,1930.858053,0.113617,13668.598174,332.149061,1548.0,37.616641,2932.0,2651.0,71.248056,1722.0,42.017422,746,771,25,0.033512,2668.0,2393.0,2769.0,2492.0,1308.0,1289.0,1350.0,397,417,415,455,479
2702,Auxerre,27,180825.0,180562.0,79244.50815,70263.55969,8980.94846,0.113332,69587.08536000001,385.39164,13237.0,11762.0,73.309999,7282.0,40.329637,4049.0,2222.0,46.163445,-14.154165,1,1,1,1,1,1,1,1,8,1.0,0,,1,60.760195,-13.933914,79152.273395,70043.680847,9108.592548,0.115077,69608.085947,384.947247,6230.0,34.453201,12561.0,11019.0,69.464952,7066.0,39.133372,2773,2906,133,0.047962,11543.0,10095.0,11732.0,10308.0,6100.0,6073.0,6240.0,1793,1814,2148,2148,2186
2703,Avallon,27,50510.0,50355.0,19966.97355,17848.42258,2118.55097,0.106103,17230.516930000005,342.180855,3973.0,3622.0,78.899811,2556.0,50.759607,1417.0,632.0,41.0,-14.3,1,1,1,1,1,1,1,1,8,1.0,0,,1,56.3,-13.2,19985.713678,17764.267816,2221.445862,0.111152,17184.611015,340.221956,2198.0,43.516135,3803.0,3453.0,75.292021,2533.0,50.30285,1432,1452,20,0.013966,3482.0,3129.0,3527.0,3206.0,1952.0,1933.0,1986.0,416,451,554,561,630
2704,Beaune,27,77892.0,78043.0,37168.54427,34405.55077,2762.9935,0.074337,35465.59205999999,454.436555,8778.0,7961.0,112.476455,3957.0,50.702818,2121.0,1963.0,52.887647,-17.046666,1,1,1,1,1,1,1,1,8,1.0,0,,1,66.607036,-16.825878,37161.988234,34132.510995,3029.477239,0.081521,34887.975268,447.901906,3155.0,40.504802,8354.0,7546.0,107.251066,3843.0,49.242084,1360,1482,122,0.089706,7658.0,6897.0,7786.0,7079.0,3848.0,3793.0,3886.0,940,912,1197,1106,1182
2705,Belfort,27,190731.0,191085.0,87484.12392,76639.44946,10844.67446,0.123962,68097.88784999996,356.374848,12017.0,10721.0,62.888243,6965.0,36.449747,3679.0,1373.0,46.305817,-14.686753,1,1,1,1,1,1,1,1,8,1.0,0,,1,69.472993,-14.262579,87167.672064,75945.006199,11222.665865,0.128748,67744.798454,355.185043,5897.0,30.91789,11303.0,10005.0,59.261473,6831.0,35.748489,2252,2410,158,0.07016,10198.0,8921.0,10531.0,9249.0,4955.0,4910.0,5002.0,1771,2051,2267,2124,2157
2706,Besançon,27,320632.0,321974.0,149655.04777,135127.77376,14527.27401,0.097072,135993.85501000014,422.375269,25389.0,22543.0,78.854193,12803.0,39.76408,7298.0,3595.0,50.426385,-15.820906,1,1,1,1,1,1,1,1,8,1.0,0,,1,68.709792,-15.426101,148048.03738,132946.049919,15101.987461,0.102007,134104.252999,418.249747,10779.0,33.617979,24076.0,21190.0,75.089199,12220.0,37.953375,4013,4270,257,0.064042,22215.0,19392.0,22569.0,19838.0,10238.0,10301.0,10542.0,3551,3744,4159,4046,4034
2707,Chalon-sur-Saône,27,159402.0,159954.0,73321.25449,66093.53113,7227.72336,0.098576,65877.13429000003,411.850496,12561.0,11031.0,78.528827,6361.0,39.767683,3579.0,1837.0,49.327857,-14.469422,1,1,1,1,1,1,1,1,8,1.0,0,,1,65.312979,-14.276659,72732.108704,65110.646614,7621.462091,0.104788,64907.606075,407.194427,5272.0,33.073613,11831.0,10306.0,74.221152,6075.0,37.979669,2001,2106,105,0.052474,10601.0,9183.0,10984.0,9547.0,5135.0,5091.0,5233.0,1544,1746,2005,2011,2044
2708,Charolais,27,85929.0,85605.0,35049.97739,31769.25179,3280.7256,0.093601,30398.745039999976,355.104784,6436.0,5785.0,75.182524,3790.0,44.273115,1995.0,985.0,41.128486,-12.509946,1,1,1,1,1,1,1,1,8,1.0,0,,1,53.46966,-12.184982,35171.481181,31785.414435,3386.066746,0.096273,30446.752645,354.324531,3310.0,38.520174,6243.0,5611.0,72.653004,3716.0,43.408679,1657,1737,80,0.04828,5781.0,5175.0,5863.0,5279.0,2889.0,2869.0,2930.0,785,739,984,983,964
2709,Châtillon-Montbard,27,59621.0,59531.0,25603.40913,23057.81085,2545.59828,0.099424,22671.092890000007,380.828356,4760.0,4311.0,79.958341,2993.0,50.276327,1617.0,781.0,42.639804,-13.310849,1,1,1,1,1,1,1,1,8,1.0,0,,1,56.739798,-12.852159,25584.51513,23061.354693,2523.160437,0.098621,22756.922348,381.693067,2593.0,43.491387,4686.0,4217.0,78.596468,2924.0,49.117267,1555,1618,63,0.040514,4272.0,3849.0,4346.0,3928.0,2284.0,2269.0,2327.0,607,588,667,700,678
2710,Creusot-Montceau,27,96937.0,96728.0,39904.227,35114.35044,4789.87656,0.120034,34383.61654000002,355.467047,5791.0,5113.0,59.868911,3270.0,33.806137,1773.0,770.0,44.058665,-12.7723,1,1,1,1,1,1,1,1,8,1.0,0,,1,58.467187,-12.451787,39278.789759,34212.696299,5066.09346,0.128978,34165.084925,352.446279,2800.0,28.88474,5564.0,4856.0,57.398104,3170.0,32.77231,1012,1006,-6,-0.005929,5094.0,4365.0,5205.0,4533.0,2481.0,2471.0,2529.0,728,922,985,953,1009
2711,Dijon,27,401474.0,403427.0,192232.95179,173323.96732,18908.98447,0.098365,179705.92880000005,445.448442,34463.0,30306.0,85.425616,15864.0,39.323099,9048.0,4279.0,55.036828,-16.458627,1,1,1,1,1,1,1,1,8,1.0,0,,1,70.52961,-16.087254,189526.644198,169847.913487,19678.730711,0.103831,176273.172784,439.064978,12865.0,32.044416,32438.0,28161.0,80.797262,14872.0,36.864166,3671,3989,318,0.086625,28774.0,24921.0,30059.0,26123.0,12325.0,12352.0,12766.0,5096,5412,6110,5823,5846
2712,Dole,27,83022.0,82972.0,36654.5274,33527.04542,3127.48198,0.085323,30080.209059999983,362.534458,5920.0,5286.0,71.349371,3479.0,41.929808,1853.0,798.0,48.485055,-14.927435,1,1,1,1,1,1,1,1,8,1.0,0,,1,62.974029,-14.365116,36327.487203,32882.355736,3445.131467,0.094835,29720.107413,357.978697,2845.0,34.268025,5621.0,4971.0,67.704946,3204.0,38.615437,1297,1412,115,0.088666,5089.0,4490.0,5221.0,4632.0,2452.0,2456.0,2525.0,863,886,937,961,1012
2713,Lons-le-Saunier,27,157811.0,158299.0,69374.097,63513.83599,5860.26101,0.084473,61928.73221999998,391.213667,13452.0,12136.0,84.978427,7243.0,45.755185,4280.0,2272.0,45.888645,-14.168216,1,1,1,1,1,1,1,1,8,1.0,0,,1,59.325846,-13.701816,68776.883994,62553.856369,6223.027625,0.090481,61244.799508,388.089547,6128.0,38.83126,12752.0,11417.0,80.805521,6967.0,44.011649,3092,3208,116,0.037516,11648.0,10395.0,11902.0,10686.0,6164.0,6165.0,6310.0,1420,1619,1929,1920,1912
2714,Montbéliard,27,166832.0,166376.0,71536.60266,61949.02072,9587.58194,0.134023,61219.83229999997,367.960717,9316.0,8313.0,55.993653,5515.0,33.14781,2933.0,1155.0,44.766122,-13.373161,1,1,1,1,1,1,1,1,8,1.0,0,,1,65.630161,-13.016862,71751.05317,61713.190965,10037.862205,0.139898,62194.004888,372.794217,4643.0,27.830392,8912.0,7893.0,53.419008,5405.0,32.486657,1940,2022,82,0.042268,8079.0,7095.0,8339.0,7354.0,4059.0,4023.0,4128.0,1422,1582,1882,1843,1911
2715,Pontarlier,27,124554.0,127034.0,66364.87816,61507.21726,4857.6609,0.073196,38349.58546000002,301.88442,8961.0,8126.0,70.54017,5125.0,40.34353,2740.0,1499.0,65.033699,-19.484829,1,1,1,1,1,1,1,1,8,1.0,0,,1,88.804542,-19.442281,64860.712484,59683.556174,5177.15631,0.07982,38136.517193,306.184604,4132.0,33.174366,8585.0,7703.0,68.925928,4903.0,38.595966,1952,2098,146,0.074795,7728.0,6889.0,8021.0,7170.0,3912.0,3911.0,4024.0,1197,1314,1510,1484,1495
2716,Saint-Claude,27,51897.0,51794.0,24805.04288,22574.40559,2230.63729,0.089927,16649.036090000005,321.447196,4119.0,3776.0,79.526586,2456.0,47.41862,1172.0,542.0,54.465312,-15.743797,1,1,1,1,1,1,1,1,8,1.0,0,,1,76.262628,-15.406552,25166.073301,22808.399116,2357.674185,0.093685,16884.932778,325.354698,1924.0,37.073434,3971.0,3619.0,76.516947,2307.0,44.541839,951,1002,51,0.053628,3580.0,3248.0,3699.0,3390.0,1741.0,1729.0,1748.0,534,540,666,666,658
2717,Sens,27,113420.0,114192.0,50953.73616,44841.17542,6112.56074,0.119963,37744.39568999999,330.534501,7893.0,7110.0,69.120429,4330.0,37.918593,2197.0,1049.0,45.964727,-14.042517,1,1,1,1,1,1,1,1,8,1.0,0,,1,62.933393,-13.718597,50500.856765,43970.993704,6529.863062,0.129302,37419.736679,329.921854,3681.0,32.454594,7514.0,6692.0,66.249339,4264.0,37.340619,1565,1660,95,0.060703,6743.0,5929.0,6940.0,6151.0,3030.0,3067.0,3171.0,1124,1316,1516,1498,1492
2718,Vesoul,27,126216.0,126165.0,55591.88706,49646.88256,5945.0045,0.10694,47131.48271,373.570188,8281.0,7477.0,65.63627,5388.0,42.70598,2824.0,1324.0,43.489928,-13.469405,1,1,1,1,1,1,1,1,8,1.0,0,,1,59.299537,-13.060013,55841.808724,49508.905984,6332.902741,0.113408,46809.531386,370.868443,4615.0,36.564302,7808.0,7021.0,61.862204,5279.0,41.842032,2613,2740,127,0.048603,7260.0,6453.0,7439.0,6652.0,3983.0,4016.0,4052.0,1000,1148,1173,1302,1367
2801,Argentan,28,41453.0,41551.0,17412.15955,15514.63566,1897.52389,0.108977,14906.83510000001,358.75996,2636.0,2349.0,63.44011,1486.0,35.763279,893.0,581.0,41.604915,-12.586119,1,1,1,1,1,1,1,1,8,1.0,0,,1,57.004424,-12.163657,17491.051722,15522.023839,1969.027883,0.112573,14765.719756,356.203888,1278.0,30.830097,2579.0,2285.0,62.215039,1466.0,35.281943,624,668,44,0.070513,2352.0,2054.0,2414.0,2104.0,1411.0,1409.0,1455.0,312,343,415,384,403
2802,Avranches,28,89253.0,89226.0,38406.14709,35367.52104,3038.62605,0.079118,37324.41925999999,418.313264,6506.0,5754.0,72.915966,3535.0,39.618497,2145.0,1374.0,43.598619,-13.144101,1,1,1,1,1,1,1,1,8,1.0,0,,1,59.339671,-12.877964,38798.957051,35551.251102,3247.705948,0.083706,37268.583017,417.561124,3139.0,35.169686,6290.0,5535.0,70.473822,3490.0,39.11416,1454,1492,38,0.026135,5692.0,4988.0,5894.0,5185.0,3296.0,3248.0,3334.0,756,815,845,857,877
2803,Bernay,28,69795.0,69837.0,31040.80401,27368.77481,3672.0292,0.118297,23965.768509999994,343.167211,4950.0,4511.0,70.879333,2765.0,39.592193,1542.0,827.0,46.14634,-13.867967,1,1,1,1,1,1,1,1,8,1.0,0,,1,59.117219,-13.353427,30897.670225,27079.018386,3818.651839,0.12359,23611.788057,338.302,2364.0,33.870621,4788.0,4286.0,68.600903,2763.0,39.563555,1123,1171,48,0.042743,4339.0,3898.0,4481.0,4003.0,2287.0,2279.0,2344.0,598,639,742,751,766
2804,Caen,28,533664.0,542066.0,249450.50046,223428.01874,26022.48172,0.104319,221437.0911099999,408.505774,46065.0,40796.0,84.980427,20944.0,38.637362,12923.0,5767.0,52.072647,-15.603135,1,1,1,1,1,1,1,1,8,1.0,0,,1,66.723967,-15.057452,243565.426529,216780.670326,26784.756203,0.109969,216405.963533,405.509766,17478.0,32.750944,42806.0,37560.0,80.211519,20178.0,37.224249,5595,6087,492,0.087936,37845.0,32960.0,39491.0,34595.0,17394.0,17383.0,17898.0,6513,6861,7919,7436,7513
2805,Cherbourg-en-Cotentin,28,184872.0,185457.0,85530.85388,78297.29694,7233.55694,0.084572,79474.81885000003,428.535018,10931.0,9621.0,58.940887,5847.0,31.527524,3547.0,1712.0,52.198041,-14.831857,1,1,1,1,1,1,1,1,8,1.0,0,,1,68.729306,-14.529841,85464.409263,77596.890273,7867.518991,0.092056,78571.382908,425.004235,5112.0,27.651564,10244.0,8949.0,55.411312,5808.0,31.317233,1669,1726,57,0.034152,9344.0,8100.0,9501.0,8305.0,5191.0,5143.0,5191.0,1234,1350,1536,1648,1617
2806,Coutances,28,64128.0,64192.0,26938.13554,24597.43749,2340.69805,0.086892,23174.21899,361.014129,4684.0,4283.0,72.968594,2554.0,39.786889,1492.0,955.0,44.198822,-13.915845,1,1,1,1,1,1,1,1,8,1.0,0,,1,57.838917,-13.386152,27224.927085,24730.968432,2493.958653,0.091606,23042.418819,359.319156,2234.0,34.836577,4402.0,4000.0,68.643962,2495.0,38.867772,1069,1080,11,0.01029,3995.0,3575.0,4035.0,3622.0,2283.0,2280.0,2389.0,492,505,677,666,649
2807,Dieppe-Caux maritime,28,145183.0,145057.0,64054.44757,56708.99792,7345.44965,0.114675,53882.51121000005,371.457504,9206.0,8192.0,63.464707,5594.0,38.564151,3249.0,1607.0,44.170534,-13.345066,1,1,1,1,1,1,1,1,8,1.0,0,,1,58.234485,-13.075523,63743.455479,55922.557396,7820.898083,0.122693,53434.476055,368.049125,4914.0,33.846938,8841.0,7768.0,60.895559,5549.0,38.253928,2184,2295,111,0.050824,8037.0,7016.0,8323.0,7270.0,4634.0,4635.0,4779.0,1087,1204,1406,1382,1396
2808,Évreux,28,183518.0,184524.0,86015.30541,75870.28001,10145.0254,0.117944,68663.40706999994,372.110983,12777.0,11426.0,69.243025,6750.0,36.580607,3640.0,1735.0,47.722666,-14.201748,1,1,1,1,1,1,1,1,8,1.0,0,,1,66.056609,-13.737896,85446.703245,74862.531255,10584.17199,0.123869,67948.888268,370.25735,5763.0,31.402914,12139.0,10790.0,66.1461,6718.0,36.407188,2217,2305,88,0.039693,10989.0,9712.0,11388.0,10064.0,5298.0,5307.0,5395.0,1859,1954,2221,2291,2372
2809,Flers,28,93946.0,93218.0,38919.5793,34926.34652,3993.23278,0.102602,35970.41160999999,385.874097,5287.0,4713.0,56.716514,3262.0,34.993242,1886.0,1099.0,40.856577,-12.818884,1,1,1,1,1,1,1,1,8,1.0,0,,1,57.536352,-12.47332,39399.557487,35137.562608,4261.994879,0.108174,35769.741092,380.747888,2987.0,31.794861,5163.0,4572.0,54.957103,3253.0,34.896694,1315,1363,48,0.036502,4843.0,4248.0,4916.0,4308.0,2892.0,2889.0,2956.0,626,678,795,785,761
2810,Granville,28,53646.0,54355.0,21481.10642,19524.28973,1956.81669,0.091095,18441.12321000001,339.271883,4943.0,4462.0,90.939196,2340.0,43.050317,1489.0,660.0,53.503238,-16.096462,1,1,1,1,1,1,1,1,8,1.0,0,,1,50.6698,-15.62091,21192.887884,19112.609534,2080.27835,0.098159,18000.016564,335.533247,1995.0,37.188234,4670.0,4132.0,87.052157,2300.0,42.314414,793,833,40,0.050441,4171.0,3703.0,4387.0,3862.0,1968.0,1962.0,2012.0,537,534,662,611,607
2811,Honfleur Pont-Audemer,28,104418.0,104504.0,47178.65049,42181.08413,4997.56636,0.105929,38248.57454999998,366.001058,10411.0,9197.0,99.622981,5426.0,51.921458,3277.0,1287.0,46.93321,-15.548228,1,1,1,1,1,1,1,1,8,1.0,0,,1,60.006083,-15.646183,47101.635437,41953.096939,5148.538497,0.109307,37621.223898,360.294431,4476.0,42.866172,9757.0,8550.0,93.441744,5310.0,50.811452,1756,1912,156,0.088838,8640.0,7551.0,9020.0,7884.0,4205.0,4229.0,4386.0,1294,1329,1615,1577,1562
2812,L'Aigle,28,43964.0,44422.0,18774.84017,16325.96726,2448.87291,0.130434,15191.98405000001,341.992347,3002.0,2741.0,67.579127,1803.0,40.587997,979.0,622.0,41.115208,-13.025994,1,1,1,1,1,1,1,1,8,1.0,0,,1,56.454639,-12.564087,18543.297542,16148.765139,2394.532403,0.129132,14993.446641,341.039183,1554.0,35.347102,2922.0,2660.0,66.46347,1760.0,39.620008,848,877,29,0.034198,2697.0,2453.0,2751.0,2501.0,1494.0,1497.0,1555.0,381,402,439,609,463
2813,Le Havre,28,320973.0,321805.0,142022.58105,121891.53815,20131.0429,0.141745,131372.09746000002,408.235103,20137.0,17451.0,62.575162,10325.0,32.084648,6164.0,2943.0,48.55166,-14.598194,1,1,1,1,1,1,1,1,8,1.0,0,,1,66.781693,-14.285447,141640.63078,120368.898761,21271.732019,0.150181,129626.166435,403.853802,8795.0,27.401059,19009.0,16237.0,59.22305,9949.0,30.916238,2002,2100,98,0.048951,16862.0,14202.0,17517.0,14857.0,8699.0,8753.0,8977.0,2956,3264,3767,3750,3677
2814,Lisieux,28,74033.0,74037.0,33312.28786,29749.55158,3562.73628,0.10695,30379.73675,410.331817,6195.0,5534.0,83.674379,3136.0,42.3572,1829.0,1018.0,41.087908,-12.98326,1,1,1,1,1,1,1,1,8,1.0,0,,1,59.607272,-12.210422,32778.319497,28946.147475,3832.172022,0.116912,29878.767469,403.58715,2730.0,36.875447,5842.0,5143.0,78.910756,3071.0,41.47926,1036,1110,74,0.071429,5387.0,4706.0,5482.0,4814.0,2748.0,2744.0,2811.0,788,851,981,916,946
2815,Rouen,28,733552.0,737878.0,338491.1977,295801.88222,42689.31548,0.126116,304572.55669999984,412.768177,50812.0,44341.0,68.862332,24596.0,33.333424,14862.0,6465.0,50.376746,-15.137899,1,1,1,1,1,1,1,1,8,1.0,0,,1,70.455699,-14.758583,336745.550148,292405.91747,44339.632678,0.131671,300829.205438,410.09936,20830.0,28.396078,47761.0,41192.0,65.109222,24115.0,32.681554,5918,6254,336,0.056776,42248.0,35964.0,44146.0,37784.0,20089.0,20222.0,20708.0,7626,8542,9870,9668,9642
2816,Saint-Lô,28,107411.0,107393.0,48426.60699,44533.75263,3892.85436,0.080387,45936.08246000002,427.738144,7110.0,6302.0,66.205432,3788.0,35.272318,2427.0,1452.0,46.05292,-13.524455,1,1,1,1,1,1,1,1,8,1.0,0,,1,64.272742,-13.140572,48101.278704,43904.278356,4197.000348,0.087253,45591.090397,424.454575,3246.0,30.220368,6897.0,6091.0,64.211301,3683.0,34.2946,1400,1472,72,0.051429,6286.0,5540.0,6501.0,5681.0,3568.0,3608.0,3721.0,817,861,1053,1015,957
