target_year,ze2020,target_proxy_establishment_creations_year
2005,7612,1809
2005,7613,1002
2005,7614,1036
2005,7615,2040
2005,7616,11159
2005,7617,2852
2005,7618,5368
2005,7619,793
2005,7620,8338
2005,7621,1966
2005,7622,1817
2005,7623,1574
2005,7624,3369
2005,7625,16370
2005,8401,4381
2005,8402,2174
2005,8403,819
2005,8404,493
2005,8405,2383
2005,8406,2274
2005,8407,3132
2005,8408,4876
2005,8409,8391
2005,8410,900
2005,8411,1650
2005,8412,875
2005,8413,3378
2005,8414,1191
2005,8415,1748
2005,8416,3316
2005,8417,911
2005,8418,1771
2005,8419,1255
2005,8420,904
2005,8421,13837
2005,8422,1436
2005,8423,1110
2005,8424,889
2005,8425,596
2005,8426,1458
2005,8427,1143
2005,8428,5745
2005,8429,495
2005,8430,517
2005,8431,3732
2005,8432,1440
2005,8433,2514
2005,8434,2005
2005,8435,2218
2005,9301,6692
2005,9302,1502
2005,9303,1918
2005,9304,9673
2005,9305,1440
2005,9306,2235
2005,9307,1445
2005,9308,1795
2005,9309,2421
2005,9310,2228
2005,9311,1501
2005,9312,5388
2005,9313,3568
2005,9314,1330
2005,9315,11678
2005,9316,843
2005,9317,2157
2005,9318,8598
2006,0051,1320
2006,0052,2230
2006,0053,4424
2006,0054,2134
2006,0055,888
2006,0056,756
2006,0057,1245
2006,0058,620
2006,0059,1688
2006,0060,1560
2006,0061,718
2006,0062,793
2006,0063,973
2006,0064,1147
2006,1101,5182
2006,1102,645
2006,1103,931
2006,1104,5396
2006,1105,2118
2006,1106,4658
2006,1107,1771
2006,1108,1640
2006,1109,53090
2006,1110,514
2006,1111,820
2006,1112,7906
2006,1113,4697
2006,1114,7669
2006,1115,6124
2006,2401,1918
2006,2402,1938
2006,2403,1868
2006,2404,529
2006,2405,1886
2006,2406,417
2006,2407,763
2006,2408,651
2006,2409,1213
2006,2410,4197
2006,2411,559
2006,2412,944
2006,2413,5641
2006,2414,661
2006,2415,450
2006,2701,420
2006,2702,1916
2006,2703,629
2006,2704,1023
2006,2705,1610
2006,2706,3454
2006,2707,1666
2006,2708,935
2006,2709,690
2006,2710,783
2006,2711,4295
2006,2712,811
2006,2713,1755
2006,2714,1195
2006,2715,1150
2006,2716,533
2006,2717,1062
2006,2718,1280
2006,2801,436
2006,2802,915
2006,2803,660
2006,2804,5757
2006,2805,1650
2006,2806,618
2006,2807,1187
2006,2808,1894
2006,2809,851
2006,2810,695
2006,2811,1422
2006,2812,479
2006,2813,2646
2006,2814,935
2006,2815,6281
2006,2816,959
2006,2817,1062
2006,2818,403
2006,2819,732
2006,3201,831
2006,3202,3039
2006,3203,1506
2006,3204,1144
2006,3205,1742
2006,3206,1420
2006,3207,1205
2006,3208,1084
2006,3209,617
2006,3210,1687
2006,3211,2473
2006,3212,1491
2006,3213,1948
2006,3214,979
2006,3215,2215
2006,3216,10536
2006,3217,1476
2006,3218,4072
2006,3219,1216
2006,3220,1994
2006,3221,1360
2006,3222,2525
2006,4401,583
2006,4402,927
2006,4403,1368
2006,4404,1145
2006,4405,2139
2006,4406,1295
2006,4407,1772
2006,4408,798
2006,4409,2178
2006,4410,4395
2006,4411,3921
2006,4412,5350
2006,4413,3523
2006,4414,1017
2006,4415,764
2006,4416,1064
2006,4417,899
2006,4418,715
2006,4419,991
2006,4420,992
2006,4421,734
2006,4422,974
2006,4423,8623
2006,4424,2212
2006,4425,2646
2006,4426,710
2006,4427,970
2006,5201,858
2006,5202,3960
2006,5203,2086
2006,5204,394
2006,5205,527
2006,5206,1739
2006,5207,1254
2006,5208,554
2006,5209,589
2006,5210,1658
2006,5211,1591
2006,5212,3270
2006,5213,1137
2006,5214,1358
2006,5215,707
2006,5216,10695
2006,5217,895
2006,5218,495
2006,5219,2906
2006,5220,946
2006,5221,496
2006,5301,1416
2006,5302,3848
2006,5303,863
2006,5304,1075
2006,5305,754
2006,5306,632
2006,5307,826
2006,5308,1573
2006,5309,2519
2006,5310,1323
2006,5311,848
2006,5312,1186
2006,5313,3582
2006,5314,569
2006,5315,7622
2006,5316,2247
2006,5317,2003
2006,5318,3031
2006,5319,800
2006,7501,1638
2006,7502,2519
2006,7503,5572
2006,7504,1520
2006,7505,14780
2006,7506,1075
2006,7507,1612
2006,7508,877
2006,7509,1512
2006,7510,2253
2006,7511,1463
2006,7512,3634
2006,7513,2576
2006,7514,1439
2006,7515,967
2006,7516,1752
2006,7517,3232
2006,7518,1175
2006,7519,1467
2006,7520,2041
2006,7521,942
2006,7522,3529
2006,7523,2575
2006,7524,3234
2006,7525,880
2006,7526,2177
2006,7527,936
2006,7528,1528
2006,7529,1116
2006,7530,619
2006,7531,972
2006,7532,1187
2006,7601,1781
2006,7602,2816
2006,7603,2631
2006,7604,2232
2006,7605,805
2006,7606,3304
2006,7607,1224
2006,7608,2822
2006,7609,859
2006,7610,1936
2006,7611,1180
2006,7612,1740
2006,7613,977
2006,7614,995
2006,7615,2204
2006,7616,11781
2006,7617,2881
2006,7618,5544
2006,7619,758
2006,7620,8110
2006,7621,1933
2006,7622,1884
2006,7623,1666
2006,7624,3418
2006,7625,16972
2006,8401,4519
2006,8402,1979
2006,8403,802
2006,8404,482
2006,8405,2492
2006,8406,2195
2006,8407,3179
2006,8408,4816
2006,8409,8508
2006,8410,1036
2006,8411,1586
2006,8412,890
2006,8413,3260
2006,8414,1206
2006,8415,1765
2006,8416,3041
2006,8417,928
2006,8418,1625
2006,8419,1318
2006,8420,939
2006,8421,14280
2006,8422,1419
2006,8423,1124
2006,8424,984
2006,8425,508
2006,8426,1500
2006,8427,1133
2006,8428,5646
2006,8429,548
2006,8430,568
2006,8431,3867
2006,8432,1584
2006,8433,2623
2006,8434,2060
2006,8435,2215
2006,9301,6973
2006,9302,1133
2006,9303,1897
2006,9304,9598
2006,9305,1449
2006,9306,2232
2006,9307,1523
2006,9308,1966
2006,9309,2555
2006,9310,2182
2006,9311,1462
2006,9312,5380
2006,9313,3500
2006,9314,1364
2006,9315,11389
2006,9316,875
2006,9317,1974
2006,9318,8750
2007,0051,1395
2007,0052,2488
2007,0053,4538
2007,0054,2317
2007,0055,967
2007,0056,800
2007,0057,1224
2007,0058,638
2007,0059,1851
2007,0060,1521
2007,0061,741
2007,0062,828
2007,0063,1046
2007,0064,1127
2007,1101,5609
2007,1102,697
2007,1103,1003
2007,1104,5502
2007,1105,2166
2007,1106,4838
2007,1107,1932
2007,1108,1704
2007,1109,55739
2007,1110,544
2007,1111,891
2007,1112,8524
2007,1113,5027
2007,1114,8043
2007,1115,6321
2007,2401,1889
2007,2402,2069
2007,2403,2112
2007,2404,506
2007,2405,2034
2007,2406,537
2007,2407,758
2007,2408,651
2007,2409,1257
2007,2410,4462
2007,2411,510
2007,2412,959
2007,2413,5853
2007,2414,677
2007,2415,489
2007,2701,467
2007,2702,1953
2007,2703,624
2007,2704,1188
2007,2705,1747
2007,2706,3679
2007,2707,1730
2007,2708,899
2007,2709,722
2007,2710,817
2007,2711,4343
2007,2712,848
2007,2713,1861
2007,2714,1334
2007,2715,1277
2007,2716,626
2007,2717,1001
2007,2718,1347
2007,2801,435
2007,2802,956
2007,2803,732
2007,2804,6177
2007,2805,1681
2007,2806,716
2007,2807,1239
2007,2808,1964
2007,2809,851
2007,2810,680
2007,2811,1433
2007,2812,521
2007,2813,2702
2007,2814,898
2007,2815,6781
2007,2816,1011
2007,2817,1151
2007,2818,372
2007,2819,864
2007,3201,900
2007,3202,3358
2007,3203,1581
2007,3204,1313
2007,3205,1841
2007,3206,1443
2007,3207,1132
2007,3208,1219
2007,3209,653
2007,3210,1645
2007,3211,2653
2007,3212,1756
2007,3213,1943
2007,3214,868
2007,3215,2413
2007,3216,10907
2007,3217,1652
2007,3218,4155
2007,3219,1309
2007,3220,2151
2007,3221,1319
2007,3222,2875
2007,4401,656
2007,4402,977
2007,4403,1514
2007,4404,1130
2007,4405,2456
2007,4406,1380
2007,4407,1924
2007,4408,877
2007,4409,2399
2007,4410,4810
2007,4411,4579
2007,4412,5838
2007,4413,3615
2007,4414,1011
2007,4415,800
2007,4416,1116
2007,4417,1006
2007,4418,772
2007,4419,1070
2007,4420,1005
2007,4421,890
2007,4422,1129
2007,4423,9187
2007,4424,2313
2007,4425,2878
2007,4426,679
2007,4427,1002
2007,5201,896
2007,5202,4363
2007,5203,2194
2007,5204,413
2007,5205,591
2007,5206,1849
2007,5207,1366
2007,5208,572
2007,5209,562
2007,5210,1680
2007,5211,1657
2007,5212,3407
2007,5213,1229
2007,5214,1325
2007,5215,762
2007,5216,11760
2007,5217,1025
2007,5218,485
2007,5219,3106
2007,5220,1038
2007,5221,541
2007,5301,1509
2007,5302,3980
2007,5303,926
2007,5304,1163
2007,5305,735
2007,5306,650
2007,5307,882
2007,5308,1583
2007,5309,2573
2007,5310,1396
2007,5311,845
2007,5312,1287
2007,5313,3705
2007,5314,637
2007,5315,8297
2007,5316,2201
2007,5317,2263
2007,5318,2985
2007,5319,822
2007,7501,1908
2007,7502,2602
2007,7503,5775
2007,7504,1699
2007,7505,15632
2007,7506,1188
2007,7507,1601
2007,7508,836
2007,7509,1479
2007,7510,2173
2007,7511,1386
2007,7512,3884
2007,7513,2595
2007,7514,1572
2007,7515,1018
2007,7516,1906
2007,7517,3382
2007,7518,1284
2007,7519,1653
2007,7520,1993
2007,7521,883
2007,7522,3951
2007,7523,2890
2007,7524,3513
2007,7525,909
2007,7526,2206
2007,7527,936
2007,7528,1638
2007,7529,1209
2007,7530,588
2007,7531,1001
2007,7532,1226
2007,7601,1856
2007,7602,3052
2007,7603,2879
2007,7604,2376
2007,7605,847
2007,7606,3737
2007,7607,1264
2007,7608,2954
2007,7609,899
2007,7610,1926
2007,7611,1350
2007,7612,1804
2007,7613,987
2007,7614,895
2007,7615,2323
2007,7616,12771
2007,7617,2921
2007,7618,6105
2007,7619,839
2007,7620,8468
2007,7621,1981
2007,7622,2059
2007,7623,1662
2007,7624,3484
2007,7625,17797
2007,8401,4643
2007,8402,1961
2007,8403,752
2007,8404,569
2007,8405,2661
2007,8406,2459
2007,8407,3328
2007,8408,5012
2007,8409,8669
2007,8410,1010
2007,8411,1239
2007,8412,1018
2007,8413,3585
2007,8414,1289
2007,8415,1699
2007,8416,3425
2007,8417,941
2007,8418,1621
2007,8419,1473
2007,8420,836
2007,8421,16369
2007,8422,1433
2007,8423,1135
2007,8424,1005
2007,8425,616
2007,8426,1554
2007,8427,1245
2007,8428,6110
2007,8429,490
2007,8430,601
2007,8431,3858
2007,8432,1623
2007,8433,2829
2007,8434,2258
2007,8435,2274
2007,9301,7439
2007,9302,1106
2007,9303,2048
2007,9304,10649
2007,9305,1525
2007,9306,2314
2007,9307,1411
2007,9308,1887
2007,9309,2595
2007,9310,2189
2007,9311,1493
2007,9312,5549
2007,9313,3735
2007,9314,1441
2007,9315,12387
2007,9316,920
2007,9317,2027
2007,9318,9156
2008,0051,1314
2008,0052,2430
2008,0053,4659
2008,0054,2411
2008,0055,933
2008,0056,789
2008,0057,1290
2008,0058,598
2008,0059,1771
2008,0060,1624
2008,0061,706
2008,0062,828
2008,0063,933
2008,0064,1083
2008,1101,5454
2008,1102,725
2008,1103,1048
2008,1104,5390
2008,1105,2138
2008,1106,4872
2008,1107,1816
2008,1108,1790
2008,1109,55792
2008,1110,516
2008,1111,822
2008,1112,8650
2008,1113,4958
2008,1114,7941
2008,1115,6293
2008,2401,1769
2008,2402,2017
2008,2403,1928
2008,2404,571
2008,2405,1965
2008,2406,559
2008,2407,774
2008,2408,620
2008,2409,1162
2008,2410,4381
2008,2411,551
2008,2412,993
2008,2413,5851
2008,2414,694
2008,2415,480
2008,2701,419
2008,2702,1918
2008,2703,610
2008,2704,1109
2008,2705,1667
2008,2706,3501
2008,2707,1594
2008,2708,904
2008,2709,673
2008,2710,825
2008,2711,4546
2008,2712,718
2008,2713,1712
2008,2714,1288
2008,2715,1183
2008,2716,506
2008,2717,1049
2008,2718,1231
2008,2801,384
2008,2802,889
2008,2803,651
2008,2804,5968
2008,2805,1678
2008,2806,658
2008,2807,1296
2008,2808,1967
2008,2809,827
2008,2810,644
2008,2811,1478
2008,2812,430
2008,2813,2881
2008,2814,879
2008,2815,6484
2008,2816,1034
2008,2817,1188
2008,2818,397
2008,2819,802
2008,3201,875
2008,3202,3199
2008,3203,1460
2008,3204,1181
2008,3205,1736
2008,3206,1521
2008,3207,1076
2008,3208,1210
2008,3209,618
2008,3210,1754
2008,3211,2585
2008,3212,1495
2008,3213,2032
2008,3214,875
2008,3215,2300
2008,3216,10947
2008,3217,1654
2008,3218,4222
2008,3219,1271
2008,3220,1982
2008,3221,1388
2008,3222,2776
2008,4401,588
2008,4402,957
2008,4403,1325
2008,4404,1101
2008,4405,2289
2008,4406,1352
2008,4407,1813
2008,4408,878
2008,4409,2377
2008,4410,4508
2008,4411,4423
2008,4412,5553
2008,4413,3583
2008,4414,966
2008,4415,799
2008,4416,1058
2008,4417,895
2008,4418,761
2008,4419,1551
2008,4420,1071
2008,4421,925
2008,4422,992
2008,4423,9202
2008,4424,2100
2008,4425,2798
2008,4426,616
2008,4427,983
2008,5201,870
2008,5202,4197
2008,5203,2128
2008,5204,409
2008,5205,519
2008,5206,1900
2008,5207,1371
2008,5208,612
2008,5209,584
2008,5210,1753
2008,5211,1495
2008,5212,3528
2008,5213,1131
2008,5214,1192
2008,5215,719
2008,5216,11325
2008,5217,918
2008,5218,575
2008,5219,3072
2008,5220,1076
2008,5221,503
2008,5301,1447
2008,5302,4021
2008,5303,909
2008,5304,1071
2008,5305,763
2008,5306,637
2008,5307,909
2008,5308,1506
2008,5309,2650
2008,5310,1460
2008,5311,807
2008,5312,1179
2008,5313,3584
2008,5314,553
2008,5315,8385
2008,5316,2120
2008,5317,2121
2008,5318,3093
2008,5319,895
2008,7501,1782
2008,7502,2557
2008,7503,5738
2008,7504,1691
2008,7505,16033
2008,7506,1049
2008,7507,1524
2008,7508,860
2008,7509,1520
2008,7510,2351
2008,7511,1461
2008,7512,3676
2008,7513,2675
2008,7514,1482
2008,7515,1000
2008,7516,1897
2008,7517,3532
2008,7518,1214
2008,7519,1636
2008,7520,2227
2008,7521,965
2008,7522,3697
2008,7523,2782
2008,7524,3324
2008,7525,832
2008,7526,1956
2008,7527,980
2008,7528,1530
2008,7529,1235
2008,7530,615
2008,7531,1043
2008,7532,1181
2008,7601,1786
2008,7602,2831
2008,7603,2743
2008,7604,2312
2008,7605,888
2008,7606,3782
2008,7607,1205
2008,7608,2945
2008,7609,944
2008,7610,1906
2008,7611,1190
2008,7612,1973
2008,7613,948
2008,7614,858
2008,7615,2321
2008,7616,12339
2008,7617,2999
2008,7618,6121
2008,7619,737
2008,7620,8391
2008,7621,1971
2008,7622,1695
2008,7623,1660
2008,7624,3555
2008,7625,17446
2008,8401,4566
2008,8402,1741
2008,8403,855
2008,8404,507
2008,8405,2544
2008,8406,2557
2008,8407,3338
2008,8408,4912
2008,8409,8499
2008,8410,1052
2008,8411,1148
2008,8412,1039
2008,8413,2921
2008,8414,1202
2008,8415,1650
2008,8416,3189
2008,8417,1029
2008,8418,1616
2008,8419,1399
2008,8420,965
2008,8421,15669
2008,8422,1457
2008,8423,1134
2008,8424,1008
2008,8425,604
2008,8426,1508
2008,8427,1215
2008,8428,6255
2008,8429,506
2008,8430,564
2008,8431,3915
2008,8432,1587
2008,8433,2674
2008,8434,2251
2008,8435,2276
2008,9301,7483
2008,9302,1035
2008,9303,2094
2008,9304,9895
2008,9305,1541
2008,9306,2297
2008,9307,1331
2008,9308,1976
2008,9309,2528
2008,9310,1910
2008,9311,1520
2008,9312,5821
2008,9313,3834
2008,9314,1438
2008,9315,12061
2008,9316,947
2008,9317,1914
2008,9318,9011
2009,0051,1635
2009,0052,3010
2009,0053,6256
2009,0054,3119
2009,0055,1192
2009,0056,912
2009,0057,1804
2009,0058,752
2009,0059,2195
2009,0060,1969
2009,0061,961
2009,0062,1034
2009,0063,1233
2009,0064,1350
2009,1101,7347
2009,1102,904
2009,1103,1383
2009,1104,7258
2009,1105,2751
2009,1106,6197
2009,1107,2482
2009,1108,2372
2009,1109,72020
2009,1110,692
2009,1111,1078
2009,1112,10913
2009,1113,6395
2009,1114,10480
2009,1115,8581
2009,2401,2244
2009,2402,2392
2009,2403,2513
2009,2404,674
2009,2405,2325
2009,2406,584
2009,2407,968
2009,2408,759
2009,2409,1720
2009,2410,5589
2009,2411,692
2009,2412,1165
2009,2413,7260
2009,2414,788
2009,2415,610
2009,2701,528
2009,2702,2353
2009,2703,743
2009,2704,1357
2009,2705,2273
2009,2706,4404
2009,2707,2038
2009,2708,1041
2009,2709,846
2009,2710,998
2009,2711,5855
2009,2712,1044
2009,2713,2183
2009,2714,1768
2009,2715,1364
2009,2716,706
2009,2717,1455
2009,2718,1522
2009,2801,517
2009,2802,1077
2009,2803,805
2009,2804,7362
2009,2805,1935
2009,2806,800
2009,2807,1590
2009,2808,2275
2009,2809,1036
2009,2810,809
2009,2811,1805
2009,2812,613
2009,2813,3246
2009,2814,1136
2009,2815,8457
2009,2816,1195
2009,2817,1563
2009,2818,485
2009,2819,894
2009,3201,1023
2009,3202,3764
2009,3203,2052
2009,3204,1586
2009,3205,2478
2009,3206,1755
2009,3207,1421
2009,3208,1580
2009,3209,931
2009,3210,2409
2009,3211,3461
2009,3212,2154
2009,3213,2378
2009,3214,1064
2009,3215,3233
2009,3216,13472
2009,3217,2002
2009,3218,5279
2009,3219,1590
2009,3220,2547
2009,3221,1719
2009,3222,3646
2009,4401,810
2009,4402,1350
2009,4403,1752
2009,4404,1482
2009,4405,2831
2009,4406,1419
2009,4407,2255
2009,4408,1132
2009,4409,3220
2009,4410,5807
2009,4411,5699
2009,4412,7234
2009,4413,4322
2009,4414,1135
2009,4415,928
2009,4416,1520
2009,4417,1168
2009,4418,981
2009,4419,1533
2009,4420,1405
2009,4421,1087
2009,4422,1363
2009,4423,11131
2009,4424,3097
2009,4425,3515
2009,4426,867
2009,4427,1230
2009,5201,1142
2009,5202,5085
2009,5203,2390
2009,5204,501
2009,5205,665
2009,5206,1998
2009,5207,1584
2009,5208,742
2009,5209,682
2009,5210,2199
2009,5211,1792
2009,5212,4281
2009,5213,1386
2009,5214,1508
2009,5215,905
2009,5216,13855
2009,5217,1067
2009,5218,579
2009,5219,3549
2009,5220,1221
2009,5221,580
2009,5301,1609
2009,5302,4648
2009,5303,1100
2009,5304,1352
2009,5305,795
2009,5306,722
2009,5307,916
2009,5308,1778
2009,5309,3248
2009,5310,1670
2009,5311,985
2009,5312,1454
2009,5313,4085
2009,5314,718
2009,5315,10225
2009,5316,2400
2009,5317,2434
2009,5318,3645
2009,5319,1031
2009,7501,2279
2009,7502,3370
2009,7503,6853
2009,7504,2141
2009,7505,19907
2009,7506,1365
2009,7507,2039
2009,7508,1180
2009,7509,1919
2009,7510,2903
2009,7511,1683
2009,7512,4718
2009,7513,3136
2009,7514,2064
2009,7515,1242
2009,7516,2554
2009,7517,3935
2009,7518,1553
2009,7519,2043
2009,7520,2596
2009,7521,1046
2009,7522,4686
2009,7523,3430
2009,7524,4421
2009,7525,1289
2009,7526,2632
2009,7527,1281
2009,7528,1948
2009,7529,1396
2009,7530,715
2009,7531,1255
2009,7532,1486
2009,7601,2148
2009,7602,3980
2009,7603,3596
2009,7604,3038
2009,7605,1237
2009,7606,4905
2009,7607,1566
2009,7608,3689
2009,7609,1243
2009,7610,2393
2009,7611,1506
2009,7612,2486
2009,7613,1209
2009,7614,1137
2009,7615,2948
2009,7616,16991
2009,7617,3677
2009,7618,7608
2009,7619,949
2009,7620,10534
2009,7621,2462
2009,7622,2241
2009,7623,2188
2009,7624,4208
2009,7625,22222
2009,8401,5697
2009,8402,2321
2009,8403,1211
2009,8404,800
2009,8405,3223
2009,8406,3279
2009,8407,4191
2009,8408,6101
2009,8409,10423
2009,8410,1218
2009,8411,1020
2009,8412,1094
2009,8413,3348
2009,8414,1401
2009,8415,2200
2009,8416,4077
2009,8417,1027
2009,8418,1862
2009,8419,1663
2009,8420,1068
2009,8421,20322
2009,8422,1912
2009,8423,1395
2009,8424,1141
2009,8425,687
2009,8426,1849
2009,8427,1568
2009,8428,7180
2009,8429,528
2009,8430,672
2009,8431,5028
2009,8432,2106
2009,8433,3276
2009,8434,2588
2009,8435,2874
2009,9301,10168
2009,9302,1219
2009,9303,2843
2009,9304,13719
2009,9305,2074
2009,9306,3187
2009,9307,1707
2009,9308,2681
2009,9309,3166
2009,9310,2250
2009,9311,1964
2009,9312,7622
2009,9313,4983
2009,9314,1687
2009,9315,16079
2009,9316,1324
2009,9317,2409
2009,9318,12314
2010,0051,1602
2010,0052,3157
2010,0053,6530
2010,0054,3773
2010,0055,1346
2010,0056,998
2010,0057,1917
2010,0058,848
2010,0059,2436
2010,0060,2011
2010,0061,879
2010,0062,1049
2010,0063,1209
2010,0064,1532
2010,1101,8580
2010,1102,1061
2010,1103,1578
2010,1104,8424
2010,1105,3161
2010,1106,7049
2010,1107,2819
2010,1108,2831
2010,1109,81214
2010,1110,779
2010,1111,1285
2010,1112,12439
2010,1113,7415
2010,1114,11909
2010,1115,9978
2010,2401,2420
2010,2402,2812
2010,2403,2679
2010,2404,697
2010,2405,2560
2010,2406,569
2010,2407,1091
2010,2408,780
2010,2409,1757
2010,2410,5939
2010,2411,756
2010,2412,1402
2010,2413,7708
2010,2414,874
2010,2415,638
2010,2701,571
2010,2702,2565
2010,2703,717
2010,2704,1448
2010,2705,2394
2010,2706,5013
2010,2707,2196
2010,2708,1075
2010,2709,978
2010,2710,1107
2010,2711,6107
2010,2712,1130
2010,2713,2190
2010,2714,1908
2010,2715,1547
2010,2716,736
2010,2717,1493
2010,2718,1723
2010,2801,498
2010,2802,1056
2010,2803,916
2010,2804,8176
2010,2805,2009
2010,2806,800
2010,2807,1719
2010,2808,2822
2010,2809,985
2010,2810,817
2010,2811,1807
2010,2812,657
2010,2813,3499
2010,2814,1265
2010,2815,9069
2010,2816,1268
2010,2817,1622
2010,2818,506
2010,2819,1088
2010,3201,1201
2010,3202,4170
2010,3203,2112
2010,3204,1562
2010,3205,2798
2010,3206,1982
2010,3207,1657
2010,3208,1808
2010,3209,1014
2010,3210,2501
2010,3211,3759
2010,3212,2223
2010,3213,2891
2010,3214,1157
2010,3215,3609
2010,3216,14967
2010,3217,2337
2010,3218,5669
2010,3219,1734
2010,3220,2761
2010,3221,1971
2010,3222,4102
2010,4401,810
2010,4402,1260
2010,4403,2031
2010,4404,1592
2010,4405,3289
2010,4406,1574
2010,4407,2549
2010,4408,1266
2010,4409,3293
2010,4410,6659
2010,4411,6169
2010,4412,8081
2010,4413,4800
2010,4414,1290
2010,4415,1039
2010,4416,1564
2010,4417,1276
2010,4418,1099
2010,4419,1473
2010,4420,1528
2010,4421,1308
2010,4422,1484
2010,4423,12303
2010,4424,3455
2010,4425,3745
2010,4426,995
2010,4427,1402
2010,5201,1110
2010,5202,5764
2010,5203,2921
2010,5204,583
2010,5205,644
2010,5206,2214
2010,5207,1905
2010,5208,755
2010,5209,737
2010,5210,2527
2010,5211,2018
2010,5212,4814
2010,5213,1655
2010,5214,1621
2010,5215,869
2010,5216,15350
2010,5217,1253
2010,5218,661
2010,5219,3719
2010,5220,1335
2010,5221,588
2010,5301,1717
2010,5302,5000
2010,5303,1124
2010,5304,1394
2010,5305,851
2010,5306,707
2010,5307,970
2010,5308,1841
2010,5309,3443
2010,5310,1624
2010,5311,943
2010,5312,1375
2010,5313,4626
2010,5314,740
2010,5315,10839
2010,5316,2698
2010,5317,2643
2010,5318,3994
2010,5319,1088
2010,7501,2464
2010,7502,3499
2010,7503,7774
2010,7504,2100
2010,7505,21944
2010,7506,1417
2010,7507,2135
2010,7508,1140
2010,7509,1973
2010,7510,3178
2010,7511,1839
2010,7512,5088
2010,7513,3622
2010,7514,2139
2010,7515,1306
2010,7516,2730
2010,7517,4334
2010,7518,1637
2010,7519,2139
2010,7520,2728
2010,7521,1086
2010,7522,5086
2010,7523,3461
2010,7524,4633
2010,7525,1269
2010,7526,2778
2010,7527,1248
2010,7528,2138
2010,7529,1417
2010,7530,751
2010,7531,1213
2010,7532,1600
2010,7601,2413
2010,7602,4114
2010,7603,3748
2010,7604,3154
2010,7605,1241
2010,7606,4883
2010,7607,1669
2010,7608,3955
2010,7609,1228
2010,7610,2591
2010,7611,1550
2010,7612,2744
2010,7613,1176
2010,7614,1158
2010,7615,3334
2010,7616,18228
2010,7617,3916
2010,7618,7971
2010,7619,900
2010,7620,11231
2010,7621,2439
2010,7622,2332
2010,7623,2350
2010,7624,4431
2010,7625,24902
2010,8401,6248
2010,8402,2515
2010,8403,1086
2010,8404,828
2010,8405,3710
2010,8406,3758
2010,8407,4535
2010,8408,6751
2010,8409,11888
2010,8410,1262
2010,8411,1111
2010,8412,1346
2010,8413,3770
2010,8414,1528
2010,8415,2478
2010,8416,4630
2010,8417,1137
2010,8418,1813
2010,8419,1752
2010,8420,1220
2010,8421,22604
2010,8422,2009
2010,8423,1529
2010,8424,1298
2010,8425,748
2010,8426,1961
2010,8427,1605
2010,8428,7981
2010,8429,566
2010,8430,791
2010,8431,5468
2010,8432,2090
2010,8433,3681
2010,8434,2966
2010,8435,3469
2010,9301,10990
2010,9302,1254
2010,9303,2857
2010,9304,14471
2010,9305,2285
2010,9306,3295
2010,9307,1785
2010,9308,2584
2010,9309,3260
2010,9310,2552
2010,9311,2021
2010,9312,8114
2010,9313,5380
2010,9314,1981
2010,9315,17726
2010,9316,1481
2010,9317,2486
2010,9318,12989
2011,0051,1586
2011,0052,2949
2011,0053,6089
2011,0054,3357
2011,0055,1203
2011,0056,898
2011,0057,1796
2011,0058,800
2011,0059,2348
2011,0060,1810
2011,0061,826
2011,0062,1012
2011,0063,1203
2011,0064,1349
2011,1101,7667
2011,1102,977
2011,1103,1436
2011,1104,7863
2011,1105,2997
2011,1106,6784
2011,1107,2651
2011,1108,2423
2011,1109,77591
2011,1110,710
2011,1111,1208
2011,1112,11949
2011,1113,6927
2011,1114,11028
2011,1115,9214
2011,2401,2255
2011,2402,2558
2011,2403,2703
2011,2404,588
2011,2405,2440
2011,2406,579
2011,2407,974
2011,2408,739
2011,2409,1633
2011,2410,6005
2011,2411,683
2011,2412,1366
2011,2413,7765
2011,2414,811
2011,2415,576
2011,2701,547
2011,2702,2353
2011,2703,700
2011,2704,1301
2011,2705,2148
2011,2706,4526
2011,2707,2214
2011,2708,1135
2011,2709,862
2011,2710,1033
2011,2711,5913
2011,2712,1101
2011,2713,2163
2011,2714,1618
2011,2715,1443
2011,2716,698
2011,2717,1358
2011,2718,1448
2011,2801,488
2011,2802,1075
2011,2803,877
2011,2804,7974
2011,2805,1994
2011,2806,757
2011,2807,1570
2011,2808,2306
2011,2809,1082
2011,2810,821
2011,2811,1734
2011,2812,575
2011,2813,3369
2011,2814,1073
2011,2815,8857
2011,2816,1142
2011,2817,1578
2011,2818,439
2011,2819,1010
2011,3201,1072
2011,3202,4105
2011,3203,2123
2011,3204,1472
2011,3205,2491
2011,3206,1904
2011,3207,1548
2011,3208,1766
2011,3209,913
2011,3210,2405
2011,3211,3646
2011,3212,2309
2011,3213,2725
2011,3214,1085
2011,3215,3446
2011,3216,14483
2011,3217,2208
2011,3218,5843
2011,3219,1642
2011,3220,2573
2011,3221,1855
2011,3222,3896
2011,4401,729
2011,4402,1184
2011,4403,1805
2011,4404,1386
2011,4405,2886
2011,4406,1375
2011,4407,2361
2011,4408,1140
2011,4409,2988
2011,4410,6234
2011,4411,5829
2011,4412,7426
2011,4413,5225
2011,4414,1274
2011,4415,955
2011,4416,1443
2011,4417,1188
2011,4418,999
2011,4419,1293
2011,4420,1342
2011,4421,1077
2011,4422,1335
2011,4423,11521
2011,4424,3105
