target_year,ze2020,target_proxy_establishment_creations_year
2011,4425,3445
2011,4426,824
2011,4427,1221
2011,5201,1093
2011,5202,5521
2011,5203,2492
2011,5204,514
2011,5205,597
2011,5206,2019
2011,5207,1665
2011,5208,737
2011,5209,665
2011,5210,2145
2011,5211,1951
2011,5212,4356
2011,5213,1484
2011,5214,1614
2011,5215,759
2011,5216,15156
2011,5217,1191
2011,5218,585
2011,5219,3787
2011,5220,1193
2011,5221,601
2011,5301,1718
2011,5302,4736
2011,5303,1056
2011,5304,1369
2011,5305,859
2011,5306,688
2011,5307,949
2011,5308,1709
2011,5309,3293
2011,5310,1574
2011,5311,896
2011,5312,1318
2011,5313,4284
2011,5314,731
2011,5315,10936
2011,5316,2366
2011,5317,2460
2011,5318,3871
2011,5319,1090
2011,7501,2244
2011,7502,3271
2011,7503,7617
2011,7504,1895
2011,7505,22545
2011,7506,1293
2011,7507,2093
2011,7508,1064
2011,7509,1822
2011,7510,3152
2011,7511,1615
2011,7512,5020
2011,7513,3432
2011,7514,2077
2011,7515,1273
2011,7516,2615
2011,7517,4105
2011,7518,1518
2011,7519,2005
2011,7520,2676
2011,7521,1098
2011,7522,4940
2011,7523,3369
2011,7524,4290
2011,7525,1253
2011,7526,2634
2011,7527,1188
2011,7528,1858
2011,7529,1392
2011,7530,688
2011,7531,1174
2011,7532,1471
2011,7601,2288
2011,7602,3829
2011,7603,3383
2011,7604,2758
2011,7605,1151
2011,7606,4746
2011,7607,1587
2011,7608,3484
2011,7609,1186
2011,7610,2373
2011,7611,1395
2011,7612,2504
2011,7613,1160
2011,7614,1049
2011,7615,3181
2011,7616,17999
2011,7617,3569
2011,7618,7380
2011,7619,886
2011,7620,10720
2011,7621,2210
2011,7622,2243
2011,7623,2313
2011,7624,4089
2011,7625,24215
2011,8401,6106
2011,8402,2463
2011,8403,1186
2011,8404,688
2011,8405,3513
2011,8406,3519
2011,8407,4246
2011,8408,6549
2011,8409,11052
2011,8410,1131
2011,8411,947
2011,8412,1289
2011,8413,3745
2011,8414,1391
2011,8415,2164
2011,8416,4425
2011,8417,1057
2011,8418,1984
2011,8419,1714
2011,8420,1180
2011,8421,22288
2011,8422,1978
2011,8423,1420
2011,8424,1248
2011,8425,727
2011,8426,1883
2011,8427,1660
2011,8428,8280
2011,8429,669
2011,8430,777
2011,8431,5264
2011,8432,2008
2011,8433,3576
2011,8434,2834
2011,8435,3015
2011,9301,9942
2011,9302,1152
2011,9303,2846
2011,9304,13703
2011,9305,1962
2011,9306,2976
2011,9307,1672
2011,9308,2623
2011,9309,3273
2011,9310,2300
2011,9311,2078
2011,9312,7556
2011,9313,4831
2011,9314,1866
2011,9315,16482
2011,9316,1247
2011,9317,2383
2011,9318,12879
2012,0051,1543
2012,0052,3167
2012,0053,6235
2012,0054,3148
2012,0055,1214
2012,0056,866
2012,0057,1752
2012,0058,713
2012,0059,2496
2012,0060,1767
2012,0061,859
2012,0062,995
2012,0063,1124
2012,0064,1372
2012,1101,8256
2012,1102,966
2012,1103,1357
2012,1104,7917
2012,1105,2863
2012,1106,6764
2012,1107,2686
2012,1108,2533
2012,1109,77347
2012,1110,739
2012,1111,1179
2012,1112,12123
2012,1113,7206
2012,1114,11118
2012,1115,8769
2012,2401,2393
2012,2402,2459
2012,2403,2509
2012,2404,637
2012,2405,2468
2012,2406,610
2012,2407,985
2012,2408,806
2012,2409,1635
2012,2410,5743
2012,2411,704
2012,2412,1407
2012,2413,7586
2012,2414,875
2012,2415,576
2012,2701,511
2012,2702,2307
2012,2703,708
2012,2704,1372
2012,2705,2169
2012,2706,4652
2012,2707,2086
2012,2708,1125
2012,2709,864
2012,2710,1049
2012,2711,5710
2012,2712,1039
2012,2713,2304
2012,2714,1699
2012,2715,1554
2012,2716,682
2012,2717,1474
2012,2718,1436
2012,2801,463
2012,2802,1084
2012,2803,929
2012,2804,8241
2012,2805,1854
2012,2806,789
2012,2807,1656
2012,2808,2333
2012,2809,922
2012,2810,773
2012,2811,1784
2012,2812,530
2012,2813,3404
2012,2814,1220
2012,2815,8756
2012,2816,1162
2012,2817,1500
2012,2818,430
2012,2819,1044
2012,3201,1139
2012,3202,4333
2012,3203,2220
2012,3204,1575
2012,3205,2586
2012,3206,1899
2012,3207,1505
2012,3208,1749
2012,3209,942
2012,3210,2469
2012,3211,3675
2012,3212,2221
2012,3213,2726
2012,3214,1112
2012,3215,3544
2012,3216,15139
2012,3217,2181
2012,3218,5619
2012,3219,1711
2012,3220,2449
2012,3221,1833
2012,3222,3820
2012,4401,789
2012,4402,1220
2012,4403,1739
2012,4404,1412
2012,4405,3005
2012,4406,1483
2012,4407,2358
2012,4408,1154
2012,4409,2989
2012,4410,6069
2012,4411,5792
2012,4412,7522
2012,4413,4956
2012,4414,1267
2012,4415,926
2012,4416,1316
2012,4417,1214
2012,4418,1075
2012,4419,1226
2012,4420,1390
2012,4421,1099
2012,4422,1389
2012,4423,11687
2012,4424,3193
2012,4425,3492
2012,4426,878
2012,4427,1198
2012,5201,1106
2012,5202,5665
2012,5203,2576
2012,5204,504
2012,5205,738
2012,5206,2239
2012,5207,1520
2012,5208,738
2012,5209,649
2012,5210,2206
2012,5211,2161
2012,5212,4299
2012,5213,1499
2012,5214,1583
2012,5215,864
2012,5216,15336
2012,5217,1221
2012,5218,597
2012,5219,3794
2012,5220,1171
2012,5221,605
2012,5301,1692
2012,5302,4984
2012,5303,1179
2012,5304,1370
2012,5305,802
2012,5306,713
2012,5307,946
2012,5308,1667
2012,5309,3233
2012,5310,1591
2012,5311,987
2012,5312,1377
2012,5313,4218
2012,5314,707
2012,5315,10896
2012,5316,2580
2012,5317,2465
2012,5318,3758
2012,5319,1040
2012,7501,2159
2012,7502,3242
2012,7503,7905
2012,7504,1978
2012,7505,22381
2012,7506,1353
2012,7507,2052
2012,7508,1063
2012,7509,1937
2012,7510,3134
2012,7511,1820
2012,7512,5376
2012,7513,3487
2012,7514,1988
2012,7515,1355
2012,7516,2587
2012,7517,4265
2012,7518,1554
2012,7519,2021
2012,7520,2746
2012,7521,1081
2012,7522,5010
2012,7523,3414
2012,7524,4386
2012,7525,1307
2012,7526,2706
2012,7527,1213
2012,7528,1916
2012,7529,1359
2012,7530,695
2012,7531,1171
2012,7532,1507
2012,7601,2224
2012,7602,3954
2012,7603,3529
2012,7604,2916
2012,7605,1217
2012,7606,4568
2012,7607,1577
2012,7608,3492
2012,7609,1134
2012,7610,2396
2012,7611,1371
2012,7612,2456
2012,7613,1172
2012,7614,1140
2012,7615,3239
2012,7616,17819
2012,7617,3787
2012,7618,7373
2012,7619,862
2012,7620,10399
2012,7621,2321
2012,7622,2317
2012,7623,2270
2012,7624,4121
2012,7625,23679
2012,8401,5961
2012,8402,2712
2012,8403,1072
2012,8404,788
2012,8405,3572
2012,8406,3601
2012,8407,4484
2012,8408,6562
2012,8409,11108
2012,8410,1126
2012,8411,878
2012,8412,1225
2012,8413,3937
2012,8414,1433
2012,8415,2223
2012,8416,4592
2012,8417,1182
2012,8418,1955
2012,8419,1642
2012,8420,1093
2012,8421,22044
2012,8422,2014
2012,8423,1367
2012,8424,1308
2012,8425,722
2012,8426,1829
2012,8427,1587
2012,8428,7817
2012,8429,556
2012,8430,732
2012,8431,5163
2012,8432,1992
2012,8433,3618
2012,8434,2824
2012,8435,3181
2012,9301,10027
2012,9302,1071
2012,9303,2863
2012,9304,14037
2012,9305,2009
2012,9306,3039
2012,9307,1738
2012,9308,2630
2012,9309,3200
2012,9310,2343
2012,9311,1904
2012,9312,7645
2012,9313,5367
2012,9314,1795
2012,9315,16209
2012,9316,1251
2012,9317,2317
2012,9318,12163
2013,0051,1460
2013,0052,2927
2013,0053,5981
2013,0054,3085
2013,0055,1248
2013,0056,864
2013,0057,1707
2013,0058,704
2013,0059,2536
2013,0060,1776
2013,0061,815
2013,0062,977
2013,0063,1216
2013,0064,1312
2013,1101,8010
2013,1102,939
2013,1103,1311
2013,1104,7590
2013,1105,2907
2013,1106,6748
2013,1107,2603
2013,1108,2509
2013,1109,77946
2013,1110,690
2013,1111,1225
2013,1112,12113
2013,1113,7063
2013,1114,10978
2013,1115,8854
2013,2401,2259
2013,2402,2269
2013,2403,2521
2013,2404,642
2013,2405,2284
2013,2406,560
2013,2407,961
2013,2408,709
2013,2409,1643
2013,2410,6242
2013,2411,756
2013,2412,1118
2013,2413,7317
2013,2414,804
2013,2415,591
2013,2701,504
2013,2702,2353
2013,2703,760
2013,2704,1248
2013,2705,2294
2013,2706,4462
2013,2707,2056
2013,2708,1052
2013,2709,765
2013,2710,986
2013,2711,5752
2013,2712,1082
2013,2713,2292
2013,2714,1942
2013,2715,1577
2013,2716,703
2013,2717,1431
2013,2718,1446
2013,2801,437
2013,2802,1067
2013,2803,835
2013,2804,7852
2013,2805,1902
2013,2806,780
2013,2807,1514
2013,2808,2353
2013,2809,948
2013,2810,784
2013,2811,1812
2013,2812,589
2013,2813,3329
2013,2814,983
2013,2815,8700
2013,2816,1230
2013,2817,1467
2013,2818,428
2013,2819,1055
2013,3201,1012
2013,3202,4317
2013,3203,2154
2013,3204,1477
2013,3205,2465
2013,3206,1709
2013,3207,1501
2013,3208,1738
2013,3209,840
2013,3210,2351
2013,3211,3559
2013,3212,2291
2013,3213,2624
2013,3214,1140
2013,3215,3344
2013,3216,14934
2013,3217,2044
2013,3218,5438
2013,3219,1602
2013,3220,2534
2013,3221,1760
2013,3222,3610
2013,4401,705
2013,4402,1221
2013,4403,1957
2013,4404,1492
2013,4405,2919
2013,4406,1600
2013,4407,2304
2013,4408,1071
2013,4409,2994
2013,4410,5881
2013,4411,5923
2013,4412,7126
2013,4413,4910
2013,4414,1395
2013,4415,994
2013,4416,1360
2013,4417,1087
2013,4418,1110
2013,4419,1273
2013,4420,1367
2013,4421,1157
2013,4422,1309
2013,4423,11940
2013,4424,3122
2013,4425,3490
2013,4426,845
2013,4427,1182
2013,5201,1122
2013,5202,5666
2013,5203,2552
2013,5204,484
2013,5205,686
2013,5206,2201
2013,5207,1591
2013,5208,740
2013,5209,669
2013,5210,2126
2013,5211,2190
2013,5212,4514
2013,5213,1487
2013,5214,1480
2013,5215,848
2013,5216,15101
2013,5217,1134
2013,5218,549
2013,5219,3656
2013,5220,1190
2013,5221,676
2013,5301,1725
2013,5302,4787
2013,5303,1007
2013,5304,1379
2013,5305,867
2013,5306,661
2013,5307,873
2013,5308,1729
2013,5309,3220
2013,5310,1425
2013,5311,949
2013,5312,1304
2013,5313,4110
2013,5314,688
2013,5315,10707
2013,5316,2592
2013,5317,2422
2013,5318,3738
2013,5319,1080
2013,7501,2292
2013,7502,3427
2013,7503,7869
2013,7504,1916
2013,7505,22980
2013,7506,1508
2013,7507,1931
2013,7508,1178
2013,7509,1937
2013,7510,3116
2013,7511,1647
2013,7512,5155
2013,7513,3559
2013,7514,2019
2013,7515,1374
2013,7516,2633
2013,7517,4143
2013,7518,1539
2013,7519,1999
2013,7520,2747
2013,7521,1114
2013,7522,4997
2013,7523,3046
2013,7524,4533
2013,7525,1243
2013,7526,2766
2013,7527,1220
2013,7528,2103
2013,7529,1283
2013,7530,863
2013,7531,1256
2013,7532,1424
2013,7601,2180
2013,7602,3990
2013,7603,3250
2013,7604,3020
2013,7605,1071
2013,7606,4572
2013,7607,1536
2013,7608,3364
2013,7609,1099
2013,7610,2238
2013,7611,1592
2013,7612,2438
2013,7613,1119
2013,7614,989
2013,7615,3176
2013,7616,17279
2013,7617,3478
2013,7618,7240
2013,7619,958
2013,7620,10604
2013,7621,2235
2013,7622,2056
2013,7623,2125
2013,7624,3903
2013,7625,23501
2013,8401,6064
2013,8402,2596
2013,8403,1071
2013,8404,766
2013,8405,3414
2013,8406,3467
2013,8407,4404
2013,8408,6759
2013,8409,11152
2013,8410,1171
2013,8411,882
2013,8412,1235
2013,8413,3851
2013,8414,1427
2013,8415,2251
2013,8416,4569
2013,8417,1133
2013,8418,1953
2013,8419,1668
2013,8420,1151
2013,8421,22245
2013,8422,1923
2013,8423,1384
2013,8424,1313
2013,8425,730
2013,8426,1845
2013,8427,1565
2013,8428,7622
2013,8429,561
2013,8430,716
2013,8431,5191
2013,8432,1993
2013,8433,3463
2013,8434,2731
2013,8435,3208
2013,9301,9945
2013,9302,1161
2013,9303,2735
2013,9304,12637
2013,9305,1882
2013,9306,2887
2013,9307,1630
2013,9308,2384
2013,9309,3273
2013,9310,2382
2013,9311,1953
2013,9312,7235
2013,9313,5049
2013,9314,1759
2013,9315,15724
2013,9316,1208
2013,9317,2129
2013,9318,11739
2014,0051,1429
2014,0052,2864
2014,0053,6038
2014,0054,3167
2014,0055,1184
2014,0056,906
2014,0057,1722
2014,0058,746
2014,0059,2309
2014,0060,1783
2014,0061,834
2014,0062,1023
2014,0063,1208
2014,0064,1328
2014,1101,8136
2014,1102,974
2014,1103,1393
2014,1104,7958
2014,1105,2969
2014,1106,6958
2014,1107,2684
2014,1108,2525
2014,1109,82272
2014,1110,673
2014,1111,1187
2014,1112,12762
2014,1113,7289
2014,1114,11635
2014,1115,9308
2014,2401,2243
2014,2402,2470
2014,2403,2601
2014,2404,658
2014,2405,2457
2014,2406,563
2014,2407,899
2014,2408,713
2014,2409,1606
2014,2410,5780
2014,2411,742
2014,2412,1144
2014,2413,7577
2014,2414,751
2014,2415,541
2014,2701,518
2014,2702,2414
2014,2703,714
2014,2704,1328
2014,2705,2252
2014,2706,4667
2014,2707,2129
2014,2708,1078
2014,2709,827
2014,2710,1048
2014,2711,6054
2014,2712,1125
2014,2713,2233
2014,2714,1843
2014,2715,1551
2014,2716,666
2014,2717,1442
2014,2718,1445
2014,2801,442
2014,2802,1170
2014,2803,935
2014,2804,8239
2014,2805,1869
2014,2806,782
2014,2807,1560
2014,2808,2335
2014,2809,1004
2014,2810,847
2014,2811,1790
2014,2812,556
2014,2813,3646
2014,2814,1081
2014,2815,9016
2014,2816,1369
2014,2817,1523
2014,2818,443
2014,2819,1036
2014,3201,1032
2014,3202,4335
2014,3203,2237
2014,3204,1544
2014,3205,2478
2014,3206,1887
2014,3207,1477
2014,3208,1671
2014,3209,870
2014,3210,2378
2014,3211,3793
2014,3212,2272
2014,3213,2506
2014,3214,1081
2014,3215,3433
2014,3216,16798
2014,3217,2156
2014,3218,5409
2014,3219,1655
2014,3220,2443
2014,3221,1859
2014,3222,3928
2014,4401,768
2014,4402,1273
2014,4403,1893
2014,4404,1409
2014,4405,3067
2014,4406,1554
2014,4407,2312
2014,4408,1120
2014,4409,3008
2014,4410,6008
2014,4411,5871
2014,4412,7765
2014,4413,5035
2014,4414,1407
2014,4415,1013
2014,4416,1310
2014,4417,1078
2014,4418,1160
2014,4419,1302
2014,4420,1384
2014,4421,1023
2014,4422,1314
2014,4423,12594
2014,4424,3006
2014,4425,3646
2014,4426,877
2014,4427,1186
2014,5201,1117
2014,5202,5768
2014,5203,2767
2014,5204,529
2014,5205,677
2014,5206,2118
2014,5207,1493
2014,5208,693
2014,5209,666
2014,5210,2253
2014,5211,2122
2014,5212,4229
2014,5213,1478
2014,5214,1600
2014,5215,905
2014,5216,16233
2014,5217,1298
2014,5218,605
2014,5219,3696
2014,5220,1266
2014,5221,641
2014,5301,1716
2014,5302,4862
2014,5303,965
2014,5304,1369
2014,5305,890
2014,5306,673
2014,5307,850
2014,5308,1762
2014,5309,3203
2014,5310,1548
2014,5311,949
2014,5312,1278
2014,5313,4154
2014,5314,660
2014,5315,10949
2014,5316,2475
2014,5317,2490
2014,5318,3964
2014,5319,1076
2014,7501,2151
2014,7502,3176
2014,7503,8292
2014,7504,1852
2014,7505,24391
2014,7506,1341
2014,7507,1943
2014,7508,1044
2014,7509,1895
2014,7510,3036
2014,7511,1690
2014,7512,5150
2014,7513,3624
2014,7514,2214
2014,7515,1400
2014,7516,2606
2014,7517,4145
2014,7518,1571
2014,7519,2009
2014,7520,2707
2014,7521,1006
2014,7522,4988
2014,7523,3294
2014,7524,4259
2014,7525,1320
2014,7526,2703
2014,7527,1233
2014,7528,2020
2014,7529,1345
2014,7530,816
2014,7531,1176
2014,7532,1495
2014,7601,2164
2014,7602,3987
2014,7603,3245
2014,7604,2869
2014,7605,1151
2014,7606,4793
2014,7607,1491
2014,7608,3357
2014,7609,1127
2014,7610,2352
2014,7611,1390
2014,7612,2398
2014,7613,1122
2014,7614,1122
2014,7615,3149
2014,7616,17722
2014,7617,3371
2014,7618,7152
2014,7619,834
2014,7620,10251
2014,7621,2287
2014,7622,2106
2014,7623,2068
2014,7624,3740
2014,7625,24187
2014,8401,6285
2014,8402,2378
2014,8403,1047
2014,8404,750
2014,8405,3580
2014,8406,3690
2014,8407,4630
2014,8408,6894
2014,8409,11653
2014,8410,1113
2014,8411,933
2014,8412,1219
2014,8413,3694
2014,8414,1494
2014,8415,2413
2014,8416,4872
2014,8417,1194
2014,8418,2109
2014,8419,1654
2014,8420,1107
2014,8421,22461
2014,8422,2025
2014,8423,1461
2014,8424,1174
2014,8425,792
2014,8426,1802
2014,8427,1687
2014,8428,7844
2014,8429,508
2014,8430,850
2014,8431,5057
2014,8432,1929
2014,8433,3826
2014,8434,2926
2014,8435,3095
2014,9301,10053
2014,9302,1182
2014,9303,2662
2014,9304,12455
2014,9305,1858
2014,9306,2909
2014,9307,1543
2014,9308,2447
2014,9309,3221
2014,9310,2245
2014,9311,1910
2014,9312,6967
2014,9313,5062
2014,9314,1674
2014,9315,15820
2014,9316,1268
2014,9317,2106
2014,9318,11930
2015,0051,1372
2015,0052,2912
2015,0053,5695
2015,0054,3103
2015,0055,1125
2015,0056,837
2015,0057,1674
2015,0058,718
2015,0059,2393
2015,0060,1773
2015,0061,743
2015,0062,932
2015,0063,1239
2015,0064,1380
2015,1101,8239
2015,1102,953
2015,1103,1357
2015,1104,7757
2015,1105,2889
2015,1106,7290
2015,1107,2643
2015,1108,2457
2015,1109,85533
2015,1110,672
2015,1111,1275
2015,1112,12765
2015,1113,7069
2015,1114,11580
2015,1115,9303
2015,2401,2268
2015,2402,2291
2015,2403,2506
2015,2404,631
2015,2405,2324
2015,2406,503
2015,2407,882
2015,2408,691
2015,2409,1574
2015,2410,5521
2015,2411,663
2015,2412,1162
2015,2413,7360
2015,2414,783
2015,2415,510
2015,2701,529
2015,2702,2251
2015,2703,686
2015,2704,1399
2015,2705,2069
2015,2706,4516
2015,2707,1953
2015,2708,1029
2015,2709,774
2015,2710,1012
2015,2711,5989
2015,2712,1069
2015,2713,2115
2015,2714,1728
2015,2715,1547
2015,2716,640
2015,2717,1310
2015,2718,1403
2015,2801,415
2015,2802,1045
2015,2803,872
2015,2804,7697
2015,2805,1737
2015,2806,758
2015,2807,1538
2015,2808,2174
2015,2809,926
2015,2810,785
2015,2811,1669
2015,2812,523
2015,2813,3269
2015,2814,1016
2015,2815,8497
2015,2816,1200
2015,2817,1543
2015,2818,455
2015,2819,1067
2015,3201,1063
2015,3202,4181
2015,3203,2139
2015,3204,1543
2015,3205,2384
2015,3206,1905
2015,3207,1395
2015,3208,1519
2015,3209,807
2015,3210,2218
2015,3211,3656
2015,3212,2139
2015,3213,2447
2015,3214,1040
2015,3215,3084
2015,3216,15381
2015,3217,1993
2015,3218,5166
2015,3219,1644
2015,3220,2268
2015,3221,1764
2015,3222,3643
2015,4401,674
2015,4402,1192
2015,4403,1684
2015,4404,1270
2015,4405,2837
2015,4406,1389
2015,4407,2160
2015,4408,979
2015,4409,2751
2015,4410,5696
2015,4411,5462
2015,4412,7366
2015,4413,4857
2015,4414,1221
2015,4415,831
2015,4416,1292
2015,4417,1056
2015,4418,980
2015,4419,1326
2015,4420,1313
2015,4421,918
2015,4422,1326
2015,4423,11847
2015,4424,2996
2015,4425,3254
2015,4426,875
2015,4427,1000
2015,5201,1072
2015,5202,5659
2015,5203,2626
2015,5204,481
2015,5205,686
2015,5206,2230
2015,5207,1467
2015,5208,660
2015,5209,589
2015,5210,2124
2015,5211,2039
2015,5212,4159
2015,5213,1486
2015,5214,1615
2015,5215,728
2015,5216,15938
2015,5217,1297
2015,5218,517
2015,5219,3628
2015,5220,1197
2015,5221,602
2015,5301,1757
2015,5302,4880
2015,5303,1008
2015,5304,1484
2015,5305,839
2015,5306,644
2015,5307,960
2015,5308,1740
2015,5309,3102
2015,5310,1724
2015,5311,934
2015,5312,1319
2015,5313,4261
2015,5314,692
2015,5315,11010
2015,5316,2443
2015,5317,2642
2015,5318,3737
2015,5319,1086
2015,7501,2024
2015,7502,3155
2015,7503,8134
2015,7504,1802
2015,7505,24588
2015,7506,1295
2015,7507,2037
2015,7508,1032
2015,7509,1914
2015,7510,3033
2015,7511,1577
2015,7512,5187
2015,7513,3589
2015,7514,2009
2015,7515,1305
2015,7516,2518
2015,7517,3983
2015,7518,1459
2015,7519,1922
2015,7520,2689
2015,7521,1024
2015,7522,4842
2015,7523,3158
2015,7524,4459
2015,7525,1257
2015,7526,2867
2015,7527,1156
2015,7528,1914
2015,7529,1237
2015,7530,757
2015,7531,1107
2015,7532,1370
2015,7601,2145
2015,7602,3659
2015,7603,3154
2015,7604,2743
2015,7605,1089
2015,7606,4438
2015,7607,1453
2015,7608,3437
2015,7609,993
2015,7610,2203
2015,7611,1447
2015,7612,2227
2015,7613,1095
2015,7614,1087
2015,7615,3005
2015,7616,17524
2015,7617,3504
2015,7618,6949
2015,7619,985
2015,7620,10230
2015,7621,2130
2015,7622,2068
2015,7623,2138
2015,7624,3719
2015,7625,23519
2015,8401,6169
2015,8402,2391
2015,8403,1170
2015,8404,664
2015,8405,3419
2015,8406,3621
2015,8407,4484
2015,8408,7032
2015,8409,11213
2015,8410,1120
2015,8411,871
2015,8412,1185
2015,8413,3875
2015,8414,1485
2015,8415,2348
2015,8416,4638
2015,8417,1067
2015,8418,1985
2015,8419,1547
2015,8420,1042
2015,8421,22531
2015,8422,1861
2015,8423,1322
2015,8424,1157
2015,8425,646
2015,8426,1748
2015,8427,1506
2015,8428,7191
2015,8429,528
2015,8430,724
2015,8431,5192
2015,8432,1924
2015,8433,3379
2015,8434,2725
2015,8435,3026
2015,9301,9808
2015,9302,1124
2015,9303,2719
2015,9304,12208
2015,9305,1789
2015,9306,2733
2015,9307,1515
2015,9308,2371
2015,9309,3067
2015,9310,2157
2015,9311,1900
2015,9312,6948
2015,9313,4771
2015,9314,1722
2015,9315,15515
2015,9316,1258
2015,9317,2325
2015,9318,11607
2016,0051,1479
2016,0052,2988
2016,0053,5776
2016,0054,3327
2016,0055,1262
2016,0056,827
2016,0057,1659
2016,0058,741
2016,0059,2345
2016,0060,1714
2016,0061,892
2016,0062,1053
2016,0063,1167
2016,0064,1400
2016,1101,9329
2016,1102,1050
2016,1103,1527
2016,1104,8110
2016,1105,3126
2016,1106,7931
2016,1107,2766
2016,1108,2683
2016,1109,93775
2016,1110,717
2016,1111,1256
2016,1112,13993
2016,1113,7906
2016,1114,12184
2016,1115,10152
2016,2401,2438
2016,2402,2333
2016,2403,2767
2016,2404,642
2016,2405,2318
2016,2406,573
2016,2407,907
2016,2408,717
2016,2409,1543
2016,2410,5744
2016,2411,765
2016,2412,1164
2016,2413,7474
2016,2414,799
2016,2415,510
2016,2701,495
2016,2702,2494
2016,2703,678
2016,2704,1359
2016,2705,2078
2016,2706,4758
2016,2707,2161
2016,2708,1098
2016,2709,808
2016,2710,982
2016,2711,6071
2016,2712,1081
2016,2713,2215
2016,2714,1817
2016,2715,1706
2016,2716,778
2016,2717,1357
2016,2718,1420
2016,2801,458
2016,2802,1165
2016,2803,864
2016,2804,8167
2016,2805,2140
2016,2806,894
2016,2807,1674
2016,2808,2390
2016,2809,1105
2016,2810,897
2016,2811,1770
2016,2812,590
2016,2813,3433
2016,2814,1093
2016,2815,9503
2016,2816,1430
2016,2817,1587
2016,2818,566
2016,2819,1134
2016,3201,1113
2016,3202,4674
2016,3203,2133
2016,3204,1698
2016,3205,2430
2016,3206,1792
2016,3207,1394
2016,3208,1616
2016,3209,910
2016,3210,2369
2016,3211,3872
2016,3212,2255
2016,3213,2705
2016,3214,1056
2016,3215,3185
2016,3216,17065
2016,3217,2155
2016,3218,5558
2016,3219,1725
2016,3220,2503
2016,3221,1745
2016,3222,4083
2016,4401,739
2016,4402,1304
2016,4403,1789
2016,4404,1400
2016,4405,3130
2016,4406,1496
2016,4407,2213
2016,4408,969
2016,4409,2958
2016,4410,6010
2016,4411,5814
2016,4412,7622
2016,4413,5029
2016,4414,1296
2016,4415,957
2016,4416,1374
2016,4417,1138
2016,4418,1035
2016,4419,1315
2016,4420,1231
2016,4421,1016
2016,4422,1334
2016,4423,12841
2016,4424,3001
2016,4425,3467
2016,4426,810
2016,4427,1135
2016,5201,1137
2016,5202,5896
2016,5203,2734
2016,5204,525
2016,5205,695
2016,5206,2308
2016,5207,1587
2016,5208,687
2016,5209,746
2016,5210,2328
2016,5211,2129
2016,5212,4243
2016,5213,1678
2016,5214,1710
2016,5215,879
2016,5216,17263
2016,5217,1307
2016,5218,573
2016,5219,3739
2016,5220,1271
2016,5221,657
2016,5301,1818
2016,5302,5103
2016,5303,1050
2016,5304,1393
2016,5305,894
2016,5306,688
2016,5307,968
2016,5308,1750
2016,5309,3307
2016,5310,1645
2016,5311,993
2016,5312,1381
2016,5313,4407
2016,5314,806
2016,5315,11893
2016,5316,2746
2016,5317,2691
2016,5318,3989
2016,5319,1106
2016,7501,2165
2016,7502,3290
2016,7503,8493
2016,7504,1931
2016,7505,27360
2016,7506,1352
2016,7507,1968
2016,7508,1019
2016,7509,1883
2016,7510,3097
2016,7511,1581
2016,7512,5422
2016,7513,3921
2016,7514,2066
2016,7515,1645
2016,7516,2639
2016,7517,4111
2016,7518,1565
2016,7519,2037
2016,7520,2698
2016,7521,1117
2016,7522,5090
2016,7523,3363
2016,7524,4584
2016,7525,1242
2016,7526,3084
2016,7527,1301
2016,7528,1962
2016,7529,1325
2016,7530,753
2016,7531,1137
2016,7532,1404
2016,7601,2270
2016,7602,3948
2016,7603,3309
2016,7604,2942
2016,7605,1123
2016,7606,4562
2016,7607,1459
2016,7608,3582
2016,7609,1109
2016,7610,2284
2016,7611,1455
2016,7612,2359
2016,7613,1111
2016,7614,1167
2016,7615,3131
2016,7616,19195
2016,7617,3615
2016,7618,7354
2016,7619,912
2016,7620,9975
2016,7621,2463
2016,7622,1989
2016,7623,2304
2016,7624,3900
2016,7625,25790
2016,8401,6626
2016,8402,2499
2016,8403,1152
2016,8404,793
2016,8405,3572
2016,8406,3588
2016,8407,4680
2016,8408,6920
2016,8409,11589
2016,8410,1147
2016,8411,960
2016,8412,1202
2016,8413,3862
2016,8414,1474
2016,8415,2516
2016,8416,4922
2016,8417,1125
2016,8418,2130
2016,8419,1608
2016,8420,1082
2016,8421,24013
2016,8422,1972
2016,8423,1341
2016,8424,1265
2016,8425,713
2016,8426,1722
2016,8427,1582
2016,8428,7490
2016,8429,495
2016,8430,766
2016,8431,5382
2016,8432,1905
2016,8433,3504
2016,8434,3132
2016,8435,3092
2016,9301,10257
2016,9302,1120
2016,9303,2811
2016,9304,12975
2016,9305,1875
2016,9306,2760
2016,9307,1567
2016,9308,2505
2016,9309,3241
2016,9310,2216
2016,9311,2045
2016,9312,7325
2016,9313,5104
2016,9314,1901
2016,9315,16268
2016,9316,1213
2016,9317,2276
2016,9318,12137
2017,0051,1390
2017,0052,3065
2017,0053,5954
2017,0054,3515
2017,0055,1182
2017,0056,951
2017,0057,1734
2017,0058,741
2017,0059,2602
2017,0060,1814
2017,0061,916
2017,0062,1031
2017,0063,1181
2017,0064,1345
2017,1101,10116
2017,1102,1054
2017,1103,1615
2017,1104,9277
2017,1105,3312
2017,1106,8494
2017,1107,3134
2017,1108,2932
2017,1109,104418
2017,1110,730
2017,1111,1317
2017,1112,15200
2017,1113,8908
2017,1114,13510
2017,1115,11011
