target_year,ZE2020,node_idx,libze2020,side_enterprise_creations_official,side_establishment_creations_official,communes_count,side_lag_1,side_lag_2,side_lag_3,growth_1y,growth_2y,is_covid_year,is_post_covid_rebound,flores_total_establishments_t_minus_1,flores_etab_az_t_minus_1,flores_etab_de_t_minus_1,flores_etab_c1_t_minus_1,flores_etab_c2_t_minus_1,flores_etab_c3_t_minus_1,flores_etab_c4_t_minus_1,flores_etab_c5_t_minus_1,flores_etab_fz_t_minus_1,flores_etab_gz_t_minus_1,flores_etab_hz_t_minus_1,flores_etab_iz_t_minus_1,flores_etab_jz_t_minus_1,flores_etab_kz_t_minus_1,flores_etab_lz_t_minus_1,flores_etab_mn_t_minus_1,flores_etab_oq_t_minus_1,flores_etab_ru_t_minus_1,flores_total_salaried_jobs_t_minus_1,flores_herfindahl_t_minus_1,flores_dominant_sector_weight_t_minus_1,flores_growth_etab_1y_t_minus_1,side_stock_total_t_minus_1,side_stock_be_t_minus_1,side_stock_fz_t_minus_1,side_stock_gi_t_minus_1,side_stock_jz_t_minus_1,side_stock_kz_t_minus_1,side_stock_lz_t_minus_1,side_stock_mn_t_minus_1,side_stock_oq_t_minus_1,side_stock_ru_t_minus_1,side_stock_growth_1y_t_minus_1,urssaf_employer_establishments_t_minus_1,urssaf_salaried_employees_t_minus_1,urssaf_payroll_t_minus_1,urssaf_employer_growth_1y_t_minus_1,urssaf_wage_per_employee_t_minus_1,has_flores_source,has_side_stock_source,has_urssaf_source,feature_forecast_safe
2023,7606,207,Béziers,4054.0,4433.0,110,4269.0,4245.0,3390.0,0.03841649098149458,0.044287396937573664,0,0,8548.0,514.0,80.0,213.0,0.0,17.0,4.0,218.0,1245.0,1844.0,198.0,867.0,83.0,344.0,201.0,1027.0,998.0,695.0,67087.0,0.12049591297479685,0.21572297613476837,0.020047732696897302,23717.0,1790.0,3687.0,6160.0,414.0,850.0,1422.0,3636.0,3531.0,2227.0,0.04770950214251002,6649.0,50709.0,1344461066.0,0.03373756218905477,26513.263247155337,1,1,1,1
2024,7606,207,Béziers,4200.0,4983.0,110,4433.0,4269.0,4245.0,0.12406947890818865,0.16725228390723812,0,0,8639.0,537.0,80.0,211.0,0.0,17.0,5.0,212.0,1209.0,1873.0,203.0,878.0,85.0,349.0,207.0,1047.0,1021.0,705.0,68262.0,0.12024282348126358,0.21680750086815603,0.010645765091249482,24393.0,1873.0,3834.0,6062.0,461.0,938.0,1345.0,3916.0,3651.0,2313.0,0.028502761732090987,6653.0,51003.0,1418945822.0,0.000601594224695523,27820.830578593417,1,1,1,1
2012,7607,208,Cahors,731.0,864.0,134,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2580.0,16969.0,357881588.0,-0.0034762456546929554,21090.316930873945,0,0,1,1
2013,7607,208,Cahors,745.0,800.0,134,864.0,,,-0.07407407407407407,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2528.0,16709.0,358511709.0,-0.020155038759689936,21456.203782392724,0,0,1,1
2014,7607,208,Cahors,771.0,848.0,134,800.0,864.0,,0.06000000000000005,-0.01851851851851849,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2458.0,16551.0,359358042.0,-0.027689873417721556,21712.164944716333,0,0,1,1
2015,7607,208,Cahors,718.0,774.0,134,848.0,800.0,864.0,-0.08726415094339623,-0.03249999999999997,0,0,,,,,,,,,,,,,,,,,,,,,,,6998.0,581.0,1103.0,1970.0,110.0,213.0,597.0,880.0,942.0,602.0,,2442.0,16341.0,360981442.0,-0.006509357200976451,22090.535585337493,0,1,1,1
2016,7607,208,Cahors,720.0,787.0,134,774.0,848.0,800.0,0.01679586563307489,-0.07193396226415094,0,0,,,,,,,,,,,,,,,,,,,,,,,7141.0,576.0,1106.0,2045.0,119.0,220.0,593.0,910.0,931.0,641.0,0.02043440983138045,2439.0,16232.0,364060447.0,-0.0012285012285012664,22428.563762937407,0,1,1,1
2017,7607,208,Cahors,686.0,778.0,134,787.0,774.0,848.0,-0.01143583227445999,0.0051679586563306845,0,0,,,,,,,,,,,,,,,,,,,,,,,7212.0,581.0,1086.0,2060.0,121.0,236.0,573.0,957.0,941.0,657.0,0.009942585072118648,2376.0,16274.0,370894510.0,-0.02583025830258301,22790.617549465405,0,1,1,1
2018,7607,208,Cahors,804.0,885.0,134,778.0,787.0,774.0,0.13753213367609263,0.12452350698856418,0,0,3217.0,204.0,62.0,100.0,0.0,6.0,0.0,90.0,362.0,687.0,74.0,271.0,29.0,110.0,52.0,280.0,593.0,297.0,26731.0,0.1236272100858346,0.2135529996891514,,7262.0,587.0,1064.0,2067.0,118.0,247.0,567.0,973.0,977.0,662.0,0.00693288962839711,2343.0,16288.0,378981023.0,-0.01388888888888884,23267.498956286836,1,1,1,1
2019,7607,208,Cahors,887.0,998.0,134,885.0,778.0,787.0,0.12768361581920895,0.2827763496143958,0,0,3275.0,225.0,62.0,103.0,0.0,5.0,0.0,93.0,387.0,678.0,76.0,284.0,26.0,120.0,46.0,291.0,584.0,295.0,26523.0,0.1211669250043704,0.20702290076335877,0.01802921976997207,7569.0,628.0,1095.0,2111.0,138.0,246.0,526.0,1038.0,1055.0,732.0,0.04227485541173226,2345.0,16554.0,388380149.0,0.0008536064874093974,23461.408058475292,1,1,1,1
2020,7607,208,Cahors,934.0,1056.0,134,998.0,885.0,778.0,0.05811623246492981,0.1932203389830509,1,0,3292.0,236.0,63.0,103.0,0.0,5.0,0.0,89.0,383.0,676.0,75.0,294.0,31.0,124.0,47.0,294.0,573.0,299.0,27012.0,0.1196480956817145,0.20534629404617255,0.005190839694656502,7705.0,633.0,1082.0,2163.0,143.0,256.0,505.0,1073.0,1059.0,791.0,0.017968027480512516,2343.0,16501.0,395547242.0,-0.0008528784648187404,23971.10732682868,1,1,1,1
2021,7607,208,Cahors,1129.0,1289.0,134,1056.0,998.0,885.0,0.22064393939393945,0.29158316633266534,0,1,3288.0,245.0,56.0,104.0,0.0,5.0,0.0,86.0,372.0,689.0,78.0,290.0,36.0,120.0,46.0,309.0,567.0,285.0,27107.0,0.12031271274737897,0.2095498783454988,-0.0012150668286755595,7835.0,636.0,1090.0,2155.0,158.0,246.0,515.0,1156.0,1094.0,785.0,0.016872160934458202,2321.0,16250.0,370860140.0,-0.009389671361502372,22822.16246153846,1,1,1,1
2022,7607,208,Cahors,1091.0,1238.0,134,1289.0,1056.0,998.0,-0.039565554693560934,0.17234848484848486,0,0,3410.0,255.0,56.0,105.0,0.0,6.0,0.0,88.0,403.0,693.0,81.0,324.0,35.0,126.0,52.0,328.0,563.0,295.0,27671.0,0.11803682458871181,0.2032258064516129,0.03710462287104632,8392.0,671.0,1164.0,2284.0,171.0,260.0,521.0,1316.0,1145.0,860.0,0.07109125717932363,2390.0,16891.0,407545985.0,0.029728565273589025,24127.996270203068,1,1,1,1
2023,7607,208,Cahors,1042.0,1210.0,134,1238.0,1289.0,1056.0,-0.022617124394184174,-0.061287820015515915,0,0,3415.0,253.0,59.0,104.0,0.0,6.0,0.0,85.0,405.0,700.0,81.0,322.0,36.0,124.0,51.0,328.0,567.0,294.0,27757.0,0.11872682957154403,0.20497803806734993,0.0014662756598240456,8758.0,723.0,1202.0,2333.0,169.0,278.0,532.0,1394.0,1198.0,929.0,0.043612964728312775,2406.0,17052.0,431790642.0,0.006694560669456173,25321.994018296973,1,1,1,1
2024,7607,208,Cahors,1129.0,1398.0,134,1210.0,1238.0,1289.0,0.15537190082644625,0.12924071082390953,0,0,3446.0,250.0,58.0,107.0,0.0,7.0,1.0,88.0,416.0,705.0,79.0,308.0,33.0,125.0,54.0,328.0,583.0,304.0,28332.0,0.11922711705918596,0.2045850261172374,0.009077598828696853,8742.0,738.0,1202.0,2303.0,178.0,285.0,359.0,1479.0,1228.0,970.0,-0.0018269011189769868,2403.0,16965.0,449294639.0,-0.0012468827930174342,26483.621514883584,1,1,1,1
2012,7608,209,Carcassonne-Limoux,1710.0,1890.0,309,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4957.0,34530.0,713819616.0,-0.005018065034122832,20672.44761077324,0,0,1,1
2013,7608,209,Carcassonne-Limoux,1746.0,1927.0,309,1890.0,,,0.01957671957671958,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4941.0,34301.0,726591687.0,-0.0032277587250353346,21182.813533133143,0,0,1,1
2014,7608,209,Carcassonne-Limoux,1734.0,1863.0,309,1927.0,1890.0,,-0.03321224701608716,-0.014285714285714235,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4880.0,33928.0,730685840.0,-0.012345679012345734,21536.36642301344,0,0,1,1
2015,7608,209,Carcassonne-Limoux,1608.0,1787.0,309,1863.0,1927.0,1890.0,-0.04079441760601177,-0.07265179034769076,0,0,,,,,,,,,,,,,,,,,,,,,,,12939.0,988.0,1905.0,4045.0,209.0,371.0,770.0,1557.0,1895.0,1199.0,,4861.0,33467.0,733971539.0,-0.0038934426229507713,21931.202049780382,0,1,1,1
2016,7608,209,Carcassonne-Limoux,1740.0,1956.0,309,1787.0,1863.0,1927.0,0.0945719082260772,0.0499194847020934,0,0,,,,,,,,,,,,,,,,,,,,,,,13083.0,1064.0,1892.0,4113.0,208.0,396.0,706.0,1615.0,1904.0,1185.0,0.011129144447020733,4843.0,33453.0,744870082.0,-0.0037029417815264143,22266.16692075449,0,1,1,1
2017,7608,209,Carcassonne-Limoux,1738.0,1931.0,309,1956.0,1787.0,1863.0,-0.01278118609406953,0.08058198097369895,0,0,,,,,,,,,,,,,,,,,,,,,,,13303.0,1066.0,1835.0,4224.0,213.0,411.0,729.0,1635.0,2004.0,1186.0,0.01681571505006496,4778.0,33738.0,759111157.0,-0.013421432996076788,22500.182494516568,0,1,1,1
2018,7608,209,Carcassonne-Limoux,1899.0,2107.0,309,1931.0,1956.0,1787.0,0.09114448472294145,0.07719836400817992,0,0,6623.0,622.0,76.0,188.0,0.0,19.0,2.0,177.0,618.0,1384.0,147.0,566.0,61.0,234.0,137.0,574.0,1223.0,595.0,56252.0,0.12209336243744863,0.20896874528159445,,13489.0,1104.0,1846.0,4195.0,211.0,439.0,725.0,1701.0,2061.0,1207.0,0.01398180861459819,4718.0,33937.0,784708599.0,-0.012557555462536674,23122.509326104253,1,1,1,1
2019,7608,209,Carcassonne-Limoux,2167.0,2407.0,309,2107.0,1931.0,1956.0,0.14238253440911253,0.246504401864319,0,0,6599.0,644.0,79.0,179.0,0.0,18.0,1.0,175.0,616.0,1354.0,143.0,560.0,67.0,229.0,140.0,580.0,1238.0,576.0,56089.0,0.12189503885715969,0.20518260342476133,-0.0036237354673108735,14104.0,1113.0,1931.0,4150.0,240.0,469.0,761.0,1853.0,2246.0,1341.0,0.045592705167173175,4683.0,34489.0,809788825.0,-0.007418397626112738,23479.626112673606,1,1,1,1
2020,7608,209,Carcassonne-Limoux,2148.0,2441.0,309,2407.0,2107.0,1931.0,0.014125467386788548,0.15851922164214516,1,0,6757.0,681.0,78.0,176.0,0.0,20.0,2.0,167.0,687.0,1348.0,145.0,580.0,74.0,243.0,143.0,617.0,1235.0,561.0,58098.0,0.120052020882909,0.19949681811454786,0.023943021669949882,14565.0,1163.0,2038.0,4186.0,248.0,464.0,774.0,1976.0,2298.0,1418.0,0.0326857629041406,4668.0,34863.0,837883217.0,-0.0032030749519538215,24033.594842669878,1,1,1,1
2021,7608,209,Carcassonne-Limoux,2582.0,2915.0,309,2441.0,2407.0,2107.0,0.1941827120032773,0.21105110095554624,0,1,6791.0,694.0,79.0,168.0,0.0,18.0,1.0,177.0,710.0,1356.0,133.0,578.0,79.0,220.0,139.0,638.0,1224.0,577.0,57793.0,0.12044133355274304,0.19967604182005597,0.005031818854521308,14979.0,1188.0,2112.0,4187.0,267.0,468.0,801.0,2113.0,2377.0,1466.0,0.02842430484037073,4679.0,34761.0,787479857.0,0.0023564695801199242,22654.119760651305,1,1,1,1
2022,7608,209,Carcassonne-Limoux,2683.0,3038.0,309,2915.0,2441.0,2407.0,0.04219554030874795,0.24457189676362145,0,0,7004.0,705.0,74.0,174.0,0.0,17.0,2.0,184.0,777.0,1401.0,136.0,619.0,79.0,228.0,137.0,665.0,1225.0,581.0,59319.0,0.12011815227718452,0.20002855511136494,0.031365041967309715,16175.0,1300.0,2206.0,4445.0,327.0,512.0,845.0,2415.0,2520.0,1605.0,0.07984511649642823,4848.0,36435.0,880392273.0,0.03611882880957462,24163.36689995883,1,1,1,1
2023,7608,209,Carcassonne-Limoux,2547.0,2873.0,309,3038.0,2915.0,2441.0,-0.054312047399605046,-0.014408233276157811,0,0,7146.0,706.0,76.0,173.0,0.0,18.0,2.0,177.0,796.0,1435.0,140.0,638.0,80.0,225.0,148.0,687.0,1238.0,607.0,60087.0,0.1201847845218465,0.20081164287713407,0.020274129069103308,17116.0,1362.0,2261.0,4624.0,348.0,588.0,888.0,2606.0,2638.0,1801.0,0.05817619783616701,5009.0,38301.0,975833334.0,0.03320957095709565,25478.01190569437,1,1,1,1
2024,7608,209,Carcassonne-Limoux,2808.0,3346.0,309,2873.0,3038.0,2915.0,0.16463626870866688,0.10138248847926268,0,0,7204.0,720.0,78.0,168.0,0.0,16.0,2.0,178.0,780.0,1462.0,139.0,662.0,74.0,219.0,155.0,693.0,1243.0,615.0,61860.0,0.12079641577370334,0.20294280955024985,0.008116428771340667,17247.0,1402.0,2314.0,4600.0,372.0,631.0,764.0,2718.0,2597.0,1849.0,0.007653657396587965,5018.0,38789.0,1035097172.0,0.0017967658215212179,26685.32759287427,1,1,1,1
2012,7609,210,Castelsarrasin-Moissac,603.0,656.0,104,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729.0,12438.0,290428868.0,0.0029002320185613772,23350.126065283806,0,0,1,1
2013,7609,210,Castelsarrasin-Moissac,569.0,624.0,104,656.0,,,-0.04878048780487809,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1690.0,12362.0,294924512.0,-0.022556390977443663,23857.346060508007,0,0,1,1
2014,7609,210,Castelsarrasin-Moissac,582.0,612.0,104,624.0,656.0,,-0.019230769230769273,-0.06707317073170727,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666.0,12148.0,294839723.0,-0.014201183431952646,24270.639035232136,0,0,1,1
2015,7609,210,Castelsarrasin-Moissac,518.0,548.0,104,612.0,624.0,656.0,-0.10457516339869277,-0.1217948717948718,0,0,,,,,,,,,,,,,,,,,,,,,,,4893.0,367.0,729.0,1485.0,64.0,143.0,459.0,570.0,627.0,449.0,,1636.0,12246.0,302333989.0,-0.01800720288115243,24688.387146823454,0,1,1,1
2016,7609,210,Castelsarrasin-Moissac,542.0,626.0,104,548.0,612.0,624.0,0.14233576642335777,0.02287581699346397,0,0,,,,,,,,,,,,,,,,,,,,,,,4852.0,385.0,716.0,1468.0,60.0,152.0,426.0,563.0,636.0,446.0,-0.008379317392192887,1612.0,12298.0,305245031.0,-0.014669926650366705,24820.70507399577,0,1,1,1
2017,7609,210,Castelsarrasin-Moissac,516.0,571.0,104,626.0,548.0,612.0,-0.08785942492012777,0.04197080291970812,0,0,,,,,,,,,,,,,,,,,,,,,,,4848.0,390.0,719.0,1452.0,65.0,153.0,413.0,585.0,643.0,428.0,-0.0008244023083264773,1582.0,12298.0,308421069.0,-0.018610421836228297,25078.96153846154,0,1,1,1
2018,7609,210,Castelsarrasin-Moissac,549.0,628.0,104,571.0,626.0,548.0,0.09982486865148865,0.0031948881789136685,0,0,2441.0,398.0,34.0,63.0,0.0,6.0,3.0,90.0,236.0,482.0,70.0,131.0,18.0,84.0,31.0,201.0,411.0,183.0,18168.0,0.12300232223615382,0.19746005735354363,,4861.0,388.0,706.0,1418.0,65.0,172.0,401.0,596.0,668.0,447.0,0.0026815181518151654,1563.0,12357.0,317315873.0,-0.012010113780025256,25679.038035121794,1,1,1,1
2019,7609,210,Castelsarrasin-Moissac,681.0,744.0,104,628.0,571.0,626.0,0.1847133757961783,0.3029772329246936,0,0,2405.0,395.0,31.0,61.0,0.0,6.0,2.0,88.0,233.0,463.0,69.0,127.0,16.0,92.0,32.0,201.0,413.0,176.0,18294.0,0.12270503671751075,0.19251559251559253,-0.01474805407619828,5042.0,395.0,733.0,1435.0,69.0,182.0,396.0,638.0,712.0,482.0,0.037235136803126956,1538.0,12394.0,322848987.0,-0.01599488163787588,26048.812893335486,1,1,1,1
2020,7609,210,Castelsarrasin-Moissac,715.0,814.0,104,744.0,628.0,571.0,0.09408602150537626,0.29617834394904463,1,0,2426.0,412.0,31.0,65.0,0.0,8.0,2.0,87.0,231.0,457.0,65.0,132.0,17.0,92.0,33.0,210.0,412.0,172.0,18915.0,0.12228339729870619,0.18837592745259688,0.008731808731808677,5133.0,412.0,733.0,1432.0,76.0,186.0,381.0,665.0,732.0,516.0,0.018048393494644932,1543.0,12659.0,334075748.0,0.0032509752925877766,26390.37427916897,1,1,1,1
2021,7609,210,Castelsarrasin-Moissac,833.0,948.0,104,814.0,744.0,628.0,0.1646191646191646,0.27419354838709675,0,1,2413.0,394.0,29.0,63.0,0.0,8.0,2.0,91.0,234.0,464.0,65.0,133.0,17.0,93.0,32.0,210.0,410.0,168.0,18694.0,0.12206759593574588,0.19229175300455864,-0.005358615004122047,5165.0,428.0,721.0,1415.0,67.0,188.0,371.0,694.0,747.0,534.0,0.006234171050068182,1533.0,12557.0,323697870.0,-0.006480881399870353,25778.28064028032,1,1,1,1
2022,7609,210,Castelsarrasin-Moissac,902.0,1024.0,104,948.0,814.0,744.0,0.08016877637130793,0.25798525798525795,0,0,2468.0,409.0,30.0,64.0,0.0,10.0,3.0,87.0,250.0,473.0,67.0,139.0,19.0,93.0,34.0,206.0,410.0,174.0,19188.0,0.1216498243973427,0.19165316045380876,0.022793203481143776,5513.0,467.0,752.0,1498.0,83.0,192.0,392.0,778.0,783.0,568.0,0.06737657308809286,1574.0,12912.0,349644793.0,0.026744944553163785,27079.05769826518,1,1,1,1
2023,7609,210,Castelsarrasin-Moissac,885.0,1057.0,104,1024.0,948.0,814.0,0.0322265625,0.11497890295358659,0,0,2481.0,397.0,31.0,66.0,0.0,9.0,3.0,89.0,252.0,469.0,65.0,142.0,20.0,93.0,34.0,209.0,405.0,197.0,19291.0,0.11949112326636893,0.18903667875856509,0.005267423014586603,5763.0,500.0,801.0,1498.0,99.0,205.0,394.0,839.0,812.0,615.0,0.04534736078360235,1595.0,13203.0,370442465.0,0.013341804320203376,28057.44641369386,1,1,1,1
2024,7609,210,Castelsarrasin-Moissac,850.0,1044.0,104,1057.0,1024.0,948.0,-0.012298959318826852,0.01953125,0,0,2475.0,386.0,31.0,65.0,0.0,9.0,2.0,90.0,264.0,476.0,68.0,145.0,18.0,88.0,32.0,216.0,399.0,186.0,19487.0,0.11979724517906339,0.1923232323232323,-0.00241837968561065,5768.0,525.0,812.0,1524.0,108.0,229.0,243.0,886.0,810.0,631.0,0.0008676036786396946,1572.0,13141.0,387655270.0,-0.014420062695924774,29499.67810668899,1,1,1,1
2012,7610,211,Castres-Mazamet,1201.0,1323.0,134,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4504.0,34415.0,821487176.0,-0.0026572187776793266,23870.032718291444,0,0,1,1
2013,7610,211,Castres-Mazamet,1143.0,1255.0,134,1323.0,,,-0.05139833711262287,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4428.0,34210.0,839266372.0,-0.01687388987566607,24532.77907044724,0,0,1,1
2014,7610,211,Castres-Mazamet,1215.0,1345.0,134,1255.0,1323.0,,0.0717131474103585,0.016628873771730834,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4385.0,33934.0,847255653.0,-0.00971093044263771,24967.750721989745,0,0,1,1
2015,7610,211,Castres-Mazamet,1085.0,1281.0,134,1345.0,1255.0,1323.0,-0.0475836431226766,0.02071713147410348,0,0,,,,,,,,,,,,,,,,,,,,,,,11066.0,1324.0,1438.0,3067.0,173.0,428.0,830.0,1228.0,1592.0,986.0,,4347.0,33628.0,858893863.0,-0.008665906499429887,25541.033156893067,0,1,1,1
2016,7610,211,Castres-Mazamet,1126.0,1231.0,134,1281.0,1345.0,1255.0,-0.03903200624512104,-0.08475836431226769,0,0,,,,,,,,,,,,,,,,,,,,,,,11258.0,1377.0,1409.0,3066.0,188.0,447.0,819.0,1273.0,1656.0,1023.0,0.01735044279775888,4342.0,33358.0,868401171.0,-0.0011502185415228627,26032.770879549134,0,1,1,1
2017,7610,211,Castres-Mazamet,1212.0,1332.0,134,1231.0,1281.0,1345.0,0.08204711616571903,0.03981264637002346,0,0,,,,,,,,,,,,,,,,,,,,,,,11361.0,1374.0,1343.0,3089.0,203.0,463.0,824.0,1310.0,1721.0,1034.0,0.00914904956475393,4264.0,33624.0,893906995.0,-0.017964071856287456,26585.385290268856,0,1,1,1
2018,7610,211,Castres-Mazamet,1312.0,1453.0,134,1332.0,1231.0,1281.0,0.09084084084084076,0.18034118602761984,0,0,5284.0,279.0,86.0,199.0,0.0,23.0,3.0,379.0,549.0,1179.0,110.0,350.0,54.0,224.0,73.0,497.0,802.0,477.0,45654.0,0.1171613589594743,0.22312641937925815,,11452.0,1370.0,1327.0,3066.0,203.0,501.0,810.0,1324.0,1786.0,1065.0,0.00800985828712264,4232.0,34313.0,919809082.0,-0.007504690431519689,26806.431439979016,1,1,1,1
2019,7610,211,Castres-Mazamet,1545.0,1755.0,134,1453.0,1332.0,1231.0,0.20784583620096342,0.31756756756756754,0,0,5228.0,285.0,84.0,196.0,0.0,23.0,3.0,384.0,549.0,1123.0,116.0,352.0,49.0,234.0,74.0,489.0,812.0,455.0,45079.0,0.11498265182651946,0.21480489671002295,-0.010598031794095353,11853.0,1387.0,1383.0,3104.0,204.0,496.0,779.0,1435.0,1942.0,1123.0,0.035015717778553945,4176.0,34368.0,938410931.0,-0.013232514177693777,27304.78733123836,1,1,1,1
2020,7610,211,Castres-Mazamet,1606.0,1789.0,134,1755.0,1453.0,1332.0,0.019373219373219452,0.23124569855471444,1,0,5335.0,311.0,87.0,199.0,0.0,23.0,3.0,393.0,579.0,1118.0,115.0,375.0,47.0,236.0,81.0,510.0,817.0,441.0,46215.0,0.11328801595799345,0.20955951265229616,0.020466717674062718,12354.0,1432.0,1444.0,3206.0,225.0,502.0,757.0,1561.0,2020.0,1207.0,0.04226778030878253,4150.0,34507.0,955488439.0,-0.00622605363984674,27689.698872692497,1,1,1,1
2021,7610,211,Castres-Mazamet,1948.0,2201.0,134,1789.0,1755.0,1453.0,0.23029625489100058,0.2541310541310542,0,1,5362.0,336.0,82.0,196.0,0.0,29.0,4.0,392.0,586.0,1093.0,108.0,382.0,48.0,238.0,82.0,546.0,816.0,424.0,45952.0,0.11191280567063928,0.20384185005594926,0.005060918462980402,12710.0,1492.0,1446.0,3274.0,232.0,529.0,756.0,1637.0,2084.0,1260.0,0.02881657762667955,4137.0,34168.0,913269141.0,-0.00313253012048198,26728.785442519315,1,1,1,1
2022,7610,211,Castres-Mazamet,1974.0,2278.0,134,2201.0,1789.0,1755.0,0.03498409813721026,0.2733370598099496,0,0,5533.0,347.0,84.0,191.0,0.0,27.0,5.0,389.0,613.0,1136.0,108.0,396.0,61.0,246.0,98.0,569.0,822.0,441.0,46724.0,0.11166535120479987,0.20531357310681367,0.031891085415889586,13558.0,1566.0,1564.0,3428.0,267.0,569.0,786.0,1827.0,2175.0,1376.0,0.0667191188040912,4261.0,35424.0,997211964.0,0.029973410684070556,28150.744241192413,1,1,1,1
2023,7610,211,Castres-Mazamet,2026.0,2292.0,134,2278.0,2201.0,1789.0,0.006145741878841093,0.041344843253066754,0,0,5593.0,355.0,83.0,198.0,0.0,28.0,5.0,387.0,627.0,1138.0,110.0,401.0,71.0,245.0,99.0,580.0,833.0,433.0,46891.0,0.1111327283289957,0.20346862149114966,0.010844026748599411,14135.0,1621.0,1648.0,3434.0,311.0,610.0,780.0,1943.0,2267.0,1521.0,0.042557899395190946,4315.0,36109.0,1052200314.0,0.01267308143628254,29139.558392644492,1,1,1,1
2024,7610,211,Castres-Mazamet,2165.0,2560.0,134,2292.0,2278.0,2201.0,0.1169284467713787,0.12379280070237053,0,0,5598.0,348.0,86.0,190.0,0.0,29.0,3.0,381.0,623.0,1126.0,106.0,410.0,77.0,251.0,106.0,588.0,850.0,424.0,47229.0,0.11086163447594782,0.20114326545194713,0.0008939746111209512,14311.0,1662.0,1674.0,3410.0,328.0,640.0,637.0,2063.0,2327.0,1570.0,0.012451361867704236,4282.0,35812.0,1090418360.0,-0.0076477404403244575,30448.407237797386,1,1,1,1
2012,7611,212,Figeac-Villefranche,684.0,781.0,136,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2582.0,19912.0,441371080.0,-0.013750954927425507,22166.084773001206,0,0,1,1
2013,7611,212,Figeac-Villefranche,685.0,932.0,136,781.0,,,0.1933418693982074,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554.0,19848.0,454934133.0,-0.010844306738962084,22920.90553204353,0,0,1,1
2014,7611,212,Figeac-Villefranche,678.0,783.0,136,932.0,781.0,,-0.1598712446351931,0.00256081946222797,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2525.0,19882.0,464595268.0,-0.011354737666405601,23367.632431344937,0,0,1,1
2015,7611,212,Figeac-Villefranche,588.0,776.0,136,783.0,932.0,781.0,-0.008939974457215838,-0.1673819742489271,0,0,,,,,,,,,,,,,,,,,,,,,,,6864.0,704.0,1113.0,1925.0,86.0,198.0,630.0,764.0,863.0,581.0,,2510.0,20017.0,477608251.0,-0.005940594059405946,23860.131438277465,0,1,1,1
2016,7611,212,Figeac-Villefranche,627.0,764.0,136,776.0,783.0,932.0,-0.015463917525773141,-0.024265644955300147,0,0,,,,,,,,,,,,,,,,,,,,,,,6925.0,720.0,1093.0,1915.0,83.0,202.0,612.0,772.0,923.0,605.0,0.008886946386946315,2494.0,20192.0,490899945.0,-0.0063745019920318224,24311.60583399366,0,1,1,1
2017,7611,212,Figeac-Villefranche,644.0,777.0,136,764.0,776.0,783.0,0.017015706806282616,0.0012886597938144284,0,0,,,,,,,,,,,,,,,,,,,,,,,7043.0,715.0,1101.0,1972.0,75.0,194.0,646.0,788.0,938.0,614.0,0.01703971119133585,2419.0,20424.0,504116473.0,-0.030072173215717757,24682.553515471995,0,1,1,1
2018,7611,212,Figeac-Villefranche,740.0,856.0,136,777.0,764.0,776.0,0.10167310167310162,0.12041884816753923,0,0,3260.0,174.0,49.0,128.0,0.0,12.0,13.0,143.0,372.0,665.0,73.0,264.0,31.0,100.0,44.0,299.0,591.0,302.0,27125.0,0.11933456283638826,0.20398773006134968,,7122.0,742.0,1094.0,1976.0,83.0,209.0,655.0,776.0,966.0,621.0,0.01121681101803218,2382.0,20605.0,518393385.0,-0.01529557668458037,25158.620965785005,1,1,1,1
2019,7611,212,Figeac-Villefranche,850.0,1032.0,136,856.0,777.0,764.0,0.20560747663551404,0.3281853281853282,0,0,3221.0,175.0,51.0,126.0,0.0,13.0,11.0,138.0,358.0,668.0,66.0,261.0,33.0,121.0,39.0,292.0,579.0,290.0,27078.0,0.11924587567173318,0.20738900962434026,-0.011963190184049122,7343.0,757.0,1076.0,2034.0,94.0,226.0,658.0,835.0,990.0,673.0,0.03103060937938773,2337.0,20381.0,521372662.0,-0.018891687657430767,25581.309160492616,1,1,1,1
