target_year,ZE2020,node_idx,libze2020,side_enterprise_creations_official,side_establishment_creations_official,communes_count,side_lag_1,side_lag_2,side_lag_3,growth_1y,growth_2y,is_covid_year,is_post_covid_rebound,flores_total_establishments_t_minus_1,flores_etab_az_t_minus_1,flores_etab_de_t_minus_1,flores_etab_c1_t_minus_1,flores_etab_c2_t_minus_1,flores_etab_c3_t_minus_1,flores_etab_c4_t_minus_1,flores_etab_c5_t_minus_1,flores_etab_fz_t_minus_1,flores_etab_gz_t_minus_1,flores_etab_hz_t_minus_1,flores_etab_iz_t_minus_1,flores_etab_jz_t_minus_1,flores_etab_kz_t_minus_1,flores_etab_lz_t_minus_1,flores_etab_mn_t_minus_1,flores_etab_oq_t_minus_1,flores_etab_ru_t_minus_1,flores_total_salaried_jobs_t_minus_1,flores_herfindahl_t_minus_1,flores_dominant_sector_weight_t_minus_1,flores_growth_etab_1y_t_minus_1,side_stock_total_t_minus_1,side_stock_be_t_minus_1,side_stock_fz_t_minus_1,side_stock_gi_t_minus_1,side_stock_jz_t_minus_1,side_stock_kz_t_minus_1,side_stock_lz_t_minus_1,side_stock_mn_t_minus_1,side_stock_oq_t_minus_1,side_stock_ru_t_minus_1,side_stock_growth_1y_t_minus_1,urssaf_employer_establishments_t_minus_1,urssaf_salaried_employees_t_minus_1,urssaf_payroll_t_minus_1,urssaf_employer_growth_1y_t_minus_1,urssaf_wage_per_employee_t_minus_1,has_flores_source,has_side_stock_source,has_urssaf_source,feature_forecast_safe
2012,0051,0,Alençon,668.0,825.0,184,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3298.0,30747.0,658397627.0,-0.005428226779252143,21413.394054704524,0,0,1,1
2013,0051,0,Alençon,668.0,755.0,184,825.0,,,-0.08484848484848484,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3261.0,29984.0,654828502.0,-0.011218920557913847,21839.264340981856,0,0,1,1
2014,0051,0,Alençon,642.0,741.0,184,755.0,825.0,,-0.018543046357615944,-0.10181818181818181,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3189.0,29359.0,650732838.0,-0.022079116835326595,22164.679927790457,0,0,1,1
2015,0051,0,Alençon,631.0,733.0,184,741.0,755.0,825.0,-0.010796221322537103,-0.029139072847682135,0,0,,,,,,,,,,,,,,,,,,,,,,,6620.0,569.0,999.0,1971.0,99.0,292.0,477.0,771.0,814.0,628.0,,3109.0,28482.0,644456861.0,-0.02508623392913134,22626.812056737588,0,1,1,1
2016,0051,0,Alençon,690.0,777.0,184,733.0,741.0,755.0,0.060027285129604424,0.04858299595141702,0,0,,,,,,,,,,,,,,,,,,,,,,,6614.0,553.0,959.0,1973.0,105.0,304.0,457.0,772.0,870.0,621.0,-0.0009063444108761143,3059.0,27959.0,640935601.0,-0.0160823415889354,22924.12464680425,0,1,1,1
2017,0051,0,Alençon,666.0,742.0,184,777.0,733.0,741.0,-0.04504504504504503,0.012278308321964637,0,0,,,,,,,,,,,,,,,,,,,,,,,6648.0,560.0,977.0,1952.0,97.0,311.0,459.0,795.0,876.0,621.0,0.005140610825521641,2997.0,27823.0,647766715.0,-0.02026806145799276,23281.699133810158,0,1,1,1
2018,0051,0,Alençon,745.0,834.0,184,742.0,777.0,733.0,0.12398921832884091,0.07335907335907343,0,0,4166.0,501.0,45.0,117.0,0.0,12.0,10.0,118.0,440.0,756.0,93.0,252.0,39.0,155.0,51.0,363.0,818.0,396.0,42854.0,0.1212308035536286,0.19635141622659624,,6615.0,552.0,942.0,1925.0,103.0,323.0,461.0,811.0,887.0,611.0,-0.0049638989169674685,2929.0,27568.0,660154398.0,-0.0226893560226894,23946.401552524665,1,1,1,1
2019,0051,0,Alençon,874.0,977.0,184,834.0,742.0,777.0,0.17146282973621108,0.31671159029649587,0,0,4135.0,505.0,45.0,111.0,0.0,12.0,11.0,116.0,435.0,740.0,90.0,255.0,39.0,159.0,52.0,368.0,815.0,382.0,42122.0,0.12095530384001849,0.19709794437726724,-0.007441190590494529,6761.0,558.0,956.0,1925.0,101.0,327.0,464.0,842.0,932.0,656.0,0.022071050642479273,2877.0,27639.0,669241473.0,-0.017753499487879854,24213.66449582112,1,1,1,1
2020,0051,0,Alençon,907.0,1009.0,184,977.0,834.0,742.0,0.032753326509723735,0.20983213429256597,1,0,4303.0,567.0,48.0,112.0,0.0,11.0,11.0,111.0,445.0,751.0,82.0,277.0,43.0,167.0,57.0,396.0,838.0,387.0,43129.0,0.12077220066376793,0.1947478503369742,0.04062877871825887,7105.0,585.0,979.0,1981.0,107.0,372.0,455.0,929.0,999.0,698.0,0.05088004733027662,2861.0,27731.0,681577500.0,-0.005561348627042051,24578.179654538242,1,1,1,1
2021,0051,0,Alençon,1019.0,1149.0,184,1009.0,977.0,834.0,0.1387512388503469,0.17604912998976463,0,1,4284.0,558.0,47.0,108.0,0.0,13.0,9.0,112.0,456.0,770.0,78.0,272.0,41.0,161.0,57.0,390.0,833.0,379.0,43628.0,0.12202135756263291,0.19444444444444445,-0.004415524052986286,7265.0,602.0,973.0,2036.0,120.0,383.0,450.0,980.0,994.0,727.0,0.022519352568613593,2847.0,27561.0,652148204.0,-0.00489339391821042,23661.993541598637,1,1,1,1
2022,0051,0,Alençon,1067.0,1208.0,184,1149.0,1009.0,977.0,0.05134899912967805,0.1972249752229931,0,0,4331.0,566.0,48.0,113.0,0.0,13.0,9.0,112.0,473.0,772.0,82.0,274.0,47.0,162.0,59.0,401.0,821.0,379.0,43615.0,0.12049290416808454,0.1895636111752482,0.010971055088702109,7624.0,632.0,1018.0,2092.0,135.0,393.0,481.0,1043.0,1028.0,802.0,0.049415003441156236,2895.0,28481.0,705550917.0,0.01685985247629085,24772.687651416734,1,1,1,1
2023,0051,0,Alençon,1082.0,1220.0,184,1208.0,1149.0,1009.0,0.009933774834437026,0.061792863359442896,0,0,4403.0,590.0,47.0,115.0,0.0,13.0,11.0,111.0,477.0,780.0,80.0,285.0,46.0,160.0,57.0,410.0,827.0,394.0,43793.0,0.12059628990598517,0.18782648194412901,0.01662433618102055,7912.0,656.0,1031.0,2144.0,156.0,419.0,483.0,1135.0,1032.0,856.0,0.03777544596012583,2929.0,28861.0,749897414.0,0.011744386873920654,25983.07106475867,1,1,1,1
2024,0051,0,Alençon,1192.0,1397.0,184,1220.0,1208.0,1149.0,0.14508196721311473,0.1564569536423841,0,0,4407.0,612.0,49.0,115.0,0.0,13.0,10.0,116.0,475.0,778.0,82.0,283.0,42.0,158.0,54.0,414.0,810.0,396.0,44521.0,0.12025616362441725,0.18379850238257317,0.0009084714967066976,7825.0,652.0,1037.0,2101.0,164.0,446.0,332.0,1194.0,1021.0,878.0,-0.010995955510616828,2905.0,28898.0,787307727.0,-0.008193922840559864,27244.367326458578,1,1,1,1
2012,0052,1,Arles,1511.0,1832.0,20,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4278.0,29697.0,659170065.0,-0.0007007708479327412,22196.520355591474,0,0,1,1
2013,0052,1,Arles,1437.0,1649.0,20,1832.0,,,-0.09989082969432317,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4323.0,30326.0,690395436.0,0.01051893408134652,22765.792916968938,0,0,1,1
2014,0052,1,Arles,1448.0,1552.0,20,1649.0,1832.0,,-0.05882352941176472,-0.15283842794759828,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4373.0,30224.0,697452438.0,0.011566042100393137,23076.11295659079,0,0,1,1
2015,0052,1,Arles,1372.0,1547.0,20,1552.0,1649.0,1832.0,-0.003221649484536071,-0.061855670103092786,0,0,,,,,,,,,,,,,,,,,,,,,,,11276.0,805.0,1479.0,3656.0,211.0,358.0,686.0,1590.0,1422.0,1069.0,,4370.0,30269.0,711267318.0,-0.0006860278984678336,23498.20998381182,0,1,1,1
2016,0052,1,Arles,1453.0,1660.0,20,1547.0,1552.0,1649.0,0.07304460245636712,0.06958762886597936,0,0,,,,,,,,,,,,,,,,,,,,,,,11566.0,859.0,1455.0,3669.0,216.0,389.0,688.0,1669.0,1534.0,1087.0,0.02571833983682148,4347.0,30431.0,726723900.0,-0.0052631578947368585,23881.03907199895,0,1,1,1
2017,0052,1,Arles,1484.0,1677.0,20,1660.0,1547.0,1552.0,0.010240963855421725,0.08403361344537807,0,0,,,,,,,,,,,,,,,,,,,,,,,11842.0,876.0,1499.0,3745.0,221.0,405.0,683.0,1720.0,1578.0,1115.0,0.023863046861490655,4358.0,30629.0,742081198.0,0.0025304807913504312,24228.05831075125,0,1,1,1
2018,0052,1,Arles,1604.0,1788.0,20,1677.0,1660.0,1547.0,0.06618962432915931,0.0771084337349397,0,0,5733.0,660.0,44.0,129.0,0.0,8.0,2.0,194.0,551.0,1165.0,135.0,723.0,73.0,185.0,150.0,594.0,587.0,533.0,41827.0,0.11370603155009228,0.20320948892377463,,12020.0,857.0,1505.0,3796.0,211.0,440.0,687.0,1758.0,1633.0,1133.0,0.015031244722175208,4288.0,30984.0,775478299.0,-0.016062413951353882,25028.346856442036,1,1,1,1
2019,0052,1,Arles,1782.0,2080.0,20,1788.0,1677.0,1660.0,0.1633109619686801,0.24031007751937983,0,0,5753.0,668.0,41.0,133.0,0.0,6.0,3.0,191.0,552.0,1155.0,142.0,758.0,72.0,184.0,157.0,611.0,563.0,517.0,40949.0,0.1135101060038386,0.20076481835564053,0.00348857491714627,12532.0,909.0,1500.0,3840.0,231.0,470.0,733.0,1918.0,1725.0,1206.0,0.0425956738768718,4300.0,31674.0,807795894.0,0.002798507462686617,25503.437961735177,1,1,1,1
2020,0052,1,Arles,1896.0,2104.0,20,2080.0,1788.0,1677.0,0.011538461538461497,0.1767337807606264,1,0,5991.0,715.0,43.0,132.0,0.0,6.0,4.0,196.0,572.0,1199.0,149.0,794.0,72.0,197.0,166.0,636.0,572.0,538.0,42879.0,0.11364793810645861,0.200133533633784,0.04136972014601081,13029.0,943.0,1548.0,3948.0,237.0,489.0,768.0,2038.0,1774.0,1284.0,0.03965847430577729,4325.0,32574.0,847231356.0,0.005813953488372103,26009.435623503407,1,1,1,1
2021,0052,1,Arles,2304.0,2615.0,20,2104.0,2080.0,1788.0,0.24287072243346008,0.25721153846153855,0,1,6022.0,733.0,57.0,127.0,0.0,9.0,3.0,192.0,581.0,1217.0,152.0,786.0,73.0,200.0,166.0,631.0,575.0,520.0,42991.0,0.11375432778803639,0.20209232813018932,0.005174428309130397,13451.0,977.0,1570.0,4041.0,243.0,522.0,791.0,2154.0,1817.0,1336.0,0.032389285440171944,4346.0,31936.0,780830662.0,0.004855491329479822,24449.857903306613,1,1,1,1
2022,0052,1,Arles,2359.0,2667.0,20,2615.0,2104.0,2080.0,0.01988527724665401,0.26758555133079853,0,0,6283.0,758.0,60.0,139.0,0.0,9.0,3.0,208.0,606.0,1280.0,169.0,808.0,81.0,204.0,163.0,696.0,567.0,532.0,44651.0,0.11377963505959265,0.20372433550851504,0.04334108269677839,14444.0,1059.0,1676.0,4259.0,300.0,570.0,805.0,2394.0,1917.0,1464.0,0.07382350754590727,4569.0,33954.0,885742473.0,0.051311550851357524,26086.542763739177,1,1,1,1
2023,0052,1,Arles,2358.0,2619.0,20,2667.0,2615.0,2104.0,-0.017997750281214864,0.001529636711281146,0,0,6367.0,762.0,62.0,147.0,0.0,9.0,3.0,209.0,624.0,1297.0,175.0,826.0,83.0,203.0,156.0,718.0,560.0,533.0,45117.0,0.11396522961065664,0.20370661221925554,0.013369409517746345,15183.0,1120.0,1737.0,4350.0,321.0,625.0,852.0,2610.0,1932.0,1636.0,0.05116311271116025,4689.0,35300.0,985017239.0,0.02626395272488513,27904.17107648725,1,1,1,1
2024,0052,1,Arles,2425.0,2888.0,20,2619.0,2667.0,2615.0,0.10271095838106148,0.08286464191976006,0,0,6483.0,762.0,61.0,147.0,0.0,9.0,2.0,206.0,623.0,1311.0,191.0,846.0,78.0,222.0,168.0,724.0,586.0,547.0,46358.0,0.11320474633772652,0.2022211938917168,0.01821894141667979,15582.0,1123.0,1738.0,4388.0,324.0,672.0,785.0,2797.0,2026.0,1729.0,0.026279391424619547,4693.0,35597.0,1045424124.0,0.0008530603540199966,29368.321038289745,1,1,1,1
2012,0053,2,Avignon,3330.0,3762.0,36,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9172.0,80312.0,1937859640.0,0.00021810250817888566,24129.14184679749,0,0,1,1
2013,0053,2,Avignon,3115.0,3434.0,36,3762.0,,,-0.08718766613503459,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9256.0,79829.0,1969028573.0,0.00915830789358929,24665.57983940673,0,0,1,1
2014,0053,2,Avignon,3225.0,3563.0,36,3434.0,3762.0,,0.03756552125800816,-0.05289739500265811,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9268.0,79299.0,1988542815.0,0.0012964563526360884,25076.518178035032,0,0,1,1
2015,0053,2,Avignon,2997.0,3435.0,36,3563.0,3434.0,3762.0,-0.03592478248666853,0.00029120559114725886,0,0,,,,,,,,,,,,,,,,,,,,,,,23224.0,1426.0,3126.0,6910.0,494.0,973.0,1278.0,3697.0,3291.0,2029.0,,9291.0,78888.0,2010830646.0,0.0024816573154942123,25489.689762701553,0,1,1,1
2016,0053,2,Avignon,2986.0,3432.0,36,3435.0,3563.0,3434.0,-0.0008733624454148048,-0.03676676957619984,0,0,,,,,,,,,,,,,,,,,,,,,,,23733.0,1441.0,3155.0,7058.0,498.0,1020.0,1226.0,3800.0,3432.0,2103.0,0.021916982431966936,9241.0,78671.0,2041324315.0,-0.005381552039608217,25947.60858512031,0,1,1,1
2017,0053,2,Avignon,3229.0,3615.0,36,3432.0,3435.0,3563.0,0.053321678321678334,0.05240174672489073,0,0,,,,,,,,,,,,,,,,,,,,,,,24134.0,1448.0,3173.0,7142.0,517.0,1061.0,1220.0,3837.0,3579.0,2157.0,0.016896304723380995,9216.0,79327.0,2085817328.0,-0.0027053349204630983,26293.914152810517,0,1,1,1
2018,0053,2,Avignon,3716.0,4169.0,36,3615.0,3432.0,3435.0,0.153250345781466,0.21474358974358965,0,0,11130.0,584.0,71.0,226.0,0.0,30.0,10.0,343.0,1257.0,2499.0,396.0,926.0,205.0,496.0,240.0,1509.0,1210.0,1128.0,114037.0,0.11878219425897805,0.22452830188679246,,24533.0,1477.0,3199.0,7138.0,538.0,1121.0,1248.0,3950.0,3686.0,2176.0,0.016532692467059018,9197.0,81108.0,2163925821.0,-0.0020616319444444198,26679.560844799526,1,1,1,1
2019,0053,2,Avignon,4325.0,4765.0,36,4169.0,3615.0,3432.0,0.14295994243223786,0.318118948824343,0,0,11081.0,567.0,70.0,212.0,0.0,33.0,11.0,333.0,1296.0,2495.0,399.0,964.0,194.0,481.0,230.0,1506.0,1202.0,1088.0,112478.0,0.11967768723993759,0.22516018409890803,-0.004402515723270439,25764.0,1484.0,3392.0,7466.0,582.0,1214.0,1255.0,4215.0,3845.0,2311.0,0.05017731219174171,9206.0,82114.0,2237938663.0,0.0009785799717298982,27254.04514455513,1,1,1,1
2020,0053,2,Avignon,4440.0,4871.0,36,4765.0,4169.0,3615.0,0.022245540398740715,0.1683857040057568,1,0,11611.0,630.0,74.0,212.0,0.0,37.0,10.0,336.0,1424.0,2580.0,433.0,1022.0,204.0,508.0,231.0,1574.0,1226.0,1110.0,113775.0,0.11900373697140845,0.22220308328309363,0.047829618265499585,27005.0,1567.0,3540.0,7684.0,627.0,1245.0,1254.0,4547.0,4050.0,2491.0,0.04816798633752528,9319.0,82838.0,2296266039.0,0.012274603519443872,27719.959909703277,1,1,1,1
2021,0053,2,Avignon,5321.0,5818.0,36,4871.0,4765.0,4169.0,0.1944159310203244,0.22098635886673668,0,1,11602.0,629.0,76.0,217.0,0.0,39.0,10.0,336.0,1439.0,2532.0,420.0,999.0,201.0,492.0,232.0,1612.0,1242.0,1126.0,115093.0,0.11860090995373443,0.21823823478710566,-0.0007751270347085004,27850.0,1650.0,3682.0,7799.0,660.0,1261.0,1323.0,4810.0,4071.0,2594.0,0.03129050175893355,9362.0,82076.0,2157206201.0,0.004614228994527236,26283.03281105317,1,1,1,1
2022,0053,2,Avignon,5362.0,5945.0,36,5818.0,4871.0,4765.0,0.021828807150223506,0.22048860603572162,0,0,12006.0,628.0,84.0,217.0,0.0,39.0,12.0,342.0,1534.0,2618.0,462.0,1066.0,212.0,497.0,233.0,1665.0,1267.0,1130.0,118521.0,0.11880265375669098,0.2180576378477428,0.03482158248577827,30217.0,1791.0,3943.0,8397.0,740.0,1341.0,1421.0,5409.0,4329.0,2846.0,0.08499102333931785,9737.0,85562.0,2385338433.0,0.04005554368724629,27878.479149622497,1,1,1,1
2023,0053,2,Avignon,5239.0,5770.0,36,5945.0,5818.0,4871.0,-0.029436501261564385,-0.008250257820556883,0,0,12157.0,632.0,80.0,229.0,0.0,38.0,15.0,334.0,1607.0,2608.0,475.0,1066.0,220.0,502.0,253.0,1674.0,1287.0,1137.0,119149.0,0.11795857992910055,0.2145266101834334,0.012577044810927918,31530.0,1872.0,4080.0,8453.0,788.0,1434.0,1448.0,5854.0,4488.0,3113.0,0.04345236125359886,9926.0,87978.0,2572806465.0,0.019410496046009973,29243.74803928255,1,1,1,1
2024,0053,2,Avignon,5706.0,6542.0,36,5770.0,5945.0,5818.0,0.13379549393414214,0.10042052144659386,0,0,12283.0,621.0,84.0,233.0,0.0,37.0,12.0,324.0,1584.0,2636.0,488.0,1092.0,210.0,516.0,257.0,1707.0,1307.0,1175.0,120635.0,0.11811835521147987,0.2146055523894814,0.010364399111622902,32075.0,1973.0,4143.0,8423.0,803.0,1500.0,1383.0,6137.0,4480.0,3233.0,0.01728512527751347,9869.0,88064.0,2701099404.0,-0.00574249445899655,30672.004496729653,1,1,1,1
2012,0054,3,Beauvais,1747.0,1923.0,327,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5719.0,65545.0,1637911952.0,0.010781194768469504,24989.121244946222,0,0,1,1
2013,0054,3,Beauvais,1681.0,1851.0,327,1923.0,,,-0.03744149765990634,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5708.0,65237.0,1669180408.0,-0.001923413184123146,25586.406609746,0,0,1,1
2014,0054,3,Beauvais,1773.0,1949.0,327,1851.0,1923.0,,0.05294435440302547,0.013520540821632787,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5624.0,63506.0,1643462442.0,-0.014716187806587233,25878.85305325481,0,0,1,1
2015,0054,3,Beauvais,1720.0,1931.0,327,1949.0,1851.0,1923.0,-0.009235505387378162,0.04321988114532682,0,0,,,,,,,,,,,,,,,,,,,,,,,13149.0,1042.0,2281.0,3813.0,273.0,523.0,771.0,1802.0,1424.0,1220.0,,5611.0,63255.0,1662020682.0,-0.0023115220483641563,26274.92976049324,0,1,1,1
2016,0054,3,Beauvais,1795.0,2036.0,327,1931.0,1949.0,1851.0,0.054375970999482215,0.044638276038994285,0,0,,,,,,,,,,,,,,,,,,,,,,,13408.0,1069.0,2261.0,3925.0,269.0,533.0,763.0,1857.0,1495.0,1236.0,0.019697315385200476,5600.0,62274.0,1668772908.0,-0.0019604348600962274,26797.265439830426,0,1,1,1
2017,0054,3,Beauvais,1929.0,2163.0,327,2036.0,1931.0,1949.0,0.06237721021610998,0.12014500258933203,0,0,,,,,,,,,,,,,,,,,,,,,,,13714.0,1073.0,2264.0,3993.0,266.0,557.0,775.0,1916.0,1615.0,1255.0,0.022822195704057302,5611.0,61996.0,1688635670.0,0.0019642857142856407,27237.816472030452,0,1,1,1
2018,0054,3,Beauvais,2095.0,2287.0,327,2163.0,2036.0,1931.0,0.05732778548312534,0.12328094302554038,0,0,7504.0,531.0,76.0,159.0,0.0,42.0,11.0,301.0,973.0,1388.0,258.0,466.0,82.0,258.0,138.0,807.0,1357.0,657.0,85670.0,0.11683846795568308,0.1849680170575693,,14012.0,1087.0,2303.0,4017.0,267.0,596.0,804.0,2002.0,1619.0,1317.0,0.021729619367070185,5543.0,62260.0,1726710986.0,-0.012119051862413133,27733.873851590106,1,1,1,1
2019,0054,3,Beauvais,2350.0,2566.0,327,2287.0,2163.0,2036.0,0.12199387844337561,0.18631530282015718,0,0,7492.0,515.0,75.0,152.0,0.0,41.0,12.0,297.0,974.0,1376.0,267.0,493.0,80.0,241.0,134.0,839.0,1355.0,641.0,86033.0,0.11711445759263699,0.18366257341163908,-0.0015991471215351938,14510.0,1113.0,2347.0,4056.0,283.0,639.0,823.0,2113.0,1756.0,1380.0,0.03554096488723957,5541.0,62946.0,1776246797.0,-0.000360815442901008,28218.580958281702,1,1,1,1
2020,0054,3,Beauvais,2425.0,2624.0,327,2566.0,2287.0,2163.0,0.02260327357755254,0.1473546130301706,1,0,7728.0,588.0,72.0,160.0,0.0,40.0,14.0,295.0,995.0,1387.0,267.0,519.0,85.0,265.0,142.0,862.0,1368.0,669.0,87718.0,0.11519101575727961,0.17947722567287785,0.031500266951414835,15169.0,1146.0,2420.0,4184.0,293.0,662.0,859.0,2259.0,1827.0,1519.0,0.04541695382494826,5572.0,63711.0,1814877015.0,0.005594658003970299,28486.085840749634,1,1,1,1
2021,0054,3,Beauvais,3034.0,3320.0,327,2624.0,2566.0,2287.0,0.2652439024390243,0.2938425565081839,0,1,7711.0,597.0,75.0,156.0,0.0,40.0,16.0,292.0,1007.0,1400.0,272.0,523.0,83.0,231.0,136.0,857.0,1375.0,651.0,86592.0,0.11642665268023267,0.1815588120866295,-0.0021997929606625277,15606.0,1176.0,2477.0,4260.0,321.0,672.0,893.0,2427.0,1885.0,1495.0,0.028808754697079664,5539.0,62552.0,1686795583.0,-0.005922469490308724,26966.293371914566,1,1,1,1
2022,0054,3,Beauvais,3165.0,3429.0,327,3320.0,2624.0,2566.0,0.03283132530120492,0.30678353658536595,0,0,7914.0,622.0,73.0,167.0,0.0,40.0,16.0,291.0,1059.0,1408.0,276.0,558.0,90.0,233.0,144.0,910.0,1366.0,661.0,87157.0,0.11515352459970714,0.17791256002021733,0.02632602775256121,16806.0,1279.0,2639.0,4508.0,377.0,715.0,971.0,2664.0,2006.0,1647.0,0.07689350249903892,5709.0,64354.0,1834695816.0,0.030691460552446204,28509.429343941323,1,1,1,1
2023,0054,3,Beauvais,3266.0,3518.0,327,3429.0,3320.0,2624.0,0.025955088947214877,0.05963855421686737,0,0,7960.0,625.0,75.0,157.0,0.0,39.0,16.0,288.0,1036.0,1439.0,281.0,565.0,94.0,239.0,150.0,903.0,1380.0,673.0,87322.0,0.11535406302871139,0.1807788944723618,0.005812484205205859,17649.0,1339.0,2671.0,4588.0,406.0,775.0,967.0,2948.0,2097.0,1858.0,0.050160656908247114,5768.0,65191.0,1935667869.0,0.010334559467507498,29692.25612431164,1,1,1,1
2024,0054,3,Beauvais,3395.0,3822.0,327,3518.0,3429.0,3320.0,0.08641273450824327,0.1146106736657917,0,0,8068.0,659.0,72.0,163.0,0.0,37.0,16.0,282.0,1032.0,1463.0,279.0,559.0,95.0,244.0,150.0,927.0,1391.0,699.0,89129.0,0.11547806092438369,0.1813336638572137,0.013567839195979925,18132.0,1394.0,2721.0,4663.0,444.0,799.0,855.0,3103.0,2187.0,1966.0,0.027366989631140592,5750.0,64699.0,2022737515.0,-0.003120665742024964,31263.814201146848,1,1,1,1
2012,0055,4,Bollène-Pierrelatte,663.0,750.0,29,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.0,23643.0,683844136.0,0.004014049172102352,28923.746394281607,0,0,1,1
2013,0055,4,Bollène-Pierrelatte,656.0,800.0,29,750.0,,,0.06666666666666665,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,23657.0,704509858.0,0.002498750624687629,29780.185906919727,0,0,1,1
2014,0055,4,Bollène-Pierrelatte,654.0,735.0,29,800.0,750.0,,-0.08125000000000004,-0.020000000000000018,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995.0,23625.0,718825986.0,-0.0054835493519441725,30426.49676190476,0,0,1,1
2015,0055,4,Bollène-Pierrelatte,607.0,668.0,29,735.0,800.0,750.0,-0.09115646258503396,-0.16500000000000004,0,0,,,,,,,,,,,,,,,,,,,,,,,4891.0,425.0,761.0,1433.0,62.0,171.0,283.0,641.0,656.0,459.0,,1968.0,23807.0,728708618.0,-0.013533834586466176,30609.006510690135,0,1,1,1
2016,0055,4,Bollène-Pierrelatte,652.0,775.0,29,668.0,735.0,800.0,0.16017964071856294,0.054421768707483054,0,0,,,,,,,,,,,,,,,,,,,,,,,4965.0,430.0,758.0,1434.0,68.0,175.0,273.0,676.0,680.0,471.0,0.015129830300552038,1937.0,23484.0,726775720.0,-0.0157520325203252,30947.697155510134,0,1,1,1
2017,0055,4,Bollène-Pierrelatte,602.0,696.0,29,775.0,668.0,735.0,-0.10193548387096774,0.041916167664670656,0,0,,,,,,,,,,,,,,,,,,,,,,,5125.0,453.0,766.0,1463.0,73.0,169.0,269.0,722.0,728.0,482.0,0.03222557905337364,1942.0,23451.0,729016973.0,0.0025813113061434745,31086.818174065073,0,1,1,1
2018,0055,4,Bollène-Pierrelatte,770.0,849.0,29,696.0,775.0,668.0,0.21982758620689657,0.09548387096774191,0,0,2453.0,187.0,40.0,60.0,0.0,13.0,3.0,116.0,300.0,443.0,83.0,229.0,22.0,100.0,48.0,286.0,287.0,236.0,26768.0,0.10503723570180128,0.18059518956379944,,5128.0,452.0,736.0,1488.0,74.0,178.0,267.0,712.0,733.0,488.0,0.0005853658536585371,1934.0,23309.0,731502471.0,-0.004119464469618972,31382.83371229997,1,1,1,1
2019,0055,4,Bollène-Pierrelatte,851.0,947.0,29,849.0,696.0,775.0,0.11542991755005882,0.36063218390804597,0,0,2424.0,184.0,41.0,59.0,0.0,13.0,3.0,126.0,303.0,427.0,80.0,232.0,24.0,105.0,47.0,278.0,281.0,221.0,26643.0,0.10353185689856115,0.17615511551155116,-0.011822258459029733,5383.0,465.0,782.0,1504.0,77.0,199.0,263.0,783.0,773.0,537.0,0.04972698907956308,1919.0,23693.0,748915295.0,-0.007755946225439514,31609.137508968895,1,1,1,1
2020,0055,4,Bollène-Pierrelatte,837.0,931.0,29,947.0,849.0,696.0,-0.0168954593453009,0.0965842167255595,1,0,2498.0,203.0,41.0,60.0,0.0,15.0,3.0,118.0,319.0,445.0,87.0,234.0,22.0,107.0,41.0,312.0,271.0,220.0,27158.0,0.10505730445044587,0.17814251401120898,0.03052805280528048,5595.0,478.0,798.0,1550.0,77.0,208.0,274.0,862.0,754.0,594.0,0.03938324354449185,1919.0,23859.0,768198413.0,0.0,32197.42709250178,1,1,1,1
2021,0055,4,Bollène-Pierrelatte,1020.0,1131.0,29,931.0,947.0,849.0,0.2148227712137487,0.19429778247096086,0,1,2498.0,209.0,39.0,61.0,0.0,15.0,3.0,121.0,316.0,440.0,92.0,231.0,24.0,99.0,35.0,317.0,277.0,219.0,27304.0,0.10510570185531931,0.17614091273018415,0.0,5862.0,517.0,831.0,1605.0,91.0,209.0,303.0,911.0,803.0,592.0,0.04772117962466482,1932.0,23801.0,744031633.0,0.006774361646690874,31260.519852107056,1,1,1,1
