ze2020,libze2020,reg,year,is_structural_anomaly,anomaly_reason,bpe_evolution_commune_type_presence_total,side_stocks_et_total,side_stocks_ul_total,flores_et_total,side_creations_et_total,filosofi_s_hh_tax_weighted_proxy,filosofi_s_dir_tax_di_weighted_proxy,population_total,active_lr_total,employed_lr_total,unemployed_lr_total,unemployment_rate_est,jobs_lt_total,jobs_lt_per_1000_pop,side_stocks_et_per_1000_pop,bpe_facilities_total,bpe_facilities_per_1000_pop,flores_presential_unit_loc_total,flores_productive_unit_loc_total,observed_feature_count,has_any_feature_value,is_source_year_row,is_training_eligible_panel_v0
2717,Sens,27,2023,0,,,7893.0,7110.0,,1492,,,,,,,,,,69.120429,4264.0,37.340619,,,6,1,1,1
2717,Sens,27,2024,0,,1660,,,,,,,,,,,,,,,4330.0,37.918593,2197.0,1049.0,5,1,1,1
2718,Vesoul,27,2019,0,,2613,7260.0,6453.0,3983.0,1000,,,,,,,,,,,,,,,5,1,1,1
2718,Vesoul,27,2020,0,,,7439.0,6652.0,4016.0,1148,59.299537,-13.060013,,,,,,,,,,,,,6,1,1,1
2718,Vesoul,27,2021,0,,,7808.0,7021.0,4052.0,1173,43.489928,-13.469405,126216.0,55841.808724,49508.905984,6332.902741,0.113408,46809.531386,370.868443,61.862204,4615.0,36.564302,,,16,1,1,1
2718,Vesoul,27,2022,0,,,,,,1302,,,126165.0,55591.88706,49646.88256,5945.0045,0.10694,47131.48271,373.570188,,,,,,8,1,1,1
2718,Vesoul,27,2023,0,,,8281.0,7477.0,,1367,,,,,,,,,,65.63627,5279.0,41.842032,,,6,1,1,1
2718,Vesoul,27,2024,0,,2740,,,,,,,,,,,,,,,5388.0,42.70598,2824.0,1324.0,5,1,1,1
2801,Argentan,28,2019,0,,624,2352.0,2054.0,1411.0,312,,,,,,,,,,,,,,,5,1,1,1
2801,Argentan,28,2020,0,,,2414.0,2104.0,1409.0,343,57.004424,-12.163657,,,,,,,,,,,,,6,1,1,1
2801,Argentan,28,2021,0,,,2579.0,2285.0,1455.0,415,41.604915,-12.586119,41453.0,17491.051722,15522.023839,1969.027883,0.112573,14765.719756,356.203888,62.215039,1278.0,30.830097,,,16,1,1,1
2801,Argentan,28,2022,0,,,,,,384,,,41551.0,17412.15955,15514.63566,1897.52389,0.108977,14906.83510000001,358.75996,,,,,,8,1,1,1
2801,Argentan,28,2023,0,,,2636.0,2349.0,,403,,,,,,,,,,63.44011,1466.0,35.281943,,,6,1,1,1
2801,Argentan,28,2024,0,,668,,,,,,,,,,,,,,,1486.0,35.763279,893.0,581.0,5,1,1,1
2802,Avranches,28,2019,0,,1454,5692.0,4988.0,3296.0,756,,,,,,,,,,,,,,,5,1,1,1
2802,Avranches,28,2020,0,,,5894.0,5185.0,3248.0,815,59.339671,-12.877964,,,,,,,,,,,,,6,1,1,1
2802,Avranches,28,2021,0,,,6290.0,5535.0,3334.0,845,43.598619,-13.144101,89253.0,38798.957051,35551.251102,3247.705948,0.083706,37268.583017,417.561124,70.473822,3139.0,35.169686,,,16,1,1,1
2802,Avranches,28,2022,0,,,,,,857,,,89226.0,38406.14709,35367.52104,3038.62605,0.079118,37324.41925999999,418.313264,,,,,,8,1,1,1
2802,Avranches,28,2023,0,,,6506.0,5754.0,,877,,,,,,,,,,72.915966,3490.0,39.11416,,,6,1,1,1
2802,Avranches,28,2024,0,,1492,,,,,,,,,,,,,,,3535.0,39.618497,2145.0,1374.0,5,1,1,1
2803,Bernay,28,2019,0,,1123,4339.0,3898.0,2287.0,598,,,,,,,,,,,,,,,5,1,1,1
2803,Bernay,28,2020,0,,,4481.0,4003.0,2279.0,639,59.117219,-13.353427,,,,,,,,,,,,,6,1,1,1
2803,Bernay,28,2021,0,,,4788.0,4286.0,2344.0,742,46.14634,-13.867967,69795.0,30897.670225,27079.018386,3818.651839,0.12359,23611.788057,338.302,68.600903,2364.0,33.870621,,,16,1,1,1
2803,Bernay,28,2022,0,,,,,,751,,,69837.0,31040.80401,27368.77481,3672.0292,0.118297,23965.768509999994,343.167211,,,,,,8,1,1,1
2803,Bernay,28,2023,0,,,4950.0,4511.0,,766,,,,,,,,,,70.879333,2763.0,39.563555,,,6,1,1,1
2803,Bernay,28,2024,0,,1171,,,,,,,,,,,,,,,2765.0,39.592193,1542.0,827.0,5,1,1,1
2804,Caen,28,2019,0,,5595,37845.0,32960.0,17394.0,6513,,,,,,,,,,,,,,,5,1,1,1
2804,Caen,28,2020,0,,,39491.0,34595.0,17383.0,6861,66.723967,-15.057452,,,,,,,,,,,,,6,1,1,1
2804,Caen,28,2021,0,,,42806.0,37560.0,17898.0,7919,52.072647,-15.603135,533664.0,243565.426529,216780.670326,26784.756203,0.109969,216405.963533,405.509766,80.211519,17478.0,32.750944,,,16,1,1,1
2804,Caen,28,2022,0,,,,,,7436,,,542066.0,249450.50046,223428.01874,26022.48172,0.104319,221437.0911099999,408.505774,,,,,,8,1,1,1
2804,Caen,28,2023,0,,,46065.0,40796.0,,7513,,,,,,,,,,84.980427,20178.0,37.224249,,,6,1,1,1
2804,Caen,28,2024,0,,6087,,,,,,,,,,,,,,,20944.0,38.637362,12923.0,5767.0,5,1,1,1
2805,Cherbourg-en-Cotentin,28,2019,0,,1669,9344.0,8100.0,5191.0,1234,,,,,,,,,,,,,,,5,1,1,1
2805,Cherbourg-en-Cotentin,28,2020,0,,,9501.0,8305.0,5143.0,1350,68.729306,-14.529841,,,,,,,,,,,,,6,1,1,1
2805,Cherbourg-en-Cotentin,28,2021,0,,,10244.0,8949.0,5191.0,1536,52.198041,-14.831857,184872.0,85464.409263,77596.890273,7867.518991,0.092056,78571.382908,425.004235,55.411312,5112.0,27.651564,,,16,1,1,1
2805,Cherbourg-en-Cotentin,28,2022,0,,,,,,1648,,,185457.0,85530.85388,78297.29694,7233.55694,0.084572,79474.81885000003,428.535018,,,,,,8,1,1,1
2805,Cherbourg-en-Cotentin,28,2023,0,,,10931.0,9621.0,,1617,,,,,,,,,,58.940887,5808.0,31.317233,,,6,1,1,1
2805,Cherbourg-en-Cotentin,28,2024,0,,1726,,,,,,,,,,,,,,,5847.0,31.527524,3547.0,1712.0,5,1,1,1
2806,Coutances,28,2019,0,,1069,3995.0,3575.0,2283.0,492,,,,,,,,,,,,,,,5,1,1,1
2806,Coutances,28,2020,0,,,4035.0,3622.0,2280.0,505,57.838917,-13.386152,,,,,,,,,,,,,6,1,1,1
2806,Coutances,28,2021,0,,,4402.0,4000.0,2389.0,677,44.198822,-13.915845,64128.0,27224.927085,24730.968432,2493.958653,0.091606,23042.418819,359.319156,68.643962,2234.0,34.836577,,,16,1,1,1
2806,Coutances,28,2022,0,,,,,,666,,,64192.0,26938.13554,24597.43749,2340.69805,0.086892,23174.21899,361.014129,,,,,,8,1,1,1
2806,Coutances,28,2023,0,,,4684.0,4283.0,,649,,,,,,,,,,72.968594,2495.0,38.867772,,,6,1,1,1
2806,Coutances,28,2024,0,,1080,,,,,,,,,,,,,,,2554.0,39.786889,1492.0,955.0,5,1,1,1
2807,Dieppe-Caux maritime,28,2019,0,,2184,8037.0,7016.0,4634.0,1087,,,,,,,,,,,,,,,5,1,1,1
2807,Dieppe-Caux maritime,28,2020,0,,,8323.0,7270.0,4635.0,1204,58.234485,-13.075523,,,,,,,,,,,,,6,1,1,1
2807,Dieppe-Caux maritime,28,2021,0,,,8841.0,7768.0,4779.0,1406,44.170534,-13.345066,145183.0,63743.455479,55922.557396,7820.898083,0.122693,53434.476055,368.049125,60.895559,4914.0,33.846938,,,16,1,1,1
2807,Dieppe-Caux maritime,28,2022,0,,,,,,1382,,,145057.0,64054.44757,56708.99792,7345.44965,0.114675,53882.51121000005,371.457504,,,,,,8,1,1,1
2807,Dieppe-Caux maritime,28,2023,0,,,9206.0,8192.0,,1396,,,,,,,,,,63.464707,5549.0,38.253928,,,6,1,1,1
2807,Dieppe-Caux maritime,28,2024,0,,2295,,,,,,,,,,,,,,,5594.0,38.564151,3249.0,1607.0,5,1,1,1
2808,Évreux,28,2019,0,,2217,10989.0,9712.0,5298.0,1859,,,,,,,,,,,,,,,5,1,1,1
2808,Évreux,28,2020,0,,,11388.0,10064.0,5307.0,1954,66.056609,-13.737896,,,,,,,,,,,,,6,1,1,1
2808,Évreux,28,2021,0,,,12139.0,10790.0,5395.0,2221,47.722666,-14.201748,183518.0,85446.703245,74862.531255,10584.17199,0.123869,67948.888268,370.25735,66.1461,5763.0,31.402914,,,16,1,1,1
2808,Évreux,28,2022,0,,,,,,2291,,,184524.0,86015.30541,75870.28001,10145.0254,0.117944,68663.40706999994,372.110983,,,,,,8,1,1,1
2808,Évreux,28,2023,0,,,12777.0,11426.0,,2372,,,,,,,,,,69.243025,6718.0,36.407188,,,6,1,1,1
2808,Évreux,28,2024,0,,2305,,,,,,,,,,,,,,,6750.0,36.580607,3640.0,1735.0,5,1,1,1
2809,Flers,28,2019,0,,1315,4843.0,4248.0,2892.0,626,,,,,,,,,,,,,,,5,1,1,1
2809,Flers,28,2020,0,,,4916.0,4308.0,2889.0,678,57.536352,-12.47332,,,,,,,,,,,,,6,1,1,1
2809,Flers,28,2021,0,,,5163.0,4572.0,2956.0,795,40.856577,-12.818884,93946.0,39399.557487,35137.562608,4261.994879,0.108174,35769.741092,380.747888,54.957103,2987.0,31.794861,,,16,1,1,1
2809,Flers,28,2022,0,,,,,,785,,,93218.0,38919.5793,34926.34652,3993.23278,0.102602,35970.41160999999,385.874097,,,,,,8,1,1,1
2809,Flers,28,2023,0,,,5287.0,4713.0,,761,,,,,,,,,,56.716514,3253.0,34.896694,,,6,1,1,1
2809,Flers,28,2024,0,,1363,,,,,,,,,,,,,,,3262.0,34.993242,1886.0,1099.0,5,1,1,1
2810,Granville,28,2019,0,,793,4171.0,3703.0,1968.0,537,,,,,,,,,,,,,,,5,1,1,1
2810,Granville,28,2020,0,,,4387.0,3862.0,1962.0,534,50.6698,-15.62091,,,,,,,,,,,,,6,1,1,1
2810,Granville,28,2021,0,,,4670.0,4132.0,2012.0,662,53.503238,-16.096462,53646.0,21192.887884,19112.609534,2080.27835,0.098159,18000.016564,335.533247,87.052157,1995.0,37.188234,,,16,1,1,1
2810,Granville,28,2022,0,,,,,,611,,,54355.0,21481.10642,19524.28973,1956.81669,0.091095,18441.12321000001,339.271883,,,,,,8,1,1,1
2810,Granville,28,2023,0,,,4943.0,4462.0,,607,,,,,,,,,,90.939196,2300.0,42.314414,,,6,1,1,1
2810,Granville,28,2024,0,,833,,,,,,,,,,,,,,,2340.0,43.050317,1489.0,660.0,5,1,1,1
2811,Honfleur Pont-Audemer,28,2019,0,,1756,8640.0,7551.0,4205.0,1294,,,,,,,,,,,,,,,5,1,1,1
2811,Honfleur Pont-Audemer,28,2020,0,,,9020.0,7884.0,4229.0,1329,60.006083,-15.646183,,,,,,,,,,,,,6,1,1,1
2811,Honfleur Pont-Audemer,28,2021,0,,,9757.0,8550.0,4386.0,1615,46.93321,-15.548228,104418.0,47101.635437,41953.096939,5148.538497,0.109307,37621.223898,360.294431,93.441744,4476.0,42.866172,,,16,1,1,1
2811,Honfleur Pont-Audemer,28,2022,0,,,,,,1577,,,104504.0,47178.65049,42181.08413,4997.56636,0.105929,38248.57454999998,366.001058,,,,,,8,1,1,1
2811,Honfleur Pont-Audemer,28,2023,0,,,10411.0,9197.0,,1562,,,,,,,,,,99.622981,5310.0,50.811452,,,6,1,1,1
2811,Honfleur Pont-Audemer,28,2024,0,,1912,,,,,,,,,,,,,,,5426.0,51.921458,3277.0,1287.0,5,1,1,1
2812,L'Aigle,28,2019,0,,848,2697.0,2453.0,1494.0,381,,,,,,,,,,,,,,,5,1,1,1
2812,L'Aigle,28,2020,0,,,2751.0,2501.0,1497.0,402,56.454639,-12.564087,,,,,,,,,,,,,6,1,1,1
2812,L'Aigle,28,2021,0,,,2922.0,2660.0,1555.0,439,41.115208,-13.025994,43964.0,18543.297542,16148.765139,2394.532403,0.129132,14993.446641,341.039183,66.46347,1554.0,35.347102,,,16,1,1,1
2812,L'Aigle,28,2022,0,,,,,,609,,,44422.0,18774.84017,16325.96726,2448.87291,0.130434,15191.98405000001,341.992347,,,,,,8,1,1,1
2812,L'Aigle,28,2023,0,,,3002.0,2741.0,,463,,,,,,,,,,67.579127,1760.0,39.620008,,,6,1,1,1
2812,L'Aigle,28,2024,0,,877,,,,,,,,,,,,,,,1803.0,40.587997,979.0,622.0,5,1,1,1
2813,Le Havre,28,2019,0,,2002,16862.0,14202.0,8699.0,2956,,,,,,,,,,,,,,,5,1,1,1
2813,Le Havre,28,2020,0,,,17517.0,14857.0,8753.0,3264,66.781693,-14.285447,,,,,,,,,,,,,6,1,1,1
2813,Le Havre,28,2021,0,,,19009.0,16237.0,8977.0,3767,48.55166,-14.598194,320973.0,141640.63078,120368.898761,21271.732019,0.150181,129626.166435,403.853802,59.22305,8795.0,27.401059,,,16,1,1,1
2813,Le Havre,28,2022,0,,,,,,3750,,,321805.0,142022.58105,121891.53815,20131.0429,0.141745,131372.09746000002,408.235103,,,,,,8,1,1,1
2813,Le Havre,28,2023,0,,,20137.0,17451.0,,3677,,,,,,,,,,62.575162,9949.0,30.916238,,,6,1,1,1
2813,Le Havre,28,2024,0,,2100,,,,,,,,,,,,,,,10325.0,32.084648,6164.0,2943.0,5,1,1,1
2814,Lisieux,28,2019,0,,1036,5387.0,4706.0,2748.0,788,,,,,,,,,,,,,,,5,1,1,1
2814,Lisieux,28,2020,0,,,5482.0,4814.0,2744.0,851,59.607272,-12.210422,,,,,,,,,,,,,6,1,1,1
2814,Lisieux,28,2021,0,,,5842.0,5143.0,2811.0,981,41.087908,-12.98326,74033.0,32778.319497,28946.147475,3832.172022,0.116912,29878.767469,403.58715,78.910756,2730.0,36.875447,,,16,1,1,1
2814,Lisieux,28,2022,0,,,,,,916,,,74037.0,33312.28786,29749.55158,3562.73628,0.10695,30379.73675,410.331817,,,,,,8,1,1,1
2814,Lisieux,28,2023,0,,,6195.0,5534.0,,946,,,,,,,,,,83.674379,3071.0,41.47926,,,6,1,1,1
2814,Lisieux,28,2024,0,,1110,,,,,,,,,,,,,,,3136.0,42.3572,1829.0,1018.0,5,1,1,1
2815,Rouen,28,2019,0,,5918,42248.0,35964.0,20089.0,7626,,,,,,,,,,,,,,,5,1,1,1
2815,Rouen,28,2020,0,,,44146.0,37784.0,20222.0,8542,70.455699,-14.758583,,,,,,,,,,,,,6,1,1,1
2815,Rouen,28,2021,0,,,47761.0,41192.0,20708.0,9870,50.376746,-15.137899,733552.0,336745.550148,292405.91747,44339.632678,0.131671,300829.205438,410.09936,65.109222,20830.0,28.396078,,,16,1,1,1
2815,Rouen,28,2022,0,,,,,,9668,,,737878.0,338491.1977,295801.88222,42689.31548,0.126116,304572.55669999984,412.768177,,,,,,8,1,1,1
2815,Rouen,28,2023,0,,,50812.0,44341.0,,9642,,,,,,,,,,68.862332,24115.0,32.681554,,,6,1,1,1
2815,Rouen,28,2024,0,,6254,,,,,,,,,,,,,,,24596.0,33.333424,14862.0,6465.0,5,1,1,1
2816,Saint-Lô,28,2019,0,,1400,6286.0,5540.0,3568.0,817,,,,,,,,,,,,,,,5,1,1,1
2816,Saint-Lô,28,2020,0,,,6501.0,5681.0,3608.0,861,64.272742,-13.140572,,,,,,,,,,,,,6,1,1,1
2816,Saint-Lô,28,2021,0,,,6897.0,6091.0,3721.0,1053,46.05292,-13.524455,107411.0,48101.278704,43904.278356,4197.000348,0.087253,45591.090397,424.454575,64.211301,3246.0,30.220368,,,16,1,1,1
2816,Saint-Lô,28,2022,0,,,,,,1015,,,107393.0,48426.60699,44533.75263,3892.85436,0.080387,45936.08246000002,427.738144,,,,,,8,1,1,1
2816,Saint-Lô,28,2023,0,,,7110.0,6302.0,,957,,,,,,,,,,66.205432,3683.0,34.2946,,,6,1,1,1
2816,Saint-Lô,28,2024,0,,1472,,,,,,,,,,,,,,,3788.0,35.272318,2427.0,1452.0,5,1,1,1
2817,Vernon-Gisors,28,2019,0,,1555,7830.0,6941.0,3573.0,1356,,,,,,,,,,,,,,,5,1,1,1
2817,Vernon-Gisors,28,2020,0,,,7998.0,7158.0,3603.0,1406,69.290361,-14.17356,,,,,,,,,,,,,6,1,1,1
2817,Vernon-Gisors,28,2021,0,,,8585.0,7710.0,3722.0,1589,51.555033,-14.658579,131343.0,60986.165238,53512.041099,7474.124139,0.122554,41639.560906,317.02916,65.363209,4086.0,31.109385,,,16,1,1,1
2817,Vernon-Gisors,28,2022,0,,,,,,1757,,,132054.0,61474.55067,53982.8509,7491.69977,0.121867,42261.05673,320.0286,,,,,,8,1,1,1
2817,Vernon-Gisors,28,2023,0,,,9244.0,8290.0,,1764,,,,,,,,,,70.001666,4724.0,35.773244,,,6,1,1,1
2817,Vernon-Gisors,28,2024,0,,1665,,,,,,,,,,,,,,,4799.0,36.341194,2648.0,1251.0,5,1,1,1
2818,Vire Normandie,28,2019,0,,374,2362.0,2087.0,1292.0,330,,,,,,,,,,,,,,,5,1,1,1
2818,Vire Normandie,28,2020,0,,,2440.0,2144.0,1278.0,339,63.990466,-12.283194,,,,,,,,,,,,,6,1,1,1
2818,Vire Normandie,28,2021,0,,,2578.0,2281.0,1300.0,417,43.867921,-12.747519,43686.0,18840.804073,17057.817362,1782.986711,0.094634,16886.651067,386.546057,59.01204,1234.0,28.247036,,,16,1,1,1
2818,Vire Normandie,28,2022,0,,,,,,397,,,43756.0,18768.14029,17082.43765,1685.70264,0.089817,17130.005439999994,391.489292,,,,,,8,1,1,1
2818,Vire Normandie,28,2023,0,,,2642.0,2344.0,,372,,,,,,,,,,60.380291,1385.0,31.652802,,,6,1,1,1
2818,Vire Normandie,28,2024,0,,377,,,,,,,,,,,,,,,1454.0,33.229728,787.0,545.0,5,1,1,1
2819,Yvetot-Vallée du Commerce,28,2019,0,,1450,5550.0,4810.0,3032.0,826,,,,,,,,,,,,,,,5,1,1,1
2819,Yvetot-Vallée du Commerce,28,2020,0,,,5733.0,4965.0,3010.0,896,66.632852,-12.883521,,,,,,,,,,,,,6,1,1,1
2819,Yvetot-Vallée du Commerce,28,2021,0,,,6170.0,5400.0,3093.0,1084,45.607653,-13.507826,117612.0,54419.818236,48247.247579,6172.570657,0.113425,39118.992198,332.610552,52.460633,3181.0,27.04656,,,16,1,1,1
2819,Yvetot-Vallée du Commerce,28,2022,0,,,,,,977,,,117688.0,54667.2992,48773.17345,5894.12575,0.107818,39964.95355999998,339.58393,,,,,,8,1,1,1
2819,Yvetot-Vallée du Commerce,28,2023,0,,,6515.0,5748.0,,1090,,,,,,,,,,55.358235,3614.0,30.708314,,,6,1,1,1
2819,Yvetot-Vallée du Commerce,28,2024,0,,1543,,,,,,,,,,,,,,,3706.0,31.490041,2123.0,1054.0,5,1,1,1
3201,Abbeville,32,2019,0,,1540,5832.0,5184.0,3057.0,823,,,,,,,,,,,,,,,5,1,1,1
3201,Abbeville,32,2020,0,,,5981.0,5367.0,3002.0,771,56.493794,-13.256114,,,,,,,,,,,,,6,1,1,1
3201,Abbeville,32,2021,0,,,6366.0,5724.0,3081.0,887,40.754579,-13.384863,92623.0,39845.613942,34354.056059,5491.557884,0.137821,30803.311376,332.566548,68.730229,3316.0,35.801043,,,16,1,1,1
3201,Abbeville,32,2022,0,,,,,,887,,,92321.0,40030.92552,34819.53779,5211.38773,0.130184,31168.607209999987,337.611239,,,,,,8,1,1,1
3201,Abbeville,32,2023,0,,,6450.0,5385.0,,906,,,,,,,,,,69.864928,3847.0,41.669826,,,6,1,1,1
3201,Abbeville,32,2024,0,,1645,,,,,,,,,,,,,,,3915.0,42.406386,2146.0,1062.0,5,1,1,1
3202,Amiens,32,2019,0,,4347,20384.0,17502.0,10583.0,3767,,,,,,,,,,,,,,,5,1,1,1
3202,Amiens,32,2020,0,,,21195.0,18343.0,10616.0,3964,69.272368,-15.060559,,,,,,,,,,,,,6,1,1,1
3202,Amiens,32,2021,0,,,22774.0,19839.0,10854.0,4594,46.204233,-15.573301,384189.0,175699.593759,150961.357717,24738.236042,0.140798,150956.641019,392.922861,59.278116,11742.0,30.563082,,,16,1,1,1
3202,Amiens,32,2022,0,,,,,,4716,,,384611.0,177323.00684,153616.66555,23706.34129,0.13369,152070.95980000007,395.389003,,,,,,8,1,1,1
3202,Amiens,32,2023,0,,,24471.0,21362.0,,4622,,,,,,,,,,63.625325,13434.0,34.928798,,,6,1,1,1
3202,Amiens,32,2024,0,,4717,,,,,,,,,,,,,,,13679.0,35.565805,7655.0,3585.0,5,1,1,1
3203,Arras,32,2019,0,,2225,10269.0,8872.0,5691.0,1669,,,,,,,,,,,,,,,5,1,1,1
3203,Arras,32,2020,0,,,10687.0,9289.0,5695.0,1757,70.549715,-15.324781,,,,,,,,,,,,,6,1,1,1
3203,Arras,32,2021,0,,,11480.0,9982.0,5899.0,2063,49.607585,-15.501835,181722.0,84007.63344,74619.361244,9388.272196,0.111755,77488.366547,426.411588,63.173419,5568.0,30.640209,,,16,1,1,1
3203,Arras,32,2022,0,,,,,,2112,,,181801.0,84033.42917,75451.9013,8581.52787,0.10212,79176.59570000005,435.512432,,,,,,8,1,1,1
3203,Arras,32,2023,0,,,12179.0,10701.0,,1909,,,,,,,,,,66.990831,6275.0,34.515762,,,6,1,1,1
3203,Arras,32,2024,0,,2372,,,,,,,,,,,,,,,6386.0,35.126319,3867.0,2159.0,5,1,1,1
3204,Berck,32,2019,0,,1982,8268.0,7270.0,4572.0,1113,,,,,,,,,,,,,,,5,1,1,1
3204,Berck,32,2020,0,,,8409.0,7446.0,4548.0,1150,55.853926,-14.626714,,,,,,,,,,,,,6,1,1,1
3204,Berck,32,2021,0,,,9027.0,7987.0,4681.0,1456,45.291384,-14.483481,125596.0,53067.775068,46059.568502,7008.206567,0.132061,45767.369638,364.401491,71.873308,4753.0,37.843562,,,16,1,1,1
3204,Berck,32,2022,0,,,,,,1441,,,126986.0,53325.75873,46710.49022,6615.26851,0.124054,47163.85468999997,371.409877,,,,,,8,1,1,1
3204,Berck,32,2023,0,,,9610.0,8543.0,,1275,,,,,,,,,,75.677634,5297.0,41.71326,,,6,1,1,1
3204,Berck,32,2024,0,,2111,,,,,,,,,,,,,,,5580.0,43.941852,3454.0,1432.0,5,1,1,1
3205,Béthune,32,2019,0,,2404,12017.0,10552.0,5729.0,1858,,,,,,,,,,,,,,,5,1,1,1
3205,Béthune,32,2020,0,,,12460.0,10987.0,5748.0,2044,66.624776,-12.146656,,,,,,,,,,,,,6,1,1,1
3205,Béthune,32,2021,0,,,13366.0,11897.0,5920.0,2438,40.470153,-12.660204,274725.0,120960.226555,103078.294347,17881.932209,0.147833,79664.206333,289.978001,48.652289,7118.0,25.909546,,,16,1,1,1
3205,Béthune,32,2022,0,,,,,,2461,,,275053.0,122645.52874,105594.5588,17050.96994,0.139026,80513.42936000005,292.719692,,,,,,8,1,1,1
3205,Béthune,32,2023,0,,,14302.0,12865.0,,2512,,,,,,,,,,51.997251,8317.0,30.237809,,,6,1,1,1
3205,Béthune,32,2024,0,,2554,,,,,,,,,,,,,,,8387.0,30.492305,4418.0,1650.0,5,1,1,1
3206,Boulogne-sur-Mer,32,2019,0,,1647,9013.0,7810.0,4809.0,1338,,,,,,,,,,,,,,,5,1,1,1
3206,Boulogne-sur-Mer,32,2020,0,,,9337.0,8162.0,4821.0,1492,64.26792,-13.171136,,,,,,,,,,,,,6,1,1,1
3206,Boulogne-sur-Mer,32,2021,0,,,10045.0,8807.0,4957.0,1662,41.417807,-13.496889,165154.0,73167.733252,62310.772768,10856.960484,0.148385,59255.083861,358.786853,60.822021,4952.0,29.984136,,,16,1,1,1
3206,Boulogne-sur-Mer,32,2022,0,,,,,,1682,,,165320.0,72988.2424,63094.79937,9893.44303,0.135548,60110.832750000016,363.602908,,,,,,8,1,1,1
3206,Boulogne-sur-Mer,32,2023,0,,,10628.0,9411.0,,1648,,,,,,,,,,64.287443,5582.0,33.76482,,,6,1,1,1
3206,Boulogne-sur-Mer,32,2024,0,,1724,,,,,,,,,,,,,,,5674.0,34.321316,3530.0,1572.0,5,1,1,1
3207,Calais,32,2019,0,,1044,6882.0,5863.0,3445.0,1206,,,,,,,,,,,,,,,5,1,1,1
3207,Calais,32,2020,0,,,7082.0,6093.0,3466.0,1248,65.334399,-12.519909,,,,,,,,,,,,,6,1,1,1
3207,Calais,32,2021,0,,,7661.0,6629.0,3536.0,1536,42.056828,-12.945755,143461.0,63585.805482,52587.045537,10998.759945,0.172975,50293.948008,350.575752,53.401273,3904.0,27.212971,,,16,1,1,1
3207,Calais,32,2022,0,,,,,,1405,,,143503.0,64027.38754,53963.80015,10063.58739,0.157176,50702.83156,353.32245,,,,,,8,1,1,1
3207,Calais,32,2023,0,,,8035.0,7036.0,,1354,,,,,,,,,,55.991861,4404.0,30.689254,,,6,1,1,1
3207,Calais,32,2024,0,,1082,,,,,,,,,,,,,,,4472.0,31.163112,2618.0,1035.0,5,1,1,1
3208,Cambrai,32,2019,0,,1755,7892.0,6895.0,4206.0,1196,,,,,,,,,,,,,,,5,1,1,1
3208,Cambrai,32,2020,0,,,8116.0,7144.0,4219.0,1335,62.66564,-12.65003,,,,,,,,,,,,,6,1,1,1
3208,Cambrai,32,2021,0,,,8677.0,7649.0,4313.0,1476,39.218188,-13.003938,154286.0,68884.782667,56627.41422,12257.368446,0.17794,50672.774181,328.434039,56.239711,4607.0,29.86013,,,16,1,1,1
3208,Cambrai,32,2022,0,,,,,,1507,,,153787.0,69261.27932,57757.09194,11504.18738,0.166098,51526.011960000025,335.047904,,,,,,8,1,1,1
3208,Cambrai,32,2023,0,,,9086.0,8079.0,,1520,,,,,,,,,,59.081717,5408.0,35.165521,,,6,1,1,1
3208,Cambrai,32,2024,0,,1864,,,,,,,,,,,,,,,5330.0,34.658326,2906.0,1395.0,5,1,1,1
3209,Château-Thierry,32,2019,0,,1169,3777.0,3391.0,2173.0,666,,,,,,,,,,,,,,,5,1,1,1
3209,Château-Thierry,32,2020,0,,,3913.0,3499.0,2117.0,671,66.476709,-14.113467,,,,,,,,,,,,,6,1,1,1
3209,Château-Thierry,32,2021,0,,,4204.0,3786.0,2156.0,832,45.28282,-14.134344,72302.0,33280.961342,28696.140251,4584.821092,0.137761,21630.725469,299.171883,58.145003,2246.0,31.064148,,,16,1,1,1
3209,Château-Thierry,32,2022,0,,,,,,755,,,71928.0,33477.8246,29120.13087,4357.69373,0.130167,21673.649219999992,301.32423,,,,,,8,1,1,1
3209,Château-Thierry,32,2023,0,,,4346.0,3957.0,,815,,,,,,,,,,60.421533,2546.0,35.396508,,,6,1,1,1
3209,Château-Thierry,32,2024,0,,1224,,,,,,,,,,,,,,,2640.0,36.70337,1235.0,896.0,5,1,1,1
3210,Compiègne,32,2019,0,,2421,11431.0,10006.0,5640.0,1859,,,,,,,,,,,,,,,5,1,1,1
3210,Compiègne,32,2020,0,,,11771.0,10328.0,5694.0,1870,72.307297,-16.022571,,,,,,,,,,,,,6,1,1,1
3210,Compiègne,32,2021,0,,,12719.0,11180.0,5866.0,2290,52.216312,-16.389288,200121.0,93360.725674,81757.858652,11602.867023,0.12428,73709.015365,368.322242,63.556548,6007.0,30.01684,,,16,1,1,1
3210,Compiègne,32,2022,0,,,,,,2235,,,200394.0,93740.01646,82410.766,11329.25046,0.120858,74221.94217000007,370.380062,,,,,,8,1,1,1
3210,Compiègne,32,2023,0,,,13504.0,11997.0,,2393,,,,,,,,,,67.387247,6782.0,33.843329,,,6,1,1,1
3210,Compiègne,32,2024,0,,2615,,,,,,,,,,,,,,,7021.0,35.035979,3947.0,1967.0,5,1,1,1
3211,Creil,32,2019,0,,2870,16589.0,14740.0,7289.0,3206,,,,,,,,,,,,,,,5,1,1,1
