ze2020,libze2020,reg,PMUN2023,PMUN2022,PMUN2021,PMUN2020,PMUN2019,PMUN2018,PMUN2017,PMUN2016,PMUN2015,PMUN2014,PMUN2013,PMUN2012,PMUN2011,PMUN2010,PMUN2009,PMUN2008,PMUN2007,PMUN2006,PSDC1999,PSDC1990,PSDC1982,PSDC1975,PSDC1968,PSDC1962,PTOT1954,PTOT1936,PTOT1931,PTOT1926,PTOT1921,PTOT1911,PTOT1906,PTOT1901,PTOT1896,PTOT1891,PTOT1886,PTOT1881,PTOT1876
2712,Dole,27,82959.0,82972.0,83022.0,82946.0,83084.0,83137.0,83051.0,82861.0,82529.0,82359.0,82136.0,82239.0,82207.0,82416.0,82091.0,81832.0,80862.0,79917.0,77495.0,77656.0,76175.0,76076.0,74997.0,71689.0,66833.0,63611.0,65967.0,63866.0,62323.0,68272.0,67829.0,68951.0,69914.0,71263.0,72022.0,73410.0,74683.0
2713,Lons-le-Saunier,27,157914.0,158299.0,158248.0,158466.0,158599.0,158876.0,159055.0,159313.0,159601.0,159544.0,159343.0,159436.0,159637.0,159290.0,158638.0,157708.0,156554.0,155455.0,150442.0,151087.0,152571.0,151262.0,150864.0,150873.0,152610.0,160492.0,163355.0,166643.0,167613.0,186654.0,191432.0,194340.0,198074.0,202924.0,209034.0,213594.0,215550.0
2714,Montbéliard,27,165121.0,166376.0,166832.0,166971.0,167408.0,167637.0,167576.0,167941.0,168446.0,168404.0,169267.0,170155.0,170671.0,170473.0,170541.0,170151.0,169879.0,169876.0,171584.0,175946.0,185368.0,186409.0,164949.0,147607.0,114037.0,102443.0,105741.0,99597.0,93213.0,93670.0,91834.0,91362.0,88664.0,87899.0,88360.0,86972.0,86322.0
2715,Pontarlier,27,127916.0,127034.0,126062.0,125317.0,124203.0,123053.0,121845.0,121045.0,119631.0,118391.0,116934.0,115745.0,114701.0,113648.0,111670.0,110465.0,109138.0,107605.0,100284.0,95993.0,90962.0,89792.0,86519.0,85334.0,84083.0,81122.0,81309.0,82175.0,80304.0,86176.0,86915.0,87545.0,88539.0,89235.0,92550.0,91227.0,90124.0
2716,Saint-Claude,27,51795.0,51794.0,51897.0,52091.0,52361.0,52649.0,53094.0,53474.0,53703.0,54013.0,54258.0,54415.0,54578.0,54824.0,55132.0,55370.0,55185.0,55358.0,54152.0,52761.0,48937.0,47795.0,46132.0,44335.0,43568.0,44940.0,49044.0,51230.0,50154.0,54725.0,54905.0,54015.0,54507.0,55199.0,56829.0,55690.0,55167.0
2717,Sens,27,113741.0,114192.0,113420.0,113394.0,113334.0,113462.0,113070.0,113286.0,113025.0,112390.0,111153.0,110651.0,110056.0,109181.0,109346.0,108593.0,107684.0,106978.0,102018.0,95559.0,86494.0,80332.0,74328.0,70403.0,69169.0,69855.0,69720.0,68381.0,66381.0,72470.0,74930.0,77113.0,79690.0,81835.0,83881.0,84102.0,85331.0
2718,Vesoul,27,125675.0,126165.0,126376.0,126536.0,127116.0,127795.0,128365.0,128985.0,129445.0,130170.0,130799.0,131231.0,131178.0,131274.0,131309.0,131292.0,130780.0,130145.0,129692.0,131460.0,133529.0,128460.0,125094.0,121862.0,122632.0,125367.0,128760.0,131351.0,133510.0,150142.0,153476.0,155497.0,160080.0,165707.0,173090.0,175417.0,179787.0
2801,Argentan,28,41510.0,41551.0,41453.0,41659.0,41705.0,42123.0,42346.0,42541.0,42598.0,42843.0,42854.0,43143.0,43176.0,43162.0,43091.0,42904.0,42974.0,43064.0,43737.0,43537.0,43838.0,43601.0,43305.0,42753.0,39722.0,37199.0,37958.0,38478.0,37681.0,41389.0,42449.0,43500.0,45085.0,46828.0,48912.0,50316.0,52121.0
2802,Avranches,28,89187.0,89226.0,89253.0,89377.0,89407.0,89606.0,89842.0,89867.0,89941.0,90117.0,90404.0,90452.0,90553.0,90322.0,90183.0,89893.0,89629.0,89108.0,87292.0,89221.0,92784.0,93665.0,95947.0,97669.0,101159.0,101688.0,100834.0,99483.0,97700.0,109841.0,112788.0,114445.0,117468.0,121963.0,125065.0,127564.0,130146.0
2803,Bernay,28,69467.0,69837.0,69795.0,70036.0,70496.0,70738.0,71150.0,71507.0,71466.0,71262.0,70955.0,70878.0,70566.0,70337.0,69595.0,68885.0,67855.0,67322.0,64939.0,63324.0,62684.0,60589.0,58878.0,58299.0,55856.0,51655.0,51843.0,52434.0,51992.0,56874.0,58518.0,60307.0,61779.0,64103.0,66624.0,69087.0,72216.0
2804,Caen,28,546933.0,542066.0,538133.0,535022.0,532194.0,530310.0,528935.0,527447.0,525775.0,522927.0,520203.0,517813.0,514801.0,512349.0,510262.0,508091.0,503973.0,502365.0,484197.0,457176.0,429464.0,401954.0,361818.0,324963.0,289993.0,255258.0,251597.0,241252.0,237080.0,238219.0,241378.0,245674.0,249716.0,256617.0,260767.0,262328.0,267393.0
2805,Cherbourg-en-Cotentin,28,185986.0,185457.0,184872.0,184916.0,185577.0,186465.0,186790.0,187843.0,188442.0,188814.0,189138.0,189261.0,189739.0,190265.0,190597.0,190791.0,190610.0,190096.0,189921.0,190582.0,173674.0,162136.0,162073.0,156462.0,152840.0,150134.0,146932.0,147388.0,147694.0,164002.0,165841.0,164510.0,163447.0,163170.0,162145.0,162226.0,166299.0
2806,Coutances,28,64160.0,64192.0,64128.0,63980.0,64072.0,64091.0,64239.0,64481.0,64648.0,64697.0,64737.0,64770.0,64953.0,64886.0,64635.0,64306.0,63910.0,63347.0,59751.0,57656.0,56317.0,56253.0,57686.0,59304.0,61834.0,58814.0,58910.0,58736.0,58174.0,66125.0,68488.0,70566.0,73795.0,78234.0,80786.0,82548.0,84696.0
2807,Dieppe-Caux maritime,28,144367.0,145057.0,145183.0,145085.0,145511.0,145866.0,146613.0,147151.0,147479.0,147480.0,147358.0,147211.0,147183.0,147524.0,147571.0,147487.0,146328.0,145858.0,143642.0,142989.0,138802.0,133679.0,133458.0,132067.0,126269.0,121091.0,118908.0,119108.0,118380.0,126533.0,129560.0,128468.0,130992.0,136551.0,138214.0,137907.0,141366.0
2808,Évreux,28,185431.0,184524.0,183518.0,183651.0,183431.0,183798.0,185131.0,185973.0,185919.0,184525.0,183638.0,182243.0,180912.0,181304.0,181035.0,179786.0,179578.0,178082.0,169372.0,160324.0,141900.0,130852.0,115035.0,106970.0,92383.0,82354.0,82230.0,83477.0,81693.0,86901.0,87726.0,87419.0,88492.0,89358.0,91149.0,91038.0,90880.0
2809,Flers,28,92932.0,93218.0,93946.0,94511.0,95130.0,95600.0,96041.0,96588.0,97171.0,97582.0,98055.0,98449.0,98895.0,99376.0,99604.0,99671.0,99738.0,99784.0,99922.0,102729.0,104240.0,103798.0,101524.0,99457.0,97334.0,99057.0,101897.0,103151.0,103638.0,119641.0,124388.0,129444.0,135506.0,141607.0,149677.0,151223.0,157647.0
2810,Granville,28,54499.0,54355.0,53646.0,53322.0,53013.0,52965.0,52923.0,53193.0,53323.0,53359.0,52981.0,52712.0,52432.0,52049.0,51418.0,51211.0,50660.0,50012.0,46914.0,44100.0,44109.0,42809.0,42171.0,42468.0,43658.0,41441.0,40990.0,40505.0,38483.0,43272.0,44052.0,44450.0,45942.0,47672.0,48359.0,48725.0,51111.0
2811,Honfleur Pont-Audemer,28,104402.0,104504.0,104418.0,104575.0,104647.0,104867.0,105293.0,105517.0,105041.0,104332.0,103846.0,103124.0,102275.0,101402.0,100253.0,98807.0,97589.0,96226.0,90929.0,87018.0,83738.0,81917.0,79931.0,79485.0,77856.0,73569.0,74259.0,75515.0,74078.0,79248.0,81135.0,81567.0,82273.0,84749.0,86095.0,86788.0,87955.0
2812,L'Aigle,28,44152.0,44422.0,44654.0,45025.0,45428.0,45755.0,46139.0,46415.0,46674.0,46865.0,47143.0,47383.0,47647.0,47647.0,47660.0,47692.0,47773.0,47587.0,46820.0,46729.0,47317.0,47668.0,47456.0,47205.0,47123.0,45287.0,46553.0,47785.0,45737.0,47829.0,47271.0,48625.0,49090.0,50561.0,51667.0,52825.0,54564.0
2813,Le Havre,28,321433.0,321805.0,320973.0,320554.0,322640.0,324290.0,324914.0,325432.0,327330.0,327681.0,327011.0,327740.0,328384.0,329160.0,330000.0,330444.0,330367.0,332784.0,338659.0,340023.0,335370.0,337042.0,318297.0,296613.0,269707.0,282554.0,282019.0,271479.0,273247.0,261441.0,251699.0,245516.0,230599.0,225742.0,218633.0,206838.0,193367.0
2814,Lisieux,28,74085.0,74037.0,74033.0,73911.0,74119.0,74512.0,75011.0,75395.0,76197.0,76655.0,77029.0,77132.0,77310.0,77448.0,77214.0,77019.0,77176.0,77601.0,75144.0,74116.0,73032.0,71750.0,69999.0,67011.0,64664.0,62147.0,61542.0,61422.0,60973.0,64576.0,66413.0,67685.0,68994.0,71141.0,72772.0,73852.0,77546.0
2815,Rouen,28,741010.0,737878.0,733801.0,733474.0,731088.0,728501.0,725175.0,724936.0,723798.0,722915.0,720004.0,718608.0,714892.0,712916.0,711655.0,710134.0,707259.0,704653.0,694842.0,675796.0,646878.0,623121.0,582104.0,526391.0,467907.0,434964.0,430595.0,419313.0,414046.0,408669.0,399242.0,395428.0,389577.0,389616.0,388349.0,382898.0,377036.0
2816,Saint-Lô,28,107516.0,107393.0,107411.0,107309.0,106824.0,106778.0,107086.0,107018.0,107592.0,107799.0,107621.0,107197.0,106794.0,106126.0,105686.0,105384.0,104900.0,104472.0,101697.0,101879.0,102392.0,100169.0,98009.0,95370.0,92360.0,90624.0,89638.0,89017.0,87287.0,96764.0,99852.0,101055.0,103485.0,106818.0,108319.0,108955.0,111019.0
2817,Vernon-Gisors,28,132110.0,132054.0,131343.0,131150.0,130688.0,130802.0,130890.0,131165.0,131160.0,130705.0,130600.0,130519.0,130872.0,130794.0,130146.0,128555.0,127000.0,125522.0,120926.0,113154.0,100569.0,92092.0,81991.0,75485.0,70534.0,63944.0,64062.0,63074.0,61282.0,64549.0,65050.0,65965.0,67174.0,67999.0,68084.0,69075.0,70292.0
2818,Vire Normandie,28,43745.0,43756.0,43686.0,43721.0,43564.0,43965.0,44367.0,44726.0,44942.0,45117.0,45192.0,45044.0,45372.0,45388.0,45452.0,45315.0,45144.0,44824.0,44222.0,43792.0,45054.0,45142.0,46088.0,46322.0,46033.0,47667.0,47725.0,47626.0,46863.0,52148.0,53817.0,55260.0,56645.0,59051.0,61107.0,62024.0,64460.0
2819,Yvetot-Vallée du Commerce,28,117570.0,117688.0,117612.0,117393.0,117722.0,117820.0,117693.0,117350.0,117185.0,116778.0,115989.0,115497.0,114660.0,114059.0,113477.0,112627.0,111843.0,111434.0,108695.0,106553.0,100919.0,93237.0,86483.0,82563.0,77903.0,73256.0,71434.0,72101.0,72861.0,80326.0,84497.0,87351.0,90489.0,93971.0,96505.0,96020.0,99022.0
3201,Abbeville,32,91931.0,92321.0,92870.0,93496.0,93839.0,93931.0,94268.0,94764.0,94961.0,95429.0,95802.0,96288.0,96348.0,96516.0,96467.0,96028.0,95482.0,94782.0,92054.0,91640.0,92759.0,93946.0,93826.0,92464.0,90098.0,93157.0,92804.0,95516.0,98279.0,103895.0,107634.0,108167.0,108244.0,109635.0,111527.0,112868.0,116436.0
3202,Amiens,32,385267.0,384611.0,384189.0,385491.0,386146.0,385434.0,386113.0,385379.0,383748.0,382707.0,382251.0,381109.0,380804.0,379906.0,378755.0,377278.0,375688.0,374948.0,368950.0,359983.0,353830.0,346306.0,322824.0,302148.0,285393.0,286592.0,285760.0,288896.0,277064.0,314955.0,321562.0,325511.0,330171.0,332897.0,332446.0,331615.0,331606.0
3203,Arras,32,182121.0,181801.0,181722.0,181586.0,180681.0,180360.0,180008.0,180060.0,179744.0,179849.0,179009.0,178748.0,177878.0,177334.0,176824.0,176631.0,175547.0,174096.0,170190.0,167523.0,163433.0,160052.0,152915.0,143452.0,134317.0,127477.0,126871.0,128631.0,112700.0,140050.0,142332.0,145642.0,149288.0,150492.0,153418.0,154975.0,156428.0
3204,Berck,32,126769.0,126986.0,127883.0,128172.0,128638.0,129027.0,129551.0,129978.0,130410.0,130458.0,130670.0,130479.0,130708.0,130979.0,131316.0,131110.0,131179.0,130629.0,126000.0,124946.0,122805.0,119643.0,114997.0,112424.0,110728.0,111367.0,111777.0,109540.0,107911.0,108984.0,107242.0,104797.0,105116.0,104231.0,103737.0,103898.0,106483.0
3205,Béthune,32,274266.0,275053.0,274725.0,275734.0,275729.0,276371.0,276745.0,278020.0,278288.0,278967.0,278376.0,277491.0,276954.0,276568.0,276612.0,276037.0,275099.0,275239.0,272021.0,275726.0,276289.0,281982.0,292946.0,295254.0,287745.0,262564.0,269069.0,271542.0,237428.0,204265.0,187454.0,171268.0,157375.0,149015.0,141315.0,132329.0,129760.0
3206,Boulogne-sur-Mer,32,164573.0,165320.0,165154.0,164978.0,164938.0,165604.0,165844.0,167045.0,168082.0,168467.0,168782.0,168977.0,168293.0,168451.0,168531.0,168633.0,168041.0,168037.0,167985.0,163569.0,163243.0,162723.0,157943.0,152826.0,136821.0,135785.0,132838.0,131012.0,132100.0,126075.0,122623.0,118423.0,113279.0,111818.0,112276.0,109879.0,102640.0
3207,Calais,32,143437.0,143503.0,143461.0,143682.0,148515.0,148835.0,149629.0,150468.0,151228.0,151361.0,146944.0,146169.0,145913.0,145534.0,145241.0,144933.0,144764.0,143723.0,142359.0,137270.0,132911.0,128993.0,123131.0,116973.0,104392.0,110729.0,113288.0,114590.0,116690.0,116323.0,109992.0,101649.0,99024.0,98819.0,100204.0,87147.0,77907.0
3208,Cambrai,32,152951.0,153787.0,154286.0,154798.0,155854.0,156760.0,157263.0,157595.0,158456.0,158625.0,158271.0,157994.0,157856.0,157033.0,156134.0,155300.0,154584.0,154393.0,154802.0,157414.0,162616.0,168220.0,168739.0,164290.0,157409.0,162504.0,164708.0,169359.0,159776.0,193381.0,194126.0,193762.0,194760.0,193081.0,192093.0,189851.0,189974.0
3209,Château-Thierry,32,71745.0,71928.0,72302.0,72629.0,72680.0,72869.0,72624.0,72407.0,72134.0,71952.0,71371.0,71329.0,71369.0,71388.0,71331.0,70796.0,70205.0,69523.0,67341.0,64727.0,59446.0,55132.0,53028.0,50731.0,49727.0,50196.0,50979.0,52813.0,50461.0,55043.0,56003.0,55752.0,55961.0,56457.0,58057.0,57667.0,58928.0
3210,Compiègne,32,200477.0,200394.0,200121.0,200792.0,201030.0,200896.0,200705.0,200755.0,200468.0,200326.0,199602.0,198538.0,197276.0,198409.0,198617.0,198349.0,197659.0,197035.0,191003.0,181576.0,166599.0,154663.0,137886.0,127026.0,116524.0,106886.0,106959.0,106637.0,95867.0,109310.0,110024.0,109433.0,108040.0,106152.0,106593.0,106483.0,107473.0
3211,Creil,32,303462.0,303955.0,302057.0,301790.0,300726.0,299588.0,297579.0,297397.0,297565.0,296401.0,294882.0,293747.0,292370.0,290515.0,290615.0,291039.0,289812.0,287920.0,279110.0,269138.0,249009.0,226472.0,198364.0,168250.0,145271.0,126203.0,126811.0,121769.0,118570.0,119174.0,115176.0,113690.0,110695.0,108493.0,108097.0,108737.0,104996.0
3212,Douai,32,243792.0,243824.0,243616.0,244079.0,244020.0,244488.0,244568.0,244251.0,244687.0,245725.0,246546.0,247436.0,247801.0,248347.0,248135.0,247812.0,247727.0,247813.0,248619.0,251518.0,251488.0,256095.0,255880.0,244589.0,217118.0,195638.0,196187.0,186178.0,151835.0,162944.0,150930.0,144331.0,136008.0,131430.0,129008.0,126134.0,121241.0
3213,Dunkerque,32,271211.0,272414.0,272372.0,272570.0,274611.0,275709.0,276428.0,277680.0,279114.0,279269.0,278213.0,278576.0,278639.0,279246.0,279714.0,279951.0,280701.0,281338.0,285931.0,284267.0,283460.0,263892.0,232828.0,214838.0,183655.0,187013.0,183138.0,179678.0,181275.0,182984.0,178939.0,172820.0,168435.0,163264.0,157258.0,153621.0,147058.0
3214,Laon,32,104242.0,104372.0,104551.0,104902.0,105368.0,105989.0,106471.0,106931.0,107275.0,107319.0,107387.0,107589.0,107957.0,107625.0,107469.0,107049.0,106831.0,106518.0,104305.0,104287.0,103572.0,103987.0,104527.0,104780.0,101674.0,104204.0,101486.0,99137.0,89700.0,105208.0,107075.0,109039.0,110403.0,112752.0,115856.0,115074.0,118289.0
3215,Lens,32,390015.0,390806.0,391443.0,391020.0,389909.0,389583.0,388987.0,388835.0,389051.0,387989.0,386474.0,387286.0,388813.0,388229.0,388652.0,389039.0,390059.0,390218.0,395659.0,399988.0,398298.0,403026.0,419196.0,415025.0,379423.0,311904.0,332841.0,297132.0,164336.0,242431.0,211494.0,181957.0,148923.0,125520.0,108619.0,96609.0,85348.0
3216,Lille,32,948456.0,944572.0,938450.0,933517.0,929011.0,925577.0,922278.0,918008.0,915344.0,915742.0,910785.0,904512.0,899239.0,898698.0,893227.0,886985.0,886692.0,885552.0,862822.0,831599.0,797031.0,775329.0,735038.0,691478.0,646128.0,625989.0,612716.0,582485.0,520790.0,594547.0,567471.0,560541.0,548939.0,521612.0,501600.0,477031.0,448645.0
3217,Maubeuge,32,241440.0,242992.0,244325.0,246039.0,247029.0,247961.0,249256.0,250530.0,252225.0,253055.0,253476.0,254214.0,254529.0,254733.0,256380.0,256317.0,257080.0,257405.0,262883.0,271732.0,280085.0,283590.0,281327.0,275650.0,256257.0,251509.0,256667.0,254623.0,235160.0,254584.0,249834.0,249689.0,249396.0,247395.0,247316.0,242345.0,226967.0
3218,Roubaix-Tourcoing,32,412354.0,413993.0,412827.0,411405.0,411972.0,409894.0,408812.0,409344.0,408639.0,405786.0,404889.0,401332.0,398848.0,397315.0,397820.0,398248.0,399421.0,400936.0,401510.0,399444.0,398806.0,403575.0,384916.0,358557.0,330488.0,318768.0,330581.0,323351.0,307617.0,332828.0,326688.0,324175.0,309473.0,284394.0,253266.0,232367.0,216939.0
3219,Saint-Omer,32,172040.0,172004.0,172250.0,172401.0,172290.0,172251.0,172987.0,172993.0,172903.0,172487.0,171825.0,171142.0,170434.0,170101.0,169856.0,168927.0,167573.0,166786.0,164603.0,160282.0,154468.0,148214.0,139968.0,134278.0,127820.0,125717.0,122999.0,126678.0,128021.0,129198.0,131019.0,132418.0,133126.0,133872.0,133661.0,132692.0,131903.0
3220,Saint-Quentin,32,247400.0,248554.0,249617.0,250551.0,252253.0,253395.0,254176.0,255719.0,257664.0,258583.0,258991.0,260032.0,260321.0,260237.0,260142.0,260818.0,260773.0,260962.0,264074.0,269141.0,273826.0,276897.0,273267.0,266976.0,250257.0,242747.0,246193.0,248146.0,199481.0,291603.0,294993.0,297496.0,302680.0,302627.0,306761.0,310571.0,311599.0
3221,Soissons,32,166304.0,166743.0,166833.0,167430.0,167870.0,167854.0,168202.0,167845.0,167732.0,167328.0,167205.0,166002.0,165527.0,164914.0,164001.0,162740.0,162389.0,161917.0,159208.0,154213.0,145205.0,137857.0,127633.0,119586.0,112147.0,111946.0,113455.0,112244.0,95172.0,111869.0,112151.0,109728.0,108468.0,108310.0,108735.0,108942.0,107449.0
3222,Valenciennes,32,390894.0,391127.0,391671.0,391607.0,392340.0,392706.0,392344.0,392267.0,392768.0,391864.0,390251.0,390290.0,390155.0,389660.0,388772.0,388480.0,387230.0,386701.0,386414.0,386302.0,396581.0,408978.0,409625.0,395109.0,357697.0,332486.0,340563.0,327372.0,280487.0,303853.0,290526.0,283863.0,269252.0,260590.0,257093.0,251159.0,240274.0
4401,Bar-le-Duc,44,66054.0,66470.0,67030.0,67445.0,67919.0,68381.0,69178.0,69955.0,70797.0,71227.0,71957.0,71926.0,72310.0,72601.0,72973.0,73069.0,73437.0,73541.0,75169.0,77897.0,79745.0,79781.0,81285.0,80460.0,77607.0,79208.0,80237.0,81830.0,81851.0,92483.0,92843.0,95241.0,98133.0,101187.0,100486.0,99282.0,99662.0
4402,Châlons-en-Champagne,44,107144.0,107630.0,108467.0,109160.0,109289.0,109235.0,109939.0,110434.0,110830.0,110610.0,110356.0,110314.0,109797.0,109460.0,109951.0,109698.0,109098.0,109244.0,108657.0,109822.0,108909.0,106815.0,99051.0,88086.0,83292.0,87523.0,84663.0,79315.0,77811.0,85847.0,83335.0,84063.0,87528.0,86837.0,86367.0,86648.0,83247.0
4403,Charleville-Mézières,44,153437.0,154183.0,155376.0,155888.0,156674.0,157466.0,158472.0,159411.0,160963.0,162160.0,162997.0,164175.0,164221.0,164299.0,164209.0,165079.0,165647.0,166581.0,172113.0,175668.0,177539.0,181624.0,179757.0,172783.0,158588.0,161127.0,166104.0,165311.0,154393.0,171105.0,164089.0,159390.0,156255.0,156985.0,161438.0,159480.0,150847.0
4404,Chaumont,44,120929.0,122367.0,123103.0,123745.0,124307.0,125144.0,125904.0,127149.0,127645.0,128527.0,129192.0,130131.0,130906.0,131939.0,132637.0,133607.0,133921.0,134127.0,137023.0,142288.0,147393.0,147957.0,150354.0,147523.0,145626.0,145071.0,145956.0,149041.0,154781.0,170119.0,178983.0,181780.0,188676.0,197093.0,204401.0,209799.0,205318.0
4405,Colmar,44,208841.0,208780.0,208524.0,208634.0,208794.0,208444.0,208541.0,208915.0,208795.0,206613.0,205294.0,204398.0,204698.0,204798.0,204242.0,203577.0,202473.0,200608.0,192535.0,181191.0,174988.0,172380.0,159229.0,148372.0,140937.0,146128.0,144003.0,139685.0,135171.0,150978.0,150321.0,146326.0,143095.0,142265.0,139299.0,141776.0,138867.0
4406,Épernay,44,82470.0,82685.0,83018.0,83740.0,84095.0,84264.0,85037.0,85966.0,86252.0,86287.0,86553.0,86720.0,87040.0,87168.0,87319.0,87409.0,87106.0,86774.0,87200.0,87919.0,87172.0,88404.0,84764.0,80872.0,79383.0,79454.0,82260.0,84333.0,89076.0,90679.0,93020.0,91913.0,91915.0,89327.0,88150.0,83483.0,82490.0
4407,Épinal,44,183328.0,183701.0,184570.0,185052.0,186285.0,186946.0,187426.0,188296.0,189362.0,189952.0,190611.0,191087.0,191269.0,191183.0,190885.0,190715.0,190819.0,190897.0,191135.0,193990.0,197009.0,196991.0,192092.0,187015.0,180915.0,178801.0,180064.0,182158.0,185079.0,203716.0,201407.0,197013.0,198047.0,195964.0,198539.0,196069.0,197507.0
4408,Forbach,44,105612.0,106534.0,107098.0,107714.0,108068.0,108635.0,109124.0,110106.0,110686.0,111232.0,112216.0,112414.0,112818.0,113586.0,114309.0,114494.0,115243.0,115941.0,120192.0,124790.0,125667.0,123143.0,124089.0,122968.0,92074.0,67575.0,69573.0,64664.0,53973.0,46210.0,37310.0,33491.0,32788.0,32228.0,29786.0,28953.0,28040.0
4409,Haguenau,44,256519.0,255675.0,255038.0,254492.0,253942.0,253354.0,252876.0,252723.0,252725.0,252744.0,252424.0,252062.0,251903.0,251013.0,250678.0,250070.0,248397.0,246924.0,233105.0,217110.0,210780.0,202205.0,191510.0,180101.0,169853.0,179335.0,172820.0,169599.0,164560.0,176667.0,177503.0,174751.0,173652.0,169025.0,171492.0,173192.0,171364.0
4410,Metz,44,450471.0,447873.0,446360.0,445263.0,442202.0,439356.0,438623.0,439118.0,437430.0,437085.0,437909.0,437963.0,438045.0,438207.0,438240.0,437784.0,436952.0,436164.0,427942.0,415208.0,409756.0,410140.0,389515.0,362812.0,305607.0,280781.0,282058.0,252998.0,224967.0,235813.0,238637.0,208169.0,186245.0,182255.0,175797.0,173677.0,163412.0
4411,Mulhouse,44,438900.0,437188.0,437167.0,438304.0,438408.0,438013.0,437870.0,437053.0,437549.0,437839.0,438784.0,436662.0,434760.0,432129.0,432662.0,431795.0,430187.0,427047.0,412895.0,394421.0,384246.0,375894.0,346516.0,324089.0,296673.0,287809.0,296592.0,279243.0,263035.0,289169.0,285054.0,274158.0,262185.0,255489.0,250137.0,244219.0,237341.0
4412,Nancy,44,555513.0,556837.0,556765.0,557067.0,558782.0,558966.0,559610.0,560081.0,561313.0,559637.0,558868.0,561060.0,560664.0,559754.0,559121.0,558831.0,556384.0,556083.0,547756.0,543048.0,532803.0,519102.0,492213.0,460599.0,422381.0,410046.0,410032.0,391755.0,380482.0,420504.0,400700.0,383924.0,377304.0,362198.0,347740.0,336882.0,324603.0
4413,Reims,44,331264.0,330859.0,330473.0,330198.0,329516.0,329317.0,328470.0,328075.0,328089.0,326220.0,324993.0,323762.0,321767.0,320565.0,320626.0,320430.0,321207.0,320586.0,319204.0,309250.0,295431.0,283699.0,252100.0,225537.0,208683.0,202230.0,201961.0,192606.0,157110.0,217050.0,215572.0,215491.0,218339.0,216822.0,213300.0,209635.0,201142.0
4414,Remiremont,44,83885.0,84459.0,85063.0,85647.0,85937.0,86330.0,87018.0,87600.0,88157.0,88501.0,88839.0,89410.0,90083.0,90661.0,91083.0,91111.0,91218.0,91311.0,92539.0,94411.0,98287.0,98583.0,94773.0,94323.0,94379.0,96739.0,95771.0,95168.0,94893.0,107420.0,104122.0,101338.0,99143.0,94226.0,92794.0,91450.0,90344.0
4415,Romilly-sur-Seine,44,83275.0,83573.0,83877.0,84049.0,84139.0,84196.0,84642.0,84922.0,85244.0,85010.0,85002.0,84554.0,83968.0,83363.0,83014.0,82114.0,82013.0,81580.0,79868.0,79091.0,77676.0,77126.0,76926.0,76538.0,75420.0,77125.0,79414.0,78536.0,76856.0,81627.0,81457.0,81229.0,82688.0,84058.0,84736.0,83283.0,84658.0
4416,Saint-Avold,44,122125.0,122928.0,123825.0,124551.0,125311.0,125701.0,126226.0,126773.0,127490.0,127928.0,128380.0,128919.0,128985.0,129012.0,128545.0,128280.0,127832.0,127793.0,126341.0,126558.0,124443.0,119388.0,115635.0,112530.0,96245.0,79524.0,80085.0,71782.0,65069.0,67451.0,71352.0,67471.0,65641.0,62403.0,60362.0,64836.0,64815.0
4417,Saint-Dié-des-Vosges,44,86149.0,86575.0,87040.0,87621.0,88225.0,88793.0,89242.0,89781.0,90586.0,91126.0,91596.0,92586.0,93125.0,93465.0,93581.0,93611.0,93528.0,92955.0,91618.0,91682.0,93457.0,95936.0,96210.0,95911.0,94858.0,99575.0,100309.0,102909.0,101725.0,122212.0,121775.0,120951.0,120082.0,114712.0,115020.0,112989.0,113669.0
4418,Saint-Louis,44,113192.0,111904.0,111307.0,110759.0,109661.0,108248.0,107268.0,106393.0,105802.0,105198.0,104066.0,103499.0,102878.0,101947.0,100691.0,99622.0,98612.0,97695.0,91524.0,84972.0,79886.0,74977.0,66468.0,61876.0,58216.0,57609.0,60312.0,55225.0,53974.0,57897.0,56121.0,54134.0,52345.0,53140.0,52786.0,55327.0,56204.0
4419,Sarrebourg,44,110481.0,110733.0,111228.0,111429.0,112058.0,112339.0,112534.0,112837.0,113771.0,114521.0,115153.0,115819.0,116168.0,116749.0,116746.0,116338.0,115804.0,115138.0,112591.0,110471.0,111577.0,113165.0,111748.0,110882.0,109399.0,113066.0,110419.0,108005.0,111467.0,125002.0,132738.0,130518.0,130720.0,129491.0,124180.0,127023.0,127622.0
4420,Sarreguemines,44,123352.0,123855.0,124660.0,125356.0,126191.0,127021.0,127631.0,128302.0,128831.0,129137.0,129526.0,129884.0,130087.0,130233.0,130624.0,130413.0,129825.0,129505.0,128977.0,126513.0,126656.0,123921.0,121866.0,116752.0,107079.0,116600.0,110332.0,109181.0,110576.0,115835.0,117759.0,115036.0,112735.0,110422.0,109173.0,110794.0,110642.0
4421,Sedan,44,93767.0,94245.0,94816.0,95198.0,95487.0,96021.0,96890.0,98040.0,99101.0,100083.0,100769.0,101570.0,102133.0,102438.0,102811.0,103123.0,103317.0,103317.0,103199.0,105438.0,110632.0,114359.0,116863.0,115426.0,110015.0,118273.0,116122.0,119011.0,113975.0,136778.0,140886.0,144163.0,150135.0,154120.0,156500.0,159170.0,159214.0
