ze2020,libze2020,reg,population_2022_total,active_15_64_2022_total,unemployed_15_64_2022_total,unemployment_rate_proxy_2022,jobs_lt_2022_total,jobs_lt_per_1000_pop_2022,side_stocks_et_2023_total,side_stocks_ul_2023_total,side_stocks_et_per_1000_pop_2023,bpe_facilities_2024_total,bpe_facilities_per_1000_pop_2024,flores_presential_unit_loc_2024_total,flores_productive_unit_loc_2024_total,filosofi_s_hh_tax_weighted_proxy_2021,filosofi_s_dir_tax_di_weighted_proxy_2021
4417,Saint-Dié-des-Vosges,44,86575.0,37596.52143000001,0.0,0.0,28081.232259999997,324.357289,6581.0,5991.0,76.015016,3644.0,42.090673,1895.0,784.0,40.830766,-13.067577
4418,Saint-Louis,44,111904.0,57039.99991000001,0.0,0.0,29391.82393999999,262.65213,6083.0,5500.0,54.359094,3113.0,27.818487,1889.0,733.0,65.796618,-22.033188
4419,Sarrebourg,44,110733.0,50707.02097000001,0.0,0.0,42982.92989999998,388.167302,7745.0,7056.0,69.943016,4968.0,44.864674,2621.0,1136.0,48.248975,-15.509363
4420,Sarreguemines,44,123855.0,57447.735759999996,0.0,0.0,43962.749649999976,354.95337,7907.0,7201.0,63.840782,5130.0,41.419402,2522.0,1042.0,46.723711,-14.871145
4421,Sedan,44,94245.0,40983.79398000002,0.0,0.0,29168.61532000002,309.497749,5280.0,4813.0,56.024192,3653.0,38.760677,1830.0,1076.0,38.943132,-12.257839
4422,Sélestat,44,105483.0,52159.15984000001,0.0,0.0,36749.16261000003,348.389433,8071.0,7399.0,76.514699,4098.0,38.849862,2278.0,1189.0,55.663054,-15.473032
4423,Strasbourg,44,754828.0,366209.5200799999,0.0,0.0,346869.7621300001,459.534837,71672.0,63657.0,94.951433,28981.0,38.394177,18367.0,9326.0,54.261527,-17.410247
4424,Thionville,44,369014.0,177293.88712,0.0,0.0,80307.22371000002,217.626496,16210.0,14377.0,43.927873,10224.0,27.706266,5356.0,1463.0,33.922761,-8.994299
4425,Troyes,44,261872.0,116159.23501000003,0.0,0.0,100886.3286399999,385.250537,19059.0,16822.0,72.779831,9654.0,36.865339,5653.0,3776.0,44.117184,-14.243508
4426,Verdun,44,76241.0,34611.85483999999,0.0,0.0,27310.37301,358.211107,4694.0,4219.0,61.567923,3181.0,41.722957,1663.0,822.0,43.816001,-13.810399
4427,Vitry-le-François Saint-Dizier,44,113587.0,48302.37062000001,0.0,0.0,40494.01325000003,356.502181,6691.0,5872.0,58.906389,4321.0,38.041325,2433.0,1107.0,39.305684,-12.350513
5201,Ancenis,52,117801.0,56485.89473,0.0,0.0,43161.61822,366.394328,8386.0,7648.0,71.187851,4103.0,34.829925,2110.0,1374.0,47.032294,-13.108099
5202,Angers,52,412945.0,195735.76312000002,0.0,0.0,180086.53929999986,436.102966,33857.0,29922.0,81.989127,14399.0,34.86905,8626.0,4634.0,52.19746,-15.513463
5203,Challans,52,159078.0,65146.37182,0.0,0.0,55199.075229999995,346.993772,15247.0,13647.0,95.846063,7303.0,45.908297,4607.0,1853.0,51.331636,-14.462427
5204,Château-Gontier-sur-Mayenne,52,42658.0,19665.85688,0.0,0.0,17521.74739,410.749388,3019.0,2658.0,70.772188,1561.0,36.593371,882.0,647.0,45.578601,-13.51037
5205,Châteaubriant,52,57028.0,26430.11393,0.0,0.0,20396.257090000003,357.653382,3859.0,3442.0,67.668514,2118.0,37.139651,1122.0,734.0,42.395869,-13.042808
5206,Cholet,52,190354.0,91413.949,0.0,0.0,87168.60949999999,457.928961,14060.0,12458.0,73.862383,6340.0,33.306366,3817.0,2555.0,47.665896,-13.733854
5207,Fontenay-le-Comte,52,125313.0,52774.13198000002,0.0,0.0,42217.126350000006,336.89343,8954.0,8008.0,71.453081,4738.0,37.809325,2695.0,1454.0,46.648596,-13.504207
5208,La Ferté-Bernard,52,68589.0,30613.511970000007,0.0,0.0,24973.792230000006,364.107834,3880.0,3500.0,56.568838,2507.0,36.55105,1306.0,770.0,44.72062,-12.795758
5209,La Flèche,52,59360.0,26563.737590000004,0.0,0.0,20435.690089999996,344.267016,3748.0,3340.0,63.140162,2232.0,37.601078,1082.0,770.0,41.866712,-12.835565
5210,La Roche-sur-Yon,52,179602.0,86262.39270999996,0.0,0.0,81880.50489999996,455.899739,14168.0,12437.0,78.885536,6165.0,34.325898,3887.0,2170.0,51.166805,-14.223859
5211,Laval,52,161795.0,75052.00608999997,0.0,0.0,72226.60007999993,446.40811,12531.0,11141.0,77.449859,5755.0,35.569702,3479.0,2550.0,51.474979,-15.018676
5212,Le Mans,52,376709.0,170523.19577999992,0.0,0.0,151593.18287,402.41455,24606.0,21448.0,65.318323,12126.0,32.189303,7240.0,3426.0,51.867072,-14.828058
5213,Les Herbiers-Montaigu,52,147347.0,73644.92624999999,0.0,0.0,71967.19812999998,488.41984,10565.0,9417.0,71.701494,4744.0,32.196109,2885.0,2032.0,48.452793,-13.386701
5214,Les Sables-d'Olonne,52,91383.0,36195.32476999999,0.0,0.0,30848.264699999992,337.571153,9615.0,8595.0,105.216506,4152.0,45.435147,2501.0,1059.0,56.07997,-16.277373
5215,Mayenne,52,81865.0,35663.71998000001,0.0,0.0,32909.87930999999,402.001824,4776.0,4271.0,58.33995,3031.0,37.024369,1525.0,1180.0,45.194807,-13.123951
5216,Nantes,52,989828.0,500562.39819999994,0.0,0.0,481620.69961999985,486.570091,94893.0,83208.0,95.868171,33197.0,33.53815,19593.0,12711.0,58.329317,-16.832668
5217,Pornic,52,83963.0,36228.18573,0.0,0.0,24490.767320000003,291.685234,7299.0,6657.0,86.931148,3261.0,38.838536,1831.0,813.0,55.34492,-15.001506
5218,Sablé-sur-Sarthe,52,56376.0,26663.248819999993,0.0,0.0,25310.041899999993,448.950651,3106.0,2727.0,55.094366,1928.0,34.19895,982.0,679.0,43.008904,-12.486832
5219,Saint-Nazaire,52,261617.0,115879.82562000002,0.0,0.0,105444.2597,403.048195,22595.0,19863.0,86.366712,9801.0,37.463162,5949.0,2624.0,54.35427,-15.137933
5220,Saumur,52,98152.0,43396.93256000001,0.0,0.0,37924.87655000001,386.389239,7317.0,6578.0,74.54764,3713.0,37.829081,2118.0,1232.0,43.653077,-13.359598
5221,Segré-en-Anjou Bleu,52,56240.0,25960.18144,0.0,0.0,19639.86604,349.215257,3469.0,3134.0,61.682077,2014.0,35.810811,1032.0,718.0,42.426392,-12.398841
5301,Auray,53,96628.0,41077.985940000006,0.0,0.0,31401.339540000004,324.971432,11074.0,9991.0,114.604462,5208.0,53.897421,2914.0,1190.0,52.686748,-15.069616
5302,Brest,53,411295.0,188488.3047899999,0.0,0.0,172281.2863800001,418.875227,29022.0,25484.0,70.562492,13935.0,33.880791,7944.0,3701.0,53.494551,-15.426893
5303,Carhaix-Plouguer,53,79555.0,32113.549249999996,0.0,0.0,28572.91568,359.159269,5807.0,5314.0,72.993526,3328.0,41.832694,1529.0,1238.0,41.561444,-12.134557
5304,Dinan,53,102478.0,44709.15573,0.0,0.0,33454.10730000001,326.451602,8503.0,7696.0,82.973907,3913.0,38.183805,2222.0,1165.0,50.4686,-14.629546
5305,Fougères,53,84053.0,38719.76418,0.0,0.0,33135.08874000001,394.21661,5482.0,4863.0,65.220754,2771.0,32.967294,1618.0,1006.0,45.154201,-13.027423
5306,Guingamp,53,59275.0,25600.445160000003,0.0,0.0,21155.551999999992,356.905137,3902.0,3517.0,65.828764,2287.0,38.582876,1200.0,679.0,44.894726,-13.133139
5307,Lamballe-Armor,53,72406.0,31774.569870000007,0.0,0.0,28767.37553,397.306515,5585.0,5131.0,77.134492,2773.0,38.297931,1511.0,1116.0,51.624621,-14.762403
5308,Lannion,53,118755.0,46806.12061,0.0,0.0,40393.75531,340.143618,9845.0,8949.0,82.901773,4992.0,42.036125,2854.0,1473.0,52.582447,-15.385677
5309,Lorient,53,231454.0,100322.41455,0.0,0.0,91273.34552,394.34767,19395.0,17121.0,83.796348,9085.0,39.25186,5222.0,2171.0,51.875874,-14.79123
5310,Morlaix,53,128911.0,56656.836469999995,0.0,0.0,50434.58370999997,391.235687,9948.0,8969.0,77.16952,4991.0,38.716634,2694.0,1802.0,47.944268,-14.211527
5311,Ploërmel,53,77964.0,35200.56947,0.0,0.0,30768.33208,394.647941,5720.0,5201.0,73.367195,3030.0,38.864091,1475.0,971.0,46.880052,-13.618871
5312,Pontivy-Loudéac,53,120892.0,54128.16506000001,0.0,0.0,51574.72651000001,426.618192,8167.0,7235.0,67.556166,4494.0,37.173676,2406.0,1705.0,47.386877,-13.609398
5313,Quimper,53,295673.0,128180.95958999994,0.0,0.0,116928.22241999998,395.46466,26074.0,23205.0,88.185259,12568.0,42.506418,7160.0,3300.0,52.379044,-14.89322
5314,Quimperlé,53,60163.0,26164.423550000003,0.0,0.0,19083.582390000003,317.197985,4534.0,4159.0,75.361933,2267.0,37.680967,1103.0,596.0,50.317102,-13.676392
5315,Rennes,53,737298.0,366317.38086999994,0.0,0.0,352224.22762,477.723021,65983.0,57485.0,89.492987,23991.0,32.539082,15316.0,9155.0,56.976267,-16.837054
5316,Saint-Brieuc,53,190238.0,84715.06657999998,0.0,0.0,78327.92952000003,411.736506,15317.0,13668.0,80.514934,7012.0,36.859092,4337.0,2185.0,51.384203,-14.754695
5317,Saint-Malo,53,155127.0,66414.05408000002,0.0,0.0,60074.221059999996,387.258318,16123.0,14364.0,103.934196,6670.0,42.997028,4185.0,2008.0,52.653729,-16.403937
5318,Vannes,53,234819.0,101366.95195999999,0.0,0.0,94404.60799,402.031386,23372.0,20782.0,99.53198,10448.0,44.493844,6084.0,2953.0,55.939099,-16.17502
5319,Vitré,53,96851.0,47988.98606999999,0.0,0.0,41515.58301999999,428.654149,6963.0,6258.0,71.89394,3069.0,31.68785,1748.0,1370.0,50.108913,-14.200251
7501,Agen,75,139425.0,63617.27786999997,0.0,0.0,60217.20227000001,431.896735,12648.0,11233.0,90.715438,6162.0,44.195804,3596.0,1920.0,48.531625,-14.85016
7502,Angoulême,75,242804.0,108845.19205999999,0.0,0.0,96024.01183000009,395.47953,19204.0,17184.0,79.092601,9083.0,37.408774,5280.0,2826.0,48.512822,-14.35281
7503,Bayonne,75,367422.0,169877.60606999995,0.0,0.0,151186.86638000005,411.480168,50621.0,45189.0,137.773459,21900.0,59.604487,11619.0,5235.0,54.269792,-16.829876
7504,Bergerac,75,118904.0,48093.580270000006,0.0,0.0,41570.195589999974,349.611414,11114.0,10182.0,93.470363,5634.0,47.382763,2860.0,1581.0,42.880696,-13.162947
7505,Bordeaux,75,1198378.0,599832.2925399999,0.0,0.0,582677.7643899996,486.222014,142567.0,125875.0,118.966637,53463.0,44.612802,29197.0,16111.0,58.35324,-17.763568
7506,Bressuire,75,118161.0,52707.49105000002,0.0,0.0,44969.86154999997,380.581254,7635.0,6884.0,64.615228,4123.0,34.89307,2224.0,1663.0,41.509788,-12.676631
7507,Brive-la-Gaillarde,75,137372.0,60506.146680000005,0.0,0.0,55305.71459000001,402.598161,12276.0,10803.0,89.363189,6249.0,45.489619,3373.0,1662.0,49.284926,-14.91784
7508,Châtellerault,75,87361.0,37786.84414000001,0.0,0.0,31495.238220000003,360.518289,5507.0,4912.0,63.037282,2980.0,34.111331,1580.0,739.0,47.096084,-13.613735
7509,Cognac,75,134392.0,60210.53396999998,0.0,0.0,58200.90941999999,433.068259,11165.0,10106.0,83.077862,5530.0,41.148283,2990.0,2904.0,46.83133,-14.785848
7510,Dax,75,170846.0,76876.76423999999,0.0,0.0,62559.78911000004,366.176493,17631.0,15734.0,103.198202,8597.0,50.320171,4537.0,1823.0,48.442072,-13.942481
7511,Guéret,75,118338.0,48066.59878999999,0.0,0.0,42962.28403999999,363.047238,8461.0,7657.0,71.498589,5396.0,45.598202,2856.0,1345.0,44.584633,-13.476887
7512,La Rochelle,75,264790.0,119004.97442999997,0.0,0.0,108439.58235,409.530505,30091.0,26901.0,113.640999,12642.0,47.743495,7164.0,3334.0,56.349469,-16.712967
7513,La Teste-de-Buch,75,172883.0,76885.63111,0.0,0.0,55557.72657,321.360264,20618.0,18431.0,119.259846,8939.0,51.705489,4793.0,1786.0,57.58219,-16.680266
7514,Langon,75,126555.0,58583.87734000002,0.0,0.0,40838.60360000001,322.694509,11624.0,10650.0,91.849394,6131.0,48.44534,2770.0,1647.0,45.15967,-13.487249
7515,Lesparre-Médoc,75,73021.0,31876.766639999998,0.0,0.0,22572.602330000005,309.124804,7086.0,6430.0,97.040577,3858.0,52.834116,1906.0,960.0,49.814546,-13.881809
7516,Libourne,75,158470.0,72796.86347000001,0.0,0.0,56925.01215000002,359.216332,14760.0,13472.0,93.140658,7073.0,44.633054,3397.0,2631.0,46.256008,-13.892182
7517,Limoges,75,315194.0,138726.17255000002,0.0,0.0,126112.03446000001,400.109248,23976.0,21247.0,76.067438,11645.0,36.9455,6651.0,2894.0,51.778228,-15.401845
7518,Marmande,75,101681.0,42920.827109999984,0.0,0.0,36764.69220000003,361.568948,8441.0,7637.0,83.014526,4592.0,45.160846,2279.0,1591.0,38.22992,-12.813115
7519,Mont-de-Marsan,75,139784.0,62057.948910000014,0.0,0.0,57367.163369999966,410.398639,10653.0,9507.0,76.210439,5639.0,40.340812,3203.0,1652.0,49.553501,-14.094549
7520,Niort,75,220114.0,103285.97327999986,0.0,0.0,100439.13872999996,456.305091,15245.0,13492.0,69.259565,8126.0,36.917234,4542.0,2228.0,54.570676,-15.87729
7521,Oloron-Sainte-Marie,75,71015.0,31033.25473999999,0.0,0.0,26924.328309999994,379.135793,6461.0,5872.0,90.980779,4181.0,58.874886,1995.0,846.0,43.827169,-12.534138
7522,Pau,75,323533.0,147959.19787999996,0.0,0.0,134201.63584999996,414.800456,29814.0,26271.0,92.151342,14827.0,45.828401,7625.0,3773.0,52.000145,-15.903475
7523,Périgueux,75,218683.0,93957.03761,0.0,0.0,83442.58222999999,381.568674,19558.0,17667.0,89.435393,9942.0,45.463068,5395.0,2356.0,48.138898,-14.194829
7524,Poitiers,75,322991.0,146598.66379999995,0.0,0.0,133983.02184000006,414.819676,24679.0,21807.0,76.407702,11624.0,35.988619,6722.0,3154.0,51.490171,-15.427822
7525,Rochefort,75,77427.0,34551.42149999999,0.0,0.0,29288.414839999998,378.271337,6522.0,5825.0,84.234182,3332.0,43.034084,1734.0,733.0,49.718462,-14.013156
7526,Royan,75,129238.0,47240.2643,0.0,0.0,40202.04621000001,311.069857,15102.0,13591.0,116.854176,7394.0,57.212275,4430.0,1687.0,52.389362,-15.353091
7527,Saint-Junien,75,86034.0,34596.5369,0.0,0.0,29395.402030000012,341.671921,6884.0,6339.0,80.014878,3762.0,43.726899,1692.0,965.0,43.635386,-12.865023
7528,Saintes,75,130600.0,56786.98161999999,0.0,0.0,48221.907010000024,369.233591,11019.0,9968.0,84.372129,5832.0,44.655436,2937.0,1801.0,46.686636,-14.381157
7529,Sarlat-la-Canéda,75,63075.0,26654.392240000012,0.0,0.0,22768.925119999996,360.98177,8142.0,7470.0,129.084423,4012.0,63.606817,2330.0,866.0,43.858291,-13.94319
7530,Thouars,75,66259.0,29026.295700000006,0.0,0.0,23535.940229999993,355.21122,4159.0,3764.0,62.768831,2277.0,34.365143,1212.0,854.0,39.906705,-12.879271
7531,Tulle,75,82984.0,34558.44928000001,0.0,0.0,32017.71559000001,385.829986,6530.0,5926.0,78.689868,4128.0,49.744529,2076.0,873.0,47.858072,-13.839134
7532,Villeneuve-sur-Lot,75,92991.0,36724.569339999995,0.0,0.0,31358.796599999983,337.223996,8014.0,7343.0,86.180383,4373.0,47.026056,2128.0,1100.0,39.187944,-12.844507
7601,Agde-Pézenas,76,84748.0,32984.20257,0.0,0.0,25895.82304,305.562645,10667.0,9598.0,125.867277,5464.0,64.473498,3094.0,978.0,42.547785,-13.947838
7602,Albi,76,249009.0,107441.24704999992,0.0,0.0,88154.09309000001,354.019706,23925.0,21688.0,96.080865,11349.0,45.576666,5887.0,2854.0,45.998914,-14.115846
7603,Alès-Le Vigan,76,198201.0,77900.47643000001,0.0,0.0,60994.532059999976,307.740789,18477.0,17123.0,93.223546,10170.0,51.311547,4891.0,1816.0,37.682034,-12.423057
7604,Auch,76,160174.0,68302.30768000001,0.0,0.0,60423.16983,377.234569,15457.0,14164.0,96.501305,8574.0,53.529287,4278.0,2450.0,45.006022,-13.878592
7605,Bagnols-sur-Cèze,76,77265.0,33268.31711999999,0.0,0.0,27838.410280000004,360.29781,6298.0,5761.0,81.511681,3190.0,41.286482,1516.0,841.0,45.927506,-14.049441
7606,Béziers,76,239094.0,96311.90234000004,0.0,0.0,80717.20976000003,337.596133,24393.0,22143.0,102.022635,12712.0,53.167374,5988.0,2597.0,40.439433,-13.917872
7607,Cahors,76,88493.0,37072.59712000001,0.0,0.0,32417.192720000014,366.324938,8742.0,7900.0,98.787475,4808.0,54.331981,2417.0,990.0,46.414866,-14.859843
7608,Carcassonne-Limoux,76,202600.0,86244.17093,0.0,0.0,73716.88403999992,363.854314,17247.0,15610.0,85.128332,10058.0,49.64462,4977.0,2247.0,41.826814,-13.6474
7609,Castelsarrasin-Moissac,76,77879.0,32207.956960000007,0.0,0.0,26017.125410000015,334.071128,5768.0,5290.0,74.063611,3362.0,43.169532,1523.0,927.0,39.826326,-12.712522
7610,Castres-Mazamet,76,162580.0,69482.96143000004,0.0,0.0,58701.790939999984,361.064036,14311.0,13015.0,88.024357,7144.0,43.941444,3664.0,1960.0,43.286943,-13.485
7611,Figeac-Villefranche,76,95152.0,39320.47981,0.0,0.0,35020.94672999999,368.05266,8494.0,7769.0,89.267698,4885.0,51.33891,2281.0,1062.0,43.469816,-13.243799
7612,Foix-Pamiers,76,137583.0,60404.10258000002,0.0,0.0,49595.93549999998,360.480114,12672.0,11548.0,92.104402,7247.0,52.673659,3538.0,1291.0,43.101859,-13.298674
7613,Mende,76,71410.0,31977.131319999986,0.0,0.0,30540.71220999999,427.681168,6177.0,5584.0,86.50049,4239.0,59.361434,2399.0,946.0,48.564863,-14.586456
7614,Millau,76,66685.0,28938.995030000005,0.0,0.0,26380.94425000001,395.605372,6468.0,5825.0,96.993327,3635.0,54.51001,1897.0,1053.0,43.651048,-13.6567
7615,Montauban,76,193673.0,87984.98701000001,0.0,0.0,71062.64017000001,366.920738,17401.0,15722.0,89.84732,8811.0,45.494209,4334.0,2213.0,47.474943,-14.708504
7616,Montpellier,76,786431.0,368448.54680000007,0.0,0.0,331731.4568400002,421.818897,98050.0,88535.0,124.677181,40240.0,51.167871,20646.0,10383.0,51.442964,-16.918615
7617,Narbonne,76,169632.0,69372.94345,0.0,0.0,57424.91258000001,338.526414,16826.0,15043.0,99.19119,8530.0,50.285324,4372.0,1984.0,42.309226,-13.782754
7618,Nîmes,76,391933.0,172514.70350999996,0.0,0.0,143760.57268999994,366.798847,39009.0,35452.0,99.529767,18100.0,46.181363,9503.0,4599.0,46.34126,-15.207275
7619,Nord-du-Lot,76,54499.0,23230.522670000006,0.0,0.0,21361.991540000003,391.97034,5126.0,4657.0,94.056772,3053.0,56.019377,1519.0,670.0,43.797121,-13.593573
7620,Perpignan,76,498258.0,202572.50095999992,0.0,0.0,168230.27465,337.636876,50407.0,45542.0,101.166464,27114.0,54.417591,13589.0,5207.0,43.726887,-14.32405
7621,Rodez,76,149077.0,66888.74888000001,0.0,0.0,64531.729049999994,432.875152,14354.0,12852.0,96.285812,7616.0,51.087693,4192.0,2526.0,53.023226,-15.501958
7622,Saint-Gaudens,76,128921.0,54089.00524999997,0.0,0.0,43336.27988000001,336.146011,12418.0,11390.0,96.322554,7566.0,58.687103,3360.0,1254.0,39.908448,-13.007136
7623,Sète,76,112075.0,46275.20448,0.0,0.0,34798.719939999995,310.494936,11806.0,10735.0,105.340174,5530.0,49.341959,2826.0,1238.0,46.488756,-15.155925
7624,Tarbes-Lourdes,76,241212.0,102961.24483999988,0.0,0.0,93511.11909999992,387.67192,22814.0,20596.0,94.580701,12603.0,52.248644,6854.0,2440.0,42.935174,-13.25769
7625,Toulouse,76,1357607.0,689890.2385100003,0.0,0.0,657592.5528799994,484.376224,139791.0,123678.0,102.968679,56599.0,41.690268,29875.0,15887.0,57.130706,-17.766507
8401,Annecy,84,316672.0,162070.71289999995,0.0,0.0,139257.75659000012,439.75393,40048.0,35907.0,126.465238,14957.0,47.231836,8689.0,4534.0,62.430457,-17.000353
8402,Aubenas,84,137318.0,58764.51265,0.0,0.0,48707.28461999999,354.704297,14421.0,13261.0,105.019007,7594.0,55.302291,4171.0,1271.0,43.649629,-13.956757
8403,Aurillac,84,84688.0,37649.99264000001,0.0,0.0,35266.43824000001,416.427808,6372.0,5649.0,75.240884,3878.0,45.791612,2315.0,911.0,49.88973,-15.040689
8404,Belley,84,53174.0,24032.975519999993,0.0,0.0,17196.27715999999,323.396343,4429.0,4098.0,83.292587,2537.0,47.711287,1169.0,510.0,49.715365,-14.013932
8405,Bourg-en-Bresse,84,265383.0,126765.38906000003,0.0,0.0,104999.55090000002,395.65289,21559.0,19356.0,81.237306,10893.0,41.046337,5831.0,3001.0,53.271878,-14.972293
8406,Bourgoin-Jallieu,84,245760.0,118907.98555999999,0.0,0.0,91324.40169,371.599942,21375.0,19177.0,86.975098,10295.0,41.890462,5025.0,2777.0,52.465352,-14.629572
8407,Chambéry,84,255533.0,122313.36364999996,0.0,0.0,113370.09282000006,443.66126,28198.0,25146.0,110.34974,11630.0,45.512713,6505.0,3473.0,58.296158,-16.692329
8408,Clermont-Ferrand,84,494921.0,229968.10788000003,0.0,0.0,218415.30963999988,441.313482,41296.0,36612.0,83.439579,19452.0,39.303242,11093.0,4950.0,54.682353,-16.405945
8409,Grenoble,84,615127.0,292923.03456999996,0.0,0.0,290496.2730499999,472.254141,61282.0,54897.0,99.624955,26691.0,43.39104,14608.0,6851.0,58.527564,-16.947714
8410,Issoire,84,85168.0,38724.488339999996,0.0,0.0,32149.85102,377.487449,7254.0,6541.0,85.172835,4194.0,49.243847,2239.0,974.0,44.108476,-13.112888
8411,La Maurienne,84,38467.0,18056.71758,0.0,0.0,17862.770939999995,464.366104,6005.0,5463.0,156.107833,2871.0,74.635402,1840.0,453.0,53.62799,-14.466008
8412,La Plaine du Forez,84,90407.0,40887.69933999999,0.0,0.0,31003.78043999999,342.935618,7735.0,7060.0,85.557534,4032.0,44.598317,2140.0,1167.0,44.487794,-13.813497
8413,La Tarentaise,84,113831.0,56094.19957999999,0.0,0.0,59311.228530000015,521.046363,22505.0,20009.0,197.70537,8650.0,75.989845,6366.0,1587.0,54.696225,-15.351477
8414,La Vallée de l'Arve,84,91822.0,47163.33127,0.0,0.0,38162.03968,415.608892,9448.0,8475.0,102.894731,4124.0,44.912984,2374.0,1243.0,57.794848,-15.18119
8415,Le Chablais,84,117774.0,59845.274849999994,0.0,0.0,40570.64834000001,344.478818,14069.0,12737.0,119.457605,5899.0,50.087456,3836.0,1054.0,59.535675,-17.973163
8416,Le Genevois Français,84,406202.0,216929.91518000013,0.0,0.0,95247.87786000005,234.48402,27062.0,24293.0,66.622025,13028.0,32.072713,7171.0,2530.0,49.063202,-15.312341
8417,Le Livradois,84,84289.0,36496.00604999999,0.0,0.0,30030.075810000002,356.275146,6926.0,6326.0,82.169678,3922.0,46.530389,1949.0,1004.0,44.489693,-13.433621
8418,Le Mont Blanc,84,61326.0,31560.64238,0.0,0.0,30419.94842,496.036729,13472.0,12191.0,219.67844,4858.0,79.215993,3180.0,848.0,60.392683,-17.609387
8419,Le Puy-en-Velay,84,118012.0,51894.955040000015,0.0,0.0,46767.16144,396.291576,10124.0,9259.0,85.787886,5857.0,49.630546,3269.0,1494.0,46.531892,-14.180381
8420,Les Sources de la Loire,84,84792.0,38274.88827,0.0,0.0,30013.42934,353.965343,7577.0,6955.0,89.359845,4065.0,47.940843,2039.0,1100.0,46.220359,-13.886575
8421,Lyon,84,1901587.0,930290.6430499995,0.0,0.0,927360.8613799994,487.677325,218875.0,194016.0,115.101229,78856.0,41.468521,44650.0,30113.0,59.229287,-18.116961
8422,Montélimar,84,104590.0,47286.42276999999,0.0,0.0,41694.25741999999,398.644779,10763.0,9702.0,102.906588,5154.0,49.278134,2748.0,1290.0,47.286495,-14.940104
8423,Montluçon,84,114938.0,47612.58667999998,0.0,0.0,41385.67628000003,360.06957,7442.0,6620.0,64.747951,4558.0,39.656162,2431.0,940.0,43.696336,-13.331482
8424,Moulins,84,96993.0,40960.590370000005,0.0,0.0,37964.94462999999,391.419429,6383.0,5696.0,65.808873,3946.0,40.683348,2151.0,1027.0,47.119227,-13.827179
8425,Oyonnax,84,57026.0,25874.800710000007,0.0,0.0,25252.484170000007,442.824048,4713.0,4243.0,82.646512,2241.0,39.297864,1240.0,932.0,42.992458,-13.664208
8426,Roanne,84,134975.0,58034.151299999976,0.0,0.0,52378.340090000005,388.059567,11060.0,10030.0,81.9411,5357.0,39.688831,3012.0,1462.0,44.776015,-13.546927
8427,Romans-sur-Isère,84,98474.0,44789.486460000015,0.0,0.0,36856.797009999995,374.279475,9573.0,8696.0,97.213478,4421.0,44.895099,2328.0,1181.0,48.015341,-14.524819
8428,Saint-Étienne,84,550278.0,243527.07573999997,0.0,0.0,209830.31403,381.316924,45438.0,41189.0,82.572809,21096.0,38.336986,11873.0,5862.0,46.490036,-14.145009
8429,Saint-Flour,84,33947.0,15179.01745,0.0,0.0,14300.676499999998,421.26481,2824.0,2531.0,83.1885,1897.0,55.881227,1046.0,483.0,44.0,-13.7
8430,Tarare,84,58007.0,26400.97428999999,0.0,0.0,20370.258060000004,351.168963,4528.0,4165.0,78.059545,2342.0,40.374438,1185.0,660.0,44.092374,-13.116719
8431,Valence,84,296815.0,137918.56137999997,0.0,0.0,130069.26028999996,438.216601,30074.0,26945.0,101.322373,13576.0,45.738928,7637.0,4035.0,51.11468,-15.380984
8432,Vichy,84,143993.0,60059.41122999996,0.0,0.0,49715.02170000002,345.25999,11348.0,10134.0,78.809387,6347.0,44.078532,3448.0,1414.0,45.086866,-14.335044
8433,Vienne-Annonay,84,253422.0,116192.60829999996,0.0,0.0,90434.40086000008,356.853,21393.0,19460.0,84.416507,10988.0,43.358509,5636.0,2713.0,48.488207,-14.339906
8434,Villefranche-sur-Saône,84,185331.0,88945.52620000001,0.0,0.0,66568.96128000002,359.189565,18537.0,16776.0,100.021043,7936.0,42.820683,4328.0,2787.0,53.72525,-15.257393
8435,Voiron,84,202251.0,94733.95833000001,0.0,0.0,65526.90086000004,323.988019,18893.0,17381.0,93.41363,9093.0,44.958987,4181.0,2337.0,54.138432,-15.134756
9301,Aix-en-Provence,93,414016.0,195750.20364999995,0.0,0.0,184831.16626,446.434839,57226.0,51305.0,138.221711,21045.0,50.831369,11404.0,7380.0,61.840921,-19.478356
9302,Briançon,93,33484.0,16649.16188,0.0,0.0,16410.41745,490.097284,6902.0,6250.0,206.1283,3490.0,104.228885,2005.0,418.0,49.255094,-14.576685
9303,Brignoles,93,139160.0,61510.11550999999,0.0,0.0,39682.38357999999,285.156536,14854.0,13666.0,106.740443,7057.0,50.711411,3128.0,1598.0,50.03512,-15.014255
9304,Cannes,93,437995.0,196276.13619999998,0.0,0.0,178409.17282999997,407.331529,69531.0,63431.0,158.748388,28720.0,65.571525,14619.0,6898.0,56.999335,-18.962949
9305,Carpentras,93,98399.0,43660.35043,0.0,0.0,30647.38372000001,311.460317,10595.0,9873.0,107.673858,4713.0,47.896828,2324.0,1620.0,45.825555,-15.174934
9306,Cavaillon,93,125253.0,54606.55722,0.0,0.0,47135.69963,376.323917,16062.0,14885.0,128.236449,6887.0,54.984711,3638.0,2300.0,46.875998,-15.284679
9307,Digne-les-Bains,93,83162.0,35880.34104,0.0,0.0,31851.465710000008,383.005047,8722.0,7937.0,104.879633,5250.0,63.129795,2849.0,1049.0,45.605251,-13.759321
